ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0010959,regulation of metal ion transport,35/668,435/21288,0.0804597701149425,2.56411315300434,5.93238947651252,4.00098929540251e-07,2.19620569034384e-05,1.70492378345624e-05,ENSG00000143153/ENSG00000198523/ENSG00000018625/ENSG00000129244/ENSG00000137731/ENSG00000266964/ENSG00000138755/ENSG00000146469/ENSG00000169245/ENSG00000128285/ENSG00000130226/ENSG00000169248/ENSG00000170890/ENSG00000022267/ENSG00000089356/ENSG00000128271/ENSG00000129159/ENSG00000134443/ENSG00000137726/ENSG00000185774/ENSG00000196296/ENSG00000221946/ENSG00000120049/ENSG00000120088/ENSG00000123560/ENSG00000124205/ENSG00000130037/ENSG00000143801/ENSG00000198835/ENSG00000124134/ENSG00000130528/ENSG00000170290/ENSG00000101188/ENSG00000166006/ENSG00000175497,35
GO:0016042,lipid catabolic process,32/668,379/21288,0.0844327176781003,2.69072409271167,5.97759994047263,4.37349007514937e-07,2.37209771218816e-05,1.84146950532605e-05,ENSG00000117215/ENSG00000136960/ENSG00000188257/ENSG00000069764/ENSG00000079435/ENSG00000170890/ENSG00000177666/ENSG00000127472/ENSG00000174697/ENSG00000118432/ENSG00000204427/ENSG00000079462/ENSG00000104763/ENSG00000116882/ENSG00000152270/ENSG00000158006/ENSG00000170835/ENSG00000176194/ENSG00000182333/ENSG00000214456/ENSG00000166224/ENSG00000166819/ENSG00000181092/ENSG00000070031/ENSG00000121310/ENSG00000153982/ENSG00000168000/ENSG00000176485/ENSG00000187288/ENSG00000187980/ENSG00000204386/ENSG00000205560,32
GO:0051047,positive regulation of secretion,30/668,344/21288,0.0872093023255814,2.77920902381284,5.98794096640845,5.0698726204101e-07,2.65498156995269e-05,2.06107344278015e-05,ENSG00000146469/ENSG00000069764/ENSG00000158445/ENSG00000170890/ENSG00000078401/ENSG00000100078/ENSG00000174697/ENSG00000128271/ENSG00000134443/ENSG00000153246/ENSG00000166148/ENSG00000170498/ENSG00000106327/ENSG00000122641/ENSG00000124205/ENSG00000153162/ENSG00000163083/ENSG00000197696/ENSG00000108576/ENSG00000176887/ENSG00000180914/ENSG00000240972/ENSG00000050438/ENSG00000070031/ENSG00000101188/ENSG00000104918/ENSG00000105514/ENSG00000157103/ENSG00000183044/ENSG00000204936,30
GO:0071695,anatomical structure maturation,27/668,290/21288,0.0931034482758621,2.96704521990502,6.07051460089548,5.2641186241157e-07,2.72537777857626e-05,2.11572231782641e-05,ENSG00000069764/ENSG00000071539/ENSG00000106004/ENSG00000158445/ENSG00000034971/ENSG00000078401/ENSG00000100078/ENSG00000128918/ENSG00000174697/ENSG00000070886/ENSG00000075891/ENSG00000106852/ENSG00000120149/ENSG00000054356/ENSG00000120049/ENSG00000136160/ENSG00000091138/ENSG00000122707/ENSG00000139567/ENSG00000159184/ENSG00000170989/ENSG00000174469/ENSG00000102805/ENSG00000122133/ENSG00000129757/ENSG00000135298/ENSG00000186417,27
GO:0043062,extracellular structure organization,32/668,388/21288,0.0824742268041237,2.62831038953022,5.82614171925721,7.33855694603344e-07,3.71494060512537e-05,2.88392413317806e-05,ENSG00000197561/ENSG00000100448/ENSG00000105664/ENSG00000131477/ENSG00000167711/ENSG00000123500/ENSG00000158859/ENSG00000184937/ENSG00000116147/ENSG00000131095/ENSG00000142303/ENSG00000168477/ENSG00000069702/ENSG00000113971/ENSG00000121101/ENSG00000122707/ENSG00000138131/ENSG00000144810/ENSG00000156103/ENSG00000156140/ENSG00000163131/ENSG00000169436/ENSG00000206561/ENSG00000046653/ENSG00000078098/ENSG00000125878/ENSG00000132031/ENSG00000132702/ENSG00000141696/ENSG00000187045/ENSG00000197859/ENSG00000134917,32
GO:0035296,regulation of tube diameter,19/668,163/21288,0.116564417177914,3.71470555820874,6.26209001830746,9.2446749549444e-07,4.48071692497093e-05,3.47839953511906e-05,ENSG00000018625/ENSG00000121361/ENSG00000078401/ENSG00000105664/ENSG00000133636/ENSG00000167711/ENSG00000174697/ENSG00000128271/ENSG00000166148/ENSG00000244734/ENSG00000124205/ENSG00000127129/ENSG00000130037/ENSG00000136160/ENSG00000148926/ENSG00000108576/ENSG00000119185/ENSG00000180914/ENSG00000120907,19
GO:0097746,blood vessel diameter maintenance,19/668,163/21288,0.116564417177914,3.71470555820874,6.26209001830746,9.2446749549444e-07,4.48071692497093e-05,3.47839953511906e-05,ENSG00000018625/ENSG00000121361/ENSG00000078401/ENSG00000105664/ENSG00000133636/ENSG00000167711/ENSG00000174697/ENSG00000128271/ENSG00000166148/ENSG00000244734/ENSG00000124205/ENSG00000127129/ENSG00000130037/ENSG00000136160/ENSG00000148926/ENSG00000108576/ENSG00000119185/ENSG00000180914/ENSG00000120907,19
GO:0043266,regulation of potassium ion transport,15/668,106/21288,0.141509433962264,4.50965992543215,6.51982018875225,1.10985729120361e-06,5.2352762482072e-05,4.0641671350622e-05,ENSG00000143153/ENSG00000129244/ENSG00000137731/ENSG00000146469/ENSG00000130226/ENSG00000022267/ENSG00000129159/ENSG00000134443/ENSG00000185774/ENSG00000120049/ENSG00000124205/ENSG00000130037/ENSG00000124134/ENSG00000166006/ENSG00000175497,15
GO:0048706,embryonic skeletal system development,17/668,135/21288,0.125925925925926,4.01304058549568,6.32101778144118,1.16640136731989e-06,5.26960779733258e-05,4.09081886212224e-05,ENSG00000122592/ENSG00000106004/ENSG00000106006/ENSG00000120075/ENSG00000170166/ENSG00000172789/ENSG00000115844/ENSG00000156574/ENSG00000078399/ENSG00000120094/ENSG00000156103/ENSG00000176887/ENSG00000196092/ENSG00000128645/ENSG00000128710/ENSG00000164920/ENSG00000170689,17
GO:0046879,hormone secretion,30/668,358/21288,0.0837988826815642,2.67052487204362,5.73734513622559,1.17008123096658e-06,5.26960779733258e-05,4.09081886212224e-05,ENSG00000123612/ENSG00000146469/ENSG00000158445/ENSG00000176406/ENSG00000078401/ENSG00000100078/ENSG00000174697/ENSG00000095752/ENSG00000118432/ENSG00000134443/ENSG00000170498/ENSG00000054356/ENSG00000106327/ENSG00000120088/ENSG00000122641/ENSG00000124205/ENSG00000130037/ENSG00000153162/ENSG00000155380/ENSG00000163083/ENSG00000197696/ENSG00000109163/ENSG00000145708/ENSG00000155093/ENSG00000176887/ENSG00000181092/ENSG00000070031/ENSG00000104918/ENSG00000164404/ENSG00000183044,30
GO:0003158,endothelium development,19/668,169/21288,0.112426035502959,3.5828225206392,6.06739644251698,1.6053162819704e-06,7.10079706859917e-05,5.51237885275478e-05,ENSG00000184113/ENSG00000105289/ENSG00000165215/ENSG00000119139/ENSG00000169245/ENSG00000078401/ENSG00000120075/ENSG00000152939/ENSG00000187513/ENSG00000204301/ENSG00000128917/ENSG00000136160/ENSG00000153162/ENSG00000198719/ENSG00000001631/ENSG00000139567/ENSG00000170989/ENSG00000079337/ENSG00000132702,19
GO:0009914,hormone transport,30/668,369/21288,0.0813008130081301,2.59091572951658,5.54869725505483,2.17932877488097e-06,9.2794597180913e-05,7.20368389926223e-05,ENSG00000123612/ENSG00000146469/ENSG00000158445/ENSG00000176406/ENSG00000078401/ENSG00000100078/ENSG00000174697/ENSG00000095752/ENSG00000118432/ENSG00000134443/ENSG00000170498/ENSG00000054356/ENSG00000106327/ENSG00000120088/ENSG00000122641/ENSG00000124205/ENSG00000130037/ENSG00000153162/ENSG00000155380/ENSG00000163083/ENSG00000197696/ENSG00000109163/ENSG00000145708/ENSG00000155093/ENSG00000176887/ENSG00000181092/ENSG00000070031/ENSG00000104918/ENSG00000164404/ENSG00000183044,30
GO:0048738,cardiac muscle tissue development,24/668,258/21288,0.0930232558139535,2.96448962540036,5.7140111972638,2.27219743765908e-06,9.43862850147742e-05,7.3272473002551e-05,ENSG00000198523/ENSG00000143995/ENSG00000121361/ENSG00000163132/ENSG00000197616/ENSG00000092054/ENSG00000078401/ENSG00000111245/ENSG00000121742/ENSG00000128918/ENSG00000160808/ENSG00000120149/ENSG00000184937/ENSG00000128917/ENSG00000134571/ENSG00000169946/ENSG00000198719/ENSG00000069702/ENSG00000121068/ENSG00000130700/ENSG00000136574/ENSG00000149256/ENSG00000170989/ENSG00000120907,24
GO:0016024,CDP-diacylglycerol biosynthetic process,7/668,21/21288,0.333333333333333,10.622754491018,7.94066854447171,2.29957805896399e-06,9.43862850147742e-05,7.3272473002551e-05,ENSG00000172954/ENSG00000026652/ENSG00000155189/ENSG00000169692/ENSG00000119927/ENSG00000138678/ENSG00000186281,7
GO:0014706,striated muscle tissue development,25/668,277/21288,0.0902527075812274,2.87619706435504,5.65712931240778,2.42960376285666e-06,9.79581835714597e-05,7.60453529874092e-05,ENSG00000198523/ENSG00000143995/ENSG00000121361/ENSG00000117724/ENSG00000163132/ENSG00000197616/ENSG00000092054/ENSG00000078401/ENSG00000111245/ENSG00000121742/ENSG00000128918/ENSG00000160808/ENSG00000120149/ENSG00000184937/ENSG00000128917/ENSG00000134571/ENSG00000169946/ENSG00000198719/ENSG00000069702/ENSG00000121068/ENSG00000130700/ENSG00000136574/ENSG00000149256/ENSG00000170989/ENSG00000120907,25
GO:0006937,regulation of muscle contraction,19/668,174/21288,0.109195402298851,3.47986785050589,5.91179049252132,2.49099140022943e-06,9.86865810386547e-05,7.66108110276512e-05,ENSG00000143153/ENSG00000198523/ENSG00000018625/ENSG00000092054/ENSG00000078401/ENSG00000111245/ENSG00000160808/ENSG00000196296/ENSG00000127129/ENSG00000134571/ENSG00000182674/ENSG00000196839/ENSG00000109255/ENSG00000130528/ENSG00000136574/ENSG00000180914/ENSG00000100678/ENSG00000120907/ENSG00000183044,19
GO:0044772,mitotic cell cycle phase transition,36/668,492/21288,0.0731707317073171,2.33182415656492,5.37948456410805,2.55742413666831e-06,0.000100445037643628,7.7975908341248e-05,ENSG00000080986/ENSG00000122952/ENSG00000169679/ENSG00000117724/ENSG00000137812/ENSG00000157456/ENSG00000143228/ENSG00000161888/ENSG00000071539/ENSG00000123975/ENSG00000152253/ENSG00000171848/ENSG00000111206/ENSG00000126787/ENSG00000138778/ENSG00000022267/ENSG00000250506/ENSG00000002822/ENSG00000119408/ENSG00000122641/ENSG00000130037/ENSG00000152669/ENSG00000165304/ENSG00000167325/ENSG00000198835/ENSG00000048392/ENSG00000121101/ENSG00000124688/ENSG00000127564/ENSG00000162063/ENSG00000075218/ENSG00000100526/ENSG00000105219/ENSG00000129757/ENSG00000168309/ENSG00000174442,36
GO:0030641,regulation of cellular pH,14/668,100/21288,0.14,4.46155688622755,6.24493067723804,2.87098300439618e-06,0.000110849140407025,8.6052657402062e-05,ENSG00000132681/ENSG00000185883/ENSG00000104267/ENSG00000147614/ENSG00000105929/ENSG00000116039/ENSG00000166148/ENSG00000219200/ENSG00000188603/ENSG00000091138/ENSG00000106460/ENSG00000050438/ENSG00000066230/ENSG00000102805,14
GO:2001251,negative regulation of chromosome organization,14/668,100/21288,0.14,4.46155688622755,6.24493067723804,2.87098300439618e-06,0.000110849140407025,8.6052657402062e-05,ENSG00000080986/ENSG00000122952/ENSG00000169679/ENSG00000117724/ENSG00000137812/ENSG00000143228/ENSG00000161888/ENSG00000071539/ENSG00000152253/ENSG00000002822/ENSG00000121101/ENSG00000124688/ENSG00000132207/ENSG00000174442,14
GO:0042551,neuron maturation,10/668,52/21288,0.192307692307692,6.12851220635652,6.66435062084764,4.16207565882401e-06,0.000148143880481267,0.000115004722151716,ENSG00000158445/ENSG00000034971/ENSG00000070886/ENSG00000120049/ENSG00000136160/ENSG00000174469/ENSG00000102805/ENSG00000129757/ENSG00000135298/ENSG00000186417,10
GO:2000179,positive regulation of neural precursor cell proliferation,11/668,66/21288,0.166666666666667,5.31137724550898,6.31387484262693,5.98020149895895e-06,0.000205173033872467,0.000159276695580493,ENSG00000157766/ENSG00000132692/ENSG00000007372/ENSG00000106689/ENSG00000128917/ENSG00000198835/ENSG00000066279/ENSG00000075702/ENSG00000132702/ENSG00000145681/ENSG00000187664,11
GO:0071772,response to BMP,19/668,186/21288,0.102150537634409,3.25536024724744,5.56047272664909,6.67146775611996e-06,0.00022514968219913,0.000174784652324079,ENSG00000163132/ENSG00000138696/ENSG00000105664/ENSG00000120149/ENSG00000105880/ENSG00000153162/ENSG00000166831/ENSG00000064195/ENSG00000069702/ENSG00000070404/ENSG00000130700/ENSG00000136574/ENSG00000139567/ENSG00000176887/ENSG00000179284/ENSG00000120693/ENSG00000164619/ENSG00000182175/ENSG00000187045,19
GO:0071773,cellular response to BMP stimulus,19/668,186/21288,0.102150537634409,3.25536024724744,5.56047272664909,6.67146775611996e-06,0.00022514968219913,0.000174784652324079,ENSG00000163132/ENSG00000138696/ENSG00000105664/ENSG00000120149/ENSG00000105880/ENSG00000153162/ENSG00000166831/ENSG00000064195/ENSG00000069702/ENSG00000070404/ENSG00000130700/ENSG00000136574/ENSG00000139567/ENSG00000176887/ENSG00000179284/ENSG00000120693/ENSG00000164619/ENSG00000182175/ENSG00000187045,19
GO:0032892,positive regulation of organic acid transport,10/668,55/21288,0.181818181818182,5.79422972237343,6.40760358581998,7.06991883266422e-06,0.000236842280894251,0.000183861666236469,ENSG00000069764/ENSG00000078401/ENSG00000100078/ENSG00000128271/ENSG00000153246/ENSG00000166148/ENSG00000240972/ENSG00000101188/ENSG00000157103/ENSG00000183044,10
GO:0044060,regulation of endocrine process,9/668,44/21288,0.204545454545455,6.51850843767012,6.59524652291403,7.41070401308766e-06,0.000246446477982682,0.000191317445132344,ENSG00000174697/ENSG00000170498/ENSG00000120088/ENSG00000122641/ENSG00000153162/ENSG00000163083/ENSG00000145708/ENSG00000104918/ENSG00000164404,9
GO:0007631,feeding behavior,14/668,109/21288,0.128440366972477,4.09317145525463,5.82727680623063,8.03745380430687e-06,0.000264339010528256,0.00020520749396399,ENSG00000128285/ENSG00000122756/ENSG00000174697/ENSG00000118432/ENSG00000128271/ENSG00000116678/ENSG00000109255/ENSG00000121764/ENSG00000174946/ENSG00000180914/ENSG00000258839/ENSG00000101440/ENSG00000104918/ENSG00000163064,14
GO:0001659,temperature homeostasis,20/668,206/21288,0.0970873786407767,3.09400616243242,5.43571642427666,8.29444483340026e-06,0.000269299422246942,0.000209058282600093,ENSG00000165092/ENSG00000174697/ENSG00000118432/ENSG00000116678/ENSG00000127129/ENSG00000136160/ENSG00000159346/ENSG00000176194/ENSG00000101405/ENSG00000109255/ENSG00000113494/ENSG00000164687/ENSG00000170290/ENSG00000170323/ENSG00000180914/ENSG00000181092/ENSG00000101188/ENSG00000123689/ENSG00000168000/ENSG00000183044,20
GO:0016338,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,7/668,25/21288,0.28,8.92311377245509,7.13435569222131,8.52050751612736e-06,0.000271464561143191,0.000210739089099653,ENSG00000184113/ENSG00000165215/ENSG00000213937/ENSG00000013297/ENSG00000066405/ENSG00000106404/ENSG00000164007,7
GO:0141091,transforming growth factor beta receptor superfamily signaling pathway,31/668,417/21288,0.0743405275779377,2.36910351957955,5.08199011772505,9.23688041977389e-06,0.000285298683188482,0.000221478576663116,ENSG00000184113/ENSG00000123612/ENSG00000163132/ENSG00000138696/ENSG00000105664/ENSG00000120149/ENSG00000156574/ENSG00000241186/ENSG00000105880/ENSG00000122641/ENSG00000153162/ENSG00000163083/ENSG00000166831/ENSG00000176194/ENSG00000243709/ENSG00000064195/ENSG00000069702/ENSG00000070404/ENSG00000136574/ENSG00000139567/ENSG00000176887/ENSG00000179284/ENSG00000120693/ENSG00000129757/ENSG00000138829/ENSG00000164404/ENSG00000164619/ENSG00000169554/ENSG00000182175/ENSG00000187045/ENSG00000197859,31
GO:0035265,organ growth,19/668,192/21288,0.0989583333333333,3.15363023952096,5.39538981032257,1.05581297113969e-05,0.000318561847451154,0.000247300912027143,ENSG00000143995/ENSG00000066405/ENSG00000197616/ENSG00000078401/ENSG00000105664/ENSG00000174697/ENSG00000120149/ENSG00000184937/ENSG00000116678/ENSG00000169946/ENSG00000198719/ENSG00000069702/ENSG00000108576/ENSG00000113494/ENSG00000121068/ENSG00000136574/ENSG00000149256/ENSG00000170989/ENSG00000120907,19
GO:0045638,negative regulation of myeloid cell differentiation,14/668,113/21288,0.123893805309735,3.94828043028986,5.655844138404,1.22521616388979e-05,0.000363546030660243,0.000282222324065065,ENSG00000143995/ENSG00000134138/ENSG00000066405/ENSG00000122592/ENSG00000106004/ENSG00000243678/ENSG00000078399/ENSG00000122641/ENSG00000135898/ENSG00000198719/ENSG00000070404/ENSG00000174946/ENSG00000181092/ENSG00000186818,14
GO:0070374,positive regulation of ERK1 and ERK2 cascade,23/668,266/21288,0.0864661654135338,2.75552654090316,5.18575903892957,1.23144519379136e-05,0.000363546030660243,0.000282222324065065,ENSG00000188257/ENSG00000102962/ENSG00000127472/ENSG00000167711/ENSG00000102970/ENSG00000108688/ENSG00000143556/ENSG00000156574/ENSG00000276409/ENSG00000004948/ENSG00000122641/ENSG00000135898/ENSG00000189377/ENSG00000276070/ENSG00000121764/ENSG00000131016/ENSG00000161905/ENSG00000240972/ENSG00000275152/ENSG00000276085/ENSG00000120907/ENSG00000164619/ENSG00000274736,23
GO:0001894,tissue homeostasis,24/668,285/21288,0.0842105263157895,2.68364323983612,5.15030520078525,1.24861727487651e-05,0.000363546030660243,0.000282222324065065,ENSG00000129244/ENSG00000184113/ENSG00000105289/ENSG00000165215/ENSG00000066405/ENSG00000149564/ENSG00000119139/ENSG00000165092/ENSG00000105664/ENSG00000121742/ENSG00000174483/ENSG00000160182/ENSG00000135898/ENSG00000184956/ENSG00000198788/ENSG00000004799/ENSG00000113971/ENSG00000160180/ENSG00000170989/ENSG00000105514/ENSG00000145113/ENSG00000169554/ENSG00000197046/ENSG00000197375,24
GO:0060249,anatomical structure homeostasis,24/668,285/21288,0.0842105263157895,2.68364323983612,5.15030520078525,1.24861727487651e-05,0.000363546030660243,0.000282222324065065,ENSG00000129244/ENSG00000184113/ENSG00000105289/ENSG00000165215/ENSG00000066405/ENSG00000149564/ENSG00000119139/ENSG00000165092/ENSG00000105664/ENSG00000121742/ENSG00000174483/ENSG00000160182/ENSG00000135898/ENSG00000184956/ENSG00000198788/ENSG00000004799/ENSG00000113971/ENSG00000160180/ENSG00000170989/ENSG00000105514/ENSG00000145113/ENSG00000169554/ENSG00000197046/ENSG00000197375,24
GO:0007617,mating behavior,8/668,36/21288,0.222222222222222,7.08183632734531,6.57335679482641,1.25278153673525e-05,0.000363546030660243,0.000282222324065065,ENSG00000146469/ENSG00000118432/ENSG00000166148/ENSG00000136160/ENSG00000196839/ENSG00000108576/ENSG00000180914/ENSG00000183044,8
GO:0070371,ERK1 and ERK2 cascade,29/668,385/21288,0.0753246753246753,2.40046659926899,4.99114217131317,1.39530001884577e-05,0.000402340942143121,0.000312338978235961,ENSG00000188257/ENSG00000078401/ENSG00000102962/ENSG00000127472/ENSG00000167711/ENSG00000102970/ENSG00000108688/ENSG00000143556/ENSG00000156574/ENSG00000276409/ENSG00000004948/ENSG00000122641/ENSG00000135898/ENSG00000189377/ENSG00000276070/ENSG00000048540/ENSG00000119185/ENSG00000121764/ENSG00000131016/ENSG00000161905/ENSG00000180914/ENSG00000181092/ENSG00000240972/ENSG00000275152/ENSG00000276085/ENSG00000101447/ENSG00000120907/ENSG00000164619/ENSG00000274736,29
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway,32/668,448/21288,0.0714285714285714,2.27630453378956,4.91411813307418,1.49187078229552e-05,0.000427481967555875,0.000331856062794635,ENSG00000184113/ENSG00000123612/ENSG00000163132/ENSG00000138696/ENSG00000105664/ENSG00000157110/ENSG00000120149/ENSG00000156574/ENSG00000241186/ENSG00000105880/ENSG00000122641/ENSG00000153162/ENSG00000163083/ENSG00000166831/ENSG00000176194/ENSG00000243709/ENSG00000064195/ENSG00000069702/ENSG00000070404/ENSG00000136574/ENSG00000139567/ENSG00000176887/ENSG00000179284/ENSG00000120693/ENSG00000129757/ENSG00000138829/ENSG00000164404/ENSG00000164619/ENSG00000169554/ENSG00000182175/ENSG00000187045/ENSG00000197859,32
GO:0045216,cell-cell junction organization,21/668,235/21288,0.0893617021276596,2.84780226780482,5.1266487447956,1.77903058332468e-05,0.00050217456980691,0.000389840246419116,ENSG00000184113/ENSG00000105289/ENSG00000165215/ENSG00000213937/ENSG00000013297/ENSG00000066405/ENSG00000106404/ENSG00000149564/ENSG00000164007/ENSG00000119139/ENSG00000165474/ENSG00000169562/ENSG00000121742/ENSG00000131477/ENSG00000152939/ENSG00000187513/ENSG00000153162/ENSG00000183153/ENSG00000139567/ENSG00000174469/ENSG00000204936,21
GO:0002052,positive regulation of neuroblast proliferation,8/668,38/21288,0.210526315789474,6.70910809959029,6.33989008014375,1.91555690812674e-05,0.00052953312813976,0.000411078811180073,ENSG00000157766/ENSG00000132692/ENSG00000007372/ENSG00000066279/ENSG00000075702/ENSG00000132702/ENSG00000145681/ENSG00000187664,8
GO:0032228,"regulation of synaptic transmission, GABAergic",8/668,38/21288,0.210526315789474,6.70910809959029,6.33989008014375,1.91555690812674e-05,0.00052953312813976,0.000411078811180073,ENSG00000104267/ENSG00000118432/ENSG00000128271/ENSG00000188603/ENSG00000180914/ENSG00000188822/ENSG00000120907/ENSG00000157103,8
GO:0140115,export across plasma membrane,12/668,88/21288,0.136363636363636,4.34567229178008,5.66054094366261,1.91775606108561e-05,0.00052953312813976,0.000411078811180073,ENSG00000143153/ENSG00000018625/ENSG00000129244/ENSG00000132681/ENSG00000137731/ENSG00000266964/ENSG00000158445/ENSG00000177301/ENSG00000118160/ENSG00000120049/ENSG00000130037/ENSG00000197375,12
GO:0034698,response to gonadotropin,7/668,28/21288,0.25,7.96706586826347,6.63969962863919,1.93352568319589e-05,0.000530671265821715,0.000411962352285237,ENSG00000165474/ENSG00000078401/ENSG00000070886/ENSG00000184937/ENSG00000122641/ENSG00000163083/ENSG00000069702,7
GO:0001553,luteinization,5/668,12/21288,0.416666666666667,13.2784431137725,7.65755395495536,1.97622650506995e-05,0.00053593380697016,0.000416047685277884,ENSG00000054356/ENSG00000122641/ENSG00000166224/ENSG00000104918/ENSG00000164404,5
GO:0042698,ovulation cycle,11/668,75/21288,0.146666666666667,4.67401197604791,5.73682080086041,2.112215255613e-05,0.000566073688504284,0.000439445403025367,ENSG00000138696/ENSG00000174697/ENSG00000170498/ENSG00000054356/ENSG00000074410/ENSG00000122641/ENSG00000132386/ENSG00000166224/ENSG00000180914/ENSG00000104918/ENSG00000164404,11
GO:0034612,response to tumor necrosis factor,25/668,314/21288,0.0796178343949045,2.53728212365079,4.9394534852741,2.15559975571522e-05,0.000574322367663073,0.000445848887608689,ENSG00000066405/ENSG00000170421/ENSG00000078401/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000125726/ENSG00000241186/ENSG00000276409/ENSG00000068001/ENSG00000104763/ENSG00000127863/ENSG00000164047/ENSG00000276070/ENSG00000131016/ENSG00000145708/ENSG00000170323/ENSG00000181092/ENSG00000186891/ENSG00000275152/ENSG00000276085/ENSG00000120337/ENSG00000167136/ENSG00000197375/ENSG00000274736,25
GO:0071356,cellular response to tumor necrosis factor,23/668,285/21288,0.0807017543859649,2.57182477150961,4.80824981438291,3.69017719253049e-05,0.000934024849398274,0.000725087448356869,ENSG00000066405/ENSG00000170421/ENSG00000078401/ENSG00000102962/ENSG00000102970/ENSG00000108688/ENSG00000125726/ENSG00000241186/ENSG00000276409/ENSG00000068001/ENSG00000104763/ENSG00000127863/ENSG00000164047/ENSG00000276070/ENSG00000131016/ENSG00000145708/ENSG00000170323/ENSG00000181092/ENSG00000186891/ENSG00000275152/ENSG00000276085/ENSG00000120337/ENSG00000274736,23
GO:0007043,cell-cell junction assembly,17/668,175/21288,0.0971428571428571,3.09577416595381,5.01059919111192,3.85647527540925e-05,0.000960114828129209,0.000745341209397473,ENSG00000184113/ENSG00000165215/ENSG00000213937/ENSG00000013297/ENSG00000066405/ENSG00000106404/ENSG00000149564/ENSG00000164007/ENSG00000165474/ENSG00000169562/ENSG00000121742/ENSG00000131477/ENSG00000152939/ENSG00000187513/ENSG00000183153/ENSG00000139567/ENSG00000174469,17
GO:1901991,negative regulation of mitotic cell cycle phase transition,19/668,211/21288,0.0900473933649289,2.86965405681528,4.91246214697735,3.97230247808002e-05,0.00097826000487203,0.000759427386989977,ENSG00000080986/ENSG00000122952/ENSG00000169679/ENSG00000117724/ENSG00000137812/ENSG00000143228/ENSG00000161888/ENSG00000071539/ENSG00000152253/ENSG00000022267/ENSG00000002822/ENSG00000122641/ENSG00000198835/ENSG00000121101/ENSG00000124688/ENSG00000127564/ENSG00000075218/ENSG00000168309/ENSG00000174442,19
GO:0002526,acute inflammatory response,14/668,126/21288,0.111111111111111,3.54091816367265,5.14871349959677,4.23671021886076e-05,0.00103221667150426,0.000801314175928633,ENSG00000117525/ENSG00000131187/ENSG00000197561/ENSG00000117215/ENSG00000055955/ENSG00000117586/ENSG00000167711/ENSG00000013725/ENSG00000118432/ENSG00000229314/ENSG00000106327/ENSG00000136160/ENSG00000177575/ENSG00000228278,14
GO:0010739,positive regulation of protein kinase A signaling,5/668,14/21288,0.357142857142857,11.3815226689478,6.99361350591627,4.74085980203304e-05,0.00113085640094568,0.000877888615862827,ENSG00000004948/ENSG00000131016/ENSG00000181092/ENSG00000240972/ENSG00000258839,5
GO:0006631,fatty acid metabolic process,30/668,434/21288,0.0691244239631337,2.20287535528022,4.5569256007308,5.02865703296901e-05,0.00117490058677984,0.000912080303955513,ENSG00000069764/ENSG00000170890/ENSG00000078401/ENSG00000100078/ENSG00000127472/ENSG00000174697/ENSG00000116039/ENSG00000118432/ENSG00000123684/ENSG00000166148/ENSG00000067992/ENSG00000104763/ENSG00000116882/ENSG00000123560/ENSG00000127129/ENSG00000159346/ENSG00000168477/ENSG00000214456/ENSG00000004799/ENSG00000119927/ENSG00000161905/ENSG00000164687/ENSG00000166224/ENSG00000181092/ENSG00000186281/ENSG00000240972/ENSG00000009950/ENSG00000121310/ENSG00000187980/ENSG00000205560,30
GO:0001508,action potential,16/668,162/21288,0.0987654320987654,3.14748281215347,4.93832532636,5.29288185977096e-05,0.0012303249874039,0.000955106501011301,ENSG00000143153/ENSG00000018625/ENSG00000069431/ENSG00000121361/ENSG00000164007/ENSG00000158445/ENSG00000177301/ENSG00000118160/ENSG00000118432/ENSG00000120049/ENSG00000130037/ENSG00000188603/ENSG00000188822/ENSG00000120907/ENSG00000145390/ENSG00000166006,16
GO:0035136,forelimb morphogenesis,8/668,44/21288,0.181818181818182,5.79422972237343,5.72965091268102,5.881230474763e-05,0.00133974430215101,0.00104004917869493,ENSG00000163132/ENSG00000128918/ENSG00000120149/ENSG00000078399/ENSG00000122707/ENSG00000128710/ENSG00000163064/ENSG00000164920,8
GO:0051932,"synaptic transmission, GABAergic",10/668,70/21288,0.142857142857143,4.55260906757913,5.35852607373153,6.28396462627021e-05,0.00141515820943145,0.00109859331447014,ENSG00000104267/ENSG00000118432/ENSG00000128271/ENSG00000188603/ENSG00000180914/ENSG00000188822/ENSG00000112294/ENSG00000120907/ENSG00000157103/ENSG00000187664,10
GO:0060021,roof of mouth development,12/668,99/21288,0.121212121212121,3.86281981491562,5.13875026475988,6.30935142331769e-05,0.00141515820943145,0.00109859331447014,ENSG00000184113/ENSG00000163132/ENSG00000106511/ENSG00000105880/ENSG00000122641/ENSG00000069702/ENSG00000121068/ENSG00000166224/ENSG00000176887/ENSG00000006377/ENSG00000144655/ENSG00000164920,12
GO:0015670,carbon dioxide transport,5/668,15/21288,0.333333333333333,10.622754491018,6.71014331539741,6.92790958441852e-05,0.0015095738337634,0.00117188856370893,ENSG00000104267/ENSG00000188536/ENSG00000244734/ENSG00000206172/ENSG00000223609,5
