"data type","highlight","interaction","name","networks","normalized max weight","raw weights","selected","shared interaction","shared name"
"Co-expression","1",,"H__sapiens__1_-779568|H__sapiens__1_-790320|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Wu-Garvey-2007","0.002273908120691749","0.009674927219748497|0.029919276013970375|0.009235494770109653","false",,"H__sapiens__1_-779568|H__sapiens__1_-790320|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779568|H__sapiens__1_-785961|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.001666018796073532","0.008227580226957798|0.021920884028077126","false",,"H__sapiens__1_-779568|H__sapiens__1_-785961|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779568|H__sapiens__1_-773110|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0028088860436719662","0.006492618937045336|0.036958325654268265","false",,"H__sapiens__1_-779568|H__sapiens__1_-773110|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-785446|Co-expression","Mallon-McKay-2013","0.0012643636889883342","0.01328620221465826","false",,"H__sapiens__1_-784199|H__sapiens__1_-785446|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-781377|Co-expression","Mallon-McKay-2013|Arijs-Rutgeerts-2009","7.385857350455796E-4","0.007761215791106224|0.004511293955147266","false",,"H__sapiens__1_-784199|H__sapiens__1_-781377|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-784449|Co-expression","Mallon-McKay-2013|Arijs-Rutgeerts-2009","7.889081322038029E-4","0.00829001422971487|0.002105914056301117","false",,"H__sapiens__1_-784199|H__sapiens__1_-784449|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-775452|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0016065509928468353","0.0068665966391563416|0.021138427779078484","false",,"H__sapiens__1_-784199|H__sapiens__1_-775452|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-789928|Co-expression","Mallon-McKay-2013","8.857472372391662E-4","0.009307620115578175","false",,"H__sapiens__1_-784199|H__sapiens__1_-789928|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-790624|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0012070461497724245","0.012600700370967388|0.015881884843111038","false",,"H__sapiens__1_-784199|H__sapiens__1_-790624|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-775680|Co-expression","Mallon-McKay-2013","8.509659492289753E-4","0.008942130953073502","false",,"H__sapiens__1_-784199|H__sapiens__1_-775680|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-784698|Co-expression","Mallon-McKay-2013","0.0010543439696788096","0.011079270392656326","false",,"H__sapiens__1_-784199|H__sapiens__1_-784698|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-774430|Co-expression","Mallon-McKay-2013","8.147233616177947E-4","0.008561286143958569","false",,"H__sapiens__1_-784199|H__sapiens__1_-774430|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-776862|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Arijs-Rutgeerts-2009","8.516909955510712E-4","0.008816053159534931|0.011206247843801975|0.0024201024789363146","false",,"H__sapiens__1_-784199|H__sapiens__1_-776862|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-774617|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Wang-Cheung-2015|Arijs-Rutgeerts-2009","0.0017442459152953195","0.00667486060410738|0.022950168699026108|0.0035266282502561808|0.002885672962293029","false",,"H__sapiens__1_-784199|H__sapiens__1_-774617|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-773835|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.002149325537556137","0.010079346597194672|0.028280062600970268","false",,"H__sapiens__1_-784199|H__sapiens__1_-773835|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-774189|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0025867952214575895","0.007705483119934797|0.03403613343834877","false",,"H__sapiens__1_-784199|H__sapiens__1_-774189|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-776969|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0010057881071910697","0.010569035075604916|0.011151635088026524","false",,"H__sapiens__1_-784199|H__sapiens__1_-776969|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-785885|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0023091361101726555","0.008746017701923847|0.03038279339671135","false",,"H__sapiens__1_-784199|H__sapiens__1_-785885|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-784202|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Dobbin-Giordano-2005|Arijs-Rutgeerts-2009","0.004575546308578776","0.006950133014470339|0.06020341441035271|0.024254053831100464|0.0072979191318154335","false",,"H__sapiens__1_-784199|H__sapiens__1_-784202|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-784713|Co-expression","Mallon-McKay-2013|Dobbin-Giordano-2005|Arijs-Rutgeerts-2009","6.197567653086165E-4","0.006512535735964775|0.013529716059565544|0.002597034676000476","false",,"H__sapiens__1_-784199|H__sapiens__1_-784713|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-773005|Co-expression","Mallon-McKay-2013","8.755341817127194E-4","0.00920029915869236","false",,"H__sapiens__1_-784199|H__sapiens__1_-773005|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-786326|Co-expression","Mallon-McKay-2013","8.117907474440229E-4","0.008530469611287117","false",,"H__sapiens__1_-784199|H__sapiens__1_-786326|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-786559|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Bild-Nevins-2006 B","0.002206967168829948","0.006830569822341204|0.02903849072754383|0.008990610018372536","false",,"H__sapiens__1_-784199|H__sapiens__1_-786559|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-773110|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Arijs-Rutgeerts-2009","0.001488658994117215","0.006750564090907574|0.01958724670112133|0.004758517723530531","false",,"H__sapiens__1_-784199|H__sapiens__1_-773110|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784199|H__sapiens__1_-779568|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Burington-Shaughnessy-2008","0.0027267343535160816","0.006708058994263411|0.03587740287184715|0.006534389685839415","false",,"H__sapiens__1_-784199|H__sapiens__1_-779568|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-785446|Co-expression","Mallon-McKay-2013","0.0017279644438970292","0.01815781742334366","false",,"H__sapiens__1_-778049|H__sapiens__1_-785446|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-781377|Co-expression","Mallon-McKay-2013|Arijs-Rutgeerts-2009","9.844539129436258E-4","0.010344850830733776|0.0027683661319315434","false",,"H__sapiens__1_-778049|H__sapiens__1_-781377|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-775452|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Arijs-Rutgeerts-2009","0.0012581747175417102","0.008868438191711903|0.016554616391658783|0.005602494813501835","false",,"H__sapiens__1_-778049|H__sapiens__1_-775452|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-775680|Co-expression","Mallon-McKay-2013|Wang-Cheung-2015","0.0012106152851964463","0.012721402570605278|0.012579002417623997","false",,"H__sapiens__1_-778049|H__sapiens__1_-775680|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-776862|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0015119106931164052","0.012233298271894455|0.019893184304237366","false",,"H__sapiens__1_-778049|H__sapiens__1_-776862|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-774617|Co-expression","Mallon-McKay-2013|Wang-Cheung-2015|Arijs-Rutgeerts-2009","8.268794989280904E-4","0.008689025416970253|0.0038746462669223547|0.0017072284827008843","false",,"H__sapiens__1_-778049|H__sapiens__1_-774617|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-774189|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0021580893226016648","0.00982713233679533|0.02839537337422371","false",,"H__sapiens__1_-778049|H__sapiens__1_-774189|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-784202|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Wu-Garvey-2007","0.0012203218536150356","0.009221700020134449|0.016056561842560768|0.006888525560498238","false",,"H__sapiens__1_-778049|H__sapiens__1_-784202|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-784713|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Burington-Shaughnessy-2008","0.0018260295397862815","0.008491295389831066|0.02402624860405922|0.011508485302329063","false",,"H__sapiens__1_-778049|H__sapiens__1_-784713|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-773005|Co-expression","Mallon-McKay-2013","0.0011494295683698267","0.012078450061380863","false",,"H__sapiens__1_-778049|H__sapiens__1_-773005|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-786559|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0021368148440416962","0.00862504169344902|0.028115451335906982","false",,"H__sapiens__1_-778049|H__sapiens__1_-786559|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-773110|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Arijs-Rutgeerts-2009","0.002354428713697157","0.008812450803816319|0.030978737398982048|0.004783276934176683","false",,"H__sapiens__1_-778049|H__sapiens__1_-773110|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778049|H__sapiens__1_-779568|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0017567096096556241","0.008721659891307354|0.02311416156589985","false",,"H__sapiens__1_-778049|H__sapiens__1_-779568|Co-expression"
"Co-expression","1",,"H__sapiens__1_-782268|H__sapiens__1_-773664|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0010742055887531193","0.007166492752730846|0.014134015887975693","false",,"H__sapiens__1_-782268|H__sapiens__1_-773664|Co-expression"
"Co-expression","1",,"H__sapiens__1_-782268|H__sapiens__1_-773937|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Innocenti-Brown-2011|Rosenwald-Staudt-2001|Burington-Shaughnessy-2008|Jiang-de Kok-2017|Arijs-Rutgeerts-2009","9.731264480780931E-4","0.010225819423794746|0.006965308915823698|0.00841259304434061|0.009730271995067596|0.013065619394183159|0.005358419381082058|0.007508907467126846","false",,"H__sapiens__1_-782268|H__sapiens__1_-773937|Co-expression"
"Co-expression","1",,"H__sapiens__1_-782268|H__sapiens__1_-774747|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Dobbin-Giordano-2005|Rosenwald-Staudt-2001","9.790558719860642E-4","0.009203890338540077|0.012882069684565067|0.004830437246710062|0.010239913128316402","false",,"H__sapiens__1_-782268|H__sapiens__1_-774747|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-781377|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Arijs-Rutgeerts-2009","0.0012692445253739545","0.01333749108016491|0.006785089615732431|0.00202202214859426","false",,"H__sapiens__1_-773270|H__sapiens__1_-781377|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-784449|Co-expression","Mallon-McKay-2013|Innocenti-Brown-2011|Arijs-Rutgeerts-2009","0.00146092284306863","0.01535168755799532|0.006318497005850077|0.0010858677560463548","false",,"H__sapiens__1_-773270|H__sapiens__1_-784449|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-775452|Co-expression","Mallon-McKay-2013","9.25453232529112E-4","0.009724859148263931","false",,"H__sapiens__1_-773270|H__sapiens__1_-775452|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-775680|Co-expression","Mallon-McKay-2013|Innocenti-Brown-2011|Arijs-Rutgeerts-2009","0.0012440987037648072","0.013073253445327282|0.007978877052664757|0.004532343707978725","false",,"H__sapiens__1_-773270|H__sapiens__1_-775680|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-776862|Co-expression","Mallon-McKay-2013","0.0013647094522001146","0.0143406568095088","false",,"H__sapiens__1_-773270|H__sapiens__1_-776862|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-774617|Co-expression","Mallon-McKay-2013|Arijs-Rutgeerts-2009","9.072554970140449E-4","0.009533633477985859|0.0013471514685079455","false",,"H__sapiens__1_-773270|H__sapiens__1_-774617|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-773835|Co-expression","Mallon-McKay-2013","0.001582467997234968","0.01662890985608101","false",,"H__sapiens__1_-773270|H__sapiens__1_-773835|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-783810|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.001925592275232828","0.02023453265428543|0.005640567280352116","false",,"H__sapiens__1_-773270|H__sapiens__1_-783810|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-774189|Co-expression","Mallon-McKay-2013","0.0010630003618020674","0.011170233599841595","false",,"H__sapiens__1_-773270|H__sapiens__1_-774189|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-777073|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Innocenti-Brown-2011|Dobbin-Giordano-2005|Arijs-Rutgeerts-2009","0.0016754172163237374","0.01760563999414444|0.008490167558193207|0.004996403120458126|0.009418236091732979|0.0018057414563372731","false",,"H__sapiens__1_-773270|H__sapiens__1_-777073|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-784202|Co-expression","Mallon-McKay-2013|Arijs-Rutgeerts-2009","9.448665906380156E-4","0.00992885883897543|0.002760864794254303","false",,"H__sapiens__1_-773270|H__sapiens__1_-784202|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-784713|Co-expression","Mallon-McKay-2013|Arijs-Rutgeerts-2009","8.881927515459416E-4","0.00933331809937954|0.0013608947629109025","false",,"H__sapiens__1_-773270|H__sapiens__1_-784713|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-786559|Co-expression","Mallon-McKay-2013|Innocenti-Brown-2011|Dobbin-Giordano-2005","9.741427461448417E-4","0.010236498899757862|0.006223057396709919|0.01129637286067009","false",,"H__sapiens__1_-773270|H__sapiens__1_-786559|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-790320|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Innocenti-Brown-2011","0.0016995860907287538","0.01785961166024208|0.006685657426714897|0.00974166952073574","false",,"H__sapiens__1_-773270|H__sapiens__1_-790320|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-773110|Co-expression","Mallon-McKay-2013","9.146495595511249E-4","0.009611331857740879","false",,"H__sapiens__1_-773270|H__sapiens__1_-773110|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-779568|Co-expression","Mallon-McKay-2013|Arijs-Rutgeerts-2009","9.047441320520333E-4","0.009507243521511555|0.0033900393173098564","false",,"H__sapiens__1_-773270|H__sapiens__1_-779568|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-784199|Co-expression","Mallon-McKay-2013|Arijs-Rutgeerts-2009","9.585027280718514E-4","0.010072150267660618|0.0026300568133592606","false",,"H__sapiens__1_-773270|H__sapiens__1_-784199|Co-expression"
"Co-expression","1",,"H__sapiens__1_-773270|H__sapiens__1_-778049|Co-expression","Mallon-McKay-2013","0.0013057737361601475","0.013721347786486149","false",,"H__sapiens__1_-773270|H__sapiens__1_-778049|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-781377|Co-expression","Mallon-McKay-2013","9.499086414810717E-4","0.009981841780245304","false",,"H__sapiens__1_-781083|H__sapiens__1_-781377|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-775452|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0016381982696629129","0.009093431755900383|0.02155483141541481","false",,"H__sapiens__1_-781083|H__sapiens__1_-775452|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-789928|Co-expression","Mallon-McKay-2013","0.0014031930891629828","0.01474505104124546","false",,"H__sapiens__1_-781083|H__sapiens__1_-789928|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-790624|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Chen-Brown-2002","0.002568986788951455","0.017378181219100952|0.033801816403865814|0.020156962797045708","false",,"H__sapiens__1_-781083|H__sapiens__1_-790624|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-784698|Co-expression","Mallon-McKay-2013","0.0015531157988449755","0.016320470720529556","false",,"H__sapiens__1_-781083|H__sapiens__1_-784698|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-774617|Co-expression","Mallon-McKay-2013|Burington-Shaughnessy-2008","8.367619717573216E-4","0.008792872540652752|0.006167300045490265","false",,"H__sapiens__1_-781083|H__sapiens__1_-774617|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-774189|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Perou-Botstein-2000|Ross-Perou-2001|Arijs-Rutgeerts-2009","0.0026301482604916653","0.010412122122943401|0.034606557339429855|0.01293188612908125|0.011009186506271362|0.0032403632067143917","false",,"H__sapiens__1_-781083|H__sapiens__1_-774189|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-776969|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Chen-Brown-2002","0.001654663545619514","0.01564098708331585|0.021771475672721863|0.01127053052186966","false",,"H__sapiens__1_-781083|H__sapiens__1_-776969|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-785885|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Dobbin-Giordano-2005|Perou-Botstein-2000|Arijs-Rutgeerts-2009","0.00239320683807996","0.013143105432391167|0.031488966196775436|0.0051827197894454|0.015795713290572166|0.003871712600812316","false",,"H__sapiens__1_-781083|H__sapiens__1_-785885|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-774658|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Arijs-Rutgeerts-2009","0.0017914541590420263","0.015459255315363407|0.0235713180154562|0.005394489970058203","false",,"H__sapiens__1_-781083|H__sapiens__1_-774658|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-784202|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.001830981013925513","0.00894651934504509|0.02409139834344387","false",,"H__sapiens__1_-781083|H__sapiens__1_-784202|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-784713|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006|Dobbin-Giordano-2005","0.0019368463254900658","0.008600621484220028|0.02548433654010296|0.010791737586259842","false",,"H__sapiens__1_-781083|H__sapiens__1_-784713|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-773005|Co-expression","Mallon-McKay-2013","0.0011468252325634776","0.012051083147525787","false",,"H__sapiens__1_-781083|H__sapiens__1_-773005|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-786326|Co-expression","Mallon-McKay-2013|Dobbin-Giordano-2005","0.0012049104736537178","0.012661455199122429|0.005863779224455357","false",,"H__sapiens__1_-781083|H__sapiens__1_-786326|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-790320|Co-expression","Mallon-McKay-2013","0.001452678216953754","0.015265051275491714","false",,"H__sapiens__1_-781083|H__sapiens__1_-790320|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-773110|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0026391044306289736","0.008857565931975842|0.0347243994474411","false",,"H__sapiens__1_-781083|H__sapiens__1_-773110|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-779568|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.002072347293448176","0.008842852897942066|0.0272672101855278","false",,"H__sapiens__1_-781083|H__sapiens__1_-779568|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781083|H__sapiens__1_-784199|Co-expression","Mallon-McKay-2013|Roth-Zlotnik-2006","0.0017237125227953013","0.00898082833737135|0.022679997608065605","false",,"H__sapiens__1_-781083|H__sapiens__1_-784199|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784857|H__sapiens__1_-777933|Co-expression","Boldrick-Relman-2002|Rosenwald-Staudt-2001","7.588507971472196E-5","0.003752895165234804|0.003411671379581094","false",,"H__sapiens__1_-784857|H__sapiens__1_-777933|Co-expression"
"Co-expression","1",,"H__sapiens__1_-784857|H__sapiens__1_-829897|Co-expression","Boldrick-Relman-2002","2.362232297635162E-5","0.003914791624993086","false",,"H__sapiens__1_-784857|H__sapiens__1_-829897|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777568|H__sapiens__1_-779600|Co-expression","Boldrick-Relman-2002","4.315127842071735E-5","0.0071512130089104176","false",,"H__sapiens__1_-777568|H__sapiens__1_-779600|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780722|H__sapiens__1_-779600|Co-expression","Boldrick-Relman-2002","9.759474492320851E-5","0.016173815354704857","false",,"H__sapiens__1_-780722|H__sapiens__1_-779600|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780260|H__sapiens__1_-829897|Co-expression","Boldrick-Relman-2002","1.1340078146064627E-4","0.0187932588160038","false",,"H__sapiens__1_-780260|H__sapiens__1_-829897|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779237|H__sapiens__1_-789926|Co-expression","Boldrick-Relman-2002","5.154047766963097E-5","0.008541506715118885","false",,"H__sapiens__1_-779237|H__sapiens__1_-789926|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777449|H__sapiens__1_-777933|Co-expression","Boldrick-Relman-2002","3.241929697942963E-5","0.005372663494199514","false",,"H__sapiens__1_-777449|H__sapiens__1_-777933|Co-expression"
"Co-expression","1",,"H__sapiens__1_-782268|H__sapiens__1_-777568|Co-expression","Boldrick-Relman-2002","5.784680080040199E-5","0.009586617350578308","false",,"H__sapiens__1_-782268|H__sapiens__1_-777568|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781887|H__sapiens__1_-777933|Co-expression","Boldrick-Relman-2002","2.6573062504637548E-5","0.004403800703585148","false",,"H__sapiens__1_-781887|H__sapiens__1_-777933|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781887|H__sapiens__1_-777943|Co-expression","Boldrick-Relman-2002","2.8244690886413437E-5","0.004680830053985119","false",,"H__sapiens__1_-781887|H__sapiens__1_-777943|Co-expression"
"Co-expression","1",,"H__sapiens__1_-775452|H__sapiens__1_-829897|Co-expression","Rieger-Chu-2004","2.905833687371159E-4","0.009849746711552143","false",,"H__sapiens__1_-775452|H__sapiens__1_-829897|Co-expression"
"Co-expression","1",,"H__sapiens__1_-779585|H__sapiens__1_-789928|Co-expression","Rieger-Chu-2004","3.472808772488201E-4","0.011771591380238533","false",,"H__sapiens__1_-779585|H__sapiens__1_-789928|Co-expression"
"Co-expression","1",,"H__sapiens__1_-781320|H__sapiens__1_-779339|Co-expression","Rieger-Chu-2004","2.2069169265680972E-4","0.007480666507035494","false",,"H__sapiens__1_-781320|H__sapiens__1_-779339|Co-expression"
"Co-expression","1",,"H__sapiens__1_-815535|H__sapiens__1_-775452|Co-expression","Rieger-Chu-2004","4.879895222856678E-4","0.016541115939617157","false",,"H__sapiens__1_-815535|H__sapiens__1_-775452|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777943|H__sapiens__1_-776103|Co-expression","Rieger-Chu-2004","7.831945746645698E-4","0.026547521352767944","false",,"H__sapiens__1_-777943|H__sapiens__1_-776103|Co-expression"
"Co-expression","1",,"H__sapiens__1_-777943|H__sapiens__1_-790432|Co-expression","Rieger-Chu-2004","6.637560436388236E-4","0.022498978301882744","false",,"H__sapiens__1_-777943|H__sapiens__1_-790432|Co-expression"
"Co-expression","1",,"H__sapiens__1_-821758|H__sapiens__1_-777971|Co-expression","Rieger-Chu-2004","3.227080416330402E-4","0.010938659310340881","false",,"H__sapiens__1_-821758|H__sapiens__1_-777971|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780141|H__sapiens__1_-779893|Co-expression","Rieger-Chu-2004","7.372189732573498E-4","0.024989111348986626","false",,"H__sapiens__1_-780141|H__sapiens__1_-779893|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780141|H__sapiens__1_-773835|Co-expression","Rieger-Chu-2004","6.080521321305134E-4","0.020610813051462173","false",,"H__sapiens__1_-780141|H__sapiens__1_-773835|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790118|H__sapiens__1_-784857|Co-expression","Rieger-Chu-2004","9.080630914708309E-4","0.030780121684074402","false",,"H__sapiens__1_-790118|H__sapiens__1_-784857|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790118|H__sapiens__1_-774617|Co-expression","Rieger-Chu-2004|Arijs-Rutgeerts-2009","8.280647812029861E-4","0.028068462386727333|0.006092553958296776","false",,"H__sapiens__1_-790118|H__sapiens__1_-774617|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780342|H__sapiens__1_-829897|Co-expression","Rieger-Chu-2004","3.322705370087071E-4","0.011262794025242329","false",,"H__sapiens__1_-780342|H__sapiens__1_-829897|Co-expression"
"Co-expression","1",,"H__sapiens__1_-778247|H__sapiens__1_-777971|Co-expression","Rieger-Chu-2004","2.518877893526067E-4","0.00853810366243124","false",,"H__sapiens__1_-778247|H__sapiens__1_-777971|Co-expression"
"Co-expression","1",,"H__sapiens__1_-785351|H__sapiens__1_-777415|Co-expression","Rieger-Chu-2004","5.000821552951466E-4","0.01695101335644722","false",,"H__sapiens__1_-785351|H__sapiens__1_-777415|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790246|H__sapiens__1_-780919|Co-expression","Rieger-Chu-2004","5.064592769853205E-4","0.01716717518866062","false",,"H__sapiens__1_-790246|H__sapiens__1_-780919|Co-expression"
"Co-expression","1",,"H__sapiens__1_-790246|H__sapiens__1_-780260|Co-expression","Rieger-Chu-2004|Dobbin-Giordano-2005","6.662433855394189E-4","0.016112595796585083|0.015506437979638577","false",,"H__sapiens__1_-790246|H__sapiens__1_-780260|Co-expression"
"Co-expression","1",,"H__sapiens__1_-780506|H__sapiens__1_-784401|Co-expression","Rieger-Chu-2004","8.002123034140699E-4","0.02712436206638813","false",,"H__sapiens__1_-780506|H__sapiens__1_-784401|Co-expression"
