"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score","logFC","regulation","citation_score"
"173","BRCA2","P51587",2,769,5,"AF-P51587-F10-model_v4","P51587-F10",0.092,0.678,3,62.8549091072714,1.00050374334841,"up_reg",14413
"174","TRIP13","Q15645",2,0,1,"AF-Q15645-F1-model_v4","Q15645-F1",0.249,0.677,2,86.9794004094765,1.91215733342245,"up_reg",205
"175","ASPM","Q8IZT6",2,639,4,"AF-Q8IZT6-F8-model_v4","Q8IZT6-F8",0.448,0.675,3,63.9280011713521,1.47783628791996,"up_reg",518
"176","PKMYT1","Q99640",2,280,3,"AF-Q99640-F1-model_v4","Q99640-F1",0.142,0.674,1,75.590281030445,2.41527744884483,"up_reg",108
"177","DNAH9","Q9NYC9",2,0,1,"AF-Q9NYC9-F17-model_v4","Q9NYC9-F17",0.2,0.671,1,88.3544119362364,3.11272023648615,"up_reg",75
"178","ASPM","Q8IZT6",2,639,4,"AF-Q8IZT6-F6-model_v4","Q8IZT6-F6",0.197,0.67,3,66.2575664052618,1.47783628791996,"up_reg",518
"179","CENPE","Q02224",2,0,1,"AF-Q02224-F1-model_v4","Q02224-F1",0.308,0.67,2,71.0705068277311,1.2722314310454,"up_reg",439
"180","LAMA5","O15230",5,3,2,"AF-O15230-F4-model_v4","O15230-F4",0.172,0.67,2,84.3548127784624,2.1981138834585,"up_reg",155
"181","DLGAP5","Q15398",2,774,2,"AF-Q15398-F1-model_v4","Q15398-F1",0.128,0.669,1,56.3710199490026,1.47799883179313,"up_reg",184
"182","RAD54L","Q92698",2,0,1,"AF-Q92698-F1-model_v4","Q92698-F1",0.171,0.669,1,80.5122278481013,1.51110753012334,"up_reg",181
"183","BCL6","P41182",2,260,2,"AF-P41182-F1-model_v4","P41182-F1",0.071,0.668,1,50.1097116430903,1.12483374846999,"up_reg",4242
"184","DNAH3","Q8TD57",7,0,1,"AF-Q8TD57-F9-model_v4","Q8TD57-F9",0.115,0.668,1,84.6808236865539,2.30566321277808,"up_reg",16
"185","KIF4A","O95239",2,0,2,"AF-O95239-F1-model_v4","O95239-F1",0.244,0.668,3,72.1712231759657,1.62661074862625,"up_reg",229
"186","DNAH3","Q8TD57",7,0,1,"AF-Q8TD57-F1-model_v4","Q8TD57-F1",0.199,0.662,1,78.2948199226985,2.30566321277808,"up_reg",16
"187","FANCB","Q8NB91",2,0,1,"AF-Q8NB91-F1-model_v4","Q8NB91-F1",0.127,0.662,3,71.9862835472579,1.30012550962814,"up_reg",87
"188","GPC1","P35052",2,1028,2,"AF-P35052-F1-model_v4","P35052-F1",0.159,0.659,1,82.8974554707379,2.01827603732644,"up_reg",268
"189","XRCC2","O43543",2,0,3,"AF-O43543-F1-model_v4","O43543-F1",0.516,0.659,1,87.09828125,1.51462618712401,"up_reg",432
"190","MCM4","P33991",2,366,7,"AF-P33991-F1-model_v4","P33991-F1",0.217,0.658,3,73.7432969464523,1.16947764114167,"up_reg",450
"191","NEK2","P51955",2,0,2,"AF-P51955-F1-model_v4","P51955-F1",0.136,0.658,2,78.7481933351694,1.92127221820492,"up_reg",497
"192","LAMA5","O15230",5,3,2,"AF-O15230-F2-model_v4","O15230-F2",0.026,0.656,1,82.8635124123555,2.1981138834585,"up_reg",155
"193","TPX2","Q9ULW0",2,518,2,"AF-Q9ULW0-F1-model_v4","Q9ULW0-F1",0.402,0.656,1,64.2385140295534,1.6590361633138,"up_reg",689
"194","NCAPG","Q9BPX3",2,0,1,"AF-Q9BPX3-F1-model_v4","Q9BPX3-F1",0.163,0.655,1,82.5022967581047,1.67267112557003,"up_reg",258
"195","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F9-model_v4","Q8WXX0-F9",0.177,0.654,2,86.4595719774819,1.51626982452037,"up_reg",21
"196","CENPH","Q9H3R5",2,858,8,"AF-Q9H3R5-F1-model_v4","Q9H3R5-F1",0.285,0.649,1,83.391973816717,1.3633939263997,"up_reg",90
"197","BAMBI","Q13145",2,130,2,"AF-Q13145-F1-model_v4","Q13145-F1",0.346,0.648,1,64.8537543167242,1.51903492152259,"up_reg",578
"198","H2BC21","Q16778",2,1,6,"AF-Q16778-F1-model_v4","Q16778-F1",0.458,0.645,2,88.0431390593047,1.31130970376822,"up_reg",2
"199","PODXL","O00592",3,0,1,"AF-O00592-F1-model_v4","O00592-F1",0.288,0.644,1,53.9282365853659,1.53330950530762,"up_reg",212
"200","RAD51","Q06609",2,19,3,"AF-Q06609-F1-model_v4","Q06609-F1",0.282,0.64,1,91.5906682116647,1.17260770824169,"up_reg",5877
"201","GINS4","Q9BRT9",2,0,1,"AF-Q9BRT9-F1-model_v4","Q9BRT9-F1",0.324,0.635,1,90.748319649699,1.3449261416608,"up_reg",38
"202","MYBL2","P10244",2,0,1,"AF-P10244-F1-model_v4","P10244-F1",0.066,0.633,1,58.4505143475907,2.29918669573007,"up_reg",483
"203","CLDN3","O15551",3,1,3,"AF-O15551-F1-model_v4","O15551-F1",0.271,0.631,1,81.4275857843137,4.74073102163861,"up_reg",487
"204","H1-5","P16401",2,1287,5,"AF-P16401-F1-model_v4","P16401-F1",0.282,0.629,1,64.5559609325772,1.58373608911657,"up_reg",139
"205","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F6-model_v4","Q8WXX0-F6",0.352,0.626,2,89.3561267418124,1.51626982452037,"up_reg",21
"206","PCDHGB1","Q9Y5G3",14,0,1,"AF-Q9Y5G3-F1-model_v4","Q9Y5G3-F1",0.109,0.624,2,75.2197294234311,3.070102313931,"up_reg",3
"207","H3C1","P68431",2,1350,12,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,1.09969053332428,"up_reg",5
"208","H3C10","P68431",2,497,6,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,1.83141674325974,"up_reg",0
"209","H3C11","P68431",2,481,4,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,1.51442274735138,"up_reg",1
"210","H3C12","P68431",2,4161,8,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,2.00502003324555,"up_reg",0
"211","NUF2","Q9BZD4",2,0,1,"AF-Q9BZD4-F1-model_v4","Q9BZD4-F1",0.317,0.622,2,89.4283280839895,1.25547824395293,"up_reg",201
"212","BLM","P54132",2,0,2,"AF-P54132-F1-model_v4","P54132-F1",0.161,0.616,1,60.9577520838935,1.05430019771316,"up_reg",5467
"213","SPTBN5","Q9NRC6",2,0,1,"AF-Q9NRC6-F1-model_v4","Q9NRC6-F1",0.103,0.613,1,80.8388108689804,1.85988233420968,"up_reg",17
"214","DNAH3","Q8TD57",7,0,1,"AF-Q8TD57-F11-model_v4","Q8TD57-F11",0.286,0.612,4,84.6699973338073,2.30566321277808,"up_reg",16
"215","BRCA2","P51587",2,769,5,"AF-P51587-F8-model_v4","P51587-F8",0.27,0.607,2,50.7637532832171,1.00050374334841,"up_reg",14413
"216","PFKFB4","Q16877",11,0,1,"AF-Q16877-F1-model_v4","Q16877-F1",0.267,0.607,1,92.1089178515008,1.20747062329615,"up_reg",142
"217","PRAME","P78395",2,0,1,"AF-P78395-F1-model_v4","P78395-F1",0.372,0.605,1,81.5777479694807,2.81197564317428,"up_reg",566
"218","IQGAP3","Q86VI3",2,0,1,"AF-Q86VI3-F1-model_v4","Q86VI3-F1",0.181,0.604,2,79.626746793641,1.15197270287995,"up_reg",86
"219","MZT2B","Q6NZ67",2,0,1,"AF-Q6NZ67-F1-model_v4","Q6NZ67-F1",0.256,0.603,1,65.7536387665198,1.51688389492265,"up_reg",3
"220","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F14-model_v4","Q8WXX0-F14",0.08,0.6,3,86.9871077199282,1.51626982452037,"up_reg",21
"221","DNAH9","Q9NYC9",2,0,1,"AF-Q9NYC9-F5-model_v4","Q9NYC9-F5",0.35,0.6,1,85.9616684378321,3.11272023648615,"up_reg",75
"222","NOTCH1","P46531",2,5773,6,"AF-P46531-F1-model_v4","P46531-F1",0.203,0.6,2,57.498331130729,1.62255118231931,"up_reg",9140
"223","CENPK","Q9BS16",2,0,8,"AF-Q9BS16-F1-model_v4","Q9BS16-F1",0.253,0.599,1,81.7073108108108,1.26820920415377,"up_reg",51
"224","ICAM1","P05362",3,0,1,"AF-P05362-F1-model_v4","P05362-F1",0.208,0.596,2,88.5748768472906,1.79134785431392,"up_reg",31229
"225","PHLDA1","Q8WV24",2,0,1,"AF-Q8WV24-F1-model_v4","Q8WV24-F1",0.396,0.593,1,62.4004287515763,1.1244837787373,"up_reg",193
"226","NRARP","Q7Z6K4",2,0,1,"AF-Q7Z6K4-F1-model_v4","Q7Z6K4-F1",0.142,0.584,1,82.9288041002278,1.75576511975936,"up_reg",46
"227","RACGAP1","Q9H0H5",2,847,6,"AF-Q9H0H5-F1-model_v4","Q9H0H5-F1",0.133,0.584,2,69.8631812700965,1.05936534624933,"up_reg",177
"228","NUSAP1","Q9BXS6",2,257,2,"AF-Q9BXS6-F1-model_v4","Q9BXS6-F1",0.144,0.583,1,63.0871987345413,1.23091074859914,"up_reg",186
"229","H4C1","P62805",2,847,10,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,1.35158663747512,"up_reg",1
"230","H4C13","P62805",2,4,3,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,1.73281028698741,"up_reg",0
"231","H4C4","P62805",2,81,8,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,1.036835873753,"up_reg",19
"232","PDZK1","Q5T2W1",3,44,4,"AF-Q5T2W1-F1-model_v4","Q5T2W1-F1",0.169,0.577,2,78.6556868611319,2.85596161852342,"up_reg",291
"233","CENPE","Q02224",2,0,1,"AF-Q02224-F5-model_v4","Q02224-F5",0.235,0.575,2,73.0695095601475,1.2722314310454,"up_reg",439
"234","ERBB2","P04626",2,4747,8,"AF-P04626-F1-model_v4","P04626-F1",0.179,0.572,1,74.9091822792672,2.81050591819305,"up_reg",37036
"235","SEMA6A","Q9H2E6",15,0,1,"AF-Q9H2E6-F1-model_v4","Q9H2E6-F1",0.163,0.564,1,70.7829661438885,2.53473970853573,"up_reg",133
"236","E2F8","A0AVK6",2,0,1,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.14,0.562,1,53.6931614756577,1.32287729663081,"up_reg",153
"237","DSCC1","Q9BVC3",2,0,1,"AF-Q9BVC3-F1-model_v4","Q9BVC3-F1",0.206,0.558,1,92.165723830735,1.28036379824547,"up_reg",21
"238","KIF2C","Q99661",2,1267,4,"AF-Q99661-F1-model_v4","Q99661-F1",0.07,0.558,2,74.6576222300387,1.87463587126869,"up_reg",302
"239","TK1","P04183",2,12,2,"AF-P04183-F1-model_v4","P04183-F1",0.284,0.554,2,82.3099831460674,1.55965921127339,"up_reg",784
"240","EXO1","Q9UQ84",2,251,3,"AF-Q9UQ84-F1-model_v4","Q9UQ84-F1",0.203,0.552,1,63.6393491751173,1.72328135783732,"up_reg",931
"241","UBE2S","Q16763",2,18196,9,"AF-Q16763-F1-model_v4","Q16763-F1",0.168,0.552,1,81.850285884455,2.28012392204492,"up_reg",119
"242","MCM10","Q7L590",2,412,3,"AF-Q7L590-F1-model_v4","Q7L590-F1",0.08,0.549,2,66.8889134545455,1.98997639146313,"up_reg",234
"243","CCNA2","P20248",2,14369,7,"AF-P20248-F1-model_v4","P20248-F1",0.256,0.547,2,74.7478724026924,1.42393278108775,"up_reg",784
"244","ERCC6L","Q2NKX8",2,0,1,"AF-Q2NKX8-F1-model_v4","Q2NKX8-F1",0.048,0.546,1,62.794578920827,1.58596104743953,"up_reg",64
"245","MDK","P21741",12,0,1,"AF-P21741-F1-model_v4","P21741-F1",0.343,0.543,1,73.1076378676471,1.61403243984742,"up_reg",962
"246","SPTBN5","Q9NRC6",2,0,1,"AF-Q9NRC6-F13-model_v4","Q9NRC6-F13",0.316,0.537,2,80.3608641487048,1.85988233420968,"up_reg",17
"247","NDC80","O14777",2,606,3,"AF-O14777-F1-model_v4","O14777-F1",0.161,0.532,2,78.6095798805165,1.64792455484756,"up_reg",596
"248","MRPL12","P52815",2,0,1,"AF-P52815-F1-model_v4","P52815-F1",0.472,0.53,1,69.515320855615,1.80446705642963,"up_reg",36
"249","CCNE2","O96020",2,0,1,"AF-O96020-F1-model_v4","O96020-F1",0.296,0.527,1,77.7639902676399,1.40003454334253,"up_reg",308
"250","CENPF","P49454",2,0,3,"AF-P49454-F1-model_v4","P49454-F1",0.399,0.524,2,72.4119894505495,1.54365764922885,"up_reg",391
"251","MCM2","P49736",2,0,2,"AF-P49736-F1-model_v4","P49736-F1",0.139,0.522,3,76.522590572108,1.72873926215529,"up_reg",1566
"252","S100A4","P26447",16,0,1,"AF-P26447-F1-model_v4","P26447-F1",0.313,0.516,1,85.1867277167277,2.61178610365561,"up_reg",1720
"253","CENPM","Q9NSP4",2,464,9,"AF-Q9NSP4-F1-model_v4","Q9NSP4-F1",0.181,0.514,1,89.7646820809249,1.64355644792738,"up_reg",49
"254","ATAD2","Q6PL18",2,0,3,"AF-Q6PL18-F1-model_v4","Q6PL18-F1",0.186,0.513,1,62.5212744745824,1.35978780816847,"up_reg",168
"255","KRT15","P19012",10,0,1,"AF-P19012-F1-model_v4","P19012-F1",0.359,0.513,1,77.1424470246734,2.09846050278709,"up_reg",232
"256","DNAH3","Q8TD57",7,0,1,"AF-Q8TD57-F2-model_v4","Q8TD57-F2",0.407,0.511,1,85.5775200070354,2.30566321277808,"up_reg",16
"257","DTL","Q9NZJ0",2,10,2,"AF-Q9NZJ0-F1-model_v4","Q9NZJ0-F1",0.101,0.511,2,63.439316223977,1.40303092648432,"up_reg",635
"258","ASPM","Q8IZT6",2,639,4,"AF-Q8IZT6-F5-model_v4","Q8IZT6-F5",0.281,0.507,2,68.9559601294939,1.47783628791996,"up_reg",518
"259","DBN1","Q16643",2,147,2,"AF-Q16643-F1-model_v4","Q16643-F1",0.135,0.507,1,63.0387472615017,1.66726922794907,"up_reg",49
"260","DNAH3","Q8TD57",7,0,1,"AF-Q8TD57-F7-model_v4","Q8TD57-F7",0.093,0.507,1,88.9640359024739,2.30566321277808,"up_reg",16
"261","MED1","Q15648",2,1287,8,"AF-Q15648-F1-model_v4","Q15648-F1",0.111,0.507,1,51.2956233579117,1.30610892614203,"up_reg",1104
"262","MUC16","Q8WXI7",2,260,2,"AF-Q8WXI7-F59-model_v4","Q8WXI7-F59",0.129,0.507,3,61.6742145922747,4.63129909698087,"up_reg",1358
"263","KIF14","Q15058",2,861,5,"AF-Q15058-F1-model_v4","Q15058-F1",0.127,0.506,1,66.0463600917431,1.57104122095422,"up_reg",164
"264","PTTG1","O95997",2,726,4,"AF-O95997-F1-model_v4","O95997-F1",0.339,0.504,1,64.5439896707553,1.77114424566193,"up_reg",440
"265","DNAH9","Q9NYC9",2,0,1,"AF-Q9NYC9-F14-model_v4","Q9NYC9-F14",0.124,0.503,1,86.1866639799391,3.11272023648615,"up_reg",75
"266","SPTBN5","Q9NRC6",2,0,1,"AF-Q9NRC6-F5-model_v4","Q9NRC6-F5",0.167,0.499,2,79.9200445354948,1.85988233420968,"up_reg",17
"267","TMOD1","P28289",2,774,2,"AF-P28289-F1-model_v4","P28289-F1",0.096,0.499,1,84.7980252986648,2.35639457777763,"up_reg",153
"268","KIF23","Q02241",2,0,2,"AF-Q02241-F1-model_v4","Q02241-F1",0.314,0.498,1,73.073534214619,1.53131859213177,"up_reg",207
"269","SPTBN5","Q9NRC6",2,0,1,"AF-Q9NRC6-F7-model_v4","Q9NRC6-F7",0.063,0.494,2,80.47957938546,1.85988233420968,"up_reg",17
"270","FGFR3","P22607",2,519,3,"AF-P22607-F1-model_v4","P22607-F1",0.127,0.488,1,75.3696381632322,1.50769397089347,"up_reg",3446
"271","CENPE","Q02224",2,0,1,"AF-Q02224-F4-model_v4","Q02224-F4",0.168,0.487,1,72.3195598895409,1.2722314310454,"up_reg",439
"272","CLDN15","P56746",3,60,4,"AF-P56746-F1-model_v4","P56746-F1",0.406,0.485,1,81.8100117233294,1.94683029003432,"up_reg",38
"273","CENPF","P49454",2,0,3,"AF-P49454-F6-model_v4","P49454-F6",0.437,0.484,2,70.995527633697,1.54365764922885,"up_reg",391
"274","CDCA8","Q53HL2",2,260,6,"AF-Q53HL2-F1-model_v4","Q53HL2-F1",0.388,0.483,1,68.7891859936335,1.14569662624341,"up_reg",210
"275","DNAH9","Q9NYC9",2,0,1,"AF-Q9NYC9-F7-model_v4","Q9NYC9-F7",0.145,0.48,1,86.9264614019521,3.11272023648615,"up_reg",75
"276","CDK1","P06493",2,18044,16,"AF-P06493-F1-model_v4","P06493-F1",0.514,0.471,1,89.3155051975052,1.58043725529902,"up_reg",6002
"277","CHTF18","Q8WVB6",2,260,2,"AF-Q8WVB6-F1-model_v4","Q8WVB6-F1",0.162,0.47,1,64.9750959121577,1.59951531421621,"up_reg",19
"278","JAG2","Q9Y219",2,0,1,"AF-Q9Y219-F1-model_v4","Q9Y219-F1",0.248,0.47,1,72.6745002695418,2.13209052982396,"up_reg",322
"279","DEPDC1B","Q8WUY9",2,0,1,"AF-Q8WUY9-F1-model_v4","Q8WUY9-F1",0.107,0.469,1,77.3635097813579,2.45181066820522,"up_reg",55
"280","GLA","P06280",1,0,1,"AF-P06280-F1-model_v4","P06280-F1",0.368,0.468,1,94.5038167493434,1.12108789172596,"up_reg",12907
"281","MUC16","Q8WXI7",2,260,2,"AF-Q8WXI7-F63-model_v4","Q8WXI7-F63",0.089,0.463,1,74.6556522545927,4.63129909698087,"up_reg",1358
"282","FBLN1","P23142",8,0,1,"AF-P23142-F1-model_v4","P23142-F1",0.382,0.461,1,79.6493333333333,5.28877829979931,"up_reg",150
"283","TRIB3","Q96RU7",2,0,1,"AF-Q96RU7-F1-model_v4","Q96RU7-F1",0.175,0.461,2,78.0208758076095,1.92848022840525,"up_reg",514
"284","DNAH3","Q8TD57",7,0,1,"AF-Q8TD57-F12-model_v4","Q8TD57-F12",0.143,0.459,1,85.2008183116188,2.30566321277808,"up_reg",16
"285","FAM83D","Q9H4H8",2,0,2,"AF-Q9H4H8-F1-model_v4","Q9H4H8-F1",0.14,0.459,1,64.4271687279152,1.17723348583939,"up_reg",60
"286","DPP4","P27487",3,107,3,"AF-P27487-F1-model_v4","P27487-F1",0.321,0.453,1,96.406348188522,3.51008665675815,"up_reg",5935
"287","CENPF","P49454",2,0,3,"AF-P49454-F4-model_v4","P49454-F4",0.416,0.452,1,70.5056078431373,1.54365764922885,"up_reg",391
"288","LAMA5","O15230",5,3,2,"AF-O15230-F3-model_v4","O15230-F3",0.132,0.448,1,83.3129676140119,2.1981138834585,"up_reg",155
"289","DEPDC1","Q5TB30",2,0,1,"AF-Q5TB30-F1-model_v4","Q5TB30-F1",0.111,0.445,1,61.0503570881226,1.83526787972173,"up_reg",92
"290","NEIL3","Q8TAT5",2,47,11,"AF-Q8TAT5-F1-model_v4","Q8TAT5-F1",0.015,0.445,1,70.0085488293609,1.45270040306519,"up_reg",153
"291","KIF18B","Q86Y91",2,0,2,"AF-Q86Y91-F1-model_v4","Q86Y91-F1",0.2,0.437,1,62.7438713629403,1.92212365324661,"up_reg",78
"292","DNM1","Q05193",2,0,1,"AF-Q05193-F1-model_v4","Q05193-F1",0.166,0.433,1,79.0658625730994,1.80073144585276,"up_reg",263
"293","BRAT1","Q6PJG6",2,0,1,"AF-Q6PJG6-F1-model_v4","Q6PJG6-F1",0.415,0.432,1,85.1900290932601,1.0993277903201,"up_reg",53
"294","CDH24","Q86UP0",2,260,2,"AF-Q86UP0-F1-model_v4","Q86UP0-F1",0.296,0.432,1,76.2493345178485,1.24759657540134,"up_reg",8
"295","AURKA","O14965",2,260,6,"AF-O14965-F1-model_v4","O14965-F1",0.139,0.431,1,75.9057868649318,1.27552786191877,"up_reg",2494
"296","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F12-model_v4","Q8WXX0-F12",0.146,0.431,2,86.6785983058404,1.51626982452037,"up_reg",21
"297","CDC7","O00311",2,0,2,"AF-O00311-F1-model_v4","O00311-F1",0.307,0.427,1,72.3620397232761,1.01290072094227,"up_reg",661
"298","PLXNA4","Q9HCM2",15,0,1,"AF-Q9HCM2-F1-model_v4","Q9HCM2-F1",0.09,0.426,1,83.6145640061757,2.48669894355786,"up_reg",108
"299","ORC6","Q9Y5N6",2,0,2,"AF-Q9Y5N6-F1-model_v4","Q9Y5N6-F1",0.216,0.425,1,81.544630290668,1.14758798081612,"up_reg",103
"300","PDLIM4","P50479",2,0,1,"AF-P50479-F1-model_v4","P50479-F1",0.362,0.42,1,70.9076950925181,2.08441410558906,"up_reg",71
"301","CDKN3","Q16667",2,0,1,"AF-Q16667-F1-model_v4","Q16667-F1",0.472,0.413,1,91.0594891826923,1.59003921479277,"up_reg",184
"302","GAPDH","P04406",2,774,2,"AF-P04406-F1-model_v4","P04406-F1",0.345,0.413,1,98.1707061143984,1.12677610581203,"up_reg",8565
"303","RPL19","P84098",2,519,4,"AF-P84098-F1-model_v4","P84098-F1",0.402,0.406,1,94.6407917174178,1.1911371608863,"up_reg",131
"304","BUB1","O43683",2,519,4,"AF-O43683-F1-model_v4","O43683-F1",0.138,0.403,1,64.124272589836,1.88387363916634,"up_reg",1290
"305","MUC16","Q8WXI7",2,260,2,"AF-Q8WXI7-F61-model_v4","Q8WXI7-F61",0.196,0.403,1,73.854410041841,4.63129909698087,"up_reg",1358
"306","TACC3","Q9Y6A5",2,0,1,"AF-Q9Y6A5-F1-model_v4","Q9Y6A5-F1",0.259,0.4,1,58.3400047378395,1.25758490877913,"up_reg",373
"307","LMNB2","Q03252",2,0,1,"AF-Q03252-F1-model_v4","Q03252-F1",0.194,0.394,0,80.0278409785933,1.01883632524351,"up_reg",73
"308","BOP1","Q14137",2,0,1,"AF-Q14137-F1-model_v4","Q14137-F1",0.149,0.393,0,80.784320380112,1.42776579679106,"up_reg",122
"309","DNAH9","Q9NYC9",2,0,1,"AF-Q9NYC9-F3-model_v4","Q9NYC9-F3",0.216,0.391,0,84.0431786746039,3.11272023648615,"up_reg",75
"310","IGSF8","Q969P0",3,0,1,"AF-Q969P0-F1-model_v4","Q969P0-F1",0.093,0.389,0,88.3859646056369,1.00806088445891,"up_reg",49
"311","CEP55","Q53EZ4",2,6,2,"AF-Q53EZ4-F1-model_v4","Q53EZ4-F1",0.284,0.386,0,82.7930478192328,1.77411542253335,"up_reg",279
"312","DNAH9","Q9NYC9",2,0,1,"AF-Q9NYC9-F6-model_v4","Q9NYC9-F6",0.184,0.385,0,86.2000725599504,3.11272023648615,"up_reg",75
"313","CENPF","P49454",2,0,3,"AF-P49454-F5-model_v4","P49454-F5",0.219,0.384,0,70.8340929025329,1.54365764922885,"up_reg",391
"314","UBE2T","Q9NPD8",2,0,1,"AF-Q9NPD8-F1-model_v4","Q9NPD8-F1",0.273,0.383,0,86.0270896464646,1.20000857424734,"up_reg",149
"315","KRT23","Q9C075",10,0,1,"AF-Q9C075-F1-model_v4","Q9C075-F1",0.182,0.382,0,78.4309623926562,6.32760374438321,"up_reg",48
"316","SPTBN5","Q9NRC6",2,0,1,"AF-Q9NRC6-F6-model_v4","Q9NRC6-F6",0.247,0.38,0,79.5738921412099,1.85988233420968,"up_reg",17
"317","RRM2","P31350",2,260,2,"AF-P31350-F1-model_v4","P31350-F1",0.276,0.377,0,80.1260056925996,1.55930457685846,"up_reg",923
"318","CDCA5","Q96FF9",2,0,1,"AF-Q96FF9-F1-model_v4","Q96FF9-F1",0.258,0.376,0,63.5050515995872,1.76238812790267,"up_reg",158
"319","KIF1A","Q12756",2,2485,9,"AF-Q12756-F1-model_v4","Q12756-F1",0.106,0.373,0,71.0182512847248,2.92179753816719,"up_reg",354
"320","SPC24","Q8NBT2",2,0,1,"AF-Q8NBT2-F1-model_v4","Q8NBT2-F1",0.345,0.372,0,91.3933649588868,1.23111735154633,"up_reg",80
"321","PCDHGA5","Q9Y5G8",13,0,1,"AF-Q9Y5G8-F1-model_v4","Q9Y5G8-F1",0.102,0.371,0,75.3929261083744,1.81072594135254,"up_reg",0
"322","PIF1","Q9H611",2,0,1,"AF-Q9H611-F1-model_v4","Q9H611-F1",0.062,0.368,0,77.9793572740257,1.52115446240506,"up_reg",478
"323","CBX2","Q14781",2,4,8,"AF-Q14781-F1-model_v4","Q14781-F1",0.412,0.367,0,57.1826386768448,2.49551057738726,"up_reg",194
"324","ASPM","Q8IZT6",2,639,4,"AF-Q8IZT6-F9-model_v4","Q8IZT6-F9",0.161,0.36,0,63.085167830403,1.47783628791996,"up_reg",518
"325","CLDN4","O14493",3,21,3,"AF-O14493-F1-model_v4","O14493-F1",0.511,0.36,0,84.5215399610136,1.53999816623594,"up_reg",632
"326","GRB7","Q14451",2,0,1,"AF-Q14451-F1-model_v4","Q14451-F1",0.214,0.36,0,78.8887791527844,3.70409444513014,"up_reg",311
"327","ASPM","Q8IZT6",2,639,4,"AF-Q8IZT6-F4-model_v4","Q8IZT6-F4",0.271,0.359,0,70.4000076936228,1.47783628791996,"up_reg",518
"328","CENPW","Q5EE01",2,64,9,"AF-Q5EE01-F1-model_v4","Q5EE01-F1",0.31,0.353,0,89.6991914893617,1.259110973331,"up_reg",61
"329","KIFC1","Q9BW19",2,1277,4,"AF-Q9BW19-F1-model_v4","Q9BW19-F1",0.202,0.353,0,77.8832572975063,1.65335050004328,"up_reg",190
"330","NECTIN1","Q15223",2,0,1,"AF-Q15223-F1-model_v4","Q15223-F1",0.115,0.351,0,75.9429751861042,1.03555366776084,"up_reg",389
"331","PCDHGB2","Q9Y5G2",14,0,1,"AF-Q9Y5G2-F1-model_v4","Q9Y5G2-F1",0.338,0.351,0,75.7500140607424,1.61289606916319,"up_reg",2
"332","RUNX3","Q13761",2,260,2,"AF-Q13761-F1-model_v4","Q13761-F1",0.403,0.35,0,62.2155708787684,1.96930450471313,"up_reg",1565
"333","ASF1B","Q9NVP2",2,0,4,"AF-Q9NVP2-F1-model_v4","Q9NVP2-F1",0.391,0.346,0,85.6471954314721,1.54337416669356,"up_reg",114
"334","ENO1","P06733",2,0,1,"AF-P06733-F1-model_v4","P06733-F1",0.465,0.346,0,97.6271523378582,1.253481956143,"up_reg",881
"335","MUC16","Q8WXI7",2,260,2,"AF-Q8WXI7-F67-model_v4","Q8WXI7-F67",0.102,0.344,0,76.3068718298868,4.63129909698087,"up_reg",1358
"336","RPL39L","Q96EH5",2,0,1,"AF-Q96EH5-F1-model_v4","Q96EH5-F1",0.319,0.343,0,94.0994144144144,1.34036499022167,"up_reg",19
"337","CENPF","P49454",2,0,3,"AF-P49454-F2-model_v4","P49454-F2",0.173,0.336,0,71.950278588485,1.54365764922885,"up_reg",391
"338","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F13-model_v4","Q8WXX0-F13",0.129,0.335,0,86.4736501389761,1.51626982452037,"up_reg",21
"339","TONSL","Q96HA7",2,21,4,"AF-Q96HA7-F1-model_v4","Q96HA7-F1",0.187,0.335,0,76.4887099820568,1.6610905600254,"up_reg",54
"340","SPTBN5","Q9NRC6",2,0,1,"AF-Q9NRC6-F8-model_v4","Q9NRC6-F8",0.157,0.332,0,80.4522623591018,1.85988233420968,"up_reg",17
"341","DNAH7","Q8WXX0",7,0,1,"AF-Q8WXX0-F4-model_v4","Q8WXX0-F4",0.226,0.331,0,87.8369532080822,1.51626982452037,"up_reg",21
"342","FBXL19","Q6PCT2",2,0,1,"AF-Q6PCT2-F1-model_v4","Q6PCT2-F1",0.073,0.327,0,67.8321983002833,1.26442684380933,"up_reg",65
