"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"220","Q16877","PFKFB4",11,0,1,"AF-Q16877-F1-model_v4","Q16877-F1",0.267,0.607,1,92.1089178515008
"168","P78395","PRAME",2,0,1,"AF-P78395-F1-model_v4","P78395-F1",0.372,0.605,1,81.5777479694807
"250","Q86VI3","IQGAP3",2,0,1,"AF-Q86VI3-F1-model_v4","Q86VI3-F1",0.181,0.604,2,79.626746793641
"241","Q6NZ67","MZT2B",2,0,1,"AF-Q6NZ67-F1-model_v4","Q6NZ67-F1",0.256,0.603,1,65.7536387665198
"122","P46531","NOTCH1",2,5773,6,"AF-P46531-F1-model_v4","P46531-F1",0.203,0.6,2,57.498331130729
"307","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F14-model_v4","Q8WXX0-F14",0.08,0.6,3,86.9871077199282
"393","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F5-model_v4","Q9NYC9-F5",0.35,0.6,1,85.9616684378321
"344","Q9BS16","CENPK",2,0,8,"AF-Q9BS16-F1-model_v4","Q9BS16-F1",0.253,0.599,1,81.7073108108108
"62","P05362","ICAM1",3,0,1,"AF-P05362-F1-model_v4","P05362-F1",0.208,0.596,2,88.5748768472906
"287","Q8WV24","PHLDA1",2,0,1,"AF-Q8WV24-F1-model_v4","Q8WV24-F1",0.396,0.593,1,62.4004287515763
"248","Q7Z6K4","NRARP",2,0,1,"AF-Q7Z6K4-F1-model_v4","Q7Z6K4-F1",0.142,0.584,1,82.9288041002278
"358","Q9H0H5","RACGAP1",2,847,6,"AF-Q9H0H5-F1-model_v4","Q9H0H5-F1",0.133,0.584,2,69.8631812700965
"351","Q9BXS6","NUSAP1",2,257,2,"AF-Q9BXS6-F1-model_v4","Q9BXS6-F1",0.144,0.583,1,63.0871987345413
"155","P62805","H4C4",2,81,8,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"156","P62805","H4C1",2,847,10,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"157","P62805","H4C13",2,4,3,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525
"227","Q5T2W1","PDZK1",3,44,4,"AF-Q5T2W1-F1-model_v4","Q5T2W1-F1",0.169,0.577,2,78.6556868611319
"176","Q02224","CENPE",2,0,1,"AF-Q02224-F5-model_v4","Q02224-F5",0.235,0.575,2,73.0695095601475
"58","P04626","ERBB2",2,4747,8,"AF-P04626-F1-model_v4","P04626-F1",0.179,0.572,1,74.9091822792672
"360","Q9H2E6","SEMA6A",15,0,1,"AF-Q9H2E6-F1-model_v4","Q9H2E6-F1",0.163,0.564,1,70.7829661438885
"1","A0AVK6","E2F8",2,0,1,"AF-A0AVK6-F1-model_v4","A0AVK6-F1",0.14,0.562,1,53.6931614756577
"335","Q99661","KIF2C",2,1267,4,"AF-Q99661-F1-model_v4","Q99661-F1",0.07,0.558,2,74.6576222300387
"348","Q9BVC3","DSCC1",2,0,1,"AF-Q9BVC3-F1-model_v4","Q9BVC3-F1",0.206,0.558,1,92.165723830735
"56","P04183","TK1",2,12,2,"AF-P04183-F1-model_v4","P04183-F1",0.284,0.554,2,82.3099831460674
"217","Q16763","UBE2S",2,18196,9,"AF-Q16763-F1-model_v4","Q16763-F1",0.168,0.552,1,81.850285884455
"412","Q9UQ84","EXO1",2,251,3,"AF-Q9UQ84-F1-model_v4","Q9UQ84-F1",0.203,0.552,1,63.6393491751173
"247","Q7L590","MCM10",2,412,3,"AF-Q7L590-F1-model_v4","Q7L590-F1",0.08,0.549,2,66.8889134545455
"91","P20248","CCNA2",2,14369,7,"AF-P20248-F1-model_v4","P20248-F1",0.256,0.547,2,74.7478724026924
"221","Q2NKX8","ERCC6L",2,0,1,"AF-Q2NKX8-F1-model_v4","Q2NKX8-F1",0.048,0.546,1,62.794578920827
"93","P21741","MDK",12,0,1,"AF-P21741-F1-model_v4","P21741-F1",0.343,0.543,1,73.1076378676471
"378","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F13-model_v4","Q9NRC6-F13",0.316,0.537,2,80.3608641487048
"12","O14777","NDC80",2,606,3,"AF-O14777-F1-model_v4","O14777-F1",0.161,0.532,2,78.6095798805165
"147","P52815","MRPL12",2,0,1,"AF-P52815-F1-model_v4","P52815-F1",0.472,0.53,1,69.515320855615
"54","O96020","CCNE2",2,0,1,"AF-O96020-F1-model_v4","O96020-F1",0.296,0.527,1,77.7639902676399
"131","P49454","CENPF",2,0,3,"AF-P49454-F1-model_v4","P49454-F1",0.399,0.524,2,72.4119894505495
"134","P49736","MCM2",2,0,2,"AF-P49736-F1-model_v4","P49736-F1",0.139,0.522,3,76.522590572108
"105","P26447","S100A4",16,0,1,"AF-P26447-F1-model_v4","P26447-F1",0.313,0.516,1,85.1867277167277
"389","Q9NSP4","CENPM",2,464,9,"AF-Q9NSP4-F1-model_v4","Q9NSP4-F1",0.181,0.514,1,89.7646820809249
"89","P19012","KRT15",10,0,1,"AF-P19012-F1-model_v4","P19012-F1",0.359,0.513,1,77.1424470246734
"245","Q6PL18","ATAD2",2,0,3,"AF-Q6PL18-F1-model_v4","Q6PL18-F1",0.186,0.513,1,62.5212744745824
"279","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F2-model_v4","Q8TD57-F2",0.407,0.511,1,85.5775200070354
"408","Q9NZJ0","DTL",2,10,2,"AF-Q9NZJ0-F1-model_v4","Q9NZJ0-F1",0.101,0.511,2,63.439316223977
"213","Q15648","MED1",2,1287,8,"AF-Q15648-F1-model_v4","Q15648-F1",0.111,0.507,1,51.2956233579117
"215","Q16643","DBN1",2,147,2,"AF-Q16643-F1-model_v4","Q16643-F1",0.135,0.507,1,63.0387472615017
"256","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F5-model_v4","Q8IZT6-F5",0.281,0.507,2,68.9559601294939
"274","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F7-model_v4","Q8TD57-F7",0.093,0.507,1,88.9640359024739
"292","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F59-model_v4","Q8WXI7-F59",0.129,0.507,3,61.6742145922747
"207","Q15058","KIF14",2,861,5,"AF-Q15058-F1-model_v4","Q15058-F1",0.127,0.506,1,66.0463600917431
"53","O95997","PTTG1",2,726,4,"AF-O95997-F1-model_v4","O95997-F1",0.339,0.504,1,64.5439896707553
"402","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F14-model_v4","Q9NYC9-F14",0.124,0.503,1,86.1866639799391
"107","P28289","TMOD1",2,774,2,"AF-P28289-F1-model_v4","P28289-F1",0.096,0.499,1,84.7980252986648
"382","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F5-model_v4","Q9NRC6-F5",0.167,0.499,2,79.9200445354948
"181","Q02241","KIF23",2,0,2,"AF-Q02241-F1-model_v4","Q02241-F1",0.314,0.498,1,73.073534214619
"385","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F7-model_v4","Q9NRC6-F7",0.063,0.494,2,80.47957938546
"98","P22607","FGFR3",2,519,3,"AF-P22607-F1-model_v4","P22607-F1",0.127,0.488,1,75.3696381632322
"179","Q02224","CENPE",2,0,1,"AF-Q02224-F4-model_v4","Q02224-F4",0.168,0.487,1,72.3195598895409
"152","P56746","CLDN15",3,60,4,"AF-P56746-F1-model_v4","P56746-F1",0.406,0.485,1,81.8100117233294
"127","P49454","CENPF",2,0,3,"AF-P49454-F6-model_v4","P49454-F6",0.437,0.484,2,70.995527633697
"223","Q53HL2","CDCA8",2,260,6,"AF-Q53HL2-F1-model_v4","Q53HL2-F1",0.388,0.483,1,68.7891859936335
"407","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F7-model_v4","Q9NYC9-F7",0.145,0.48,1,86.9264614019521
"64","P06493","CDK1",2,18044,16,"AF-P06493-F1-model_v4","P06493-F1",0.514,0.471,1,89.3155051975052
"288","Q8WVB6","CHTF18",2,260,2,"AF-Q8WVB6-F1-model_v4","Q8WVB6-F1",0.162,0.47,1,64.9750959121577
"413","Q9Y219","JAG2",2,0,1,"AF-Q9Y219-F1-model_v4","Q9Y219-F1",0.248,0.47,1,72.6745002695418
"286","Q8WUY9","DEPDC1B",2,0,1,"AF-Q8WUY9-F1-model_v4","Q8WUY9-F1",0.107,0.469,1,77.3635097813579
"63","P06280","GLA",1,0,1,"AF-P06280-F1-model_v4","P06280-F1",0.368,0.468,1,94.5038167493434
"295","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F63-model_v4","Q8WXI7-F63",0.089,0.463,1,74.6556522545927
"99","P23142","FBLN1",8,0,1,"AF-P23142-F1-model_v4","P23142-F1",0.382,0.461,1,79.6493333333333
"332","Q96RU7","TRIB3",2,0,1,"AF-Q96RU7-F1-model_v4","Q96RU7-F1",0.175,0.461,2,78.0208758076095
"285","Q8TD57","DNAH3",7,0,1,"AF-Q8TD57-F12-model_v4","Q8TD57-F12",0.143,0.459,1,85.2008183116188
"362","Q9H4H8","FAM83D",2,0,2,"AF-Q9H4H8-F1-model_v4","Q9H4H8-F1",0.14,0.459,1,64.4271687279152
"106","P27487","DPP4",3,107,3,"AF-P27487-F1-model_v4","P27487-F1",0.321,0.453,1,96.406348188522
"132","P49454","CENPF",2,0,3,"AF-P49454-F4-model_v4","P49454-F4",0.416,0.452,1,70.5056078431373
"19","O15230","LAMA5",5,3,2,"AF-O15230-F3-model_v4","O15230-F3",0.132,0.448,1,83.3129676140119
"229","Q5TB30","DEPDC1",2,0,1,"AF-Q5TB30-F1-model_v4","Q5TB30-F1",0.111,0.445,1,61.0503570881226
"270","Q8TAT5","NEIL3",2,47,11,"AF-Q8TAT5-F1-model_v4","Q8TAT5-F1",0.015,0.445,1,70.0085488293609
"251","Q86Y91","KIF18B",2,0,2,"AF-Q86Y91-F1-model_v4","Q86Y91-F1",0.2,0.437,1,62.7438713629403
"183","Q05193","DNM1",2,0,1,"AF-Q05193-F1-model_v4","Q05193-F1",0.166,0.433,1,79.0658625730994
"244","Q6PJG6","BRAT1",2,0,1,"AF-Q6PJG6-F1-model_v4","Q6PJG6-F1",0.415,0.432,1,85.1900290932601
"249","Q86UP0","CDH24",2,260,2,"AF-Q86UP0-F1-model_v4","Q86UP0-F1",0.296,0.432,1,76.2493345178485
"13","O14965","AURKA",2,260,6,"AF-O14965-F1-model_v4","O14965-F1",0.139,0.431,1,75.9057868649318
"308","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F12-model_v4","Q8WXX0-F12",0.146,0.431,2,86.6785983058404
"3","O00311","CDC7",2,0,2,"AF-O00311-F1-model_v4","O00311-F1",0.307,0.427,1,72.3620397232761
"368","Q9HCM2","PLXNA4",15,0,1,"AF-Q9HCM2-F1-model_v4","Q9HCM2-F1",0.09,0.426,1,83.6145640061757
"419","Q9Y5N6","ORC6",2,0,2,"AF-Q9Y5N6-F1-model_v4","Q9Y5N6-F1",0.216,0.425,1,81.544630290668
"136","P50479","PDLIM4",2,0,1,"AF-P50479-F1-model_v4","P50479-F1",0.362,0.42,1,70.9076950925181
"57","P04406","GAPDH",2,774,2,"AF-P04406-F1-model_v4","P04406-F1",0.345,0.413,1,98.1707061143984
"216","Q16667","CDKN3",2,0,1,"AF-Q16667-F1-model_v4","Q16667-F1",0.472,0.413,1,91.0594891826923
"169","P84098","RPL19",2,519,4,"AF-P84098-F1-model_v4","P84098-F1",0.402,0.406,1,94.6407917174178
"38","O43683","BUB1",2,519,4,"AF-O43683-F1-model_v4","O43683-F1",0.138,0.403,1,64.124272589836
"297","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F61-model_v4","Q8WXI7-F61",0.196,0.403,1,73.854410041841
"420","Q9Y6A5","TACC3",2,0,1,"AF-Q9Y6A5-F1-model_v4","Q9Y6A5-F1",0.259,0.4,1,58.3400047378395
"182","Q03252","LMNB2",2,0,1,"AF-Q03252-F1-model_v4","Q03252-F1",0.194,0.394,0,80.0278409785933
"195","Q14137","BOP1",2,0,1,"AF-Q14137-F1-model_v4","Q14137-F1",0.149,0.393,0,80.784320380112
"392","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F3-model_v4","Q9NYC9-F3",0.216,0.391,0,84.0431786746039
"319","Q969P0","IGSF8",3,0,1,"AF-Q969P0-F1-model_v4","Q969P0-F1",0.093,0.389,0,88.3859646056369
"222","Q53EZ4","CEP55",2,6,2,"AF-Q53EZ4-F1-model_v4","Q53EZ4-F1",0.284,0.386,0,82.7930478192328
"398","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F6-model_v4","Q9NYC9-F6",0.184,0.385,0,86.2000725599504
"133","P49454","CENPF",2,0,3,"AF-P49454-F5-model_v4","P49454-F5",0.219,0.384,0,70.8340929025329
"370","Q9NPD8","UBE2T",2,0,1,"AF-Q9NPD8-F1-model_v4","Q9NPD8-F1",0.273,0.383,0,86.0270896464646
"356","Q9C075","KRT23",10,0,1,"AF-Q9C075-F1-model_v4","Q9C075-F1",0.182,0.382,0,78.4309623926562
"376","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F6-model_v4","Q9NRC6-F6",0.247,0.38,0,79.5738921412099
"112","P31350","RRM2",2,260,2,"AF-P31350-F1-model_v4","P31350-F1",0.276,0.377,0,80.1260056925996
"325","Q96FF9","CDCA5",2,0,1,"AF-Q96FF9-F1-model_v4","Q96FF9-F1",0.258,0.376,0,63.5050515995872
"187","Q12756","KIF1A",2,2485,9,"AF-Q12756-F1-model_v4","Q12756-F1",0.106,0.373,0,71.0182512847248
"267","Q8NBT2","SPC24",2,0,1,"AF-Q8NBT2-F1-model_v4","Q8NBT2-F1",0.345,0.372,0,91.3933649588868
"417","Q9Y5G8","PCDHGA5",13,0,1,"AF-Q9Y5G8-F1-model_v4","Q9Y5G8-F1",0.102,0.371,0,75.3929261083744
"363","Q9H611","PIF1",2,0,1,"AF-Q9H611-F1-model_v4","Q9H611-F1",0.062,0.368,0,77.9793572740257
"204","Q14781","CBX2",2,4,8,"AF-Q14781-F1-model_v4","Q14781-F1",0.412,0.367,0,57.1826386768448
"8","O14493","CLDN4",3,21,3,"AF-O14493-F1-model_v4","O14493-F1",0.511,0.36,0,84.5215399610136
"199","Q14451","GRB7",2,0,1,"AF-Q14451-F1-model_v4","Q14451-F1",0.214,0.36,0,78.8887791527844
"265","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F9-model_v4","Q8IZT6-F9",0.161,0.36,0,63.085167830403
"257","Q8IZT6","ASPM",2,639,4,"AF-Q8IZT6-F4-model_v4","Q8IZT6-F4",0.271,0.359,0,70.4000076936228
"224","Q5EE01","CENPW",2,64,9,"AF-Q5EE01-F1-model_v4","Q5EE01-F1",0.31,0.353,0,89.6991914893617
"349","Q9BW19","KIFC1",2,1277,4,"AF-Q9BW19-F1-model_v4","Q9BW19-F1",0.202,0.353,0,77.8832572975063
"208","Q15223","NECTIN1",2,0,1,"AF-Q15223-F1-model_v4","Q15223-F1",0.115,0.351,0,75.9429751861042
"415","Q9Y5G2","PCDHGB2",14,0,1,"AF-Q9Y5G2-F1-model_v4","Q9Y5G2-F1",0.338,0.351,0,75.7500140607424
"194","Q13761","RUNX3",2,260,2,"AF-Q13761-F1-model_v4","Q13761-F1",0.403,0.35,0,62.2155708787684
"66","P06733","ENO1",2,0,1,"AF-P06733-F1-model_v4","P06733-F1",0.465,0.346,0,97.6271523378582
"390","Q9NVP2","ASF1B",2,0,4,"AF-Q9NVP2-F1-model_v4","Q9NVP2-F1",0.391,0.346,0,85.6471954314721
"296","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F67-model_v4","Q8WXI7-F67",0.102,0.344,0,76.3068718298868
"324","Q96EH5","RPL39L",2,0,1,"AF-Q96EH5-F1-model_v4","Q96EH5-F1",0.319,0.343,0,94.0994144144144
"130","P49454","CENPF",2,0,3,"AF-P49454-F2-model_v4","P49454-F2",0.173,0.336,0,71.950278588485
"303","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F13-model_v4","Q8WXX0-F13",0.129,0.335,0,86.4736501389761
"327","Q96HA7","TONSL",2,21,4,"AF-Q96HA7-F1-model_v4","Q96HA7-F1",0.187,0.335,0,76.4887099820568
"377","Q9NRC6","SPTBN5",2,0,1,"AF-Q9NRC6-F8-model_v4","Q9NRC6-F8",0.157,0.332,0,80.4522623591018
"300","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F4-model_v4","Q8WXX0-F4",0.226,0.331,0,87.8369532080822
"243","Q6PCT2","FBXL19",2,0,1,"AF-Q6PCT2-F1-model_v4","Q6PCT2-F1",0.073,0.327,0,67.8321983002833
"71","P0C0L5","C4B",2,0,1,"AF-P0C0L5-F1-model_v4","P0C0L5-F1",0.182,0.325,0,83.4692528185101
"34","O43482","OIP5",2,260,7,"AF-O43482-F1-model_v4","O43482-F1",0.193,0.324,0,76.3264083285136
"365","Q9HAW4","CLSPN",2,776,6,"AF-Q9HAW4-F1-model_v4","Q9HAW4-F1",0.285,0.322,0,51.8103624351109
"414","Q9Y248","GINS2",2,0,1,"AF-Q9Y248-F1-model_v4","Q9Y248-F1",0.258,0.318,0,93.4044784053156
"321","Q96AY2","EME1",2,0,1,"AF-Q96AY2-F1-model_v4","Q96AY2-F1",0.155,0.315,0,67.9034920993228
"185","Q07837","SLC3A1",2,0,1,"AF-Q07837-F1-model_v4","Q07837-F1",0.216,0.312,0,87.8210219503418
"289","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F65-model_v4","Q8WXI7-F65",0.065,0.305,0,75.3993635103926
"354","Q9BZR6","RTN4R",3,60,2,"AF-Q9BZR6-F1-model_v4","Q9BZR6-F1",0.24,0.303,0,77.0629635854342
"310","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F11-model_v4","Q8WXX0-F11",0.151,0.298,0,86.6613705673759
"171","Q01094","E2F1",2,530,5,"AF-Q01094-F1-model_v4","Q01094-F1",0.159,0.295,0,63.7350409463148
"203","Q14691","GINS1",2,0,1,"AF-Q14691-F1-model_v4","Q14691-F1",0.241,0.287,0,93.3026906385617
"7","O00762","UBE2C",2,18,4,"AF-O00762-F1-model_v4","O00762-F1",0.355,0.286,0,89.6987066473989
"103","P24864","CCNE1",2,969,6,"AF-P24864-F1-model_v4","P24864-F1",0.101,0.284,0,79.9765767949106
"306","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F1-model_v4","Q8WXX0-F1",0.347,0.283,0,81.8619127693116
"396","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F9-model_v4","Q9NYC9-F9",0.145,0.275,0,89.1094176313446
"20","O15230","LAMA5",5,3,2,"AF-O15230-F5-model_v4","O15230-F5",0.171,0.274,0,83.8314406137526
"36","O43609","SPRY1",2,0,1,"AF-O43609-F1-model_v4","O43609-F1",0.224,0.267,0,61.6194959016393
"312","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F8-model_v4","Q8WXX0-F8",0.046,0.258,0,86.253427372556
"269","Q8NI77","KIF18A",2,0,2,"AF-Q8NI77-F1-model_v4","Q8NI77-F1",0.186,0.256,0,67.7410391061453
"309","Q8WXX0","DNAH7",7,0,1,"AF-Q8WXX0-F2-model_v4","Q8WXX0-F2",0.207,0.256,0,87.7835046113307
"320","Q96AV8","E2F7",2,260,2,"AF-Q96AV8-F1-model_v4","Q96AV8-F1",0.108,0.254,0,51.2724935952178
"347","Q9BV38","WDR18",2,0,1,"AF-Q9BV38-F1-model_v4","Q9BV38-F1",0.095,0.251,0,86.1008168168168
"373","Q9NR12","PDLIM7",2,519,3,"AF-Q9NR12-F1-model_v4","Q9NR12-F1",0.079,0.251,0,71.0318960593946
"141","P51587","BRCA2",2,769,5,"AF-P51587-F9-model_v4","P51587-F9",0.072,0.246,0,55.0772757624977
"90","P19440","GGT1",3,0,1,"AF-P19440-F1-model_v4","P19440-F1",0.391,0.244,0,94.9407121387283
"126","P49454","CENPF",2,0,3,"AF-P49454-F3-model_v4","P49454-F3",0.328,0.243,0,70.3329779477147
"322","Q96B01","RAD51AP1",2,614,5,"AF-Q96B01-F1-model_v4","Q96B01-F1",0.122,0.242,0,58.7984421364985
"366","Q9HBI1","PARVB",5,1,2,"AF-Q9HBI1-F1-model_v4","Q9HBI1-F1",0.063,0.242,0,82.4581709809264
"400","Q9NYC9","DNAH9",2,0,1,"AF-Q9NYC9-F8-model_v4","Q9NYC9-F8",0.233,0.242,0,87.9537472244427
"47","O75525","KHDRBS3",9,0,1,"AF-O75525-F1-model_v4","O75525-F1",0.467,0.235,0,69.7784373859073
"88","P17936","IGFBP3",2,0,1,"AF-P17936-F1-model_v4","P17936-F1",0.282,0.235,0,67.7332911392405
"72","P0C0S8","H2AC13",2,0,2,"AF-P0C0S8-F1-model_v4","P0C0S8-F1",0.416,0.234,0,91.3035750251762
"73","P0C0S8","H2AC11",2,0,1,"AF-P0C0S8-F1-model_v4","P0C0S8-F1",0.416,0.234,0,91.3035750251762
"74","P0C0S8","H2AC15",2,0,1,"AF-P0C0S8-F1-model_v4","P0C0S8-F1",0.416,0.234,0,91.3035750251762
"75","P0C0S8","H2AC16",2,0,1,"AF-P0C0S8-F1-model_v4","P0C0S8-F1",0.416,0.234,0,91.3035750251762
"359","Q9H211","CDT1",2,260,3,"AF-Q9H211-F1-model_v4","Q9H211-F1",0.393,0.234,0,74.9077927289896
"329","Q96KK5","H2AC12",2,0,8,"AF-Q96KK5-F1-model_v4","Q96KK5-F1",0.413,0.233,0,91.9079183673469
"59","P04908","H2AC8",2,5209,9,"AF-P04908-F1-model_v4","P04908-F1",0.384,0.231,0,91.0890261044177
"60","P04908","H2AC4",2,0,1,"AF-P04908-F1-model_v4","P04908-F1",0.384,0.231,0,91.0890261044177
"338","Q99878","H2AC14",2,5614,14,"AF-Q99878-F1-model_v4","Q99878-F1",0.443,0.23,0,91.9054989816701
"110","P30304","CDC25A",2,5900,3,"AF-P30304-F1-model_v4","P30304-F1",0.261,0.229,0,63.5796743849493
"246","Q71DI3","H3C13",2,6617,7,"AF-Q71DI3-F1-model_v4","Q71DI3-F1",0.089,0.228,0,87.3041813135985
"333","Q96T88","UHRF1",2,270,9,"AF-Q96T88-F1-model_v4","Q96T88-F1",0.21,0.221,0,81.267136731777
"298","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F64-model_v4","Q8WXI7-F64",0.085,0.22,0,75.5409531293335
"32","O43242","PSMD3",2,0,1,"AF-O43242-F1-model_v4","O43242-F1",0.208,0.219,0,73.4898509548207
"188","Q12834","CDC20",2,623,5,"AF-Q12834-F1-model_v4","Q12834-F1",0.319,0.217,0,84.8543494038362
"10","O14745","NHERF1",3,107,4,"AF-O14745-F1-model_v4","O14745-F1",0.202,0.212,0,72.4747214076246
"4","O00444","PLK4",2,299,3,"AF-O00444-F1-model_v4","O00444-F1",0.133,0.199,0,66.9229360313316
"109","P29323","EPHB2",2,260,2,"AF-P29323-F1-model_v4","P29323-F1",0.129,0.198,0,80.1209851797862
"22","O15230","LAMA5",5,3,2,"AF-O15230-F9-model_v4","O15230-F9",0.149,0.195,0,79.6042862512922
"113","P33552","CKS2",2,0,1,"AF-P33552-F1-model_v4","P33552-F1",0.368,0.194,0,92.8712195121951
"65","P06702","S100A9",2,0,1,"AF-P06702-F1-model_v4","P06702-F1",0.328,0.187,0,94.9059482758621
"418","Q9Y5G9","PCDHGA4",13,0,1,"AF-Q9Y5G9-F1-model_v4","Q9Y5G9-F1",0.1,0.184,0,74.3877826324413
"410","Q9ULT6","ZNRF3",3,0,1,"AF-Q9ULT6-F1-model_v4","Q9ULT6-F1",0.232,0.183,0,51.3089213323884
"87","P17096","HMGA1",2,0,1,"AF-P17096-F1-model_v4","P17096-F1",0.159,0.181,0,65.4623716381418
"86","P16402","H1-3",2,0,2,"AF-P16402-F1-model_v4","P16402-F1",0.228,0.176,0,63.9561107574793
"252","Q8IUE6","H2AC21",2,777,7,"AF-Q8IUE6-F1-model_v4","Q8IUE6-F1",0.379,0.174,0,91.071369168357
"206","Q15004","PCLAF",2,0,1,"AF-Q15004-F1-model_v4","Q15004-F1",0.264,0.167,0,66.1263971462545
"387","Q9NS68","TNFRSF19",3,42,2,"AF-Q9NS68-F1-model_v4","Q9NS68-F1",0.228,0.16,0,60.38073125
"52","O95471","CLDN7",3,76,2,"AF-O95471-F1-model_v4","O95471-F1",0.254,0.152,0,82.249462571977
"291","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F62-model_v4","Q8WXI7-F62",0.095,0.146,0,75.5181759078666
"2","B1AK53","ESPN",2,0,1,"AF-B1AK53-F1-model_v4","B1AK53-F1",0.114,0.144,0,68.309967416602
"167","P78337","PITX1",3,0,1,"AF-P78337-F1-model_v4","P78337-F1",0.326,0.132,0,63.2664494569758
"357","Q9H0E7","USP44",2,0,1,"AF-Q9H0E7-F1-model_v4","Q9H0E7-F1",0.101,0.131,0,72.7060130144214
"346","Q9BUA3","SPINDOC",2,0,5,"AF-Q9BUA3-F1-model_v4","Q9BUA3-F1",0.062,0.118,0,51.1917800138793
"323","Q96BD8","SKA1",2,0,2,"AF-Q96BD8-F1-model_v4","Q96BD8-F1",0.218,0.102,0,85.822417794971
"153","P57739","CLDN2",3,0,3,"AF-P57739-F1-model_v4","P57739-F1",0.093,0.091,0,78.6734610917538
"196","Q14209","E2F2",2,0,1,"AF-Q14209-F1-model_v4","Q14209-F1",0.18,0.079,0,64.0825988023952
"84","P16104","H2AX",2,5479,14,"AF-P16104-F1-model_v4","P16104-F1",0.328,0.078,0,87.3299156513589
"49","O95067","CCNB2",2,259,4,"AF-O95067-F1-model_v4","O95067-F1",0.089,0.073,0,80.3833301857098
"314","Q92522","H1-10",2,160,3,"AF-Q92522-F1-model_v4","Q92522-F1",0.065,0.06,0,66.4111630847029
"120","P41002","CCNF",2,1,2,"AF-P41002-F1-model_v4","P41002-F1",0.276,0.059,0,72.4470043909579
"369","Q9NPC4","A4GALT",1,0,1,"AF-Q9NPC4-F1-model_v4","Q9NPC4-F1",0.089,0.056,0,89.5696012591815
"96","P22223","CDH3",2,0,1,"AF-P22223-F1-model_v4","P22223-F1",0.256,0.053,0,76.6221830329397
"225","Q5FBB7","SGO1",2,0,1,"AF-Q5FBB7-F1-model_v4","Q5FBB7-F1",0.108,0.05,0,55.1732355555556
"82","P14923","JUP",2,518,2,"AF-P14923-F1-model_v4","P14923-F1",0.091,0.021,0,81.1056283866457
"290","Q8WXI7","MUC16",2,260,2,"AF-Q8WXI7-F60-model_v4","Q8WXI7-F60",0.186,0.021,0,67.4367753793949
"191","Q13257","MAD2L1",2,1535,4,"AF-Q13257-F1-model_v4","Q13257-F1",0.178,0.019,0,93.7585265700483
