"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score","base_count","cancer_count","MeSH_count","title_query","ovarian_count","title_count"
"163","ATP1A4","Q13733","4",0,1,3.03173981535043,"AF-Q13733-F1-model_v4","Q13733-F1",0.213,0.791,2,87.530096069869,49,6,3,0,1,0
"164","HSD17B6","O14756","37",0,1,2.69898721733345,"AF-O14756-F1-model_v4","O14756-F1",0.374,0.79,1,95.5339114974318,42,23,15,7,6,7
"165","AURKB","Q96GD4","4",1031,3,3.00381527614726,"AF-Q96GD4-F1-model_v4","Q96GD4-F1",0.06,0.789,2,79.8540354046243,1399,897,536,59,25,59
"166","RLN2","P04090","63",0,1,3.51303842962649,"AF-P04090-F1-model_v4","P04090-F1",0.131,0.787,1,62.3433695652174,179,45,35,5,1,5
"167","GRPR","P30550","36",6,2,3.6730314381811,"AF-P30550-F1-model_v4","P30550-F1",0.116,0.786,2,78.916125,852,555,356,116,41,116
"168","IFNL3","Q8IZI9","38",0,2,2.689821952674,"AF-Q8IZI9-F1-model_v4","Q8IZI9-F1",0.22,0.786,1,85.8538157894737,241,42,20,10,0,10
"169","SDSL","Q96GA7","65",0,1,2.23548165527685,"AF-Q96GA7-F1-model_v4","Q96GA7-F1",0.161,0.786,1,95.1051007815714,253,4,1,0,0,0
"170","ASIC5","Q9NY37","4",0,2,3.71738910868433,"AF-Q9NY37-F1-model_v4","Q9NY37-F1",0.224,0.785,1,84.2983415597236,14,1,0,0,0,0
"171","GNAT3","A8MTJ3","4",3313,4,4.35547816274354,"AF-A8MTJ3-F1-model_v4","A8MTJ3-F1",0.285,0.784,2,93.7761568350406,84,4,2,1,0,1
"172","POTED","Q86YR6","4",0,1,2.26813112307436,"AF-Q86YR6-F1-model_v4","Q86YR6-F1",0.256,0.778,1,68.8210412616116,2,2,1,0,0,0
"173","BPIFA1","Q9NP55","11",1,5,5.13225088627578,"AF-Q9NP55-F1-model_v4","Q9NP55-F1",0.101,0.777,1,79.192570516232,223,63,52,1,0,1
"174","CDC25C","P30307","4",0,1,4.43731091605036,"AF-P30307-F1-model_v4","P30307-F1",0.362,0.777,1,64.1824899598394,1476,1019,690,106,39,106
"175","RAB27B","O00194","62",0,1,2.76119424865567,"AF-O00194-F1-model_v4","O00194-F1",0.07,0.777,1,86.799005205321,235,99,63,41,2,41
"176","CCR5","P51681","4",416,3,3.21829393482405,"AF-P51681-F1-model_v4","P51681-F1",0.253,0.774,1,85.2943881118881,10927,1453,604,388,28,388
"177","GABRA1","P14867","4",512,3,5.75596355471168,"AF-P14867-F1-model_v4","P14867-F1",0.122,0.772,1,82.5693674698795,552,19,10,4,0,4
"178","FGB","P02675","4",378,2,3.89274709750964,"AF-P02675-F1-model_v4","P02675-F1",0.148,0.77,2,84.5702624872579,642,94,54,7,0,7
"179","FZD2","Q14332","4",1031,5,2.45055257999339,"AF-Q14332-F1-model_v4","Q14332-F1",0.544,0.766,4,84.4377733065057,259,115,71,11,5,11
"180","SCG3","Q8WXD2","4",516,2,2.88079130797266,"AF-Q8WXD2-F1-model_v4","Q8WXD2-F1",0.074,0.764,2,58.9901555793991,67,20,14,4,1,4
"181","SLC40A1","Q9NP59","4",0,1,2.33635274940127,"AF-Q9NP59-F1-model_v4","Q9NP59-F1",0.268,0.764,1,80.5102118933698,309,60,31,11,2,11
"182","PLAAT4","Q9UL19","17",0,1,2.48720802611325,"AF-Q9UL19-F1-model_v4","Q9UL19-F1",0.278,0.762,1,76.6071965544244,196,66,48,2,3,2
"183","ANLN","Q9NQW6","4",516,2,3.84992726840555,"AF-Q9NQW6-F1-model_v4","Q9NQW6-F1",0.121,0.76,1,59.8741904323827,241,182,114,50,2,50
"184","LMNB1","P20700","4",81,2,2.93823964002211,"AF-P20700-F1-model_v4","P20700-F1",0.275,0.754,2,82.6346633684663,212,76,46,11,2,11
"185","CSRP3","P50461","4",0,1,2.28516475836481,"AF-P50461-F1-model_v4","P50461-F1",0.453,0.751,1,75.3829226557153,106,4,2,1,0,1
"186","CNGA3","Q16281","23",0,1,2.16238836121489,"AF-Q16281-F1-model_v4","Q16281-F1",0.182,0.749,1,75.295,295,7,2,0,0,0
"187","DQX1","Q8TE96","4",0,1,3.43834377070929,"AF-Q8TE96-F1-model_v4","Q8TE96-F1",0.128,0.749,2,87.2945561918397,7,3,2,0,0,0
"188","KIF5C","O60282","4",837,10,2.35248141311419,"AF-O60282-F1-model_v4","O60282-F1",0.247,0.744,2,79.6137369655892,102,14,7,2,1,2
"189","MYL1","P05976","49",0,1,2.49548929873678,"AF-P05976-F1-model_v4","P05976-F1",0.125,0.74,1,88.2379905596763,89,14,8,2,0,2
"190","UNC5A","Q6ZN44","4",0,1,2.04479943477031,"AF-Q6ZN44-F1-model_v4","Q6ZN44-F1",0.108,0.737,1,78.2555968210301,72,40,19,10,1,10
"191","COL3A1","P02461","4",0,2,2.75054734316313,"AF-P02461-F1-model_v4","P02461-F1",0.222,0.736,1,54.3746488260023,1705,302,176,36,19,36
"192","SLIT1","O75093","4",516,2,2.22047004226878,"AF-O75093-F1-model_v4","O75093-F1",0.132,0.736,1,80.5466490269717,238,41,26,6,1,6
"193","KIAA0319","Q5VV43","4",0,2,2.18879443238841,"AF-Q5VV43-F1-model_v4","Q5VV43-F1",0.292,0.734,1,70.235726371767,141,6,3,1,1,1
"194","MYOD1","P15172","4",1545,4,2.10097878399344,"AF-P15172-F1-model_v4","P15172-F1",0.083,0.731,1,60.892347107438,1698,582,423,71,7,71
"195","PRDM14","Q9GZV8","59",0,1,2.04933675823862,"AF-Q9GZV8-F1-model_v4","Q9GZV8-F1",0.191,0.73,1,60.912413487134,186,92,49,32,1,32
"196","PROC","P04070","4",516,4,2.73262178951259,"AF-P04070-F1-model_v4","P04070-F1",0.307,0.73,2,82.6316438356164,369273,35008,17952,10,900,10
"197","MAGED2","Q9UNF1","4",0,1,2.05601148534158,"AF-Q9UNF1-F1-model_v4","Q9UNF1-F1",0.286,0.727,1,60.5037623328218,70,38,21,7,0,7
"198","PRKACB","P22694","4",4079,3,2.16187857215584,"AF-P22694-F1-model_v4","P22694-F1",0.128,0.727,1,95.6288622129436,141,67,50,10,2,10
"199","CNIH2","Q6PI25","4",3066,2,2.15394281712821,"AF-Q6PI25-F1-model_v4","Q6PI25-F1",0.314,0.723,2,87.253868065967,37,2,0,0,0,0
"200","KRT8","P05787","4",516,2,2.75394095532446,"AF-P05787-F1-model_v4","P05787-F1",0.432,0.721,1,76.3267437533227,448,189,122,9,7,9
"201","MMP9","P14780","4",1848,5,2.79690996180298,"AF-P14780-F1-model_v4","P14780-F1",0.191,0.717,2,82.256276634164,34882,13808,9921,1768,631,1768
"202","DCD","P81605","4",0,1,5.4526069060971,"AF-P81605-F1-model_v4","P81605-F1",0.374,0.716,2,64.5234556962025,4352,354,242,7,8,7
"203","P4HA3","Q7Z4N8","48",0,1,2.41462397102864,"AF-Q7Z4N8-F1-model_v4","Q7Z4N8-F1",0.288,0.715,5,89.1881607597869,49,33,21,9,0,9
"204","CACNG4","Q9UBN1","4",0,1,2.93920666443708,"AF-Q9UBN1-F1-model_v4","Q9UBN1-F1",0.125,0.712,1,65.7244111931597,38,11,10,1,0,1
"205","CD3D","P04234","4",276,4,2.34791145004295,"AF-P04234-F1-model_v4","P04234-F1",0.491,0.711,1,77.4809330323552,193,99,64,9,4,9
"206","KPNA2","P52292","4",516,3,2.1911903892355,"AF-P52292-F1-model_v4","P52292-F1",0.024,0.711,1,86.1073162939297,323,223,147,82,12,82
"207","OR2B11","Q5JQS5","4",0,1,2.3023334233024,"AF-Q5JQS5-F1-model_v4","Q5JQS5-F1",0.155,0.711,1,89.1301690140845,4,2,0,0,1,0
"208","SHCBP1","Q8NEM2","4",0,1,2.3675531894367,"AF-Q8NEM2-F1-model_v4","Q8NEM2-F1",0.18,0.711,1,73.6964627259036,73,62,43,37,1,37
"209","EEF1A2","Q05639","4",2055,3,4.24931470215532,"AF-Q05639-F1-model_v4","Q05639-F1",0.384,0.71,1,88.7397970115591,301,138,110,45,21,45
"210","SPC25","Q9HBM1","4",0,1,2.91156887692045,"AF-Q9HBM1-F1-model_v4","Q9HBM1-F1",0.39,0.708,1,90.2554752851711,110,43,23,10,1,10
"211","KRT33A","O76009","4",512,6,2.67235819584843,"AF-O76009-F1-model_v4","O76009-F1",0.29,0.702,1,80.9131659388646,4,1,0,0,0,0
"212","FOXM1","Q08050","4",2055,4,3.13625494548202,"AF-Q08050-F1-model_v4","Q08050-F1",0.173,0.701,1,51.0762881727687,2324,1856,1291,1000,111,1000
"213","CRB3","Q9BUF7","4",516,2,2.40644380056334,"AF-Q9BUF7-F1-model_v4","Q9BUF7-F1",0.297,0.7,1,70.3484105960265,488,126,94,10,3,10
"214","CCNB1","P14635","4",19336,10,3.16736070995236,"AF-P14635-F1-model_v4","P14635-F1",0.078,0.699,1,77.7724150162578,2337,1551,1020,72,59,72
"215","CHRNB2","P17787","20",0,1,2.19906695550658,"AF-P17787-F1-model_v4","P17787-F1",0.449,0.691,2,80.7815877367896,162,16,5,5,0,5
"216","GJA3","Q9Y6H8","4",1287,3,2.77113078098278,"AF-Q9Y6H8-F1-model_v4","Q9Y6H8-F1",0.481,0.687,2,68.3337847533632,276,24,12,3,0,3
"217","MAGEA6","P43360","47",0,1,7.46713174897984,"AF-P43360-F1-model_v4","P43360-F1",0.326,0.686,2,72.4060609756098,112,107,84,16,2,16
"218","AMBP","P02760","4",1758,5,2.1244541016397,"AF-P02760-F1-model_v4","P02760-F1",0.332,0.685,1,82.405342616343,273,37,24,3,2,3
"219","NCAPH","Q15003","53",0,1,2.72482822124271,"AF-Q15003-F1-model_v4","Q15003-F1",0.198,0.683,1,60.7197876747799,74,48,32,22,3,22
"220","SKA3","Q8IX90","4",520,3,4.07950432481206,"AF-Q8IX90-F1-model_v4","Q8IX90-F1",0.354,0.683,1,64.7586888273315,105,78,44,29,1,29
"221","COMP","P49747","4",1031,3,3.00309761626758,"AF-P49747-F1-model_v4","P49747-F1",0.18,0.681,2,88.5665641202904,120458,4609,1075,67,151,67
"222","PIK3CG","P48736","4",1907,5,2.2776756518458,"AF-P48736-F1-model_v4","P48736-F1",0.145,0.681,2,88.4205153828879,573,206,114,8,7,8
"223","HPX","P02790","4",0,1,2.00504554752429,"AF-P02790-F1-model_v4","P02790-F1",0.36,0.68,1,88.4948083242059,574,90,33,4,2,4
"224","TRIP13","Q15645","4",0,1,2.43052830355083,"AF-Q15645-F1-model_v4","Q15645-F1",0.249,0.677,2,86.9794004094765,215,158,83,83,6,83
"225","GABRD","O14764","4",513,3,2.21444253382041,"AF-O14764-F1-model_v4","O14764-F1",0.442,0.676,3,80.2010523369717,162,25,14,9,0,9
"226","NPHS1","O60500","42",0,1,2.93502332827957,"AF-O60500-F1-model_v4","O60500-F1",0.334,0.676,1,76.7297197935321,387,22,8,1,0,1
"227","PKMYT1","Q99640","4",4974,3,3.69829870342643,"AF-Q99640-F1-model_v4","Q99640-F1",0.142,0.674,1,75.590281030445,117,88,55,35,5,35
"228","RIMS1","Q86UR5","4",2441,3,2.84817754323918,"AF-Q86UR5-F1-model_v4","Q86UR5-F1",0.166,0.671,1,51.3308148650686,148,14,8,0,1,0
"229","SELL","P14151","4",1096,3,2.20032649700704,"AF-P14151-F1-model_v4","P14151-F1",0.321,0.67,1,85.3251642397562,6945,730,366,39,18,39
"230","DLGAP5","Q15398","4",1544,3,4.27768873786117,"AF-Q15398-F1-model_v4","Q15398-F1",0.128,0.669,1,56.3710199490026,190,148,93,27,12,27
"231","RAD54L","Q92698","4",0,1,2.42693581650255,"AF-Q92698-F1-model_v4","Q92698-F1",0.171,0.669,1,80.5122278481013,184,112,63,17,11,17
"232","KIF4A","O95239","4",0,1,4.59992193648524,"AF-O95239-F1-model_v4","O95239-F1",0.244,0.668,3,72.1712231759657,233,156,88,59,6,59
"233","C5AR2","Q9P296","4",0,1,2.10296917851983,"AF-Q9P296-F1-model_v4","Q9P296-F1",0.175,0.666,1,84.4806427444795,190,19,7,4,1,4
"234","BRIP1","Q9BX63","4",0,5,2.76146977145959,"AF-Q9BX63-F1-model_v4","Q9BX63-F1",0.061,0.665,1,64.8641492265696,574,531,377,88,206,88
"235","GABRQ","Q9UN88","4",1024,3,4.73489006837158,"AF-Q9UN88-F1-model_v4","Q9UN88-F1",0.306,0.665,3,67.6604743160795,31,6,3,1,0,1
"236","MAGEA4","P43358","4",0,1,2.87229291403604,"AF-P43358-F1-model_v4","P43358-F1",0.329,0.665,1,78.1329898167006,370,316,249,62,19,62
"237","RAB3D","O95716","4",0,1,2.25194398035139,"AF-O95716-F1-model_v4","O95716-F1",0.185,0.662,2,85.1536789689514,167,38,20,26,0,26
"238","CR2","P20023","4",0,1,4.23345808126694,"AF-P20023-F1-model_v4","P20023-F1",0.113,0.661,1,75.2857274797571,2623,737,610,53,15,53
"239","SYCE3","A1L190","4",0,1,2.85399784021627,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633,15,1,0,1,0,1
"240","SIGLEC15","Q6ZMC9","4",0,1,4.70677755273148,"AF-Q6ZMC9-F1-model_v4","Q6ZMC9-F1",0.102,0.659,1,78.5642970927917,144,111,62,65,1,65
"241","MCM4","P33991","4",4419,7,2.19505482194266,"AF-P33991-F1-model_v4","P33991-F1",0.217,0.658,3,73.7432969464523,456,206,109,29,5,29
"242","NEK2","P51955","4",0,1,5.55421455750369,"AF-P51955-F1-model_v4","P51955-F1",0.136,0.658,2,78.7481933351694,504,348,205,151,13,151
"243","TLR7","Q9NYK1","4",0,1,3.38559066035774,"AF-Q9NYK1-F1-model_v4","Q9NYK1-F1",0.198,0.657,4,87.5433407703147,4871,1128,452,291,15,291
"244","KISS1R","Q969F8","36",0,1,3.89106485444428,"AF-Q969F8-F1-model_v4","Q969F8-F1",0.005,0.656,2,76.4496731154103,884,181,117,30,33,30
"245","TPX2","Q9ULW0","4",516,2,3.8750814927911,"AF-Q9ULW0-F1-model_v4","Q9ULW0-F1",0.402,0.656,1,64.2385140295534,703,449,243,142,17,142
"246","CGB5","P0DN86","19",0,1,2.43500767915297,"AF-P0DN86-F1-model_v4","P0DN86-F1",0.237,0.655,1,78.8215571776156,41,27,17,6,4,6
"247","NCAPG","Q9BPX3","53",0,1,3.57483758229395,"AF-Q9BPX3-F1-model_v4","Q9BPX3-F1",0.163,0.655,1,82.5022967581047,265,145,78,43,9,43
"248","SHISA9","B4DS77","4",0,1,3.22637498121104,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.277,0.654,1,56.9548785670917,18,4,3,0,0,0
"249","KCNK6","Q9Y257","41",0,4,2.12135804151865,"AF-Q9Y257-F1-model_v4","Q9Y257-F1",0.232,0.652,5,82.0919622641509,45,5,2,1,0,1
"250","MYB","P10242","4",516,2,2.01916307318615,"AF-P10242-F1-model_v4","P10242-F1",0.162,0.652,1,59.1985935965429,9393,2463,1431,1007,44,1007
"251","TMEM63C","Q9P1W3","4",0,1,2.30356509034137,"AF-Q9P1W3-F1-model_v4","Q9P1W3-F1",0.125,0.649,1,74.5734985555725,14,2,1,0,0,0
"252","BAMBI","Q13145","4",0,1,3.00064058780784,"AF-Q13145-F1-model_v4","Q13145-F1",0.346,0.648,1,64.8537543167242,588,132,92,38,5,38
"253","PARD6B","Q9BYG5","4",0,1,3.51589937760056,"AF-Q9BYG5-F1-model_v4","Q9BYG5-F1",0.345,0.647,1,71.2440158566012,41,20,8,2,0,2
"254","GATA4","P43694","4",1031,3,3.40155488212272,"AF-P43694-F1-model_v4","P43694-F1",0.292,0.644,1,58.8907225063939,3326,463,209,129,72,129
"255","RAD51","Q06609","4",27736,5,2.81305668103983,"AF-Q06609-F1-model_v4","Q06609-F1",0.282,0.64,1,91.5906682116647,5955,3306,1697,841,417,841
"256","GFRA1","P56159","4",0,1,2.16350412448614,"AF-P56159-F1-model_v4","P56159-F1",0.1,0.638,1,73.8963423473655,543,127,82,16,3,16
"257","GINS4","Q9BRT9","4",0,1,2.11308466355008,"AF-Q9BRT9-F1-model_v4","Q9BRT9-F1",0.324,0.635,1,90.748319649699,39,26,17,8,0,8
"258","TCL1A","P56279","68",0,1,4.90391180017011,"AF-P56279-F1-model_v4","P56279-F1",0.326,0.634,1,91.6834141201264,268,223,192,28,3,28
"259","CD2","P06729","4",2,2,2.9295671441723,"AF-P06729-F1-model_v4","P06729-F1",0.375,0.633,2,78.2975917926566,18335,2661,1819,317,37,317
"260","MYBL2","P10244","4",0,1,4.19048964176937,"AF-P10244-F1-model_v4","P10244-F1",0.066,0.633,1,58.4505143475907,492,350,216,84,11,84
"261","HTR1E","P28566","35",0,1,4.9036173592517,"AF-P28566-F1-model_v4","P28566-F1",0.488,0.632,3,78.7344213041994,42,8,5,3,1,3
"262","SLC44A4","Q53GD3","4",0,1,3.78305825315335,"AF-Q53GD3-F1-model_v4","Q53GD3-F1",0.128,0.632,1,83.7654938160961,58,23,21,3,0,3
"263","F2","P00734","4",3580,4,2.031630792021,"AF-P00734-F1-model_v4","P00734-F1",0.283,0.629,3,84.7516497152156,47581,2845,1431,158,118,158
"264","H1-5","P16401","4",2056,5,2.6949839449979,"AF-P16401-F1-model_v4","P16401-F1",0.282,0.629,1,64.5559609325772,140,31,20,7,1,7
"265","SCIN","Q9Y6U3","4",516,2,2.87719634571461,"AF-Q9Y6U3-F1-model_v4","Q9Y6U3-F1",0.209,0.626,1,82.0766502202643,148,51,31,10,4,10
"266","RIBC2","Q9H4K1","4",1122,6,2.99567555488823,"AF-Q9H4K1-F1-model_v4","Q9H4K1-F1",0.365,0.625,1,86.7487370730179,11,5,4,1,1,1
"267","RMI2","Q96E14","4",8680,4,3.44717587421428,"AF-Q96E14-F1-model_v4","Q96E14-F1",0.286,0.624,1,89.8118485121731,77,46,22,13,8,13
"268","H3C10","P68431","4",9925,4,4.96936886070762,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,0,0,0,0,0,0
"269","H3C12","P68431","4",1290,4,4.39969291660893,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,0,0,0,0,0,0
"270","H3C6","P68431","4",0,2,2.53116380505272,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,2,0,0,0,0,0
"271","H3C7","P68431","4",0,3,4.60044703754054,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,1,0,0,0,0,0
"272","H3C8","P68431","4",0,3,4.29653041512147,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,0,0,0,0,0,0
"273","NUF2","Q9BZD4","4",0,1,3.97017069317887,"AF-Q9BZD4-F1-model_v4","Q9BZD4-F1",0.317,0.622,2,89.4283280839895,204,110,64,32,6,32
"274","TUBAL3","A6NHL2","4",0,1,2.39097002550912,"AF-A6NHL2-F1-model_v4","A6NHL2-F1",0.166,0.622,1,91.2046776953793,5,1,0,0,0,0
"275","ABAT","P80404","2",0,1,2.40690056528102,"AF-P80404-F1-model_v4","P80404-F1",0.258,0.621,2,94.0412953629032,346,58,30,5,0,5
"276","MATN3","O15232","4",0,1,2.42734493056602,"AF-O15232-F1-model_v4","O15232-F1",0.264,0.62,1,78.4606536479523,138,24,14,4,0,4
"277","MAL2","Q969L2","7",0,1,3.38772411064434,"AF-Q969L2-F1-model_v4","Q969L2-F1",0.336,0.619,1,84.150243902439,177,68,50,27,5,27
"278","CCND1","P24385","4",5571,5,2.37635825928243,"AF-P24385-F1-model_v4","P24385-F1",0.313,0.616,2,88.5515780518928,6525,5194,4201,499,167,499
"279","TEKT4","Q8WW24","4",0,5,2.82888364803998,"AF-Q8WW24-F1-model_v4","Q8WW24-F1",0.217,0.616,1,91.364510854243,18,6,5,3,0,3
"280","CKAP2","Q8WWK9","22",0,1,2.21683192903104,"AF-Q8WWK9-F1-model_v4","Q8WWK9-F1",0.332,0.615,2,59.5370678783383,75,48,34,23,2,23
"281","KCNQ5","Q9NR82","7",21,5,3.16437990050043,"AF-Q9NR82-F1-model_v4","Q9NR82-F1",0.065,0.61,1,57.4257474944321,218,20,12,2,0,2
"282","EPO","P01588","4",1031,3,2.29652083614482,"AF-P01588-F1-model_v4","P01588-F1",0.238,0.608,1,87.0569713142095,13422,2264,1382,148,82,148
"283","IFNB1","P01574","4",0,1,2.29052059149201,"AF-P01574-F1-model_v4","P01574-F1",0.392,0.608,1,89.8007775653282,304,91,36,3,3,3
"284","ESRP1","Q6NXG1","4",0,1,2.8780616638884,"AF-Q6NXG1-F1-model_v4","Q6NXG1-F1",0.187,0.604,1,78.0681606168892,206,158,108,45,11,45
"285","IQGAP3","Q86VI3","4",0,1,3.58171804844392,"AF-Q86VI3-F1-model_v4","Q86VI3-F1",0.181,0.604,2,79.626746793641,89,64,38,38,2,38
"286","CCL4L2","Q8NHW4","4",1393,4,2.4321375037896,"AF-Q8NHW4-F1-model_v4","Q8NHW4-F1",0.14,0.601,1,90.2797042253521,19,5,3,0,0,0
"287","SPATA17","Q96L03","67",0,1,3.2629270318552,"AF-Q96L03-F1-model_v4","Q96L03-F1",0.17,0.6,1,82.2441615109085,13,0,0,0,0,0
"288","TUBA3E","Q6PEY2","4",0,1,3.60994305115693,"AF-Q6PEY2-F1-model_v4","Q6PEY2-F1",0.259,0.599,2,90.7384902968036,5,2,1,0,0,0
"289","UNC5B","Q8IZJ1","4",316,2,2.82579593386591,"AF-Q8IZJ1-F1-model_v4","Q8IZJ1-F1",0.216,0.597,1,77.9814525216435,239,109,57,43,4,43
"290","C4A","P0C0L4","4",4580,4,2.78823152467203,"AF-P0C0L4-F1-model_v4","P0C0L4-F1",0.343,0.596,1,83.5416452991453,1944,123,73,7,9,7
"291","KRT75","O95678","4",0,1,3.97854713520798,"AF-O95678-F1-model_v4","O95678-F1",0.293,0.594,1,70.1515108773607,34,7,3,0,0,0
"292","APOBEC3B","Q9UH17","9",0,1,2.78832508018889,"AF-Q9UH17-F1-model_v4","Q9UH17-F1",0.283,0.593,1,88.3310271437384,410,327,194,182,20,182
"293","FASLG","P48023","4",3576,3,2.58939646785351,"AF-P48023-F1-model_v4","P48023-F1",0.343,0.593,1,80.6314388813712,4562,1778,1454,10,79,10
"294","KCNJ11","Q14654","4",0,1,2.00949467448177,"AF-Q14654-F1-model_v4","Q14654-F1",0.126,0.592,1,84.5652303168899,1035,36,19,5,5,5
"295","CXCR3","P49682","4",0,1,4.19288073432919,"AF-P49682-F1-model_v4","P49682-F1",0.21,0.59,1,80.6454109828611,4363,1098,639,296,30,296
"296","PCSK6","P29122","3",0,1,3.08623738661738,"AF-P29122-F1-model_v4","P29122-F1",0.227,0.59,1,82.2580692338656,229,74,53,8,5,8
"297","BTLA","Q7Z6A9","4",516,3,2.19405720022653,"AF-Q7Z6A9-F1-model_v4","Q7Z6A9-F1",0.448,0.589,1,68.6422222222222,676,335,203,84,12,84
"298","CAPSL","Q8WWF8","4",0,1,6.31400719899499,"AF-Q8WWF8-F1-model_v4","Q8WWF8-F1",0.092,0.589,1,91.8355640423032,11,1,0,0,0,0
"299","CHRNB3","Q05901","20",0,2,2.14487246700798,"AF-Q05901-F1-model_v4","Q05901-F1",0.179,0.588,2,83.4592753623188,82,12,8,7,1,7
"300","OAS2","P29728","22",1,2,2.24943504339598,"AF-P29728-F1-model_v4","P29728-F1",0.27,0.588,1,87.7412699776594,289,62,29,8,2,8
"301","ESR1","P03372","4",44858,15,3.20130178920772,"AF-P03372-F1-model_v4","P03372-F1",0.294,0.587,1,66.9044640931637,7029,4101,3210,426,260,426
"302","S100A7A","Q86SG5","4",516,2,7.599561991617,"AF-Q86SG5-F1-model_v4","Q86SG5-F1",0.401,0.587,2,95.1219595448799,70,32,24,1,3,1
"303","MAGEA3","P43357","47",0,1,7.46741182548662,"AF-P43357-F1-model_v4","P43357-F1",0.321,0.586,1,71.7179420171499,759,740,620,109,16,109
"304","SERPINA5","P05154","4",0,1,2.04679116648213,"AF-P05154-F1-model_v4","P05154-F1",0.072,0.585,1,85.7298879900436,92,30,20,7,2,7
"305","IL21R","Q9HBE5","40",0,1,3.57825443157573,"AF-Q9HBE5-F1-model_v4","Q9HBE5-F1",0.439,0.584,1,65.5127416646678,1723,541,323,6,10,6
"306","RACGAP1","Q9H0H5","4",3570,5,2.21118469944573,"AF-Q9H0H5-F1-model_v4","Q9H0H5-F1",0.133,0.584,2,69.8631812700965,182,148,90,39,6,39
"307","UPK1A","O00322","70",0,2,2.98562353417714,"AF-O00322-F1-model_v4","O00322-F1",0.359,0.584,1,86.8512987654321,80,35,24,6,2,6
"308","GC","P02774","4",0,1,2.22966517918965,"AF-P02774-F1-model_v4","P02774-F1",0.403,0.582,2,92.8169347414026,183005,29341,17939,750,816,750
"309","H4C1","P62805","4",0,7,2.51307869675135,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,1,0,0,0,0,0
"310","H4C11","P62805","4",5,7,2.70419870161127,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,3,1,1,0,0,0
"311","H4C12","P62805","4",0,7,4.04709289077627,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,0,0,0,0,0,0
"312","H4C14","P62805","4",4050,7,2.73182867327012,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,0,0,0,0,0,0
"313","H4C2","P62805","4",0,2,2.25589392396645,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,7,3,1,0,0,0
"314","H4C3","P62805","4",0,2,3.29341460413033,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,4,1,1,0,0,0
"315","H4C4","P62805","4",438,7,4.87627776205883,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,19,3,2,0,0,0
"316","H4C8","P62805","4",0,7,3.2654773451448,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,3,2,1,0,0,0
"317","H4C9","P62805","4",0,2,3.56392346741325,"AF-P62805-F1-model_v4","P62805-F1",0.336,0.581,1,90.437525,1,0,0,0,0,0
"318","CA9","Q16790","14",0,2,3.05057982679602,"AF-Q16790-F1-model_v4","Q16790-F1",0.253,0.58,2,76.9837717546362,2052,1619,1319,111,21,111
"319","GABRR3","A8MPY1","4",5,5,3.9859455770806,"AF-A8MPY1-F1-model_v4","A8MPY1-F1",0.384,0.577,1,76.5729151388161,18,0,0,0,0,0
"320","PCDHA11","Q9Y5I1","57",0,1,2.4248153742156,"AF-Q9Y5I1-F1-model_v4","Q9Y5I1-F1",0.178,0.577,1,73.8540631868132,2,1,1,0,0,0
"321","CCL17","Q92583","4",1551,4,2.93897444374888,"AF-Q92583-F1-model_v4","Q92583-F1",0.199,0.575,1,89.7936598639456,1825,363,247,53,8,53
"322","RAD54B","Q9Y620","4",0,1,2.34400611869106,"AF-Q9Y620-F1-model_v4","Q9Y620-F1",0.092,0.573,1,71.8059425096739,93,55,39,18,5,18
"323","ERBB2","P04626","4",3068,6,2.10817335193191,"AF-P04626-F1-model_v4","P04626-F1",0.179,0.572,1,74.9091822792672,37412,34993,31122,2357,1673,2357
"324","CPB1","P15086","4",0,1,7.8853777399967,"AF-P15086-F1-model_v4","P15086-F1",0.254,0.571,1,95.7967224380042,82,18,12,2,0,2
"325","ATP1B4","Q9UN42","4",0,1,2.05269946249948,"AF-Q9UN42-F1-model_v4","Q9UN42-F1",0.255,0.57,1,81.6929195088677,14,3,1,1,1,1
"326","FCGR1A","P12314","4",1188,3,2.18732384919707,"AF-P12314-F1-model_v4","P12314-F1",0.35,0.568,2,84.9618617021277,256,46,28,1,2,1
