"uniprot_gn_id","external_gene_name","description","gene_biotype","druggability","struct_score","Fpocket_method","CP_score","PocketMiner_method","highest_score","source"
"Q9Y485","DMXL1","Dmx like 1 ","protein_coding",0.993,66.8704726909817,"AF",0.945290476190476,"AF",0.993,"AF"
"Q9Y487","ATP6V0A2","ATPase H+ transporting V0 subunit a2 ","protein_coding",0.961,81.7617173472343,"AF",0.2635,"AF",0.961,"AF"
"Q9Y490","TLN1","talin 1 ","protein_coding",0.948,75.9121631355932,"AF",0.569561904761905,"SM",0.948,"AF"
"Q9Y493","ZAN","zonadhesin ","protein_coding",0.638,64.4782562747688,"AF",0.924014285714286,"AF",0.924014285714286,"AF"
"Q9Y4A5","TRRAP","transformation/transcription domain associated protein ","protein_coding",0.993,83.8994894146949,"AF",0.662842857142857,"SM",0.993,"AF"
"Q9Y4A9","OR10H1","olfactory receptor family 10 subfamily H member 1 ","protein_coding",0.998,87.6682248281439,"AF",0.225461904761905,"AF",0.998,"AF"
"Q9Y4B6","DCAF1","DDB1 and CUL4 associated factor 1 ","protein_coding",0.964,66.8426863764942,"SM",0.610995238095238,"AF",0.964,"SM"
"Q9Y4C1","KDM3A","lysine demethylase 3A ","protein_coding",0.949,79.9615520282187,"SM",0.381980952380952,"SM",0.949,"SM"
"Q9Y4D2","DAGLA","diacylglycerol lipase alpha ","protein_coding",0.916,63.6629728725381,"AF",0.298338095238095,"AF",0.916,"AF"
"Q9Y4D7","PLXND1","plexin D1 ","protein_coding",0.938,77.2239406779661,"SM",0.293580952380952,"AF",0.938,"SM"
"Q9Y4E6","WDR7","WD repeat domain 7 ","protein_coding",0.983,74.4627153182966,"AF",0.848895238095238,"AF",0.983,"AF"
"Q9Y4F1","FARP1","FERM, ARH/RhoGEF and pleckstrin domain protein 1 ","protein_coding",0.85,81.1898349261512,"SM",0.940961904761905,"AF",0.940961904761905,"AF"
"Q9Y4F3","MARF1","meiosis regulator and mRNA stability factor 1 ","protein_coding",0.968,62.9389794712746,"AF",0.823938095238095,"AF",0.968,"AF"
"Q9Y4G6","TLN2","talin 2 ","protein_coding",0.708,75.843113520341,"AF",0.959409090909091,"SM",0.959409090909091,"SM"
"Q9Y4K3","TRAF6","TNF receptor associated factor 6 ","protein_coding",0.637,86.191801107633,"AF",0.950961904761905,"SM",0.950961904761905,"SM"
"Q9Y4L5","RNF115","ring finger protein 115 ","protein_coding",0.942,60.4102191319005,"AF",0.374742857142857,"AF",0.942,"AF"
"Q9Y4P3","TBL2","transducin beta like 2 ","protein_coding",0.977,87.3013190271817,"AF",0.7346,"AF",0.977,"AF"
"Q9Y4P9","SPEF1","sperm flagellar 1 ","protein_coding",0.352,78.6515745129015,"AF",0.980861904761905,"AF",0.980861904761905,"AF"
"Q9Y4R7","TTLL3","tubulin tyrosine ligase like 3 ","protein_coding",0.942,66.6826449511401,"AF",0.787757142857143,"SM",0.942,"AF"
"Q9Y4X3","CCL27","C-C motif chemokine ligand 27 ","protein_coding",0.418,82.2443820224719,"SM",0.9507375,"AF",0.9507375,"AF"
"Q9Y530","OARD1","O-acyl-ADP-ribose deacylase 1 ","protein_coding",0.915,93.9231596638655,"AF",0.842318181818182,"SM",0.915,"AF"
"Q9Y535","POLR3H","RNA polymerase III subunit H ","protein_coding",0.47,88.4358132343847,"AF",0.9177,"AF",0.9177,"AF"
"Q9Y536","PPIAL4A","peptidylprolyl isomerase A like 4A ","protein_coding",0.113,96.4311024237686,"AF",0.938690476190476,"SM",0.938690476190476,"SM"
"Q9Y548","YIPF1","Yip1 domain family member 1 ","protein_coding",0.98,77.9348679867987,"AF",0.849425,"AF",0.98,"AF"
"Q9Y566","SHANK1","SH3 and multiple ankyrin repeat domains 1 ","protein_coding",0.973,73.7649446494465,"SM",0.734718181818182,"SM",0.973,"SM"
"Q9Y586","MAB21L2","mab-21 like 2 ","protein_coding",0.241,95.1265772980501,"AF",0.953552380952381,"AF",0.953552380952381,"AF"
"Q9Y5B8","NME7","NME/NM23 family member 7 ","protein_coding",0.647,81.1796875,"SM",0.916018181818182,"SM",0.916018181818182,"SM"
"Q9Y5E8","PCDHB15","protocadherin beta 15 ","protein_coding",0.908,81.9342009207498,"AF",0.548666666666667,"AF",0.908,"AF"
"Q9Y5H8","PCDHA3","protocadherin alpha 3 ","protein_coding",0.531,78.3483036368074,"SM",0.925161904761905,"AF",0.925161904761905,"AF"
"Q9Y5I1","PCDHA11","protocadherin alpha 11 ","protein_coding",0.577,73.8540631868132,"AF",0.943833333333333,"AF",0.943833333333333,"AF"
"Q9Y5I2","PCDHA10","protocadherin alpha 10 ","protein_coding",0.928,78.7809239940387,"SM",0.574280952380952,"SM",0.928,"SM"
"Q9Y5I3","PCDHA1","protocadherin alpha 1 ","protein_coding",0.875,74.1055243213449,"AF",0.942938095238095,"SM",0.942938095238095,"SM"
"Q9Y5J5","PHLDA3","pleckstrin homology like domain family A member 3 ","protein_coding",0.346,91.1127254098361,"AF",0.959419047619048,"AF",0.959419047619048,"AF"
"Q9Y5J6","TIMM10B","translocase of inner mitochondrial membrane 10B ","protein_coding",0.972,78.6725403817915,"SM",0.767709090909091,"SM",0.972,"SM"
"Q9Y5J7","TIMM9","translocase of inner mitochondrial membrane 9 ","protein_coding",0.922,72.0880989180835,"SM",0.727285714285714,"AF",0.922,"SM"
"Q9Y5K8","ATP6V1D","ATPase H+ transporting V1 subunit D ","protein_coding",0.718,80.1379511059371,"SM",0.934238095238095,"AF",0.934238095238095,"AF"
"Q9Y5N5","N6AMT1","N-6 adenine-specific DNA methyltransferase 1 ","protein_coding",0.941,90.9445494643982,"SM",0.592866666666667,"AF",0.941,"SM"
"Q9Y5P1","OR51B2","olfactory receptor family 51 subfamily B member 2 ","protein_coding",0.749,88.8068887996788,"AF",0.931752380952381,"AF",0.931752380952381,"AF"
"Q9Y5P4","CERT1","ceramide transporter 1 ","protein_coding",0.999,77.8958796389168,"AF",0.891009523809524,"SM",0.999,"AF"
"Q9Y5Q0","FADS3","fatty acid desaturase 3 ","protein_coding",0.93,94.407495872317,"AF",0.76727619047619,"AF",0.93,"AF"
"Q9Y5Q8","GTF3C5","general transcription factor IIIC subunit 5 ","protein_coding",0.943,77.6667859699356,"AF",0.233166666666667,"AF",0.943,"AF"
"Q9Y5R4","HEMK1","HemK methyltransferase family member 1 ","protein_coding",0.995,88.0071783463107,"AF",0.876861904761905,"AF",0.995,"AF"
"Q9Y5R5","DMRT2","doublesex and mab-3 related transcription factor 2 ","protein_coding",0.286,59.7374749498998,"SM",0.924154545454545,"AF",0.924154545454545,"AF"
"Q9Y5S1","TRPV2","transient receptor potential cation channel subfamily V member 2 ","protein_coding",0.617,79.2364994223469,"AF",0.911988235294118,"SM",0.911988235294118,"SM"
"Q9Y5S8","NOX1","NADPH oxidase 1 ","protein_coding",0.989,89.680390744379,"AF",0.813123809523809,"AF",0.989,"AF"
"Q9Y5T5","USP16","ubiquitin specific peptidase 16 ","protein_coding",0.967,70.6057877813505,"SM",0.544781818181818,"SM",0.967,"SM"
"Q9Y5U4","INSIG2","insulin induced gene 2 ","protein_coding",0.928,77.8915521191294,"AF",0.924854545454545,"AF",0.928,"AF"
"Q9Y5V3","MAGED1","MAGE family member D1 ","protein_coding",0.911,51.7151074651354,"AF",0.140396666666667,"AF",0.911,"AF"
"Q9Y5W5","WIF1","WNT inhibitory factor 1 ","protein_coding",0.996,79.9755820379965,"AF",0.80157619047619,"AF",0.996,"AF"
"Q9Y5W7","SNX14","sorting nexin 14 ","protein_coding",0.98,73.6201906479454,"AF",0.719214285714286,"SM",0.98,"AF"
"Q9Y5W8","SNX13","sorting nexin 13 ","protein_coding",0.964,76.5857790727134,"AF",0.729136363636364,"SM",0.964,"AF"
"Q9Y5W9","SNX11","sorting nexin 11 ","protein_coding",0.311,81.5094962840628,"SM",0.9376,"SM",0.9376,"SM"
"Q9Y5Y0","FLVCR1","FLVCR choline and heme transporter 1 ","protein_coding",0.63,78.9497157745144,"AF",0.9465,"AF",0.9465,"AF"
"Q9Y5Y4","PTGDR2","prostaglandin D2 receptor 2 ","protein_coding",0.941,87.2886963371406,"SM",0.849633333333333,"AF",0.941,"SM"
"Q9Y5Y5","PEX16","peroxisomal biogenesis factor 16 ","protein_coding",0.836,82.1571789242591,"AF",0.945109523809524,"AF",0.945109523809524,"AF"
"Q9Y5Y6","ST14","ST14 transmembrane serine protease matriptase ","protein_coding",0.771,81.2573001802885,"AF",0.911785714285714,"AF",0.911785714285714,"AF"
"Q9Y5Y9","SCN10A","sodium voltage-gated channel alpha subunit 10 ","protein_coding",0.953,67.640771211536,"AF",0.292957142857143,"AF",0.953,"AF"
"Q9Y5Z9","UBIAD1","UbiA prenyltransferase domain containing 1 ","protein_coding",0.944,77.5839130434783,"SM",0.723109090909091,"AF",0.944,"SM"
"Q9Y600","CSAD","cysteine sulfinic acid decarboxylase ","protein_coding",0.246,89.2836017956166,"SM",0.985480952380952,"AF",0.985480952380952,"AF"
"Q9Y603","ETV7","ETS variant transcription factor 7 ","protein_coding",0.122,72.7630272952854,"SM",0.907161904761905,"AF",0.907161904761905,"AF"
"Q9Y615","ACTL7A","actin like 7A ","protein_coding",0.931,84.119856557377,"AF",0.601690909090909,"AF",0.931,"AF"
"Q9Y616","IRAK3","interleukin 1 receptor associated kinase 3 ","protein_coding",0.995,71.3982811515024,"AF",0.814019047619048,"AF",0.995,"AF"
"Q9Y619","SLC25A15","solute carrier family 25 member 15 ","protein_coding",0.112,86.1840940766551,"AF",0.955114285714286,"AF",0.955114285714286,"AF"
"Q9Y620","RAD54B","RAD54 homolog B ","protein_coding",0.573,71.8059425096739,"AF",0.978909523809524,"AF",0.978909523809524,"AF"
"Q9Y653","ADGRG1","adhesion G protein-coupled receptor G1 ","protein_coding",0.96,78.0137559284933,"AF",0.797214285714286,"SM",0.96,"AF"
"Q9Y664","KPTN","kaptin, actin binding protein ","protein_coding",0.321,89.0501978151757,"AF",0.917485714285714,"AF",0.917485714285714,"AF"
"Q9Y666","SLC12A7","solute carrier family 12 member 7 ","protein_coding",0.941,80.661641755351,"AF",0.488604761904762,"SM",0.941,"AF"
"Q9Y676","MRPS18B","mitochondrial ribosomal protein S18B ","protein_coding",0.53,83.56236003861,"AF",0.943681818181818,"AF",0.943681818181818,"AF"
"Q9Y678","COPG1","COPI coat complex subunit gamma 1 ","protein_coding",0.995,61.4794192486155,"SM",0.534845454545455,"AF",0.995,"SM"
"Q9Y680","FKBP7","FKBP prolyl isomerase 7 ","protein_coding",0.978,85.1408186813187,"AF",0.512314285714286,"AF",0.978,"AF"
"Q9Y694","SLC22A7","solute carrier family 22 member 7 ","protein_coding",0.135,84.8490037771483,"AF",0.96797619047619,"AF",0.96797619047619,"AF"
"Q9Y6A1","POMT1","protein O-mannosyltransferase 1 ","protein_coding",0.955,88.2746337393626,"AF",0.902685714285714,"AF",0.955,"AF"
"Q9Y6A2","CYP46A1","cytochrome P450 family 46 subfamily A member 1 ","protein_coding",0.997,94.9295051237191,"AF",0.6165,"SM",0.997,"AF"
"Q9Y6A9","SPCS1","signal peptidase complex subunit 1 ","protein_coding",0.954,60.7787234042553,"SM",0.870971428571429,"AF",0.954,"SM"
"Q9Y6C5","PTCH2","patched 2 ","protein_coding",0.978,79.1173546985334,"AF",0.486928571428571,"AF",0.978,"AF"
"Q9Y6E7","SIRT4","sirtuin 4 ","protein_coding",0.217,86.2563987427032,"SM",0.923016666666667,"AF",0.923016666666667,"AF"
"Q9Y6F1","PARP3","poly(ADP-ribose) polymerase family member 3 ","protein_coding",0.963,85.6578032631828,"AF",0.920033333333333,"SM",0.963,"AF"
"Q9Y6F8","CDY1B","chromodomain Y-linked 1B ","protein_coding",0.84,84.6661522633745,"SM",0.939804761904762,"SM",0.939804761904762,"SM"
"Q9Y6F8","CDY1","chromodomain Y-linked 1 ","protein_coding",0.84,84.6661522633745,"SM",0.939804761904762,"SM",0.939804761904762,"SM"
"Q9Y6G1","TMEM14A","transmembrane protein 14A ","protein_coding",0.938,56.9567065073041,"AF",0.653990909090909,"AF",0.938,"AF"
"Q9Y6H1","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2 ","protein_coding",0.143,63.1021586715867,"AF",0.9833,"AF",0.9833,"AF"
"Q9Y6H8","GJA3","gap junction protein alpha 3 ","protein_coding",0.687,68.3337847533632,"AF",0.938714285714286,"SM",0.938714285714286,"SM"
"Q9Y6I3","EPN1","epsin 1 ","protein_coding",0.708,72.8025641025641,"SM",0.936457142857143,"SM",0.936457142857143,"SM"
"Q9Y6J6","KCNE2","potassium voltage-gated channel subfamily E regulatory subunit 2 ","protein_coding",0.942,78.3109126594701,"AF",0.289495238095238,"AF",0.942,"AF"
"Q9Y6J9","TAF6L","TATA-box binding protein associated factor 6 like ","protein_coding",0.989,60.267173156062,"SM",0.479095238095238,"SM",0.989,"SM"
"Q9Y6K0","CEPT1","choline/ethanolamine phosphotransferase 1 ","protein_coding",0.994,77.418496340652,"SM",0.323761904761905,"SM",0.994,"SM"
"Q9Y6K1","DNMT3A","DNA methyltransferase 3 alpha ","protein_coding",0.932,74.2469507416737,"AF",0.963961904761905,"AF",0.963961904761905,"AF"
"Q9Y6K5","OAS3","2'-5'-oligoadenylate synthetase 3 ","protein_coding",0.745,85.9497684360527,"SM",0.935025,"AF",0.935025,"AF"
"Q9Y6K8","AK5","adenylate kinase 5 ","protein_coding",0.758,78.9764370920549,"AF",0.926766666666667,"AF",0.926766666666667,"AF"
"Q9Y6L6","SLCO1B1","solute carrier organic anion transporter family member 1B1 ","protein_coding",0.998,80.8120714684534,"AF",0.581228571428571,"SM",0.998,"AF"
"Q9Y6M7","SLC4A7","solute carrier family 4 member 7 ","protein_coding",0.787,67.3338202129881,"AF",0.962052380952381,"SM",0.962052380952381,"SM"
"Q9Y6M9","NDUFB9","NADH:ubiquinone oxidoreductase subunit B9 ","protein_coding",0.948,96.1323201555412,"AF",0.773261904761905,"SM",0.948,"AF"
"Q9Y6N5","SQOR","sulfide quinone oxidoreductase ","protein_coding",0.999,91.9770186335404,"SM",0.505676190476191,"SM",0.999,"SM"
"Q9Y6N6","LAMC3","laminin subunit gamma 3 ","protein_coding",0.959,75.4689529539567,"AF",0.287771428571429,"AF",0.959,"AF"
"Q9Y6N9","USH1C","USH1 protein network component harmonin ","protein_coding",0.541,79.4282221206581,"AF",0.990247619047619,"AF",0.990247619047619,"AF"
"Q9Y6Q3","ZFP37","ZFP37 zinc finger protein ","protein_coding",0.947,67.3002831893955,"AF",0.881363636363636,"AF",0.947,"AF"
"Q9Y6R0","NUMBL","NUMB like endocytic adaptor protein ","protein_coding",0.942,62.268867717915,"AF",0.4646,"AF",0.942,"AF"
"Q9Y6R1","SLC4A4","solute carrier family 4 member 4 ","protein_coding",0.917,70.7052022918616,"AF",0.796233333333333,"AF",0.917,"AF"
"Q9Y6R4","MAP3K4","mitogen-activated protein kinase kinase kinase 4 ","protein_coding",0.98,66.1022266635316,"AF",0.840952380952381,"AF",0.98,"AF"
"Q9Y6R7","FCGBP","Fc gamma binding protein ","protein_coding",0.993,86.5633816005406,"AF",0.939719047619048,"AF",0.993,"AF"
"Q9Y6T7","DGKB","diacylglycerol kinase beta ","protein_coding",0.968,78.2737450764141,"AF",0.844304761904762,"AF",0.968,"AF"
"Q9Y6W6","DUSP10","dual specificity phosphatase 10 ","protein_coding",0.207,88.3577738515901,"SM",0.918209523809524,"AF",0.918209523809524,"AF"
"Q9Y6W8","ICOS","inducible T cell costimulator ","protein_coding",0.946,74.8344493392071,"AF",0.224072727272727,"SM",0.946,"AF"
"Q9Y6X3","MAU2","MAU2 sister chromatid cohesion factor ","protein_coding",0.989,91.6123413025556,"AF",0.819545454545455,"AF",0.989,"AF"
"Q9Y6X9","MORC2","MORC family CW-type zinc finger 2 ","protein_coding",0.945,82.6157146082637,"SM",0.808590476190476,"AF",0.945,"SM"
"Q9Y6Z7","COLEC10","collectin subfamily member 10 ","protein_coding",0.248,81.6415055762082,"AF",0.948657142857143,"AF",0.948657142857143,"AF"
"A0A075B6J2","IGLV2-33","immunoglobulin lambda variable 2-33 (non-functional) ","IG_V_gene",0.404,84.2488353863382,"AF",0.825518181818182,"AF",0.825518181818182,"AF"
"A0A075B6K4","IGLV3-10","immunoglobulin lambda variable 3-10 ","IG_V_gene",0.28,87.9764302059497,"AF",0.815347619047619,"AF",0.815347619047619,"AF"
"A0A075B6P5","IGKV2-28","immunoglobulin kappa variable 2-28 ","IG_V_gene",0.577,90.942904290429,"AF",0.905142857142857,"AF",0.905142857142857,"AF"
"A0A075B6Q5","IGHV3-64","immunoglobulin heavy variable 3-64 ","IG_V_gene",0.906,89.7100110619469,"AF",0.231185714285714,"AF",0.906,"AF"
"A0A075B6R0","TRGV2","T cell receptor gamma variable 2 ","TR_V_gene",0.618,87.1714255319149,"AF",0.887963636363636,"AF",0.887963636363636,"AF"
"A0A075B6U4","TRAV7","T cell receptor alpha variable 7 ","TR_V_gene",0.234,89.8415646258503,"AF",0.856109090909091,"AF",0.856109090909091,"AF"
"A0A087WT03","TRAV26-1","T cell receptor alpha variable 26-1 ","TR_V_gene",0.065,90.0099652375435,"AF",0.802755555555556,"AF",0.802755555555556,"AF"
"A0A087WUV0","ZNF892","zinc finger protein 892 ","protein_coding",0.395,65.6862254667305,"AF",0.859135294117647,"AF",0.859135294117647,"AF"
"A0A087WWA1","P3R3URF","PIK3R3 upstream open reading frame ","protein_coding",0.268,60.9166883116883,"AF",0.848604761904762,"AF",0.848604761904762,"AF"
"A0A0A0MRZ9","IGLV5-52","immunoglobulin lambda variable 5-52 ","IG_V_gene",0.027,90.7978247096093,"AF",0.905338095238095,"AF",0.905338095238095,"AF"
"A0A0A0MS03","TRBV5-3","T cell receptor beta variable 5-3 (non-functional) ","TR_V_gene",0.706,90.0618284424379,"AF",0.885157894736842,"AF",0.885157894736842,"AF"
"A0A0A6YYK6","TRAV16","T cell receptor alpha variable 16 ","TR_V_gene",0.854,92.3395828635851,"AF",0.147654545454545,"AF",0.854,"AF"
"A0A0B4J1V6","IGHV3-73","immunoglobulin heavy variable 3-73 ","IG_V_gene",0.847,90.8983610188261,"AF",0.650333333333333,"AF",0.847,"AF"
"A0A0B4J1V7","IGHV7-81","immunoglobulin heavy variable 7-81 (non-functional) ","IG_V_gene",0.902,90.6200660066007,"AF",0.731452380952381,"AF",0.902,"AF"
"A0A0B4J1X5","IGHV3-74","immunoglobulin heavy variable 3-74 ","IG_V_gene",0.632,91.0366223698782,"AF",0.825172727272727,"AF",0.825172727272727,"AF"
"A0A0B4J1Y9","IGHV3-72","immunoglobulin heavy variable 3-72 ","IG_V_gene",0.642,91.4700969827586,"AF",0.801266666666667,"AF",0.801266666666667,"AF"
"A0A0B4J244","TRAV3","T cell receptor alpha variable 3 ","TR_V_gene",0.18,91.3149831271091,"AF",0.818528571428571,"AF",0.818528571428571,"AF"
"A0A0B4J2E0","TRBV12-4","T cell receptor beta variable 12-4 ","TR_V_gene",0.352,90.2948675496689,"AF",0.903052380952381,"AF",0.903052380952381,"AF"
"A0A0C4DH30","IGHV3-16","immunoglobulin heavy variable 3-16 (non-functional) ","IG_V_gene",0.868,89.8447442872688,"AF",0.170885,"AF",0.868,"AF"
"A0A0C4DH31","IGHV1-18","immunoglobulin heavy variable 1-18 ","IG_V_gene",0.748,91.1563263041065,"AF",0.825690476190476,"AF",0.825690476190476,"AF"
"A0A0C4DH43","IGHV2-70D","immunoglobulin heavy variable 2-70D ","IG_V_gene",0.373,91.8875858369099,"AF",0.890633333333333,"AF",0.890633333333333,"AF"
"A0A0C4DH69","IGKV1-9","immunoglobulin kappa variable 1-9 ","IG_V_gene",0.379,90.4959284116331,"AF",0.898361904761905,"AF",0.898361904761905,"AF"
"A0A0C4DH73","IGKV1-12","immunoglobulin kappa variable 1-12 ","IG_V_gene",0.227,90.54625,"AF",0.8969,"AF",0.8969,"AF"
"A0A0J9YXQ4","PNMA6E","PNMA family member 6E ","protein_coding",0.53,55.0520837879118,"AF",0.829661904761905,"AF",0.829661904761905,"AF"
"A0A0J9YXY3","TRBV6-2","T cell receptor beta variable 6-2 ","TR_V_gene",0.308,91.5524515393386,"AF",0.8781375,"AF",0.8781375,"AF"
"A0A0K0K1A3","TRBV10-1","T cell receptor beta variable 10-1 ","TR_V_gene",0.399,92.2492669584245,"AF",0.889704761904762,"AF",0.889704761904762,"AF"
"A0A0K0K1G8","TRBV10-2","T cell receptor beta variable 10-2 ","TR_V_gene",0.542,91.5120239390642,"AF",0.853714285714286,"AF",0.853714285714286,"AF"
"A0A0U1RQG5","CT47C1","cancer/testis antigen family 47 member C1 ","protein_coding",0.837,52.4868805848903,"AF",0.680590476190476,"AF",0.837,"AF"
"A0A0U1RRK4","LBHD2","LBH domain containing 2 ","protein_coding",0.263,65.3824900133156,"AF",0.85812380952381,"AF",0.85812380952381,"AF"
"A0A1B0GTD5","SPMIP11","sperm microtubule inner protein 11 ","protein_coding",0.258,77.5511674208145,"AF",0.874795238095238,"AF",0.874795238095238,"AF"
"A0A1B0GTR0","EDDM13","epididymal protein 13 ","protein_coding",0.613,54.4794647013189,"AF",0.855633333333333,"AF",0.855633333333333,"AF"
"A0A1B0GTS1","HSFX4","heat shock transcription factor family, X-linked member 4 ","protein_coding",0.172,66.0769325153374,"AF",0.905795238095238,"AF",0.905795238095238,"AF"
"A0A1B0GTW7","CIROP","ciliated left-right organizer metallopeptidase ","protein_coding",0.873,73.5494794794795,"AF",0.673638095238095,"AF",0.873,"AF"
"A0A1B0GTY4","TEX50","testis expressed 50 ","protein_coding",0.828,65.5944527532291,"AF",0.412530769230769,"AF",0.828,"AF"
"A0A1B0GTZ2","CCDC196","coiled-coil domain containing 196 ","protein_coding",0.839,68.6860655058043,"AF",0.883885714285714,"AF",0.883885714285714,"AF"
"A0A1B0GU71","CFAP97D2","CFAP97 domain containing 2 ","protein_coding",0.9,85.8750243309002,"AF",0.20927619047619,"AF",0.9,"AF"
"A0A1B0GUA7","TEX51","testis expressed 51 ","protein_coding",0.841,67.5719742813918,"AF",0.44552380952381,"AF",0.841,"AF"
"A0A1B0GUJ8","PNMA8C","PNMA family member 8C ","protein_coding",0.554,78.8946820448878,"AF",0.903623809523809,"AF",0.903623809523809,"AF"
"A0A1B0GUU1","C17orf113","chromosome 17 open reading frame 113 ","protein_coding",0.838,82.2820822722821,"AF",0.750758333333333,"AF",0.838,"AF"
"A0A1B0GUV7","TEX48","testis expressed 48 ","protein_coding",0.362,52.6098874104401,"AF",0.900972727272727,"AF",0.900972727272727,"AF"
"A0A1B0GV03","GOLGA6L7","golgin A6 family like 7 ","protein_coding",0.896,73.1296676163343,"AF",0.195033333333333,"AF",0.896,"AF"
"A0A1B0GV85","REELD1","reeler domain containing 1 ","protein_coding",0.866,58.6420965724293,"AF",0.767214285714286,"AF",0.866,"AF"
"A0A1B0GVH4","PRSS51","serine protease 51 ","protein_coding",0.821,59.726331295164,"AF",0.802366666666667,"AF",0.821,"AF"
"A0A1B0GVH6","C13orf42","chromosome 13 open reading frame 42 ","protein_coding",0.709,52.3517771883289,"AF",0.802047619047619,"AF",0.802047619047619,"AF"
"A0A1B0GVH7","IQCM","IQ motif containing M ","protein_coding",0.842,61.2625095328885,"AF",0.709933333333333,"AF",0.842,"AF"
"A0A1B0GVM6","C11orf97","chromosome 11 open reading frame 97 ","protein_coding",0.38,63.1957857142857,"AF",0.893104761904762,"AF",0.893104761904762,"AF"
"A0A1B0GVQ0","SPAAR","small regulatory polypeptide of amino acid response ","protein_coding",0.468,68.2328888888889,"AF",0.819966666666667,"AF",0.819966666666667,"AF"
"A0A1B0GVR7","FAM240C","family with sequence similarity 240 member C ","protein_coding",0.844,79.7530434782609,"AF",0.34647619047619,"AF",0.844,"AF"
"A0A1B0GVZ9","TMEM269","transmembrane protein 269 ","protein_coding",0.74,80.5218577494692,"AF",0.87385,"AF",0.87385,"AF"
"A0A1B0GW54","SMIM39","small integral membrane protein 39 ","protein_coding",0.896,76.8866587112172,"AF",0,NA,0.896,"AF"
"A0A1B0GX49","TRBV6-4","T cell receptor beta variable 6-4 ","TR_V_gene",0.387,92.0704186046512,"AF",0.819354545454545,"AF",0.819354545454545,"AF"
"A0A1W2PP97","THSD8","thrombospondin type 1 domain containing 8 ","protein_coding",0.31,73.1765943600868,"AF",0.831127272727273,"AF",0.831127272727273,"AF"
"A0A1W2PQ27","SSU72L1","SSU72 like 1 ","protein_coding",0.486,94.6608132147395,"AF",0.810091666666667,"AF",0.810091666666667,"AF"
"A0A1W2PQ72","MSANTD7","Myb/SANT DNA binding domain containing 7 ","protein_coding",0.889,70.3102869440459,"AF",0.69622380952381,"AF",0.889,"AF"
"A0A1W2PQ73","ERFL","ETS repressor factor like ","protein_coding",0.873,59.4296337817638,"AF",0.884957142857143,"AF",0.884957142857143,"AF"
"A0A2R8Y4L2","HNRNPA1L3","heterogeneous nuclear ribonucleoprotein A1 like 3 ","protein_coding",0.121,71.5404808159301,"AF",0.891490476190476,"AF",0.891490476190476,"AF"
"A0A2R8Y619","H2BK1","H2B.K variant histone 1 ","protein_coding",0.832,84.5552012711864,"AF",0.4884125,"AF",0.832,"AF"
"A0A2Z4LIS9","FOXO3B","forkhead box O3B ","protein_coding",0.528,60.4530042918455,"AF",0.891618181818182,"AF",0.891618181818182,"AF"
"A0A3B3IRV3","MCTS2","MCTS family member 2 ","protein_coding",0.896,96.7214845938375,"AF",0.286347619047619,"AF",0.896,"AF"
"A0A3B3IT33","TRIM51G","tripartite motif-containing 51G ","protein_coding",0.886,86.6544677984371,"AF",0.886171428571429,"AF",0.886171428571429,"AF"
"A0A494BZU4","TMEM217B","transmembrane protein 217B ","protein_coding",0.534,75.0168855932203,"AF",0.854023076923077,"AF",0.854023076923077,"AF"
"A0A494C086","SPDYE21","speedy/RINGO cell cycle regulator family member E21 ","protein_coding",0.837,60.3060300618921,"AF",0.854614285714286,"AF",0.854614285714286,"AF"
"A0A494C103","SPADH","spermadhesin family member ","protein_coding",0.211,87.3865373961219,"AF",0.8328,"AF",0.8328,"AF"
"A0A539","TRBV4-2","T cell receptor beta variable 4-2 ","TR_V_gene",0.257,91.0292196209588,"AF",0.880185714285714,"AF",0.880185714285714,"AF"
"A0A577","TRBV4-1","T cell receptor beta variable 4-1 ","TR_V_gene",0.354,84.6953642384106,"SM",0.871809523809524,"AF",0.871809523809524,"AF"
"A0A589","","T cell receptor beta variable 4-3","TR_V_gene",0.599,84.4264900662252,"SM",0.844761904761905,"AF",0.844761904761905,"AF"
"A0A5A6","TRBV11-3","T cell receptor beta variable 11-3 ","TR_V_gene",0.841,88.6818708971554,"AF",0.8409,"SM",0.841,"AF"
"A0A5B7","TRBV29-1","T cell receptor beta variable 29-1 ","TR_V_gene",0.433,88.2660300136426,"SM",0.873054545454545,"AF",0.873054545454545,"AF"
"A0A7I2V3R4","RNF228","ring finger protein 228 ","protein_coding",0.803,64.3411544782251,"AF",0.233242857142857,"AF",0.803,"AF"
"A0AVK6","E2F8","E2F transcription factor 8 ","protein_coding",0.831,61.3215042372881,"SM",0.900247619047619,"AF",0.900247619047619,"AF"
"A0JD32","TRAV38-2DV8","T cell receptor alpha variable 38-2/delta variable 8 ","TR_V_gene",0.881,81.2022900763359,"SM",0.383018181818182,"SM",0.881,"SM"
"A0PG75","PLSCR5","phospholipid scramblase family member 5 ","protein_coding",0.845,73.5209004739337,"AF",0.764542857142857,"AF",0.845,"AF"
"A0PJK1","SLC5A10","solute carrier family 5 member 10 ","protein_coding",0.804,88.1573620309051,"AF",0.0873176470588235,"AF",0.804,"AF"
"A0PJW6","TMEM223","transmembrane protein 223 ","protein_coding",0.886,75.4355170199101,"AF",0.590680952380952,"AF",0.886,"AF"
