"TARGETID","all_target_genes","uniprotswissprot","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T30418",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","DNA synthesis (DNA synth)","Successful target"
"T30418",NA,NA,"Biliary tract cancer","Small molecular drug","NOUNIPROTAC","DNA synthesis (DNA synth)","Successful target"
"T30938","MycB rpoA; MycB rpoB; MycB rpoC; MycB rpoZ",NA,"Head and neck cancer","Small molecular drug","RPOA_MYCTU; RPOB_MYCTU; RPOC_MYCTU; RPOZ_MYCTU","Mycobacterium RNA polymerase (MycB RNAP)","Successful target"
"T31309","BCL2","P10415","Chronic lymphocytic leukaemia","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Prostate cancer","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Pancreatic cancer","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Gastric adenocarcinoma","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Acute myeloid leukaemia","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Breast cancer","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Hematologic tumour","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Solid tumour/cancer","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Relapsed or refractory chronic lymphocytic leukaemia","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Small-cell lung cancer","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31309","BCL2","P10415","Ovarian cancer","Small molecular drug","BCL2_HUMAN","Apoptosis regulator Bcl-2 (BCL-2)","Successful target"
"T31424",NA,NA,"Acute myeloid leukaemia","Small molecular drug","NOUNIPROTAC","Adrenergic receptor Alpha-2 (ADRA2)","Successful target"
"T31621","FGF2","P09038","Solid tumour/cancer","Small molecular drug","FGF2_HUMAN","Fibroblast growth factor-2 (FGF2)","Successful target"
"T31946",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Vascular endothelial growth factor receptor (VEGFR)","Successful target"
"T31946",NA,NA,"Non-small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Vascular endothelial growth factor receptor (VEGFR)","Successful target"
"T31946",NA,NA,"Gastric adenocarcinoma","Small molecular drug","NOUNIPROTAC","Vascular endothelial growth factor receptor (VEGFR)","Successful target"
"T31946",NA,NA,"Colorectal cancer","Small molecular drug","NOUNIPROTAC","Vascular endothelial growth factor receptor (VEGFR)","Successful target"
"T31946",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Vascular endothelial growth factor receptor (VEGFR)","Successful target"
"T31946",NA,NA,"Basal cell carcinoma","Small molecular drug","NOUNIPROTAC","Vascular endothelial growth factor receptor (VEGFR)","Successful target"
"T31992","CA14","Q9ULX7","Solid tumour/cancer","Small molecular drug","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","Successful target"
"T31992","CA14","Q9ULX7","Breast cancer","Small molecular drug","CAH14_HUMAN","Carbonic anhydrase XIV (CA-XIV)","Successful target"
"T32060","HTR2A","P28223","Pancreatic cancer","Small molecular drug","5HT2A_HUMAN","5-HT 2A receptor (HTR2A)","Successful target"
"T33489","STS","","Prostate cancer","Small molecular drug","STS_HUMAN","Steryl-sulfatase (STS)","Successful target"
"T33489","STS","","Breast cancer","Small molecular drug","STS_HUMAN","Steryl-sulfatase (STS)","Successful target"
"T33765","MCL1","Q07820","Lung cancer","Small molecular drug","MCL1_HUMAN","Mcl-1 messenger RNA (MCL-1 mRNA)","Successful target"
"T33765","MCL1","Q07820","Chronic myelogenous leukaemia","Small molecular drug","MCL1_HUMAN","Mcl-1 messenger RNA (MCL-1 mRNA)","Successful target"
"T33765","MCL1","Q07820","Intestinal cancer","Small molecular drug","MCL1_HUMAN","Mcl-1 messenger RNA (MCL-1 mRNA)","Successful target"
"T33765","MCL1","Q07820","Acute lymphoblastic leukaemia","Small molecular drug","MCL1_HUMAN","Mcl-1 messenger RNA (MCL-1 mRNA)","Successful target"
"T34234","VDR","P11473","Solid tumour/cancer","Small molecular drug","VDR_HUMAN","Vitamin D3 receptor (VDR)","Successful target"
"T34234","VDR","P11473","Acute myeloid leukaemia","Small molecular drug","VDR_HUMAN","Vitamin D3 receptor (VDR)","Successful target"
"T34234","VDR","P11473","Prostate cancer","Small molecular drug","VDR_HUMAN","Vitamin D3 receptor (VDR)","Successful target"
"T34429","CHRNA7","P36544","Breast cancer","Small molecular drug","ACHA7_HUMAN","Neuronal acetylcholine receptor alpha-7 (CHRNA7)","Successful target"
"T34743",NA,NA,"Acute lymphoblastic leukaemia","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Biliary cancer","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34867",NA,NA,"Breast cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Non-small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Prostate cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Epithelial ovarian cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Pancreatic cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Aggressive cancer","Small molecule","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Brain cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Ewing sarcoma","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T35465","SLC19A1","P41440","leukaemia","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35465","SLC19A1","P41440","Solid tumour/cancer","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35465","SLC19A1","P41440","Prostate cancer","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T37693","CNR2","P34972","Ovarian cancer","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37693","CNR2","P34972","Prostate cancer","Small molecular drug","CNR2_HUMAN","Cannabinoid receptor 2 (CB2)","Successful target"
"T37847","HSV UL30",NA,"Acute lymphoblastic leukaemia","Small molecular drug","DPOL_HHV11","Herpes simplex virus DNA polymerase UL30 (HSV UL30)","Successful target"
"T37847","HSV UL30",NA,"Solid tumour/cancer","Small molecular drug","DPOL_HHV11","Herpes simplex virus DNA polymerase UL30 (HSV UL30)","Successful target"
"T38284","BCR-ABL1",NA,"Lung cancer","Small molecular drug","BCR_HUMAN-ABL1_HUMAN","Fusion protein Bcr-Abl (Bcr-Abl)","Successful target"
"T38284","BCR-ABL1",NA,"leukaemia","Small molecular drug","BCR_HUMAN-ABL1_HUMAN","Fusion protein Bcr-Abl (Bcr-Abl)","Successful target"
"T38284","BCR-ABL1",NA,"Intestinal cancer","Small molecular drug","BCR_HUMAN-ABL1_HUMAN","Fusion protein Bcr-Abl (Bcr-Abl)","Successful target"
"T38284","BCR-ABL1",NA,"Chronic myeloid leukaemia","Small molecular drug","BCR_HUMAN-ABL1_HUMAN","Fusion protein Bcr-Abl (Bcr-Abl)","Successful target"
"T38284","BCR-ABL1",NA,"Chronic myelogenous leukaemia","Small molecular drug","BCR_HUMAN-ABL1_HUMAN","Fusion protein Bcr-Abl (Bcr-Abl)","Successful target"
"T38284","BCR-ABL1",NA,"Acute lymphoblastic leukaemia","Small molecule","BCR_HUMAN-ABL1_HUMAN","Fusion protein Bcr-Abl (Bcr-Abl)","Successful target"
"T38284","BCR-ABL1",NA,"Acute lymphoblastic leukaemia","Small molecular drug","BCR_HUMAN-ABL1_HUMAN","Fusion protein Bcr-Abl (Bcr-Abl)","Successful target"
"T38301","RRM2","P31350","Solid tumour/cancer","Small molecular drug","RIR2_HUMAN","Ribonucleoside-diphosphate reductase M2 (RRM2)","Successful target"
"T38301","RRM2","P31350","Gastric adenocarcinoma","Small molecular drug","RIR2_HUMAN","Ribonucleoside-diphosphate reductase M2 (RRM2)","Successful target"
"T38301","RRM2","P31350","Chronic myelogenous leukaemia","Small molecular drug","RIR2_HUMAN","Ribonucleoside-diphosphate reductase M2 (RRM2)","Successful target"
"T38301","RRM2","P31350","Pancreatic cancer","Small molecular drug","RIR2_HUMAN","Ribonucleoside-diphosphate reductase M2 (RRM2)","Successful target"
"T38529","PTGER2","P43116","Solid tumour/cancer","Small molecular drug","PE2R2_HUMAN","Prostaglandin E2 receptor EP2 (PTGER2)","Successful target"
"T39716","SCN5A","Q14524","Solid tumour/cancer","Small molecular drug","SCN5A_HUMAN","Voltage-gated sodium channel alpha Nav1.5 (SCN5A)","Successful target"
"T40016","NR3C1","P04150","Breast cancer","Small molecular drug","GCR_HUMAN","Glucocorticoid receptor (NR3C1)","Successful target"
"T40016","NR3C1","P04150","Solid tumour/cancer","Small molecular drug","GCR_HUMAN","Glucocorticoid receptor (NR3C1)","Successful target"
"T40111","IMPDH1","P20839","Acute lymphoblastic leukaemia","Small molecular drug","IMDH1_HUMAN","Inosine-5'-monophosphate dehydrogenase 1 (IMPDH1)","Successful target"
"T40111","IMPDH1","P20839","Breast cancer","Small molecular drug","IMDH1_HUMAN","Inosine-5'-monophosphate dehydrogenase 1 (IMPDH1)","Successful target"
"T40111","IMPDH1","P20839","Solid tumour/cancer","Small molecular drug","IMDH1_HUMAN","Inosine-5'-monophosphate dehydrogenase 1 (IMPDH1)","Successful target"
"T40111","IMPDH1","P20839","Gastric adenocarcinoma","Small molecular drug","IMDH1_HUMAN","Inosine-5'-monophosphate dehydrogenase 1 (IMPDH1)","Successful target"
"T40111","IMPDH1","P20839","Head and neck cancer","Small molecular drug","IMDH1_HUMAN","Inosine-5'-monophosphate dehydrogenase 1 (IMPDH1)","Successful target"
"T40474","MET","P08581","Ovarian cancer","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Head and neck cancer","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Biliary tract cancer","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Renal cell carcinoma","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Non-small-cell lung cancer","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Gastric adenocarcinoma","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Solid tumour/cancer","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Hepatocellular carcinoma","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Thyroid cancer","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40474","MET","P08581","Breast cancer","Small molecular drug","MET_HUMAN","Proto-oncogene c-Met (MET)","Successful target"
"T40696","Stap-coc parC",NA,"Biliary cancer","Small molecular drug","PARC_STAAS","Staphylococcus Topoisomerase IV (Stap-coc parC)","Successful target"
"T40800","ATP1A1","P05023","Solid tumour/cancer","Small molecular drug","AT1A1_HUMAN","Sodium pump subunit alpha-1 (ATP1A1)","Successful target"
"T40954","XDH","P47989","Solid tumour/cancer","Small molecular drug","XDH_HUMAN","Xanthine dehydrogenase/oxidase (XDH)","Successful target"
"T41955","TRPM8","Q7Z2W7","Solid tumour/cancer","Small molecular drug","TRPM8_HUMAN","Long transient receptor potential channel 8 (TRPM8)","Successful target"
"T42446","GABBR1; GABBR2",NA,"Solid tumour/cancer","Small molecular drug","GABR1_HUMAN; GABR2_HUMAN","Gamma-aminobutyric acid B receptor (GABBR)","Successful target"
"T43189",NA,NA,"Breast cancer","Small molecular drug","NOUNIPROTAC","Tubulin (TUB)","Successful target"
"T43189",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Tubulin (TUB)","Successful target"
"T43189",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Tubulin (TUB)","Successful target"
"T43189",NA,NA,"Pancreatic cancer","Small molecular drug","NOUNIPROTAC","Tubulin (TUB)","Successful target"
"T43189",NA,NA,"Bladder cancer","Small molecular drug","NOUNIPROTAC","Tubulin (TUB)","Successful target"
"T43189",NA,NA,"Advanced sarcoma","Small molecular drug","NOUNIPROTAC","Tubulin (TUB)","Successful target"
"T43415",NA,NA,"Metastatic gastric or gastroesophageal junction cancer","Small molecular drug","NOUNIPROTAC","Tyrosine-protein kinase (PTK)","Successful target"
"T43415",NA,NA,"Meningioma metastases","Small molecular drug","NOUNIPROTAC","Tyrosine-protein kinase (PTK)","Successful target"
"T43415",NA,NA,"Gastrointestinal stromal tumour","Small molecular drug","NOUNIPROTAC","Tyrosine-protein kinase (PTK)","Successful target"
"T43415",NA,NA,"Brain metastases","Small molecular drug","NOUNIPROTAC","Tyrosine-protein kinase (PTK)","Successful target"
"T43415",NA,NA,"Pancreatic cancer","Small molecular drug","NOUNIPROTAC","Tyrosine-protein kinase (PTK)","Successful target"
"T43415",NA,NA,"Non-small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Tyrosine-protein kinase (PTK)","Successful target"
"T43415",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Tyrosine-protein kinase (PTK)","Successful target"
"T43920",NA,NA,"Breast cancer","Small molecular drug","NOUNIPROTAC","Carbonic anhydrase (CA)","Successful target"
"T43920",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Carbonic anhydrase (CA)","Successful target"
"T45993",NA,NA,"Colorectal cancer","Small molecular drug","NOUNIPROTAC","Calcium channel unspecific (CaC)","Successful target"
"T45993",NA,NA,"Sarcoma","Small molecular drug","NOUNIPROTAC","Calcium channel unspecific (CaC)","Successful target"
"T46456","RXRG","P48443","Prostate cancer","Small molecular drug","RXRG_HUMAN","Retinoic acid receptor RXR-gamma (RXRG)","Successful target"
"T46456","RXRG","P48443","Breast cancer","Small molecular drug","RXRG_HUMAN","Retinoic acid receptor RXR-gamma (RXRG)","Successful target"
"T46456","RXRG","P48443","Kaposi sarcoma","Small molecular drug","RXRG_HUMAN","Retinoic acid receptor RXR-gamma (RXRG)","Successful target"
"T46456","RXRG","P48443","Non-small-cell lung cancer","Small molecular drug","RXRG_HUMAN","Retinoic acid receptor RXR-gamma (RXRG)","Successful target"
"T46456","RXRG","P48443","Pancreatic cancer","Small molecular drug","RXRG_HUMAN","Retinoic acid receptor RXR-gamma (RXRG)","Successful target"
"T46456","RXRG","P48443","Solid tumour/cancer","Small molecular drug","RXRG_HUMAN","Retinoic acid receptor RXR-gamma (RXRG)","Successful target"
"T46482","TLR7","Q9NYK1","Skin cancer","Small molecular drug","TLR7_HUMAN","Toll-like receptor 7 (TLR7)","Successful target"
"T46482","TLR7","Q9NYK1","Solid tumour/cancer","Small molecular drug","TLR7_HUMAN","Toll-like receptor 7 (TLR7)","Successful target"
"T46482","TLR7","Q9NYK1","Small-cell lung cancer","Small molecular drug","TLR7_HUMAN","Toll-like receptor 7 (TLR7)","Successful target"
"T47094","TACR1","P25103","Solid tumour/cancer","Small molecular drug","NK1R_HUMAN","Substance-P receptor (TACR1)","Successful target"
"T47101","FGFR1","P11362","Solid tumour/cancer","Small molecular drug","FGFR1_HUMAN","Fibroblast growth factor receptor 1 (FGFR1)","Successful target"
"T47101","FGFR1","P11362","Advanced solid tumour","Combination drug (small molecular drug)","FGFR1_HUMAN","Fibroblast growth factor receptor 1 (FGFR1)","Successful target"
"T47101","FGFR1","P11362","Non-small-cell lung cancer","Small molecular drug","FGFR1_HUMAN","Fibroblast growth factor receptor 1 (FGFR1)","Successful target"
"T47101","FGFR1","P11362","Colorectal cancer","Small molecular drug","FGFR1_HUMAN","Fibroblast growth factor receptor 1 (FGFR1)","Successful target"
"T47101","FGFR1","P11362","Acute myeloid leukaemia","Small molecular drug","FGFR1_HUMAN","Fibroblast growth factor receptor 1 (FGFR1)","Successful target"
"T47101","FGFR1","P11362","Ovarian cancer","Small molecular drug","FGFR1_HUMAN","Fibroblast growth factor receptor 1 (FGFR1)","Successful target"
"T47107","PRKCG","P05129","Chronic myelomonocytic leukaemia","Small molecular drug","KPCG_HUMAN","Protein kinase C gamma (PRKCG)","Successful target"
"T47107","PRKCG","P05129","Colorectal cancer","Small molecular drug","KPCG_HUMAN","Protein kinase C gamma (PRKCG)","Successful target"
"T47107","PRKCG","P05129","Acute myeloid leukaemia","Small molecular drug","KPCG_HUMAN","Protein kinase C gamma (PRKCG)","Successful target"
"T47768","OPRM1","P35372","Cancer related pain","Small molecular drug","OPRM_HUMAN","Opioid receptor mu (MOP)","Successful target"
"T48069","IGF1R","P08069","Solid tumour/cancer","Small molecular drug","IGF1R_HUMAN","Insulin-like growth factor I receptor (IGF1R)","Successful target"
"T48945","TERT","O14746","Tumour","Small molecular drug","TERT_HUMAN","TERT messenger RNA (TERT mRNA)","Successful target"
"T48945","TERT","O14746","Solid tumour/cancer","Small molecular drug","TERT_HUMAN","TERT messenger RNA (TERT mRNA)","Successful target"
"T48945","TERT","O14746","Breast cancer","Small molecular drug","TERT_HUMAN","TERT messenger RNA (TERT mRNA)","Successful target"
"T48945","TERT","O14746","Colorectal cancer","Small molecular drug","TERT_HUMAN","TERT messenger RNA (TERT mRNA)","Successful target"
"T48945","TERT","O14746","Hepatocellular carcinoma","Small molecular drug","TERT_HUMAN","TERT messenger RNA (TERT mRNA)","Successful target"
"T49493","HBA2","P69905","Lung cancer","Small molecular drug","HBA_HUMAN","Hemoglobin (HB)","Successful target"
"T51076","NTRK3","Q16288","Non-small-cell lung cancer","Small molecular drug","NTRK3_HUMAN","NT-3 growth factor receptor (TrkC)","Successful target"
"T51076","NTRK3","Q16288","Mammary analogue secretory carcinoma","Small molecular drug","NTRK3_HUMAN","NT-3 growth factor receptor (TrkC)","Successful target"
"T51076","NTRK3","Q16288","Solid tumour/cancer","Small molecular drug","NTRK3_HUMAN","NT-3 growth factor receptor (TrkC)","Successful target"
"T51076","NTRK3","Q16288","Colorectal cancer","Small molecular drug","NTRK3_HUMAN","NT-3 growth factor receptor (TrkC)","Successful target"
"T51666","ATP4A","P20648","Solid tumour/cancer","Small molecular drug","ATP4A_HUMAN","Gastric H(+)/K(+) ATPase alpha (ATP4A)","Successful target"
"T52227","Candi TMP1",NA,"Breast cancer","Small molecular drug","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Successful target"
"T52227","Candi TMP1",NA,"Colorectal cancer","Small molecular drug","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Successful target"
"T52227","Candi TMP1",NA,"Biliary cancer","Small molecular drug","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Successful target"
"T52227","Candi TMP1",NA,"Tumour","Small molecular drug","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Successful target"
"T52227","Candi TMP1",NA,"Solid tumour/cancer","Small molecular drug","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Successful target"
"T52227","Candi TMP1",NA,"Rectal adenocarcinoma","Small molecular drug","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Successful target"
"T52227","Candi TMP1",NA,"Colon cancer","Small molecular drug","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Successful target"
"T52227","Candi TMP1",NA,"Gastric adenocarcinoma","Small molecular drug","TYSY_CANAL","Candida Thymidylate synthase (Candi TMP1)","Successful target"
"T52450","MMP1","P03956","Pancreatic cancer","Small molecular drug","MMP1_HUMAN","Matrix metalloproteinase-1 (MMP-1)","Successful target"
"T52450","MMP1","P03956","Solid tumour/cancer","Small molecular drug","MMP1_HUMAN","Matrix metalloproteinase-1 (MMP-1)","Successful target"
"T52450","MMP1","P03956","Lung cancer","Small molecular drug","MMP1_HUMAN","Matrix metalloproteinase-1 (MMP-1)","Successful target"
"T52450","MMP1","P03956","Prostate cancer","Small molecular drug","MMP1_HUMAN","Matrix metalloproteinase-1 (MMP-1)","Successful target"
"T52450","MMP1","P03956","Brain cancer","Small molecular drug","MMP1_HUMAN","Matrix metalloproteinase-1 (MMP-1)","Successful target"
"T52450","MMP1","P03956","Kaposi sarcoma","Small molecular drug","MMP1_HUMAN","Matrix metalloproteinase-1 (MMP-1)","Successful target"
"T52450","MMP1","P03956","Non-small-cell lung cancer","Small molecular drug","MMP1_HUMAN","Matrix metalloproteinase-1 (MMP-1)","Successful target"
"T52522","ADRB2","P07550","Gastric adenocarcinoma","Small molecular drug","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","Successful target"
"T52522","ADRB2","P07550","HER2-positive breast cancer","Small molecular drug","ADRB2_HUMAN","Adrenergic receptor beta-2 (ADRB2)","Successful target"
"T52624",NA,NA,"Non-small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Acute lymphoblastic leukaemia","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Chronic myelogenous leukaemia","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Endometrial cancer","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Renal cell carcinoma","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Triple negative breast cancer","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Colorectal cancer","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Intestinal cancer","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Advanced solid tumour","Combination drug (small molecular drug)","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Ovarian cancer","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Gastric adenocarcinoma","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T52624",NA,NA,"Lung cancer","Small molecular drug","NOUNIPROTAC","Platelet-derived growth factor receptor (PDGFR)","Successful target"
"T53024","SSTR2","P30874","Pituitary adenoma","Small molecular drug","SSR2_HUMAN","Somatostatin receptor type 2 (SSTR2)","Successful target"
"T53378","CA4","P22748","Breast cancer","Small molecular drug","CAH4_HUMAN","Carbonic anhydrase IV (CA-IV)","Successful target"
"T53378","CA4","P22748","Solid tumour/cancer","Small molecular drug","CAH4_HUMAN","Carbonic anhydrase IV (CA-IV)","Successful target"
"T53381","ADRA1D","P25100","Pediatric cancer","Small molecular drug","ADA1D_HUMAN","Adrenergic receptor alpha-1D (ADRA1D)","Successful target"
"T53524","PDGFRA","P16234","Colon cancer","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Solid tumour/cancer","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Gastric adenocarcinoma","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Pancreatic cancer","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Prostate cancer","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Gastrointestinal cancer","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Gastrointestinal stromal tumour","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Breast cancer","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Acute myelogenous leukaemia","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Colorectal cancer","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Acute myeloid leukaemia","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T53524","PDGFRA","P16234","Lung cancer","Small molecular drug","PGFRA_HUMAN","Platelet-derived growth factor receptor alpha (PDGFRA)","Successful target"
"T54644","CACNA1H","O95180","Solid tumour/cancer","Small molecular drug","CAC1H_HUMAN","Voltage-gated calcium channel alpha Cav3.2 (CACNA1H)","Successful target"
"T54644","CACNA1H","O95180","Ovarian cancer","Small molecular drug","CAC1H_HUMAN","Voltage-gated calcium channel alpha Cav3.2 (CACNA1H)","Successful target"
"T55922","AMD1","P17707","Solid tumour/cancer","Small molecular drug","DCAM_HUMAN","S-adenosylmethionine decarboxylase proenzyme (AMD1)","Successful target"
"T55922","AMD1","P17707","Head and neck cancer","Small molecular drug","DCAM_HUMAN","S-adenosylmethionine decarboxylase proenzyme (AMD1)","Successful target"
"T56367",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Phosphodiesterase 1 (PDE1)","Successful target"
"T56418","ALK","Q9UM73","Advanced solid tumour","Small molecular drug","ALK_HUMAN","ALK tyrosine kinase receptor (ALK)","Successful target"
"T56418","ALK","Q9UM73","Lung cancer","Small molecular drug","ALK_HUMAN","ALK tyrosine kinase receptor (ALK)","Successful target"
"T56418","ALK","Q9UM73","Brain metastases","Small molecular drug","ALK_HUMAN","ALK tyrosine kinase receptor (ALK)","Successful target"
