"TARGETID","all_target_genes","uniprotswissprot","DRUGNAME","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T34743",NA,NA,"Azlocillin","Pseudomonas infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Ciprofloxacin XR","Biliary cancer","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Cefditoren","Bacterial infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Ceftobiprole","Community-acquired pneumonia","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Ticarcillin","Bacterial infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Penicillin V Potassium","Bacterial infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Cefuroxime","Acute bronchitis","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Cephalothin Sodium","Bacterial infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Ciprofloxacin XR","Cystic fibrosis","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,NA,NA,"Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"DU-6681","Bacterial infection",NA,"NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Cefdaloxime pentexil tosilate","Bacterial infection",NA,"NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Carbenicillin","Infection of the upper and lower urinary tract","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Tebipenem pivoxil","Respiratory tract infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Meticillin","Neurological disorder","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Piperacillin","Bacterial infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Ciprofloxacin XR","Bacterial infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,NA,NA,NA,"NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Ertapenem","Bacterial infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Cefamandole","Microorganisms infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34743",NA,NA,"Hetacillin","Bacterial infection","Small molecular drug","NOUNIPROTAC","Bacterial Penicillin binding protein (Bact PBP)","Successful target"
"T34772",NA,NA,"Racecadotril","Diarrhea","Small molecular drug","NOUNIPROTAC","Endopeptidase (ENP)","Successful target"
"T34843","GLP2R","O95838","AMX-256","Short bowel syndrome",NA,"GLP2R_HUMAN","Glucagon-like peptide 2 receptor (GLP2R)","Successful target"
"T34843","GLP2R","O95838","Teduglutide","Short bowel syndrome","Small molecular drug","GLP2R_HUMAN","Glucagon-like peptide 2 receptor (GLP2R)","Successful target"
"T34843","GLP2R","O95838","SAN-134","Osteoporosis",NA,"GLP2R_HUMAN","Glucagon-like peptide 2 receptor (GLP2R)","Successful target"
"T34843","GLP2R","O95838","ZP-1848","Inflammatory bowel disease",NA,"GLP2R_HUMAN","Glucagon-like peptide 2 receptor (GLP2R)","Successful target"
"T34843","GLP2R","O95838","FE-203799","Gastrointestinal disease",NA,"GLP2R_HUMAN","Glucagon-like peptide 2 receptor (GLP2R)","Successful target"
"T34843","GLP2R","O95838","Elsiglutide","Diarrhea",NA,"GLP2R_HUMAN","Glucagon-like peptide 2 receptor (GLP2R)","Successful target"
"T34867",NA,NA,"E7016","Melanoma","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Rucaparib","Ovarian cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"MP-124","Stroke",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"BGB-290","Solid tumour/cancer",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"CEP-9722","Non-small-cell lung cancer",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Rubraca rucaparib","Ovarian cancer",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"BSI-201","Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,NA,NA,"Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Talazoparib","Psoriatic arthritis","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Olaparib","Ovarian cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"MK-4827","Ovarian cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"ABT-888","Ovarian cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Olaparib","Prostate cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"MP-124","Ischemic stroke",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"BGB-290","Ovarian cancer",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"MK-4827","Ewing sarcoma","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"ABT-888","Breast cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"ABT-888","Non-small-cell lung cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Olaparib","Pancreatic cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Rubraca rucaparib","Prostate cancer",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"AZD9574","Aggressive cancer","Small molecule","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"INO-1001","Brain cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"Talazoparib","Breast cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"2X-121","Breast cancer",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"ABT-888","Melanoma","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"MK-4827","Breast cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"BGB-290","Recurrent glioblastoma",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"ABT-888","Epithelial ovarian cancer","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"ONO-2231","Cerebrovascular ischaemia",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"BGP-15","Type-2 diabetes","Small molecular drug","NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"CEP-9722","Cerebrovascular ischaemia",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34867",NA,NA,"ABT-767","Solid tumour/cancer",NA,"NOUNIPROTAC","Poly [ADP-ribose] polymerase (PARP)","Successful target"
"T34949","CACNA1A","O00555","XEN007","Migraine",NA,"CAC1A_HUMAN","Voltage-gated calcium channel alpha Cav2.1 (CACNA1A)","Successful target"
"T34949","CACNA1A","O00555","Flunarizine","Migraine","Small molecular drug","CAC1A_HUMAN","Voltage-gated calcium channel alpha Cav2.1 (CACNA1A)","Successful target"
"T34949","CACNA1A","O00555",NA,NA,"Small molecular drug","CAC1A_HUMAN","Voltage-gated calcium channel alpha Cav2.1 (CACNA1A)","Successful target"
"T34949","CACNA1A","O00555","TH-9229","Reperfusion injury",NA,"CAC1A_HUMAN","Voltage-gated calcium channel alpha Cav2.1 (CACNA1A)","Successful target"
"T34949","CACNA1A","O00555","CPU-228","Cardiac failure","Small molecular drug","CAC1A_HUMAN","Voltage-gated calcium channel alpha Cav2.1 (CACNA1A)","Successful target"
"T35465","SLC19A1","P41440","Methotrexate","Proliferative vitreoretinopathy","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35465","SLC19A1","P41440","Folic Acid","Folate-deficiency anemia","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35465","SLC19A1","P41440","Methotrexate","Prostate cancer","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35465","SLC19A1","P41440","Methotrexate","Rheumatoid arthritis","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35465","SLC19A1","P41440","Methotrexate","leukaemia","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35465","SLC19A1","P41440","Folic Acid","Vitamin deficiency","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35465","SLC19A1","P41440","Methotrexate","Solid tumour/cancer","Small molecular drug","S19A1_HUMAN","Solute carrier family 19 member 1 (SLC19A1)","Successful target"
"T35591","NECTIN4","Q96NY8","Enfortumab vedotin","Urothelial carcinoma","Antibody drug conjugate","NECT4_HUMAN","Nectin cell adhesion molecule 4 (NECTIN4)","Successful target"
"T35591","NECTIN4","Q96NY8","ASG-22ME","Solid tumour/cancer","Antibody","NECT4_HUMAN","Nectin cell adhesion molecule 4 (NECTIN4)","Successful target"
"T35591","NECTIN4","Q96NY8","Enfortumab","Urothelial carcinoma","Antibody drug conjugate","NECT4_HUMAN","Nectin cell adhesion molecule 4 (NECTIN4)","Successful target"
"T35591","NECTIN4","Q96NY8","Enfortumab vedotin","Bladder cancer","Antibody drug conjugate","NECT4_HUMAN","Nectin cell adhesion molecule 4 (NECTIN4)","Successful target"
"T35591","NECTIN4","Q96NY8","BT8009","Solid tumour/cancer","Bicycle?toxin conjugate","NECT4_HUMAN","Nectin cell adhesion molecule 4 (NECTIN4)","Successful target"
"T35640","ITGAL","P20701","IC-747","Psoriasis vulgaris",NA,"ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35640","ITGAL","P20701","lifitegrast","Dry eye disease","Small molecular drug","ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35640","ITGAL","P20701","Leukotoxin","Autoimmune diabetes","Small molecular drug","ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35640","ITGAL","P20701","Cytolin","Human immunodeficiency virus infection","Antibody","ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35640","ITGAL","P20701","BMS-587101","Psoriasis vulgaris",NA,"ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35640","ITGAL","P20701","lifitegrast","Allergic conjunctivitis","Small molecular drug","ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35640","ITGAL","P20701","Efalizumab","Psoriasis vulgaris","Antibody","ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35640","ITGAL","P20701",NA,NA,"Small molecular drug","ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35640","ITGAL","P20701","Efalizumab","Renal transplantation","Antibody","ITAL_HUMAN","Integrin alpha-L (ITGAL)","Successful target"
"T35842","MC1R","Q01726","Bremelanotide","Erectile dysfunction","Small molecular drug","MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726",NA,NA,NA,"MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726","AP-1189","Atopic dermatitis",NA,"MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726","Afamelanotide","Vitiligo","Small molecular drug","MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726","Afamelanotide","Erythropoietic porphyrias","Small molecular drug","MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726","MT-II","Female sexual arousal dysfunction","Small molecular drug","MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726","Dersimelagon","Erythropoietic protoporphyria","Small molecule","MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726","Bremelanotide","Hypoactive sexual desire dysfunction","Small molecular drug","MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726","AP-1030","Metabolic disorder",NA,"MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726","PL8177","Ulcerative colitis","Small molecule","MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T35842","MC1R","Q01726",NA,NA,"Small molecular drug","MSHR_HUMAN","Melanocortin receptor 1 (MC1R)","Successful target"
"T36053","SLCO4C1","Q6ZQN7","Digoxin","Congestive cardiac insufficiency","Small molecular drug","SO4C1_HUMAN","Organic anion transporter M1 (SLCO4C1)","Successful target"
"T36053","SLCO4C1","Q6ZQN7","Digoxin","Arrhythmia","Small molecular drug","SO4C1_HUMAN","Organic anion transporter M1 (SLCO4C1)","Successful target"
"T36053","SLCO4C1","Q6ZQN7","Digoxin","Heart failure","Small molecular drug","SO4C1_HUMAN","Organic anion transporter M1 (SLCO4C1)","Successful target"
"T36075","GLP1R","P43220","Liraglutide","Obesity","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GMA105","Obesity","Antibody","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","LATIN T1D","Type-1 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","TTP273","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","SAR425899","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","SKL-18287","Non-insulin dependent diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","NLY01","Alzheimer disease","Small molecule","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","PB-119","Type 2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","LY-307161","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GZR18","Type 2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","OG987SC","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CT 868","Type 2 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","PB-1023","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","LY-2428757","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Avexitide","Hypoglycemia","Peptide","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Lixisenatide","Type-2 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","LY3305677","Type 2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CJC-1131","Type-1 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GLP-1","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","TTP-054","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Pramlintide","Type-1/2 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","PF-4603629","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","LY-315902","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220",NA,NA,"Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","SAR438335","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","OI338GT","Type-1 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220",NA,NA,NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","NLY01","Parkinson disease","Small molecule","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Albiglutide","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CNTO-3649","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CNTO-736","Non-insulin dependent diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Dulaglutide","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","DD01","Obesity","Peptide","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GTP-010","Dyspepsia",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","[123I] iodobenzoyl 12-Ex4","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","ZP2929","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","PF-06882961","Type 2 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Efpeglenatide","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","RG7685","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","F-18 exendin-4 derivative PET tracers","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CVX 096","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","ZYOG1","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Efinopegdutide","Non-alcoholic steatohepatitis","Peptide","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","SAR425899","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GMA102","Obesity","Antibody","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","TH-0318","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","PGC GLP-1","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","JNJ-54728518","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","SX-GLP1","Non-insulin dependent diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","BI 456906","Type 2 diabetes","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","ORMD-0901","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","AZD0186","Type 2 diabetes","Small molecule","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","ZP2929","Obesity",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Retatrutide","Obesity","Peptide","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","OI338GT","Type-1/2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Avexitide","Congenital hyperinsulinism","Peptide","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","ZP-3022","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","PF-07081532","Obesity","Small molecule","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Orforglipron","Obesity","Small molecule","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","ZP2929","Type-1 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GMA102","Type-2 diabetes","Antibody","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GMA105","Type-2 diabetes","Antibody","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","AC-3174","Non-alcoholic steatohepatitis","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","PF-07081532","Type 2 diabetes","Small molecule","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","UNI-rE-4","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Taspoglutide","Type-1 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Glucagon-like peptide-1 analog","Non-insulin dependent diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Exenatide","Cardiovascular disease","Small molecular drug","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Tirzepatide","Type 2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","AZM-134","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","GTP-010","Irritable bowel syndrome",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CT-388","Obesity",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CM-GLP-1","Brain injury",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CM3.1-AC100","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","LY3437943","Obesity","Peptide","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CT-388","Type 2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","LY2944876","Diabetic complication",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","TT-401","Type-2 diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","Pemvidutide","Obesity","Small molecule","GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
"T36075","GLP1R","P43220","CAM-2036","Non-insulin dependent diabetes",NA,"GLP1R_HUMAN","Glucagon-like peptide 1 receptor (GLP1R)","Successful target"
