"TARGETID","all_target_genes","uniprotswissprot","INDICATION","DRUGTYPE","UNIPROID","TARGNAME","TARGTYPE"
"T20761","VEGFA","P15692","Solid tumour/cancer","Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Fallopian tube cancer",NA,"VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Exudative age-related macular degeneration","siRNA drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Neovascular age-related macular degeneration","Antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Rheumatoid arthritis","Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Brain metastases","Monoclonal antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692",NA,"Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Diabetic macular edema",NA,"VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Blood vessel proliferative disorder","Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Wet age-related macular degeneration","Antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Neurodegenerative disorder","Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Hepatocellular carcinoma",NA,"VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Lung cancer","Monoclonal antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Metabolic disorder","Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Solid tumour/cancer","Antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692",NA,"Antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Macular degeneration","Antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Carotid artery disease","Antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Non-hodgkin lymphoma","Combination drug (Antibody)","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Colorectal cancer","Monoclonal antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Breast cancer","Combination drug (Antibody)","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Cell proliferative disorder","Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Hypopharyngeal squamous cell carcinoma",NA,"VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Virus infection","Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Ovarian cancer",NA,"VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Lymphoma","Combination drug (Antibody)","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Corneal neovascularization","Antibody","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Fibrosis","Small molecular drug","VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20761","VEGFA","P15692","Non-small-cell lung cancer",NA,"VEGFA_HUMAN","Vascular endothelial growth factor A (VEGFA)","Successful target"
"T20796",NA,NA,"Plasmodium vivax malaria","Small molecular drug","NOUNIPROTAC","Reactive oxygen species (ROS)","Successful target"
"T20796",NA,NA,"Asthma","Small molecular drug","NOUNIPROTAC","Reactive oxygen species (ROS)","Successful target"
"T20796",NA,NA,"Amyotrophic lateral sclerosis","Small molecular drug","NOUNIPROTAC","Reactive oxygen species (ROS)","Successful target"
"T20796",NA,NA,"Malaria","Small molecular drug","NOUNIPROTAC","Reactive oxygen species (ROS)","Successful target"
"T20796",NA,NA,"Hepatitis C virus infection","Small molecular drug","NOUNIPROTAC","Reactive oxygen species (ROS)","Successful target"
"T20808","IDH1; IDH2; IDH3A; IDH3B; IDH3G",NA,"Acute myelogenous leukaemia",NA,"IDHC_HUMAN; IDHP_HUMAN; IDH3A_HUMAN; IDH3B_HUMAN; IDH3G_HUMAN","Isocitrate dehydrogenase (IDH)","Successful target"
"T20808","IDH1; IDH2; IDH3A; IDH3B; IDH3G",NA,"Acute myeloid leukaemia",NA,"IDHC_HUMAN; IDHP_HUMAN; IDH3A_HUMAN; IDH3B_HUMAN; IDH3G_HUMAN","Isocitrate dehydrogenase (IDH)","Successful target"
"T20808","IDH1; IDH2; IDH3A; IDH3B; IDH3G",NA,"Glioma",NA,"IDHC_HUMAN; IDHP_HUMAN; IDH3A_HUMAN; IDH3B_HUMAN; IDH3G_HUMAN","Isocitrate dehydrogenase (IDH)","Successful target"
"T21112",NA,NA,"Impetigo",NA,"NOUNIPROTAC","DNA replication (DNA repli)","Successful target"
"T21112",NA,NA,"Kaposi sarcoma","Small molecular drug","NOUNIPROTAC","DNA replication (DNA repli)","Successful target"
"T21112",NA,NA,"Solid tumour/cancer","Small molecular drug","NOUNIPROTAC","DNA replication (DNA repli)","Successful target"
"T21112",NA,NA,"Acute myeloid leukaemia","Small molecular drug","NOUNIPROTAC","DNA replication (DNA repli)","Successful target"
"T21112",NA,NA,"Acute lymphoblastic leukaemia","Small molecular drug","NOUNIPROTAC","DNA replication (DNA repli)","Successful target"
"T21112",NA,NA,"Bacterial infection",NA,"NOUNIPROTAC","DNA replication (DNA repli)","Successful target"
"T21112",NA,NA,"Chronic lymphocytic leukaemia","Small molecular drug","NOUNIPROTAC","DNA replication (DNA repli)","Successful target"
"T21123","EPAS1","Q99814","Brain cancer",NA,"EPAS1_HUMAN","Hypoxia-inducible factor 2 alpha (HIF-2A)","Successful target"
"T21123","EPAS1","Q99814","Recurrent glioblastoma",NA,"EPAS1_HUMAN","Hypoxia-inducible factor 2 alpha (HIF-2A)","Successful target"
"T21123","EPAS1","Q99814","Renal cell carcinoma",NA,"EPAS1_HUMAN","Hypoxia-inducible factor 2 alpha (HIF-2A)","Successful target"
"T21123","EPAS1","Q99814","Solid tumour/cancer",NA,"EPAS1_HUMAN","Hypoxia-inducible factor 2 alpha (HIF-2A)","Successful target"
"T21123","EPAS1","Q99814","Von hippel-lindau disease",NA,"EPAS1_HUMAN","Hypoxia-inducible factor 2 alpha (HIF-2A)","Successful target"
"T21334","TNFSF11","O14788","Rheumatoid arthritis","Antibody","TNF11_HUMAN","Osteoclast differentiation factor (ODF)","Successful target"
"T21334","TNFSF11","O14788","Postmenopausal osteoporosis","Antibody","TNF11_HUMAN","Osteoclast differentiation factor (ODF)","Successful target"
"T21334","TNFSF11","O14788","Prostate cancer","Antibody","TNF11_HUMAN","Osteoclast differentiation factor (ODF)","Successful target"
"T21334","TNFSF11","O14788","Bone metastases",NA,"TNF11_HUMAN","Osteoclast differentiation factor (ODF)","Successful target"
"T21334","TNFSF11","O14788","Osteoporosis",NA,"TNF11_HUMAN","Osteoclast differentiation factor (ODF)","Successful target"
"T21447",NA,NA,"Mucositis","Small molecular drug","NOUNIPROTAC","Glutamine receptor (GluR)","Successful target"
"T21678","GLA","P06280","Fabry disease","Small molecular drug","AGAL_HUMAN","Alpha-galactosidase A (GLA)","Successful target"
"T21678","GLA","P06280","Fabry disease",NA,"AGAL_HUMAN","Alpha-galactosidase A (GLA)","Successful target"
"T21678","GLA","P06280","Fabry disease","Gene therapy","AGAL_HUMAN","Alpha-galactosidase A (GLA)","Successful target"
"T21678","GLA","P06280",NA,"Small molecular drug","AGAL_HUMAN","Alpha-galactosidase A (GLA)","Successful target"
"T21890","CEACAM3","P40198","Breast cancer","Antibody","CEAM3_HUMAN","Carcinoembryonic antigen CGM1 (CD66d)","Successful target"
"T21945","SLC6A2","P23975","Attention deficit hyperactivity disorder",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975",NA,NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Depression","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Anaesthesia","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Alcohol dependence","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Acute pain","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Attention deficit hyperactivity disorder","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Depression",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Mood disorder","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Major depressive disorder","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Pheochromocytoma","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Fatigue",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Eating disorder","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Heart failure",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Cancer related pain",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Neuroendocrine cancer","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Glaucoma/ocular hypertension",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Fibromyalgia","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Major depressive disorder",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Pain","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Neuroblastoma","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975",NA,"Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Cognitive impairment","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Orthostatic hypotension",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Pain",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Stomach disease","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Neuropathic pain","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Cocaine addiction","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Smoking dependence","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Mood disorder",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Chronic low back pain","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Obesity","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Migraine","Small molecular drug","SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Open-angle glaucoma",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21945","SLC6A2","P23975","Neurological disorder",NA,"SC6A2_HUMAN","Norepinephrine transporter (NET)","Successful target"
"T21960","ANGPT2","O15123","Asthma","Small molecular drug","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Colorectal cancer","Monoclonal antibody","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Neuropathic pain","Small molecular drug","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Solid tumour/cancer","Antibody","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Solid tumour/cancer",NA,"ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Ovarian cancer","Antibody","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Sexual dysfunction","Small molecular drug","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Ovarian cancer","Recombinant protein","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Neovascular age-related macular degeneration","Antibody","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Breast cancer","Small molecular drug","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Sepsis","Antibody","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Diabetic macular edema","Antibody","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Renal cell carcinoma","Recombinant protein","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Neoplasm","Antibody","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Wet age-related macular degeneration","Antibody","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Solid tumour/cancer","Recombinant protein","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Metastatic colorectal cancer",NA,"ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Neovascular age-related macular degeneration",NA,"ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Alzheimer disease","Small molecular drug","ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T21960","ANGPT2","O15123","Colorectal cancer",NA,"ANGP2_HUMAN","Angiopoietin-2 (ANGPT2)","Successful target"
"T22095","IL17A","Q16552","Solid tumour/cancer",NA,"IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Psoriasis vulgaris","Monoclonal antibody","IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Rheumatoid arthritis",NA,"IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Plaque psoriasis","Monoclonal antibody","IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Asthma","Antibody","IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Rheumatoid arthritis","Antibody","IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Rheumatoid arthritis","Monoclonal antibody","IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Asthma","Monoclonal antibody","IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Psoriatic arthritis",NA,"IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Multiple myeloma",NA,"IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Chronic plaque psoriasis",NA,"IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Plaque psoriasis",NA,"IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Acne vulgaris",NA,"IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Arthritis","Antibody","IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22095","IL17A","Q16552","Psoriatic arthritis","Monoclonal antibody","IL17_HUMAN","Interleukin-17 (IL17)","Successful target"
"T22118","DRD1","P21728",NA,NA,"DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Cognitive impairment","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Schizophrenia",NA,"DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Allergy","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Glaucoma/ocular hypertension","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Psychotic disorder",NA,"DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Type-2 diabetes","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Cocaine addiction","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Parkinson disease","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Psychotic disorder","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728",NA,"Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Schizophrenia","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Dementia",NA,"DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Tourette syndrome","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Hypertension","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Psychiatric disorder",NA,"DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Pain","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Substance use disorder",NA,"DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Parkinson disease","Small molecule","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22118","DRD1","P21728","Spontaneous abortion","Small molecular drug","DRD1_HUMAN","Dopamine D1 receptor (D1R)","Successful target"
"T22212","FCGR2A","P12318","Systemic lupus erythematosus","Small molecular drug","FCG2A_HUMAN","Immunoglobulin gamma Fc receptor IIA (FCGR2A)","Successful target"
"T22212","FCGR2A","P12318","Idiopathic thrombocytopenic purpura","Small molecular drug","FCG2A_HUMAN","Immunoglobulin gamma Fc receptor IIA (FCGR2A)","Successful target"
"T22212","FCGR2A","P12318","Diabetic nephropathy","Small molecular drug","FCG2A_HUMAN","Immunoglobulin gamma Fc receptor IIA (FCGR2A)","Successful target"
"T22285","GRIN2A","Q12879","Neurodegenerative disorder","Small molecular drug","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","Successful target"
"T22285","GRIN2A","Q12879","Convulsion","Small molecular drug","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","Successful target"
"T22285","GRIN2A","Q12879","Cerebrovascular ischaemia","Small molecular drug","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","Successful target"
"T22285","GRIN2A","Q12879","Neurological disorder","Small molecular drug","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","Successful target"
"T22285","GRIN2A","Q12879",NA,"Small molecular drug","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","Successful target"
"T22285","GRIN2A","Q12879",NA,NA,"NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","Successful target"
"T22285","GRIN2A","Q12879","Alzheimer disease","Small molecular drug","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","Successful target"
"T22285","GRIN2A","Q12879","Malnutrition","Small molecular drug","NMDE1_HUMAN","Glutamate receptor ionotropic NMDA 2A (NMDAR2A)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Fungal infection",NA,"GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Acne vulgaris",NA,"GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Ocular inflammation","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,NA,"Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Skin and skin-structure infection","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Bacterial infection",NA,"GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Conjunctivitis","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Neisseria gonorrhoeae infection",NA,"GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Pneumonia","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Respiratory tract infection","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Otitis media","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Bacterial infection","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Urinary tract infection","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Cystic fibrosis","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Gram-positive bacterial infection","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Infectious disease",NA,"GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Community-acquired pneumonia","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Chronic bronchitis","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,NA,NA,"GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Staphylococcus infection",NA,"GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"infection associated with diabetic foot ulcers","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Impetigo",NA,"GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Joint infection","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Biliary cancer","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22348","Bact gyrA; Bact gyrB",NA,"Escherichia coli infection","Small molecular drug","GYRA_STAAU; GYRB_STAAU","Bacterial DNA gyrase (Bact gyrase)","Successful target"
"T22658","CXCL8","P10145","Coronavirus Disease 2019 (COVID-19)","Antibody","IL8_HUMAN","Interleukin-8 (IL8)","Successful target"
"T22658","CXCL8","P10145","Solid tumour/cancer",NA,"IL8_HUMAN","Interleukin-8 (IL8)","Successful target"
"T22658","CXCL8","P10145","Melanoma","Antibody","IL8_HUMAN","Interleukin-8 (IL8)","Successful target"
"T22658","CXCL8","P10145","Pain","Small molecular drug","IL8_HUMAN","Interleukin-8 (IL8)","Successful target"
"T22658","CXCL8","P10145","Autoimmune diabetes",NA,"IL8_HUMAN","Interleukin-8 (IL8)","Successful target"
"T22658","CXCL8","P10145","Solid tumour/cancer","Antibody","IL8_HUMAN","Interleukin-8 (IL8)","Successful target"
"T22658","CXCL8","P10145",NA,"Small molecular drug","IL8_HUMAN","Interleukin-8 (IL8)","Successful target"
"T22839","CELA1","Q9UNI1","Cystic fibrosis",NA,"CELA1_HUMAN","Pancreatic elastase 1 (CELA1)","Successful target"
"T22839","CELA1","Q9UNI1","Cancer related pain","Small molecular drug","CELA1_HUMAN","Pancreatic elastase 1 (CELA1)","Successful target"
"T22839","CELA1","Q9UNI1","Emphysema","Small molecular drug","CELA1_HUMAN","Pancreatic elastase 1 (CELA1)","Successful target"
"T22839","CELA1","Q9UNI1","Ulcerative colitis","Small molecular drug","CELA1_HUMAN","Pancreatic elastase 1 (CELA1)","Successful target"
