"","Cluster","Term","PValue","Adjusted_Pvalue","Genes"
"195",5,"response to toxic substance (GO:0009636)","1.3364900049270784E-9","1.241026433146573E-7","CCL5;CCL4;CCL3;CCL2;CRIP1;ASS1"
"196",5,"cell chemotaxis (GO:0060326)","2.2672526283728645E-9","1.8421427605529524E-7","CCL20;CCL5;CCL4;CCL3;SAA1;CCL2"
"197",5,"positive regulation of lymphocyte migration (GO:2000403)","3.754660024555181E-9","2.7116989066231866E-7","CCL20;CCL5;CCL4;CCL3"
"198",5,"positive regulation of leukocyte migration (GO:0002687)","4.72451162830299E-9","3.0709325583969434E-7","CCL20;CCL5;CCL4;CCL3;CCL2"
"199",5,"regulation of leukocyte migration (GO:0002685)","2.6955101099121517E-8","1.5928014285844533E-6","CCL20;CCL5;CCL4;CCL3;CCL2"
"200",5,"granulocyte chemotaxis (GO:0071621)","1.0192400585928009E-7","5.505880132780713E-6","CCL5;CCL3;SAA1;CCL2"
"201",5,"negative regulation by host of viral transcription (GO:0043922)","1.1167396036693565E-7","5.505880132780713E-6","CCL5;CCL4;CCL3"
"202",5,"granulocyte migration (GO:0097530)","1.1858818747527689E-7","5.505880132780713E-6","CCL5;CCL3;SAA1;CCL2"
"203",5,"positive regulation of leukocyte chemotaxis (GO:0002690)","1.2764400714627878E-7","5.531240309672081E-6","CCL5;CCL4;CCL3;CCL2"
"204",5,"regulation of leukocyte chemotaxis (GO:0002688)","2.81262459510439E-7","1.0846140631431894E-5","CCL5;CCL4;CCL3;CCL2"
"205",5,"lymphocyte chemotaxis (GO:0048247)","2.8366829343744953E-7","1.0846140631431894E-5","CCL3;SAA1;CCL2"
"206",5,"monocyte chemotaxis (GO:0002548)","3.442744264155221E-7","1.2432132065004966E-5","CCL5;CCL3;CCL2"
"207",5,"positive regulation of ion transport (GO:0043270)","3.7253939576094555E-7","1.2744768802348137E-5","CCL5;CCL4;CCL3;CCL2;MIF"
"208",5,"myeloid leukocyte migration (GO:0097529)","4.4125843826371367E-7","1.4340899243570694E-5","CCL5;CCL3;SAA1;CCL2"
"209",5,"positive regulation of response to external stimulus (GO:0032103)","5.471215080468297E-7","1.628564556151659E-5","CCL5;CCL4;CCL3;CCL2;MIF"
"210",5,"modulation by host of viral transcription (GO:0043921)","5.762613044844332E-7","1.628564556151659E-5","CCL5;CCL4;CCL3"
"211",5,"modulation by host of symbiont transcription (GO:0052472)","5.762613044844332E-7","1.628564556151659E-5","CCL5;CCL4;CCL3"
"212",5,"modulation of transcription in other organism involved in symbiotic interaction (GO:0052312)","6.719532110002424E-7","1.819873279792323E-5","CCL5;CCL4;CCL3"
"213",5,"cellular response to interferon-gamma (GO:0071346)","7.970231753397781E-7","2.072260255883423E-5","CCL5;CCL3;CCL2;ASS1"
"214",5,"cellular response to tumor necrosis factor (GO:0071356)","8.340958843089527E-7","2.0852397107723816E-5","CCL5;CCL3;CCL2;ASS1"
"215",5,"positive regulation of chemotaxis (GO:0050921)","8.724367991195234E-7","2.100310812695149E-5","CCL5;CCL4;CCL3;CCL2"
"216",5,"positive regulation of calcium ion transport (GO:0051928)","9.12073938717218E-7","2.117314500593542E-5","CCL5;CCL4;CCL3;CCL2"
"217",5,"negative regulation of viral transcription (GO:0032897)","1.0209769829080983E-6","2.2883966858284964E-5","CCL5;CCL4;CCL3"
"218",5,"leukocyte chemotaxis (GO:0030595)","1.331899620230903E-6","2.8857825105002902E-5","CCL5;CCL3;SAA1;CCL2"
"219",5,"lymphocyte migration (GO:0072676)","1.6490716032231716E-6","3.457730780951811E-5","CCL3;SAA1;CCL2"
"220",5,"positive regulation of behavior (GO:0048520)","1.746496000762262E-6","3.514560862326499E-5","CCL5;CCL4;CCL3;CCL2"
"221",5,"response to interferon-gamma (GO:0034341)","1.8127245448347064E-6","3.514560862326499E-5","CCL5;CCL3;CCL2;ASS1"
"222",5,"lipopolysaccharide-mediated signaling pathway (GO:0031663)","1.8383856818323226E-6","3.514560862326499E-5","CCL5;CCL3;CCL2"
"223",5,"cellular response to lipopolysaccharide (GO:0071222)","1.9507581074087584E-6","3.622836485187695E-5","CCL5;CCL3;CCL2;ASS1"
"224",5,"response to tumor necrosis factor (GO:0034612)","2.0226298140825585E-6","3.6519704976490644E-5","CCL5;CCL3;CCL2;ASS1"
"225",5,"protein kinase B signaling (GO:0043491)","2.259137346097175E-6","3.765228910161958E-5","CCL5;CCL3;CCL2"
"226",5,"modification by host of symbiont morphology or physiology (GO:0051851)","2.259137346097175E-6","3.765228910161958E-5","CCL5;CCL4;CCL3"
"227",5,"positive chemotaxis (GO:0050918)","2.259137346097175E-6","3.765228910161958E-5","CCL5;CCL3;MIF"
"228",5,"cellular response to molecule of bacterial origin (GO:0071219)","2.411895159874217E-6","3.9193296347956024E-5","CCL5;CCL3;CCL2;ASS1"
"229",5,"interaction with symbiont (GO:0051702)","2.7392524648938054E-6","4.229072169770805E-5","CCL5;CCL4;CCL3"
"230",5,"regulation of chemotaxis (GO:0050920)","2.7612791367799584E-6","4.229072169770805E-5","CCL5;CCL4;CCL3;CCL2"
"231",5,"positive regulation of cell migration (GO:0030335)","2.7976938969253015E-6","4.229072169770805E-5","CCL20;CCL5;CCL4;CCL3;CCL2"
"232",5,"positive regulation of cell motility (GO:2000147)","3.156964457587134E-6","4.663697494162812E-5","CCL20;CCL5;CCL4;CCL3;CCL2"
"233",5,"positive regulation of cellular component movement (GO:0051272)","3.671243815753301E-6","5.3029077338658796E-5","CCL20;CCL5;CCL4;CCL3;CCL2"
"234",5,"cellular response to biotic stimulus (GO:0071216)","4.036237578516141E-6","5.703379187033678E-5","CCL5;CCL3;CCL2;ASS1"
"235",5,"positive regulation of locomotion (GO:0040017)","4.181775044558247E-6","5.783305912686938E-5","CCL20;CCL5;CCL4;CCL3;CCL2"
"236",5,"neutrophil chemotaxis (GO:0030593)","6.611071131028793E-6","8.95249215660149E-5","CCL3;SAA1;CCL2"
"237",5,"cellular response to interleukin-1 (GO:0071347)","7.079575915355642E-6","9.203448689962334E-5","CCL5;CCL3;CCL2"
"238",5,"neutrophil migration (GO:1990266)","7.079575915355642E-6","9.203448689962334E-5","CCL3;SAA1;CCL2"
"239",5,"regulation of behavior (GO:0050795)","1.0012040257404894E-5","1.2760443465319963E-4","CCL5;CCL4;CCL3;CCL2"
"240",5,"regulation of calcium ion transport (GO:0051924)","1.1256602554219894E-5","1.4070753192774868E-4","CCL5;CCL4;CCL3;CCL2"
"241",5,"modification of morphology or physiology of other organism involved in symbiotic interaction (GO:0051817)","1.9626083271136438E-5","2.4069724766488082E-4","CCL5;CCL4;CCL3"
"242",5,"response to radiation (GO:0009314)","2.5604501142680885E-5","2.9961385940941473E-4","SDC3;NMU;CCL2;AGRN;CRIP1"
"243",5,"positive regulation of cytokine secretion (GO:0050715)","2.5812886349118805E-5","2.9961385940941473E-4","CCL3;SAA1;MIF"
"244",5,"response to interleukin-1 (GO:0070555)","2.812893379316708E-5","3.207685432554141E-4","CCL5;CCL3;CCL2"
"245",5,"regulation of neuron death (GO:1901214)","3.308357809320717E-5","3.4313470027512005E-4","CCL5;CCL3;CCL2;AGRN"
"246",5,"negative regulation of viral process (GO:0048525)","3.316283417354235E-5","3.4313470027512005E-4","CCL5;CCL4;CCL3"
"247",5,"leukocyte migration (GO:0050900)","3.366209145476293E-5","3.4313470027512005E-4","CCL5;CCL3;SAA1;CCL2"
"248",5,"modification of morphology or physiology of other organism (GO:0035821)","3.450756879106439E-5","3.4313470027512005E-4","CCL5;CCL4;CCL3"
"249",5,"regulation of viral transcription (GO:0046782)","3.450756879106439E-5","3.4313470027512005E-4","CCL5;CCL4;CCL3"
"250",5,"response to lipopolysaccharide (GO:0032496)","3.484136956639681E-5","3.4313470027512005E-4","CCL5;CCL3;CCL2;ASS1"
"251",5,"response to molecule of bacterial origin (GO:0002237)","4.46776295470102E-5","4.3343968963517355E-4","CCL5;CCL3;CCL2;ASS1"
"252",5,"positive regulation of secretion by cell (GO:1903532)","4.7612438902286074E-5","4.551189012718522E-4","NMU;CCL3;SAA1;MIF"
"253",5,"regulation of metal ion transport (GO:0010959)","4.9904486557255784E-5","4.7011472843791675E-4","CCL5;CCL4;CCL3;CCL2"
"254",5,"cellular calcium ion homeostasis (GO:0006874)","5.900490265506888E-5","5.47902667511354E-4","CCL5;CCL3;SAA1;CCL2"
"255",5,"cellular divalent inorganic cation homeostasis (GO:0072503)","6.828173865373543E-5","6.164323628462227E-4","CCL5;CCL3;SAA1;CCL2"
"256",5,"positive regulation of secretion (GO:0051047)","7.025786149375726E-5","6.175992372031233E-4","NMU;CCL3;SAA1;MIF"
"257",5,"calcium ion homeostasis (GO:0055074)","7.126145044651423E-5","6.175992372031233E-4","CCL5;CCL3;SAA1;CCL2"
"258",5,"divalent inorganic cation homeostasis (GO:0072507)","8.997538682696902E-5","7.497948902247419E-4","CCL5;CCL3;SAA1;CCL2"
"259",5,"cellular response to organic cyclic compound (GO:0071407)","8.997538682696902E-5","7.497948902247419E-4","CCL5;CCL3;CCL2;ASS1"
"260",5,"regulation of cytokine secretion (GO:0050707)","9.32168683564829E-5","7.573870553964236E-4","CCL3;SAA1;MIF"
"261",5,"positive regulation of protein secretion (GO:0050714)","9.32168683564829E-5","7.573870553964236E-4","CCL3;SAA1;MIF"
"262",5,"regulation of multi-organism process (GO:0043900)","1.0926275947825988E-4","8.767999217391225E-4","CCL5;CCL4;CCL3;MIF"
"263",5,"cellular response to lipid (GO:0071396)","1.2218804149196746E-4","9.568943008407089E-4","CCL5;CCL3;CCL2;ASS1"
"264",5,"response to light stimulus (GO:0009416)","1.3298425954403267E-4","0.0010169384553367204","SDC3;NMU;AGRN;CRIP1"
"265",5,"negative regulation of multi-organism process (GO:0043901)","1.8260111085197057E-4","0.0013336036185818076","CCL5;CCL4;CCL3"
"266",5,"cellular metal ion homeostasis (GO:0006875)","2.0626156935152858E-4","0.0014695270337075391","CCL5;CCL3;SAA1;CCL2"
"267",5,"positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)","2.07994595540144E-4","0.0014695270337075391","CCL5;DOK7;MIF"
"268",5,"regulation of viral process (GO:0050792)","2.7063448488720565E-4","0.001832420991423788","CCL5;CCL4;CCL3"
"269",5,"cellular cation homeostasis (GO:0030003)","2.743722591588847E-4","0.0018385769943636606","CCL5;CCL3;SAA1;CCL2"
"270",5,"cellular ion homeostasis (GO:0006873)","3.109603479655652E-4","0.0020416588502789636","CCL5;CCL3;SAA1;CCL2"
"271",5,"regulation of protein secretion (GO:0050708)","3.204502501196186E-4","0.002082926625777521","CCL3;SAA1;MIF"
"272",5,"metal ion homeostasis (GO:0055065)","3.739435003758753E-4","0.002349030941045327","CCL5;CCL3;SAA1;CCL2"
"273",5,"MAPK cascade (GO:0000165)","3.758449505672523E-4","0.002349030941045327","CCL5;CCL3;CCL2"
"274",5,"regulation of symbiosis, encompassing mutualism through parasitism (GO:0043903)","4.023229136546445E-4","0.002490570417862085","CCL5;CCL4;CCL3"
"275",5,"cellular chemical homeostasis (GO:0055082)","4.8494044878767776E-4","0.0028918467129540417","CCL5;CCL3;SAA1;CCL2"
"276",5,"positive regulation of protein kinase activity (GO:0045860)","5.013412565277325E-4","0.0029272755019477464","CCL5;DOK7;CCL2;MIF"
"277",5,"regulation of neuron apoptotic process (GO:0043523)","5.043920864894578E-4","0.0029272755019477464","CCL3;CCL2;AGRN"
"278",5,"regulation of peptidyl-tyrosine phosphorylation (GO:0050730)","5.122581696905276E-4","0.002946617790255247","CCL5;DOK7;MIF"
"279",5,"response to other organism (GO:0051707)","5.266830008683636E-4","0.003003017110214354","CCL20;CCL5;CCL4;CCL2"
"280",5,"cation homeostasis (GO:0055080)","5.396921394315246E-4","0.0030380325878409755","CCL5;CCL3;SAA1;CCL2"
"281",5,"cellular response to cytokine stimulus (GO:0071345)","5.663985839613304E-4","0.0031199921997869897","CCL5;CCL3;CCL2;ASS1"
"282",5,"positive regulation of kinase activity (GO:0033674)","6.082137021731488E-4","0.0032944908867712226","CCL5;DOK7;CCL2;MIF"
"283",5,"regulation of cytokine production (GO:0001817)","6.17797431805082E-4","0.0033127714829141283","CCL3;SAA1;CCL2;MIF"
"284",5,"signal transduction by phosphorylation (GO:0023014)","6.217817244854209E-4","0.0033127714829141283","CCL5;CCL3;CCL2"
"285",5,"aging (GO:0007568)","6.39855063874516E-4","0.0033813478985238645","CCL2;MIF;ASS1"
"286",5,"positive regulation of protein transport (GO:0051222)","9.175215301181585E-4","0.004659289020131274","CCL3;SAA1;MIF"
"287",5,"positive regulation of lymphocyte activation (GO:0051251)","0.0010620385452050165","0.005310192726025082","CCL5;CCL2;MIF"
"288",5,"regulation of inflammatory response (GO:0050727)","0.0011132343277154772","0.005523681778740917","CCL5;CCL3;SAA1"
"289",5,"positive regulation of leukocyte activation (GO:0002696)","0.0013191043369600057","0.006351243103881509","CCL5;CCL2;MIF"
"290",5,"positive regulation of cell activation (GO:0050867)","0.0014688684212084148","0.006969083750258903","CCL5;CCL2;MIF"
"291",5,"response to alcohol (GO:0097305)","0.001500052386013126","0.007065464137018346","CCL3;CCL2;ASS1"
"292",5,"negative regulation of immune system process (GO:0002683)","0.002154055098399999","0.009791159538181814","CCL3;CCL2;MIF"
"293",5,"positive regulation of cytokine production (GO:0001819)","0.0024841135599808816","0.010764492093250486","CCL3;SAA1;MIF"
"294",5,"regulation of cell adhesion (GO:0030155)","0.0026828606121253886","0.011472759196588833","CCL5;SAA1;ASS1"
"295",5,"regulation of lymphocyte activation (GO:0051249)","0.0028676052346697117","0.01210352858789164","CCL5;CCL2;MIF"
"296",5,"regulation of response to wounding (GO:1903034)","0.002938869361367658","0.012324290870251468","CCL5;CCL3;SAA1"
"297",5,"regulation of protein transport (GO:0051223)","0.003768079927558287","0.015118839215511645","CCL3;SAA1;MIF"
"298",5,"regulation of leukocyte activation (GO:0002694)","0.0040830197290519146","0.015987727854721353","CCL5;CCL2;MIF"
"299",5,"regulation of cell activation (GO:0050865)","0.005022539912873846","0.018655148247817145","CCL5;CCL2;MIF"
"300",5,"regulation of establishment of protein localization (GO:0070201)","0.005788586000128655","0.02113809494429003","CCL3;SAA1;MIF"
"301",5,"Chemokine signaling pathway Homo sapiens hsa04062","3.8258171472979787E-7","9.564542868244947E-6","CCL20;CCL5;CCL4;CCL3;CCL2"
"302",5,"Rheumatoid arthritis Homo sapiens hsa05323","8.724367991195234E-7","1.0905459988994043E-5","CCL20;CCL5;CCL3;CCL2"
"303",5,"Cytokine-cytokine receptor interaction Homo sapiens hsa04060","2.136160233747898E-6","1.7801335281232483E-5","CCL20;CCL5;CCL4;CCL3;CCL2"
"304",5,"Chagas disease (American trypanosomiasis) Homo sapiens hsa05142","8.808317003142788E-5","4.335960163705791E-4","CCL5;CCL3;CCL2"
"305",5,"Toll-like receptor signaling pathway Homo sapiens hsa04620","9.32168683564829E-5","4.335960163705791E-4","CCL5;CCL4;CCL3"
"306",5,"TNF signaling pathway Homo sapiens hsa04668","1.0406304392893897E-4","4.335960163705791E-4","CCL20;CCL5;CCL2"
"307",5,"Peptide ligand-binding receptors Homo sapiens R-HSA-375276","1.2520900887501765E-10","1.0767974763251518E-8","CCL20;CCL5;CCL4;NMU;CCL3;SAA1;CCL2"
"308",5,"Chemokine receptors bind chemokines Homo sapiens R-HSA-380108","8.642964323137268E-10","3.716474658949025E-8","CCL20;CCL5;CCL4;CCL3;CCL2"
"309",5,"Class A/1 (Rhodopsin-like receptors) Homo sapiens R-HSA-373076","4.5457136830815835E-9","1.303104589150054E-7","CCL20;CCL5;CCL4;NMU;CCL3;SAA1;CCL2"
"310",5,"GPCR ligand binding Homo sapiens R-HSA-500792","4.2595859702072157E-8","9.158109835945514E-7","CCL20;CCL5;CCL4;NMU;CCL3;SAA1;CCL2"
"311",5,"G alpha (i) signalling events Homo sapiens R-HSA-418594","4.256527086691506E-5","5.459293532806991E-4","CCL20;CCL5;NMU;SAA1"
"312",5,"Signaling by GPCR Homo sapiens R-HSA-372790","5.078412588657666E-5","5.459293532806991E-4","CCL20;CCL5;CCL4;NMU;CCL3;SAA1;CCL2"
"313",5,"Signal Transduction Homo sapiens R-HSA-162582","6.195473456144677E-5","5.920119080316024E-4","CCL20;CCL5;SDC3;CCL4;NMU;CCL3;SAA1;CCL2;AGRN"
"314",5,"GPCR downstream signaling Homo sapiens R-HSA-388396","0.008258935205816083","0.025116051728609406","CCL20;CCL5;NMU;SAA1"
"315",5,"Metabolism Homo sapiens R-HSA-1430728","0.2169149992025474","0.24226870040803994","SDC3;AGRN;ASS1"
"316",7,"nuclear division (GO:0000280)","2.6007499364072385E-9","2.5144065553593646E-7","ANLN;CENPW;CENPN;MKI67;SKA3;MISP;NDC80"
"317",7,"CENP-A containing nucleosome assembly (GO:0034080)","3.13050162448543E-9","2.5144065553593646E-7","CENPU;CENPW;HJURP;CENPN"
"318",7,"chromatin remodeling at centromere (GO:0031055)","4.4675219037569556E-9","2.5144065553593646E-7","CENPU;CENPW;HJURP;CENPN"
"319",7,"organelle fission (GO:0048285)","4.744163311998801E-9","2.5144065553593646E-7","ANLN;CENPW;CENPN;MKI67;SKA3;MISP;NDC80"
"320",7,"chromosome segregation (GO:0007059)","9.238136840810726E-9","3.8138031693091475E-7","CENPW;HJURP;CENPN;SKA3;NDC80"
"321",7,"histone exchange (GO:0043486)","1.1077829399291044E-8","3.8138031693091475E-7","CENPU;CENPW;HJURP;CENPN"
"322",7,"DNA replication-independent nucleosome organization (GO:0034724)","1.4391710072864707E-8","3.8138031693091475E-7","CENPU;CENPW;HJURP;CENPN"
"323",7,"DNA replication-independent nucleosome assembly (GO:0006336)","1.4391710072864707E-8","3.8138031693091475E-7","CENPU;CENPW;HJURP;CENPN"
"324",7,"mitotic nuclear division (GO:0007067)","3.107802107188356E-8","7.320600519154795E-7","ANLN;CENPW;CENPN;SKA3;MISP;NDC80"
"325",7,"ATP-dependent chromatin remodeling (GO:0043044)","9.428059836569318E-8","1.9987486853526955E-6","CENPU;CENPW;HJURP;CENPN"
"326",7,"chromatin assembly or disassembly (GO:0006333)","1.4729304255456622E-7","2.8387386383243672E-6","CENPU;CENPW;HJURP;CENPN"
"327",7,"mitotic cell cycle (GO:0000278)","6.709536579717865E-7","1.1853514624168229E-5","CDT1;CENPU;CENPW;CENPM;CENPN;NDC80"
"328",7,"nucleosome assembly (GO:0006334)","1.1787217874989481E-6","1.922223222690592E-5","CENPU;CENPW;HJURP;CENPN"
"329",7,"protein-DNA complex assembly (GO:0065004)","2.172251786325811E-6","3.2894098478647993E-5","CENPU;CENPW;HJURP;CENPN"
"330",7,"chromatin remodeling (GO:0006338)","2.582203585944546E-6","3.649514401468292E-5","CENPU;CENPW;HJURP;CENPN"
"331",7,"nucleosome organization (GO:0034728)","2.7612791367799584E-6","3.6586948562334445E-5","CENPU;CENPW;HJURP;CENPN"
"332",7,"protein-DNA complex subunit organization (GO:0071824)","4.544876498222592E-6","5.6677283389599384E-5","CENPU;CENPW;HJURP;CENPN"
"333",7,"chromatin modification (GO:0016568)","5.847201251746486E-4","0.006886703696501417","CENPU;CENPW;HJURP;CENPN"
"334",7,"chromosome organization (GO:0051276)","6.39855063874516E-4","0.007139435449547231","CENPW;CENPN;NDC80"
"335",7,"response to light stimulus (GO:0009416)","0.0023778001778652236","0.024060198638705583","PPP1R1B;DTL;PPP1CA"
"336",7,"response to radiation (GO:0009314)","0.005788586000128655","0.055780919637603406","PPP1R1B;DTL;PPP1CA"
"337",7,"Deposition of new CENPA-containing nucleosomes at the centromere Homo sapiens R-HSA-606279","5.892326084740608E-10","1.384696629914043E-8","CENPU;CENPW;HJURP;CENPM;CENPN"
"338",7,"Nucleosome assembly Homo sapiens R-HSA-774815","5.892326084740608E-10","1.384696629914043E-8","CENPU;CENPW;HJURP;CENPM;CENPN"
"339",7,"Chromosome Maintenance Homo sapiens R-HSA-73886","7.76275093980199E-9","1.2161643139023117E-7","CENPU;CENPW;HJURP;CENPM;CENPN"
"340",7,"Cell Cycle Homo sapiens R-HSA-1640170","2.1291966687910194E-7","2.501806085829448E-6","CDT1;CENPU;CENPW;HJURP;CENPM;CENPN;NDC80"
"341",7,"Resolution of Sister Chromatid Cohesion Homo sapiens R-HSA-2500257","1.2792895935197354E-6","1.1875236077016023E-5","CENPU;CENPM;CENPN;NDC80"
"342",7,"Mitotic Prometaphase Homo sapiens R-HSA-68877","1.746496000762262E-6","1.1875236077016023E-5","CENPU;CENPM;CENPN;NDC80"
"343",7,"RHO GTPase Effectors Homo sapiens R-HSA-195258","1.7686521816832375E-6","1.1875236077016023E-5","CENPU;CENPM;CENPN;IQGAP3;NDC80"
"344",7,"RHO GTPases Activate Formins Homo sapiens R-HSA-5663220","2.250070325231961E-6","1.321916316073777E-5","CENPU;CENPM;CENPN;NDC80"
"345",7,"Separation of Sister Chromatids Homo sapiens R-HSA-2467813","9.092079719605807E-6","4.721968643461626E-5","CENPU;CENPM;CENPN;NDC80"
"346",7,"Signaling by Rho GTPases Homo sapiens R-HSA-194315","1.0446884546862031E-5","4.721968643461626E-5","CENPU;CENPM;CENPN;IQGAP3;NDC80"
"347",7,"Mitotic Anaphase Homo sapiens R-HSA-68882","1.178508567055491E-5","4.721968643461626E-5","CENPU;CENPM;CENPN;NDC80"
"348",7,"Mitotic Metaphase and Anaphase Homo sapiens R-HSA-2555396","1.2056090153519046E-5","4.721968643461626E-5","CENPU;CENPM;CENPN;NDC80"
"349",7,"Cell Cycle, Mitotic Homo sapiens R-HSA-69278","3.165511126803267E-5","1.1444540227673351E-4","CDT1;CENPU;CENPM;CENPN;NDC80"
"350",7,"M Phase Homo sapiens R-HSA-68886","6.539418860939972E-5","2.1953763318869907E-4","CENPU;CENPM;CENPN;NDC80"
"351",7,"Signal Transduction Homo sapiens R-HSA-162582","0.00270084711989791","0.007467047919717751","CENPU;PPP1R1B;CENPM;CENPN;IQGAP3;NDC80;PPP1CA"
"352",8,"taxis (GO:0042330)","9.444369266910852E-12","1.6055427753748448E-9","CXCL10;CXCL9;CXCL17;SPP1;CXCR4;CXCL1;CCL28;CXCL16"
"353",8,"chemotaxis (GO:0006935)","9.444369266910852E-12","1.6055427753748448E-9","CXCL10;CXCL9;CXCL17;SPP1;CXCR4;CXCL1;CCL28;CXCL16"
"354",8,"cell chemotaxis (GO:0060326)","1.5804898863949495E-11","1.7912218712476094E-9","CXCL10;CXCL9;SPP1;CXCR4;CXCL1;CCL28;CXCL16"
"355",8,"leukocyte migration (GO:0050900)","6.955828606904005E-7","5.9124543158684044E-5","CXCL10;SPP1;CXCR4;MMP9;CXCL16"
"356",8,"leukocyte chemotaxis (GO:0030595)","1.022429274849078E-6","6.95251906897373E-5","CXCL10;SPP1;CXCR4;CXCL16"
"357",8,"response to nutrient (GO:0007584)","7.169424146220469E-6","4.0626736828582656E-4","NQO1;CXCL10;SPP1;CCL28"
"358",8,"inflammatory response (GO:0006954)","8.421191310177057E-6","4.090292922085999E-4","CXCL10;CXCL9;SPP1;CXCR4;CXCL1"
"359",8,"response to other organism (GO:0051707)","2.277601616669642E-5","9.679806870845979E-4","CXCL10;CXCL9;MMP7;ANPEP;CXCR4"
"360",8,"response to virus (GO:0009615)","3.853974916509182E-5","0.0014559460795701353","CXCL10;CXCL9;ANPEP;CXCR4"
"361",8,"response to nutrient levels (GO:0031667)","6.959940175346683E-5","0.002026725604016837","NQO1;CXCL10;SPP1;CCL28"
"362",8,"response to extracellular stimulus (GO:0009991)","9.230583089316821E-5","0.002414152500282861","NQO1;CXCL10;SPP1;CCL28"
"363",8,"extracellular matrix disassembly (GO:0022617)","1.0075406920186695E-4","0.0024468845377596258","MMP7;SPP1;MMP9"
"364",8,"positive regulation of homeostatic process (GO:0032846)","1.4124674522561926E-4","0.0030014933360444094","CXCL10;CXCL9;SPP1"
"365",8,"angiogenesis (GO:0001525)","8.108829136073299E-4","0.011986964809847487","TNFRSF12A;ANPEP;CXCL17"
"366",8,"response to alcohol (GO:0097305)","0.001247911716894404","0.01631884552861913","NQO1;CXCL10;SPP1"
"367",8,"positive regulation of cell migration (GO:0030335)","0.0013281155431137922","0.016580722698122895","CXCL10;MMP9;CXCL16"
"368",8,"positive regulation of cell motility (GO:2000147)","0.001425727365261234","0.016580722698122895","CXCL10;MMP9;CXCL16"
"369",8,"positive regulation of cellular component movement (GO:0051272)","0.0015577408269334316","0.016580722698122895","CXCL10;MMP9;CXCL16"
"370",8,"positive regulation of locomotion (GO:0040017)","0.0016813566068723928","0.016813566068723928","CXCL10;MMP9;CXCL16"
"371",8,"regulation of homeostatic process (GO:0032844)","0.0018443498911210607","0.017418860082810017","CXCL10;CXCL9;SPP1"
"372",8,"regulation of cell growth (GO:0001558)","0.0019816546569408713","0.01773059429894464","TNFRSF12A;SPP1;CXCL16"
"373",8,"defense response to other organism (GO:0098542)","0.002088733351780022","0.01820947024628737","CXCL10;CXCL9;MMP7"
"374",8,"cellular component disassembly (GO:0022411)","0.0025121608462208155","0.01898359860136017","MMP7;SPP1;MMP9"
"375",8,"extracellular matrix organization (GO:0030198)","0.0026996668843683727","0.01968399601792709","MMP7;SPP1;MMP9"
"376",8,"extracellular structure organization (GO:0043062)","0.0027210229789487446","0.01968399601792709","MMP7;SPP1;MMP9"
"377",8,"Cytokine-cytokine receptor interaction Homo sapiens hsa04060","1.0035478026828117E-11","3.41206252912156E-10","CXCL10;CXCL9;TNFRSF12A;CXCR4;CXCL1;LTB;CCL28;CXCL16"
"378",8,"Chemokine signaling pathway Homo sapiens hsa04062","4.5671722152633955E-9","7.764192765947773E-8","CXCL10;CXCL9;CXCR4;CXCL1;CCL28;CXCL16"
"379",8,"Toll-like receptor signaling pathway Homo sapiens hsa04620","7.706355543179465E-5","7.313663677339109E-4","CXCL10;CXCL9;SPP1"
"380",8,"TNF signaling pathway Homo sapiens hsa04668","8.604310208634246E-5","7.313663677339109E-4","CXCL10;CXCL1;MMP9"
"381",8,"Chemokine receptors bind chemokines Homo sapiens R-HSA-380108","2.8641653064535852E-12","1.0597411633878266E-10","CXCL10;CXCL9;CXCR4;CXCL1;CCL28;CXCL16"
"382",8,"Peptide ligand-binding receptors Homo sapiens R-HSA-375276","5.519795168523258E-9","1.0211621061768028E-7","CXCL10;CXCL9;CXCR4;CXCL1;CCL28;CXCL16"
"383",8,"G alpha (i) signalling events Homo sapiens R-HSA-418594","2.0312588976574446E-8","2.5052193071108486E-7","CXCL10;CXCL9;CXCR4;CXCL1;CCL28;CXCL16"
"384",8,"Class A/1 (Rhodopsin-like receptors) Homo sapiens R-HSA-373076","1.1835571655005717E-7","1.0947903780880289E-6","CXCL10;CXCL9;CXCR4;CXCL1;CCL28;CXCL16"
"385",8,"GPCR ligand binding Homo sapiens R-HSA-500792","7.981479094440107E-7","5.906294529885679E-6","CXCL10;CXCL9;CXCR4;CXCL1;CCL28;CXCL16"
"386",8,"GPCR downstream signaling Homo sapiens R-HSA-388396","7.265585418252087E-5","3.7476971484808264E-4","CXCL10;CXCL9;CXCR4;CXCL1;CCL28;CXCL16"
"387",8,"Degradation of the extracellular matrix Homo sapiens R-HSA-1474228","7.706355543179465E-5","3.7476971484808264E-4","MMP7;SPP1;MMP9"
"388",8,"Signal Transduction Homo sapiens R-HSA-162582","2.7033957947392775E-4","0.0010858308829553194","CXCL10;CXCL9;SPP1;CXCR4;CXCL1;MMP9;CCL28;CXCL16"
"389",8,"Signaling by GPCR Homo sapiens R-HSA-372790","3.289277505979255E-4","0.001106393342920295","CXCL10;CXCL9;CXCR4;CXCL1;CCL28;CXCL16"
"390",8,"Extracellular matrix organization Homo sapiens R-HSA-1474244","0.001369412269898256","0.0036191609990168195","MMP7;SPP1;MMP9"
