"","uniprot_gn_id","external_gene_name","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"802","Q8WXI7","MUC16",2,1521,3,"AF-Q8WXI7-F58-model_v4","Q8WXI7-F58",0.18,0.798,1,55.9683919501677
"609","Q16617","NKG7",2,0,1,"AF-Q16617-F1-model_v4","Q16617-F1",0.27,0.797,1,86.5026484751204
"916","Q9H2X9","SLC12A5",42,0,1,"AF-Q9H2X9-F1-model_v4","Q9H2X9-F1",0.167,0.797,3,78.7392909563058
"419","P51587","BRCA2",2,32217,9,"AF-P51587-F12-model_v4","P51587-F12",0.083,0.796,1,65.838077675904
"749","Q8TAA9","VANGL1",2,4805,6,"AF-Q8TAA9-F1-model_v4","Q8TAA9-F1",0.038,0.796,2,75.8569196217494
"1013","Q9UN19","DAPP1",2,0,1,"AF-Q9UN19-F1-model_v4","Q9UN19-F1",0.046,0.794,1,79.2717305151915
"581","Q14574","DSC3",2,0,1,"AF-Q14574-F1-model_v4","Q14574-F1",0.135,0.793,1,74.8126199629788
"878","Q9BST9","RTKN",2,0,1,"AF-Q9BST9-F1-model_v4","Q9BST9-F1",0.115,0.793,1,72.7382223232553
"1019","Q9Y2A9","B3GNT3",2,3789,3,"AF-Q9Y2A9-F1-model_v4","Q9Y2A9-F1",0.149,0.793,1,88.4237204658902
"406","P49454","CENPF",2,10672,3,"AF-P49454-F8-model_v4","P49454-F8",0.307,0.792,6,71.5561330839123
"798","Q8WVN6","SECTM1",2,0,1,"AF-Q8WVN6-F1-model_v4","Q8WVN6-F1",0.407,0.792,1,75.4174882013634
"641","Q6AZY7","SCARA3",50,0,1,"AF-Q6AZY7-F1-model_v4","Q6AZY7-F1",0.222,0.79,4,71.0654396325459
"842","Q96GD4","AURKB",2,7020,6,"AF-Q96GD4-F1-model_v4","Q96GD4-F1",0.06,0.789,2,79.8540354046243
"980","Q9P0Z9","PIPOX",2,453,2,"AF-Q9P0Z9-F1-model_v4","Q9P0Z9-F1",0.845,0.789,3,94.4158505154639
"71","O43790","KRT86",2,13,5,"AF-O43790-F1-model_v4","O43790-F1",0.408,0.788,4,75.5574161524014
"271","P19526","FUT1",32,0,1,"AF-P19526-F1-model_v4","P19526-F1",0.333,0.788,1,88.460013726836
"903","Q9C0K3","ACTR3C",2,0,1,"AF-Q9C0K3-F1-model_v4","Q9C0K3-F1",0.04,0.786,1,88.1126029850746
"276","P20592","MX2",2,0,1,"AF-P20592-F1-model_v4","P20592-F1",0.177,0.784,1,78.0171242849714
"287","P21817","RYR1",2,1899,4,"AF-P21817-F5-model_v4","P21817-F5",0.176,0.784,3,82.3021539987377
"1014","Q9UNS1","TIMELESS",2,2280,6,"AF-Q9UNS1-F1-model_v4","Q9UNS1-F1",0.482,0.784,2,75.0644755459859
"335","P30273","FCER1G",2,1521,4,"AF-P30273-F1-model_v4","P30273-F1",0.48,0.783,1,72.3376617647059
"418","P51587","BRCA2",2,32217,9,"AF-P51587-F11-model_v4","P51587-F11",0.066,0.783,2,62.0825062859195
"45","O15230","LAMA5",2,3467,4,"AF-O15230-F7-model_v4","O15230-F7",0.102,0.782,2,78.1302530086231
"14","O00194","RAB27B",2,0,1,"AF-O00194-F1-model_v4","O00194-F1",0.07,0.777,1,86.799005205321
"336","P30307","CDC25C",2,0,1,"AF-P30307-F1-model_v4","P30307-F1",0.362,0.777,1,64.1824899598394
"141","P01833","PIGR",35,0,1,"AF-P01833-F1-model_v4","P01833-F1",0.017,0.776,1,77.2179146029035
"274","P20036","HLA-DPA1",2,40869,5,"AF-P20036-F1-model_v4","P20036-F1",0.282,0.776,1,90.6430843373494
"773","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F12-model_v4","Q8TE73-F12",0.23,0.776,2,85.0403760545683
"102","O95150","TNFSF15",2,0,1,"AF-O95150-F1-model_v4","O95150-F1",0.272,0.775,2,82.1139240506329
"882","Q9BUX1","CHAC1",17,0,1,"AF-Q9BUX1-F1-model_v4","Q9BUX1-F1",0.391,0.775,1,86.1663879210221
"202","P10144","GZMB",2,2279,3,"AF-P10144-F1-model_v4","P10144-F1",0.347,0.774,1,92.5204470709147
"421","P51681","CCR5",2,119,2,"AF-P51681-F1-model_v4","P51681-F1",0.253,0.774,1,85.2943881118881
"95","O76093","FGF18",2,620,2,"AF-O76093-F1-model_v4","O76093-F1",0.38,0.771,2,87.6706049822064
"1030","Q9Y5Y6","ST14",51,0,1,"AF-Q9Y5Y6-F1-model_v4","Q9Y5Y6-F1",0.16,0.771,2,81.2573001802885
"61","O43379","WDR62",2,0,1,"AF-O43379-F1-model_v4","O43379-F1",0.088,0.77,2,61.3650231402125
"405","P49454","CENPF",2,10672,3,"AF-P49454-F10-model_v4","P49454-F10",0.416,0.769,3,73.1536007249142
"717","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F1-model_v4","Q8IZT6-F1",0.107,0.769,2,62.0182791688865
"1005","Q9ULM0","PLEKHH1",2,0,1,"AF-Q9ULM0-F1-model_v4","Q9ULM0-F1",0.175,0.767,2,70.1818466898955
"90","O75473","LGR5",37,3,2,"AF-O75473-F1-model_v4","O75473-F1",0.267,0.766,4,80.7447220247405
"577","Q14332","FZD2",2,1521,3,"AF-Q14332-F1-model_v4","Q14332-F1",0.544,0.766,4,84.4377733065057
"559","Q13415","ORC1",2,2071,4,"AF-Q13415-F1-model_v4","Q13415-F1",0.154,0.765,1,67.9746077283372
"167","P05186","ALPL",2,0,1,"AF-P05186-F1-model_v4","P05186-F1",0.37,0.761,2,93.7540709501364
"482","P68363","TUBA1B",2,117,2,"AF-P68363-F1-model_v4","P68363-F1",0.192,0.76,2,92.2570836879433
"957","Q9NQU5","PAK6",2,0,1,"AF-Q9NQU5-F1-model_v4","Q9NQU5-F1",0.452,0.76,4,67.0749819357292
"958","Q9NQW6","ANLN",2,10469,5,"AF-Q9NQW6-F1-model_v4","Q9NQW6-F1",0.121,0.76,1,59.8741904323827
"179","P07948","LYN",2,49848,19,"AF-P07948-F1-model_v4","P07948-F1",0.072,0.759,1,83.7266998060136
"1015","Q9UPY5","SLC7A11",2,761,2,"AF-Q9UPY5-F1-model_v4","Q9UPY5-F1",0.376,0.758,3,86.6098338020966
"158","P04216","THY1",2,761,2,"AF-P04216-F1-model_v4","P04216-F1",0.334,0.756,1,83.0566693163752
"718","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F12-model_v4","Q8IZT6-F12",0.305,0.756,1,71.8200900482733
"278","P20700","LMNB1",2,325,2,"AF-P20700-F1-model_v4","P20700-F1",0.275,0.754,2,82.6346633684663
"262","P17568","NDUFB7",2,0,1,"AF-P17568-F1-model_v4","P17568-F1",0.266,0.753,1,88.932700348432
"347","P32246","CCR1",2,719,3,"AF-P32246-F1-model_v4","P32246-F1",0.143,0.752,1,83.1143567753002
"505","P98164","LRP2",2,761,2,"AF-P98164-F8-model_v4","P98164-F8",0.224,0.752,1,87.3805368334999
"281","P21757","MSR1",2,2506,6,"AF-P21757-F1-model_v4","P21757-F1",0.363,0.749,1,71.9868374356039
"12","O00167","EYA2",28,2,2,"AF-O00167-F1-model_v4","O00167-F1",0.223,0.748,1,69.0361691423095
"298","P21817","RYR1",2,1899,4,"AF-P21817-F17-model_v4","P21817-F17",0.194,0.748,1,75.7985150960659
"862","Q99467","CD180",15,0,1,"AF-Q99467-F1-model_v4","Q99467-F1",0.355,0.747,1,93.2392835249042
"723","Q8N0S6","CENPL",2,4202,4,"AF-Q8N0S6-F1-model_v4","Q8N0S6-F1",0.229,0.746,2,83.6504654545455
"889","Q9BXJ7","AMN",2,0,1,"AF-Q9BXJ7-F1-model_v4","Q9BXJ7-F1",0.32,0.745,1,80.9399048185604
"1007","Q9ULV8","CBLC",2,102,2,"AF-Q9ULV8-F1-model_v4","Q9ULV8-F1",0.215,0.744,1,81.1617728381675
"377","P42681","TXK",2,1520,2,"AF-P42681-F1-model_v4","P42681-F1",0.21,0.743,1,80.4047341537033
"507","P98164","LRP2",2,761,2,"AF-P98164-F6-model_v4","P98164-F6",0.346,0.742,1,82.3305855359765
"520","Q02224","CENPE",2,1501,4,"AF-Q02224-F7-model_v4","Q02224-F7",0.304,0.741,2,72.4408738281586
"411","P49795","RGS19",2,0,1,"AF-P49795-F1-model_v4","P49795-F1",0.119,0.74,2,79.4762775842044
"732","Q8N9L9","ACOT4",3,0,1,"AF-Q8N9L9-F1-model_v4","Q8N9L9-F1",0.14,0.74,1,96.4605995717345
"835","Q96DX5","ASB9",8,1,2,"AF-Q96DX5-F1-model_v4","Q96DX5-F1",0.225,0.738,1,92.2238495971352
"665","Q6ZN44","UNC5A",2,0,1,"AF-Q6ZN44-F1-model_v4","Q6ZN44-F1",0.108,0.737,1,78.2555968210301
"36","O15020","SPTBN2",2,4273,4,"AF-O15020-F1-model_v4","O15020-F1",0.242,0.736,3,76.775214383059
"279","P21217","FUT3",30,0,1,"AF-P21217-F1-model_v4","P21217-F1",0.263,0.734,2,90.5942205833054
"663","Q6YHK3","CD109",2,761,2,"AF-Q6YHK3-F1-model_v4","Q6YHK3-F1",0.287,0.734,2,81.3754673102238
"247","P15924","DSP",2,2832,2,"AF-P15924-F8-model_v4","P15924-F8",0.212,0.733,3,80.8030049830931
"759","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F3-model_v4","Q8TD57-F3",0.165,0.733,3,84.8697684117125
"390","P48448","ALDH3B2",5,0,2,"AF-P48448-F1-model_v4","P48448-F1",0.218,0.732,2,94.9848566666667
"353","P35070","BTC",2,2783,3,"AF-P35070-F1-model_v4","P35070-F1",0.29,0.731,1,72.3894314868805
"103","O95167","NDUFA3",2,0,1,"AF-O95167-F1-model_v4","O95167-F1",0.274,0.73,1,96.8449847560976
"292","P21817","RYR1",2,1899,4,"AF-P21817-F18-model_v4","P21817-F18",0.067,0.728,2,74.3130361533558
"1004","Q9UL16","CFAP45",2,1552,5,"AF-Q9UL16-F1-model_v4","Q9UL16-F1",0.131,0.728,3,74.8098890580814
"413","P50895","BCAM",2,0,1,"AF-P50895-F1-model_v4","P50895-F1",0.182,0.725,3,84.5844937645318
"655","Q6PI25","CNIH2",2,19080,5,"AF-Q6PI25-F1-model_v4","Q6PI25-F1",0.314,0.723,2,87.253868065967
"170","P05787","KRT8",2,4632,6,"AF-P05787-F1-model_v4","P05787-F1",0.432,0.721,1,76.3267437533227
"228","P13725","OSM",2,1111,2,"AF-P13725-F1-model_v4","P13725-F1",0.107,0.721,1,79.6290781563126
"808","Q8WXI7","MUC16",2,1521,3,"AF-Q8WXI7-F66-model_v4","Q8WXI7-F66",0.177,0.72,2,77.3666569129481
"88","O75417","POLQ",2,0,2,"AF-O75417-F1-model_v4","O75417-F1",0.104,0.717,1,59.4862674012494
"235","P14780","MMP9",2,4920,4,"AF-P14780-F1-model_v4","P14780-F1",0.191,0.717,2,82.256276634164
"867","Q99735","MGST2",39,0,1,"AF-Q99735-F1-model_v4","Q99735-F1",0.33,0.715,1,93.9406627017842
"744","Q8NHE4","ATP6V0E2",2,1521,3,"AF-Q8NHE4-F1-model_v4","Q8NHE4-F1",0.416,0.712,1,94.3748466257669
"990","Q9UBN1","CACNG4",2,5285,2,"AF-Q9UBN1-F1-model_v4","Q9UBN1-F1",0.125,0.712,1,65.7244111931597
"426","P52292","KPNA2",2,2308,5,"AF-P52292-F1-model_v4","P52292-F1",0.024,0.711,1,86.1073162939297
"741","Q8NEM2","SHCBP1",2,0,1,"AF-Q8NEM2-F1-model_v4","Q8NEM2-F1",0.18,0.711,1,73.6964627259036
"602","Q15760","GPR19",27,0,1,"AF-Q15760-F1-model_v4","Q15760-F1",0.271,0.708,2,74.7701248142645
"933","Q9HBM1","SPC25",2,0,1,"AF-Q9HBM1-F1-model_v4","Q9HBM1-F1",0.39,0.708,1,90.2554752851711
"7","A8MTA8","FAM166B",2,0,6,"AF-A8MTA8-F1-model_v4","A8MTA8-F1",0.11,0.707,1,69.273331792976
"54","O15360","FANCA",2,2277,2,"AF-O15360-F1-model_v4","O15360-F1",0.135,0.707,1,74.565869508254
"630","Q5EBM0","CMPK2",21,0,1,"AF-Q5EBM0-F1-model_v4","Q5EBM0-F1",0.064,0.706,2,87.3101898188093
"841","Q96FX8","PERP",2,31898,6,"AF-Q96FX8-F1-model_v4","Q96FX8-F1",0.129,0.705,1,82.3515537848606
"541","Q08050","FOXM1",2,1527,4,"AF-Q08050-F1-model_v4","Q08050-F1",0.173,0.701,1,51.0762881727687
"357","P35556","FBN2",12,7,3,"AF-P35556-F6-model_v4","P35556-F6",0.177,0.7,2,74.8867280534351
"761","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F8-model_v4","Q8TD57-F8",0.127,0.7,3,86.0321524543175
"881","Q9BUF7","CRB3",2,0,1,"AF-Q9BUF7-F1-model_v4","Q9BUF7-F1",0.297,0.7,1,70.3484105960265
"195","P09564","CD7",2,1521,3,"AF-P09564-F1-model_v4","P09564-F1",0.383,0.699,2,77.623121841662
"234","P14635","CCNB1",2,76783,14,"AF-P14635-F1-model_v4","P14635-F1",0.078,0.699,1,77.7724150162578
"334","P30203","CD6",2,0,1,"AF-P30203-F1-model_v4","P30203-F1",0.079,0.699,1,66.6978888888889
"37","O15117","FYB1",2,0,1,"AF-O15117-F1-model_v4","O15117-F1",0.418,0.698,1,58.3922914589565
"590","Q15021","NCAPD2",2,0,3,"AF-Q15021-F1-model_v4","Q15021-F1",0.115,0.697,1,79.987350807183
"926","Q9H6Z9","EGLN3",2,0,1,"AF-Q9H6Z9-F1-model_v4","Q9H6Z9-F1",0.068,0.697,3,91.5609176225235
"68","O43688","PLPP2",45,1,2,"AF-O43688-F1-model_v4","O43688-F1",0.205,0.694,1,85.8527098738582
"597","Q15468","STIL",2,0,1,"AF-Q15468-F1-model_v4","Q15468-F1",0.163,0.693,1,53.6494972568579
"140","P01732","CD8A",2,558,3,"AF-P01732-F1-model_v4","P01732-F1",0.263,0.692,1,79.2366482606295
"954","Q9NPH3","IL1RAP",2,0,1,"AF-Q9NPH3-F1-model_v4","Q9NPH3-F1",0.211,0.692,1,86.224842699067
"126","P00338","LDHA",2,0,2,"AF-P00338-F1-model_v4","P00338-F1",0.089,0.69,1,96.0605007763975
"781","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F7-model_v4","Q8TE73-F7",0.169,0.69,3,86.6525684079602
"17","O00300","TNFRSF11B",2,0,1,"AF-O00300-F1-model_v4","O00300-F1",0.349,0.688,1,87.0087337057728
"104","O95196","CSPG5",2,0,1,"AF-O95196-F1-model_v4","O95196-F1",0.081,0.686,1,52.8866974869606
"549","Q12879","GRIN2A",2,4542,3,"AF-Q12879-F1-model_v4","Q12879-F1",0.064,0.686,1,60.4192685655279
"588","Q15003","NCAPH",2,0,3,"AF-Q15003-F1-model_v4","Q15003-F1",0.198,0.683,1,60.7197876747799
"705","Q8IX90","SKA3",2,4414,4,"AF-Q8IX90-F1-model_v4","Q8IX90-F1",0.354,0.683,1,64.7586888273315
"960","Q9NRW1","RAB6B",2,0,1,"AF-Q9NRW1-F1-model_v4","Q9NRW1-F1",0.239,0.683,1,86.024744835966
"41","O15230","LAMA5",2,3467,4,"AF-O15230-F6-model_v4","O15230-F6",0.157,0.682,2,80.8888927893738
"393","P48736","PIK3CG",2,9360,4,"AF-P48736-F1-model_v4","P48736-F1",0.145,0.681,2,88.4205153828879
"508","P98164","LRP2",2,761,2,"AF-P98164-F1-model_v4","P98164-F1",0.348,0.681,2,78.3482403314917
"516","Q01814","ATP2B2",2,0,1,"AF-Q01814-F1-model_v4","Q01814-F1",0.151,0.681,2,73.9486348016245
"666","Q6ZWJ8","KCP",12,0,1,"AF-Q6ZWJ8-F1-model_v4","Q6ZWJ8-F1",0.112,0.681,2,72.935410745234
"769","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F10-model_v4","Q8TD57-F10",0.134,0.681,1,85.2285164102108
"44","O15230","LAMA5",2,3467,4,"AF-O15230-F8-model_v4","O15230-F8",0.061,0.679,2,75.2661202964652
"417","P51587","BRCA2",2,32217,9,"AF-P51587-F10-model_v4","P51587-F10",0.092,0.678,3,62.8549091072714
"606","Q16204","CCDC6",2,0,1,"AF-Q16204-F1-model_v4","Q16204-F1",0.565,0.678,2,76.0367961425127
"1012","Q9UMW8","USP18",2,0,1,"AF-Q9UMW8-F1-model_v4","Q9UMW8-F1",0.065,0.678,1,84.0559308510638
"300","P21817","RYR1",2,1899,4,"AF-P21817-F14-model_v4","P21817-F14",0.064,0.677,3,82.117361346034
"600","Q15645","TRIP13",2,1521,3,"AF-Q15645-F1-model_v4","Q15645-F1",0.249,0.677,2,86.9794004094765
"771","Q8TDQ0","HAVCR2",2,1520,2,"AF-Q8TDQ0-F1-model_v4","Q8TDQ0-F1",0.115,0.676,2,71.8575596252129
"719","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F8-model_v4","Q8IZT6-F8",0.448,0.675,3,63.9280011713521
"432","P54687","BCAT1",10,0,1,"AF-P54687-F1-model_v4","P54687-F1",0.358,0.674,1,95.0059483614697
"864","Q99640","PKMYT1",2,16270,3,"AF-Q99640-F1-model_v4","Q99640-F1",0.142,0.674,1,75.590281030445
"904","Q9GZT5","WNT10A",2,0,1,"AF-Q9GZT5-F1-model_v4","Q9GZT5-F1",0.1,0.672,1,80.8338603506613
"43","O15230","LAMA5",2,3467,4,"AF-O15230-F4-model_v4","O15230-F4",0.172,0.67,2,84.3548127784624
"231","P14151","SELL",2,714,2,"AF-P14151-F1-model_v4","P14151-F1",0.321,0.67,1,85.3251642397562
"525","Q02224","CENPE",2,1501,4,"AF-Q02224-F1-model_v4","Q02224-F1",0.308,0.67,2,71.0705068277311
"714","Q8IZT6","ASPM",2,8922,4,"AF-Q8IZT6-F6-model_v4","Q8IZT6-F6",0.197,0.67,3,66.2575664052618
"595","Q15398","DLGAP5",2,4794,4,"AF-Q15398-F1-model_v4","Q15398-F1",0.128,0.669,1,56.3710199490026
"779","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F6-model_v4","Q8TE73-F6",0.383,0.669,1,84.2665679473497
"814","Q92698","RAD54L",2,0,1,"AF-Q92698-F1-model_v4","Q92698-F1",0.171,0.669,1,80.5122278481013
"107","O95239","KIF4A",2,1470,2,"AF-O95239-F1-model_v4","O95239-F1",0.244,0.668,3,72.1712231759657
"686","Q7Z5R6","APBB1IP",2,5286,3,"AF-Q7Z5R6-F1-model_v4","Q7Z5R6-F1",0.28,0.668,1,73.4402308438409
"762","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F9-model_v4","Q8TD57-F9",0.115,0.668,1,84.6808236865539
"1002","Q9UKV0","HDAC9",2,8,6,"AF-Q9UKV0-F1-model_v4","Q9UKV0-F1",0.104,0.668,2,64.4192630501535
"51","O15235","MRPS12",2,1743,3,"AF-O15235-F1-model_v4","O15235-F1",0.312,0.667,1,87.3524056603774
"733","Q8N9M5","TMEM102",48,0,1,"AF-Q8N9M5-F1-model_v4","Q8N9M5-F1",0.236,0.666,1,74.646459806232
"367","P40121","CAPG",2,0,1,"AF-P40121-F1-model_v4","P40121-F1",0.313,0.665,1,86.7052873986735
"116","O95716","RAB3D",48,0,1,"AF-O95716-F1-model_v4","O95716-F1",0.185,0.662,2,85.1536789689514
"242","P15328","FOLR1",2,608,4,"AF-P15328-F1-model_v4","P15328-F1",0.09,0.662,1,91.1136580706781
"358","P35556","FBN2",12,7,3,"AF-P35556-F3-model_v4","P35556-F3",0.076,0.662,1,73.4549370886566
"760","Q8TD57","DNAH3",24,0,1,"AF-Q8TD57-F1-model_v4","Q8TD57-F1",0.199,0.662,1,78.2948199226985
"277","P20674","COX5A",2,14138,6,"AF-P20674-F1-model_v4","P20674-F1",0.376,0.66,1,88.1096183206107
"950","Q9NP99","TREM1",2,0,1,"AF-Q9NP99-F1-model_v4","Q9NP99-F1",0.034,0.66,1,71.4291325431034
"64","O43543","XRCC2",2,761,5,"AF-O43543-F1-model_v4","O43543-F1",0.516,0.659,1,87.09828125
"293","P21817","RYR1",2,1899,4,"AF-P21817-F13-model_v4","P21817-F13",0.105,0.659,3,81.1229611086276
"483","P68371","TUBB4B",2,4864,8,"AF-P68371-F1-model_v4","P68371-F1",0.258,0.659,2,92.0280377574371
"352","P33991","MCM4",2,9512,9,"AF-P33991-F1-model_v4","P33991-F1",0.217,0.658,3,73.7432969464523
"425","P51955","NEK2",2,7688,2,"AF-P51955-F1-model_v4","P51955-F1",0.136,0.658,2,78.7481933351694
"973","Q9NYK1","TLR7",54,0,1,"AF-Q9NYK1-F1-model_v4","Q9NYK1-F1",0.198,0.657,4,87.5433407703147
"47","O15230","LAMA5",2,3467,4,"AF-O15230-F2-model_v4","O15230-F2",0.026,0.656,1,82.8635124123555
"1008","Q9ULW0","TPX2",2,761,2,"AF-Q9ULW0-F1-model_v4","Q9ULW0-F1",0.402,0.656,1,64.2385140295534
"737","Q8NCG5","CHST4",18,0,1,"AF-Q8NCG5-F1-model_v4","Q8NCG5-F1",0.363,0.655,2,90.7722761664565
"872","Q9BPX3","NCAPG",2,0,3,"AF-Q9BPX3-F1-model_v4","Q9BPX3-F1",0.163,0.655,1,82.5022967581047
"9","B4DS77","SHISA9",2,0,1,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.277,0.654,1,56.9548785670917
"608","Q16611","BAK1",2,2279,3,"AF-Q16611-F1-model_v4","Q16611-F1",0.535,0.654,2,81.5439745916515
"142","P01903","HLA-DRA",2,0,4,"AF-P01903-F1-model_v4","P01903-F1",0.277,0.653,1,89.585865479723
"203","P10242","MYB",2,0,1,"AF-P10242-F1-model_v4","P10242-F1",0.162,0.652,1,59.1985935965429
"640","Q68DV7","RNF43",37,0,3,"AF-Q68DV7-F1-model_v4","Q68DV7-F1",0.124,0.651,1,54.6022126389119
"467","P60602","ROMO1",2,636,2,"AF-P60602-F1-model_v4","P60602-F1",0.413,0.649,3,78.1310854092527
"983","Q9P1W3","TMEM63C",2,0,1,"AF-Q9P1W3-F1-model_v4","Q9P1W3-F1",0.125,0.649,1,74.5734985555725
"122","O95886","DLGAP3",2,0,1,"AF-O95886-F1-model_v4","O95886-F1",0.282,0.648,1,50.7010850636303
"895","Q9BYG5","PARD6B",2,3192,2,"AF-Q9BYG5-F1-model_v4","Q9BYG5-F1",0.345,0.647,1,71.2440158566012
"635","Q5TAT6","COL13A1",1,0,2,"AF-Q5TAT6-F1-model_v4","Q5TAT6-F1",0.197,0.646,1,57.9746266531027
"433","P55064","AQP5",2,761,2,"AF-P55064-F1-model_v4","P55064-F1",0.392,0.643,1,93.5050600600601
"531","Q04609","FOLH1",2,2288,4,"AF-Q04609-F1-model_v4","Q04609-F1",0.322,0.643,1,94.0139711796247
"214","P12004","PCNA",2,4677,7,"AF-P12004-F1-model_v4","P12004-F1",0.569,0.642,1,94.3301493280239
"544","Q08495","DMTN",2,0,1,"AF-Q08495-F1-model_v4","Q08495-F1",0.221,0.641,1,64.6346295717412
"695","Q86X02","CDR2L",2,0,1,"AF-Q86X02-F1-model_v4","Q86X02-F1",0.434,0.641,2,74.2011666666667
"535","Q06609","RAD51",2,4984,5,"AF-Q06609-F1-model_v4","Q06609-F1",0.282,0.64,1,91.5906682116647
"1035","Q9Y6M1","IGF2BP2",2,761,2,"AF-Q9Y6M1-F1-model_v4","Q9Y6M1-F1",0.107,0.64,1,77.7524737180863
"248","P15924","DSP",2,2832,2,"AF-P15924-F5-model_v4","P15924-F5",0.4,0.639,1,76.9987516176344
"363","P35612","ADD2",2,761,2,"AF-P35612-F1-model_v4","P35612-F1",0.203,0.639,4,66.2712014820042
"488","P78369","CLDN10",2,8628,9,"AF-P78369-F1-model_v4","P78369-F1",0.4,0.636,1,79.6963308095515
"875","Q9BRT9","GINS4",2,0,2,"AF-Q9BRT9-F1-model_v4","Q9BRT9-F1",0.324,0.635,1,90.748319649699
"76","O60269","GPRIN2",2,0,1,"AF-O60269-F1-model_v4","O60269-F1",0.172,0.634,1,50.2825941548659
"376","P42680","TEC",2,2277,4,"AF-P42680-F1-model_v4","P42680-F1",0.096,0.634,1,85.8854218961189
"455","P58107","EPPK1",2,0,1,"AF-P58107-F5-model_v4","P58107-F5",0.182,0.634,2,80.5469190528634
"175","P06729","CD2",2,97,4,"AF-P06729-F1-model_v4","P06729-F1",0.375,0.633,2,78.2975917926566
"204","P10244","MYBL2",2,0,1,"AF-P10244-F1-model_v4","P10244-F1",0.066,0.633,1,58.4505143475907
"27","O14519","CDK2AP1",16,0,1,"AF-O14519-F1-model_v4","O14519-F1",0.451,0.632,1,76.3677598152425
"58","O15554","KCNN4",2,761,2,"AF-O15554-F1-model_v4","O15554-F1",0.429,0.632,1,84.8505162638019
"315","P25063","CD24",2,0,1,"AF-P25063-F1-model_v4","P25063-F1",0.228,0.632,1,63.8901060070671
"624","Q53GD3","SLC44A4",2,0,1,"AF-Q53GD3-F1-model_v4","Q53GD3-F1",0.128,0.632,1,83.7654938160961
"57","O15551","CLDN3",2,669,5,"AF-O15551-F1-model_v4","O15551-F1",0.271,0.631,1,81.4275857843137
"148","P02538","KRT6A",2,969,5,"AF-P02538-F1-model_v4","P02538-F1",0.307,0.631,1,69.5078710289237
"346","P32004","L1CAM",2,5550,4,"AF-P32004-F1-model_v4","P32004-F1",0.068,0.631,1,79.3527939240506
"736","Q8NC67","NETO2",42,0,1,"AF-Q8NC67-F1-model_v4","Q8NC67-F1",0.302,0.631,1,72.4228047024952
"725","Q8N205","SYNE4",11,0,1,"AF-Q8N205-F1-model_v4","Q8N205-F1",0.168,0.628,1,57.7824567699837
"782","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F8-model_v4","Q8TE73-F8",0.404,0.627,2,87.625687427604
"129","P00749","PLAU",2,998,3,"AF-P00749-F1-model_v4","P00749-F1",0.414,0.626,1,82.3034746760895
"222","P13236","CCL4",2,2410,3,"AF-P13236-F1-model_v4","P13236-F1",0.27,0.626,1,88.9764185393258
"532","Q04695","KRT17",2,81,3,"AF-Q04695-F1-model_v4","Q04695-F1",0.276,0.626,1,79.6090828138914
"919","Q9H4K1","RIBC2",2,2064,7,"AF-Q9H4K1-F1-model_v4","Q9H4K1-F1",0.365,0.625,1,86.7487370730179
"836","Q96E14","RMI2",2,2582,7,"AF-Q96E14-F1-model_v4","Q96E14-F1",0.286,0.624,1,89.8118485121731
"391","P48539","PCP4",44,0,1,"AF-P48539-F1-model_v4","P48539-F1",0.348,0.623,1,77.7962315789474
"484","P68431","H3C8",2,11,3,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"485","P68431","H3C10",2,0,3,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639
"896","Q9BZD4","NUF2",2,0,1,"AF-Q9BZD4-F1-model_v4","Q9BZD4-F1",0.317,0.622,2,89.4283280839895
"21","O00590","ACKR2",2,3092,3,"AF-O00590-F1-model_v4","O00590-F1",0.22,0.621,2,80.0169468882372
"785","Q8TE73","DNAH5",24,0,1,"AF-Q8TE73-F13-model_v4","Q8TE73-F13",0.238,0.621,1,83.6195726801359
"443","P57796","CABP4",2,0,1,"AF-P57796-F1-model_v4","P57796-F1",0.276,0.62,1,66.1006935332709
"1010","Q9UM73","ALK",2,761,2,"AF-Q9UM73-F1-model_v4","Q9UM73-F1",0.087,0.62,3,67.2764660805034
"151","P02747","C1QC",2,940,2,"AF-P02747-F1-model_v4","P02747-F1",0.29,0.619,1,81.1674174008811
"823","Q969L2","MAL2",2,0,1,"AF-Q969L2-F1-model_v4","Q969L2-F1",0.336,0.619,1,84.150243902439
"109","O95436","SLC34A2",2,0,1,"AF-O95436-F1-model_v4","O95436-F1",0.04,0.616,3,72.9698965387509
