symbol	globalScore	otGeneticsPortal	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
KDR	0.5704994494359008	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6909487624206722	0.2378459413849226	No data	No data	0.6672896308217472	No data	No data	0.8508373789313531	0.607930797611621	No data	No data	0.8778034887258638	No data	No data	1	0	0	1	1	1	0.2809750000000001	1	-0.8257970410502188	-0.9047647928572822	0	-1	-1	0	-1	0
MET	0.5689328855072527	No data	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	0.7020541687085334	No data	No data	0.607930797611621	0.18616559564646107	No data	No data	0.9725713554662659	No data	No data	No data	0.9079649376549291	0.21463534335218404	0.6033274105163732	1	1	1	1	1	1	0.44604500000000014	1	-0.7492185872056678	-0.9465060062672134	0	-1	-1	0	0.5	0
ABL1	0.5640971573370337	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6964251798417591	No data	No data	No data	0.6816685575014976	No data	No data	0.9070975683284775	No data	No data	No data	0.8528289283084519	No data	No data	1	0	0	1	1	1	0.32301	1	-0.9151906647218171	-0.9640279924595135	0	-1	-1	0	-1	-1
JAK2	0.562915230978619	No data	No data	0.19453785523571876	No data	No data	No data	No data	No data	No data	0.6861993030643314	0.24550372267920367	No data	0.607930797611621	0.17635335883605285	No data	No data	0.963069520247605	0.36825995769190367	No data	No data	0.7768575059515659	No data	No data	1	1	0	1	1	1	0.6863950000000003	1	-0.7031673265263596	-0.8880652763329555	0	-1	-1	0	-1	-1
AKT2	0.5585077050433868	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6909487624206722	No data	No data	No data	0.6492943061677596	No data	No data	0.9787823668195796	No data	No data	No data	0.8842902763773176	No data	No data	0.75	0	0	1	1	1	0.9064450000000001	1	-0.6052302563033966	-0.7169825382494882	0	-1	No data	-0.5218299999999999	-1	-1
DNMT3A	0.5557773998132012	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6977410756532464	0.15198269940290526	No data	No data	0.17465293511588148	No data	No data	0.7771568661691768	No data	0.607930797611621	No data	0.7545386884187757	0.030739233131891714	No data	1	0	0	1	1	0	0.7807000000000002	No data	0.6694102938112108	-0.8021939959674281	0	No data	-1	0	-1	-1
BRAF	0.5547367202763837	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7130352430768466	0.30759404011381763	No data	No data	0.49894110102476974	No data	No data	0.9581267744057287	No data	No data	No data	0.28442136123828454	No data	No data	1	0	0	1	1	1	0.6083550000000002	1	-0.8778912273390289	-0.9692752647997038	0	-1	-1	0	-1	-1
FGFR1	0.5537045368695779	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6978031094081049	0.28726273544299735	No data	0.607930797611621	0.19394756837068863	No data	0.25229128100882275	No data	No data	No data	No data	0.9509564088208096	0.07076314484199268	No data	1	1	0	1	1	1	0.9087600000000002	1	-0.8702854761408627	-0.9744456469742996	0	-1	No data	-0.29136249999999997	-1	-1
BCL2	0.5529125405833868	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8277568853313232	No data	No data	No data	0.15145920343829525	No data	No data	No data	0.40693611678755154	No data	No data	0.949129924598639	0.039658581076442344	No data	1	0	0	1	1	0	0.5188299999999998	1	-0.24369660345905397	-0.9497681429128482	0	-1	No data	0	-1	-1
GRIN2B	0.552002598881312	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7810222052649298	No data	No data	0.9441498091971382	No data	No data	No data	0.18733900546786839	0.2978860908296943	No data	1	1	0	1	1	0	0.9258749999999999	0	-0.9961450302146281	-0.9036682871607882	0	-1	No data	0	1	1
MTOR	0.5502327760813648	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7057296038082658	0.21172083674414569	No data	No data	0.4981323912654419	No data	No data	0.9712277785295741	No data	No data	No data	0.9548478805168248	No data	No data	1	0	0	1	1	0	0.9470399999999998	1	-0.9059178995624089	-0.9212131428276576	-1	-1	-1	0	-1	-1
GRIN2D	0.5488577047112594	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7810222052649298	No data	No data	0.9441498091971382	No data	No data	No data	0.16245261869510544	0.01426065394261402	No data	1	1	0	1	1	0	0.8203600000000002	No data	-0.9263388205876224	-0.6130568318585405	0	-1	No data	0	0.5	0.5
PARP2	0.5487501080978104	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8955898491200577	No data	No data	No data	No data	No data	No data	0.14124820806085642	No data	No data	1	0	0	1	1	0	0.24561500000000008	1	0.0988747655761617	-0.5608534310456883	0	No data	No data	0	-1	-1
GRIN1	0.5468010570901453	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7810222052649298	No data	No data	0.9441498091971382	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.9520249999999997	No data	-0.7442175453219421	-0.9386502324994186	0	-1	No data	0	1	0.5
GRIN2C	0.5465546705203556	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7810222052649298	No data	No data	0.9441498091971382	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.42822499999999974	No data	-0.24005001041883722	-0.17077894484562928	0	-1	No data	0	1	0.5
NDUFA13	0.543680107985176	0.11398681909186555	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.3948982331656374	No data	No data	1	0	0	0	1	0	0.1666649999999997	No data	0.8061054386330486	-0.5787265667839511	-1	No data	No data	No data	-1	-1
ADRA2C	0.5358131649525905	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8585745654809981	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	1	1	0	1	1	0	0.5995649999999998	0	-0.3704938528860179	-0.05377051238253633	0	-1	No data	0	0.5	0
PDGFRA	0.5351248915609947	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6893009908072479	No data	No data	No data	0.5012731602621392	No data	No data	0.9694646685521148	No data	No data	No data	0.8116731958445427	0.20193360640718883	No data	1	1	0	1	1	0	0.586775	1	-0.9233173577828714	-0.9731529052469406	0	No data	-1	0	0.5	-1
FLT4	0.5337222871315412	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6940504501635887	No data	No data	No data	0.5786949051380216	No data	No data	0.5927003297650847	No data	No data	No data	0.5024530077193539	No data	No data	1	1	1	1	1	0	0.37270499999999984	0	-0.9434257136903521	-0.9279306607075485	0	-1	-1	0	-1	0
HMGCR	0.5309904358147137	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8572311539218292	No data	No data	No data	No data	No data	No data	0.3241558648515954	No data	No data	1	0	0	1	1	1	0.6677950000000002	1	-0.8118357991248177	0	-1	-1	No data	No data	0.5	-1
NDUFAB1	0.5292008534560275	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.24947817946298684	0.044146703099021696	No data	1	0	0	0	0	0	0.26281999999999994	No data	-0.19733277766201296	No data	-1	No data	No data	0	0.5	-1
NDUFB8	0.5277198117702082	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.22037491413421267	No data	No data	1	0	0	0	0	0	0.05914000000000001	No data	0.09189414461346113	-0.4871350770606589	0	No data	No data	No data	-1	-1
NDUFS6	0.5253637401965933	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.14286373743873093	No data	No data	1	0	0	0	0	0	0	No data	0.4487393206918109	-0.9268449898275329	0	No data	No data	No data	0.5	-1
NDUFA11	0.5251327527874152	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.13526460246858568	No data	No data	1	0	0	0	0	0	0	No data	0.6394040425088561	-0.022060910089015118	0	No data	No data	No data	-1	-1
NDUFB6	0.524592242249939	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.11748262663844576	No data	No data	1	0	0	0	0	0	0	No data	0.7303604917691187	No data	0	No data	No data	No data	-1	-1
MT-ND1	0.5238392232960188	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.09270944663577223	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	No data	-1	No data	No data	0.5	-1
NDUFA6	0.5237972482743246	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.06839221473130737	0.05160671423234284	No data	1	0	0	0	0	0	0.33594000000000007	No data	0.7643259012294228	-0.7277052597941727	0	No data	No data	No data	-1	-1
MT-ND2	0.5236416007348332	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.08620796449464795	No data	No data	1	0	0	0	0	0	0	No data	No data	0	No data	No data	No data	0	0.5	-1
NDUFS3	0.5235896542330359	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.08449900347469527	No data	No data	1	0	0	0	0	0	0.3560600000000001	No data	0.15044801000208374	-0.6469302396874399	0	No data	No data	No data	0.5	-1
NDUFA8	0.5235620384050053	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.08359048467159791	No data	No data	1	0	0	0	0	0	0.33139499999999983	No data	-0.2280683475724109	-0.7886223298903361	0	No data	No data	No data	0.5	-1
MT-ND5	0.5233528664733609	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.07670904578196634	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	No data	No data	No data	0	0.5	-1
RARA	0.5233478075487595	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6757741859284179	No data	No data	No data	0.5386942345502975	No data	No data	0.738422853285633	No data	No data	No data	0.7516934064152062	No data	No data	1	0	0	1	1	1	0.91342	0	-0.7160866847259846	-0.7673055439722722	0	-1	No data	-0.3127700000000001	-1	-1
NDUFAF2	0.5228690761774715	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	0	0	0	0	0	0.05325500000000005	No data	0.6842050427172328	0	0	No data	No data	No data	-1	-1
MT-ND4	0.5228493877744701	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.06014536120244831	No data	No data	1	0	0	0	1	0	0	0	No data	No data	No data	No data	No data	0	0.5	-1
FLT3	0.5224003713097098	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6978031094081049	No data	No data	No data	0.5778558314135014	No data	No data	No data	No data	No data	No data	0.7593705459346817	0.013358003333509434	No data	1	0	0	1	1	0	0.2950650000000003	1	-0.6921233590331319	-0.8755641176132856	0	-1	-1	0	0.5	0.5
GPD2	0.5223943042727346	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570192230177408	No data	No data	No data	No data	No data	No data	0.045594809820871586	No data	No data	1	0	0	0	0	0	0.6630000000000003	No data	-0.06345071889977083	-0.7888992778499834	0	No data	No data	No data	-1	-1
NDUFA1	0.5221761139499377	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.037995674850726316	No data	No data	1	0	0	0	0	0	0.14285500000000012	No data	0.32454678057928743	-0.8509301228932253	0	No data	No data	No data	-1	-1
NDUFB9	0.5221260864488131	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.03094601672649125	No data	1	0	0	0	0	0	0.3296100000000003	No data	0.16774327984996873	-0.5512941723678829	-1	No data	No data	No data	0.5	-1
NDUFA4L2	0.5221031644086209	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.011698213154674349	No data	1	0	0	0	0	0	0.7126449999999999	No data	0.5100020837674515	No data	0	No data	No data	0	0.5	0
NDUFA2	0.522037521504431	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	1	0	0	0	0	0	0.2929299999999998	No data	-0.3655969993748698	No data	0	No data	No data	No data	-1	-1
NDUFV1	0.5219451265407598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0.7952599999999996	No data	0.35851219003959156	-0.6285599032897629	0	No data	No data	No data	-1	-1
NDUFB4	0.5219451265407598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0	No data	0.560637632840175	No data	-1	No data	No data	No data	0.5	-1
NDUFS1	0.5219451265407598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0.7042650000000001	No data	-0.12794332152531773	-0.638230433191036	0	No data	No data	0	0.5	-1
NDUFB7	0.5219451265407598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0.08759000000000014	No data	0.7294227964159199	No data	0	No data	No data	No data	-1	-1
MT-ND4L	0.5219451265407598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.030396539880581056	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	0.5	-1
NDUFAF3	0.5217141391315818	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.02279740491043579	No data	No data	1	0	0	0	0	0	0.02173999999999978	No data	0.1933736195040634	No data	0	No data	No data	No data	0.5	-1
MT-ND3	0.5217090060780445	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.02262853524443256	No data	No data	1	0	0	0	0	0	0	No data	No data	No data	No data	No data	No data	No data	0.5	-1
NDUFS2	0.5216679416497463	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	1	0	0	0	1	0	0.6112299999999997	0	-0.4236299229006043	-0.6344790290512203	0	No data	No data	No data	0.5	-1
NDUFS8	0.521575546686075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	0	0	0	0.5	No data	-0.21244009168576783	-0.4025761376112691	0	No data	No data	No data	-1	-1
NDUFB11	0.521575546686075	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.01823792392834863	No data	No data	1	0	0	0	0	0	0	No data	-0.4279016461762867	No data	0	No data	No data	No data	0.5	-1
NDUFS5	0.5213907567587326	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	0	0	0	0	No data	0.5003125651177329	0	0	No data	No data	No data	-1	-1
TOP2B	0.5213392534680853	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8546219443363062	No data	No data	No data	No data	No data	No data	0.05883081424220459	No data	No data	1	0	0	1	1	1	0.7570700000000002	No data	-0.8282975619920817	-0.7088577420492345	0	No data	No data	-0.15283000000000016	-1	-1
TNFSF11	0.521057639958474	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8177736018971362	No data	No data	No data	No data	No data	No data	0.7589486870749769	0.06206471811036412	No data	1	1	1	1	1	0	0.1798099999999998	No data	-0.0709522817253595	-0.6685123132198373	0	No data	No data	0	0.5	0.5
NDUFB3	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.9720775161491977	No data	-1	No data	No data	No data	0.5	-1
NDUFA3	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.047619999999999864	No data	0.5942904771827464	No data	0	No data	No data	No data	0.5	-1
NDUFS7	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.31925000000000026	No data	-0.6437799541571161	-0.6302444295329601	0	No data	No data	No data	0.5	-1
NDUFC2	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.1364867680766827	0	0	No data	No data	No data	-1	-1
NDUFV2	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.6586350000000003	No data	-0.09491560741821214	-0.4025761376112691	0	No data	No data	No data	0.5	-1
NDUFA5	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.008619999999999805	No data	0.5175036465930403	No data	0	No data	No data	No data	0.5	-1
NDUFB1	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.9213377787038965	No data	-1	No data	No data	No data	-1	-1
NDUFA10	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	0	0	No data	0.23025630339654102	-0.4700118918221574	0	No data	No data	0	0.5	-1
NDUFS4	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.37143000000000015	No data	0.3012085851219004	-0.9208843900438202	0	No data	No data	0	-1	-1
NDUFB5	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.4098770577203583	-0.7970603619816965	0	No data	No data	No data	-1	-1
NDUFB2	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.14285500000000012	No data	0.8746613877891227	No data	0	No data	No data	No data	-1	-1
NDUFC1	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.41831631589914564	No data	0	No data	No data	No data	0.75	-1
NDUFV3	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	0.8848718483017295	-0.05377051238253633	0	No data	No data	No data	0.5	-1
NDUFA7	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.5575200000000002	No data	0.855386538862263	-0.4025761376112691	0	No data	No data	No data	-1	-1
NDUFAF4	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.2356740987705772	No data	0	No data	No data	No data	-1	-1
NDUFAF1	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.008022504688476761	No data	0	No data	No data	No data	-1	-1
NDUFB10	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.040699999999999646	No data	0.22681808710147955	No data	-1	No data	No data	No data	0.75	-1
NDUFA9	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0	No data	-0.33225672015003127	-0.4025761376112691	0	No data	No data	No data	-1	-1
NDUFA12	0.5210211769040479	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.8570402732531152	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.4482750000000003	No data	0.6098145446968117	0	0	No data	No data	No data	0.5	-1
ATR	0.5188895502844609	No data	No data	0.18237923928348632	No data	No data	No data	No data	No data	No data	0.7001778390862753	No data	No data	No data	0.1802638882428173	No data	No data	0.9529606989486745	No data	No data	No data	0.33814124181154387	No data	No data	0.75	0	0	1	1	0	0.5196649999999998	0	-0.6274223796624296	-0.9356878069224656	-1	No data	-1	0	-1	0
MAP2K2	0.5137370242609043	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6947014216651883	No data	No data	No data	0.19195391039483123	No data	No data	0.9498072725128516	0.3039653988058105	No data	No data	0.10049169442235946	No data	No data	1	0	0	1	1	1	0.7125	0	-0.7212961033548656	0	0	No data	-1	-0.5125	0.5	-1
BCR	0.5115247445882606	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44488713508550437	No data	No data	No data	0.6813585339458882	No data	No data	0.8749992855750762	No data	No data	No data	0.01823792392834863	No data	No data	1	1	0	1	1	0	0.69709	0	-0.7620337570327151	-0.6865464431464693	0	No data	No data	0	-1	-1
GABRA3	0.5099048594065926	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7851426251154086	No data	No data	0.3441893342750761	No data	No data	No data	0.2975483514976879	0.309110794773958	No data	1	1	0	1	1	0	0.8069099999999999	No data	-0.25932485934569705	-0.17077894484562928	0	-1	No data	-0.16666750000000013	0.75	0.5
GABRA5	0.5085297870989189	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7851426251154086	No data	No data	0.3441893342750761	No data	No data	No data	No data	0.3746967135236081	No data	1	1	0	1	1	0	0.7727249999999998	0	-0.6651385705355282	-0.8135521146075794	0	-1	No data	-0.2532475000000002	1	0.5
GABRG2	0.5061462753406859	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7851426251154086	No data	No data	0.3441893342750761	No data	No data	No data	0.07599134970145263	0.15552026584818504	No data	1	1	0	1	1	0	0.9578949999999999	No data	-0.6279433215253178	-0.9292136473977292	0	-1	No data	-0.3105274999999999	0.75	0
MAP2K1	0.504490936841512	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6819775614142507	No data	No data	No data	0.19195391039483123	No data	No data	0.9532196284829524	No data	No data	No data	0.5912845041545615	No data	No data	1	1	0	1	1	1	0.9491100000000003	1	-0.655344863513232	-0.8876394107253399	0	No data	-1	-0.5483450000000001	-1	-1
GABRA1	0.5042069540990692	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7851426251154086	No data	No data	0.3441893342750761	No data	No data	No data	0.0547137717850459	No data	No data	1	1	0	1	1	0	0.923245	No data	-0.6705563659095645	-0.905495670554633	0	-1	No data	-0.3804825000000001	0.75	0.5
GABRA2	0.5034677943896998	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7851426251154086	No data	No data	0.3441893342750761	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8891350000000002	No data	-0.8510106272140029	-0.8873353578227341	0	-1	No data	-0.4013300000000001	1	0.5
GABRG3	0.5034677943896998	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7851426251154086	No data	No data	0.3441893342750761	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.796575	No data	-0.645446968118358	No data	0	-1	No data	-0.17023499999999991	0.5	0.5
GABRB1	0.5006524171855683	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	0.3441893342750761	No data	No data	No data	No data	0.3189812895068176	No data	1	1	0	1	1	0	0.9050649999999998	No data	-0.747551573244426	-0.29078223012330484	0	No data	No data	-0.47784750000000004	0.5	0.5
GABRA6	0.5006524171855683	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	0.3441893342750761	No data	No data	No data	No data	0.3189812895068176	No data	1	1	0	1	1	0	0.5695349999999998	No data	0.5229214419670765	No data	0	-1	No data	-0.2715225	1	1
LCK	0.49959376435840513	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.6711487940817937	No data	No data	No data	0.19351644228385467	No data	No data	0.9642505452789003	No data	No data	No data	0.656532573660867	0.050651291573054605	No data	1	0	0	1	1	1	0.84283	1	-0.8744530110439674	0	0	-1	-1	-0.1355599999999999	1	0
GABRQ	0.4973697267874022	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7734230702947845	No data	No data	0.3441893342750761	No data	No data	No data	0.07599134970145263	No data	No data	1	1	0	1	1	0	0	No data	No data	No data	0	No data	No data	0	0.75	0.5
XPO1	0.4973266229650131	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.7001778390862753	No data	No data	No data	0.14353921610274387	No data	No data	0.7449416750862422	No data	No data	No data	0.7056144770503107	No data	No data	1	0	0	1	1	0	0.9019599999999997	No data	-0.9985413627839134	-0.6507739417415292	-1	-1	-1	0	-1	-1
