filename,uniprot_id,pocket,druggability,num_drug_pockets
AF-Q99928-F1-model_v4_info.txt,Q99928,0.18,0.861,2
AF-Q9BXX0-F1-model_v4_info.txt,Q9BXX0,0.192,0.861,2
AF-Q9H3E2-F1-model_v4_info.txt,Q9H3E2,0.157,0.861,3
AF-Q9H967-F1-model_v4_info.txt,Q9H967,0.272,0.861,1
AF-Q9NPI7-F1-model_v4_info.txt,Q9NPI7,0.29,0.861,1
AF-Q9NR09-F12-model_v4_info.txt,Q9NR09,0.096,0.861,1
AF-A0A2R8YEG4-F1-model_v4_info.txt,A0A2R8YEG4,0.455,0.86,2
AF-O60488-F1-model_v4_info.txt,O60488,0.116,0.86,1
AF-O60938-F1-model_v4_info.txt,O60938,0.232,0.86,2
AF-P0CAP1-F1-model_v4_info.txt,P0CAP1,0.246,0.86,1
AF-P55084-F1-model_v4_info.txt,P55084,0.294,0.86,2
AF-P78310-F1-model_v4_info.txt,P78310,0.405,0.86,1
AF-P78367-F1-model_v4_info.txt,P78367,0.331,0.86,1
AF-Q14258-F1-model_v4_info.txt,Q14258,0.383,0.86,1
AF-Q15008-F1-model_v4_info.txt,Q15008,0.129,0.86,1
AF-Q16787-F11-model_v4_info.txt,Q16787,0.115,0.86,2
AF-Q3SY69-F1-model_v4_info.txt,Q3SY69,0.427,0.86,2
AF-Q53GS7-F1-model_v4_info.txt,Q53GS7,0.275,0.86,1
AF-Q6P179-F1-model_v4_info.txt,Q6P179,0.153,0.86,1
AF-Q6ZVH7-F1-model_v4_info.txt,Q6ZVH7,0.06,0.86,1
AF-Q8NCE2-F1-model_v4_info.txt,Q8NCE2,0.363,0.86,2
AF-Q8NHC7-F1-model_v4_info.txt,Q8NHC7,0.226,0.86,1
AF-Q8WVZ7-F1-model_v4_info.txt,Q8WVZ7,0.114,0.86,1
AF-Q969G9-F1-model_v4_info.txt,Q969G9,0.079,0.86,1
AF-Q96A59-F1-model_v4_info.txt,Q96A59,0.108,0.86,1
AF-Q96RW7-F5-model_v4_info.txt,Q96RW7,0.245,0.86,1
AF-Q9H0D6-F1-model_v4_info.txt,Q9H0D6,0.257,0.86,2
AF-Q9H329-F1-model_v4_info.txt,Q9H329,0.012,0.86,1
AF-Q9ULQ1-F1-model_v4_info.txt,Q9ULQ1,0.073,0.86,1
AF-A0A087X1G2-F1-model_v4_info.txt,A0A087X1G2,0.078,0.859,2
AF-O95813-F1-model_v4_info.txt,O95813,0.099,0.859,1
AF-P13693-F1-model_v4_info.txt,P13693,0.317,0.859,1
AF-P20827-F1-model_v4_info.txt,P20827,-0.036,0.859,1
AF-P30260-F1-model_v4_info.txt,P30260,0.117,0.859,1
AF-P60985-F1-model_v4_info.txt,P60985,0.113,0.859,1
AF-Q07960-F1-model_v4_info.txt,Q07960,0.142,0.859,1
AF-Q16553-F1-model_v4_info.txt,Q16553,0.375,0.859,1
AF-Q5SW96-F1-model_v4_info.txt,Q5SW96,0.107,0.859,1
AF-Q687X5-F1-model_v4_info.txt,Q687X5,0.104,0.859,1
AF-Q6UXG8-F1-model_v4_info.txt,Q6UXG8,0.202,0.859,1
AF-Q6ZR08-F6-model_v4_info.txt,Q6ZR08,0.325,0.859,3
AF-Q70CQ2-F9-model_v4_info.txt,Q70CQ2,0.079,0.859,3
AF-Q7Z7J5-F1-model_v4_info.txt,Q7Z7J5,0.155,0.859,2
AF-Q8IVF4-F5-model_v4_info.txt,Q8IVF4,0.407,0.859,4
AF-Q92823-F1-model_v4_info.txt,Q92823,0.09,0.859,2
AF-Q96DT5-F1-model_v4_info.txt,Q96DT5,0.26,0.859,1
AF-Q96J86-F1-model_v4_info.txt,Q96J86,0.223,0.859,1
AF-Q96PN6-F1-model_v4_info.txt,Q96PN6,0.092,0.859,4
AF-Q99698-F11-model_v4_info.txt,Q99698,0.167,0.859,3
AF-Q9C0I1-F1-model_v4_info.txt,Q9C0I1,0.312,0.859,1
AF-Q9H6W3-F1-model_v4_info.txt,Q9H6W3,0.126,0.859,3
AF-Q9NRC6-F2-model_v4_info.txt,Q9NRC6,0.193,0.859,2
AF-Q9UKR5-F1-model_v4_info.txt,Q9UKR5,0.239,0.859,2
AF-A0A2R8YFL7-F1-model_v4_info.txt,A0A2R8YFL7,0.078,0.858,1
AF-O15050-F1-model_v4_info.txt,O15050,0.379,0.858,2
AF-O76002-F1-model_v4_info.txt,O76002,0.25,0.858,2
AF-O95279-F1-model_v4_info.txt,O95279,0.208,0.858,1
AF-O95714-F6-model_v4_info.txt,O95714,0.216,0.858,1
AF-P04114-F7-model_v4_info.txt,P04114,0.301,0.858,1
AF-P21453-F1-model_v4_info.txt,P21453,0.164,0.858,4
AF-P35222-F1-model_v4_info.txt,P35222,0.119,0.858,1
AF-P46098-F1-model_v4_info.txt,P46098,0.422,0.858,2
AF-P98194-F1-model_v4_info.txt,P98194,0.254,0.858,1
AF-Q5EB52-F1-model_v4_info.txt,Q5EB52,0.39,0.858,1
AF-Q63HM2-F1-model_v4_info.txt,Q63HM2,0.233,0.858,5
AF-Q69YL0-F1-model_v4_info.txt,Q69YL0,0.49,0.858,1
AF-Q6N022-F8-model_v4_info.txt,Q6N022,0.287,0.858,2
AF-Q6XPS3-F1-model_v4_info.txt,Q6XPS3,0.092,0.858,1
AF-Q8IVU1-F1-model_v4_info.txt,Q8IVU1,0.323,0.858,1
AF-Q8TCC7-F1-model_v4_info.txt,Q8TCC7,0.196,0.858,2
AF-Q92519-F1-model_v4_info.txt,Q92519,0.277,0.858,1
AF-Q96JE7-F1-model_v4_info.txt,Q96JE7,0.247,0.858,2
AF-Q99680-F1-model_v4_info.txt,Q99680,0.34,0.858,3
AF-Q9H0C2-F1-model_v4_info.txt,Q9H0C2,0.445,0.858,3
AF-Q9HCE3-F1-model_v4_info.txt,Q9HCE3,0.166,0.858,1
AF-Q9NPR2-F1-model_v4_info.txt,Q9NPR2,0.111,0.858,2
AF-Q9NV79-F1-model_v4_info.txt,Q9NV79,0.282,0.858,1
AF-Q9NYC9-F16-model_v4_info.txt,Q9NYC9,0.142,0.858,3
AF-Q9UGM6-F1-model_v4_info.txt,Q9UGM6,0.233,0.858,1
AF-A8MW99-F1-model_v4_info.txt,A8MW99,0.176,0.857,1
AF-O15254-F1-model_v4_info.txt,O15254,0.074,0.857,3
AF-O43490-F1-model_v4_info.txt,O43490,0.171,0.857,2
AF-O60403-F1-model_v4_info.txt,O60403,0.245,0.857,2
AF-O76081-F1-model_v4_info.txt,O76081,0.092,0.857,1
AF-O76100-F1-model_v4_info.txt,O76100,0.176,0.857,2
AF-O95206-F1-model_v4_info.txt,O95206,0.24,0.857,2
AF-P05177-F1-model_v4_info.txt,P05177,0.199,0.857,2
AF-P0C7T3-F1-model_v4_info.txt,P0C7T3,0.084,0.857,2
AF-P53794-F1-model_v4_info.txt,P53794,0.22,0.857,4
AF-Q01813-F1-model_v4_info.txt,Q01813,0.513,0.857,2
AF-Q06136-F1-model_v4_info.txt,Q06136,0.226,0.857,1
AF-Q08AF8-F1-model_v4_info.txt,Q08AF8,0.218,0.857,1
AF-Q14204-F14-model_v4_info.txt,Q14204,0.142,0.857,3
AF-Q16385-F1-model_v4_info.txt,Q16385,0.353,0.857,1
AF-Q6ZWJ1-F1-model_v4_info.txt,Q6ZWJ1,0.353,0.857,1
AF-Q8IXJ6-F1-model_v4_info.txt,Q8IXJ6,0.193,0.857,2
AF-Q8NDA2-F4-model_v4_info.txt,Q8NDA2,0.193,0.857,2
AF-Q8WWF6-F1-model_v4_info.txt,Q8WWF6,0.404,0.857,2
AF-Q9BZW2-F1-model_v4_info.txt,Q9BZW2,0.219,0.857,1
AF-Q9H0I3-F1-model_v4_info.txt,Q9H0I3,0.348,0.857,1
AF-Q9NSY2-F1-model_v4_info.txt,Q9NSY2,0.413,0.857,1
AF-Q9ULE6-F1-model_v4_info.txt,Q9ULE6,0.072,0.857,2
AF-Q9Y3L5-F1-model_v4_info.txt,Q9Y3L5,0.187,0.857,1
AF-Q9Y661-F1-model_v4_info.txt,Q9Y661,0.083,0.857,1
AF-A6NK89-F1-model_v4_info.txt,A6NK89,0.264,0.856,1
AF-O76062-F1-model_v4_info.txt,O76062,0.035,0.856,1
AF-O95070-F1-model_v4_info.txt,O95070,0.147,0.856,4
AF-P11150-F1-model_v4_info.txt,P11150,0.034,0.856,2
AF-P15621-F1-model_v4_info.txt,P15621,0.075,0.856,1
AF-P42229-F1-model_v4_info.txt,P42229,0.117,0.856,2
AF-P49768-F1-model_v4_info.txt,P49768,0.104,0.856,2
AF-Q08AN1-F1-model_v4_info.txt,Q08AN1,0.131,0.856,1
AF-Q12873-F1-model_v4_info.txt,Q12873,0.345,0.856,1
AF-Q5CZC0-F24-model_v4_info.txt,Q5CZC0,0.145,0.856,2
AF-Q5JPI3-F1-model_v4_info.txt,Q5JPI3,0.269,0.856,2
AF-Q63ZE4-F1-model_v4_info.txt,Q63ZE4,0.292,0.856,1
AF-Q6PCB6-F1-model_v4_info.txt,Q6PCB6,0.389,0.856,2
AF-Q6V9R5-F1-model_v4_info.txt,Q6V9R5,0.037,0.856,1
AF-Q7Z3E1-F1-model_v4_info.txt,Q7Z3E1,0.196,0.856,1
AF-Q7Z410-F1-model_v4_info.txt,Q7Z410,0.089,0.856,3
AF-Q8N5J2-F1-model_v4_info.txt,Q8N5J2,0.443,0.856,1
AF-Q8N960-F1-model_v4_info.txt,Q8N960,0.218,0.856,2
AF-Q8N972-F1-model_v4_info.txt,Q8N972,0.232,0.856,2
AF-Q9H008-F1-model_v4_info.txt,Q9H008,0.256,0.856,1
AF-Q9H221-F1-model_v4_info.txt,Q9H221,0.349,0.856,3
AF-Q9H267-F1-model_v4_info.txt,Q9H267,0.101,0.856,1
AF-Q9HD20-F1-model_v4_info.txt,Q9HD20,0.196,0.856,3
AF-Q9NYC9-F15-model_v4_info.txt,Q9NYC9,0.197,0.856,2
AF-Q9NZJ4-F11-model_v4_info.txt,Q9NZJ4,0.331,0.856,2
AF-Q9Y2S2-F1-model_v4_info.txt,Q9Y2S2,0.182,0.856,1
AF-Q9Y5X9-F1-model_v4_info.txt,Q9Y5X9,0.095,0.856,1
AF-Q9Y678-F1-model_v4_info.txt,Q9Y678,0.176,0.856,1
AF-O96017-F1-model_v4_info.txt,O96017,0.139,0.855,1
AF-P05413-F1-model_v4_info.txt,P05413,0.293,0.855,1
AF-P60903-F1-model_v4_info.txt,P60903,0.178,0.855,1
AF-Q00536-F1-model_v4_info.txt,Q00536,0.123,0.855,1
AF-Q13232-F1-model_v4_info.txt,Q13232,0.101,0.855,1
AF-Q13627-F1-model_v4_info.txt,Q13627,0.411,0.855,2
AF-Q16280-F1-model_v4_info.txt,Q16280,0.373,0.855,1
AF-Q6P5Z2-F1-model_v4_info.txt,Q6P5Z2,0.132,0.855,1
AF-Q6ZP80-F1-model_v4_info.txt,Q6ZP80,0.196,0.855,1
AF-Q8NG75-F1-model_v4_info.txt,Q8NG75,0.245,0.855,2
AF-Q96JB1-F11-model_v4_info.txt,Q96JB1,0.27,0.855,4
AF-Q96RF0-F1-model_v4_info.txt,Q96RF0,0.172,0.855,3
AF-Q9H251-F8-model_v4_info.txt,Q9H251,0.223,0.855,2
AF-Q9H999-F1-model_v4_info.txt,Q9H999,0.246,0.855,2
AF-Q9NYT0-F1-model_v4_info.txt,Q9NYT0,0.124,0.855,1
AF-Q9UHN6-F1-model_v4_info.txt,Q9UHN6,0.253,0.855,3
AF-Q9UJ96-F1-model_v4_info.txt,Q9UJ96,0.117,0.855,1
AF-Q9ULG6-F1-model_v4_info.txt,Q9ULG6,0.294,0.855,2
AF-A0A0A6YYK6-F1-model_v4_info.txt,A0A0A6YYK6,0.161,0.854,2
AF-O15243-F1-model_v4_info.txt,O15243,0.237,0.854,1
AF-P04049-F1-model_v4_info.txt,P04049,0.124,0.854,2
AF-P46020-F1-model_v4_info.txt,P46020,0.121,0.854,2
AF-Q0VDD8-F2-model_v4_info.txt,Q0VDD8,0.078,0.854,4
AF-Q2LD37-F13-model_v4_info.txt,Q2LD37,0.093,0.854,5
AF-Q32NC0-F1-model_v4_info.txt,Q32NC0,0.23,0.854,1
AF-Q5T5N4-F1-model_v4_info.txt,Q5T5N4,0.144,0.854,1
AF-Q6ZMB5-F1-model_v4_info.txt,Q6ZMB5,0.147,0.854,1
AF-Q86UQ4-F15-model_v4_info.txt,Q86UQ4,0.09,0.854,4
AF-Q86XS8-F1-model_v4_info.txt,Q86XS8,0.039,0.854,1
AF-Q8IYD1-F1-model_v4_info.txt,Q8IYD1,0.353,0.854,1
AF-Q8N8F6-F1-model_v4_info.txt,Q8N8F6,0.249,0.854,3
AF-Q8NBD8-F1-model_v4_info.txt,Q8NBD8,0.29,0.854,1
AF-Q8NEA5-F1-model_v4_info.txt,Q8NEA5,0.267,0.854,1
AF-Q8NGL4-F1-model_v4_info.txt,Q8NGL4,0.385,0.854,1
AF-Q8NGN0-F1-model_v4_info.txt,Q8NGN0,0.487,0.854,2
AF-Q8TDF6-F1-model_v4_info.txt,Q8TDF6,0.173,0.854,2
AF-Q92843-F1-model_v4_info.txt,Q92843,0.241,0.854,2
AF-Q96D70-F1-model_v4_info.txt,Q96D70,0.291,0.854,1
AF-Q96FS4-F1-model_v4_info.txt,Q96FS4,0.295,0.854,1
AF-Q9H3Z7-F1-model_v4_info.txt,Q9H3Z7,0.22,0.854,1
AF-Q9NR09-F17-model_v4_info.txt,Q9NR09,0.162,0.854,1
AF-Q9NZH0-F1-model_v4_info.txt,Q9NZH0,0.264,0.854,3
AF-Q9UNY4-F1-model_v4_info.txt,Q9UNY4,0.212,0.854,2
AF-Q9Y6I9-F1-model_v4_info.txt,Q9Y6I9,0.078,0.854,1
AF-A0A0G2JPC4-F1-model_v4_info.txt,A0A0G2JPC4,0.207,0.853,1
AF-A1L4K1-F1-model_v4_info.txt,A1L4K1,0.173,0.853,2
AF-O15460-F1-model_v4_info.txt,O15460,0.138,0.853,1
AF-P01780-F1-model_v4_info.txt,P01780,0.354,0.853,1
AF-P08183-F1-model_v4_info.txt,P08183,0.079,0.853,2
AF-P08519-F16-model_v4_info.txt,P08519,0.099,0.853,4
AF-P0C628-F1-model_v4_info.txt,P0C628,0.139,0.853,1
AF-P25874-F1-model_v4_info.txt,P25874,0.113,0.853,2
AF-P54845-F1-model_v4_info.txt,P54845,0.193,0.853,1
AF-P59542-F1-model_v4_info.txt,P59542,0.388,0.853,1
AF-Q4J6C6-F1-model_v4_info.txt,Q4J6C6,0.459,0.853,4
AF-Q6UXI9-F1-model_v4_info.txt,Q6UXI9,0.089,0.853,1
AF-Q86WI1-F6-model_v4_info.txt,Q86WI1,0.107,0.853,1
AF-Q8NHC5-F1-model_v4_info.txt,Q8NHC5,0.218,0.853,1
AF-Q8TCF1-F1-model_v4_info.txt,Q8TCF1,0.391,0.853,1
AF-Q9NPJ1-F1-model_v4_info.txt,Q9NPJ1,0.207,0.853,1
AF-Q9UFH2-F16-model_v4_info.txt,Q9UFH2,0.135,0.853,2
AF-Q9UKJ1-F1-model_v4_info.txt,Q9UKJ1,0.307,0.853,2
AF-Q9UM01-F1-model_v4_info.txt,Q9UM01,0.011,0.853,1
AF-A2RRP1-F1-model_v4_info.txt,A2RRP1,0.136,0.852,1
AF-O15079-F1-model_v4_info.txt,O15079,0.287,0.852,1
AF-P14091-F1-model_v4_info.txt,P14091,0.295,0.852,2
AF-P31639-F1-model_v4_info.txt,P31639,0.365,0.852,3
AF-P46721-F1-model_v4_info.txt,P46721,0.028,0.852,1
AF-P50452-F1-model_v4_info.txt,P50452,0.206,0.852,1
AF-P51810-F1-model_v4_info.txt,P51810,0.199,0.852,2
AF-Q5TH69-F1-model_v4_info.txt,Q5TH69,0.051,0.852,3
AF-Q5VT79-F1-model_v4_info.txt,Q5VT79,0.091,0.852,1
AF-Q6PCE3-F1-model_v4_info.txt,Q6PCE3,0.22,0.852,1
AF-Q8IZ21-F1-model_v4_info.txt,Q8IZ21,0.144,0.852,1
AF-Q8N4V2-F1-model_v4_info.txt,Q8N4V2,0.116,0.852,1
AF-Q8NDY8-F1-model_v4_info.txt,Q8NDY8,0.238,0.852,3
AF-Q8NEZ4-F1-model_v4_info.txt,Q8NEZ4,0.119,0.852,1
AF-Q8WXH0-F27-model_v4_info.txt,Q8WXH0,0.241,0.852,3
AF-Q8WZ42-F17-model_v4_info.txt,Q8WZ42,0.115,0.852,1
AF-Q96RP7-F1-model_v4_info.txt,Q96RP7,0.118,0.852,1
AF-Q96RT7-F1-model_v4_info.txt,Q96RT7,0.079,0.852,4
AF-Q9H0M5-F1-model_v4_info.txt,Q9H0M5,0.166,0.852,1
AF-Q9H1H9-F1-model_v4_info.txt,Q9H1H9,0.232,0.852,1
AF-Q9P265-F1-model_v4_info.txt,Q9P265,0.138,0.852,3
AF-O00555-F1-model_v4_info.txt,O00555,0.201,0.851,2
AF-O14763-F1-model_v4_info.txt,O14763,0.215,0.851,2
AF-O43149-F5-model_v4_info.txt,O43149,0.132,0.851,2
AF-O60331-F1-model_v4_info.txt,O60331,0.15,0.851,2
AF-O95544-F1-model_v4_info.txt,O95544,0.126,0.851,2
AF-P08519-F15-model_v4_info.txt,P08519,0.106,0.851,2
AF-P0C7T2-F1-model_v4_info.txt,P0C7T2,0.147,0.851,3
AF-P51513-F1-model_v4_info.txt,P51513,0.159,0.851,1
AF-P61224-F1-model_v4_info.txt,P61224,0.249,0.851,2
AF-Q2TB18-F1-model_v4_info.txt,Q2TB18,0.15,0.851,1
AF-Q4G0P3-F13-model_v4_info.txt,Q4G0P3,0.087,0.851,2
AF-Q6ZR08-F2-model_v4_info.txt,Q6ZR08,0.216,0.851,4
AF-Q7Z7G8-F1-model_v4_info.txt,Q7Z7G8,0.13,0.851,2
AF-Q86V20-F1-model_v4_info.txt,Q86V20,0.064,0.851,3
AF-Q8ND24-F1-model_v4_info.txt,Q8ND24,0.167,0.851,1
AF-Q8NH90-F1-model_v4_info.txt,Q8NH90,0.214,0.851,3
AF-Q96EW2-F1-model_v4_info.txt,Q96EW2,0.181,0.851,1
AF-Q99832-F1-model_v4_info.txt,Q99832,0.241,0.851,1
AF-Q9BXS9-F1-model_v4_info.txt,Q9BXS9,0.091,0.851,3
AF-Q9BXW3-F1-model_v4_info.txt,Q9BXW3,0.248,0.851,1
AF-Q9P1Z3-F1-model_v4_info.txt,Q9P1Z3,0.368,0.851,2
AF-Q9UIA0-F1-model_v4_info.txt,Q9UIA0,0.103,0.851,1
AF-Q9UQ88-F1-model_v4_info.txt,Q9UQ88,0.183,0.851,1
AF-Q9Y6R7-F1-model_v4_info.txt,Q9Y6R7,0.264,0.851,3
AF-O60669-F1-model_v4_info.txt,O60669,0.044,0.85,2
AF-P01298-F1-model_v4_info.txt,P01298,0.39,0.85,1
AF-Q13432-F1-model_v4_info.txt,Q13432,0.197,0.85,1
AF-Q15059-F1-model_v4_info.txt,Q15059,0.286,0.85,3
AF-Q2M389-F1-model_v4_info.txt,Q2M389,0.135,0.85,1
AF-Q6ZN66-F1-model_v4_info.txt,Q6ZN66,0.326,0.85,1
AF-Q70IA6-F1-model_v4_info.txt,Q70IA6,0.224,0.85,1
AF-Q7Z407-F4-model_v4_info.txt,Q7Z407,0.028,0.85,1
AF-Q7Z478-F1-model_v4_info.txt,Q7Z478,0.33,0.85,2
AF-Q7Z5J8-F1-model_v4_info.txt,Q7Z5J8,0.227,0.85,1
AF-Q8IWF2-F1-model_v4_info.txt,Q8IWF2,0.233,0.85,1
AF-Q8NHY0-F1-model_v4_info.txt,Q8NHY0,0.232,0.85,1
AF-Q96D09-F1-model_v4_info.txt,Q96D09,0.128,0.85,1
AF-Q96DT5-F16-model_v4_info.txt,Q96DT5,0.216,0.85,1
AF-Q96GG9-F1-model_v4_info.txt,Q96GG9,0.383,0.85,1
AF-Q9BW92-F1-model_v4_info.txt,Q9BW92,0.101,0.85,1
AF-Q9H2Y9-F1-model_v4_info.txt,Q9H2Y9,0.068,0.85,3
AF-Q9NZR2-F2-model_v4_info.txt,Q9NZR2,0.356,0.85,1
AF-Q9UDY4-F1-model_v4_info.txt,Q9UDY4,0.344,0.85,1
AF-Q9ULL4-F1-model_v4_info.txt,Q9ULL4,0.081,0.85,1
AF-Q9UQC9-F1-model_v4_info.txt,Q9UQC9,0.341,0.85,3
AF-Q9Y2A7-F1-model_v4_info.txt,Q9Y2A7,0.137,0.85,1
AF-A0A1B0GUV8-F1-model_v4_info.txt,A0A1B0GUV8,0.121,0.849,1
AF-O94915-F4-model_v4_info.txt,O94915,0.128,0.849,4
AF-P35611-F1-model_v4_info.txt,P35611,0.297,0.849,1
AF-Q12802-F7-model_v4_info.txt,Q12802,0.124,0.849,2
AF-Q14376-F1-model_v4_info.txt,Q14376,0.231,0.849,1
AF-Q15022-F1-model_v4_info.txt,Q15022,0.199,0.849,1
AF-Q6UW01-F1-model_v4_info.txt,Q6UW01,0.273,0.849,1
AF-Q7LFL8-F1-model_v4_info.txt,Q7LFL8,0.11,0.849,1
AF-Q86SR1-F1-model_v4_info.txt,Q86SR1,0.258,0.849,2
AF-Q8N912-F1-model_v4_info.txt,Q8N912,0.128,0.849,1
AF-Q8NBX0-F1-model_v4_info.txt,Q8NBX0,0.063,0.849,2
AF-Q8NF91-F37-model_v4_info.txt,Q8NF91,0.282,0.849,1
AF-Q8TDC3-F1-model_v4_info.txt,Q8TDC3,0.049,0.849,2
AF-Q8WV19-F1-model_v4_info.txt,Q8WV19,0.243,0.849,3
AF-Q8WZ42-F33-model_v4_info.txt,Q8WZ42,0.291,0.849,1
AF-Q96CB9-F1-model_v4_info.txt,Q96CB9,0.21,0.849,2
AF-Q96HC4-F1-model_v4_info.txt,Q96HC4,0.199,0.849,1
AF-Q96M86-F3-model_v4_info.txt,Q96M86,0.223,0.849,2
AF-Q96Q15-F3-model_v4_info.txt,Q96Q15,0.145,0.849,3
AF-Q9H095-F1-model_v4_info.txt,Q9H095,0.259,0.849,1
AF-Q9NWU1-F1-model_v4_info.txt,Q9NWU1,0.277,0.849,2
AF-Q9Y5Y4-F1-model_v4_info.txt,Q9Y5Y4,0.161,0.849,2
AF-H3BTG2-F1-model_v4_info.txt,H3BTG2,0.24,0.848,1
AF-O15294-F1-model_v4_info.txt,O15294,0.228,0.848,2
AF-O95154-F1-model_v4_info.txt,O95154,0.11,0.848,2
AF-P08571-F1-model_v4_info.txt,P08571,0.235,0.848,2
AF-P24347-F1-model_v4_info.txt,P24347,0.41,0.848,1
AF-P34995-F1-model_v4_info.txt,P34995,0.141,0.848,3
AF-P35670-F1-model_v4_info.txt,P35670,0.056,0.848,3
AF-P42858-F9-model_v4_info.txt,P42858,0.123,0.848,5
AF-Q07343-F1-model_v4_info.txt,Q07343,0.125,0.848,1
AF-Q2M5E4-F1-model_v4_info.txt,Q2M5E4,0.08,0.848,1
AF-Q5T601-F1-model_v4_info.txt,Q5T601,0.107,0.848,1
AF-Q6ZNW5-F1-model_v4_info.txt,Q6ZNW5,0.217,0.848,1
AF-Q86Y79-F1-model_v4_info.txt,Q86Y79,0.331,0.848,1
AF-Q8N336-F1-model_v4_info.txt,Q8N336,0.268,0.848,1
AF-Q8NCM8-F16-model_v4_info.txt,Q8NCM8,0.096,0.848,2
AF-Q8TBY0-F1-model_v4_info.txt,Q8TBY0,0.091,0.848,1
AF-Q8WXX0-F15-model_v4_info.txt,Q8WXX0,0.086,0.848,3
AF-Q96L42-F1-model_v4_info.txt,Q96L42,0.09,0.848,1
AF-Q9H4G1-F1-model_v4_info.txt,Q9H4G1,0.097,0.848,2
AF-Q9H5U6-F1-model_v4_info.txt,Q9H5U6,0.153,0.848,4
AF-A0A0B4J1V6-F1-model_v4_info.txt,A0A0B4J1V6,0.23,0.847,2
AF-A0A3B3IT45-F1-model_v4_info.txt,A0A3B3IT45,0.097,0.847,2
AF-A6ND91-F1-model_v4_info.txt,A6ND91,0.451,0.847,1
AF-A6NGB7-F1-model_v4_info.txt,A6NGB7,0.069,0.847,1
AF-O95665-F1-model_v4_info.txt,O95665,0.302,0.847,2
AF-O96001-F1-model_v4_info.txt,O96001,0.083,0.847,1
AF-P06241-F1-model_v4_info.txt,P06241,0.301,0.847,3
AF-P11047-F1-model_v4_info.txt,P11047,0.202,0.847,1
AF-P20929-F12-model_v4_info.txt,P20929,0.122,0.847,3
AF-Q13151-F1-model_v4_info.txt,Q13151,0.463,0.847,2
AF-Q14839-F1-model_v4_info.txt,Q14839,0.147,0.847,1
AF-Q5THR3-F1-model_v4_info.txt,Q5THR3,0.136,0.847,3
AF-Q5TZ20-F1-model_v4_info.txt,Q5TZ20,0.496,0.847,2
AF-Q8NCS4-F1-model_v4_info.txt,Q8NCS4,0.127,0.847,1
AF-Q8NCU8-F1-model_v4_info.txt,Q8NCU8,0.422,0.847,2
AF-Q96F81-F1-model_v4_info.txt,Q96F81,0.107,0.847,2
AF-Q96HG1-F1-model_v4_info.txt,Q96HG1,0.101,0.847,1
AF-Q96T76-F1-model_v4_info.txt,Q96T76,0.302,0.847,1
AF-Q9C0J1-F1-model_v4_info.txt,Q9C0J1,0.226,0.847,1
AF-Q9H255-F1-model_v4_info.txt,Q9H255,0.036,0.847,1
AF-Q9NQ34-F1-model_v4_info.txt,Q9NQ34,0.177,0.847,2
AF-Q9NR09-F3-model_v4_info.txt,Q9NR09,0.043,0.847,2
AF-Q9NZM3-F1-model_v4_info.txt,Q9NZM3,0.269,0.847,2
AF-Q9Y242-F1-model_v4_info.txt,Q9Y242,0.239,0.847,1
AF-Q9Y2U5-F1-model_v4_info.txt,Q9Y2U5,0.092,0.847,1
AF-O00421-F1-model_v4_info.txt,O00421,0.155,0.846,2
AF-O15399-F1-model_v4_info.txt,O15399,0.143,0.846,3
AF-O60566-F1-model_v4_info.txt,O60566,0.211,0.846,2
AF-P07237-F1-model_v4_info.txt,P07237,0.126,0.846,2
AF-P0C1S8-F1-model_v4_info.txt,P0C1S8,0.268,0.846,1
AF-P0DMT0-F1-model_v4_info.txt,P0DMT0,0.297,0.846,1
AF-P35749-F1-model_v4_info.txt,P35749,0.255,0.846,2
AF-P56915-F1-model_v4_info.txt,P56915,0.089,0.846,1
AF-Q05940-F1-model_v4_info.txt,Q05940,0.546,0.846,1
AF-Q14498-F1-model_v4_info.txt,Q14498,0.24,0.846,2
AF-Q5T9Z0-F1-model_v4_info.txt,Q5T9Z0,0.233,0.846,3
AF-Q70EL4-F1-model_v4_info.txt,Q70EL4,0.025,0.846,2
AF-Q8IZ96-F1-model_v4_info.txt,Q8IZ96,0.171,0.846,2
AF-Q8TBZ5-F1-model_v4_info.txt,Q8TBZ5,0.131,0.846,2
AF-Q8WTT2-F1-model_v4_info.txt,Q8WTT2,0.141,0.846,1
AF-Q96EP9-F1-model_v4_info.txt,Q96EP9,0.136,0.846,3
AF-Q96JI7-F1-model_v4_info.txt,Q96JI7,0.075,0.846,1
AF-Q96LB0-F1-model_v4_info.txt,Q96LB0,0.388,0.846,3
AF-Q9H8X2-F1-model_v4_info.txt,Q9H8X2,0.235,0.846,2
AF-Q9NRY4-F1-model_v4_info.txt,Q9NRY4,0.295,0.846,3
AF-Q9UHI6-F1-model_v4_info.txt,Q9UHI6,0.204,0.846,2
AF-A0A087WTH5-F1-model_v4_info.txt,A0A087WTH5,0.209,0.845,3
AF-A0PG75-F1-model_v4_info.txt,A0PG75,0.178,0.845,2
AF-A2VEC9-F17-model_v4_info.txt,A2VEC9,0.134,0.845,1
AF-O00206-F1-model_v4_info.txt,O00206,0.283,0.845,1
AF-O95399-F1-model_v4_info.txt,O95399,0.146,0.845,1
AF-P04004-F1-model_v4_info.txt,P04004,0.292,0.845,2
AF-P30679-F1-model_v4_info.txt,P30679,0.271,0.845,1
