gene_id,citation_score
MRPS15,4
SYTL1,40
GTF2B,23
ATF2,1791
CUL3,907
ATP11C,51
NFE2L2,9580
PNN,1493
ARHGAP26,96
MFSD5,5
STXBP4,33
DENND4B,3
RPAP3,48
RGS3,153
SLC16A3,197
ABCA6,47
ZNF641,6
FKBP3,51
TEX15,36
MAN1A1,36
RARG,236
TM7SF3,12
ITGA9,117
GART,358
ENPP1,623
IVD,4410
SRP72,91
CPE,8467
TRO,789
TRAM1,69
KPNA6,40
CD47,2542
STK11,2532
ZNF780A,4
STAMBPL1,29
CMTM7,30
HERC3,31
FAM118A,5
DHTKD1,49
SPAG9,146
TAF2,78
ZNF277,15
NPAS2,393
SMIM13,1
CCDC92,19
BCAT2,115
TLN1,219
STK3,308
CBFB,593
FAR1,296
AEBP1,155
OXSR1,195
UTP20,21
RANGAP1,240
ITSN1,133
KDM3B,64
NDUFB2,8
SLC35F5,4
MLF1,110
NR1I2,2943
RNGTT,21
EIF4G2,166
CSTF3,17
SMAD3,9048
CEP104,24
PDE11A,171
TRAF3IP2,261
APC,33375
FAM111A,52
IER2,52
CHSY1,73
PHIP,1877
CSPP1,44
PCMTD1,28
TBC1D2B,7
TBX3,612
DNAJB6,177
ALG6,73
MAP2K4,554
NOTCH2,1981
ATP9A,26
GALNT6,44
ZNF592,11
CYFIP2,114
UACA,51
STX16,103
CEP85L,20
TAOK2,52
CD34,40658
RPS6KA5,32
CCNG2,134
PPP2R3A,42
BRD8,38
ZFX,360
LYRM7,21
METTL17,7
A1CF,70
ASAP3,34
MALSU1,17
CYP4F12,46
PAXBP1,8
IFT88,377
STX8,31
HSPA5,6222
RUFY1,21
ABCD4,64
CLOCK,48756
RCOR1,147
PRKCH,81
TRIP11,73
SFSWAP,15
SH2B1,256
ZDHHC14,24
PPIP5K2,31
MYBPC1,76
EIF3I,78
PFAS,4045
UBQLN2,208
SHMT2,204
MYO5A,331
FXYD3,80
LTBP4,161
TRIM41,25
MVD,7442
SART3,109
CERS5,75
PEX1,261
ENPEP,70
SMYD5,26
ACADM,222
WWP2,184
CLPX,554
KCTD5,33
TBC1D32,15
NUP88,94
TMLHE,23
PSPC1,90
UBR4,86
LARP1,113
APP,44125
PARP14,127
MOSPD2,20
SCUBE1,100
INPP5D,368
PRICKLE1,130
CTSE,121
COMMD6,11
TRAF2,1972
KLHL24,47
RASAL1,78
PPP2R1A,188
GOLM1,286
ZNF736,2
CHD2,211
SERPINE1,2286
CTC1,187
ZNF264,11
BBS4,151
ITPA,569
ARHGEF16,15
BRIP1,559
ARFGEF2,72
HPS4,88
KCTD3,13
L3MBTL3,34
DCK,928
CCDC88C,50
RAD21,658
GABBR1,129
PGS1,98
MTMR10,10
PCGF3,25
IFIH1,1501
HEBP1,22
ITPR2,147
JMJD1C,110
CACFD1,7
SLC39A4,180
NOL10,14
CDCA7,85
NCR3LG1,75
ARHGEF1,4603
ERRFI1,218
MAGI3,76
RAP1B,401
CTDSPL2,11
KCNMA1,772
HPS1,245
MYNN,27
ADAM28,115
ATG2B,87
USP37,55
ZNF175,12
DNAJC24,10
CLUH,25
RARB,399
CDK17,10
TMEM259,8
MAP4K3,89
GOLGB1,29
ZNF790,0
HIBADH,34
WDFY3,92
CUL5,277
BHLHE41,151
TWF1,65
TNFRSF21,172
EPS15,593
PRSS12,35
LITAF,318
PCIF1,49
SPRED2,111
STYX,94
IFT20,123
SYK,5410
ARFGEF1,66
MID1,428
SSR2,71
VPS53,60
DNAJC11,10
NCOA5,44
DYSF,656
AKR1B1,402
ABCA7,350
LAMB1,223
ACOT9,13
SMARCA4,1794
ATP6V1C1,35
TBC1D9B,6
SLC25A25,35
TMCO3,8
TRIM5,505
FKBP15,10
UCHL5,190
EMC1,31
CDC5L,104
EEF1B2,27
COPS5,371
CDK7,826
GTF3C2,10
METTL14,678
SPATA6L,1
RBM15,238
JUNB,2137
PARP8,14
NUP43,22
KIDINS220,108
NMI,1391
GTF2F2,17
DLGAP5,181
SLC12A9,18
PCTP,161
SLC25A37,44
ACO1,355
MED12,578
HOPX,247
AQP3,1414
FAM114A1,12
RAB17,82
RNF43,373
MCCC2,33
ONECUT2,116
DHX9,305
RHBDF1,38
AP5Z1,16
MIA3,48
NRBP1,40
PPP2R2D,28
RBM10,171
GCNT1,38
SH3BP2,151
PLEKHA7,97
CTSB,974
GOLT1B,8
AKT2,2136
SERPING1,2200
PLCE1,231
RTF1,104
MET,278157
YWHAG,109
TCEA1,24
PANK3,24
SAMD9L,103
CDR2,1055
TAPT1,18
PROM1,2840
SLC9A6,103
NUSAP1,184
DIS3L2,101
IFT74,51
RABGGTB,12
PRKAB1,98
CLEC16A,142
MPP7,39
MAPK8,563
AGPAT4,36
DDX50,9
GK5,20
BUB3,354
EHBP1,50
HTT,6180
MZF1,241
CTNNAL1,47
MAGT1,145
TOP3A,5210
RPL32,511
EXOC7,72
ARHGEF17,25
RECQL5,135
SMYD4,20
FNBP1,75
TIAM2,52
ZNF76,15
DIAPH1,275
LLGL2,46
CEP97,34
SPEF2,60
ERGIC2,21
MRC2,162
IFT81,49
ERBB2,36937
KPNB1,195
CAMKK2,338
BUB1B,477
MANBA,66
CSNK2A2,48
RIPK2,549
TNIP1,241
CHST3,83
SLC35C1,58
DLST,301
PAFAH1B2,36
MECP2,3618
CLTC,193
FER1L6,14
FANCA,694
LEMD2,38
MROH1,6
FSD1L,7
GPHN,53
RPL22,383
ESCO1,51
RAB3GAP1,95
LAMP5,31
EPHB4,847
PCGF5,31
CNOT10,10
ZSWIM5,10
MFHAS1,36
BOK,1976
CIT,8668
GGH,516
ARIH1,55
TFE3,1240
OLFM4,325
PACS2,141
ASCC1,26
SPEN,337
FXR2,97
GRAMD4,16
RAPGEF2,85
NOTCH3,2273
SH3BP1,24
RNF40,88
CAMSAP1,33
CLMN,39
WDR70,14
STIP1,293
FRRS1,7
HIP1,328
TOPBP1,458
PCDH12,42
SIDT1,20
ACOT13,37
CENPF,389
TMEM33,22
ALG1,150
SNRPC,24
TGFBR2,6184
RIOK3,46
PTGIS,136
CCNH,371
SIRPA,639
GXYLT2,14
STX17,196
TTC21B,67
MCC,10370
BPIFB1,53
RFX3,69
SYBU,18
CYP1B1,2945
RPTOR,549
NFX1,74
FTO,4518
CACYBP,150
RNF114,53
IL20RA,43
NOL11,7
LAP3,567
WFS1,617
FDFT1,170
ID3,1013
NCAPH,73
CACUL1,27
ATF4,3961
NETO2,77
MAF1,231
IL22RA1,81
AGL,1329
PGGT1B,19
CASP7,1052
PRDX4,231
SMAD1,3212
SETD3,68
ZNF615,3
BTF3L4,3
MYO5C,25
MTUS1,101
COQ10B,11
ZNF282,6
TBC1D4,368
POR,52506
HK1,909
CREB5,112
MYO7B,19
WIPF2,21
TMEM38A,10
FAM199X,0
FGFR1,5345
MTMR14,41
LRCH3,4
SIMC1,9
SH2D4A,19
RSL1D1,22
STK17B,44
TIMP2,5659
RRAGD,42
ERF,3044
UTP15,5
ALG5,41
AP3M2,26
PIK3R3,205
AKT1,11101
ABHD15,7
CPSF1,34
MOB1B,55
LTA4H,278
CDK10,82
UXS1,18
SEH1L,13
DPYSL2,93
DOCK5,68
DCTD,217
ZNF45,10
ZNF432,3
MTFR1,21
MFSD8,83
DCAKD,4
AHCYL2,23
TEP1,339
YIPF4,8
TRAPPC8,15
MYL12A,20
RNF128,73
LDB2,102
NUMA1,339
SRRT,64
DHRS7B,4
F3,19367
PGM2L1,11
AACS,299
EBP,10188
TRAPPC2L,13
PSKH1,16
CDH6,110
UQCR10,18
BLMH,40
LRRC8D,34
DDX17,173
DHX40,9
SNX27,135
PARP6,24
DENND3,19
DEGS1,230
ESR1,6863
FAM83E,5
SCFD1,41
AAMDC,5
SLC35D1,17
AGGF1,92
LRRC1,26
SLC35A2,97
SDE2,24
IL17RD,106
COPS2,58
DPYSL3,133
SPTBN1,151
BCL11B,483
TTI1,45
NUP188,48
LONRF1,5
BDKRB2,159
GAB2,522
SF3B1,1223
RIT1,159
EPSTI1,69
ALCAM,821
EXOC6,22
TNPO1,130
PRKAR2A,134
HSPH1,165
NLN,4608
ZMYND11,100
KLHL29,13
SLC4A2,105
FAM83H,131
CPS1,503
ERN1,1161
EXOC2,77
HPS6,62
FBXL19,64
PTPN4,53
PPP1R8,69
ADAMTS9,354
PEX2,132
CERK,172
WDR82,45
KPNA5,20
EIF3L,28
NDUFB9,33
BRD3,302
SRGAP3,69
PBX1,1089
TAF8,19
SUCLA2,108
RPS3A,87
FBLN5,320
ALDH1B1,109
ATM,29849
LRG1,392
DNA2,603
OTUD6B,49
DCTN6,8
WEE1,1718
TTC30A,3
ALG8,93
TCF4,2209
BACH1,741
HHIP,295
COL14A1,147
BOP1,121
USP10,249
TMEM68,12
EPC1,127
MED1,1103
PTPRN2,189
CRK,2127
ZNF275,3
GGT7,17
STC2,357
USP5,140
ATG13,434
DUSP4,285
ISOC2,7
RPP30,89
LIG4,635
KRT19,450
ATXN7,259
HLA-B,15228
DCLRE1C,264
SPINT2,359
BMP3,380
ABL1,3740
FPGS,395
APLP2,330
PHLDB2,43
KIF2C,299
ZHX1,48
AP1M2,40
CHD8,242
ARIH2,43
XRCC1,2498
IDH3B,34
CAPN2,287
MB21D2,7
NDUFAF7,13
TNFSF15,468
KDM1A,1160
AGPAT2,169
PGM5,62
ZNF207,28
DMWD,16
BRF1,294
AIFM2,99
VSIG10,5
RANBP17,25
SPAST,460
SLC6A14,153
TTK,2062
TRIM65,45
DAZAP1,60
DHX29,31
RFC1,598
MYO18A,73
MYO1C,159
C12orf75,12
BTN2A1,70
DQX1,7
ZFP3,14
CAPN10,210
PCBP2,250
SORT1,285
APEH,64
ZXDC,13
TRIT1,37
IVNS1ABP,23
MDM4,819
RAP1GAP2,16
SH3GLB2,15
WDR90,8
CRIPT,74
TFIP11,37
NRBP2,13
SENP7,57
CELF1,301
VDR,8915
COL18A1,2155
RP2,943
IFNGR2,254
HIF1AN,247
HNRNPK,414
SLC35B3,10
PGAP1,45
C1orf112,12
PTPDC1,5
CDH17,229
KRIT1,459
PAN3,77
SEC31A,86
PTPRF,139
SIAE,46
FAM162A,22
CTNNA1,714
TOX4,50
CLK4,57
DNAJB4,73
DAPP1,58
NLGN4X,108
BMF,1160
ANKRD52,14
RNPEP,10
KCTD20,9
KIF27,29
RARA,4406
NARF,62
DZIP1L,27
PDE4D,810
BCL7A,50
DPY19L4,1
NACC1,102
ACSS3,26
WASL,410
HADHA,188
MAFG,240
ENSA,491
FLOT1,133
MERTK,1093
PAQR3,74
LRBA,238
BRI3BP,6
DKK3,642
KLHL21,10
FGFRL1,122
PSMD1,65
PTEN,23578
ARHGEF40,13
SYCP2,77
KIFC3,48
BLOC1S6,54
FOXA1,1518
DUOX2,970
CSTF2,36
UBE4A,29
KCND3,240
HADHB,134
PLXNA3,83
NUP214,323
CHD3,251
PLIN3,222
STK40,35
CCM2,499
ADCY7,48
MTHFD2L,12
AATF,144
EXOSC6,7
ACSS1,49
PRCP,212
PCMT1,84
MGLL,157
UBR5,204
MLLT3,245
PLA2R1,404
RBMS3,68
RACGAP1,175
TRIM22,170
CDC42BPG,3
BROX,580
WDR91,12
MAPK13,197
CBX3,227
TRIM25,387
TRAPPC10,15
EFCAB14,0
ACSL1,461
RPS6KA1,451
FAM177A1,8
METTL16,127
MKKS,239
PQBP1,125
RCBTB1,31
FSIP2,32
MTX2,84
TMX3,22
CARD11,559
TNFRSF10A,778
IL6R,2731
METTL25,0
C19orf33,18
SPAG17,28
DNAH1,92
RBBP8,287
ZNF532,26
CES2,392
CSE1L,116
DDX42,20
DAGLB,35
MFN1,1039
MTIF2,26
ADI1,46
KRT20,751
FAM193A,6
CD109,266
PNPLA7,18
F11R,353
FBXO3,35
AFF4,116
ZNF681,0
CDCP1,237
SOX4,928
SAMD12,46
CAMSAP2,38
MTF2,88
CC2D1A,82
EXT2,417
COL28A1,19
CTDP1,29
NIN,2957
PPP2R1B,111
ARID4B,49
PUM2,167
CNOT6L,46
AXIN1,595
ABCC1,1317
GPD2,236
MMP15,201
GLCCI1,69
PDCD10,319
VIPAS39,36
ZFP64,29
TBC1D23,18
PHF8,138
SNAPC3,12
HLTF,196
FAM13C,6
TBC1D16,18
CDKN2A,13708
STK24,106
ROBO1,651
DCAF17,55
GOLIM4,33
SLC25A17,16
ZNF568,7
NIT2,192
TMEM214,6
ZNF3,24
PARP12,207
VILL,720
ETV5,507
FBXW7,1505
NF1,8544
PBDC1,3
ELP3,178
EGFR,124257
ATIC,367
SCN9A,779
TPGS2,2
ZNF823,3
PPA1,98
HYAL2,291
MYO19,25
PYGB,65
NSRP1,10
CCNB1,2293
MGAT4A,36
CASK,526
MRS2,221
CHD1,418
PARD3,375
IFFO2,3
PLCG2,268
PPP4C,32
SMYD3,275
ZNF618,7
TDRD7,77
SSR1,72
MRPL33,16
CUL9,34
HK2,5747
SLC10A7,19
CHD6,41
ADTRP,38
IL1RN,3595
TSPAN15,34
ANKZF1,24
PRDM16,818
GSN,772
PPP6R3,11
HECTD3,31
PKNOX1,133
CALCOCO2,215
PIWIL2,277
STAG2,293
MBD2,575
AP3M1,4
SORD,136
USP45,116
ECHDC2,11
LYAR,55
SUPT20H,19
TTC14,5
BAIAP2L2,27
CDH11,261
SFXN4,21
BRAF,22855
RBM28,17
SGSM3,16
APRT,855
RANBP2,503
NOL8,10
GLRX3,59
IGSF9,29
GATAD1,15
PLD1,825
CDK13,115
PDIA6,130
APEX1,1482
NRF1,1838
KIFC1,188
ASH1L,135
TMEM45A,31
HTRA3,115
CDC73,470
CENPK,50
CREBZF,55
RPAIN,13
TTC22,5
GATA4,3293
PCID2,19
LIG1,369
PRPF38A,5
SCN8A,610
ZNF639,9
SLC12A7,63
USH1C,201
PRPS2,51
HERC2,262
GCC2,46
RHBDF2,90
CELSR3,113
SLC16A2,345
MKRN1,72
FAM169A,6
PTPRR,87
ANTXR1,213
ARHGAP4,44
TRAPPC9,95
CACNA1H,504
ZDHHC2,43
RARS2,44
CCNB2,455
WDR59,16
CPVL,104
DCP1A,126
XRN2,179
FCF1,9
LSG1,35
NPEPPS,21
ORC5,73
CSNK1A1,111
AXDND1,3
JMJD6,205
CHP1,141
CAMK2D,172
VPS13B,127
GNS,1619
SCRN1,29
EIF3G,47
CEP72,50
DAB2IP,221
PPP1R10,57
SLTM,25
RPS6KA6,56
PSMB2,51
DDX52,14
ADNP,344
NCKAP1L,33
SRFBP1,13
AKAP9,207
AIFM1,648
SMAD2,9459
LAD1,231
MYO5B,186
HSD17B4,234
MAN2C1,24
KIF16B,33
CNOT2,58
HLA-F,310
PTPN2,448
BUB1,1290
SLC26A2,194
RYR2,8182
HNF4A,1803
CALU,2111
BBX,226
RBM17,41
MFSD6,7
NUP85,59
DNAJC5,59
DGKA,94
ACADVL,421
EPB41L4A,59
SUSD1,4
HELQ,53
CCDC126,4
NUP210,114
B3GALNT2,38
ESRP1,197
PPP4R1,3
SLC4A4,376
PPL,2018
GTPBP6,8
ITGA5,428
ROR1,536
NDRG1,741
ATRX,1623
DDB1,815
MTHFD1L,83
TET3,599
LIMD1,77
MAD1L1,309
DYNC1LI2,19
RHBDD2,15
PRKCA,1398
HINT1,261
SMARCD2,32
SEC63,212
ARHGEF9,94
DMXL2,41
ATP2B1,235
MPRIP,40
SPG11,263
TEAD3,69
ADAMTS12,101
NMD3,72
UNC5CL,11
CUX1,463
LTBP1,299
ARHGEF37,4
ZBTB8OS,5
MTO1,128
FOXK1,169
AURKA,2484
RLF,644
POLQ,184
POLK,3178
CD84,134
NID2,159
DNAJC10,47
PMM1,50
ZNF182,6
AP3B1,100
GNPAT,70
RCHY1,93
LGR4,323
KPNA4,109
PPIG,76
METTL5,44
GTF3C3,6
NEMF,36
MYLIP,109
TLN2,77
DNM2,312
HMGXB4,7
OGFR,130
VARS2,42
AMOTL1,74
TTF2,172
NRG3,158
MATN2,72
FBXL7,45
ZBTB48,16
TFRC,738
SFXN1,41
PDGFA,1166
CA12,389
PLD3,93
ATR,18202
EMP2,137
EML4,1413
SMC6,222
IGF2BP2,664
MCM3AP,134
BCAS2,41
GRIN2A,432
PTPN14,105
ABHD4,18
CUL4B,261
APOL1,963
RAB2B,23
CCNA2,781
POU2F3,163
FERMT2,116
R3HDM4,0
ZMYM6,3
CAPRIN2,29
POMT1,152
SLC15A1,543
FZD6,252
ABCB7,91
AFF3,122
ANO7,39
DHX8,18
STAP2,57
TRRAP,219
IGF2R,984
ATP8B2,19
RASSF5,143
HMMR,252
CROCC,43
HFE,4170
DGKH,84
TLDC2,2
FRY,11468
STARD9,19
ALPK1,91
STX5,32
PLCXD1,6
RNF123,37
CENPB,431
PLS3,196
NDUFB1,12
PGM1,1089
SPICE1,7
ABTB2,11
PRKAG1,81
DOCK11,37
PLK4,486
MCF2L,74
ABCC5,348
FRAT2,35
TINAGL1,43
LTBP2,248
ACTR6,7
BAIAP2,168
ABCB1,7366
SUPV3L1,41
DAAM1,162
TULP4,26
TCP11L2,2
PLAGL2,107
CEP41,19
INSR,1555
SLC39A14,200
BRCA2,14350
FAT1,865
DNTTIP1,23
KALRN,196
CEBPZ,13
MIA2,56
GOLGA1,3
PDS5B,81
SLC12A8,34
PIGL,44
MICAL3,26
PRSS22,13
MON1B,11
NUP133,94
TMEM50A,4
SI,168219
ENTPD6,9
OSBP,346
ANO5,164
COL7A1,679
TES,8820
PHLDA3,59
LRPPRC,232
CHM,3457
PHLDA1,193
CAPN15,10
MPDZ,140
ARL6IP5,102
ANKRD13D,6
ZNF577,10
SLC39A8,235
HACL1,28
TBC1D17,10
PARL,359
ZNF398,1
TTN,2328
HMGN3,38
MARK1,118
RNF138,32
SLCO3A1,66
ADH1C,354
CYFIP1,181
SPG7,289
GAPDH,8538
GNAI2,345
PARG,562
NDE1,171
SYT11,58
KCNN4,643
UBC,21584
LTF,1487
ANKRD28,21
EHHADH,197
RINT1,50
ANKRD29,6
ENPP2,217
GAS7,120
SLC30A5,55
TNS1,136
COL9A2,167
CSNK1G1,18
SIVA1,86
PTTG1IP,55
CCL28,360
MAP3K11,49
MSH6,2921
TCP11L1,2
GHITM,20
PDCD2,75
BTBD2,12
NAA25,22
TOLLIP,389
MTA3,126
NABP1,13
ELOVL5,327
PRKAG2,268
SGPP1,64
AFF1,299
ECT2,387
GSR,2265
MICALL1,38
TCEANC2,8
VPS52,67
DUSP3,97
DRAM1,139
ZNF195,9
NPC1,1633
JRK,249
CPNE1,49
CDHR2,19
BAG1,781
TMEM47,21
SEPSECS,66
USP28,141
ANGEL2,3
MED23,117
CAPN8,27
SLC33A1,52
GTF2I,278
TELO2,40
ARPC5,67
IL1RAP,259
PLXNB1,222
ZNF235,1
NDUFB11,35
PPP2R2A,156
NBEAL1,19
OSBPL5,23
SETD4,25
VAPB,386
ZYG11B,16
COL16A1,49
UGDH,137
KRAS,25918
PIGN,164
PGR,4580
COX4I1,107
EHBP1L1,17
TTC17,11
PPP1R21,11
MSN,16387
GLYR1,22
UNK,956
LOX,9585
DECR1,58
SNRPD1,59
MCTP2,33
TBC1D14,20
ACOT7,52
PIKFYVE,334
VASP,1985
PDK2,253
DNMT3A,4375
PFN2,106
UBASH3B,54
DDX20,65
ZBTB21,9
PDCD5,206
PTPN11,2821
EEA1,762
MRPL48,9
PTPN21,45
NBAS,361
SMC2,191
CHD4,372
CASP6,505
FNDC3B,108
EXOC4,88
CANT1,57
NUDT9,45
ARHGAP35,227
MED16,50
RUNX2,10640
SMG9,30
PARP10,88
SPPL3,42
ZNHIT6,4
DNAAF2,17
PARD6B,40
REPS2,44
SMAD7,2901
ZNF292,38
SNX6,61
STARD3,141
EYA2,130
THBD,672
RBMX,118
FAM13A,139
RPS6KA3,116
LIFR,904
RAB11FIP2,63
ZRANB1,33
LARP1B,10
PIK3C2A,93
ABCA5,56
LTN1,86
PRKACA,338
IPO5,69
SLC23A2,218
MAP2K5,218
MYOM1,53
ATL2,67
RHPN1,48
IGFBP5,1407
MTA1,671
TRIM56,45
CPM,7781
NBEA,94
PRKCZ,131
GGCX,204
CLSTN1,56
SDR16C5,29
FANCI,420
TRAF3IP1,26
ABLIM1,44
RMND1,33
BMX,407
GP2,1131
NUP107,165
FAM193B,4
C7,21075
EMILIN1,119
SYNCRIP,109
CCT7,48
CDK2AP1,92
POLM,67
SLC9A2,163
ITPR3,219
MRPL3,27
ZMYM5,8
CLCN7,236
CDC40,54
MPI,11475
ZNF197,3
STXBP1,450
ADD1,307
BLCAP,58
NRCAM,325
ARHGEF2,177
TCN2,176
BTN3A2,49
ARHGEF38,9
LAMA3,225
CDC42BPB,42
LAMA5,155
SCRN3,8
HUWE1,311
TYK2,1474
CYTH1,8
FAM114A2,4
ERGIC1,16
ARHGAP5,135
TMOD3,60
RPL5,289
TOP2B,187
RNF207,15
GSTM4,76
DDX41,214
RBBP5,147
RPS6KC1,12
GNL3,158
BNC2,120
BRD4,2597
CD2AP,493
VCL,1400
XYLT2,49
TPCN1,93
ZNF33A,9
LDLR,7037
RNF19A,37
ARAP3,54
FZR1,207
ACBD5,34
AXIN2,1381
ZNF316,1
NCLN,24
PLIN2,816
SYTL4,67
SPNS2,127
RASA3,48
FBXO11,124
IRAK1,1414
LEPROTL1,15
FIG4,170
MVP,2998
NCAPH2,26
DNAJA2,46
SLC44A2,82
PAPSS1,44
DPY19L3,10
UBXN10,7
LUZP1,26
CHD9,42
FBXO42,13
PIAS1,433
RHOT1,108
LMBR1,77
MARK2,287
MRPS31,15
TRAPPC11,42
EIF4G3,48
EPS15L1,17
DSE,2129
CDC14A,99
GCFC2,28
DGUOK,116
AMMECR1,23
COA6,27
NOP2,229
PDE4C,111
MRPS5,24
ABCG1,1593
AHCY,163
CASP4,684
HDAC7,393
RAB18,275
MAP2K6,411
FANCM,337
IFITM1,382
LSM3,33
SLC7A1,219
CHDH,62
SLC25A44,18
HNRNPU,204
RPL35,36
EZH2,6341
SDF2,59
RAD18,528
PIK3CB,305
HELZ,62
EPB41L3,154
BPTF,162
ZNF142,14
GPI,20958
GSAP,57
CPSF7,15
ATP6V0A1,34
HMG20B,34
RAB21,109
SORBS2,105
METAP1,62
CTNNA3,136
VEZT,28
GDAP1,229
ALPL,1069
ARHGAP27,16
MLH3,268
GBP2,239
TRIM14,94
EBNA1BP2,43
TNK2,175
WDR72,65
UNC45A,46
ABI1,605
PEX11A,43
FASN,2743
PDE3A,370
SPAG16,47
TMEM184C,2
EML3,10
TAB2,363
RBM26,11
ZMYND8,69
ABHD2,48
SLC27A2,79
VIL1,111
DESI2,30
SENP1,471
KMT2B,211
TBC1D8,12
CLUAP1,23
CLASP1,85
ODF2L,9
C6orf62,3
MORC2,98
RHOT2,53
PEX10,104
GATAD2B,41
SDCBP2,16
AAMP,133
LNX2,45
AIG1,45
WBP1L,13
CMC1,194
EZR,207
HKDC1,59
DDX60,71
CUL4A,410
NEK6,136
GPATCH2L,2
PPP1R7,42
ACSF2,26
BAZ2B,47
SLC25A23,22
SGCD,116
TNS3,63
SPINK5,351
GLO1,754
MEIS2,244
TMEM125,3
ACOX2,91
CYP4F11,40
FTSJ3,13
EPG5,82
TRIM44,89
MUC13,157
FARP1,40
RPP14,150
ZNF430,2
SKP2,1661
CGNL1,36
COMMD2,5
GCLM,944
SLC24A1,15
KIF24,23
EPB41L4B,31
BET1L,27
RSAD1,4
DDX10,45
RNF4,231
IGF1R,9998
OSBPL3,48
FSCN1,354
FANCC,458
DYNLL2,40
NDUFA10,53
ALDH7A1,254
IPO11,30
SNX25,22
TTC28,24
TMEM67,127
PLEKHM1,64
MFGE8,654
GPRC5C,28
TBCD,102
TFF1,1182
HMGB2,603
LSR,1463
HOMER1,320
PNISR,9
DOCK6,104
VPS13D,51
MRTO4,11
PADI2,196
PTGES3,122
PIWIL1,354
RAD51AP1,98
SAP30L,21
FYTTD1,0
MAN1B1,54
LRRC59,27
HSP90AB1,388
HDAC4,1445
ANKRD10,3
ATP13A4,17
CDS2,84
RALGDS,374
C2orf69,4
NGEF,50
DLG3,143
ISYNA1,30
DNAJC14,25
CSRNP2,4
ECI1,39
POT1,861
CCDC57,15
PDSS1,40
PIK3C2B,101
TOR1A,610
G6PD,6761
PLOD2,280
TTC3,70
MAP3K9,64
THUMPD2,5
IFNLR1,120
AHI1,204
VPS37B,16
IFT122,45
RNF7,99
SH2B3,340
FOCAD,25
MARVELD3,36
FAM111B,61
ZFHX3,233
DGAT1,1215
CFTR,13388
GPN1,30
COQ5,45
THBS2,351
SESN2,437
RSBN1L,2
PRDM5,87
B4GALT2,14
DCXR,46
CEP63,46
ZNF143,127
F8,5976
DHX35,19
AASDH,14
MINK1,50
ITFG2,5
ATF7,79
NOTCH1,9108
COL6A3,400
SLC2A13,34
ALS2,424
MGRN1,72
CLMP,630
BAZ2A,71
MSH2,5470
MAN2A2,18
HNF4G,82
CNDP2,50
ATE1,158
TMEM176A,33
WARS2,48
SAMHD1,741
FAM20A,69
LPIN1,451
TRABD2A,9
SFI1,67
NKD1,108
AK3,111
CATSPERB,14
CD9,2719
CASP1,1100
DHX57,5
AGO4,238
PLAT,1634
GMEB1,32
DCBLD2,66
CNOT11,9
TMPRSS3,143
EXOC8,28
GBE1,144
EPHA2,1445
NFIB,485
NFRKB,34
SP100,491
RGL2,128
MTMR12,7
RHOF,82
MUC5AC,3475
C4orf33,3
HSH2D,41
MYH14,115
CALM2,129
NT5DC1,12
FOXA2,1569
TRPC4AP,18
RUSC1,35
TGFBI,688
ZNF471,12
PAM,12968
TOP2A,1345
UBR2,91
FLNB,165
GLB1L2,9
ADAP1,59
MGA,1530
NAE1,70
ATF1,1060
GIGYF1,29
EPHA10,51
ATAD2,167
GSTCD,25
ACOT11,20
ZNF816,2
EFTUD2,114
USP40,16
CKAP5,152
EIF4H,66
SLC9A4,44
MDH2,290
LACC1,59
INPP4A,53
NIPBL,394
ZNF512B,18
TUBB6,43
SLC9A8,57
BRWD1,23
ATG3,590
NUP160,75
IHH,1808
PRMT5,937
GUCY1A2,28
RRBP1,54
PARD3B,38
PLAUR,2223
MED14,76
KTN1,142
SSBP1,164
UTRN,345
ARHGAP12,30
JRKL,6
TMEM161B,22
TAF1A,26
GJC1,34
ATP11A,61
EMP1,210
TARS2,20
RELA,11794
WWP1,200
LANCL2,60
HMCN1,80
TXNL1,52
ELOVL6,337
PTPN1,1428
NIPAL2,3
HELB,102
EIF4A2,84
CCDC12,10
GRPEL1,19
MR1,2001
PSMB5,181
RNF181,16
ZFAND5,25
TMEM63A,17
USP47,57
GRN,3119
GTDC1,15
TTLL7,26
LSM11,38
F5,9814
SNX3,91
ATP10B,18
CLCN5,242
RGS12,98
CREB3L2,128
PCK1,739
NEDD8,1178
NOSIP,51
L3MBTL4,11
EVC,661
CTNND1,448
FOXO1,6643
APPBP2,24
CDK2AP2,40
CSTB,529
TWSG1,56
ALDH1A1,1774
WDFY1,32
CNTN3,40
ZNF510,2
PCLO,188
TRIM68,15
CTSH,409
ARAP1,84
PRLR,1261
PLCB1,338
KRT8,428
PDIA3,621
VAC14,114
SAR1A,99
EI24,100
KIF11,826
PKDCC,33
CCP110,57
WDR41,31
HSPG2,271
ZNF7,18
TGM2,593
NR4A1,1568
SLMAP,73
ALAS1,197
ESCO2,136
PALB2,1330
ACSF3,42
SDC3,175
PPP2R5C,73
USP36,68
HIF1A,12342
CTSC,318
DENND6A,1
NLE1,37
CELF2,145
LAMC1,209
NUMB,1584
CDH1,5720
ADH6,86
BCL7C,18
TULP3,63
BBS9,79
MITF,3368
PLCL2,32
INTS10,17
FGD5,144
CASP2,353
CENPE,437
MAP2K1,2364
FLRT3,75
TGFBR1,2785
YEATS2,28
MAP3K6,27
LAPTM5,113
KBTBD12,3
HIBCH,56
SEC24C,62
