project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	aliquot_id	aliquot_submitter_id	aliquot_quantity	aliquot_volume	amount	analyte_type	analyte_type_id	concentration	no_matched_normal_low_pass_wgs	no_matched_normal_targeted_sequencing	no_matched_normal_wgs	no_matched_normal_wxs	selected_normal_low_pass_wgs	selected_normal_targeted_sequencing	selected_normal_wgs	selected_normal_wxs	source_center	state
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	1c7e0067-e266-4967-9322-5967e112888e	TCGA-10-0926-01A	2feeb274-cd14-4e5b-b38b-552be86dcbda	TCGA-10-0926-01A-01	ae8c0553-3c15-47a7-ac19-52b1420f5f81	TCGA-10-0926-01A-01W	0b6bfebd-5b39-4b19-9acb-7515f8fec374	TCGA-10-0926-01A-01W-0421-09	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	1c7e0067-e266-4967-9322-5967e112888e	TCGA-10-0926-01A	2feeb274-cd14-4e5b-b38b-552be86dcbda	TCGA-10-0926-01A-01	ae8c0553-3c15-47a7-ac19-52b1420f5f81	TCGA-10-0926-01A-01W	ac47c031-a319-469f-ae6a-6c162d7ab36f	TCGA-10-0926-01A-01W-0419-10	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	1c7e0067-e266-4967-9322-5967e112888e	TCGA-10-0926-01A	2feeb274-cd14-4e5b-b38b-552be86dcbda	TCGA-10-0926-01A-01	ae8c0553-3c15-47a7-ac19-52b1420f5f81	TCGA-10-0926-01A-01W	ae988370-d181-455e-898e-9f2180ebaf54	TCGA-10-0926-01A-01W-0420-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	1c7e0067-e266-4967-9322-5967e112888e	TCGA-10-0926-01A	2feeb274-cd14-4e5b-b38b-552be86dcbda	TCGA-10-0926-01A-01	b9a23f14-bf2b-486b-955a-e91212ed1bd6	TCGA-10-0926-01A-01R	0d281db2-218a-4310-9901-7cc2cf096f7e	TCGA-10-0926-01A-01R-0405-03	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	1c7e0067-e266-4967-9322-5967e112888e	TCGA-10-0926-01A	2feeb274-cd14-4e5b-b38b-552be86dcbda	TCGA-10-0926-01A-01	b9a23f14-bf2b-486b-955a-e91212ed1bd6	TCGA-10-0926-01A-01R	14bb2756-5d32-4e77-9eec-4e5d44b663b2	TCGA-10-0926-01A-01R-1564-13	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	1c7e0067-e266-4967-9322-5967e112888e	TCGA-10-0926-01A	2feeb274-cd14-4e5b-b38b-552be86dcbda	TCGA-10-0926-01A-01	b9a23f14-bf2b-486b-955a-e91212ed1bd6	TCGA-10-0926-01A-01R	892ce3d6-a97f-480f-85fb-5491e5ab9afa	TCGA-10-0926-01A-01R-0404-01	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	1c7e0067-e266-4967-9322-5967e112888e	TCGA-10-0926-01A	2feeb274-cd14-4e5b-b38b-552be86dcbda	TCGA-10-0926-01A-01	b9a23f14-bf2b-486b-955a-e91212ed1bd6	TCGA-10-0926-01A-01R	d8618946-d2b6-4177-a510-11c6035f6241	TCGA-10-0926-01A-01R-0406-07	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	1c7e0067-e266-4967-9322-5967e112888e	TCGA-10-0926-01A	2feeb274-cd14-4e5b-b38b-552be86dcbda	TCGA-10-0926-01A-01	c082d5fe-f611-41b0-94d2-ca4ef5565237	TCGA-10-0926-01A-01G	c855569e-75c4-4284-aa4b-6c08e9059fc6	TCGA-10-0926-01A-01G-1307-09	'--	'--	'--	'--	'--	0.1	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	bda9c832-188e-416e-b3af-d4ae16db34ab	TCGA-10-0926-11A-01G	0a409785-ac9a-45cd-b5c1-3325ebabb0b0	TCGA-10-0926-11A-01G-1307-09	'--	'--	'--	'--	'--	0.1	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	c0ae1e2b-8875-435e-84c8-9ca5b9c77022	TCGA-10-0926-11A-01W	2d236ffa-8d42-48f3-9ddf-20be72bba71c	TCGA-10-0926-11A-01W-0419-10	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	c0ae1e2b-8875-435e-84c8-9ca5b9c77022	TCGA-10-0926-11A-01W	474b250e-d8e5-41e8-8a29-4194c5a06634	TCGA-10-0926-11A-01W-0420-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	c0ae1e2b-8875-435e-84c8-9ca5b9c77022	TCGA-10-0926-11A-01W	b04f75ba-8c59-4744-b462-09e954b1f08c	TCGA-10-0926-11A-01W-0421-09	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	f07bdbf7-aca6-4d60-ad0d-6c436c7cd036	TCGA-10-0926-11A-01D	0684d219-2350-4643-8dde-ea6f69e6923b	TCGA-10-0926-11A-01D-0399-01	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	f07bdbf7-aca6-4d60-ad0d-6c436c7cd036	TCGA-10-0926-11A-01D	6ae2896e-4203-4d3a-a170-fd3bba963898	TCGA-10-0926-11A-01D-0401-06	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	f07bdbf7-aca6-4d60-ad0d-6c436c7cd036	TCGA-10-0926-11A-01D	71d7c6cc-4891-4e43-bb8b-a4d0caca23fc	TCGA-10-0926-11A-01D-1035-01	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	f07bdbf7-aca6-4d60-ad0d-6c436c7cd036	TCGA-10-0926-11A-01D	780ec8c5-9995-46e8-93e5-862e61ec89b2	TCGA-10-0926-11A-01D-0400-04	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	f07bdbf7-aca6-4d60-ad0d-6c436c7cd036	TCGA-10-0926-11A-01D	afeb9ec9-93fd-461a-b331-fe4e9a59f191	TCGA-10-0926-11A-01D-0399-08	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e641aed9-1dd8-4c30-b231-f12b20a76df0	TCGA-10-0926	deb2588e-18a9-4a43-9394-50623474037c	TCGA-10-0926-11A	c2c875d7-b5fc-46af-b1a4-676193fbb0ce	TCGA-10-0926-11A-01	f07bdbf7-aca6-4d60-ad0d-6c436c7cd036	TCGA-10-0926-11A-01D	db844238-9d62-4edc-89f5-7a0ea7bec791	TCGA-10-0926-11A-01D-0403-02	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	03cc1d99-29c9-4878-9cd7-b164079c14ef	TCGA-04-1514-01A-01D	45aa89bc-a24e-4bf0-8d64-7dafd7cb38ab	TCGA-04-1514-01A-01D-0501-05	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	03cc1d99-29c9-4878-9cd7-b164079c14ef	TCGA-04-1514-01A-01D	503ea660-1448-41eb-86e6-a489ec7c5cb8	TCGA-04-1514-01A-01D-A75F-36	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	03cc1d99-29c9-4878-9cd7-b164079c14ef	TCGA-04-1514-01A-01D	62ae08dc-8aa7-4be1-933b-fb1d9e36007b	TCGA-04-1514-01A-01D-0500-02	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	03cc1d99-29c9-4878-9cd7-b164079c14ef	TCGA-04-1514-01A-01D	84b841e7-e0ad-4e88-a593-f3e00c7d352b	TCGA-04-1514-01A-01D-0499-04	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	03cc1d99-29c9-4878-9cd7-b164079c14ef	TCGA-04-1514-01A-01D	85c9899b-2dfd-401b-8b3f-c82caf1f09df	TCGA-04-1514-01A-01D-0498-06	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	03cc1d99-29c9-4878-9cd7-b164079c14ef	TCGA-04-1514-01A-01D	a059d969-2eb2-44d5-93cd-ed88f5b61719	TCGA-04-1514-01A-01D-0497-01	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	03cc1d99-29c9-4878-9cd7-b164079c14ef	TCGA-04-1514-01A-01D	c691d6b3-8e70-4951-8551-2ee4e4d0d10b	TCGA-04-1514-01A-01D-A324-10	'--	'--	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	03cc1d99-29c9-4878-9cd7-b164079c14ef	TCGA-04-1514-01A-01D	d63e7b72-17e2-4cf2-aa52-cac73791153f	TCGA-04-1514-01A-01D-A312-08	'--	'--	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	a6479d0f-3b46-442d-8558-800c3aa5445e	TCGA-04-1514-01A-01W	2394e0b8-ca4c-4b79-b25f-663828115eb7	TCGA-04-1514-01A-01W-0552-10	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	a6479d0f-3b46-442d-8558-800c3aa5445e	TCGA-04-1514-01A-01W	312a7228-f3ea-476c-93fe-61964b96567c	TCGA-04-1514-01A-01W-0553-09	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	a6479d0f-3b46-442d-8558-800c3aa5445e	TCGA-04-1514-01A-01W	e7c5bea9-ea2c-44dc-af25-2463819c5a9c	TCGA-04-1514-01A-01W-1212-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	a6479d0f-3b46-442d-8558-800c3aa5445e	TCGA-04-1514-01A-01W	f489ed51-4692-4332-ae43-d866bf19ed8b	TCGA-04-1514-01A-01W-0551-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	d4a54f5b-20ca-4726-9a5a-ef9d8000dc1e	TCGA-04-1514-01A-01T	a3acb1af-dcba-4698-9c38-d2ad83d14de9	TCGA-04-1514-01A-01T-0505-07	'--	'--	'--	'--	'--	0.1	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	eb7409ce-648d-4ac6-b6f1-698e83b7054a	TCGA-04-1514-01A-01R	45f5f8a6-8ffe-47d0-b014-189e96d81d6a	TCGA-04-1514-01A-01R-0503-03	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	eb7409ce-648d-4ac6-b6f1-698e83b7054a	TCGA-04-1514-01A-01R	ad8f243a-4596-4029-a5fe-2e1fc24a1991	TCGA-04-1514-01A-01R-0504-07	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	eb7409ce-648d-4ac6-b6f1-698e83b7054a	TCGA-04-1514-01A-01R	c7e3fccc-4e03-4914-874c-e5034bcc6941	TCGA-04-1514-01A-01R-0502-01	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	18e0f4ed-43e2-451f-82bd-102260a30aaa	TCGA-04-1514-01A	1f648f22-b1db-4e58-9cff-4c620dde71fc	TCGA-04-1514-01A-01	eb7409ce-648d-4ac6-b6f1-698e83b7054a	TCGA-04-1514-01A-01R	cc5e2498-a9e6-48be-bbda-9aa101546ca4	TCGA-04-1514-01A-01R-1566-13	'--	'--	'--	'--	'--	0.16	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	0fe6411c-e786-4478-b9d1-399a73feb7b9	TCGA-04-1514-10A-01W	31127991-543e-4c30-bb36-d0c2f3c20dbb	TCGA-04-1514-10A-01W-0551-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	0fe6411c-e786-4478-b9d1-399a73feb7b9	TCGA-04-1514-10A-01W	789c4060-9897-42ad-abb8-e44d2740bc11	TCGA-04-1514-10A-01W-0552-10	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	0fe6411c-e786-4478-b9d1-399a73feb7b9	TCGA-04-1514-10A-01W	8d3c3683-2914-44a3-8bc9-4d09a40cd803	TCGA-04-1514-10A-01W-0553-09	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	0fe6411c-e786-4478-b9d1-399a73feb7b9	TCGA-04-1514-10A-01W	f0e165c4-725a-4acf-934a-cf69946409f5	TCGA-04-1514-10A-01W-1212-08	'--	'--	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	93fd365e-5695-49ba-8b04-78fa56ab79df	TCGA-04-1514-10A-01D	05d652fe-155e-4b36-b4c3-cbc20930fb15	TCGA-04-1514-10A-01D-0499-04	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	93fd365e-5695-49ba-8b04-78fa56ab79df	TCGA-04-1514-10A-01D	22cff4a9-9e40-48a6-8e61-aaeae538bcf3	TCGA-04-1514-10A-01D-A324-10	'--	'--	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	93fd365e-5695-49ba-8b04-78fa56ab79df	TCGA-04-1514-10A-01D	2c6caf8f-7808-42f5-85bf-fbe34b3d134c	TCGA-04-1514-10A-01D-0500-02	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	93fd365e-5695-49ba-8b04-78fa56ab79df	TCGA-04-1514-10A-01D	3946749b-c68a-4043-aa42-63acbf33ef3a	TCGA-04-1514-10A-01D-0497-01	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	93fd365e-5695-49ba-8b04-78fa56ab79df	TCGA-04-1514-10A-01D	91989bf9-45e1-443f-8500-662211ecd620	TCGA-04-1514-10A-01D-A75F-36	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	True	'--	23	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	93fd365e-5695-49ba-8b04-78fa56ab79df	TCGA-04-1514-10A-01D	bf125e22-8279-4719-a32d-7fc2d02773d8	TCGA-04-1514-10A-01D-A312-08	'--	'--	'--	'--	'--	0.07	'--	'--	'--	'--	'--	'--	'--	'--	23	released
TCGA-OV	e9483296-cb91-497a-b955-39a3c3289dac	TCGA-04-1514	a776a204-bb2f-492f-8934-d91681e28719	TCGA-04-1514-10A	961a97b3-973d-44b7-97d2-21b7f051da84	TCGA-04-1514-10A-01	93fd365e-5695-49ba-8b04-78fa56ab79df	TCGA-04-1514-10A-01D	cadab115-d57b-47cc-bf26-762195b2fd58	TCGA-04-1514-10A-01D-0498-06	'--	'--	'--	'--	'--	0.14	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	15170c7f-5880-4fb6-82ce-68d3df0dfb68	TCGA-13-0893	7d496652-5068-4ed8-b396-747666dd9a1c	TCGA-13-0893-10A	0d1b6894-7e3e-448f-b89e-eb9189042b8c	TCGA-13-0893-10A-01	0f4f0fe8-2000-4308-83ca-568518eecba6	TCGA-13-0893-10A-01D	0645974c-1726-4dbf-bd75-aae77f4395a4	TCGA-13-0893-10A-01D-0459-02	3.0	20.0	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	15170c7f-5880-4fb6-82ce-68d3df0dfb68	TCGA-13-0893	7d496652-5068-4ed8-b396-747666dd9a1c	TCGA-13-0893-10A	0d1b6894-7e3e-448f-b89e-eb9189042b8c	TCGA-13-0893-10A-01	0f4f0fe8-2000-4308-83ca-568518eecba6	TCGA-13-0893-10A-01D	2807e82b-2b66-4268-a93b-6352b245b6ea	TCGA-13-0893-10A-01D-0457-04	4.01	26.7	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	15170c7f-5880-4fb6-82ce-68d3df0dfb68	TCGA-13-0893	7d496652-5068-4ed8-b396-747666dd9a1c	TCGA-13-0893-10A	0d1b6894-7e3e-448f-b89e-eb9189042b8c	TCGA-13-0893-10A-01	0f4f0fe8-2000-4308-83ca-568518eecba6	TCGA-13-0893-10A-01D	98afc67d-11fd-4fdb-97b0-714128fc8496	TCGA-13-0893-10A-01D-0458-06	2.0	13.3	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	15170c7f-5880-4fb6-82ce-68d3df0dfb68	TCGA-13-0893	7d496652-5068-4ed8-b396-747666dd9a1c	TCGA-13-0893-10A	0d1b6894-7e3e-448f-b89e-eb9189042b8c	TCGA-13-0893-10A-01	0f4f0fe8-2000-4308-83ca-568518eecba6	TCGA-13-0893-10A-01D	cb1c4725-b36a-4581-9fbd-769da6cca490	TCGA-13-0893-10A-01D-0452-01	1.01	6.7	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	15170c7f-5880-4fb6-82ce-68d3df0dfb68	TCGA-13-0893	7d496652-5068-4ed8-b396-747666dd9a1c	TCGA-13-0893-10A	0d1b6894-7e3e-448f-b89e-eb9189042b8c	TCGA-13-0893-10A-01	0f4f0fe8-2000-4308-83ca-568518eecba6	TCGA-13-0893-10A-01D	de912803-143b-40eb-9140-49c261ce4d95	TCGA-13-0893-10A-01D-1037-01	0.5	3.33	'--	'--	'--	0.15	'--	'--	'--	'--	'--	'--	'--	'--	22	released
TCGA-OV	15170c7f-5880-4fb6-82ce-68d3df0dfb68	TCGA-13-0893	7d496652-5068-4ed8-b396-747666dd9a1c	TCGA-13-0893-10A	0d1b6894-7e3e-448f-b89e-eb9189042b8c	TCGA-13-0893-10A-01	2d7bcfa4-eb49-4cf5-8e1f-384543252925	TCGA-13-0893-10A-01W	23f57381-b679-41b8-8197-aed711f71db4	TCGA-13-0893-10A-01W-0494-09	200.0	400.0	'--	'--	'--	0.5	'--	'--	'--	'--	'--	'--	'--	'--	22	released
