"","external_gene_name","ensembl_gene_id","description","gene_biotype","degree","betweenness","closeness","eigen_centrality","cluster","source","counts","druggability","CP_score","highest_score"
"149","COL8A1","ENSG00000144810","collagen type VIII alpha 1 chain ","protein_coding",2,0,9.32661816825219e-05,3.08248729802316e-15,"tomato","subnet",1030,0.271,0.866519047619048,0.866519047619048
"150","COLEC10","ENSG00000184374","collectin subfamily member 10 ","protein_coding",9,5018.5,0.000137835975189524,9.25861655406238e-10,"tomato","subnet",365,0.248,0.948657142857143,0.948657142857143
"151","COLQ","ENSG00000206561","collagen like tail subunit of asymmetric acetylcholinesterase ","protein_coding",2,12,0.0161290322580645,0,"mediumseagreen","subnet",836,0.694,0.457557894736842,0.694
"152","COMP","ENSG00000105664","cartilage oligomeric matrix protein ","protein_coding",5,6462,0.000118091639111951,1.40192117074895e-06,"springgreen","subnet",3119,0.681,0.194445714285714,0.681
"153","CPT1B","ENSG00000205560","carnitine palmitoyltransferase 1B ","protein_coding",1,0,0.00011059500110595,0.000642225282858099,"tomato","subnet",1848,0.942,0.786714285714286,0.942
"154","CR2","ENSG00000117322","complement C3d receptor 2 ","protein_coding",2,595,0.000100170289492137,3.85958133386562e-14,"tomato","subnet",7127,0.661,0.203057142857143,0.661
"155","CRHBP","ENSG00000145708","corticotropin releasing hormone binding protein ","protein_coding",2,595,0.000101399310484689,6.50177041802033e-16,"tomato","subnet",845,0.525,0.639552380952381,0.639552380952381
"156","CRHR1","ENSG00000120088","corticotropin releasing hormone receptor 1 ","protein_coding",3,1781,0.000107886503398425,6.80180934151726e-15,"tomato","subnet",4339,0.984,0.852281818181818,0.984
"157","CRHR2","ENSG00000106113","corticotropin releasing hormone receptor 2 ","protein_coding",1,0,0.000101378751013788,6.78901402881357e-16,"tomato","subnet",1857,0.841,0.622138095238095,0.841
"158","CRIP1","ENSG00000213145","cysteine rich protein 1 ","protein_coding",1,0,8.14531237272949e-05,0,"tomato","subnet",653,0.449,0,0.449
"159","CRIPTO","ENSG00000241186","cripto, EGF-CFC family member ","protein_coding",4,8928.49578120801,0.000121817517358996,2.92144744143674e-07,"tomato","subnet",908,0.571,0.772157142857143,0.772157142857143
"160","CRLF1","ENSG00000006016","cytokine receptor like factor 1 ","protein_coding",2,0,9.69086151758891e-05,2.33675109848948e-14,"maroon1","subnet",535,0.504,0.887995238095238,0.887995238095238
"161","CSAD","ENSG00000139631","cysteine sulfinic acid decarboxylase ","protein_coding",3,28,0.00892857142857143,0,"royalblue","subnet",490,0.246,0.985480952380952,0.985480952380952
"162","CSRNP1","ENSG00000144655","cysteine and serine rich nuclear protein 1 ","protein_coding",1,0,0.000120860526951898,4.45967463553534e-11,"tomato","subnet",285,0.486,0.272018181818182,0.486
"163","CSRP2","ENSG00000175183","cysteine and glycine rich protein 2 ","protein_coding",1,0,8.01217851133723e-05,0,"tomato","subnet",356,0.439,0.81877619047619,0.81877619047619
"164","CST1","ENSG00000170373","cystatin SN ","protein_coding",1,0,0.000116686114352392,2.44930807478023e-10,"tomato","subnet",692,0.544,0.370533333333333,0.544
"165","CST4","ENSG00000101441","cystatin S ","protein_coding",3,7544.64060188179,0.000125391849529781,2.35347754368189e-09,"tomato","subnet",722,0.537,0.688805,0.688805
"166","CTHRC1","ENSG00000164932","collagen triple helix repeat containing 1 ","protein_coding",2,0,0.000118849536486808,3.45420262984001e-11,"tomato","subnet",1068,0.167,0.414866666666667,0.414866666666667
"167","CTSG","ENSG00000100448","cathepsin G ","protein_coding",5,19503.0475194798,0.000132100396301189,1.41541606383156e-06,"tomato","subnet",11937,0.249,0.702961904761905,0.702961904761905
"168","CTSS","ENSG00000163131","cathepsin S ","protein_coding",2,7708.83107807226,0.000131010087776759,2.21045353308635e-08,"tomato","subnet",8683,0.113,0.96537619047619,0.96537619047619
"169","CXCL10","ENSG00000169245","C-X-C motif chemokine ligand 10 ","protein_coding",7,876.833333333333,0.000107747010020472,9.42519662875675e-13,"yellowgreen","subnet",39538,0.22,0.84805,0.84805
"170","CXCL11","ENSG00000169248","C-X-C motif chemokine ligand 11 ","protein_coding",6,0.583333333333333,0.000101389029706986,4.56433533694222e-13,"yellowgreen","subnet",8237,0.822,0.585195238095238,0.822
"171","CXCL13","ENSG00000156234","C-X-C motif chemokine ligand 13 ","protein_coding",6,1.33333333333333,0.000101389029706986,4.51681312343909e-13,"yellowgreen","subnet",8407,0.144,0.754861904761905,0.754861904761905
"172","CXCL17","ENSG00000189377","C-X-C motif chemokine ligand 17 ","protein_coding",3,0.583333333333333,0.00010129659643436,2.31110462529473e-13,"yellowgreen","subnet",866,0.292,0.666233333333333,0.666233333333333
"173","CXCL2","ENSG00000081041","C-X-C motif chemokine ligand 2 ","protein_coding",4,0.0833333333333333,0.00010136847440446,3.24909663700538e-13,"yellowgreen","subnet",11880,0.791,0.470219047619048,0.791
"174","CXCL9","ENSG00000138755","C-X-C motif chemokine ligand 9 ","protein_coding",7,5.20833333333333,0.000101399310484689,4.78159789089225e-13,"yellowgreen","subnet",15156,0.283,0.921352380952381,0.921352380952381
"175","CXCR3","ENSG00000186810","C-X-C motif chemokine receptor 3 ","protein_coding",12,1968.66666666668,0.000107816711590296,1.0949349482673e-12,"yellowgreen","subnet",14053,0.93,0.253933333333333,0.93
"176","DAND5","ENSG00000179284","DAN domain BMP antagonist family member 5 ","protein_coding",2,13567.4460992162,0.0001194743130227,2.0113357497851e-05,"tomato","subnet",435,0.601,0.685652380952381,0.685652380952381
"177","DAP","ENSG00000112977","death associated protein ","protein_coding",1,0,0.00011285407967498,4.74460412030761e-12,"tomato","subnet",1073,0.011,0.84391875,0.84391875
"178","DAPP1","ENSG00000070190","dual adaptor of phosphotyrosine and 3-phosphoinositides 1 ","protein_coding",2,2368,0.000128849375080531,2.41343783091576e-09,"tomato","subnet",270,0.117,0.829642857142857,0.829642857142857
"179","DES","ENSG00000175084","desmin ","protein_coding",4,2961,7.33191582960628e-05,0,"tomato","subnet",23460,0.457,0.330510526315789,0.457
"180","DIABLO","ENSG00000184047","diablo IAP-binding mitochondrial protein ","protein_coding",2,595,0.00010404744563521,0,"tomato","subnet",5733,0.249,0.929304761904762,0.929304761904762
"181","DLGAP5","ENSG00000126787","DLG associated protein 5 ","protein_coding",5,8911.93412698414,0.000150489089541008,7.10864268545392e-09,"tomato","subnet",989,0.621,0.474190476190476,0.621
"182","DLL1","ENSG00000198719","delta like canonical Notch ligand 1 ","protein_coding",3,0,8.84329678103997e-05,3.09066503370762e-16,"tomato","subnet",3316,0.474,0.903319047619048,0.903319047619048
"183","DLL3","ENSG00000090932","delta like canonical Notch ligand 3 ","protein_coding",3,0,8.84329678103997e-05,3.15568054167023e-16,"tomato","subnet",1983,0.274,0.548033333333333,0.548033333333333
"184","DLL4","ENSG00000128917","delta like canonical Notch ligand 4 ","protein_coding",3,0,8.84329678103997e-05,3.17521642007196e-16,"tomato","subnet",4121,0.711,0.475542857142857,0.711
"185","DLX2","ENSG00000115844","distal-less homeobox 2 ","protein_coding",4,7800.76681096683,0.000138045278851463,6.06796771423688e-10,"tomato","subnet",1321,0.305,0.692057142857143,0.692057142857143
"186","DLX3","ENSG00000064195","distal-less homeobox 3 ","protein_coding",2,0,0.000130123617436565,1.02131585907508e-09,"tomato","subnet",758,0.294,0.413,0.413
"187","DLX5","ENSG00000105880","distal-less homeobox 5 ","protein_coding",3,3870.15945165944,0.000120481927710843,1.17212413810596e-11,"tomato","subnet",1740,0.502,0.893095238095238,0.893095238095238
"188","DLX6","ENSG00000006377","distal-less homeobox 6 ","protein_coding",1,0,0.000112422709387296,1.21981902124553e-12,"tomato","subnet",930,0.486,0.3799,0.486
"189","DNAAF5","ENSG00000164818","dynein axonemal assembly factor 5 ","protein_coding",1,0,0.00013204806549584,6.80777466044017e-10,"tomato","subnet",198,0.639,0.535566666666667,0.639
"190","DNAAF8","ENSG00000166246","dynein axonemal assembly factor 8 ","protein_coding",2,5.15,0.000129550459904133,8.5410890871697e-10,"tomato","subnet",23,0.349,0.75802380952381,0.75802380952381
"191","DNAJC1","ENSG00000136770","DnaJ heat shock protein family (Hsp40) member C1 ","protein_coding",1,0,0.00010529640939244,1.39556998509508e-05,"tomato","subnet",291,0.157,0.88637619047619,0.88637619047619
"192","DPP10","ENSG00000175497","dipeptidyl peptidase like 10 ","protein_coding",1,0,0.000144675925925926,4.03354733305487e-12,"tomato","subnet",601,0.712,0.618195238095238,0.712
"193","DPP6","ENSG00000130226","dipeptidyl peptidase like 6 ","protein_coding",6,33707.597965269,0.000158302991926547,3.87571039175243e-11,"tomato","subnet",1437,0.831,0.941861538461538,0.941861538461538
"194","EBF1","ENSG00000164330","EBF transcription factor 1 ","protein_coding",2,1188,0.000112905046855594,4.79709226017584e-12,"tomato","subnet",2857,0.492,0.835671428571429,0.835671428571429
"195","ECHDC2","ENSG00000121310","enoyl-CoA hydratase domain containing 2 ","protein_coding",1,0,0.00012809017548354,6.69177773348749e-13,"tomato","subnet",123,0.665,0.643171428571429,0.665
"196","EDA","ENSG00000158813","ectodysplasin A ","protein_coding",4,17114.6188434654,0.000125046892584719,0.0981309914934795,"tomato","subnet",2617,0.145,0.635447619047619,0.635447619047619
"197","EDARADD","ENSG00000186197","EDAR associated via death domain ","protein_coding",1,0,0.000116387337057728,0.0102126758806585,"tomato","subnet",394,0.064,0.394271428571429,0.394271428571429
"198","EDN1","ENSG00000078401","endothelin 1 ","protein_coding",5,2961,7.99552250739586e-05,0,"tomato","subnet",29883,0.193,0.228518181818182,0.228518181818182
"199","EDN2","ENSG00000127129","endothelin 2 ","protein_coding",3,0,7.63358778625954e-05,0,"tomato","subnet",1455,0.397,0.247647619047619,0.397
"200","EDN3","ENSG00000124205","endothelin 3 ","protein_coding",3,0,7.63358778625954e-05,0,"tomato","subnet",2389,0.738,0.37017619047619,0.738
"201","EDNRB","ENSG00000136160","endothelin receptor type B ","protein_coding",3,0,7.63358778625954e-05,0,"tomato","subnet",5728,0.776,0.890661904761905,0.890661904761905
"202","EEF1A2","ENSG00000101210","eukaryotic translation elongation factor 1 alpha 2 ","protein_coding",6,16832.4862007985,0.000123198225945546,0.0102981218988451,"springgreen","subnet",9657,0.846,0.354581818181818,0.846
"203","EEF1G","ENSG00000254772","eukaryotic translation elongation factor 1 gamma ","protein_coding",3,16310.2862007985,0.000125754527162978,0.0935296434651361,"springgreen","subnet",798,0.624,0.817704761904762,0.817704761904762
"204","EEIG1","ENSG00000167106","estrogen-induced osteoclastogenesis regulator 1 ","protein_coding",1,0,0.0001057753331923,4.99194887590556e-13,"tomato","subnet",130,0.391,0.245596666666667,0.391
"205","EFNA2","ENSG00000099617","ephrin A2 ","protein_coding",3,0,0.000111819300011182,3.44232891560869e-11,"tomato","subnet",632,0.348,0.610358333333333,0.610358333333333
"206","EFNA4","ENSG00000243364","ephrin A4 ","protein_coding",3,0,0.000111819300011182,3.44232922535592e-11,"tomato","subnet",393,0.489,0.681027272727273,0.681027272727273
"207","EGFL7","ENSG00000172889","EGF like domain multiple 7 ","protein_coding",2,2368,9.8755678451511e-05,2.6300164968629e-14,"tomato","subnet",911,0.465,0.687466666666667,0.687466666666667
"208","ELANE","ENSG00000197561","elastase, neutrophil expressed ","protein_coding",8,38308.3099662322,0.000138504155124654,2.10043351147741e-07,"tomato","subnet",15369,0.872,0.564014285714286,0.872
"209","ELMOD2","ENSG00000179387","ELMO domain containing 2 ","protein_coding",1,0,0.000120380402070543,4.19922527187034e-14,"tomato","subnet",143,0.93,0.260057142857143,0.93
"210","EMB","ENSG00000170571","embigin ","protein_coding",4,20,0.0217391304347826,0,"orchid","subnet",1146,0.284,0.769938095238095,0.769938095238095
"211","EML3","ENSG00000149499","EMAP like 3 ","protein_coding",1,0,8.27266710787558e-05,0,"tomato","subnet",104,0.397,0.586609523809524,0.586609523809524
"212","EN1","ENSG00000163064","engrailed homeobox 1 ","protein_coding",1,0,0.00013331555792561,4.39802454836206e-11,"tomato","subnet",1237,0.357,0.609090476190476,0.609090476190476
"213","ENDOG","ENSG00000167136","endonuclease G ","protein_coding",1,0,9.79815794630609e-05,0,"tomato","subnet",1875,0.691,0.235014285714286,0.691
"214","ENPP1","ENSG00000197594","ectonucleotide pyrophosphatase/phosphodiesterase 1 ","protein_coding",6,10645.325946262,0.000120656370656371,3.471649498691e-10,"tomato","subnet",3067,0.767,0.532742857142857,0.767
"215","ENPP2","ENSG00000136960","ectonucleotide pyrophosphatase/phosphodiesterase 2 ","protein_coding",7,6858.47006102212,0.000114916111238796,7.78675707356003e-11,"tomato","subnet",2946,0.905,0.161404761904762,0.905
"216","ENPP3","ENSG00000154269","ectonucleotide pyrophosphatase/phosphodiesterase 3 ","protein_coding",6,10645.325946262,0.000120656370656371,3.47164957652754e-10,"tomato","subnet",2099,0.832,0.298281818181818,0.832
"217","ENTPD5","ENSG00000187097","ectonucleoside triphosphate diphosphohydrolase 5 (inactive) ","protein_coding",2,36,0.0217391304347826,0,"mediumseagreen","subnet",357,0.442,0.477980952380952,0.477980952380952
"218","EPHA10","ENSG00000183317","EPH receptor A10 ","protein_coding",3,0,0.000111819300011182,3.44232925206407e-11,"tomato","subnet",339,0.485,0.229985714285714,0.485
"219","EPHA8","ENSG00000070886","EPH receptor A8 ","protein_coding",4,1779,0.000119760479041916,2.61918446427519e-10,"tomato","subnet",2756,0.281,0.581719047619048,0.581719047619048
"220","ERP27","ENSG00000139055","endoplasmic reticulum protein 27 ","protein_coding",1,0,0.000117000117000117,0.00973380498256202,"springgreen","subnet",146,0.972,0.483071428571429,0.972
"221","ESAM","ENSG00000149564","endothelial cell adhesion molecule ","protein_coding",8,17118.4005669339,0.000128205128205128,0.144586325229375,"tomato","subnet",663,0.152,0.772619047619048,0.772619047619048
"222","F10","ENSG00000126218","coagulation factor X ","protein_coding",9,10649.839361249,0.000145095763203714,9.41327681205108e-10,"tomato","subnet",16617,0.443,0.841357142857143,0.841357142857143
"223","F12","ENSG00000131187","coagulation factor XII ","protein_coding",8,25861.3096255385,0.000141643059490085,3.05582939461814e-09,"tomato","subnet",7186,0.372,0.596252380952381,0.596252380952381
"224","F13A1","ENSG00000124491","coagulation factor XIII A chain ","protein_coding",1,0,0.000128716694555284,2.38617950385567e-09,"tomato","subnet",7867,0.77,0.2545,0.77
"225","F3","ENSG00000117525","coagulation factor III, tissue factor ","protein_coding",8,9467.839361249,0.000145011600928074,9.22447572044663e-10,"tomato","subnet",38424,0.376,0.517528571428571,0.517528571428571
"226","F7","ENSG00000057593","coagulation factor VII ","protein_coding",9,10649.839361249,0.000145095763203714,9.41327662830158e-10,"tomato","subnet",9518,0.475,0.823357142857143,0.823357142857143
"227","FABP4","ENSG00000170323","fatty acid binding protein 4 ","protein_coding",2,68.5714285714286,0.000142450142450142,4.19272079886901e-13,"tomato","subnet",7674,0.615,0.134409523809524,0.615
"228","FABP5","ENSG00000164687","fatty acid binding protein 5 ","protein_coding",2,353.614285714286,0.000148743120630671,3.57768534780486e-12,"tomato","subnet",2306,0.914,0.759891666666667,0.914
"229","FAHD2A","ENSG00000115042","fumarylacetoacetate hydrolase domain containing 2A ","protein_coding",2,2368,0.000100421771440048,8.33792288992656e-14,"tomato","subnet",62,0.635,0.216219047619048,0.635
"230","FAM107A","ENSG00000168309","family with sequence similarity 107 member A ","protein_coding",1,0,9.80199960792002e-05,0,"tomato","subnet",355,0.331,0.0850028571428571,0.331
"231","FAM222A","ENSG00000139438","family with sequence similarity 222 member A ","protein_coding",3,0,0.00013014055179594,1.46677301305767e-09,"tomato","subnet",99,0.228,0.853957142857143,0.853957142857143
"232","FAM241B","ENSG00000171224","family with sequence similarity 241 member B ","protein_coding",2,595,0.000104624398409709,3.82080953866111e-06,"tomato","subnet",70,0.619,0.747319047619048,0.747319047619048
"233","FAM83D","ENSG00000101447","family with sequence similarity 83 member D ","protein_coding",1,0,0.000120206755619666,2.5681599062238e-11,"tomato","subnet",409,0.459,0.15352380952381,0.459
"234","FANCG","ENSG00000221829","FA complementation group G ","protein_coding",1,0,0.000112208258527828,2.70197280185109e-12,"tomato","subnet",1431,0.109,0.873847619047619,0.873847619047619
"235","FAP","ENSG00000078098","fibroblast activation protein alpha ","protein_coding",1,0,0.000112473287594196,6.28793155159147e-14,"tomato","subnet",6581,0.899,0.642442857142857,0.899
"236","FBN2","ENSG00000138829","fibrillin 2 ","protein_coding",1,0,0.0185185185185185,0,"mediumseagreen","subnet",2089,0.975,0.278638095238095,0.975
"237","FBXO45","ENSG00000174013","F-box protein 45 ","protein_coding",4,17683.3152747253,0.000111632060727841,8.78086060100642e-12,"tomato","subnet",262,0.555,0.0345985714285714,0.555
"238","FCN3","ENSG00000142748","ficolin 3 ","protein_coding",8,4245.99999999998,0.000137816979051819,9.1437912411145e-10,"tomato","subnet",837,0.616,0.459333333333333,0.616
"239","FGL1","ENSG00000104760","fibrinogen like 1 ","protein_coding",2,595,0.000128749839062701,2.41230704497957e-09,"tomato","subnet",752,0.479,0.827109523809524,0.827109523809524
"240","FHIP1A","ENSG00000164142","FHF complex subunit HOOK interacting protein 1A ","protein_coding",1,0,9.28936367858802e-05,9.22002225189504e-17,"tomato","subnet",67,0.827,0.803666666666667,0.827
"241","FHIP1B","ENSG00000051009","FHF complex subunit HOOK interacting protein 1B ","protein_coding",2,8800.8258974359,9.64413154595429e-05,6.27502570534242e-17,"tomato","subnet",85,0.996,0.461271428571429,0.996
"242","FHL1","ENSG00000022267","four and a half LIM domains 1 ","protein_coding",4,18284.6565742797,0.000130941469163284,7.97348609267244e-11,"tomato","subnet",2139,0.232,0.202629523809524,0.232
"243","FHOD1","ENSG00000135723","formin homology 2 domain containing 1 ","protein_coding",1,0,9.4535829079221e-05,4.01275353130246e-15,"tomato","subnet",404,0.264,0.8856,0.8856
"244","FKBP2","ENSG00000173486","FKBP prolyl isomerase 2 ","protein_coding",1,0,0.000120598166907863,1.77980465000626e-08,"tomato","subnet",319,0.119,0.769438095238095,0.769438095238095
"245","FKBPL","ENSG00000204315","FKBP prolyl isomerase like ","protein_coding",4,1782,0.000104090767148954,0,"tomato","subnet",465,0.552,0.78212380952381,0.78212380952381
"246","FLAD1","ENSG00000160688","flavin adenine dinucleotide synthetase 1 ","protein_coding",2,0,0.00011258725512272,7.22602181105263e-11,"tomato","subnet",467,0.755,0.696045454545455,0.755
"247","FLRT3","ENSG00000125848","fibronectin leucine rich transmembrane protein 3 ","protein_coding",2,0,0.000102375102375102,1.52437173296549e-14,"tomato","subnet",462,0.128,0.671675,0.671675
"248","FOXD4","ENSG00000170122","forkhead box D4 ","protein_coding",2,5860,0.000100755667506297,8.43181109926165e-14,"tomato","subnet",128,0.57,0.543336363636364,0.57
"249","FOXD4L1","ENSG00000184492","forkhead box D4 like 1 ","protein_coding",3,7019,0.000106951871657754,8.01753357105538e-13,"tomato","subnet",54,0.701,0.533166666666667,0.701
"250","FOXM1","ENSG00000111206","forkhead box M1 ","protein_coding",5,64131.1524380394,0.000164203612479475,1.1176221106615e-09,"tomato","subnet",9222,0.776,0.785752380952381,0.785752380952381
"251","FOXP2","ENSG00000128573","forkhead box P2 ","protein_coding",3,1189,0.000100381449508131,1.1407937047995e-14,"tomato","subnet",2808,0.346,0.853833333333333,0.853833333333333
"252","FOXP4","ENSG00000137166","forkhead box P4 ","protein_coding",1,0,9.47238798901203e-05,1.14440384285951e-15,"tomato","subnet",689,0.806,0.642263636363636,0.806
"253","FPR3","ENSG00000187474","formyl peptide receptor 3 ","protein_coding",1,0,0.000120598166907863,1.77980464984606e-08,"tomato","subnet",670,0.902,0.57182,0.902
"254","FSTL3","ENSG00000070404","follistatin like 3 ","protein_coding",2,0,0.000107839965491211,7.48230687810412e-09,"tomato","subnet",692,0.274,0.753085714285714,0.753085714285714
"255","FXYD1","ENSG00000266964","FXYD domain containing ion transport regulator 1 ","protein_coding",9,0,0.000125707102451289,0.869854226340385,"gold","subnet",639,0.784,0.510872727272727,0.784
"256","FXYD2","ENSG00000137731","FXYD domain containing ion transport regulator 2 ","protein_coding",9,0,0.000125707102451289,0.869854226340385,"gold","subnet",447,0.002,0,0.002
"257","FXYD3","ENSG00000089356","FXYD domain containing ion transport regulator 3 ","protein_coding",4,0,0.000120409391932571,0.412032304517176,"gold","subnet",338,0.835,0.196809090909091,0.835
"258","FXYD6","ENSG00000137726","FXYD domain containing ion transport regulator 6 ","protein_coding",4,0,0.000120409391932571,0.412032304517176,"gold","subnet",202,0.766,0.4949,0.766
"259","FXYD7","ENSG00000221946","FXYD domain containing ion transport regulator 7 ","protein_coding",4,0,0.000120409391932571,0.412032304517176,"gold","subnet",94,0.149,0.510285714285714,0.510285714285714
"260","G0S2","ENSG00000123689","G0/G1 switch 2 ","protein_coding",1,0,0.00011832919181162,1.05215269303636e-15,"tomato","subnet",901,0.568,0.561804761904762,0.568
"261","GAD1","ENSG00000128683","glutamate decarboxylase 1 ","protein_coding",1,0,0.00714285714285714,0,"royalblue","subnet",11206,0.81,0.270353846153846,0.81
"262","GALT","ENSG00000213930","galactose-1-phosphate uridylyltransferase ","protein_coding",4,18493.1394016815,0.000125659713495853,2.6761984291229e-09,"tomato","subnet",1930,0.542,0.828642857142857,0.828642857142857
"263","GATA4","ENSG00000136574","GATA binding protein 4 ","protein_coding",2,0,8.85347498893316e-05,1.20072462394932e-15,"tomato","subnet",7627,0.452,0.808908333333333,0.808908333333333
"264","GATA5","ENSG00000130700","GATA binding protein 5 ","protein_coding",2,595,8.41325929665152e-05,7.95629484079647e-17,"tomato","subnet",1032,0.409,0.315366666666667,0.409
"265","GDF9","ENSG00000164404","growth differentiation factor 9 ","protein_coding",1,0,0.000115180833909238,3.14279357602291e-08,"tomato","subnet",2220,0.442,0.627609523809524,0.627609523809524
"266","GDPD1","ENSG00000153982","glycerophosphodiester phosphodiesterase domain containing 1 ","protein_coding",1,0,0.00010593220338983,5.10167199473456e-13,"tomato","subnet",99,0.825,0.418895238095238,0.825
"267","GFAP","ENSG00000131095","glial fibrillary acidic protein ","protein_coding",3,595,7.02691307708524e-05,0,"tomato","subnet",37900,0.607,0.49787619047619,0.607
"268","GHR","ENSG00000112964","growth hormone receptor ","protein_coding",1,0,8.34724540901503e-05,0,"tomato","subnet",6562,0.749,0.606915384615385,0.749
"269","GJA3","ENSG00000121743","gap junction protein alpha 3 ","protein_coding",5,0.666666666666667,0.000103573278094252,0.000130348774945114,"tomato","subnet",896,0.687,0.938714285714286,0.938714285714286
"270","GJA4","ENSG00000187513","gap junction protein alpha 4 ","protein_coding",4,0,0.000103562551781276,0.000122017304909446,"tomato","subnet",1111,0.968,0.46707619047619,0.968
"271","GJB1","ENSG00000169562","gap junction protein beta 1 ","protein_coding",7,690.833333333335,0.000110326566637246,0.00035946694326925,"tomato","subnet",2809,0.7,0.911947619047619,0.911947619047619
"272","GJB2","ENSG00000165474","gap junction protein beta 2 ","protein_coding",7,690.833333333335,0.000110326566637246,0.000359466943269239,"tomato","subnet",5440,0.99,0.605957142857143,0.99
"273","GJB3","ENSG00000188910","gap junction protein beta 3 ","protein_coding",5,393.333333333329,0.000110302228105008,0.000323150425598409,"tomato","subnet",916,0.826,0.651406666666667,0.826
"274","GJB6","ENSG00000121742","gap junction protein beta 6 ","protein_coding",5,4123.33333333333,0.00011795234725171,0.00213376985429598,"tomato","subnet",1915,0.903,0.342309523809524,0.903
"275","GJC2","ENSG00000198835","gap junction protein gamma 2 ","protein_coding",3,0,0.000110277900308778,0.000296886215509386,"tomato","subnet",552,0.692,0.895966666666667,0.895966666666667
"276","GJD3","ENSG00000183153","gap junction protein delta 3 ","protein_coding",3,0,0.000103551827689759,8.83864355265315e-05,"tomato","subnet",118,0.838,0.725266666666667,0.838
"277","GLDN","ENSG00000186417","gliomedin ","protein_coding",1,0,0.000102965403624382,1.2366064230866e-14,"tomato","subnet",292,0.961,0.638909523809524,0.961
"278","GLYCTK","ENSG00000168237","glycerate kinase ","protein_coding",1,0,0.000121109361753664,2.31087723106064e-05,"tomato","subnet",162,0.537,0.670942857142857,0.670942857142857
"279","GNRH1","ENSG00000147437","gonadotropin releasing hormone 1 ","protein_coding",1,0,7.9827572443522e-05,0,"tomato","subnet",25756,0.365,0.507995238095238,0.507995238095238
"280","GNRHR","ENSG00000109163","gonadotropin releasing hormone receptor ","protein_coding",2,595,8.38082467314784e-05,0,"tomato","subnet",3196,0.771,0.71005,0.771
"281","GOLGA7","ENSG00000147533","golgin A7 ","protein_coding",3,8691.19578120801,0.00011839924224485,3.27952422835387e-09,"tomato","subnet",171,0.299,0.936290476190476,0.936290476190476
"282","GOT1","ENSG00000120053","glutamic-oxaloacetic transaminase 1 ","protein_coding",3,154.916666666667,0.000147514382652309,4.81552244729966e-13,"tomato","subnet",1775,0.868,0.645714285714286,0.868
"283","GOT2","ENSG00000125166","glutamic-oxaloacetic transaminase 2 ","protein_coding",5,49386.9993777091,0.000157678965625986,3.72500168993421e-12,"tomato","subnet",3809,0.448,0.708971428571429,0.708971428571429
"284","GP2","ENSG00000169347","glycoprotein 2 ","protein_coding",2,2955,0.000100250626566416,3.86383643444612e-14,"tomato","subnet",2835,0.56,0.872880952380952,0.872880952380952
"285","GPAM","ENSG00000119927","glycerol-3-phosphate acyltransferase, mitochondrial ","protein_coding",2,0,0.5,0,"tomato","subnet",1205,0.99,0.263961904761905,0.99
"286","GPAT2","ENSG00000186281","glycerol-3-phosphate acyltransferase 2, mitochondrial ","protein_coding",2,0,0.5,0,"tomato","subnet",176,0.881,0.42912380952381,0.881
"287","GPAT3","ENSG00000138678","glycerol-3-phosphate acyltransferase 3 ","protein_coding",2,0,0.5,0,"tomato","subnet",620,0.985,0.462290909090909,0.985
"288","GPM6B","ENSG00000046653","glycoprotein M6B ","protein_coding",1,0,9.1776798825257e-05,9.47752512722402e-17,"tomato","subnet",321,0.828,0.599309523809524,0.828
"289","GPR156","ENSG00000175697","G protein-coupled receptor 156 ","protein_coding",3,0,0.00775193798449612,0,"royalblue","subnet",100,0.996,0.318083333333333,0.996
"290","GPR17","ENSG00000144230","G protein-coupled receptor 17 ","protein_coding",3,0,0.000108084738434933,1.04021023124777e-15,"tomato","subnet",525,0.949,0.1309,0.949
"291","GPR171","ENSG00000174946","G protein-coupled receptor 171 ","protein_coding",2,10.5,0.0104166666666667,0,"royalblue","subnet",150,0.97,0.544852380952381,0.97
"292","GPR182","ENSG00000166856","G protein-coupled receptor 182 ","protein_coding",1,0,0.00641025641025641,0,"royalblue","subnet",581,0.447,0.768918181818182,0.768918181818182
"293","GPR55","ENSG00000135898","G protein-coupled receptor 55 ","protein_coding",3,26720.1020879121,0.000117868929750118,7.2018755314921e-14,"tomato","subnet",1384,0.977,0.640471428571429,0.977
"294","GPRC5C","ENSG00000170412","G protein-coupled receptor class C group 5 member C ","protein_coding",1,0,0.00010529640939244,1.39556998509553e-05,"tomato","subnet",260,0.947,0.875471428571429,0.947
"295","GPRIN2","ENSG00000204175","G protein regulated inducer of neurite outgrowth 2 ","protein_coding",1,0,0.000103755965968043,3.19135954084048e-13,"tomato","subnet",199,0.704,0.386109523809524,0.704
"296","GPT","ENSG00000167701","glutamic--pyruvic transaminase ","protein_coding",3,595,0.00014421690222094,4.42554791242571e-13,"tomato","subnet",61104,0.463,0.943223809523809,0.943223809523809
"297","GRAMD2B","ENSG00000155324","GRAM domain containing 2B ","protein_coding",2,595,9.45894816496406e-05,4.07383300984502e-15,"tomato","subnet",115,0.776,0.114284285714286,0.776
"298","GREB1","ENSG00000196208","growth regulating estrogen receptor binding 1 ","protein_coding",1,0,0.000122684333210649,4.14687595006144e-14,"tomato","subnet",1135,0.815,0.708495238095238,0.815
