"","external_gene_name","ensembl_gene_id","description","gene_biotype","degree","betweenness","closeness","eigen_centrality","cluster","source","counts","druggability","CP_score","highest_score"
"438","CBFB","ENSG00000067955","core-binding factor subunit beta ","protein_coding",52,7814.61839468044,9.70402717127608e-05,0.174079988933763,"white","STRING",3592,0.523,0.300747619047619,0.523
"439","CBS","ENSG00000160200","cystathionine beta-synthase ","protein_coding",9,373.194705013604,8.33680700291788e-05,0.0115520657679999,"white","STRING",6840,0.885,0.823585714285714,0.885
"440","CCBE1","ENSG00000183287","collagen and calcium binding EGF domains 1 ","protein_coding",9,951.162481163201,7.10580544304697e-05,0.000675115233400045,"tomato","subnet",418,0.043,0.489847619047619,0.489847619047619
"441","CCDC112","ENSG00000164221","coiled-coil domain containing 112 ","protein_coding",1,0,5.12163892445583e-05,1.7795105771764e-06,"white","STRING",87,0.542,0.39242380952381,0.542
"442","CCDC115","ENSG00000136710","coiled-coil domain containing 115 ","protein_coding",31,2419.71306290982,8.36260244187991e-05,0.0107479782851426,"white","STRING",328,0.594,0.253853846153846,0.594
"443","CCDC120","ENSG00000147144","coiled-coil domain containing 120 ","protein_coding",10,2178.81394907943,8.10372771474878e-05,0.00332513417416746,"white","STRING",75,0.636,0.903371428571429,0.903371428571429
"444","CCDC14","ENSG00000175455","coiled-coil domain containing 14 ","protein_coding",11,5817.81335003953,7.63941940412529e-05,0.0015736444799803,"white","STRING",121,0.86,0.349690476190476,0.86
"445","CCDC148","ENSG00000153237","coiled-coil domain containing 148 ","protein_coding",1,0,5.12163892445583e-05,1.77951057717578e-06,"white","STRING",61,0.516,0.478009523809524,0.516
"446","CCDC28B","ENSG00000160050","coiled-coil domain containing 28B ","protein_coding",5,0,6.67645880624917e-05,0.000245552056016407,"white","STRING",110,0.739,0.623209523809524,0.739
"447","CCDC40","ENSG00000141519","coiled-coil domain 40 molecular ruler complex subunit ","protein_coding",1,0,6.47920176234288e-05,0.000207417795032812,"white","STRING",348,0.779,0.361571428571429,0.779
"448","CCK","ENSG00000187094","cholecystokinin ","protein_coding",10,338.622686185326,7.68580431942203e-05,0.00200073488389986,"white","STRING",12479,0.287,0.598419047619048,0.598419047619048
"449","CCL1","ENSG00000108702","C-C motif chemokine ligand 1 ","protein_coding",21,27.0055488255654,7.94028902652057e-05,0.0097282341733829,"white","STRING",2795,0.481,0.379071428571429,0.481
"450","CCL11","ENSG00000172156","C-C motif chemokine ligand 11 ","protein_coding",55,4186.23977824679,9.25583117363939e-05,0.0367730811414109,"white","STRING",11178,0.872,0.304471428571429,0.872
"451","CCL13","ENSG00000181374","C-C motif chemokine ligand 13 ","protein_coding",37,91.6405651414003,8.22368421052632e-05,0.0153757597318981,"white","STRING",2773,0.279,0.578519047619048,0.578519047619048
"452","CCL14","ENSG00000276409","C-C motif chemokine ligand 14 ","protein_coding",12,1385.02040896878,7.59762953958365e-05,0.00385096392219505,"tomato","subnet",2561,0.136,0.733728571428571,0.733728571428571
"453","CCL15","ENSG00000275718","C-C motif chemokine ligand 15 ","protein_coding",23,130.93157040001,8.18397577543171e-05,0.0124650278555562,"white","STRING",1281,0.364,0.579466666666667,0.579466666666667
"454","CCL16","ENSG00000275152","C-C motif chemokine ligand 16 ","protein_coding",19,14.9784856863993,7.91076655327901e-05,0.00926872366132872,"yellowgreen","subnet",1571,0.247,0.692609523809524,0.692609523809524
"455","CCL17","ENSG00000102970","C-C motif chemokine ligand 17 ","protein_coding",33,400.964191589536,8.33125052070316e-05,0.0136944291890808,"yellowgreen","subnet",6724,0.575,0.318285714285714,0.575
"456","CCL18","ENSG00000275385","C-C motif chemokine ligand 18 ","protein_coding",19,14.9784856863993,7.90513833992095e-05,0.00932379216596051,"white","STRING",4233,0.343,0.657409523809524,0.657409523809524
"457","CCL19","ENSG00000172724","C-C motif chemokine ligand 19 ","protein_coding",37,3282.05971548368,8.94694461841281e-05,0.0214276715737379,"white","STRING",5829,0.289,0.720828571428571,0.720828571428571
"458","CCL2","ENSG00000108691","C-C motif chemokine ligand 2 ","protein_coding",47,3850.61098860542,9.16170407695831e-05,0.0285826289775009,"white","STRING",80474,0.389,0.132693333333333,0.389
"459","CCL20","ENSG00000115009","C-C motif chemokine ligand 20 ","protein_coding",35,536.639695907035,8.40760047082563e-05,0.0159226745058235,"white","STRING",10917,0.405,0.712214285714286,0.712214285714286
"460","CCL21","ENSG00000137077","C-C motif chemokine ligand 21 ","protein_coding",54,2549.84210016699,8.60733344809778e-05,0.0207465839895797,"white","STRING",5877,0.522,0.400754545454545,0.522
"461","CCL22","ENSG00000102962","C-C motif chemokine ligand 22 ","protein_coding",29,113.535573887486,8.01667468334135e-05,0.0116895480036613,"yellowgreen","subnet",7811,0.236,0.349372727272727,0.349372727272727
"462","CCL23","ENSG00000274736","C-C motif chemokine ligand 23 ","protein_coding",14,444.600386370172,8.48536274925753e-05,0.00624492354554578,"tomato","subnet",1443,0.538,0.866866666666667,0.866866666666667
"463","CCL24","ENSG00000106178","C-C motif chemokine ligand 24 ","protein_coding",25,18.4418505091011,7.99872020476724e-05,0.0111100360165878,"white","STRING",2324,0.183,0.5761,0.5761
"464","CCL25","ENSG00000131142","C-C motif chemokine ligand 25 ","protein_coding",28,79.6135276842833,8.11754200827989e-05,0.0122877419609548,"white","STRING",1878,0.566,0.572642857142857,0.572642857142857
"465","CCL26","ENSG00000006606","C-C motif chemokine ligand 26 ","protein_coding",42,1276.18182173807,8.25491167244511e-05,0.0163586916246669,"white","STRING",2917,0.355,0.587613333333333,0.587613333333333
"466","CCL27","ENSG00000213927","C-C motif chemokine ligand 27 ","protein_coding",35,4187.67487698634,8.24198466990851e-05,0.0137242113932461,"yellowgreen","subnet",2235,0.418,0.9507375,0.9507375
"467","CCL28","ENSG00000151882","C-C motif chemokine ligand 28 ","protein_coding",41,3062.22863421552,8.54700854700855e-05,0.0183878029091913,"white","STRING",2163,0.182,0.89287619047619,0.89287619047619
"468","CCL3","ENSG00000277632","C-C motif chemokine ligand 3 ","protein_coding",27,100.798939483569,7.97130330809087e-05,0.0108067566511946,"white","STRING",24193,0.665,0.481871428571429,0.665
"469","CCL3L3","ENSG00000276085","C-C motif chemokine ligand 3 like 3 ","protein_coding",22,84.6684672561767,7.99808046068943e-05,0.00993168258046557,"yellowgreen","subnet",346,0.62,0.284666666666667,0.62
"470","CCL4","ENSG00000275302","C-C motif chemokine ligand 4 ","protein_coding",32,886.758383695178,8.40194925222652e-05,0.0136994784320026,"white","STRING",19505,0.674,0.633366666666667,0.674
"471","CCL4L2","ENSG00000276070","C-C motif chemokine ligand 4 like 2 ","protein_coding",25,599.751928526425,7.98977309044423e-05,0.010237664461957,"yellowgreen","subnet",915,0.674,0.939695238095238,0.939695238095238
"472","CCL5","ENSG00000271503","C-C motif chemokine ligand 5 ","protein_coding",70,9252.41119933683,9.26354793886058e-05,0.0331733154993893,"white","STRING",34637,0.432,0.807709090909091,0.807709090909091
"473","CCL7","ENSG00000108688","C-C motif chemokine ligand 7 ","protein_coding",30,474.855942989547,8.24266402901418e-05,0.0131537504683404,"yellowgreen","subnet",6533,0.09,0.262604761904762,0.262604761904762
"474","CCL8","ENSG00000108700","C-C motif chemokine ligand 8 ","protein_coding",34,95.2335631058398,8.12809883768187e-05,0.014191191873768,"white","STRING",4534,0.235,0.910447619047619,0.910447619047619
"475","CCM2","ENSG00000136280","CCM2 scaffold protein ","protein_coding",8,1515.97270279979,8.44095551616443e-05,0.00783531496593929,"white","STRING",674,0.193,0.857447619047619,0.857447619047619
"476","CCN1","ENSG00000142871","cellular communication network factor 1 ","protein_coding",7,1151.03376793132,8.54554776961203e-05,0.00715816401748572,"white","STRING",4376,0.823,0.480090476190476,0.823
"477","CCN2","ENSG00000118523","cellular communication network factor 2 ","protein_coding",19,1018.67394948703,9.5383441434567e-05,0.0374426385133055,"white","STRING",14778,0,0.705266666666667,0.705266666666667
"478","CCNA1","ENSG00000133101","cyclin A1 ","protein_coding",53,2673.78900775436,9.70214417386242e-05,0.171479914166738,"white","STRING",2064,0.066,0.483257142857143,0.483257142857143
"479","CCNA2","ENSG00000145386","cyclin A2 ","protein_coding",74,11000.0881871186,0.000100341159943809,0.22522623454302,"white","STRING",16088,0.886,0.607061904761905,0.886
"480","CCNB1","ENSG00000134057","cyclin B1 ","protein_coding",71,23766.9410353677,0.000101317122593718,0.197279797080858,"white","STRING",17278,0.511,0.820171428571429,0.820171428571429
"481","CCNB2","ENSG00000157456","cyclin B2 ","protein_coding",36,4195.16984578516,9.09338910611985e-05,0.0633587038867894,"tomato","subnet",2811,0.073,0.680390476190476,0.680390476190476
"482","CCNC","ENSG00000112237","cyclin C ","protein_coding",26,647.841586144903,9.02282775421817e-05,0.0742394503565489,"white","STRING",1033,0.728,0.717495238095238,0.728
"483","CCND1","ENSG00000110092","cyclin D1 ","protein_coding",61,9912.23373009617,0.000102954802841553,0.234254319633372,"white","STRING",69289,0.616,0.96787619047619,0.96787619047619
"484","CCND2","ENSG00000118971","cyclin D2 ","protein_coding",21,402.153461756626,9.12741876597298e-05,0.0573937340320959,"white","STRING",8000,0.886,0.834780952380952,0.886
"485","CCND3","ENSG00000112576","cyclin D3 ","protein_coding",23,1072.67405959661,9.09256228405165e-05,0.0611840979842256,"white","STRING",5497,0.196,0.794564705882353,0.794564705882353
"486","CCNE1","ENSG00000105173","cyclin E1 ","protein_coding",45,2797.59236377105,9.60614793467819e-05,0.150729335841482,"white","STRING",8823,0.526,0.687642857142857,0.687642857142857
"487","CCNE2","ENSG00000175305","cyclin E2 ","protein_coding",32,606.063752116877,9.26268988514265e-05,0.123021910038747,"white","STRING",2768,0.42,0.706419047619048,0.706419047619048
"488","CCNF","ENSG00000162063","cyclin F ","protein_coding",16,795.221386646364,8.90471950133571e-05,0.0340968298894745,"tomato","subnet",885,0.059,0.831585714285714,0.831585714285714
"489","CCNL2","ENSG00000221978","cyclin L2 ","protein_coding",23,497.790314869771,9.03016073686112e-05,0.0590801677469908,"white","STRING",19038,0.344,0.762814285714286,0.762814285714286
"490","CCNO","ENSG00000152669","cyclin O ","protein_coding",13,58.1435561149856,8.37520938023451e-05,0.0337566327565933,"tomato","subnet",422,0.838,0.870623809523809,0.870623809523809
"491","CCNP","ENSG00000105219","cyclin P ","protein_coding",4,0,7.7857365306758e-05,0.0109764993833746,"tomato","subnet",60,0.063,0.393061904761905,0.393061904761905
"492","CCP110","ENSG00000103540","centriolar coiled-coil protein 110 ","protein_coding",12,741.813296210675,8.40265523905554e-05,0.0126254969415604,"white","STRING",716,0.511,0.536952380952381,0.536952380952381
"493","CCR1","ENSG00000163823","C-C motif chemokine receptor 1 ","protein_coding",67,3243.50943877504,8.94134477825465e-05,0.0297475888960821,"white","STRING",6927,0.752,0.798323076923077,0.798323076923077
"494","CCR10","ENSG00000184451","C-C motif chemokine receptor 10 ","protein_coding",54,943.898661759922,8.69489609599165e-05,0.0236833821203698,"white","STRING",1980,0.385,0.895080952380952,0.895080952380952
"495","CCR2","ENSG00000121807","C-C motif chemokine receptor 2 ","protein_coding",70,5119.92995560873,9.19709371838499e-05,0.0349832285670664,"white","STRING",15154,0.963,0.533233333333333,0.963
"496","CCR3","ENSG00000183625","C-C motif chemokine receptor 3 ","protein_coding",68,8102.97014924854,9.21574048474795e-05,0.0353200777134833,"white","STRING",5000,0.984,0.325954545454545,0.984
"497","CCR4","ENSG00000183813","C-C motif chemokine receptor 4 ","protein_coding",46,890.591829092577,8.61771802826612e-05,0.0192652713832551,"white","STRING",10040,0.839,0.827709523809524,0.839
"498","CCR5","ENSG00000160791","C-C motif chemokine receptor 5 ","protein_coding",81,16468.2672416538,9.534706331045e-05,0.0443830597966838,"white","STRING",27588,0.892,0.259747619047619,0.892
"499","CCR6","ENSG00000112486","C-C motif chemokine receptor 6 ","protein_coding",61,3244.21165058379,8.81134901753459e-05,0.025692511034064,"white","STRING",8188,0.886,0.947786666666667,0.947786666666667
"500","CCR7","ENSG00000126353","C-C motif chemokine receptor 7 ","protein_coding",64,1513.33060894108,8.80902043692741e-05,0.0274907144066979,"white","STRING",19342,0.639,0.486814285714286,0.639
"501","CCR8","ENSG00000179934","C-C motif chemokine receptor 8 ","protein_coding",57,4045.16235102853,8.76424189307625e-05,0.0243103863821791,"yellowgreen","subnet",2204,0.884,0.394957142857143,0.884
"502","CCR9","ENSG00000173585","C-C motif chemokine receptor 9 ","protein_coding",53,1013.72499839089,8.64677907479464e-05,0.0220467168151513,"white","STRING",2757,0.991,0.530752380952381,0.991
"503","CCRL2","ENSG00000121797","C-C motif chemokine receptor like 2 ","protein_coding",37,2743.96853778955,8.19000819000819e-05,0.0122307880766177,"white","STRING",689,0.846,0.834909523809524,0.846
"504","CCS","ENSG00000173992","copper chaperone for superoxide dismutase ","protein_coding",4,230.498221178171,8.04117079446768e-05,0.00403819991676463,"white","STRING",1473,0.253,0.774890909090909,0.774890909090909
"505","CCT8","ENSG00000156261","chaperonin containing TCP1 subunit 8 ","protein_coding",50,19758.8956770234,9.98103603154007e-05,0.0858481447122909,"white","STRING",913,0.96,0.886647058823529,0.96
"506","CD163","ENSG00000177575","CD163 molecule ","protein_coding",10,795.199080022179,8.26377985290472e-05,0.00562642114892601,"tomato","subnet",18385,0.73,0.378383333333333,0.73
"507","CD177","ENSG00000204936","CD177 molecule ","protein_coding",5,127.594495840284,7.62718328121425e-05,0.00137292494494509,"tomato","subnet",3675,0.179,0.337690476190476,0.337690476190476
"508","CD19","ENSG00000177455","CD19 molecule ","protein_coding",27,1571.47929551766,9.10332271279017e-05,0.0353213537425084,"white","STRING",59242,0.629,0.745780952380952,0.745780952380952
"509","CD1A","ENSG00000158477","CD1a molecule ","protein_coding",5,37.0588558200838,7.71247879068333e-05,0.0027538362347922,"white","STRING",9366,0.99,0.637027272727273,0.99
"510","CD1B","ENSG00000158485","CD1b molecule ","protein_coding",7,124.442189807474,8.12942037232745e-05,0.00423304384862275,"white","STRING",1982,0.999,0.929338095238095,0.999
"511","CD1C","ENSG00000158481","CD1c molecule ","protein_coding",6,89.787797837589,8.10635538261997e-05,0.00391748302510148,"white","STRING",7219,0.999,0.915233333333333,0.999
"512","CD2","ENSG00000116824","CD2 molecule ","protein_coding",24,1339.1539888353,8.94934669769107e-05,0.0206534049258633,"white","STRING",15423,0.633,0.895723076923077,0.895723076923077
"513","CD200","ENSG00000091972","CD200 molecule ","protein_coding",7,132.540350016434,8.06907124989914e-05,0.00418191938253941,"white","STRING",4665,0.651,0.0963480952380952,0.651
"514","CD207","ENSG00000116031","CD207 molecule ","protein_coding",4,10162.7245764119,7.10580544304697e-05,0.00034352946546064,"tomato","subnet",2770,0.831,0.856819047619048,0.856819047619048
"515","CD209","ENSG00000090659","CD209 molecule ","protein_coding",22,11348.0776048502,9.15834783405074e-05,0.0133668006662631,"white","STRING",7570,0.513,0.90107619047619,0.90107619047619
"516","CD22","ENSG00000012124","CD22 molecule ","protein_coding",19,350.933037824559,8.77116042452416e-05,0.0234252284474113,"white","STRING",8364,0.358,0.4644,0.4644
"517","CD226","ENSG00000150637","CD226 molecule ","protein_coding",12,2283.74335404983,8.28981182127166e-05,0.00657640491677364,"white","STRING",3813,0.211,0.900038095238095,0.900038095238095
"518","CD247","ENSG00000198821","CD247 molecule ","protein_coding",45,4928.15838817014,9.06947215672048e-05,0.0516338265747255,"white","STRING",7325,0.001,0.9017,0.9017
"519","CD248","ENSG00000174807","CD248 molecule ","protein_coding",5,638.731301011255,8.44238075137189e-05,0.00526582011516501,"tomato","subnet",1762,0.187,0.540942857142857,0.540942857142857
"520","CD27","ENSG00000139193","CD27 molecule ","protein_coding",20,895.7414449648,8.50918992511913e-05,0.0127828206872319,"white","STRING",18125,0.84,0.631290476190476,0.84
"521","CD274","ENSG00000120217","CD274 molecule ","protein_coding",32,3092.0269854506,9.09918107370337e-05,0.0268084142486062,"white","STRING",96562,0.682,0.290857142857143,0.682
"522","CD276","ENSG00000103855","CD276 molecule ","protein_coding",10,19.0842945519179,7.6103500761035e-05,0.00476733154240198,"white","STRING",4978,0.391,0.524347619047619,0.524347619047619
"523","CD28","ENSG00000178562","CD28 molecule ","protein_coding",35,3083.21121519252,8.98795613877404e-05,0.0402545702755731,"white","STRING",41182,0.32,0.618871428571429,0.618871428571429
"524","CD300LD","ENSG00000204345","CD300 molecule like family member d ","protein_coding",2,56.2712543850171,6.96718456071901e-05,0.000528605126719454,"white","STRING",85,0.575,0.712852380952381,0.712852380952381
"525","CD33","ENSG00000105383","CD33 molecule ","protein_coding",13,469.158019651294,8.80359186548112e-05,0.0162455615791599,"white","STRING",15197,0.139,0.70907619047619,0.70907619047619
"526","CD36","ENSG00000135218","CD36 molecule (CD36 blood group) ","protein_coding",38,6892.31867433346,9.71911750413062e-05,0.0469316331068983,"white","STRING",3749,1,0.337966666666667,1
"527","CD37","ENSG00000104894","CD37 molecule ","protein_coding",14,465.209654917768,9.06782734856728e-05,0.026520576418188,"white","STRING",1252,0.923,0.582123809523809,0.923
"528","CD38","ENSG00000004468","CD38 molecule ","protein_coding",8,127.806844461597,8.03212851405623e-05,0.00461153609173383,"white","STRING",28378,0.609,0.848014285714286,0.848014285714286
"529","CD4","ENSG00000010610","CD4 molecule ","protein_coding",45,13735.0467424171,9.68335431393435e-05,0.042960357266832,"white","STRING",318491,0.437,0.896638095238095,0.896638095238095
"530","CD40","ENSG00000101017","CD40 molecule ","protein_coding",63,17209.441018006,9.8570724494825e-05,0.0874520563738378,"white","STRING",28692,0.338,0.220928571428571,0.338
"531","CD40LG","ENSG00000102245","CD40 ligand ","protein_coding",35,4680.05838474215,9.31272117712796e-05,0.0397271169354523,"white","STRING",22712,0.334,0.949133333333333,0.949133333333333
"532","CD44","ENSG00000026508","CD44 molecule (IN blood group) ","protein_coding",116,72944.0585476255,0.000110803324099723,0.167087974398292,"white","STRING",54608,0.086,0.985176190476191,0.985176190476191
"533","CD46","ENSG00000117335","CD46 molecule ","protein_coding",13,975.872855327376,8.93415527561869e-05,0.0124290995708595,"white","STRING",9723,0.579,0.295190476190476,0.579
"534","CD47","ENSG00000196776","CD47 molecule ","protein_coding",39,37466.5637188376,9.87264290650607e-05,0.0497685348142751,"white","STRING",9904,0.909,0.348333333333333,0.909
"535","CD48","ENSG00000117091","CD48 molecule ","protein_coding",9,224.910973729216,8.07558749899055e-05,0.00479917054628947,"white","STRING",3128,0.219,0.854328571428571,0.854328571428571
"536","CD5","ENSG00000110448","CD5 molecule ","protein_coding",14,506.419099817618,8.87705281846427e-05,0.020813024789945,"white","STRING",17573,0.166,0.923690476190476,0.923690476190476
"537","CD55","ENSG00000196352","CD55 molecule (Cromer blood group) ","protein_coding",13,1768.60821915099,8.64902266043937e-05,0.00945562402883886,"white","STRING",6863,0.324,0.439019047619048,0.439019047619048
"538","CD6","ENSG00000013725","CD6 molecule ","protein_coding",13,369.959812544937,8.37661249790585e-05,0.00804242906103071,"maroon1","subnet",1805,0.896,0.396690476190476,0.896
"539","CD63","ENSG00000135404","CD63 molecule ","protein_coding",33,7805.07402670054,9.72951936174353e-05,0.0521570741158762,"white","STRING",15701,0.883,0.772795238095238,0.883
"540","CD68","ENSG00000129226","CD68 molecule ","protein_coding",7,1130.11244311836,8.06711842529848e-05,0.0034162838064841,"tomato","subnet",34874,0.197,0.595,0.595
"541","CD69","ENSG00000110848","CD69 molecule ","protein_coding",9,202.051605711204,8.25423029302518e-05,0.00688496567549274,"white","STRING",17544,0.717,0.745266666666667,0.745266666666667
"542","CD70","ENSG00000125726","CD70 molecule ","protein_coding",12,157.674242954435,8.05477245267821e-05,0.00692447987757204,"maroon1","subnet",4062,0.805,0.495609523809524,0.805
"543","CD74","ENSG00000019582","CD74 molecule ","protein_coding",61,17276.0241017102,0.000100160256410256,0.142281099659202,"white","STRING",5219,0.605,0.934909523809524,0.934909523809524
"544","CD79A","ENSG00000105369","CD79a molecule ","protein_coding",29,1010.37839153122,9.14745700695207e-05,0.034483782334212,"white","STRING",71758,0.223,0.675252380952381,0.675252380952381
"545","CD79B","ENSG00000007312","CD79b molecule ","protein_coding",30,1381.87177957146,9.33271115258983e-05,0.0421476301587529,"white","STRING",3939,0.401,0.814252380952381,0.814252380952381
"546","CD80","ENSG00000121594","CD80 molecule ","protein_coding",42,4204.49188686931,9.39319932368965e-05,0.0600591772168841,"white","STRING",28949,0.318,0.747090476190476,0.747090476190476
"547","CD81","ENSG00000110651","CD81 molecule ","protein_coding",48,12163.9581020035,0.000100745516824501,0.064587479413502,"white","STRING",11436,0.929,0.953970588235294,0.953970588235294
"548","CD82","ENSG00000085117","CD82 molecule ","protein_coding",11,325.978746107183,9.01469395114036e-05,0.0176597729295495,"white","STRING",4089,0.566,0.886566666666667,0.886566666666667
"549","CD86","ENSG00000114013","CD86 molecule ","protein_coding",37,2425.44020960695,9.25925925925926e-05,0.0574364312780141,"white","STRING",30738,0.479,0.579795238095238,0.579795238095238
"550","CD9","ENSG00000010278","CD9 molecule ","protein_coding",50,12253.1581678635,0.000102239034863511,0.077229916670209,"white","STRING",12989,0.994,0.758257142857143,0.994
"551","CD99","ENSG00000002586","CD99 molecule (Xg blood group) ","protein_coding",5,635.579150657558,7.60745530620008e-05,0.0011254334831682,"white","STRING",6915,0.426,0.364414285714286,0.426
"552","CDC14A","ENSG00000079335","cell division cycle 14A ","protein_coding",5,75.3973745385987,8.56751199451679e-05,0.0171398735944257,"white","STRING",816,0.617,0.642071428571429,0.642071428571429
"553","CDC20","ENSG00000117399","cell division cycle 20 ","protein_coding",55,7779.3401858935,9.79431929480901e-05,0.186297875164243,"white","STRING",6008,0.217,0.659419047619048,0.659419047619048
"554","CDC20B","ENSG00000164287","cell division cycle 20B ","protein_coding",10,9.07952052836459,8.19269211863018e-05,0.0281447837417586,"white","STRING",137,0.065,0.62692380952381,0.62692380952381
"555","CDC25B","ENSG00000101224","cell division cycle 25B ","protein_coding",14,375.21918104787,8.83314194859111e-05,0.0324813679335429,"white","STRING",2036,0.166,0.752028571428571,0.752028571428571
"556","CDC27","ENSG00000004897","cell division cycle 27 ","protein_coding",46,6545.60440354362,9.82125319190729e-05,0.182812421197021,"white","STRING",1726,0.874,0.738511764705882,0.874
"557","CDC42","ENSG00000070831","cell division cycle 42 ","protein_coding",113,47328.9696427069,0.000109661147055598,0.224640690908021,"white","STRING",17840,0.724,0.819185714285714,0.819185714285714
"558","CDC45","ENSG00000093009","cell division cycle 45 ","protein_coding",23,878.234318371152,8.60659264996988e-05,0.0494156038929109,"white","STRING",2633,0.926,0.545528571428571,0.926
"559","CDC6","ENSG00000094804","cell division cycle 6 ","protein_coding",29,1054.06746205671,9.15667063455728e-05,0.118451671748149,"white","STRING",4187,0.922,0.745485714285714,0.922
"560","CDCA5","ENSG00000146670","cell division cycle associated 5 ","protein_coding",6,15.7262351763571,8.16659861167824e-05,0.0119865403129018,"white","STRING",799,0.376,0.263190476190476,0.376
"561","CDCA8","ENSG00000134690","cell division cycle associated 8 ","protein_coding",43,14745.0423977853,9.05469032959073e-05,0.0672506033273077,"white","STRING",1483,0.603,0.6576,0.6576
"562","CDCP1","ENSG00000163814","CUB domain containing protein 1 ","protein_coding",8,110.323269213376,9.06207521522429e-05,0.0210452112205458,"maroon1","subnet",931,0.901,0.970209523809524,0.970209523809524
"563","CDH1","ENSG00000039068","cadherin 1 ","protein_coding",106,46835.1719843679,0.000107700592353258,0.273381391597983,"white","STRING",81168,0.249,0.57122,0.57122
"564","CDH13","ENSG00000140945","cadherin 13 ","protein_coding",9,662.466278502362,8.81600987393106e-05,0.0188992634932461,"white","STRING",2695,0.243,0.660354545454545,0.660354545454545
"565","CDH17","ENSG00000079112","cadherin 17 ","protein_coding",29,2264.59767775535,9.72006220839813e-05,0.0522948920226765,"white","STRING",872,0.658,0.506385714285714,0.658
"566","CDH2","ENSG00000170558","cadherin 2 ","protein_coding",45,9264.62071247145,9.93739441518434e-05,0.0723844055905397,"white","STRING",29365,0.215,0.921442857142857,0.921442857142857
"567","CDH5","ENSG00000179776","cadherin 5 ","protein_coding",33,4225.43115436563,9.80296049406921e-05,0.057747175037045,"white","STRING",12658,0.595,0.828680952380952,0.828680952380952
"568","CDK1","ENSG00000170312","cyclin dependent kinase 1 ","protein_coding",108,40202.3027227889,0.000107747010020472,0.319075454945389,"white","STRING",27501,0.471,0.707542857142857,0.707542857142857
"569","CDK2","ENSG00000123374","cyclin dependent kinase 2 ","protein_coding",99,20118.9607533438,0.000104297037964122,0.287058524298961,"white","STRING",25520,0.098,0.889204761904762,0.889204761904762
"570","CDK3","ENSG00000250506","cyclin dependent kinase 3 ","protein_coding",23,160.794739669047,8.5755938598748e-05,0.0477851769803706,"tomato","subnet",677,0.118,0.98387619047619,0.98387619047619
"571","CDK4","ENSG00000135446","cyclin dependent kinase 4 ","protein_coding",56,5973.08285955667,9.88533017002768e-05,0.17314268628948,"white","STRING",27063,0.904,0.755704761904762,0.904
"572","CDK5","ENSG00000164885","cyclin dependent kinase 5 ","protein_coding",34,3360.15568620479,9.56754688097972e-05,0.0766564764361902,"white","STRING",7664,0.522,0.81077619047619,0.81077619047619
"573","CDK5RAP2","ENSG00000136861","CDK5 regulatory subunit associated protein 2 ","protein_coding",11,1177.12766065563,8.24130542277897e-05,0.00564142176360494,"white","STRING",1334,0.87,0.747171428571429,0.87
"574","CDK6","ENSG00000105810","cyclin dependent kinase 6 ","protein_coding",35,1041.6482417183,9.3764650726676e-05,0.0917135035295663,"white","STRING",16124,0.339,0.918228571428571,0.918228571428571
"575","CDK9","ENSG00000136807","cyclin dependent kinase 9 ","protein_coding",52,10629.329454616,0.000101967982053635,0.149845003503409,"white","STRING",5772,0.857,0.525318181818182,0.857
"576","CDKN1A","ENSG00000124762","cyclin dependent kinase inhibitor 1A ","protein_coding",72,6881.67399128311,0.00010354110581901,0.282794363955836,"white","STRING",36072,0.825,0.368404761904762,0.825
"577","CDKN1B","ENSG00000111276","cyclin dependent kinase inhibitor 1B ","protein_coding",50,5224.47905318079,9.98601957259836e-05,0.159450841263446,"white","STRING",16343,0.863,0.479271428571429,0.863
"578","CDKN1C","ENSG00000129757","cyclin dependent kinase inhibitor 1C ","protein_coding",20,3980.3704688877,8.70549316618787e-05,0.0421802889279043,"tomato","subnet",5604,0.504,0.447585714285714,0.504
"579","CDKN2A","ENSG00000147889","cyclin dependent kinase inhibitor 2A ","protein_coding",49,7569.44055573998,0.000100200400801603,0.160373661639002,"white","STRING",61462,0.548,0.390390476190476,0.548
"580","CDKN3","ENSG00000100526","cyclin dependent kinase inhibitor 3 ","protein_coding",6,6.29052903022205,8.35073068893528e-05,0.0185232793797762,"tomato","subnet",4229,0.277,0.527185714285714,0.527185714285714
"581","CDR2","ENSG00000140743","cerebellar degeneration related protein 2 ","protein_coding",5,326.227244921495,8.5157114876948e-05,0.00811372325791383,"white","STRING",428,0.384,0.582371428571429,0.582371428571429
"582","CDT1","ENSG00000167513","chromatin licensing and DNA replication factor 1 ","protein_coding",23,587.618423189931,8.64229539365656e-05,0.0540412761034602,"white","STRING",2541,0.891,0.656266666666667,0.891
"583","CDX2","ENSG00000165556","caudal type homeobox 2 ","protein_coding",3,9.00142755089303,7.83637645952512e-05,0.00897704274421368,"white","STRING",9196,0.23,0.474628571428571,0.474628571428571
"584","CEBPA","ENSG00000245848","CCAAT enhancer binding protein alpha ","protein_coding",33,1951.77432959981,9.46342386675499e-05,0.124539572931317,"white","STRING",18068,0.765,0.679063636363636,0.765
"585","CEBPB","ENSG00000172216","CCAAT enhancer binding protein beta ","protein_coding",39,7538.6556322351,9.62093515489706e-05,0.148974716401678,"white","STRING",12218,0.478,0.918880952380952,0.918880952380952
