"","external_gene_name","ensembl_gene_id","description","gene_biotype","cluster","betweenness","degree_centrality","eigen_centrality","closeness","prize","type","counts","druggability","CP_score","highest_score"
"295","APOBEC2","ENSG00000124701","apolipoprotein B mRNA editing enzyme catalytic subunit 2 ","protein_coding","1",0,1,2.38804130339249e-09,9.61698436374512e-07,50,"Terminal",409,0.186,0.923490476190476,0.923490476190476
"296","APOBEC3B","ENSG00000179750","apolipoprotein B mRNA editing enzyme catalytic subunit 3B ","protein_coding","1",0,2,6.68976133092669e-08,1.71339083472975e-06,50,"Terminal",1738,0.593,0.978695238095238,0.978695238095238
"297","APOBEC3D","ENSG00000243811","apolipoprotein B mRNA editing enzyme catalytic subunit 3D ","protein_coding","1",189,3,7.16578491481621e-08,1.73212961872363e-06,50,"Terminal",607,0.363,0.329052380952381,0.363
"298","APOBEC3F","ENSG00000128394","apolipoprotein B mRNA editing enzyme catalytic subunit 3F ","protein_coding","1",0,2,5.94304344932734e-08,1.73193162333951e-06,50,"Terminal",1194,0.519,0.696804761904762,0.696804761904762
"299","APOBEC3G","ENSG00000239713","apolipoprotein B mRNA editing enzyme catalytic subunit 3G ","protein_coding","1",3083,3,1.9611096332816e-05,2.00937978483561e-06,50,"Terminal",3768,0.899,0.543790476190476,0.899
"300","APOBEC3H","ENSG00000100298","apolipoprotein B mRNA editing enzyme catalytic subunit 3H ","protein_coding","1",0,1,2.19940771309307e-07,1.21395612519772e-06,50,"Terminal",735,0.629,0.774341666666667,0.774341666666667
"301","APOC2","ENSG00000234906","apolipoprotein C2 ","protein_coding","1",109668,10,9.06921599774918e-08,2.41492811966452e-06,50,"Terminal",3144,0.589,0.190290476190476,0.589
"302","APOD","ENSG00000189058","apolipoprotein D ","protein_coding","1",7274,3,7.52824053800877e-08,1.36315368330941e-06,50,"Terminal",2344,0.906,0.786109523809524,0.906
"303","APOF","ENSG00000175336","apolipoprotein F ","protein_coding","1",272008,16,4.47266481864374e-07,2.38887548464311e-06,50,"Terminal",406,0.918,0.573157142857143,0.918
"304","APOO","ENSG00000184831","apolipoprotein O ","protein_coding","1",28679,17,1.40790301993846e-07,2.29144945635362e-06,50,"Terminal",230,0.478,0.733190476190476,0.733190476190476
"305","APP","ENSG00000142192","amyloid beta precursor protein ","protein_coding","1",50670,8,6.00702479317599e-06,2.34121855743477e-06,50,"Steiner",96969,0.33,0.870638095238095,0.870638095238095
"306","AQP1","ENSG00000240583","aquaporin 1 (Colton blood group) ","protein_coding","1",95459,12,5.42060247932001e-07,2.60565270297383e-06,50,"Terminal",5631,0.986,0.318690909090909,0.986
"307","AQP3","ENSG00000165272","aquaporin 3 (Gill blood group) ","protein_coding","1",6314,4,2.67010133439568e-07,1.91347276171524e-06,50,"Terminal",2850,0.985,0.736557142857143,0.985
"308","AQP5","ENSG00000161798","aquaporin 5 ","protein_coding","1",1,4,1.45122943292693e-05,1.84656861387327e-06,50,"Terminal",2647,0.923,0.0841166666666667,0.923
"309","AQP7","ENSG00000165269","aquaporin 7 ","protein_coding","1",6317,5,2.96814351823523e-07,1.82529382667375e-06,50,"Terminal",922,0.995,0.376914285714286,0.995
"310","AQP8","ENSG00000103375","aquaporin 8 ","protein_coding","1",0,4,1.01325800275631e-06,1.98525353672918e-06,50,"Terminal",964,0.648,0.759476190476191,0.759476190476191
"311","AR","ENSG00000169083","androgen receptor ","protein_coding","1",144216,16,0.000444589657277856,2.54112815925758e-06,50,"Terminal",42264,0.69,0.395885714285714,0.69
"312","ARAF","ENSG00000078061","A-Raf proto-oncogene, serine/threonine kinase ","protein_coding","1",6320,3,6.3956382963657e-08,1.42702819950425e-06,50,"Steiner",2202,0.199,0.602164285714286,0.602164285714286
"313","ARAP3","ENSG00000120318","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 ","protein_coding","1",0,1,2.96795136208112e-08,1.23211735671399e-06,50,"Terminal",331,0.645,0.232538095238095,0.645
"314","ARF1","ENSG00000143761","ADP ribosylation factor 1 ","protein_coding","1",104040,14,3.74937015891544e-06,2.61091833830713e-06,50,"Terminal",4426,0.265,0.728247619047619,0.728247619047619
"315","ARF4","ENSG00000168374","ADP ribosylation factor 4 ","protein_coding","1",0,4,9.62719650133465e-08,2.48790876340983e-06,50,"Terminal",1277,0.412,0.860753846153846,0.860753846153846
"316","ARF6","ENSG00000165527","ADP ribosylation factor 6 ","protein_coding","1",31362,7,4.60094808516917e-05,2.64756886988523e-06,50,"Terminal",4146,0.326,0.696509090909091,0.696509090909091
"317","ARFGEF1","ENSG00000066777","ADP ribosylation factor guanine nucleotide exchange factor 1 ","protein_coding","1",6317,3,1.83892436547173e-06,1.73966594934441e-06,50,"Terminal",389,0.838,0.212790476190476,0.838
"318","ARFGEF3","ENSG00000112379","ARFGEF family member 3 ","protein_coding","1",0,1,8.43650627644976e-07,1.42914308580575e-06,50,"Terminal",190,0.852,0.593628571428571,0.852
"319","ARG1","ENSG00000118520","arginase 1 ","protein_coding","1",12632,2,8.16381648411348e-07,1.47898364244091e-06,50,"Terminal",11083,0.447,0.973757142857143,0.973757142857143
"320","ARGLU1","ENSG00000134884","arginine and glutamate rich 1 ","protein_coding","1",270,2,4.78252724418834e-07,1.39640815893359e-06,50,"Terminal",185,0.355,0.613019047619048,0.613019047619048
"321","ARHGAP10","ENSG00000071205","Rho GTPase activating protein 10 ","protein_coding","1",0,2,2.29203326720034e-08,9.74836544282437e-07,50,"Terminal",315,0.492,0.344619047619048,0.492
"322","ARHGAP11A","ENSG00000198826","Rho GTPase activating protein 11A ","protein_coding","1",0,2,2.90105412045174e-07,1.68601935887428e-06,50,"Terminal",309,0.799,0.619904761904762,0.799
"323","ARHGAP20","ENSG00000137727","Rho GTPase activating protein 20 ","protein_coding","1",0,1,3.05568157709397e-09,1.21337135230237e-06,50,"Terminal",144,0.707,0.264433333333333,0.707
"324","ARHGAP24","ENSG00000138639","Rho GTPase activating protein 24 ","protein_coding","1",0,1,3.06039627791744e-08,1.33147991329403e-06,50,"Terminal",508,0.22,0.323866666666667,0.323866666666667
"325","ARHGAP26","ENSG00000145819","Rho GTPase activating protein 26 ","protein_coding","1",25261,5,1.68105471505164e-07,1.32579222714533e-06,50,"Terminal",797,0.444,0.287733333333333,0.444
"326","ARHGAP33","ENSG00000004777","Rho GTPase activating protein 33 ","protein_coding","1",6307,2,3.67652717197481e-08,1.51665208152915e-06,50,"Terminal",106,0.666,0.223119047619048,0.666
"327","ARHGAP35","ENSG00000160007","Rho GTPase activating protein 35 ","protein_coding","1",25671,5,6.94826138681045e-08,2.28478470473727e-06,50,"Terminal",1058,0.846,0.378085714285714,0.846
"328","ARHGAP36","ENSG00000147256","Rho GTPase activating protein 36 ","protein_coding","1",0,1,3.24311882080261e-08,1.33616064926718e-06,50,"Terminal",110,0.923,0.3998,0.923
"329","ARHGAP39","ENSG00000147799","Rho GTPase activating protein 39 ","protein_coding","1",38306,3,3.30048143387541e-08,2.56767096837143e-06,50,"Terminal",106,0.499,0.532485714285714,0.532485714285714
"330","ARHGAP8","ENSG00000241484","Rho GTPase activating protein 8 ","protein_coding","1",0,2,2.18105569742354e-07,2.12581418683356e-06,50,"Terminal",159,0.959,0.757057142857143,0.959
"331","ARHGDIB","ENSG00000111348","Rho GDP dissociation inhibitor beta ","protein_coding","1",0,2,2.83125428384732e-08,2.57999932920017e-06,50,"Terminal",1028,0.995,0.691836363636364,0.995
"332","ARHGDIG","ENSG00000242173","Rho GDP dissociation inhibitor gamma ","protein_coding","1",0,2,7.7629165352352e-09,2.56432612073873e-06,50,"Terminal",156,0.864,0.543995238095238,0.864
"333","ARHGEF10","ENSG00000104728","Rho guanine nucleotide exchange factor 10 ","protein_coding","1",0,1,3.65003295697313e-07,1.41504761635229e-06,50,"Terminal",360,0.609,0.643185714285714,0.643185714285714
"334","ARHGEF15","ENSG00000198844","Rho guanine nucleotide exchange factor 15 ","protein_coding","1",46576,5,2.72175382788917e-07,1.447299483893e-06,50,"Terminal",153,0.412,0.716228571428571,0.716228571428571
"335","ARHGEF17","ENSG00000110237","Rho guanine nucleotide exchange factor 17 ","protein_coding","1",0,2,4.70557825430689e-06,1.39248614476286e-06,50,"Terminal",230,0.553,0.6657,0.6657
"336","ARHGEF25","ENSG00000240771","Rho guanine nucleotide exchange factor 25 ","protein_coding","1",6317,2,1.43851312168151e-06,1.34002272678545e-06,50,"Terminal",251,0.38,0.936204761904762,0.936204761904762
"337","ARHGEF38","ENSG00000236699","Rho guanine nucleotide exchange factor 38 ","protein_coding","1",0,1,4.76987722149363e-09,6.60440910351751e-07,50,"Terminal",72,0.308,0.609071428571429,0.609071428571429
"338","ARHGEF4","ENSG00000136002","Rho guanine nucleotide exchange factor 4 ","protein_coding","1",0,1,1.57857738669808e-08,1.42959460985648e-06,50,"Terminal",365,0.901,0.555538095238095,0.901
"339","ARHGEF40","ENSG00000165801","Rho guanine nucleotide exchange factor 40 ","protein_coding","1",0,1,5.61207659163003e-07,1.34223143291259e-06,50,"Terminal",165,0.049,0.44582380952381,0.44582380952381
"340","ARHGEF7","ENSG00000102606","Rho guanine nucleotide exchange factor 7 ","protein_coding","1",339128,13,1.65515376216465e-07,2.69347935582748e-06,50,"Terminal",1014,0.619,0.473495238095238,0.619
"341","ARID3A","ENSG00000116017","AT-rich interaction domain 3A ","protein_coding","1",31565,2,2.04220647497577e-05,1.44089312319348e-06,50,"Steiner",698,0.443,0.659604761904762,0.659604761904762
"342","ARID5A","ENSG00000196843","AT-rich interaction domain 5A ","protein_coding","1",12632,2,4.0366972683095e-07,1.47520040597515e-06,50,"Terminal",347,0.791,0.717854545454545,0.791
"343","ARID5B","ENSG00000150347","AT-rich interaction domain 5B ","protein_coding","1",0,2,2.99834403588933e-06,2.0512525973986e-06,50,"Terminal",1018,0.539,0.762319047619048,0.762319047619048
"344","ARIH1","ENSG00000166233","ariadne RBR E3 ubiquitin protein ligase 1 ","protein_coding","1",42721,5,1.88141325288995e-07,2.03995871123568e-06,50,"Steiner",548,0.728,0.390080952380952,0.728
"345","ARL1","ENSG00000120805","ADP ribosylation factor like GTPase 1 ","protein_coding","1",1055,6,4.2569916489128e-07,2.26617596403126e-06,50,"Terminal",709,0.342,0.526142857142857,0.526142857142857
"346","ARL11","ENSG00000152213","ADP ribosylation factor like GTPase 11 ","protein_coding","1",0,1,2.28750835049103e-07,1.01751551202398e-06,50,"Terminal",144,0.203,0.652809090909091,0.652809090909091
"347","ARL2","ENSG00000213465","ADP ribosylation factor like GTPase 2 ","protein_coding","1",0,2,7.96185299409455e-05,1.88046981657897e-06,50,"Terminal",563,0.225,0.696433333333333,0.696433333333333
"348","ARL2BP","ENSG00000102931","ADP ribosylation factor like GTPase 2 binding protein ","protein_coding","1",6317,2,1.00831398092572e-06,1.36272086298387e-06,50,"Terminal",773,0.712,0.106304761904762,0.712
"349","ARL3","ENSG00000138175","ADP ribosylation factor like GTPase 3 ","protein_coding","1",25261,5,6.38726268441326e-06,2.39190960495221e-06,50,"Steiner",624,0.172,0.805580952380952,0.805580952380952
"350","ARL4A","ENSG00000122644","ADP ribosylation factor like GTPase 4A ","protein_coding","1",0,1,1.15082889004585e-09,1.08559362973658e-06,50,"Terminal",193,0.44,0.57877619047619,0.57877619047619
"351","ARL6IP1","ENSG00000170540","ADP ribosylation factor like GTPase 6 interacting protein 1 ","protein_coding","1",20936,7,8.19484303890932e-07,2.43454719856654e-06,50,"Terminal",306,0.545,0.450215384615385,0.545
"352","ARL6IP4","ENSG00000182196","ADP ribosylation factor like GTPase 6 interacting protein 4 ","protein_coding","1",6317,3,4.19998387575368e-06,1.5477935429149e-06,50,"Terminal",240,0.527,0.821023809523809,0.821023809523809
"353","ARMC1","ENSG00000104442","armadillo repeat containing 1 ","protein_coding","1",0,3,2.12400921912915e-05,1.64435820699181e-06,50,"Terminal",111,0.288,0.852257142857143,0.852257142857143
"354","ARMC12","ENSG00000157343","armadillo repeat containing 12 ","protein_coding","1",0,1,3.56068952890559e-06,1.29459390531081e-06,50,"Terminal",53,0.976,0.384166666666667,0.976
"355","ARMT1","ENSG00000146476","acidic residue methyltransferase 1 ","protein_coding","1",0,1,7.55128404771669e-08,1.32129370509253e-06,50,"Terminal",132,0.524,0.684752380952381,0.684752380952381
"356","ARNT2","ENSG00000172379","aryl hydrocarbon receptor nuclear translocator 2 ","protein_coding","1",13067,5,4.92788305702734e-06,1.75491551836695e-06,50,"Terminal",632,0.346,0.977395238095238,0.977395238095238
"357","ARPC1A","ENSG00000241685","actin related protein 2/3 complex subunit 1A ","protein_coding","1",67497,3,5.57758488349639e-08,2.47328848436882e-06,50,"Terminal",295,0.673,0.746319047619048,0.746319047619048
"358","ARPC1B","ENSG00000130429","actin related protein 2/3 complex subunit 1B ","protein_coding","1",6299,4,3.4055301781943e-07,2.59362331771108e-06,50,"Terminal",678,0.113,0.678909523809524,0.678909523809524
"359","ARR3","ENSG00000120500","arrestin 3 ","protein_coding","1",0,1,6.85591188937917e-06,1.25747727424196e-06,50,"Terminal",1246,0.202,0.567572727272727,0.567572727272727
"360","ARRB1","ENSG00000137486","arrestin beta 1 ","protein_coding","1",56789,6,7.51297967754923e-07,2.47126536200331e-06,50,"Steiner",6661,0.866,0.425214285714286,0.866
"361","ARRB2","ENSG00000141480","arrestin beta 2 ","protein_coding","1",6336,2,4.0098324362188e-10,2.23264121455682e-06,1,"Steiner",2133,0.295,0.853480952380952,0.853480952380952
"362","ARRDC2","ENSG00000105643","arrestin domain containing 2 ","protein_coding","1",0,1,8.62052745011927e-08,1.40066811869262e-06,50,"Terminal",102,0.452,0.386547619047619,0.452
"363","ARSD","ENSG00000006756","arylsulfatase D ","protein_coding","1",0,1,1.27261086135692e-07,9.06155788115404e-07,50,"Terminal",274,0.835,0.0776814285714286,0.835
"364","ARSG","ENSG00000141337","arylsulfatase G ","protein_coding","1",0,1,1.27261086136893e-07,9.06155788115404e-07,50,"Terminal",237,0.498,0.792333333333333,0.792333333333333
"365","ARSH","ENSG00000205667","arylsulfatase family member H ","protein_coding","1",0,1,1.27261086137165e-07,9.06155788115404e-07,50,"Terminal",1690,0.493,0.822228571428571,0.822228571428571
"366","ARSL","ENSG00000157399","arylsulfatase L ","protein_coding","1",0,1,1.2726108613569e-07,9.06155788115404e-07,50,"Terminal",186,0.492,0.607981818181818,0.607981818181818
"367","ARTN","ENSG00000117407","artemin ","protein_coding","1",0,7,4.99743271300973e-07,2.53169684449305e-06,50,"Terminal",1179,0.44,0.957219047619048,0.957219047619048
"368","ARX","ENSG00000004848","aristaless related homeobox ","protein_coding","1",0,1,2.41910187166778e-08,9.40428553291735e-07,50,"Terminal",1508,0.353,0.968161904761905,0.968161904761905
"369","ASAH1","ENSG00000104763","N-acylsphingosine amidohydrolase 1 ","protein_coding","1",0,3,3.65703906320205e-09,1.17920773748949e-06,50,"Terminal",1969,0.864,0.708164285714286,0.864
"370","ASB1","ENSG00000065802","ankyrin repeat and SOCS box containing 1 ","protein_coding","1",76976,2,2.96276216381995e-07,2.40371325623824e-06,6,"Steiner",242,0.693,0.781945454545454,0.781945454545454
"371","ASB12","ENSG00000198881","ankyrin repeat and SOCS box containing 12 ","protein_coding","1",0,2,1.61330683429928e-06,1.86492010682262e-06,50,"Terminal",49,0.705,0.8989,0.8989
"372","ASB14","ENSG00000239388","ankyrin repeat and SOCS box containing 14 ","protein_coding","1",0,2,1.27248015978026e-06,2.08599732575143e-06,50,"Terminal",49,0.574,0.819004761904762,0.819004761904762
"373","ASCL1","ENSG00000139352","achaete-scute family bHLH transcription factor 1 ","protein_coding","1",0,1,5.93941597815935e-07,1.3550851603269e-06,50,"Terminal",4195,0.654,0.258271428571429,0.654
"374","ASCL2","ENSG00000183734","achaete-scute family bHLH transcription factor 2 ","protein_coding","1",0,1,1.39598161628644e-06,1.42288598272332e-06,50,"Terminal",1132,0.569,0.822304761904762,0.822304761904762
"375","ASF1A","ENSG00000111875","anti-silencing function 1A histone chaperone ","protein_coding","1",6317,3,6.78390385346408e-06,1.78494293537436e-06,50,"Terminal",538,0.575,0.542438095238095,0.575
"376","ASF1B","ENSG00000105011","anti-silencing function 1B histone chaperone ","protein_coding","1",0,1,6.89789886466588e-06,1.44195067086755e-06,50,"Terminal",588,0.511,0.332166666666667,0.511
"377","ASH2L","ENSG00000129691","ASH2 like, histone lysine methyltransferase complex subunit ","protein_coding","1",458385,15,3.48504349753555e-05,2.59971871043553e-06,50,"Terminal",1089,0.705,0.322154545454545,0.705
"378","ASIC2","ENSG00000108684","acid sensing ion channel subunit 2 ","protein_coding","1",0,1,4.04538284589339e-08,1.37194912812633e-06,50,"Terminal",700,0.951,0.204514285714286,0.951
"379","ASIC3","ENSG00000213199","acid sensing ion channel subunit 3 ","protein_coding","1",0,1,3.6772923375475e-09,1.17622842355986e-06,50,"Terminal",820,0.733,0.7719,0.7719
"380","ASIP","ENSG00000101440","agouti signaling protein ","protein_coding","1",3124,2,5.71476307638881e-08,1.33928332270835e-06,50,"Terminal",1234,0.356,0.580080952380952,0.580080952380952
"381","ASL","ENSG00000126522","argininosuccinate lyase ","protein_coding","1",0,1,1.75667200513865e-06,7.79136591994216e-07,50,"Terminal",1844,0.735,0.783752380952381,0.783752380952381
"382","ASNS","ENSG00000070669","asparagine synthetase (glutamine-hydrolyzing) ","protein_coding","1",12320,3,8.56119704805492e-08,1.79900443094791e-06,50,"Terminal",1594,0.902,0.962871428571429,0.962871428571429
"383","ASNSD1","ENSG00000138381","asparagine synthetase domain containing 1 ","protein_coding","1",0,1,1.79663589162563e-07,1.38716456626832e-06,50,"Terminal",82,0.62,0.335009523809524,0.62
"384","ASPA","ENSG00000108381","aspartoacylase ","protein_coding","1",6487,3,2.32642256144457e-07,1.3776154028423e-06,50,"Terminal",860,0.58,0.931857142857143,0.931857142857143
"385","ASPG","ENSG00000166183","asparaginase ","protein_coding","1",0,1,4.00078005998674e-08,9.97173014503882e-07,50,"Terminal",1135,0.5,0.776014285714286,0.776014285714286
"386","ASPHD2","ENSG00000128203","aspartate beta-hydroxylase domain containing 2 ","protein_coding","1",0,1,8.850991404853e-09,9.00501759580438e-07,50,"Terminal",64,0.495,0.454385714285714,0.495
"387","ASPM","ENSG00000066279","assembly factor for spindle microtubules ","protein_coding","1",48036,3,8.05129980760817e-07,2.64352349960215e-06,50,"Terminal",5877,0.949,0.932836363636364,0.949
"388","ASPN","ENSG00000106819","asporin ","protein_coding","1",6314,3,9.10102755655057e-07,2.45151515894399e-06,50,"Terminal",1610,0.49,0.953352380952381,0.953352380952381
"389","ASPRV1","ENSG00000244617","aspartic peptidase retroviral like 1 ","protein_coding","7",0,1,5.04517518224316e-17,0.02,50,"Terminal",511,0.636,0.506042857142857,0.636
"390","ASPSCR1","ENSG00000169696","ASPSCR1 tether for SLC2A4, UBX domain containing ","protein_coding","1",375,2,3.14974961827492e-09,1.34523960062527e-06,26,"Steiner",744,0.658,0.629881818181818,0.658
"391","ASTN1","ENSG00000152092","astrotactin 1 ","protein_coding","1",0,1,3.84274428575373e-07,1.13932847979401e-06,50,"Terminal",225,0.835,0.627195238095238,0.835
"392","ATAD2","ENSG00000156802","ATPase family AAA domain containing 2 ","protein_coding","1",25886,6,5.28586208084511e-05,2.16230709517827e-06,50,"Terminal",772,0.638,0.612233333333333,0.638
"393","ATF1","ENSG00000123268","activating transcription factor 1 ","protein_coding","1",6317,2,5.43757714725928e-08,1.35023467078578e-06,50,"Steiner",2568,0.339,0.781518181818182,0.781518181818182
"394","ATF3","ENSG00000162772","activating transcription factor 3 ","protein_coding","1",1424,4,9.06902816161787e-06,1.70273339792369e-06,50,"Terminal",6227,0.118,0.239804761904762,0.239804761904762
"395","ATF6","ENSG00000118217","activating transcription factor 6 ","protein_coding","1",49859,2,1.89667567402135e-07,1.56985624826335e-06,50,"Terminal",8405,0.523,0.9142,0.9142
"396","ATG16L1","ENSG00000085978","autophagy related 16 like 1 ","protein_coding","1",6466,2,1.49915111324484e-08,1.62617226693293e-06,12,"Steiner",4441,0.717,0.850527272727273,0.850527272727273
"397","ATG16L2","ENSG00000168010","autophagy related 16 like 2 ","protein_coding","1",0,1,2.64776999909884e-10,6.85680589411035e-07,50,"Terminal",361,0.618,0.809126666666667,0.809126666666667
"398","ATG3","ENSG00000144848","autophagy related 3 ","protein_coding","1",0,2,7.88805001054676e-09,1.42516528354376e-06,46,"Steiner",3632,0.84,0.747242857142857,0.84
"399","ATG4B","ENSG00000168397","autophagy related 4B cysteine peptidase ","protein_coding","1",6317,2,3.51598065392608e-07,1.41073569866685e-06,50,"Steiner",1475,0.727,0.126171428571429,0.727
"400","ATG9A","ENSG00000198925","autophagy related 9A ","protein_coding","1",0,2,4.28857536415054e-07,1.92957067052581e-06,50,"Terminal",1052,0.97,0.864190476190476,0.97
"401","ATIC","ENSG00000138363","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase ","protein_coding","1",211243,10,6.23335644188003e-07,2.63004244888512e-06,50,"Terminal",1042,0.345,0.653104761904762,0.653104761904762
"402","ATOH8","ENSG00000168874","atonal bHLH transcription factor 8 ","protein_coding","1",0,1,1.18587917898089e-06,9.46089009946234e-07,50,"Terminal",279,0.44,0.286295238095238,0.44
"403","ATOX1","ENSG00000177556","antioxidant 1 copper chaperone ","protein_coding","1",12633,4,8.14701723301455e-07,2.28314151139402e-06,50,"Terminal",1026,0.209,0,0.209
"404","ATP11A","ENSG00000068650","ATPase phospholipid transporting 11A ","protein_coding","1",25256,3,3.82233695592709e-08,9.77554374018169e-07,50,"Steiner",372,0.936,0.308147619047619,0.936
"405","ATP1A1","ENSG00000163399","ATPase Na+/K+ transporting subunit alpha 1 ","protein_coding","1",25053,3,1.13471344942578e-05,1.50578598263829e-06,50,"Steiner",2488,0.808,0.915161904761905,0.915161904761905
"406","ATP1A2","ENSG00000018625","ATPase Na+/K+ transporting subunit alpha 2 ","protein_coding","1",848,5,2.08569435928125e-07,1.82580038524388e-06,50,"Terminal",1245,0.761,0.496366666666667,0.761
"407","ATP1A4","ENSG00000132681","ATPase Na+/K+ transporting subunit alpha 4 ","protein_coding","1",6302,6,1.00576866406918e-07,1.80459485943108e-06,50,"Terminal",238,0.324,0.838766666666667,0.838766666666667
"408","ATP1B1","ENSG00000143153","ATPase Na+/K+ transporting subunit beta 1 ","protein_coding","1",17226,6,8.15294298040336e-06,1.96105732366663e-06,50,"Terminal",3455,0.818,0.89637619047619,0.89637619047619
"409","ATP1B2","ENSG00000129244","ATPase Na+/K+ transporting subunit beta 2 ","protein_coding","1",0,4,9.72692253484104e-08,1.76435612469763e-06,50,"Terminal",368,0.797,0.516585714285714,0.797
"410","ATP2A1","ENSG00000196296","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1 ","protein_coding","1",12650,4,1.43176996350473e-07,1.31284765847056e-06,50,"Terminal",1340,0.891,0.215442857142857,0.891
"411","ATP2A2","ENSG00000174437","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 ","protein_coding","1",39718,3,1.71852684567979e-06,1.69852822529278e-06,50,"Steiner",3514,0.679,0.590395238095238,0.679
"412","ATP2A3","ENSG00000074370","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3 ","protein_coding","1",125,3,4.14594912402404e-07,1.16646234134654e-06,50,"Terminal",2431,0.955,0.409780952380952,0.955
"413","ATP2B1","ENSG00000070961","ATPase plasma membrane Ca2+ transporting 1 ","protein_coding","1",0,4,1.68960400363982e-07,2.38244992090266e-06,22,"Steiner",1128,0.801,0.921638095238095,0.921638095238095
"414","ATP2C2","ENSG00000064270","ATPase secretory pathway Ca2+ transporting 2 ","protein_coding","1",0,1,7.25133311171741e-09,1.09368506244942e-06,50,"Terminal",332,0.876,0.56367619047619,0.876
"415","ATP5F1B","ENSG00000110955","ATP synthase F1 subunit beta ","protein_coding","1",35941,4,3.02287954916831e-06,1.45916596991492e-06,50,"Steiner",1756,0.454,0.967027272727273,0.967027272727273
"416","ATP5IF1","ENSG00000130770","ATP synthase inhibitory factor subunit 1 ","protein_coding","1",0,2,5.07458683879234e-09,1.34130785563772e-06,50,"Terminal",1084,0.519,0.722552380952381,0.722552380952381
"417","ATP5MC1","ENSG00000159199","ATP synthase membrane subunit c locus 1 ","protein_coding","1",17155,7,4.90653056774797e-07,1.89508793208005e-06,50,"Terminal",739,0.605,0.945828571428571,0.945828571428571
"418","ATP5MG","ENSG00000167283","ATP synthase membrane subunit g ","protein_coding","1",16756,4,5.14162410450105e-07,1.41859666743271e-06,50,"Terminal",312,0.598,0.446580952380952,0.598
"419","ATP5PF","ENSG00000154723","ATP synthase peripheral stalk subunit F6 ","protein_coding","1",14,2,6.14100424428676e-07,1.49127084610234e-06,38,"Steiner",824,0.625,0.813735294117647,0.813735294117647
"420","ATP5PO","ENSG00000241837","ATP synthase peripheral stalk subunit OSCP ","protein_coding","1",27306,8,1.1294923542713e-07,1.46520790567578e-06,50,"Terminal",937,0.704,0.947433333333333,0.947433333333333
"421","ATP6AP1","ENSG00000071553","ATPase H+ transporting accessory protein 1 ","protein_coding","1",6317,2,2.52051906739693e-07,1.16069739342186e-06,50,"Terminal",1378,0.598,0.902219047619048,0.902219047619048
"422","ATP6AP2","ENSG00000182220","ATPase H+ transporting accessory protein 2 ","protein_coding","1",0,3,4.33712347743298e-08,1.22970827630561e-06,50,"Terminal",2687,0.898,0.16947619047619,0.898
"423","ATP6V0A2","ENSG00000185344","ATPase H+ transporting V0 subunit a2 ","protein_coding","1",6317,2,2.52051906740047e-07,1.16069739342186e-06,50,"Steiner",1535,0.961,0.2635,0.961
"424","ATP6V0A4","ENSG00000105929","ATPase H+ transporting V0 subunit a4 ","protein_coding","1",0,1,1.74070379999952e-08,1.00165573693315e-06,50,"Terminal",460,0.977,0.723513333333333,0.977
"425","ATP6V0B","ENSG00000117410","ATPase H+ transporting V0 subunit b ","protein_coding","1",8995,5,1.08511450457573e-07,1.87309763521424e-06,50,"Terminal",230,0.695,0.800257142857143,0.800257142857143
"426","ATP6V0C","ENSG00000185883","ATPase H+ transporting V0 subunit c ","protein_coding","1",100371,8,3.11765531032442e-07,1.85423488705855e-06,50,"Terminal",402,0.345,0.760814285714286,0.760814285714286
"427","ATP6V0D2","ENSG00000147614","ATPase H+ transporting V0 subunit d2 ","protein_coding","1",0,6,2.96197186236863e-07,1.8740067764085e-06,50,"Terminal",478,0.941,0.823604761904762,0.941
"428","ATP6V0E2","ENSG00000171130","ATPase H+ transporting V0 subunit e2 ","protein_coding","1",6542,4,1.15961722637388e-07,1.58861787068015e-06,50,"Terminal",135,0.741,0.45842380952381,0.741
"429","ATP6V1A","ENSG00000114573","ATPase H+ transporting V1 subunit A ","protein_coding","1",220,4,8.99081681600167e-07,1.65512218939563e-06,50,"Terminal",717,0.976,0.242414285714286,0.976
"430","ATP6V1B1","ENSG00000116039","ATPase H+ transporting V1 subunit B1 ","protein_coding","1",0,3,6.14460522997239e-08,1.9626353482402e-06,50,"Terminal",486,0.797,0.583136363636364,0.797
"431","ATP6V1D","ENSG00000100554","ATPase H+ transporting V1 subunit D ","protein_coding","1",6223,3,9.36010452533419e-08,1.57364831478002e-06,50,"Terminal",250,0.718,0.934238095238095,0.934238095238095
"432","ATP6V1G1","ENSG00000136888","ATPase H+ transporting V1 subunit G1 ","protein_coding","1",0,4,8.57999395225607e-08,1.64428250088791e-06,50,"Terminal",259,0.651,0.726128571428571,0.726128571428571
"433","ATP7B","ENSG00000123191","ATPase copper transporting beta ","protein_coding","1",0,1,1.25556793979846e-07,1.32653616203905e-06,50,"Terminal",3486,0.894,0.709528571428571,0.894
