"","display.name","degree","betweenness","closeness","eigen_centrality","source"
"9606.ENSP00000295082","KCNF1",3,1326,0.000104931794333683,1.28736580178943e-06,"subnet"
"9606.ENSP00000442786","LMO3",3,7007.92774196121,0.000133850890108419,1.07322259903122e-06,"subnet"
"9606.ENSP00000283147","BMP6",3,664,0.000108944329447652,7.7894111927647e-07,"subnet"
"9606.ENSP00000331258","POMK",3,264.279179656458,8.82067566375584e-05,2.7365785601132e-11,"subnet"
"9606.ENSP00000043402","RTN4R",3,1815.98128643157,0.000103145951521403,4.39022966114315e-10,"subnet"
"9606.ENSP00000320209","CIDEA",3,749.559523809524,0.000114836931557189,1.86122208626039e-08,"subnet"
"9606.ENSP00000332256","ALDH1A3",3,0,0.000119331742243437,6.94827133630802e-06,"subnet"
"9606.ENSP00000249749","DLL4",3,0,9.10166560480568e-05,2.97400635784425e-06,"subnet"
"9606.ENSP00000355026","ARHGEF15",3,1986,9.19793966151582e-05,4.09045425974279e-11,"subnet"
"9606.ENSP00000356379","ASPM",3,3300,0.000139295166457724,2.24522086501784e-06,"subnet"
"9606.ENSP00000381333","CRHR1",3,1988,9.63298333493883e-05,5.76372959211446e-09,"subnet"
"9606.ENSP00000357643","MKI67",3,6934.84424241684,0.000144258511252164,3.49300233022208e-06,"subnet"
"9606.ENSP00000263867","CAPG",3,1327,7.72976733400325e-05,1.29251978565196e-13,"subnet"
"9606.ENSP00000368119","GALT",3,21173.6829527908,0.0001311303435615,0.000244362959209635,"subnet"
"9606.ENSP00000322788","MMP1",3,28091.4789482359,0.000151400454201363,0.045384563248807,"subnet"
"9606.ENSP00000501111","CEL",3,664,0.000122940742562085,3.41899250009719e-08,"subnet"
"9606.ENSP00000263932","TNFRSF8",3,1.66666666666667,7.48166990872363e-05,2.57415504648786e-12,"subnet"
"9606.ENSP00000454229","CLN3",3,1988,8.69943453675511e-05,4.18286587604173e-11,"subnet"
"9606.ENSP00000430241","EBF2",3,1864.04583333333,0.000115035085701139,7.89759310898488e-08,"subnet"
"9606.ENSP00000248076","F2RL3",3,0,7.87091696182605e-05,3.75663397790788e-14,"subnet"
"9606.ENSP00000252997","GATA5",3,671.5,8.67227473766369e-05,4.7468359615258e-11,"subnet"
"9606.ENSP00000322421","HBA1",3,0,9.5831336847149e-05,5.8523713986232e-07,"subnet"
"9606.ENSP00000178638","CA12",3,0,7.80152909970354e-05,1.08320156834706e-12,"subnet"
"9606.ENSP00000276914","PLIN2",3,10895.5831146264,0.000129182276191707,5.71592460938272e-07,"subnet"
"9606.ENSP00000455897","MRC1",3,11283.3349694363,0.000122369065100343,6.8825865033009e-07,"subnet"
"9606.ENSP00000406861","MUC6",3,0,0.000115340253748558,6.04530787487733e-06,"subnet"
"9606.ENSP00000286424","TMBIM4",3,1988,0.000131268049356787,0.000680113989000446,"subnet"
"9606.ENSP00000370254","AKR1C1",3,664,9.88533017002768e-05,1.69114492732617e-10,"subnet"
"9606.ENSP00000463752","GJD3",3,0,8.58074480864939e-05,8.44232334269752e-12,"subnet"
"9606.ENSP00000315112","RNF31",3,5819.85302408476,0.00013700506918756,8.47079846268809e-07,"subnet"
"9606.ENSP00000415941","C4B",3,6839.49034455421,0.000136017410228509,0.13067575631985,"subnet"
"9606.ENSP00000498258","GPR55",3,4397.36260093486,0.000107619457597934,2.02511145262557e-06,"subnet"
"9606.ENSP00000267085","CSAD",3,18733.3620948478,9.68710646130001e-05,2.98071104329719e-10,"subnet"
"9606.ENSP00000378488","CYP1A1",3,5256,0.000122699386503067,6.08756725122214e-08,"subnet"
"9606.ENSP00000378408","GPT",3,664,0.000130531262237306,4.53907986988145e-06,"subnet"
"9606.ENSP00000294339","TAL1",3,861.7875,0.000119303268909568,1.13036821572519e-07,"subnet"
"9606.ENSP00000450565","IL11RA",3,0,0.000120307988450433,9.54222248838727e-06,"subnet"
"9606.ENSP00000367910","FANCG",3,33415.0277694711,0.000134084204880665,5.802281767955e-08,"subnet"
"9606.ENSP00000343619","HOXA9",3,12274,0.000118694362017804,2.81509278449583e-07,"subnet"
"9606.ENSP00000355601","EGLN1",3,1327,8.14730324262669e-05,4.34223985675593e-13,"subnet"
"9606.ENSP00000223795","TNFSF8",3,218.33333333333,7.86410821012897e-05,6.37738102507545e-12,"subnet"
"9606.ENSP00000354314","HAO2",3,664,0.000103082156478714,4.87420456311345e-09,"subnet"
"9606.ENSP00000367608","CA9",3,0,7.80152909970354e-05,1.08320645506539e-12,"subnet"
"9606.ENSP00000053243","TNFRSF17",3,1988,7.48222970445193e-05,8.93135579121082e-13,"subnet"
"9606.ENSP00000355718","DLL1",3,0,9.10166560480568e-05,2.97400635782802e-06,"subnet"
"9606.ENSP00000355747","PSEN2",3,3304,0.00014367816091954,0.0055645743521214,"subnet"
"9606.ENSP00000342082","SLPI",3,664,0.000128882587962366,0.00244850942064457,"subnet"
"9606.ENSP00000295240","BBS5",3,0,0.000107066381156317,7.80786744834121e-05,"subnet"
"9606.ENSP00000394936","ORM2",3,664,0.000116279069767442,2.03610286748305e-08,"subnet"
"9606.ENSP00000295228","INHBB",3,662,9.8599881680142e-05,1.23241264463608e-08,"subnet"
"9606.ENSP00000369960","ADRA1A",3,500.134199134199,8.10635538261997e-05,4.38214620393705e-14,"subnet"
"9606.ENSP00000380367","MYH2",3,0,0.000125897016240715,2.046266856969e-07,"subnet"
"9606.ENSP00000357981","CTSS",3,6104.20318001783,0.000130992926381975,0.00240255413097323,"subnet"
"9606.ENSP00000332737","UNC5A",3,1635.89078855226,9.765625e-05,2.3848339598332e-10,"subnet"
"9606.ENSP00000498116","DLX5",3,10581.4853802351,0.000110424028268551,1.56554439287117e-08,"subnet"
"9606.ENSP00000282096","PDE3B",3,1327,0.000109253796569431,3.98287103057103e-09,"subnet"
"9606.ENSP00000259631","CCL27",3,0.0909090909090909,0.000123594116920035,0.00117625819100771,"subnet"
"9606.ENSP00000296641","F2RL2",3,0,7.87091696182605e-05,3.75285172779848e-14,"subnet"
"9606.ENSP00000494061","MUC2",3,0,0.000115340253748558,6.04530787487759e-06,"subnet"
"9606.ENSP00000483330","CCL4L2",3,0.0909090909090909,0.000131354262445816,0.00206260463747324,"subnet"
"9606.ENSP00000386378","CD207",3,1988,0.000106033294454459,3.84837394051717e-08,"subnet"
"9606.ENSP00000300069","RBPMS2",3,8476,0.000103209825575395,4.87602477271906e-09,"subnet"
"9606.ENSP00000362353","GLP1R",3,5240.7992963946,8.42034355001684e-05,1.14889713741055e-13,"subnet"
"9606.ENSP00000363680","EDA",3,1327,7.92895654931811e-05,5.91160390880872e-13,"subnet"
"9606.ENSP00000302756","FOXD4L1",3,7847,9.68147933004163e-05,5.95961708836903e-10,"subnet"
"9606.ENSP00000422533","ADGRL3",3,918.621809614535,9.40203083866115e-05,3.33767879984431e-11,"subnet"
"9606.ENSP00000217423","CST4",3,5789.04599930132,0.000124100273020601,0.000294051059408507,"subnet"
"9606.ENSP00000410452","STMN1",3,1327,7.35672772750681e-05,1.55527649421956e-14,"subnet"
"9606.ENSP00000205143","DLL3",3,0,9.10166560480568e-05,2.97400635783178e-06,"subnet"
"9606.ENSP00000498864","PDK3",3,5924,8.60659264996988e-05,8.7790832546229e-12,"subnet"
"9606.ENSP00000351190","ITIH2",3,1327,0.000128799587841319,0.00200880459834473,"subnet"
"9606.ENSP00000401853","HYAL2",3,664,0.00012950012950013,3.59143174005757e-08,"subnet"
"9606.ENSP00000302289","EMB",3,1327,6.76956404007582e-05,1.51133440495716e-15,"subnet"
"9606.ENSP00000242208","INHBA",3,662,9.8599881680142e-05,1.23241264446023e-08,"subnet"
"9606.ENSP00000377900","LIPF",3,4036.86665042717,0.00013051422605064,1.23672730570798e-07,"subnet"
"9606.ENSP00000472467","CXCL17",3,78.5973743199542,0.000131285282919785,0.00170884168061955,"subnet"
"9606.ENSP00000472474","IL4I1",3,19928.9136555928,0.000135135135135135,4.54638771180921e-06,"subnet"
"9606.ENSP00000217026","MYBL2",3,0,0.000148809523809524,0.000284853189591884,"subnet"
"9606.ENSP00000436607","ADM",3,664,7.86843968840979e-05,2.91747193462084e-14,"subnet"
"9606.ENSP00000341785","ADIPOR1",3,1988,0.000116468669927789,0.00390585414996521,"subnet"
"9606.ENSP00000364412","HSD17B3",3,0,0.000105730598435187,1.20137683629694e-09,"subnet"
"9606.ENSP00000360540","CEP55",2,1326,8.67152271938952e-05,4.927918595516e-12,"subnet"
"9606.ENSP00000215727","SERPIND1",2,0,0.000135043889264011,0.132398705317422,"subnet"
"9606.ENSP00000384537","AKAP12",2,664,0.000114797382619676,1.40561438136051e-07,"subnet"
"9606.ENSP00000215781","OSM",2,10423.4807932949,0.000128188693757211,0.000468104625344014,"subnet"
"9606.ENSP00000215754","MIF",2,1986,8.14531237272949e-05,1.05788887700648e-12,"subnet"
"9606.ENSP00000275517","CDCA5",2,0,0.000143884892086331,9.45859503464345e-06,"subnet"
"9606.ENSP00000385968","KCNS3",2,0,0.000112650670271488,8.74276160618516e-06,"subnet"
"9606.ENSP00000357076","TAGLN2",2,664,0.000120772946859903,8.19189911182428e-05,"subnet"
"9606.ENSP00000350928","GAD1",2,19189.6367286539,0.000101337657073368,2.42770084767386e-09,"subnet"
"9606.ENSP00000276569","ARMC1",2,664,9.34579439252336e-05,2.92331805238826e-10,"subnet"
"9606.ENSP00000384387","HCRTR1",2,2644,0.000102848914943947,4.71578329423012e-08,"subnet"
"9606.ENSP00000265983","HPX",2,3346.11768276285,0.000113726828158763,0.000119692927770002,"subnet"
"9606.ENSP00000478024","CCL16",2,0.0909090909090909,0.000123563573458544,0.00103433190425892,"subnet"
"9606.ENSP00000240361","TEX14",2,664,8.20075446941119e-05,5.935419697749e-13,"subnet"
"9606.ENSP00000410818","MAD2L1BP",2,18444,0.000127648710748021,3.96631669545088e-07,"subnet"
"9606.ENSP00000240328","TBX2",2,664,0.000109793588054458,1.54214581410401e-08,"subnet"
"9606.ENSP00000323155","DAND5",2,23266.3251007148,9.68898362561767e-05,1.45950277797605e-09,"subnet"
"9606.ENSP00000311196","NPAS4",2,6550,9.69932104752667e-05,2.34188386586705e-10,"subnet"
"9606.ENSP00000350844","PAX5",2,664,0.000100502512562814,7.87563624814078e-10,"subnet"
"9606.ENSP00000373574","ACVRL1",2,27108.1226296349,0.000110950848773993,6.859652825954e-07,"subnet"
"9606.ENSP00000360252","HOOK1",2,2644,9.22764602749839e-05,3.42234900497118e-10,"subnet"
"9606.ENSP00000420076","SERP1",2,664,9.8116169544741e-05,1.5506181224086e-07,"subnet"
"9606.ENSP00000254722","SERPINF1",2,664,0.000117564072419469,1.92936789215684e-08,"subnet"
"9606.ENSP00000480050","SYN2",2,1326,9.96214385335724e-05,2.42701927920873e-09,"subnet"
"9606.ENSP00000494686","SIX1",2,2434.37916666667,0.000124177325220415,6.44416381687203e-07,"subnet"
"9606.ENSP00000324270","OXTR",2,0,7.87091696182605e-05,1.21059929220895e-14,"subnet"
"9606.ENSP00000351957","PDE3A",2,1986,0.000117744024490757,3.25939231958705e-08,"subnet"
"9606.ENSP00000375921","PAX3",2,1326,0.000110290062865336,2.56497602806391e-08,"subnet"
"9606.ENSP00000471894","HAMP",2,664,0.000104220948410631,1.44092268658271e-05,"subnet"
"9606.ENSP00000264218","NMU",2,664,9.87751876728566e-05,1.97237567033565e-06,"subnet"
"9606.ENSP00000420270","UHMK1",2,1986,7.73215804531045e-05,1.27449142408581e-13,"subnet"
"9606.ENSP00000445595","KCNS1",2,0,0.000104887770086008,1.26895215193445e-06,"subnet"
"9606.ENSP00000355140","HOXB1",2,664,0.000118105586394236,2.43232761942018e-07,"subnet"
"9606.ENSP00000296370","S100P",2,10141.9385016684,0.000128435653737478,1.17022563080446e-06,"subnet"
"9606.ENSP00000370767","GP2",2,2701.15117835652,0.000110705192073508,1.81205615993007e-06,"subnet"
"9606.ENSP00000260323","UNC13C",2,0,0.000104854776135053,2.20845715813515e-08,"subnet"
"9606.ENSP00000005178","PDK4",2,2644,8.14663951120163e-05,1.05768335927988e-12,"subnet"
"9606.ENSP00000380256","CCNF",2,10659.091171221,0.000137513751375138,4.13457309164965e-07,"subnet"
"9606.ENSP00000430690","TFF3",2,6163.94269043071,0.000119574315437044,7.39150499359211e-07,"subnet"
"9606.ENSP00000426120","GRAMD2B",2,664,9.90785693054592e-05,4.63532457087878e-09,"subnet"
"9606.ENSP00000272134","LEFTY1",2,0,9.97605746209098e-05,1.19449422234743e-08,"subnet"
"9606.ENSP00000322898","EBF1",2,1326,0.000107665805340224,6.53856995800113e-09,"subnet"
"9606.ENSP00000415430","GTSE1",2,2212.36298994749,0.000127339870113332,1.67620912805502e-08,"subnet"
"9606.ENSP00000414109","HJURP",2,0,0.000123380629241209,1.83126452554632e-06,"subnet"
"9606.ENSP00000371940","FOXD4",2,6550,9.11327804611319e-05,7.18132466356846e-11,"subnet"
"9606.ENSP00000261592","NOL4",2,664,0.00012313754463736,6.80545952669444e-07,"subnet"
"9606.ENSP00000357637","EBF3",2,664,0.000106894708711919,9.5125650982784e-09,"subnet"
"9606.ENSP00000345708","KCNJ11",2,664,0.000128700128700129,8.31585257128057e-07,"subnet"
"9606.ENSP00000308720","PRSS1",2,664,0.00013250298131708,0.00529154040658715,"subnet"
"9606.ENSP00000360944","STIL",2,664,9.66930961129375e-05,2.37832314519676e-09,"subnet"
"9606.ENSP00000356024","CR2",2,664,0.000105988341282459,3.79254195603937e-08,"subnet"
"9606.ENSP00000297258","FABP5",2,431.845238095238,0.000136892539356605,3.10014389249115e-05,"subnet"
"9606.ENSP00000251810","RRM2B",2,0,0.000133440085401655,4.44594505995953e-07,"subnet"
"9606.ENSP00000441065","SLC16A1",2,1986,7.08616780045351e-05,1.27677725725579e-14,"subnet"
"9606.ENSP00000371693","TNFRSF19",2,0,0.000102701037280477,4.33359346710157e-10,"subnet"
"9606.ENSP00000358784","KCNA3",2,0,0.000116918040453642,8.68702178804611e-06,"subnet"
"9606.ENSP00000299952","MARVELD3",2,0,9.09752547307133e-05,1.87162130095726e-10,"subnet"
"9606.ENSP00000285381","CA3",2,5256,7.81005935645111e-05,8.38523139066011e-13,"subnet"
"9606.ENSP00000286657","ADAMTS3",2,2427.6003803574,0.000126055716626749,0.0308010242989596,"subnet"
"9606.ENSP00000308479","GPR171",2,239.75,8.1953778069169e-05,8.45072700109979e-14,"subnet"
"9606.ENSP00000381133","FGL1",2,664,0.000132802124833997,0.0140281149886926,"subnet"
"9606.ENSP00000480573","ADRA2B",2,0,7.8702974972454e-05,3.31389182595895e-14,"subnet"
"9606.ENSP00000286614","MMP16",2,0,0.000116265550517382,2.01043814685402e-08,"subnet"
"9606.ENSP00000261024","SLC40A1",2,1326,0.000111944475540132,0.000119629363452582,"subnet"
"9606.ENSP00000429633","MYBL1",2,0,0.000142409569923099,0.000249262253066187,"subnet"
"9606.ENSP00000357103","ACKR1",2,167.646349206349,0.000120409391932571,0.000178120191817033,"subnet"
"9606.ENSP00000274368","CRHBP",2,664,9.05551027800417e-05,6.94234938529065e-10,"subnet"
"9606.ENSP00000252992","CEP85",2,1326,0.000103305785123967,1.9745493044575e-08,"subnet"
"9606.ENSP00000406970","LAX1",2,0,9.25925925925926e-05,2.58511700827532e-09,"subnet"
"9606.ENSP00000360764","EGFL7",2,2644,0.000103444708803145,0.000151887314314247,"subnet"
"9606.ENSP00000215980","CENPM",2,0,0.000123380629241209,1.83126452553835e-06,"subnet"
"9606.ENSP00000384792","WDR62",2,2644,0.000127632418634333,2.70491382468236e-07,"subnet"
"9606.ENSP00000323816","AHRR",2,664,8.60733344809778e-05,3.55227568380334e-12,"subnet"
"9606.ENSP00000370129","AKR1C2",2,0,9.88435306909163e-05,1.66982849584206e-10,"subnet"
"9606.ENSP00000262300","PKMYT1",2,0,0.000137513751375138,3.26279275480143e-06,"subnet"
"9606.ENSP00000360858","OLFM1",2,1294.56461976491,9.80488283165016e-05,5.33572492130899e-11,"subnet"
"9606.ENSP00000322568","SOX11",2,14766,0.000103755965968043,1.97554980843112e-08,"subnet"
"9606.ENSP00000222982","CYP3A5",2,0,0.000122458976242959,5.99656812710249e-08,"subnet"
"9606.ENSP00000354778","CNTNAP2",2,6527.30722852343,0.000121891760117016,0.000506310884767262,"subnet"
"9606.ENSP00000282572","CCNO",2,0,0.000126823081800888,4.68636524321791e-07,"subnet"
"9606.ENSP00000376188","CRLF1",2,0,0.000116333178222429,8.39432940621414e-06,"subnet"
"9606.ENSP00000391748","PILRB",2,938.618807248492,8.10898475510866e-05,9.4915056684888e-13,"subnet"
"9606.ENSP00000304502","SIX2",2,664,0.000124038700074423,6.44121132705701e-07,"subnet"
"9606.ENSP00000366898","HIF3A",2,1986,8.6102979163079e-05,3.55376951133906e-12,"subnet"
"9606.ENSP00000498251","MTUS2",2,0,7.92707094728498e-05,6.9079763706361e-13,"subnet"
"9606.ENSP00000330523","CTHRC1",2,0,0.000125817815802718,0.0480698396335939,"subnet"
"9606.ENSP00000247992","PLA2G2C",2,12714.1055033925,0.000131527028804419,1.24055807322673e-06,"subnet"
"9606.ENSP00000328207","TNFRSF18",2,664,7.4794315632012e-05,9.62588986024952e-13,"subnet"
"9606.ENSP00000365280","ID1",2,88.9166666666667,0.000108448107580523,1.11293708623214e-08,"subnet"
"9606.ENSP00000221515","RETN",2,664,0.000108131487889273,0.000470455889152369,"subnet"
"9606.ENSP00000256104","FABP4",2,59.5726817042606,0.000129954515919428,4.23467550289515e-06,"subnet"
"9606.ENSP00000367972","ID4",2,211.0375,0.000110705192073508,1.47447831333568e-08,"subnet"
"9606.ENSP00000392906","PLEKHG2",2,4918.98541693377,0.000130022103757639,5.50125827470071e-07,"subnet"
"9606.ENSP00000379901","TMEM106B",2,4606,0.000114968958381237,1.01726938619277e-08,"subnet"
"9606.ENSP00000354280","PRSS3",2,1326,0.000145243282498184,0.0439318234362296,"subnet"
"9606.ENSP00000260702","LOXL4",2,664,0.000109841827768014,6.10707016720918e-09,"subnet"
"9606.ENSP00000499238","NUSAP1",2,10338.1765969064,0.000131804402267036,1.88062958419679e-07,"subnet"
"9606.ENSP00000367691","LPAR6",2,0,9.68898362561767e-05,3.91177297015113e-06,"subnet"
"9606.ENSP00000330393","LEPR",2,10389.8812011412,0.000119274809160305,0.00385350221362623,"subnet"
"9606.ENSP00000367715","DCDC2",2,664,0.000120481927710843,4.28741872550613e-09,"subnet"
"9606.ENSP00000305416","S1PR1",2,664,0.000130072840790843,0.0436404415286077,"subnet"
"9606.ENSP00000380349","CAPN3",2,0,0.000140193466984439,9.72214582546355e-06,"subnet"
"9606.ENSP00000297837","ANKS6",2,1986,9.86777185711466e-05,7.16299810193475e-06,"subnet"
"9606.ENSP00000343505","TNFSF13",2,664,7.12910814857061e-05,1.07538853471298e-13,"subnet"
"9606.ENSP00000330200","BTNL9",2,478.849212775528,0.000119033448399,7.00870330498726e-08,"subnet"
"9606.ENSP00000339912","FLRT3",2,0,9.22679461155195e-05,3.22835283793228e-11,"subnet"
"9606.ENSP00000483386","RIMBP3",2,3300,9.82221785679206e-05,2.84014027912321e-09,"subnet"
"9606.ENSP00000278550","TENM4",2,945.185923023057,9.36241924913398e-05,1.029970279976e-11,"subnet"
"9606.ENSP00000364902","POFUT1",2,664,0.000141663125088539,0.120448913627914,"subnet"
"9606.ENSP00000376952","EME1",2,0,0.000129065565307176,1.15632076120827e-08,"subnet"
"9606.ENSP00000375616","LILRB4",2,14146,0.000112258643915581,1.27322456327008e-06,"subnet"
"9606.ENSP00000361087","SNCG",2,664,0.000109134562916076,3.15114740713653e-09,"subnet"
"9606.ENSP00000300055","PLIN1",2,1472.52271874245,0.000127713920817369,5.72264309312775e-07,"subnet"
"9606.ENSP00000362376","FAM241B",2,664,8.52442247037763e-05,2.94996115365241e-12,"subnet"
"9606.ENSP00000423602","DAPP1",2,3300,0.00013294336612603,0.0140474112434149,"subnet"
"9606.ENSP00000301455","ANGPTL4",2,664,9.09918107370337e-05,1.38578870755013e-10,"subnet"
"9606.ENSP00000338766","NPHP3",2,2644,0.000105529759392149,5.94444935916451e-05,"subnet"
"9606.ENSP00000446242","SLC25A10",2,664,8.22571358065312e-05,5.03819474307606e-12,"subnet"
"9606.ENSP00000290295","HOXB13",2,0,0.000118623962040332,4.76505028582225e-07,"subnet"
"9606.ENSP00000362095","SRPX2",2,1810.45354251782,0.00011660447761194,0.00380725312258862,"subnet"
"9606.ENSP00000217386","OXT",2,0,7.87091696182605e-05,1.21117705513042e-14,"subnet"
"9606.ENSP00000469142","NPAS1",2,664,8.60733344809778e-05,3.55226128819348e-12,"subnet"
"9606.ENSP00000363596","CNR2",2,0,0.000105108261509355,2.86956151961738e-07,"subnet"
"9606.ENSP00000325240","LASP1",2,14146,0.000110350915912602,6.1660808238038e-09,"subnet"
"9606.ENSP00000352565","HAND2",2,0,8.67152271938952e-05,4.80163205090455e-11,"subnet"
"9606.ENSP00000389870","DLX3",2,0,0.000118623962040332,4.76505028581789e-07,"subnet"
"9606.ENSP00000013222","INMT",2,144.792669172932,0.000118821292775665,9.5958835824591e-07,"subnet"
"9606.ENSP00000400471","TMEM106C",2,3954,0.000106951871657754,1.22777059576394e-09,"subnet"
"9606.ENSP00000293761","ALOX15",2,0,0.00012190661952944,4.14550679393286e-05,"subnet"
"9606.ENSP00000436785","SLC35F2",2,70.0476005575764,8.53460783476999e-05,6.15809796679556e-12,"subnet"
"9606.ENSP00000218230","PCSK1N",2,52.8238095238093,7.97511763298509e-05,2.34672991686078e-14,"subnet"
"9606.ENSP00000305988","ALCAM",2,13524,0.000104931794333683,1.53465914589521e-07,"subnet"
"9606.ENSP00000354929","NOTCH2NLA",2,21337.7052998128,0.00013410218586563,0.00198116785946799,"subnet"
"9606.ENSP00000292180","FLAD1",2,0,0.000121359223300971,9.09851366677639e-06,"subnet"
"9606.ENSP00000338171","SKAP1",2,664,0.000102785486689279,3.0894857128177e-09,"subnet"
"9606.ENSP00000314151","KLK3",2,1971.86659962416,0.000130429111777749,0.0169069385430248,"subnet"
"9606.ENSP00000348848","WDR45",1,0,0.000117730162467624,8.3148226423728e-08,"subnet"
"9606.ENSP00000287482","SASS6",1,0,9.08595311648192e-05,2.82426782731156e-10,"subnet"
"9606.ENSP00000360593","COA7",1,0,8.54189800973776e-05,8.24406548504398e-11,"subnet"
"9606.ENSP00000274217","OTULINL",1,0,7.12809180982251e-05,1.06063850758833e-13,"subnet"
"9606.ENSP00000321077","SIGLEC8",1,0,0.000112044817927171,1.19509999607276e-08,"subnet"
"9606.ENSP00000264870","F13A1",1,0,0.000132766861391397,0.0138302953665966,"subnet"
"9606.ENSP00000481465","FAM83D",1,0,0.000129416332341141,3.10878793382139e-08,"subnet"
"9606.ENSP00000298282","PKNOX2",1,0,0.000126518218623482,6.55162672090091e-07,"subnet"
"9606.ENSP00000359630","ADGRB3",1,0,0.000119260584376863,4.31998683516046e-09,"subnet"
"9606.ENSP00000334319","PCLO",1,0,9.81257972721028e-05,2.79949972504183e-09,"subnet"
"9606.ENSP00000369081","TXNDC5",1,0,0.000108108108108108,0.000463821683039885,"subnet"
"9606.ENSP00000348645","PXDNL",1,0,0.000113662195953626,4.06006673461847e-09,"subnet"
"9606.ENSP00000335357","CDKN3",1,0,0.000117000117000117,5.70899862491999e-08,"subnet"
"9606.ENSP00000228811","PRR4",1,0,7.79970361126277e-05,5.98284865575095e-13,"subnet"
"9606.ENSP00000358060","TARS2",1,0,0.000120365912373616,1.25351322201075e-08,"subnet"
"9606.ENSP00000358105","APH1A",1,0,0.000131164742917104,0.000660795345219049,"subnet"
"9606.ENSP00000311429","ZWILCH",1,0,0.000127291242362525,2.37483035389771e-06,"subnet"
"9606.ENSP00000361725","ENDOG",1,0,0.000128667009778693,8.19858529689887e-07,"subnet"
"9606.ENSP00000442046","TMTC1",1,0,0.000107735401853049,1.11194648362718e-07,"subnet"
"9606.ENSP00000383178","DIAPH3",1,0,0.000136686714051394,2.85124621674228e-06,"subnet"
"9606.ENSP00000254963","HSPA12B",1,0,0.000106666666666667,1.6691724829948e-08,"subnet"
"9606.ENSP00000301712","UNKL",1,0,0.000117027501462844,8.38366651317449e-08,"subnet"
"9606.ENSP00000359170","DPCD",1,0,6.80688857123409e-05,1.27595185009967e-14,"subnet"
"9606.ENSP00000419124","FAM107A",1,0,0.000120365912373616,1.25351322221177e-08,"subnet"
"9606.ENSP00000335196","GLDN",1,0,0.00010911074740862,3.10671105177722e-09,"subnet"
"9606.ENSP00000217939","MXRA5",1,0,0.000102333196889071,1.83130406891534e-09,"subnet"
"9606.ENSP00000385470","TNFSF18",1,0,7.12555223029785e-05,1.14282737272861e-13,"subnet"
"9606.ENSP00000335201","BCDIN3D",1,0,0.000114600045840018,7.64896323008235e-08,"subnet"
"9606.ENSP00000311291","SLCO2A1",1,0,0.000105965878986966,3.73906084367307e-08,"subnet"
"9606.ENSP00000482335","MAP7",1,0,0.00012045290291496,4.22695905458889e-09,"subnet"
"9606.ENSP00000419085","TIGIT",1,0,8.27746047512623e-05,3.91312910219013e-11,"subnet"
"9606.ENSP00000407422","MUC7",1,0,0.000112625295641401,4.6002257394584e-06,"subnet"
"9606.ENSP00000481357","CCL23",1,0,9.26955876900259e-05,2.34220369682793e-07,"subnet"
"9606.ENSP00000290399","SIM2",1,0,8.60585197934596e-05,3.50219247626597e-12,"subnet"
"9606.ENSP00000431010","SDR16C5",1,0,9.88044659618615e-05,1.44485166546128e-10,"subnet"
"9606.ENSP00000469686","EGLN2",1,0,7.72916988715412e-05,5.15771898752729e-14,"subnet"
"9606.ENSP00000409906","USP53",1,0,9.66370313103981e-05,1.45130451160215e-10,"subnet"
"9606.ENSP00000348316","JPT1",1,0,7.01409833765869e-05,1.84673611930111e-15,"subnet"
"9606.ENSP00000265598","LAMP3",1,0,7.53238927387767e-05,7.01717870187822e-14,"subnet"
"9606.ENSP00000373328","CIDEC",1,0,0.000106700810926163,2.21020838372917e-09,"subnet"
"9606.ENSP00000347038","PLSCR4",1,0,0.000109817702613661,6.02095038196692e-09,"subnet"
"9606.ENSP00000335076","EDARADD",1,0,7.53238927387767e-05,7.01746713685272e-14,"subnet"
"9606.ENSP00000382731","ADA2",1,0,0.000100583383625025,1.35876231819742e-08,"subnet"
"9606.ENSP00000355167","HORMAD1",1,0,0.000111557340473003,5.09132594546323e-10,"subnet"
"9606.ENSP00000272367","CLEC4F",1,0,9.90589400693413e-05,4.56995886140809e-09,"subnet"
"9606.ENSP00000246080","TCF15",1,0,8.42957093483942e-05,6.20610447616497e-13,"subnet"
"9606.ENSP00000417898","PAEP",1,0,9.29627219484986e-05,5.50446579464709e-10,"subnet"
"9606.ENSP00000211413","PRRT1",1,0,8.06776926179911e-05,3.50319740637807e-13,"subnet"
"9606.ENSP00000332449","CRIP1",1,0,7.35240055878244e-05,1.53529826478527e-14,"subnet"
"9606.ENSP00000405812","SLC4A8",1,0,7.08315625442697e-05,1.25744343514703e-14,"subnet"
"9606.ENSP00000381499","PAX1",1,0,8.42957093483942e-05,6.20605328753897e-13,"subnet"
"9606.ENSP00000452126","RGMA",1,0,0.000108896874659697,6.75457203637834e-07,"subnet"
"9606.ENSP00000428480","DLX6",1,0,0.000102880658436214,1.85908999210474e-09,"subnet"
"9606.ENSP00000428489","PBK",1,0,8.27746047512623e-05,3.91312873492899e-11,"subnet"
"9606.ENSP00000355265","MT-ATP8",1,0,7.92644261255549e-05,5.74521203866144e-13,"subnet"
"9606.ENSP00000345873","SLC26A3",1,0,7.08315625442697e-05,1.25773288593583e-14,"subnet"
"9606.ENSP00000332576","OSBP2",1,0,0.000114784205693297,1.00268956379976e-08,"subnet"
"9606.ENSP00000370896","GREB1",1,0,0.000112044817927171,1.19509999606246e-08,"subnet"
