"Protein","Prediction_Score_glmnet","Prediction_Score_rf","Prediction_Score_svmRadial","Prediction_Score_nnet"
"P05305",0.780257936612878,0.69506,0.674190152269597,0.781479732793892
"P05362",0.92313548058267,0.84986,0.929559033826687,0.793268693203177
"P05386",0.420575201049171,0.42998,0.34956567971422,0.178068271520045
"P05387",0.20512358223961,0.18154,0.149352008148612,0.148947976015533
"P05388",0.232786635933535,0.48226,0.17156371033096,0.152509057048749
"P05408",0.32102358237849,0.11372,0.341983735977451,0.239287095819768
"P05412",0.844530956715297,0.757,0.476074046798557,0.583789709258655
"P05413",0.218416558993855,0.27006,0.131911467493906,0.23106663449501
"P05423",0.0667519571422179,0.12836,0.011908749035051,0.152252861596122
"P05451",0.406884482335765,0.35866,0.35090622843297,0.320190735912279
"P05452",0.160211234799975,0.51376,0.101676355710443,0.295118650477995
"P05455",0.174590622619976,0.14146,0.0561688402098857,0.177898510002082
"P05496",0.544119266869913,0.44798,0.536883742773745,0.166039661604335
"P05534",0.0393198918136611,0.13766,0.0511975312313186,0.169938809107286
"P05538",0.699679116063606,0.53212,0.753061279122352,0.806184337828439
"P05543",0.296029155239079,0.32206,0.355772900961345,0.184320301991964
"P05546",0.74850218781664,0.48712,0.763536063748648,0.557300887298404
"P05549",0.260055956514285,0.36962,0.121806764083848,0.206696206860846
"P05556",0.967003016605073,0.92146,0.960987898411605,0.740005556663881
"P05771",0.939713107960915,0.85304,0.980657957367999,0.823455454726159
"P05783",0.440122147516139,0.39528,0.138309326989935,0.382535140638564
"P05787",0.260647808006369,0.3567,0.120964065775258,0.163581673419424
"P05813",0.0607202442161035,0.06898,0.054431351906324,0.273039464479312
"P05814",0.137770392594921,0.17912,0.0968193910281086,0.15566271013133
"P05937",0.770864283856774,0.54144,0.633800041892464,0.50141292793548
"P05976",0.750943949240943,0.37838,0.593018359421654,0.302796846718795
"P05981",0.219403127671889,0.32332,0.19099264365184,0.450852166533285
"P05997",0.416034602245031,0.36734,0.179293743829302,0.25164149285757
"P06028",0.217450845367206,0.22854,0.144578969275296,0.123345843034383
"P06126",0.552286699269123,0.20172,0.515689955724167,0.35902582541236
"P06127",0.636478127488262,0.48392,0.866433740686908,0.492249791172238
"P06132",0.177603350716477,0.51492,0.0896912379080709,0.300946133726495
"P06133",0.616347668777702,0.40158,0.726847967006091,0.632512921930225
"P06213",0.955175948271673,0.99202,0.994155027545585,0.831997734577294
"P06239",0.904033570194084,0.95522,0.978627238866788,0.793971364179995
"P06241",0.923793991410207,0.95762,0.951960994843342,0.824706506574693
"P06276",0.581937319395915,0.46294,0.777726108028142,0.711263229275037
"P06280",0.293350870573307,0.2723,0.495472944038334,0.584091706730802
"P06307",0.387917712786609,0.56498,0.251474174135357,0.260525852078183
"P06310",0.0443103589529195,0.05918,0.022681431457579,0.152705430329093
"P06312",0.0583061190134321,0.13126,0.0567185858195954,0.159798238880809
"P06315",0.0774874687943063,0.08896,0.0285746672018626,0.150552156748143
"P06331",0.0549973595986172,0.07206,0.0707723735888693,0.169142857348857
"P06340",0.818265330074544,0.55668,0.882919246151245,0.734107844094803
"P06396",0.407305723184115,0.75272,0.361439670960557,0.573070839514246
"P06400",0.919259183346047,0.8329,0.944432492305206,0.773657241005508
"P06401",0.947085811002231,0.95174,0.986048199731167,0.753444824646323
"P06454",0.0266116632890796,0.18672,0.223451818448264,0.172463251914718
"P06493",0.892647374801915,0.86054,0.859562543439016,0.777711376827307
"P06576",0.478359656500749,0.43048,0.441671139477187,0.161780080514134
"P06681",0.446707763424478,0.32968,0.355705600454843,0.678000918645198
"P06702",0.578883720749866,0.44264,0.310582605943149,0.343974171363323
"P06703",0.148806660151995,0.2369,0.0475045633282656,0.155503744799
"P06727",0.0702585527078904,0.13998,0.052846483434203,0.128230761930144
"P06729",0.677972899767144,0.54118,0.712464834744434,0.358464858316715
"P06730",0.700984127804826,0.6523,0.749646703316152,0.570732754578475
"P06731",0.856638041043825,0.43346,0.840229418280115,0.741253441456822
"P06732",0.457862873389671,0.21454,0.296065538743413,0.232843209022379
"P06733",0.848828716536786,0.68974,0.915096008614527,0.517281835959756
"P06734",0.472016223158532,0.36164,0.235269200863525,0.766247303938041
"P06737",0.397838568387092,0.35868,0.450905160181408,0.417381344779129
"P06744",0.560251887341767,0.73922,0.742591041269254,0.44191988325323
"P06746",0.158617009266407,0.40384,0.0894953971550013,0.181457436312932
"P06748",0.350436104796114,0.44504,0.190262939021223,0.213600341546662
"P06753",0.096896664485195,0.16472,0.0998934278813876,0.141502691430414
"P06756",0.943847707749458,0.96988,0.991911906662655,0.823944931727114
"P06850",0.540650422807465,0.59646,0.249144919728099,0.281301601871072
"P06858",0.865765494497241,0.91204,0.97408595685829,0.777202848426273
"P06865",0.431303110874891,0.2599,0.661237061233185,0.458548912995258
"P06870",0.696216553706326,0.49446,0.718332183057531,0.602199218002774
"P06881",0.027852920871238,0.11674,0.0555845198451723,0.142968215572103
"P06899",0.165359745888307,0.26228,0.243711589873426,0.142751400562236
"P07093",0.792830620088723,0.64528,0.882979926045545,0.703251736844062
"P07098",0.395909578309067,0.2082,0.456761189851966,0.224739917896008
"P07099",0.38173815981008,0.51188,0.441115562439595,0.604238862743569
"P07101",0.514436286894055,0.73274,0.445388393322548,0.277689134209128
"P07108",0.179488186634287,0.26836,0.110153002178286,0.23635203746382
"P07148",0.709362355135168,0.5491,0.702521476488711,0.213909149809903
"P07195",0.470898946080594,0.28768,0.504623928359392,0.199734937000404
"P07196",0.21830118210493,0.28528,0.0782028550232419,0.20159131257706
"P07197",0.0412230748661623,0.06628,0.0304152302732492,0.157028643353502
"P07199",0.0317399219547437,0.0763,0.0485973479103239,0.133704309293881
"P07202",0.584056028580731,0.49468,0.509327159027685,0.787554690747858
"P07203",0.28346941760118,0.5428,0.0990891770624829,0.414228194213064
"P07204",0.673022080313296,0.7489,0.541542712808501,0.703123202413085
"P07205",0.685420618895183,0.3062,0.76174511449754,0.146382741316392
"P07225",0.732185945051548,0.8094,0.878207135844581,0.747414228935096
"P07237",0.552456759648191,0.54904,0.41167328315599,0.264065621420372
"P07288",0.920195367434154,0.67716,0.899874928157407,0.746134644160577
"P07305",0.0394998152031165,0.12744,0.233648680886716,0.13795946553844
"P07306",0.448636873791157,0.18572,0.45821148633692,0.342995177385999
"P07307",0.208836317360796,0.13648,0.179458093482774,0.290141482422873
"P07311",0.453151749550982,0.07146,0.177448090275678,0.176988581696201
"P07315",0.0607341881111408,0.06356,0.0497993662521445,0.224364697092169
"P07316",0.0464396723066843,0.04988,0.0392257645828676,0.220457951687494
"P07320",0.0987967711115187,0.2519,0.103975211310976,0.266974953528072
"P07327",0.504218899953616,0.28392,0.414001608323141,0.126328278341965
"P07332",0.179157099203303,0.44872,0.036593155361853,0.463883062223479
"P07333",0.959903147931159,0.99014,0.999066360930661,0.824787301036604
"P07339",0.309458687569086,0.38292,0.292834247783793,0.268555881241601
"P07355",0.387652743077988,0.54704,0.223394132330861,0.546519250937457
"P07357",0.183073401667264,0.15236,0.0578082715066184,0.494920295935796
"P07358",0.321003167379013,0.19646,0.206608041372059,0.516466291976147
"P07359",0.668289328776564,0.85176,0.554600567239029,0.788767086075143
"P07360",0.150356243917973,0.14552,0.031704259371481,0.175922968218737
"P07384",0.479421608286624,0.64906,0.444743852919282,0.753393384771037
"P07437",0.628939160572786,0.4128,0.65372765390504,0.23703978715224
"P07438",0.0999861279521398,0.20282,0.230297445751171,0.243176104071623
"P07451",0.223276600409125,0.41082,0.225217706741422,0.28738619902602
"P07476",0.0616740709338522,0.21064,0.233174012350999,0.159823067453581
"P07477",0.786538462769903,0.38188,0.775593258508451,0.236790738446069
"P07478",0.626419661238664,0.45328,0.572433607030577,0.639762697585152
"P07492",0.771875524672389,0.5275,0.661503070342986,0.53444485801302
"P07498",0.157559433934417,0.14552,0.160775733260019,0.179456287255547
"P07510",0.48676923966672,0.43304,0.503244570501983,0.550352069103808
"P07550",0.967580991600002,0.97474,0.997852030516374,0.829536264752374
"P07585",0.858496378656232,0.83154,0.894136110852925,0.592054163246906
"P07602",0.862244312574738,0.65102,0.9147025209006,0.760314794542479
"P07686",0.401334064666114,0.2957,0.531169545710144,0.434814869890731
"P07711",0.836536738579222,0.82888,0.950195999945626,0.78456922387415
"P07737",0.52386212105899,0.66132,0.751064158445325,0.252863635441894
"P07738",0.0975141166522736,0.10336,0.0305279211219087,0.251254415826068
"P07741",0.281797723351439,0.55574,0.163745658262793,0.167421685916996
"P07766",0.746063442466124,0.92264,0.961697690072786,0.721449289396418
"P07814",0.617843115672926,0.6159,0.638309716801627,0.79911992294722
"P07858",0.743097670500196,0.82618,0.914582924703486,0.76959338573516
"P07864",0.442865061483043,0.25272,0.324606156573488,0.188964660559674
"P07900",0.869041001047702,0.59114,0.532541509364984,0.745018874202237
"P07902",0.161735065998422,0.15144,0.148954591784759,0.235567520605886
"P07910",0.0863683031091203,0.0903,0.0215290457221737,0.15936767169476
"P07911",0.247068082636582,0.29288,0.199073669554461,0.629624280078867
"P07919",0.0398042141778344,0.13906,0.0960197904926034,0.174944743582004
"P07942",0.579582825131611,0.56554,0.57356044861781,0.665733610827734
"P07947",0.905100790905245,0.90816,0.99387936330299,0.825867809166952
"P07948",0.882451340852619,0.85696,0.888007172762872,0.822018441433929
"P07949",0.850122739609432,0.97408,0.979261709603543,0.830721230652257
"P07951",0.207799163518961,0.23422,0.119016634043341,0.164702638901638
"P07954",0.253921744249246,0.19362,0.248149338999491,0.15982222493227
"P07988",0.355380841037805,0.51298,0.202347849996113,0.477463379896214
"P07992",0.186576278792333,0.4274,0.121223498581648,0.18652009677507
"P07996",0.926093854553286,0.85458,0.922080890176964,0.819314151518438
"P07998",0.133368388766875,0.13714,0.162929196576145,0.163778844285357
"P08034",0.456438585125519,0.28806,0.529362549268577,0.281773978828958
"P08047",0.656412293175755,0.56864,0.226310370418281,0.554735247233419
"P08048",0.0624475844336481,0.03412,0.0242292288465805,0.215672131654575
"P08069",0.970072310196191,0.98778,0.996900935825032,0.83062149742069
"P08100",0.917474260760298,0.66284,0.945846461339539,0.384850448186556
"P08118",0.103738071921274,0.1361,0.108176316559396,0.153483968244847
"P08123",0.90608275380409,0.6801,0.304378245441293,0.54096986386814
"P08133",0.141738720477205,0.118,0.0530424744102124,0.201900198758381
"P08134",0.782434430074341,0.52242,0.799434618984196,0.649459611073907
"P08138",0.769422454321203,0.77138,0.715911495122001,0.718865557189569
"P08151",0.253979094643049,0.47528,0.126696980202992,0.476794278839185
"P08172",0.953447539143598,0.95186,0.995530344375579,0.819042222452846
"P08173",0.790187820236683,0.74882,0.934716110924055,0.544781254655832
"P08174",0.331414334057055,0.52696,0.429535885205094,0.291119986063538
"P08183",0.944652680972374,0.95878,0.98553013535961,0.769304378064505
"P08185",0.372004603608619,0.09416,0.307271367285137,0.245937704370373
"P08195",0.340591142936862,0.54378,0.154815655686829,0.332423900353525
"P08217",0.34744903410237,0.12458,0.414337070503574,0.33248817662907
"P08218",0.375357249958702,0.18584,0.361562793981903,0.192766883956973
"P08235",0.682013202599466,0.8469,0.889523151409296,0.637148822907996
"P08236",0.294172233649312,0.32626,0.414809270373819,0.31038363717861
"P08237",0.640075390208418,0.43596,0.577849362901043,0.417283385550692
"P08238",0.833057081495544,0.60074,0.636007653955721,0.73794532365599
"P08240",0.283823446500537,0.45024,0.193566176037526,0.165250502580426
"P08243",0.306645265283885,0.685,0.420713771611106,0.42107695268411
"P08246",0.902743400533596,0.8141,0.859729562570347,0.667232636959182
"P08247",0.831336823179499,0.82836,0.95516016286992,0.3488349557222
"P08253",0.931283859284105,0.96352,0.983512899194867,0.826423310015814
"P08254",0.81679131990786,0.90236,0.918095636660805,0.8084078657956
"P08263",0.141132115203212,0.32318,0.301021929184729,0.224670592576751
"P08294",0.321119170354828,0.5594,0.277954275943945,0.306858738124615
"P08311",0.477376914391403,0.74956,0.297106723567136,0.481149360784896
"P08319",0.565259069215866,0.24996,0.639120614303498,0.206343995091083
"P08397",0.0904488824847273,0.3142,0.0683199390677379,0.209838988125288
"P08473",0.811161270530406,0.81602,0.907962587404505,0.779932921252375
"P08476",0.653934936095334,0.63082,0.47415037889625,0.707147910238172
"P08493",0.162333836849532,0.4561,0.111060950121095,0.218415528518872
"P08514",0.839170445058493,0.7569,0.932707993806625,0.812072414569002
"P08519",0.379393880431637,0.26918,0.247965989935222,0.576203100692641
"P08559",0.161463804917533,0.18406,0.10541183701289,0.193141294872813
"P08567",0.4765715667012,0.3627,0.323480120269538,0.314335005385545
"P08571",0.848882750913656,0.82546,0.85542177758672,0.69054110207101
"P08572",0.521240756645191,0.4662,0.196407552658197,0.53781314771263
"P08574",0.376271413230625,0.74052,0.435833786264617,0.299119728244007
"P08575",0.692388361462639,0.49828,0.654262789941254,0.825386371644251
"P08579",0.118196410571541,0.15592,0.123192138101896,0.122461314785517
"P08581",0.961262022399588,0.99084,0.994685228104935,0.794606445556371
"P08582",0.0453149164746342,0.08482,0.0117824173519375,0.513650306991928
"P08588",0.910968046240153,0.7496,0.972118197319274,0.826223413977686
"P08590",0.59627553998496,0.39796,0.446461588476136,0.289257666483623
"P08603",0.411060922676033,0.49094,0.652584351041839,0.788691885670122
"P08620",0.611736398482719,0.74776,0.606146446722019,0.232023394191962
"P08621",0.0825543069209439,0.32492,0.143841439917626,0.225182939254317
"P08631",0.790753205087254,0.88376,0.934364773649897,0.749494112132296
"P08637",0.50110402754014,0.70012,0.618623390517076,0.374146765963475
"P08648",0.885044418673501,0.77526,0.947703274110678,0.8273485135652
"P08651",0.0822765598279501,0.08278,0.0295441155151022,0.190933725542215
"P08670",0.779569215298224,0.58596,0.415429391472933,0.501854324751866
"P08684",0.881568962149529,0.85392,0.928061072327427,0.715775945527349
"P08686",0.731074813924031,0.62458,0.747120068945111,0.816217588824257
"P08697",0.810015155015543,0.80428,0.792260847793184,0.660467825298891
"P08700",0.836847640141244,0.7288,0.783183254205439,0.583233319627964
"P08708",0.0777545804344385,0.12634,0.0509432753509855,0.147250513358037
"P08709",0.877689254178769,0.97724,0.981412066114047,0.821899698383839
"P08727",0.118759077748911,0.18128,0.0195607017813566,0.178755558112311
"P08729",0.209921372185952,0.21692,0.0294837354148844,0.150897961925253
"P08754",0.911730151787423,0.69208,0.902184028915371,0.81004956942658
"P08758",0.318632221952823,0.53386,0.135651947566512,0.176625938424926
"P08779",0.13902171212766,0.08142,0.0293227317793991,0.169227296520576
"P08833",0.893651209232151,0.8129,0.925516300056271,0.82280109209117
"P08842",0.724114390126133,0.70812,0.83412030509429,0.796377474101621
"P08861",0.208901876555749,0.12112,0.269478972244871,0.20045463988546
"P08865",0.573045553109255,0.38026,0.355818130834734,0.382451263466195
"P08887",0.938303080008375,0.9446,0.985887893549954,0.827970206843731
"P08908",0.862228830342702,0.81868,0.968141586253189,0.706070207983046
"P08910",0.0815034349502558,0.35016,0.0250306272749047,0.461182519254043
"P08912",0.638408912007519,0.73306,0.904416702961146,0.778688916063917
"P08913",0.79678352327763,0.8263,0.968201519787194,0.574863018647457
"P08922",0.52458018976763,0.2399,0.48918735542616,0.814096257515707
"P08949",0.275900463018654,0.44662,0.114717245612786,0.252724045197864
"P08962",0.485049299001496,0.34638,0.377172534823249,0.196537047853807
"P08F94",0.589359998502155,0.33354,0.48356614540816,0.816258541009337
"P09001",0.143322956982804,0.2031,0.109570267599627,0.184447797658059
"P09012",0.38780827912938,0.26192,0.350371934450678,0.138438857075178
"P09016",0.111820140351902,0.08696,0.0630944040167628,0.211845907323848
"P09017",0.0824790926496416,0.22766,0.0513201096250633,0.251911626496265
"P09038",0.872205902165577,0.752,0.741577842581199,0.760426540776591
"P09067",0.178844579440366,0.1038,0.172791600885148,0.207270924421001
"P09086",0.253868403857849,0.16086,0.175119706386804,0.140809223966424
"P09093",0.212178122708103,0.0896,0.261429276234848,0.247587898882294
"P09104",0.740600013388198,0.78928,0.80138198396141,0.464039368049673
"P09105",0.264186365830843,0.31478,0.0901927189565574,0.190581337516658
"P09110",0.235340650967881,0.4863,0.243574918143855,0.160820757236454
"P09131",0.0875393296488466,0.24902,0.0264129459026237,0.231023571898904
"P09132",0.117514825060664,0.28766,0.0600537681303836,0.18476933313667
"P09172",0.245779901527177,0.32706,0.143113160752578,0.523603648035551
"P09210",0.314627722924702,0.39306,0.529006319768387,0.351593600715984
"P09211",0.69791376232729,0.86824,0.780699557830713,0.767516143089747
"P09228",0.0729893742543379,0.08616,0.0227930179404288,0.224856474471756
"P09234",0.251471294780884,0.22836,0.271163030998678,0.138783879683853
"P09237",0.913279936748727,0.9685,0.990945055523095,0.822176046213048
"P09238",0.716902572496408,0.42178,0.706393318571463,0.685781369857786
"P09326",0.535297135726391,0.4733,0.727817633718764,0.304649961435494
"P09327",0.311246492025926,0.33404,0.274273968149509,0.637960751515908
"P09341",0.785565874186423,0.63008,0.603230305535291,0.500978479633242
"P09382",0.754793566526383,0.7013,0.704217786841413,0.454704462387862
"P09417",0.407889230872198,0.3815,0.450247617392891,0.32223071995206
"P09429",0.405342325833447,0.53106,0.161752978791725,0.652544103686469
"P09430",0.0487869466748277,0.17996,0.205213861002569,0.145091133162954
"P09455",0.252765067397444,0.3214,0.287354395457368,0.237662991783638
"P09466",0.14789352898617,0.10502,0.0983407756830906,0.217182881488793
"P09467",0.342206245525317,0.53094,0.417640421164484,0.214148367820159
"P09471",0.914037218184571,0.86122,0.957003385710708,0.789037193973015
"P09486",0.533621626216333,0.6523,0.480998768945096,0.557253242581029
"P09488",0.344755356067389,0.6085,0.387945244303556,0.305766542288715
"P09493",0.33591325125796,0.42666,0.12286850087021,0.346791174179447
"P09496",0.466173420163002,0.25332,0.276556846323783,0.199772749833423
"P09497",0.376599194974956,0.22626,0.134936801767521,0.21241165402045
"P09525",0.141394730296822,0.14704,0.0416359577463416,0.169089589274406
"P09529",0.255362244165691,0.53884,0.170013932139128,0.451814455094885
"P09543",0.20190558741038,0.35342,0.108922452412715,0.639889556550724
"P09544",0.826151734237564,0.80102,0.918079354560454,0.809789736583265
"P09564",0.359533011352609,0.2895,0.347578258542605,0.21635746324408
"P09565",0.0266842230926633,0.03954,0.0409566011627822,0.147333752813973
"P09601",0.728688229016227,0.83774,0.749085233208826,0.666967295785046
"P09603",0.872714553028897,0.79584,0.878356193348764,0.74880567767802
"P09619",0.942120068763836,0.98334,0.974163618857752,0.826376067850045
"P09622",0.624861688089446,0.38288,0.459316560840831,0.303232691230887
"P09629",0.131949848089306,0.11122,0.0811173757665389,0.236566083616618
"P09630",0.0740067937310005,0.10392,0.0381706109366298,0.213452020744565
"P09651",0.749002341948624,0.59194,0.460993368419381,0.299740582451664
"P09661",0.114393413393065,0.32186,0.097817456192918,0.151428144208073
"P09668",0.499736174680094,0.52698,0.767563274592244,0.591663227116196
"P09669",0.0599114039341522,0.14368,0.0831585476591542,0.131468525283108
"P09681",0.427130649163761,0.59398,0.131500923068802,0.333981311134342
"P09683",0.502174717067891,0.40048,0.320261440120815,0.235376784651226
"P09693",0.67848224548758,0.53722,0.716856211951938,0.344520644634031
"P09758",0.230214152610349,0.27148,0.0945774226874761,0.417661998705679
"P09769",0.848708133622227,0.86592,0.983132351488006,0.804305834447594
"P09848",0.525650399622959,0.45508,0.523221908472454,0.795406152713027
"P09871",0.338187216159528,0.47958,0.421389196479873,0.764024685909366
"P09874",0.460217992223609,0.63732,0.381353317511513,0.6998397561216
"P09884",0.681652276116359,0.4673,0.670741453922431,0.793259654629049
"P09912",0.267680883702692,0.31302,0.238599708763591,0.205683448182732
"P09913",0.0968537593045475,0.32056,0.048641246126226,0.281833656418336
"P09914",0.202496510374766,0.45964,0.406747025872182,0.335656140075129
"P09917",0.643073239379031,0.79792,0.770351933363047,0.807805275259583
"P09919",0.830003162459292,0.8136,0.608189430426213,0.763519791131407
"P09923",0.590562559964254,0.32694,0.675458394814842,0.244295943407728
"P09936",0.338859385453208,0.25178,0.271465812142298,0.155929298183465
"P09958",0.90983187268836,0.8747,0.988676378433297,0.82049557796648
"P09960",0.219992203281108,0.38822,0.142445067699687,0.536412362458325
"P09972",0.170765413384354,0.4186,0.100343685732698,0.221380475678388
"P0C024",0.173965035193845,0.10384,0.0734678025217233,0.13063822195769
"P0C025",0.0546077953268741,0.03674,0.0156795568218668,0.205651733340327
"P0C091",0.0499545624022644,0.0598,0.0236031973209745,0.189055308123743
"P0C0E4",0.205076580002453,0.22094,0.0908365585174089,0.251192010319967
"P0C0L4",0.335931462468087,0.6358,0.313152666208131,0.744180907517913
"P0C0L5",0.378117329306948,0.65588,0.274091570775022,0.784237423137774
"P0C0P6",0.419035571908831,0.30328,0.296850655419731,0.174383067032014
"P0C0S5",0.141071811795864,0.44006,0.23363536045136,0.165887287515563
"P0C0S8",0.0772530971908862,0.22658,0.246269796872715,0.151341937185324
"P0C1H6",0.0731460368920722,0.1265,0.0395396337706582,0.116970819075498
"P0C1S8",0.238551600544616,0.16748,0.0856475631345026,0.19481746869376
"P0C1Z6",0.0514487524209437,0.07414,0.011187099222256,0.146192843565847
"P0C221",0.0202705337185347,0.03418,0.0220543992383471,0.132930303979414
"P0C263",0.188045543923898,0.09296,0.0871485029302214,0.266622407368738
"P0C264",0.174939525608708,0.09092,0.0784561380259501,0.182837625471125
"P0C2L3",0.0350130803423841,0.02884,0.00578288371257808,0.119917999724293
"P0C2S0",0.0643805403336505,0.15188,0.0438119595545995,0.144484904997455
"P0C2W1",0.169869633171904,0.09982,0.146903811463541,0.266339460312565
"P0C2W7",0.0269523991987088,0.06718,0.065131061715997,0.116873468432579
"P0C2Y1",0.0414434637317382,0.03014,0.0281633906834591,0.126712688355584
"P0C5J1",0.0382625413510088,0.02856,0.0115937161323484,0.163897182190627
"P0C5K6",0.0193427136977711,0.27704,0.157932848870076,0.153145314660885
"P0C5K7",0.0107914704902455,0.05252,0.101725168874554,0.121415044007864
"P0C5Y4",0.0163737372708027,0.08722,0.205877110135929,0.254031317701648
"P0C5Y9",0.105078422037809,0.10882,0.071339688030639,0.136178361867667
"P0C5Z0",0.0624812110815182,0.08972,0.228169514183797,0.137657138444007
"P0C604",0.0831649466887043,0.1399,0.029952579533479,0.129445513820147
"P0C617",0.0775166116207152,0.14408,0.0341886081133291,0.12860504556407
"P0C623",0.0862814829808745,0.07204,0.0239333277341419,0.151736751279377
"P0C626",0.0570291757198392,0.10848,0.014288793860672,0.15014590244594
"P0C628",0.093057386628086,0.10266,0.0218152141718343,0.143165171810327
"P0C629",0.0520424139994037,0.10092,0.0192595779929413,0.145715174313707
"P0C645",0.489302910138726,0.1731,0.261738244996312,0.247943793171957
"P0C646",0.589795791874603,0.22498,0.223444336462434,0.282949592865398
"P0C671",0.0156058469379946,0.02186,0.0368062238296079,0.130605911069372
"P0C672",0.126297816822371,0.16122,0.0673577846343722,0.248056582969275
"P0C6A0",0.0379563803288958,0.0439,0.0261489170306316,0.240796259267223
"P0C6C1",0.0272824636020555,0.01204,0.00565171305543628,0.117467016613615
"P0C6P0",0.0376287432875299,0.10278,0.0103476908937778,0.149053129651575
"P0C6S8",0.0534567266083478,0.03692,0.00860900953261361,0.150138358057384
"P0C6T2",0.0625275099431933,0.24618,0.0723929819128424,0.124249067398587
"P0C7A2",0.0146879831760761,0.06292,0.0614337230139395,0.15533913313609
"P0C7H8",0.0124725129712445,0.08408,0.215538027346832,0.126851951038752
"P0C7H9",0.0439566639639638,0.00696,0.00217251931659769,0.174932034790823
"P0C7I0",0.043393690383006,0.01276,0.00194359567306651,0.178972819276346
"P0C7I6",0.0197703011415454,0.01178,0.00748817480900151,0.14499538511976
"P0C7L1",0.0225163405482236,0.072,0.0195484817876827,0.180501158611391
"P0C7M3",0.0409723264767062,0.06038,0.00968152668294289,0.117840466177639
"P0C7M4",0.0406357849318673,0.06162,0.030687054517742,0.164178857441792
"P0C7M6",0.0270962777736098,0.08806,0.0497689116981215,0.161493454367959
"P0C7M7",0.52322928530984,0.22978,0.456972968846396,0.495847800145557
"P0C7M8",0.00879666790314576,0.03602,0.157144658523298,0.163214218467261
"P0C7N1",0.0717508610847768,0.11274,0.0196974429681362,0.140052437588341
"P0C7N4",0.024888585581762,0.0184,0.00551343929810389,0.142569793703579
"P0C7N5",0.53499015069128,0.2079,0.258766902228003,0.355455208754432
"P0C7N8",0.0696608215185043,0.08186,0.0173956917802008,0.151858417948282
"P0C7P0",0.026568453423586,0.05466,0.0211374424509465,0.157013861675746
"P0C7P1",0.0309969707595642,0.04858,0.0696304432269325,0.171978551612904
"P0C7P2",0.0267877867789698,0.13962,0.0699543103798291,0.164510739222574
"P0C7P3",0.155208168389945,0.21266,0.0915527344943915,0.541657457549168
"P0C7P4",0.0321828918200408,0.01438,0.00363889471918181,0.135834245130582
"P0C7Q2",0.0645478001266531,0.10534,0.0384636526883265,0.163074140792571
"P0C7Q3",0.0385263794693571,0.1355,0.0668784294287867,0.165691890187705
"P0C7Q5",0.0744628307195716,0.12052,0.0296418063274467,0.151901219531035
"P0C7Q6",0.0687397070936953,0.10008,0.0497620113730181,0.16478610363971
"P0C7T2",0.0603450117701581,0.06718,0.0143906634800398,0.158919786488541
"P0C7T3",0.502985940147886,0.35788,0.19863578129745,0.503087240662937
"P0C7T4",0.0146843885963927,0.24752,0.138446426687976,0.155912347800989
"P0C7T5",0.0348298195982025,0.09714,0.00979373978256617,0.170349671821704
"P0C7T7",0.0153880592232673,0.03818,0.0734873859233108,0.167739658847823
"P0C7T8",0.0465082865555052,0.09584,0.0156911023079695,0.133340012635575
"P0C7U0",0.0189317662918223,0.03136,0.00449435661095146,0.329442520222818
"P0C7U1",0.0259555386716458,0.02552,0.00286015636607738,0.167190394752257
"P0C7U3",0.056417759913491,0.06296,0.0186101919933885,0.165992833964901
"P0C7U9",0.0221836457831858,0.06538,0.058889763169056,0.172972603339599
"P0C7V0",0.0172900192226226,0.03334,0.058093399653367,0.121506197942601
"P0C7V4",0.0251370755812512,0.02032,0.0139694063088129,0.117977038317563
"P0C7V6",0.0912424100789276,0.03312,0.0217200042506786,0.183636011400336
"P0C7V7",0.0348492664291914,0.05962,0.0164293544202278,0.157090800843972
"P0C7V8",0.0680762055483637,0.04948,0.0260229516904939,0.167723797637214
"P0C7V9",0.0315130455944898,0.02408,0.00543518050614156,0.150807220361912
"P0C7W0",0.0236981455458001,0.05942,0.0260713342929066,0.157498653573136
"P0C7W6",0.0107018548657453,0.07854,0.113803972206124,0.131073845059524
"P0C7W8",0.0324061606269324,0.0179,0.0142532779900357,0.118247555457943
"P0C7W9",0.025909398114026,0.0145,0.0145304138571625,0.118029071594168
"P0C7X0",0.0295376928192051,0.01944,0.0104207670608379,0.118258901809231
"P0C7X1",0.116262415370309,0.051,0.04690685405059,0.318406969456998
"P0C7X2",0.0337630595958483,0.01312,0.0162854434929594,0.186115183281044
"P0C7X3",0.0629594233857041,0.05122,0.0186276701030688,0.150433917152399
"P0C7X4",0.0507189600175732,0.09884,0.0285112178744171,0.11960440317289
"P0C7X5",0.0268440555916108,0.0328,0.0619849442150081,0.237126011467727
"P0C841",0.0270439565785004,0.13132,0.0917237433736299,0.123826573392868
"P0C842",0.0663830902395697,0.05096,0.0231464527895101,0.149102095741966
"P0C843",0.0210025976190539,0.04096,0.0444889379567764,0.125150787432142
"P0C851",0.104939265666563,0.08164,0.0376206122644362,0.248464637242432
"P0C853",0.019428738386562,0.06256,0.139873259648764,0.171866658750933
"P0C854",0.0208620102228686,0.0365,0.0469492256236359,0.138327217432116
"P0C860",0.0316858994832481,0.03632,0.0130362680742085,0.129867119020628
"P0C862",0.0682952853719598,0.13656,0.0943796388005016,0.197234978742063
"P0C864",0.0232771348507083,0.08378,0.0376374062387116,0.144214048386182
"P0C866",0.0363590464892087,0.03522,0.00669050039518981,0.146448315410416
