"ensembl_gene_id","external_gene_name","description","gene_biotype","cluster","betweenness","degree_centrality","prize","type"
"ENSG00000171557","FGG","fibrinogen gamma chain ","protein_coding","1",32092,8,50,"Terminal"
"ENSG00000171596","NMUR1","neuromedin U receptor 1 ","protein_coding","1",22876,8,50,"Terminal"
"ENSG00000171914","TLN2","talin 2 ","protein_coding","1",34231,8,50,"Terminal"
"ENSG00000172867","KRT2","keratin 2 ","protein_coding","1",1,8,50,"Terminal"
"ENSG00000173801","JUP","junction plakoglobin ","protein_coding","1",484080,8,50,"Terminal"
"ENSG00000175065","DSG4","desmoglein 4 ","protein_coding","1",24166,8,46,"Steiner"
"ENSG00000175581","MRPL48","mitochondrial ribosomal protein L48 ","protein_coding","1",6109,8,50,"Terminal"
"ENSG00000176177","ENTHD1","ENTH domain containing 1 ","protein_coding","1",0,8,50,"Terminal"
"ENSG00000176454","LPCAT4","lysophosphatidylcholine acyltransferase 4 ","protein_coding","1",63309,8,50,"Terminal"
"ENSG00000176732","PFN4","profilin family member 4 ","protein_coding","1",124285,8,50,"Steiner"
"ENSG00000178568","ERBB4","erb-b2 receptor tyrosine kinase 4 ","protein_coding","1",43726,8,50,"Terminal"
"ENSG00000178741","COX5A","cytochrome c oxidase subunit 5A ","protein_coding","1",118332,8,50,"Steiner"
"ENSG00000179776","CDH5","cadherin 5 ","protein_coding","1",59994,8,50,"Terminal"
"ENSG00000180245","RRH","retinal pigment epithelium-derived rhodopsin homolog ","protein_coding","1",0,8,50,"Terminal"
"ENSG00000180573","H2AC6","H2A clustered histone 6 ","protein_coding","1",100136,8,50,"Terminal"
"ENSG00000184260","H2AC20","H2A clustered histone 20 ","protein_coding","1",33775,8,50,"Terminal"
"ENSG00000185630","PBX1","PBX homeobox 1 ","protein_coding","1",28979,8,50,"Terminal"
"ENSG00000185883","ATP6V0C","ATPase H+ transporting V0 subunit c ","protein_coding","1",100371,8,50,"Terminal"
"ENSG00000186468","RPS23","ribosomal protein S23 ","protein_coding","1",1,8,50,"Terminal"
"ENSG00000196569","LAMA2","laminin subunit alpha 2 ","protein_coding","1",49895,8,50,"Terminal"
"ENSG00000197822","OCLN","occludin ","protein_coding","1",19312,8,50,"Terminal"
"ENSG00000198467","TPM2","tropomyosin 2 ","protein_coding","1",36636,8,50,"Terminal"
"ENSG00000198851","CD3E","CD3 epsilon subunit of T-cell receptor complex ","protein_coding","1",62821,8,50,"Terminal"
"ENSG00000203896","LIME1","Lck interacting transmembrane adaptor 1 ","protein_coding","1",13077,8,50,"Terminal"
"ENSG00000204220","PFDN6","prefoldin subunit 6 ","protein_coding","1",21060,8,50,"Terminal"
"ENSG00000204531","POU5F1","POU class 5 homeobox 1 ","protein_coding","1",345209,8,50,"Terminal"
"ENSG00000227507","LTB","lymphotoxin beta ","protein_coding","1",171193,8,50,"Terminal"
"ENSG00000241837","ATP5PO","ATP synthase peripheral stalk subunit OSCP ","protein_coding","1",27306,8,50,"Terminal"
"ENSG00000244687","UBE2V1","ubiquitin conjugating enzyme E2 V1 ","protein_coding","1",2812,8,50,"Terminal"
"ENSG00000245848","CEBPA","CCAAT enhancer binding protein alpha ","protein_coding","1",54734,8,50,"Terminal"
"ENSG00000277791","PSMB3","proteasome 20S subunit beta 3 ","protein_coding","1",6626,8,50,"Terminal"
"ENSG00000005249","PRKAR2B","protein kinase cAMP-dependent type II regulatory subunit beta ","protein_coding","1",18947,7,50,"Terminal"
"ENSG00000007168","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1 ","protein_coding","1",49192,7,50,"Steiner"
"ENSG00000007312","CD79B","CD79b molecule ","protein_coding","1",22804,7,50,"Terminal"
"ENSG00000011422","PLAUR","plasminogen activator, urokinase receptor ","protein_coding","1",111697,7,50,"Terminal"
"ENSG00000013810","TACC3","transforming acidic coiled-coil containing protein 3 ","protein_coding","1",56856,7,50,"Terminal"
"ENSG00000015479","MATR3","matrin 3 ","protein_coding","1",13911,7,50,"Terminal"
"ENSG00000044574","HSPA5","heat shock protein family A (Hsp70) member 5 ","protein_coding","1",52468,7,50,"Steiner"
"ENSG00000049283","EPN3","epsin 3 ","protein_coding","1",18864,7,50,"Terminal"
"ENSG00000053747","LAMA3","laminin subunit alpha 3 ","protein_coding","1",24433,7,50,"Terminal"
"ENSG00000054277","OPN3","opsin 3 ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000064300","NGFR","nerve growth factor receptor ","protein_coding","1",112283,7,50,"Terminal"
"ENSG00000066468","FGFR2","fibroblast growth factor receptor 2 ","protein_coding","1",25833,7,50,"Terminal"
"ENSG00000067191","CACNB1","calcium voltage-gated channel auxiliary subunit beta 1 ","protein_coding","1",18778,7,50,"Terminal"
"ENSG00000068028","RASSF1","Ras association domain family member 1 ","protein_coding","1",63037,7,50,"Terminal"
"ENSG00000070886","EPHA8","EPH receptor A8 ","protein_coding","1",34586,7,50,"Terminal"
"ENSG00000075213","SEMA3A","semaphorin 3A ","protein_coding","1",46839,7,50,"Terminal"
"ENSG00000075624","ACTB","actin beta ","protein_coding","1",145044,7,50,"Steiner"
"ENSG00000079841","RIMS1","regulating synaptic membrane exocytosis 1 ","protein_coding","1",175,7,50,"Terminal"
"ENSG00000082175","PGR","progesterone receptor ","protein_coding","1",17443,7,50,"Terminal"
"ENSG00000082482","KCNK2","potassium two pore domain channel subfamily K member 2 ","protein_coding","1",44186,7,50,"Steiner"
"ENSG00000083750","RRAGB","Ras related GTP binding B ","protein_coding","1",27575,7,50,"Steiner"
"ENSG00000086062","B4GALT1","beta-1,4-galactosyltransferase 1 ","protein_coding","1",56627,7,50,"Terminal"
"ENSG00000090339","ICAM1","intercellular adhesion molecule 1 ","protein_coding","1",305060,7,39,"Steiner"
"ENSG00000094916","CBX5","chromobox 5 ","protein_coding","1",27640,7,50,"Terminal"
"ENSG00000100162","CENPM","centromere protein M ","protein_coding","1",3535,7,50,"Terminal"
"ENSG00000100196","KDELR3","KDEL endoplasmic reticulum protein retention receptor 3 ","protein_coding","1",47859,7,50,"Terminal"
"ENSG00000100823","APEX1","apurinic/apyrimidinic endodeoxyribonuclease 1 ","protein_coding","1",42569,7,50,"Steiner"
"ENSG00000101193","GID8","GID complex subunit 8 homolog ","protein_coding","1",31601,7,50,"Terminal"
"ENSG00000101210","EEF1A2","eukaryotic translation elongation factor 1 alpha 2 ","protein_coding","1",152369,7,50,"Terminal"
"ENSG00000101811","CSTF2","cleavage stimulation factor subunit 2 ","protein_coding","1",24985,7,50,"Terminal"
"ENSG00000102245","CD40LG","CD40 ligand ","protein_coding","1",68887,7,50,"Terminal"
"ENSG00000102580","DNAJC3","DnaJ heat shock protein family (Hsp40) member C3 ","protein_coding","1",82028,7,50,"Terminal"
"ENSG00000103342","GSPT1","G1 to S phase transition 1 ","protein_coding","1",68013,7,50,"Terminal"
"ENSG00000104375","STK3","serine/threonine kinase 3 ","protein_coding","1",90431,7,50,"Steiner"
"ENSG00000104852","SNRNP70","small nuclear ribonucleoprotein U1 subunit 70 ","protein_coding","1",54085,7,50,"Terminal"
"ENSG00000104888","SLC17A7","solute carrier family 17 member 7 ","protein_coding","1",204,7,50,"Terminal"
"ENSG00000105568","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha ","protein_coding","1",80969,7,50,"Steiner"
"ENSG00000105968","H2AZ2","H2A.Z variant histone 2 ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000106631","MYL7","myosin light chain 7 ","protein_coding","1",19228,7,50,"Terminal"
"ENSG00000108878","CACNG1","calcium voltage-gated channel auxiliary subunit gamma 1 ","protein_coding","1",111111,7,50,"Terminal"
"ENSG00000109906","ZBTB16","zinc finger and BTB domain containing 16 ","protein_coding","1",37340,7,50,"Terminal"
"ENSG00000111206","FOXM1","forkhead box M1 ","protein_coding","1",6805,7,50,"Terminal"
"ENSG00000111581","NUP107","nucleoporin 107 ","protein_coding","1",6101,7,49,"Steiner"
"ENSG00000113368","LMNB1","lamin B1 ","protein_coding","1",130516,7,50,"Terminal"
"ENSG00000115267","IFIH1","interferon induced with helicase C domain 1 ","protein_coding","1",53412,7,50,"Terminal"
"ENSG00000115353","TACR1","tachykinin receptor 1 ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000115884","SDC1","syndecan 1 ","protein_coding","1",19111,7,50,"Terminal"
"ENSG00000116016","EPAS1","endothelial PAS domain protein 1 ","protein_coding","1",97913,7,50,"Terminal"
"ENSG00000116741","RGS2","regulator of G protein signaling 2 ","protein_coding","1",100801,7,50,"Terminal"
"ENSG00000116750","UCHL5","ubiquitin C-terminal hydrolase L5 ","protein_coding","1",33832,7,50,"Terminal"
"ENSG00000117399","CDC20","cell division cycle 20 ","protein_coding","1",173190,7,50,"Terminal"
"ENSG00000117407","ARTN","artemin ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000117597","UTP25","UTP25 small subunit processome component ","protein_coding","1",27225,7,50,"Terminal"
"ENSG00000118762","PKD2","polycystin 2, transient receptor potential cation channel ","protein_coding","1",28988,7,50,"Terminal"
"ENSG00000119782","FKBP1B","FKBP prolyl isomerase 1B ","protein_coding","1",41012,7,50,"Terminal"
"ENSG00000119878","CRIPT","CXXC repeat containing interactor of PDZ3 domain ","protein_coding","1",92547,7,50,"Terminal"
"ENSG00000120334","CENPL","centromere protein L ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000120659","TNFSF11","TNF superfamily member 11 ","protein_coding","1",32803,7,50,"Terminal"
"ENSG00000120802","TMPO","thymopoietin ","protein_coding","1",262484,7,50,"Terminal"
"ENSG00000120910","PPP3CC","protein phosphatase 3 catalytic subunit gamma ","protein_coding","1",13761,7,50,"Terminal"
"ENSG00000122778","KIAA1549","KIAA1549 ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000122861","PLAU","plasminogen activator, urokinase ","protein_coding","1",70782,7,50,"Terminal"
"ENSG00000123384","LRP1","LDL receptor related protein 1 ","protein_coding","1",62019,7,50,"Terminal"
"ENSG00000123485","HJURP","Holliday junction recognition protein ","protein_coding","1",34209,7,50,"Terminal"
"ENSG00000123612","ACVR1C","activin A receptor type 1C ","protein_coding","1",57164,7,50,"Terminal"
"ENSG00000124207","CSE1L","chromosome segregation 1 like ","protein_coding","1",1356,7,50,"Terminal"
"ENSG00000124249","KCNK15","potassium two pore domain channel subfamily K member 15 ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000124780","KCNK17","potassium two pore domain channel subfamily K member 17 ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000124783","SSR1","signal sequence receptor subunit 1 ","protein_coding","1",440337,7,50,"Terminal"
"ENSG00000125378","BMP4","bone morphogenetic protein 4 ","protein_coding","1",134823,7,50,"Steiner"
"ENSG00000125650","PSPN","persephin ","protein_coding","1",3149,7,50,"Terminal"
"ENSG00000125755","SYMPK","symplekin scaffold protein ","protein_coding","1",88074,7,50,"Steiner"
"ENSG00000127314","RAP1B","RAP1B, member of RAS oncogene family ","protein_coding","1",33797,7,50,"Steiner"
"ENSG00000128422","KRT17","keratin 17 ","protein_coding","1",92,7,50,"Terminal"
"ENSG00000128595","CALU","calumenin ","protein_coding","1",12643,7,50,"Terminal"
"ENSG00000129824","RPS4Y1","ribosomal protein S4 Y-linked 1 ","protein_coding","1",19285,7,50,"Terminal"
"ENSG00000130294","KIF1A","kinesin family member 1A ","protein_coding","1",2836,7,50,"Terminal"
"ENSG00000130433","CACNG6","calcium voltage-gated channel auxiliary subunit gamma 6 ","protein_coding","1",18985,7,50,"Terminal"
"ENSG00000130826","DKC1","dyskerin pseudouridine synthase 1 ","protein_coding","1",103897,7,50,"Terminal"
"ENSG00000132693","CRP","C-reactive protein ","protein_coding","1",20353,7,50,"Terminal"
"ENSG00000132938","MTUS2","microtubule associated scaffold protein 2 ","protein_coding","1",31573,7,50,"Terminal"
"ENSG00000133116","KL","klotho ","protein_coding","1",6941,7,50,"Terminal"
"ENSG00000133794","BMAL1","basic helix-loop-helix ARNT like 1 ","protein_coding","1",3387,7,50,"Terminal"
"ENSG00000134058","CDK7","cyclin dependent kinase 7 ","protein_coding","1",210311,7,50,"Terminal"
"ENSG00000136068","FLNB","filamin B ","protein_coding","1",63022,7,50,"Terminal"
"ENSG00000136158","SPRY2","sprouty RTK signaling antagonist 2 ","protein_coding","1",142843,7,50,"Terminal"
"ENSG00000136546","SCN7A","sodium voltage-gated channel alpha subunit 7 ","protein_coding","1",15024,7,50,"Terminal"
"ENSG00000137807","KIF23","kinesin family member 23 ","protein_coding","1",338073,7,50,"Terminal"
"ENSG00000137834","SMAD6","SMAD family member 6 ","protein_coding","1",64685,7,50,"Terminal"
"ENSG00000138435","CHRNA1","cholinergic receptor nicotinic alpha 1 subunit ","protein_coding","1",25260,7,50,"Terminal"
"ENSG00000139116","KIF21A","kinesin family member 21A ","protein_coding","1",14893,7,50,"Terminal"
"ENSG00000139734","DIAPH3","diaphanous related formin 3 ","protein_coding","1",83142,7,50,"Terminal"
"ENSG00000141404","GNAL","G protein subunit alpha L ","protein_coding","1",55088,7,50,"Terminal"
"ENSG00000143171","RXRG","retinoid X receptor gamma ","protein_coding","1",105534,7,50,"Terminal"
"ENSG00000143621","ILF2","interleukin enhancer binding factor 2 ","protein_coding","1",367020,7,50,"Terminal"
"ENSG00000143858","SYT2","synaptotagmin 2 ","protein_coding","1",21153,7,50,"Terminal"
"ENSG00000143995","MEIS1","Meis homeobox 1 ","protein_coding","1",31592,7,50,"Terminal"
"ENSG00000144230","GPR17","G protein-coupled receptor 17 ","protein_coding","1",12890,7,50,"Terminal"
"ENSG00000145920","CPLX2","complexin 2 ","protein_coding","1",31449,7,50,"Terminal"
"ENSG00000146143","PRIM2","DNA primase subunit 2 ","protein_coding","1",63961,7,50,"Terminal"
"ENSG00000149016","TUT1","terminal uridylyl transferase 1, U6 snRNA-specific ","protein_coding","1",19896,7,50,"Terminal"
"ENSG00000150907","FOXO1","forkhead box O1 ","protein_coding","1",127530,7,50,"Terminal"
"ENSG00000150991","UBC","ubiquitin C ","protein_coding","1",130221,7,50,"Steiner"
"ENSG00000152760","DYNLT5","dynein light chain Tctex-type family member 5 ","protein_coding","1",37888,7,50,"Terminal"
"ENSG00000153037","SRP19","signal recognition particle 19 ","protein_coding","1",51059,7,50,"Terminal"
"ENSG00000153253","SCN3A","sodium voltage-gated channel alpha subunit 3 ","protein_coding","1",14146,7,50,"Terminal"
"ENSG00000153395","LPCAT1","lysophosphatidylcholine acyltransferase 1 ","protein_coding","1",12787,7,50,"Terminal"
"ENSG00000155974","GRIP1","glutamate receptor interacting protein 1 ","protein_coding","1",19118,7,50,"Terminal"
"ENSG00000156970","BUB1B","BUB1 mitotic checkpoint serine/threonine kinase B ","protein_coding","1",27333,7,50,"Terminal"
"ENSG00000159199","ATP5MC1","ATP synthase membrane subunit c locus 1 ","protein_coding","1",17155,7,50,"Terminal"
"ENSG00000161509","GRIN2C","glutamate ionotropic receptor NMDA type subunit 2C ","protein_coding","1",31138,7,50,"Terminal"
"ENSG00000161960","EIF4A1","eukaryotic translation initiation factor 4A1 ","protein_coding","1",38885,7,50,"Terminal"
"ENSG00000163040","CCDC74A","coiled-coil domain containing 74A ","protein_coding","1",52636,7,50,"Terminal"
"ENSG00000164690","SHH","sonic hedgehog signaling molecule ","protein_coding","1",89958,7,50,"Terminal"
"ENSG00000164934","DCAF13","DDB1 and CUL4 associated factor 13 ","protein_coding","1",67621,7,50,"Terminal"
"ENSG00000165246","NLGN4Y","neuroligin 4 Y-linked ","protein_coding","1",66397,7,50,"Terminal"
"ENSG00000165527","ARF6","ADP ribosylation factor 6 ","protein_coding","1",31362,7,50,"Terminal"
"ENSG00000166920","C15orf48","chromosome 15 open reading frame 48 ","protein_coding","1",12993,7,50,"Terminal"
"ENSG00000167004","PDIA3","protein disulfide isomerase family A member 3 ","protein_coding","1",31513,7,50,"Terminal"
"ENSG00000167258","CDK12","cyclin dependent kinase 12 ","protein_coding","1",6535,7,50,"Terminal"
"ENSG00000168036","CTNNB1","catenin beta 1 ","protein_coding","1",32867,7,50,"Steiner"
"ENSG00000168356","SCN11A","sodium voltage-gated channel alpha subunit 11 ","protein_coding","1",180398,7,50,"Terminal"
"ENSG00000168439","STIP1","stress induced phosphoprotein 1 ","protein_coding","1",12987,7,50,"Terminal"
"ENSG00000168542","COL3A1","collagen type III alpha 1 chain ","protein_coding","1",75960,7,50,"Terminal"
"ENSG00000168621","GDNF","glial cell derived neurotrophic factor ","protein_coding","1",60945,7,50,"Steiner"
"ENSG00000168993","CPLX1","complexin 1 ","protein_coding","1",11595,7,50,"Terminal"
"ENSG00000169248","CXCL11","C-X-C motif chemokine ligand 11 ","protein_coding","1",17643,7,50,"Terminal"
"ENSG00000169710","FASN","fatty acid synthase ","protein_coding","1",25262,7,50,"Steiner"
"ENSG00000169760","NLGN1","neuroligin 1 ","protein_coding","1",34948,7,50,"Terminal"
"ENSG00000169813","HNRNPF","heterogeneous nuclear ribonucleoprotein F ","protein_coding","1",12209,7,50,"Terminal"
"ENSG00000170345","FOS","Fos proto-oncogene, AP-1 transcription factor subunit ","protein_coding","1",25280,7,50,"Terminal"
"ENSG00000170540","ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1 ","protein_coding","1",20936,7,50,"Terminal"
"ENSG00000171119","NRTN","neurturin ","protein_coding","1",3149,7,50,"Terminal"
"ENSG00000172602","RND1","Rho family GTPase 1 ","protein_coding","1",55704,7,50,"Terminal"
"ENSG00000172716","SLFN11","schlafen family member 11 ","protein_coding","1",74662,7,50,"Terminal"
"ENSG00000174173","TRMT10C","tRNA methyltransferase 10C, mitochondrial RNase P subunit ","protein_coding","1",7219,7,50,"Terminal"
"ENSG00000175197","DDIT3","DNA damage inducible transcript 3 ","protein_coding","1",17800,7,50,"Terminal"
"ENSG00000175482","POLD4","DNA polymerase delta 4, accessory subunit ","protein_coding","1",0,7,50,"Terminal"
"ENSG00000176058","TPRN","taperin ","protein_coding","1",6317,7,50,"Terminal"
"ENSG00000177706","FAM20C","FAM20C golgi associated secretory pathway kinase ","protein_coding","1",21481,7,50,"Steiner"
"ENSG00000181472","ZBTB2","zinc finger and BTB domain containing 2 ","protein_coding","1",6317,7,50,"Terminal"
"ENSG00000182326","C1S","complement C1s ","protein_coding","1",22929,7,50,"Terminal"
"ENSG00000183625","CCR3","C-C motif chemokine receptor 3 ","protein_coding","1",17688,7,50,"Terminal"
"ENSG00000183813","CCR4","C-C motif chemokine receptor 4 ","protein_coding","1",2,7,50,"Terminal"
"ENSG00000184160","ADRA2C","adrenoceptor alpha 2C ","protein_coding","1",134966,7,50,"Terminal"
"ENSG00000184574","LPAR5","lysophosphatidic acid receptor 5 ","protein_coding","1",3187,7,50,"Terminal"
"ENSG00000185760","KCNQ5","potassium voltage-gated channel subfamily Q member 5 ","protein_coding","1",50214,7,50,"Terminal"
"ENSG00000188257","PLA2G2A","phospholipase A2 group IIA ","protein_coding","1",69388,7,50,"Terminal"
"ENSG00000196154","S100A4","S100 calcium binding protein A4 ","protein_coding","1",18947,7,50,"Terminal"
"ENSG00000196611","MMP1","matrix metallopeptidase 1 ","protein_coding","1",866,7,50,"Terminal"
"ENSG00000197635","DPP4","dipeptidyl peptidase 4 ","protein_coding","1",12633,7,50,"Terminal"
"ENSG00000197769","MAP1LC3C","microtubule associated protein 1 light chain 3 gamma ","protein_coding","1",18947,7,50,"Terminal"
"ENSG00000197943","PLCG2","phospholipase C gamma 2 ","protein_coding","1",6411,7,50,"Steiner"
"ENSG00000198087","CD2AP","CD2 associated protein ","protein_coding","1",6317,7,50,"Terminal"
"ENSG00000198563","DDX39B","DExD-box helicase 39B ","protein_coding","1",57789,7,50,"Terminal"
"ENSG00000198876","DCAF12","DDB1 and CUL4 associated factor 12 ","protein_coding","1",52329,7,50,"Terminal"
"ENSG00000198924","DCLRE1A","DNA cross-link repair 1A ","protein_coding","1",43587,7,50,"Terminal"
"ENSG00000204592","HLA-E","major histocompatibility complex, class I, E ","protein_coding","1",39578,7,50,"Terminal"
"ENSG00000217930","PAM16","presequence translocase associated motor 16 ","protein_coding","1",9968,7,50,"Terminal"
"ENSG00000239474","KLHL41","kelch like family member 41 ","protein_coding","1",25260,7,50,"Terminal"
"ENSG00000256812","CAPNS2","calpain small subunit 2 ","protein_coding","1",31585,7,50,"Steiner"
"ENSG00000261587","TMEM249","transmembrane protein 249 ","protein_coding","1",5,7,50,"Terminal"
"ENSG00000265354","TIMM23","translocase of inner mitochondrial membrane 23 ","protein_coding","1",30126,7,50,"Terminal"
"ENSG00000267673","FDX2","ferredoxin 2 ","protein_coding","1",56783,7,50,"Terminal"
"ENSG00000004478","FKBP4","FKBP prolyl isomerase 4 ","protein_coding","1",27126,6,50,"Terminal"
"ENSG00000004864","SLC25A13","solute carrier family 25 member 13 ","protein_coding","1",91847,6,50,"Steiner"
"ENSG00000007174","DNAH9","dynein axonemal heavy chain 9 ","protein_coding","1",423,6,50,"Terminal"
"ENSG00000007314","SCN4A","sodium voltage-gated channel alpha subunit 4 ","protein_coding","1",20879,6,50,"Terminal"
"ENSG00000008128","CDK11A","cyclin dependent kinase 11A ","protein_coding","1",47694,6,50,"Terminal"
"ENSG00000011021","CLCN6","chloride voltage-gated channel 6 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000011243","AKAP8L","A-kinase anchoring protein 8 like ","protein_coding","1",179951,6,50,"Terminal"
"ENSG00000011600","TYROBP","transmembrane immune signaling adaptor TYROBP ","protein_coding","1",32450,6,50,"Terminal"
"ENSG00000022267","FHL1","four and a half LIM domains 1 ","protein_coding","1",59711,6,50,"Terminal"
"ENSG00000026652","AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4 ","protein_coding","1",18,6,50,"Terminal"
"ENSG00000034693","PEX3","peroxisomal biogenesis factor 3 ","protein_coding","1",31799,6,50,"Steiner"
"ENSG00000035499","DEPDC1B","DEP domain containing 1B ","protein_coding","1",39190,6,50,"Terminal"
"ENSG00000055118","KCNH2","potassium voltage-gated channel subfamily H member 2 ","protein_coding","1",16907,6,50,"Terminal"
"ENSG00000056558","TRAF1","TNF receptor associated factor 1 ","protein_coding","1",105139,6,50,"Terminal"
"ENSG00000064547","LPAR2","lysophosphatidic acid receptor 2 ","protein_coding","1",95067,6,50,"Terminal"
"ENSG00000065361","ERBB3","erb-b2 receptor tyrosine kinase 3 ","protein_coding","1",12632,6,50,"Terminal"
"ENSG00000065618","COL17A1","collagen type XVII alpha 1 chain ","protein_coding","1",20136,6,50,"Terminal"
"ENSG00000067141","NEO1","neogenin 1 ","protein_coding","1",35458,6,50,"Steiner"
"ENSG00000069329","VPS35","VPS35 retromer complex component ","protein_coding","1",25276,6,50,"Terminal"
"ENSG00000070018","LRP6","LDL receptor related protein 6 ","protein_coding","1",24996,6,50,"Steiner"
"ENSG00000070770","CSNK2A2","casein kinase 2 alpha 2 ","protein_coding","1",16428,6,50,"Terminal"
"ENSG00000071539","TRIP13","thyroid hormone receptor interactor 13 ","protein_coding","1",18950,6,50,"Terminal"
"ENSG00000072201","LNX1","ligand of numb-protein X 1 ","protein_coding","1",20603,6,20,"Steiner"
"ENSG00000073792","IGF2BP2","insulin like growth factor 2 mRNA binding protein 2 ","protein_coding","1",111780,6,50,"Terminal"
"ENSG00000076344","RGS11","regulator of G protein signaling 11 ","protein_coding","1",12633,6,50,"Terminal"
"ENSG00000076864","RAP1GAP","RAP1 GTPase activating protein ","protein_coding","1",2,6,50,"Terminal"
"ENSG00000078668","VDAC3","voltage dependent anion channel 3 ","protein_coding","1",24800,6,50,"Terminal"
"ENSG00000081041","CXCL2","C-X-C motif chemokine ligand 2 ","protein_coding","1",625,6,50,"Terminal"
"ENSG00000088305","DNMT3B","DNA methyltransferase 3 beta ","protein_coding","1",95125,6,50,"Terminal"
"ENSG00000092098","RNF31","ring finger protein 31 ","protein_coding","1",88039,6,50,"Terminal"
"ENSG00000093009","CDC45","cell division cycle 45 ","protein_coding","1",13081,6,50,"Terminal"
"ENSG00000095585","BLNK","B cell linker ","protein_coding","1",187,6,50,"Terminal"
"ENSG00000096060","FKBP5","FKBP prolyl isomerase 5 ","protein_coding","1",25265,6,50,"Terminal"
"ENSG00000096433","ITPR3","inositol 1,4,5-trisphosphate receptor type 3 ","protein_coding","1",26079,6,50,"Steiner"
"ENSG00000096968","JAK2","Janus kinase 2 ","protein_coding","1",20553,6,50,"Steiner"
"ENSG00000099337","KCNK6","potassium two pore domain channel subfamily K member 6 ","protein_coding","1",6313,6,50,"Terminal"
"ENSG00000100577","GSTZ1","glutathione S-transferase zeta 1 ","protein_coding","1",12630,6,50,"Terminal"
"ENSG00000101017","CD40","CD40 molecule ","protein_coding","1",41236,6,50,"Terminal"
"ENSG00000101213","PTK6","protein tyrosine kinase 6 ","protein_coding","1",111597,6,50,"Terminal"
"ENSG00000101412","E2F1","E2F transcription factor 1 ","protein_coding","1",10828,6,50,"Terminal"
"ENSG00000102125","TAFAZZIN","tafazzin, phospholipid-lysophospholipid transacylase ","protein_coding","1",27267,6,50,"Terminal"
"ENSG00000102265","TIMP1","TIMP metallopeptidase inhibitor 1 ","protein_coding","1",25391,6,50,"Terminal"
"ENSG00000102755","FLT1","fms related receptor tyrosine kinase 1 ","protein_coding","1",13225,6,50,"Terminal"
"ENSG00000103494","RPGRIP1L","RPGRIP1 like ","protein_coding","1",54995,6,50,"Terminal"
"ENSG00000104321","TRPA1","transient receptor potential cation channel subfamily A member 1 ","protein_coding","1",12727,6,50,"Terminal"
"ENSG00000104738","MCM4","minichromosome maintenance complex component 4 ","protein_coding","1",48512,6,50,"Terminal"
"ENSG00000104760","FGL1","fibrinogen like 1 ","protein_coding","1",12632,6,50,"Terminal"
"ENSG00000105369","CD79A","CD79a molecule ","protein_coding","1",6670,6,50,"Terminal"
"ENSG00000105711","SCN1B","sodium voltage-gated channel beta subunit 1 ","protein_coding","1",258455,6,50,"Terminal"
"ENSG00000106477","CEP41","centrosomal protein 41 ","protein_coding","1",12626,6,50,"Terminal"
"ENSG00000107404","DVL1","dishevelled segment polarity protein 1 ","protein_coding","1",146775,6,50,"Steiner"
"ENSG00000107562","CXCL12","C-X-C motif chemokine ligand 12 ","protein_coding","1",18899,6,50,"Terminal"
"ENSG00000108774","RAB5C","RAB5C, member RAS oncogene family ","protein_coding","1",113178,6,50,"Terminal"
"ENSG00000108848","LUC7L3","LUC7 like 3 pre-mRNA splicing factor ","protein_coding","1",4532,6,50,"Terminal"
"ENSG00000111275","ALDH2","aldehyde dehydrogenase 2 family member ","protein_coding","1",76014,6,50,"Terminal"
"ENSG00000111321","LTBR","lymphotoxin beta receptor ","protein_coding","1",18952,6,50,"Steiner"
"ENSG00000111481","COPZ1","COPI coat complex subunit zeta 1 ","protein_coding","1",16367,6,50,"Terminal"
"ENSG00000111679","PTPN6","protein tyrosine phosphatase non-receptor type 6 ","protein_coding","1",22834,6,50,"Terminal"
"ENSG00000112486","CCR6","C-C motif chemokine receptor 6 ","protein_coding","1",30972,6,50,"Terminal"
"ENSG00000112578","BYSL","bystin like ","protein_coding","1",13983,6,50,"Terminal"
"ENSG00000112679","DUSP22","dual specificity phosphatase 22 ","protein_coding","1",0,6,50,"Terminal"
"ENSG00000113303","BTNL8","butyrophilin like 8 ","protein_coding","1",59876,6,50,"Terminal"
"ENSG00000113648","MACROH2A1","macroH2A.1 histone ","protein_coding","1",253260,6,50,"Terminal"
"ENSG00000113889","KNG1","kininogen 1 ","protein_coding","1",43610,6,50,"Steiner"
"ENSG00000114054","PCCB","propionyl-CoA carboxylase subunit beta ","protein_coding","1",6458,6,50,"Terminal"
"ENSG00000114346","ECT2","epithelial cell transforming 2 ","protein_coding","1",60522,6,50,"Terminal"
