"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","logFC","file_id","ID","pocket","druggability","num_drug_pockets","struct_score","base_count","cancer_count","MeSH_count","title_query","ovarian_count","title_count"
"164","SDR16C5","Q8N3Y7","38",0,1,4.56265394471011,"AF-Q8N3Y7-F1-model_v4","Q8N3Y7-F1",0.297,0.803,1,94.6536481404095,31,9,6,2,0,2
"165","LRRC46","Q96FV0","1",0,1,2.30908523174385,"AF-Q96FV0-F1-model_v4","Q96FV0-F1",0.095,0.8,1,64.78599677159,8,4,3,0,2,0
"166","TACR3","P29371","45",0,1,3.76582395939951,"AF-P29371-F1-model_v4","P29371-F1",0.228,0.8,3,74.1391714208096,135,13,7,0,2,0
"167","BRCA2","P51587","1",618,5,2.78249209266333,"AF-P51587-F12-model_v4","P51587-F12",0.083,0.796,1,65.838077675904,14657,14021,11311,3716,6166,3716
"168","CALML5","Q9NZT1","1",21464,11,5.03664376374829,"AF-Q9NZT1-F1-model_v4","Q9NZT1-F1",0.334,0.796,1,82.5713901345292,43,20,16,2,0,2
"169","B3GNT3","Q9Y2A9","1",0,1,2.13928448811551,"AF-Q9Y2A9-F1-model_v4","Q9Y2A9-F1",0.149,0.793,1,88.4237204658902,42,32,21,15,1,15
"170","FGFR4","P22455","1",0,1,2.69128160931029,"AF-P22455-F1-model_v4","P22455-F1",0.145,0.792,3,74.6104747295333,1232,691,512,227,19,227
"171","IGHV1-3","A0A0C4DH29","1",26,5,3.96538407274604,"AF-A0A0C4DH29-F1-model_v4","A0A0C4DH29-F1",0.225,0.792,1,91.3548633879781,2,0,0,0,0,0
"172","HSD17B6","O14756","38",0,1,2.93556853385685,"AF-O14756-F1-model_v4","O14756-F1",0.374,0.79,1,95.5339114974318,42,23,15,7,6,7
"173","AURKB","Q96GD4","1",2186,4,4.24263655533023,"AF-Q96GD4-F1-model_v4","Q96GD4-F1",0.06,0.789,2,79.8540354046243,1399,897,536,59,25,59
"174","CHAF1B","Q13112","1",0,1,2.15439080686785,"AF-Q13112-F1-model_v4","Q13112-F1",0.173,0.789,1,75.3852922152922,93,43,25,12,0,12
"175","KRT86","O43790","1",0,7,3.77299472227017,"AF-O43790-F1-model_v4","O43790-F1",0.408,0.788,4,75.5574161524014,27,1,1,0,1,0
"176","IFNL3","Q8IZI9","1",0,2,3.55847535961138,"AF-Q8IZI9-F1-model_v4","Q8IZI9-F1",0.22,0.786,1,85.8538157894737,241,42,20,10,0,10
"177","SDSL","Q96GA7","60",0,1,2.08183584598196,"AF-Q96GA7-F1-model_v4","Q96GA7-F1",0.161,0.786,1,95.1051007815714,253,4,1,0,0,0
"178","GNAT3","A8MTJ3","1",1371,2,4.63979052444095,"AF-A8MTJ3-F1-model_v4","A8MTJ3-F1",0.285,0.784,2,93.7761568350406,84,4,2,1,0,1
"179","MAGED1","Q9Y5V3","1",0,1,2.26192044935006,"AF-Q9Y5V3-F1-model_v4","Q9Y5V3-F1",0.063,0.781,2,51.7151074651354,143,61,44,5,4,5
"180","BPIFA1","Q9NP55","9",0,5,6.28442755158641,"AF-Q9NP55-F1-model_v4","Q9NP55-F1",0.101,0.777,1,79.192570516232,223,63,52,1,0,1
"181","CDC25C","P30307","1",618,2,5.25806064820639,"AF-P30307-F1-model_v4","P30307-F1",0.362,0.777,1,64.1824899598394,1476,1019,690,106,39,106
"182","RAB27B","O00194","13",8,2,2.55438296995045,"AF-O00194-F1-model_v4","O00194-F1",0.07,0.777,1,86.799005205321,235,99,63,41,2,41
"183","SKA2","Q8WVK7","1",9967,4,2.1578480897519,"AF-Q8WVK7-F1-model_v4","Q8WVK7-F1",0.291,0.775,1,88.1231086519115,84,38,23,16,2,16
"184","CCR5","P51681","1",1520,3,3.7330385446581,"AF-P51681-F1-model_v4","P51681-F1",0.253,0.774,1,85.2943881118881,10928,1454,604,388,28,388
"185","GPR25","O00155","25",0,1,2.15198317613814,"AF-O00155-F1-model_v4","O00155-F1",0.456,0.774,1,82.7824259055982,6,1,0,0,0,0
"186","TH","P07101","1",0,1,3.83189440377891,"AF-P07101-F1-model_v4","P07101-F1",0.17,0.773,1,81.6252548924861,9454301,2274288,1916183,531,78603,531
"187","SLAMF7","Q9NQ25","1",0,1,3.18223982127409,"AF-Q9NQ25-F1-model_v4","Q9NQ25-F1",0.302,0.771,1,78.597302130898,337,223,171,43,6,43
"188","FGB","P02675","1",2219,4,5.12810046603246,"AF-P02675-F1-model_v4","P02675-F1",0.148,0.77,2,84.5702624872579,642,94,54,7,0,7
"189","WDR62","O43379","1",0,1,2.37588352467766,"AF-O43379-F1-model_v4","O43379-F1",0.088,0.77,2,61.3650231402125,125,18,8,12,1,12
"190","TENT5C","Q5VWP2","1",0,1,2.50126010002069,"AF-Q5VWP2-F1-model_v4","Q5VWP2-F1",0.224,0.769,1,88.1743236409608,32,23,20,2,0,2
"191","ORC1","Q13415","1",33786,7,3.32055470584264,"AF-Q13415-F1-model_v4","Q13415-F1",0.154,0.765,1,67.9746077283372,380,84,33,13,3,13
"192","PLAAT4","Q9UL19","10",0,1,2.30146948060611,"AF-Q9UL19-F1-model_v4","Q9UL19-F1",0.278,0.762,1,76.6071965544244,196,66,48,2,3,2
"193","ANLN","Q9NQW6","1",1235,4,5.40412206878363,"AF-Q9NQW6-F1-model_v4","Q9NQW6-F1",0.121,0.76,1,59.8741904323827,241,182,114,50,2,50
"194","CDH10","Q9Y6N8","1",0,2,5.08715957142895,"AF-Q9Y6N8-F1-model_v4","Q9Y6N8-F1",0.467,0.76,1,77.8611038023424,53,24,19,3,2,3
"195","KRT12","Q99456","1",0,8,6.86643892985996,"AF-Q99456-F1-model_v4","Q99456-F1",0.409,0.754,1,75.0343634907926,97,6,2,0,0,0
"196","LMNB1","P20700","1",27,2,3.92514367363351,"AF-P20700-F1-model_v4","P20700-F1",0.275,0.754,2,82.6346633684663,212,76,46,11,2,11
"197","KRT83","P78385","1",615,6,2.02813745813985,"AF-P78385-F1-model_v4","P78385-F1",0.332,0.75,2,75.2604715231788,24,2,1,0,0,0
"198","DQX1","Q8TE96","31",0,1,4.29450325765179,"AF-Q8TE96-F1-model_v4","Q8TE96-F1",0.128,0.749,2,87.2945561918397,7,3,2,0,0,0
"199","LILRA4","P59901","1",0,1,3.09129476344092,"AF-P59901-F1-model_v4","P59901-F1",0.251,0.747,2,83.3684465020576,31,11,6,0,0,0
"200","CDK12","Q9NYV4","1",618,2,2.32855704851156,"AF-Q9NYV4-F1-model_v4","Q9NYV4-F1",0.172,0.737,1,51.3076063415057,493,412,281,131,56,131
"201","ISL2","Q96A47","42",0,1,3.57446059311,"AF-Q96A47-F1-model_v4","Q96A47-F1",0.297,0.737,2,70.1134759166068,80,8,4,4,1,4
"202","UNC5A","Q6ZN44","1",618,2,2.21326454718294,"AF-Q6ZN44-F1-model_v4","Q6ZN44-F1",0.108,0.737,1,78.2555968210301,72,40,19,10,1,10
"203","COL3A1","P02461","1",10,2,2.50985173373178,"AF-P02461-F1-model_v4","P02461-F1",0.222,0.736,1,54.3746488260023,1706,302,176,36,19,36
"204","SPTBN2","O15020","1",1850,3,3.33220626405818,"AF-O15020-F1-model_v4","O15020-F1",0.242,0.736,3,76.775214383059,101,23,9,11,2,11
"205","KIAA0319","Q5VV43","1",0,3,3.54438739731124,"AF-Q5VV43-F1-model_v4","Q5VV43-F1",0.292,0.734,1,70.235726371767,141,6,3,1,1,1
"206","CHEK1","O14757","1",618,3,2.42741627612837,"AF-O14757-F1-model_v4","O14757-F1",0.067,0.732,1,78.1344110733873,2122,1513,905,46,78,46
"207","PARP1","P09874","1",44511,11,2.03072749422587,"AF-P09874-F1-model_v4","P09874-F1",0.074,0.732,2,83.2874471299094,7917,4385,2544,1030,424,1030
"208","ORMDL3","Q8N138","54",0,1,2.80147570672701,"AF-Q8N138-F1-model_v4","Q8N138-F1",0.261,0.731,1,94.6850606305578,297,31,13,8,0,8
"209","PROC","P04070","1",0,5,2.78031058260321,"AF-P04070-F1-model_v4","P04070-F1",0.307,0.73,2,82.6316438356164,369350,35014,17952,10,900,10
"210","GBP5","Q96PP8","2",0,1,3.56158869281413,"AF-Q96PP8-F1-model_v4","Q96PP8-F1",0.176,0.727,1,86.6825742997648,163,52,22,10,4,10
"211","GSTA3","Q16772","36",0,2,5.18634432998538,"AF-Q16772-F1-model_v4","Q16772-F1",0.222,0.727,1,97.5388764044944,139,26,10,1,0,1
"212","MCHR2","Q969V1","47",0,1,3.62641678050427,"AF-Q969V1-F1-model_v4","Q969V1-F1",0.326,0.726,2,88.1894147768837,83,14,8,1,5,1
"213","CNIH2","Q6PI25","1",0,3,3.5004383653081,"AF-Q6PI25-F1-model_v4","Q6PI25-F1",0.314,0.723,2,87.253868065967,37,2,0,0,0,0
"214","IGHV3-11","P01762","1",8181,10,3.77780014256798,"AF-P01762-F1-model_v4","P01762-F1",0.373,0.721,1,90.9186674008811,17,8,7,0,0,0
"215","KRT8","P05787","1",0,7,2.78361953050802,"AF-P05787-F1-model_v4","P05787-F1",0.432,0.721,1,76.3267437533227,448,189,122,9,7,9
"216","MMP9","P14780","1",6072,4,2.97725506998409,"AF-P14780-F1-model_v4","P14780-F1",0.191,0.717,2,82.256276634164,34888,13810,9921,1768,631,1768
"217","POLQ","O75417","1",0,1,3.58293558792666,"AF-O75417-F1-model_v4","O75417-F1",0.104,0.717,1,59.4862674012494,193,136,83,27,14,27
"218","TDRD1","Q9BXT4","1",0,2,4.58786752115281,"AF-Q9BXT4-F1-model_v4","Q9BXT4-F1",0.127,0.717,3,71.5959169998919,85,30,24,6,2,6
"219","DCD","P81605","1",618,2,5.02974363191967,"AF-P81605-F1-model_v4","P81605-F1",0.374,0.716,2,64.5234556962025,4352,354,242,7,8,7
"220","GSTA2","P09210","36",0,2,2.59501397630552,"AF-P09210-F1-model_v4","P09210-F1",-0.009,0.716,1,97.7326231322634,226,59,30,8,2,8
"221","P4HA3","Q7Z4N8","50",0,1,2.12862610168126,"AF-Q7Z4N8-F1-model_v4","Q7Z4N8-F1",0.288,0.715,5,89.1881607597869,49,33,21,9,0,9
"222","CACNG4","Q9UBN1","1",2460,5,2.21950687988566,"AF-Q9UBN1-F1-model_v4","Q9UBN1-F1",0.125,0.712,1,65.7244111931597,38,11,10,1,0,1
"223","CD3D","P04234","1",424,5,2.81157258221034,"AF-P04234-F1-model_v4","P04234-F1",0.491,0.711,1,77.4809330323552,193,99,64,9,4,9
"224","EZH2","Q15910","1",4301,12,2.17865667966344,"AF-Q15910-F1-model_v4","Q15910-F1",0.054,0.711,4,76.5958989797625,6498,4864,3414,2164,194,2164
"225","KPNA2","P52292","1",13189,8,3.43312856967839,"AF-P52292-F1-model_v4","P52292-F1",0.024,0.711,1,86.1073162939297,324,223,147,82,12,82
"226","SHCBP1","Q8NEM2","1",0,1,3.87514941619671,"AF-Q8NEM2-F1-model_v4","Q8NEM2-F1",0.18,0.711,1,73.6964627259036,73,62,43,37,1,37
"227","EEF1A2","Q05639","1",3686,3,3.99206083117811,"AF-Q05639-F1-model_v4","Q05639-F1",0.384,0.71,1,88.7397970115591,301,138,110,45,21,45
"228","EFNA3","P52797","32",1,2,2.35519338983698,"AF-P52797-F1-model_v4","P52797-F1",0.282,0.709,1,74.1268440860215,85,45,27,10,2,10
"229","UGT1A6","P19224","62",0,2,6.3873413812533,"AF-P19224-F1-model_v4","P19224-F1",0.251,0.709,1,91.8409443665264,681,159,72,20,1,20
"230","SPC25","Q9HBM1","1",0,1,3.61539089630781,"AF-Q9HBM1-F1-model_v4","Q9HBM1-F1",0.39,0.708,1,90.2554752851711,110,43,23,10,1,10
"231","CKAP4","Q07065","16",0,1,2.22671558814037,"AF-Q07065-F1-model_v4","Q07065-F1",0.243,0.704,1,75.3821853448276,1070,739,659,27,14,27
"232","FOXM1","Q08050","1",3152,5,4.37749164012837,"AF-Q08050-F1-model_v4","Q08050-F1",0.173,0.701,1,51.0762881727687,2325,1856,1291,1000,111,1000
"233","CRB3","Q9BUF7","1",0,1,2.2475827627656,"AF-Q9BUF7-F1-model_v4","Q9BUF7-F1",0.297,0.7,1,70.3484105960265,488,126,94,10,3,10
"234","CCNB1","P14635","1",24557,11,4.11729623274106,"AF-P14635-F1-model_v4","P14635-F1",0.078,0.699,1,77.7724150162578,2338,1551,1020,72,59,72
"235","CD6","P30203","1",1709,4,2.37696424537062,"AF-P30203-F1-model_v4","P30203-F1",0.079,0.699,1,66.6978888888889,711,152,90,41,4,41
"236","KRT25","Q7Z3Z0","1",0,7,2.17865485164259,"AF-Q7Z3Z0-F1-model_v4","Q7Z3Z0-F1",0.279,0.698,1,76.1080631152287,33,3,2,0,0,0
"237","EGLN3","Q9H6Z9","1",0,1,2.685154736701,"AF-Q9H6Z9-F1-model_v4","Q9H6Z9-F1",0.068,0.697,3,91.5609176225235,304,169,126,13,1,13
"238","CLEC4D","Q8WXI8","18",0,1,2.88108215859414,"AF-Q8WXI8-F1-model_v4","Q8WXI8-F1",0.497,0.695,1,86.903757925072,116,20,7,1,0,1
"239","FAM83H","Q6ZRV2","1",0,1,2.62942856117896,"AF-Q6ZRV2-F1-model_v4","Q6ZRV2-F1",0.264,0.694,1,50.5171635795581,132,66,43,43,5,43
"240","NKX2-2","O95096","53",0,1,7.1143279536294,"AF-O95096-F1-model_v4","O95096-F1",0.047,0.694,1,64.7670790216369,608,150,108,29,0,29
"241","PLPP2","O43688","57",1,2,2.12498312935354,"AF-O43688-F1-model_v4","O43688-F1",0.205,0.694,1,85.8527098738582,15,6,3,2,0,2
"242","IL12RB2","Q99665","1",1004,3,2.28559435481341,"AF-Q99665-F1-model_v4","Q99665-F1",0.176,0.693,1,73.6652948924338,312,67,33,4,0,4
"243","STIL","Q15468","1",0,1,3.13743274343277,"AF-Q15468-F1-model_v4","Q15468-F1",0.163,0.693,1,53.6494972568579,484,260,170,52,23,52
"244","GJA3","Q9Y6H8","1",1234,3,2.11277012957397,"AF-Q9Y6H8-F1-model_v4","Q9Y6H8-F1",0.481,0.687,2,68.3337847533632,276,24,12,3,0,3
"245","MAGEA6","P43360","49",0,1,10.5089182448381,"AF-P43360-F1-model_v4","P43360-F1",0.326,0.686,2,72.4060609756098,112,107,84,16,2,16
"246","AMBP","P02760","1",1875,5,2.70957056586967,"AF-P02760-F1-model_v4","P02760-F1",0.332,0.685,1,82.405342616343,273,37,24,3,2,3
"247","ABCC4","O15439","1",4273,3,2.44158924563043,"AF-O15439-F1-model_v4","O15439-F1",0.139,0.684,3,83.5914731549991,853,362,194,77,11,77
"248","NCAPH","Q15003","1",0,1,4.07537215140103,"AF-Q15003-F1-model_v4","Q15003-F1",0.198,0.683,1,60.7197876747799,75,49,32,23,3,23
"249","SKA3","Q8IX90","1",297,3,5.43421275924498,"AF-Q8IX90-F1-model_v4","Q8IX90-F1",0.354,0.683,1,64.7586888273315,105,78,44,29,1,29
"250","COMP","P49747","1",618,2,2.93875330412051,"AF-P49747-F1-model_v4","P49747-F1",0.18,0.681,2,88.5665641202904,120464,4610,1075,67,151,67
"251","PIK3CG","P48736","1",8364,5,2.40414190425938,"AF-P48736-F1-model_v4","P48736-F1",0.145,0.681,2,88.4205153828879,573,206,114,8,7,8
"252","TRIP13","Q15645","1",1234,2,3.55646064925696,"AF-Q15645-F1-model_v4","Q15645-F1",0.249,0.677,2,86.9794004094765,215,158,83,83,6,83
"253","GABRD","O14764","1",1,3,2.48712080696417,"AF-O14764-F1-model_v4","O14764-F1",0.442,0.676,3,80.2010523369717,162,25,14,9,0,9
"254","PKMYT1","Q99640","1",1994,3,4.53496513485234,"AF-Q99640-F1-model_v4","Q99640-F1",0.142,0.674,1,75.590281030445,117,88,55,35,5,35
"255","SELL","P14151","1",4205,4,2.35675894655435,"AF-P14151-F1-model_v4","P14151-F1",0.321,0.67,1,85.3251642397562,6950,730,366,39,18,39
"256","DLGAP5","Q15398","1",1000,3,5.57271290636446,"AF-Q15398-F1-model_v4","Q15398-F1",0.128,0.669,1,56.3710199490026,190,148,93,27,12,27
"257","RAD54L","Q92698","1",0,1,3.4316467866662,"AF-Q92698-F1-model_v4","Q92698-F1",0.171,0.669,1,80.5122278481013,184,112,63,17,11,17
"258","KIF4A","O95239","1",45539,3,5.84815779134908,"AF-O95239-F1-model_v4","O95239-F1",0.244,0.668,3,72.1712231759657,233,156,88,59,6,59
"259","BRIP1","Q9BX63","1",1200,7,3.25615733760386,"AF-Q9BX63-F1-model_v4","Q9BX63-F1",0.061,0.665,1,64.8641492265696,574,531,377,88,206,88
"260","GABRQ","Q9UN88","1",1233,5,7.46361084859859,"AF-Q9UN88-F1-model_v4","Q9UN88-F1",0.306,0.665,3,67.6604743160795,31,6,3,1,0,1
"261","KRT36","O76013","1",8488,6,3.16147700532492,"AF-O76013-F1-model_v4","O76013-F1",0.439,0.665,2,77.9169769989047,6,2,1,0,0,0
"262","MAGEA4","P43358","1",1234,3,9.51120085053578,"AF-P43358-F1-model_v4","P43358-F1",0.329,0.665,1,78.1329898167006,370,316,249,62,19,62
"263","GH2","P01242","1",3570,2,3.16982566559107,"AF-P01242-F1-model_v4","P01242-F1",0.224,0.664,1,81.7091477272727,874,42,21,0,3,0
"264","HELLS","Q9NRZ9","1",0,1,2.46143753113105,"AF-Q9NRZ9-F1-model_v4","Q9NRZ9-F1",0.138,0.664,2,69.8982640622705,197,117,55,37,1,37
"265","LRFN2","Q9ULH4","29",0,1,4.01714050579591,"AF-Q9ULH4-F1-model_v4","Q9ULH4-F1",0.213,0.664,2,70.4874500251974,26,12,8,7,1,7
"266","MAEL","Q96JY0","48",0,1,3.25821404610091,"AF-Q96JY0-F1-model_v4","Q96JY0-F1",0.27,0.664,1,73.4034334392146,193,43,30,12,5,12
"267","RAB3D","O95716","13",8,2,2.83066928394201,"AF-O95716-F1-model_v4","O95716-F1",0.185,0.662,2,85.1536789689514,167,38,20,26,0,26
"268","CR2","P20023","1",0,1,4.03071412975812,"AF-P20023-F1-model_v4","P20023-F1",0.113,0.661,1,75.2857274797571,2625,737,610,53,15,53
"269","SYCE3","A1L190","1",0,1,2.33357046401608,"AF-A1L190-F1-model_v4","A1L190-F1",0.353,0.661,2,92.3110204081633,15,1,0,1,0,1
"270","SIGLEC15","Q6ZMC9","1",618,2,4.31843632914343,"AF-Q6ZMC9-F1-model_v4","Q6ZMC9-F1",0.102,0.659,1,78.5642970927917,144,111,62,65,1,65
"271","XRCC2","O43543","1",0,5,2.64866353262042,"AF-O43543-F1-model_v4","O43543-F1",0.516,0.659,1,87.09828125,435,313,210,109,47,109
"272","MCM4","P33991","1",13381,6,3.05118981790436,"AF-P33991-F1-model_v4","P33991-F1",0.217,0.658,3,73.7432969464523,456,206,109,29,5,29
"273","NEK2","P51955","1",0,1,6.34084361049986,"AF-P51955-F1-model_v4","P51955-F1",0.136,0.658,2,78.7481933351694,504,348,205,151,13,151
"274","TLR7","Q9NYK1","1",0,1,3.32409774857762,"AF-Q9NYK1-F1-model_v4","Q9NYK1-F1",0.198,0.657,4,87.5433407703147,4871,1128,452,291,15,291
"275","IGHV3-15","A0A0B4J1V0","1",23,5,3.2009970608642,"AF-A0A0B4J1V0-F1-model_v4","A0A0B4J1V0-F1",0.406,0.656,1,91.1667511013216,8,5,2,0,0,0
"276","KISS1R","Q969F8","45",0,1,2.2933951886873,"AF-Q969F8-F1-model_v4","Q969F8-F1",0.005,0.656,2,76.4496731154103,884,181,117,30,33,30
"277","TPX2","Q9ULW0","1",2,2,5.08409023229518,"AF-Q9ULW0-F1-model_v4","Q9ULW0-F1",0.402,0.656,1,64.2385140295534,703,449,243,142,17,142
"278","NCAPG","Q9BPX3","1",0,1,4.82155533945763,"AF-Q9BPX3-F1-model_v4","Q9BPX3-F1",0.163,0.655,1,82.5022967581047,265,145,78,43,9,43
"279","RASGRF1","Q13972","29",0,1,3.64968745052235,"AF-Q13972-F1-model_v4","Q13972-F1",0.27,0.654,2,72.8249323662027,616,143,43,28,2,28
"280","SHISA9","B4DS77","1",0,3,3.19810619063178,"AF-B4DS77-F1-model_v4","B4DS77-F1",0.277,0.654,1,56.9548785670917,18,4,3,0,0,0
"281","GSTA5","Q7RTV2","36",0,2,2.75039317637832,"AF-Q7RTV2-F1-model_v4","Q7RTV2-F1",0.272,0.652,2,97.3679767827529,39,17,5,0,0,0
"282","TFRC","P02786","1",14889,8,2.02519596153881,"AF-P02786-F1-model_v4","P02786-F1",0.083,0.651,1,86.8098130217028,780,256,127,32,5,32
"283","TMEM63C","Q9P1W3","1",0,1,2.51794945022693,"AF-Q9P1W3-F1-model_v4","Q9P1W3-F1",0.125,0.649,1,74.5734985555725,14,2,1,0,0,0
"284","COL13A1","Q5TAT6","22",0,1,2.25553525123714,"AF-Q5TAT6-F1-model_v4","Q5TAT6-F1",0.197,0.646,1,57.9746266531027,77,24,14,2,1,2
"285","GATA4","P43694","1",618,2,2.40156748990503,"AF-P43694-F1-model_v4","P43694-F1",0.292,0.644,1,58.8907225063939,3328,463,209,129,72,129
"286","AQP5","P55064","1",618,2,2.78841858173926,"AF-P55064-F1-model_v4","P55064-F1",0.392,0.643,1,93.5050600600601,1189,212,119,45,17,45
"287","IGHV3-72","A0A0B4J1Y9","1",1185,5,2.41225509464311,"AF-A0A0B4J1Y9-F1-model_v4","A0A0B4J1Y9-F1",0.303,0.642,1,91.4700969827586,3,3,2,0,0,0
"288","PCNA","P12004","1",2324,5,2.24323817261551,"AF-P12004-F1-model_v4","P12004-F1",0.569,0.642,1,94.3301493280239,25659,11173,7218,1120,356,1120
"289","RAD51","Q06609","1",12602,5,3.86497898933603,"AF-Q06609-F1-model_v4","Q06609-F1",0.282,0.64,1,91.5906682116647,5955,3306,1697,841,417,841
"290","CLDN10","P78369","1",3079,7,2.95453030005859,"AF-P78369-F1-model_v4","P78369-F1",0.4,0.636,1,79.6963308095515,104,41,30,8,5,8
"291","GINS4","Q9BRT9","1",0,1,2.49316137574569,"AF-Q9BRT9-F1-model_v4","Q9BRT9-F1",0.324,0.635,1,90.748319649699,39,26,17,8,0,8
"292","ORM1","P02763","1",819,2,2.69435542352266,"AF-P02763-F1-model_v4","P02763-F1",0.337,0.635,1,90.0906148282098,315,70,40,3,8,3
"293","TCL1A","P56279","1",0,1,5.40448071693946,"AF-P56279-F1-model_v4","P56279-F1",0.326,0.634,1,91.6834141201264,268,224,193,28,3,28
"294","CD2","P06729","1",949,3,3.53347192854668,"AF-P06729-F1-model_v4","P06729-F1",0.375,0.633,2,78.2975917926566,18338,2661,1819,317,37,317
"295","MYBL2","P10244","1",0,1,6.03024136865977,"AF-P10244-F1-model_v4","P10244-F1",0.066,0.633,1,58.4505143475907,492,350,216,84,11,84
"296","HTR1E","P28566","39",0,1,3.01030237051949,"AF-P28566-F1-model_v4","P28566-F1",0.488,0.632,3,78.7344213041994,42,8,5,3,1,3
"297","SLC44A4","Q53GD3","1",0,1,3.54757702763836,"AF-Q53GD3-F1-model_v4","Q53GD3-F1",0.128,0.632,1,83.7654938160961,58,23,21,3,0,3
"298","KRT6A","P02538","1",0,6,2.68303251448336,"AF-P02538-F1-model_v4","P02538-F1",0.307,0.631,1,69.5078710289237,207,98,68,10,1,10
"299","H1-5","P16401","1",7894,5,2.32215848222956,"AF-P16401-F1-model_v4","P16401-F1",0.282,0.629,1,64.5559609325772,140,31,20,7,1,7
"300","PLAU","P00749","1",2292,7,2.02930876647664,"AF-P00749-F1-model_v4","P00749-F1",0.414,0.626,1,82.3034746760895,596,321,215,29,9,29
"301","SCIN","Q9Y6U3","1",0,1,2.26386923334397,"AF-Q9Y6U3-F1-model_v4","Q9Y6U3-F1",0.209,0.626,1,82.0766502202643,148,51,31,10,4,10
"302","RIBC2","Q9H4K1","1",1850,4,3.81498577493833,"AF-Q9H4K1-F1-model_v4","Q9H4K1-F1",0.365,0.625,1,86.7487370730179,11,5,4,1,1,1
"303","RMI2","Q96E14","1",7740,6,4.24966988105939,"AF-Q96E14-F1-model_v4","Q96E14-F1",0.286,0.624,1,89.8118485121731,77,46,22,13,8,13
"304","H3C1","P68431","1",47020,9,2.97372957665942,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,6,5,2,0,0,0
"305","H3C10","P68431","1",510,5,5.30548140582779,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,0,0,0,0,0,0
"306","H3C12","P68431","1",1824,7,5.20677261672299,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,0,0,0,0,0,0
"307","H3C6","P68431","1",3663,3,2.82582490230884,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,2,0,0,0,0,0
"308","H3C7","P68431","1",0,3,4.003853046595,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,1,0,0,0,0,0
"309","H3C8","P68431","1",0,3,6.11761861117156,"AF-P68431-F1-model_v4","P68431-F1",0.351,0.623,1,87.2869195189639,0,0,0,0,0,0
"310","NUF2","Q9BZD4","1",0,1,4.77658877114063,"AF-Q9BZD4-F1-model_v4","Q9BZD4-F1",0.317,0.622,2,89.4283280839895,204,110,64,32,6,32
"311","MAL2","Q969L2","1",0,1,4.1603292675758,"AF-Q969L2-F1-model_v4","Q969L2-F1",0.336,0.619,1,84.150243902439,177,68,50,27,5,27
"312","POLE2","P56282","1",5213,5,2.04904321142039,"AF-P56282-F1-model_v4","P56282-F1",0.232,0.619,2,92.8374541557514,56,41,26,12,1,12
"313","MBL2","P11226","1",2327,5,3.62939513137835,"AF-P11226-F1-model_v4","P11226-F1",0.24,0.618,1,81.9230060010911,990,161,74,26,2,26
"314","BLM","P54132","1",1226,3,2.67758380272751,"AF-P54132-F1-model_v4","P54132-F1",0.161,0.616,1,60.9577520838935,5559,1772,687,269,57,269
"315","TEKT4","Q8WW24","1",0,2,2.60193463546234,"AF-Q8WW24-F1-model_v4","Q8WW24-F1",0.217,0.616,1,91.364510854243,18,6,5,3,0,3
"316","CKAP2","Q8WWK9","1",618,2,2.73153895947939,"AF-Q8WWK9-F1-model_v4","Q8WWK9-F1",0.332,0.615,2,59.5370678783383,75,48,34,23,2,23
"317","CENPN","Q96H22","1",0,4,2.16879439778807,"AF-Q96H22-F1-model_v4","Q96H22-F1",0.3,0.612,1,86.2099712952996,70,32,19,7,2,7
"318","PARPBP","Q9NWS1","1",0,1,2.14737030029034,"AF-Q9NWS1-F1-model_v4","Q9NWS1-F1",0.091,0.612,2,70.6408720420684,40,30,21,5,2,5
"319","EPO","P01588","1",102,3,5.30723647436695,"AF-P01588-F1-model_v4","P01588-F1",0.238,0.608,1,87.0569713142095,13424,2264,1382,148,82,148
"320","IFNB1","P01574","1",0,2,3.07345961120814,"AF-P01574-F1-model_v4","P01574-F1",0.392,0.608,1,89.8007775653282,304,91,36,3,3,3
"321","PRAME","P78395","1",618,2,6.90549853441818,"AF-P78395-F1-model_v4","P78395-F1",0.372,0.605,1,81.5777479694807,589,528,431,269,18,269
"322","ESRP1","Q6NXG1","1",0,1,3.45832010940011,"AF-Q6NXG1-F1-model_v4","Q6NXG1-F1",0.187,0.604,1,78.0681606168892,206,158,108,45,11,45
"323","IQGAP3","Q86VI3","1",0,1,4.3214177003466,"AF-Q86VI3-F1-model_v4","Q86VI3-F1",0.181,0.604,2,79.626746793641,89,64,38,38,2,38
"324","CCL4L2","Q8NHW4","1",7271,5,2.76181498457593,"AF-Q8NHW4-F1-model_v4","Q8NHW4-F1",0.14,0.601,1,90.2797042253521,19,5,3,0,0,0
"325","CENPK","Q9BS16","1",1117,10,2.45397946265386,"AF-Q9BS16-F1-model_v4","Q9BS16-F1",0.253,0.599,1,81.7073108108108,51,32,18,12,1,12
