"","uniprot_gn_id","external_gene_name","ensembl_gene_id","cluster","betweenness","degree_centrality","file_id","ID","pocket","druggability","num_drug_pockets","struct_score"
"1924","Q02224","CENPE","ENSG00000138778","1",7670,4,"AF-Q02224-F3-model_v4","Q02224-F3",0.416,0.949,1,70.8415997235899
"1925","Q02224","CENPE","ENSG00000138778","1",7670,4,"AF-Q02224-F2-model_v4","Q02224-F2",0.126,0.96,2,70.7644444444445
"1926","Q02224","CENPE","ENSG00000138778","1",7670,4,"AF-Q02224-F1-model_v4","Q02224-F1",0.308,0.67,2,71.0705068277311
"1927","Q02241","KIF23","ENSG00000137807","1",15471,10,"AF-Q02241-F1-model_v4","Q02241-F1",0.314,0.498,1,73.073534214619
"1928","Q02386","ZNF45","ENSG00000124459","1",118795,7,"AF-Q02386-F1-model_v4","Q02386-F1",0.109,0.902,1,66.6660240524781
"1929","Q02388","COL7A1","ENSG00000114270","1",4140,3,"AF-Q02388-F2-model_v4","Q02388-F2",0.153,0.583,2,72.3928126840762
"1930","Q02388","COL7A1","ENSG00000114270","1",4140,3,"AF-Q02388-F6-model_v4","Q02388-F6",0.275,0.156,0,51.5823190702588
"1931","Q02388","COL7A1","ENSG00000114270","1",4140,3,"AF-Q02388-F4-model_v4","Q02388-F4",0.184,0.432,1,63.5043967964315
"1932","Q02388","COL7A1","ENSG00000114270","1",4140,3,"AF-Q02388-F3-model_v4","Q02388-F3",0.093,0.651,1,67.6875349440895
"1933","Q02388","COL7A1","ENSG00000114270","1",4140,3,"AF-Q02388-F1-model_v4","Q02388-F1",0.297,0.275,0,79.7918831793687
"1934","Q02388","COL7A1","ENSG00000114270","1",4140,3,"AF-Q02388-F5-model_v4","Q02388-F5",0.294,0.306,0,58.2282242798354
"1935","Q02487","DSC2","ENSG00000134755","1",3541,7,"AF-Q02487-F1-model_v4","Q02487-F1",0.275,0.6,1,76.5627940128297
"1936","Q02505","MUC3A","ENSG00000169894","1",37381,9,"AF-Q02505-F11-model_v4","Q02505-F11",0.538,0.999,2,51.5640022375915
"1937","Q02505","MUC3A","ENSG00000169894","1",37381,9,"AF-Q02505-F10-model_v4","Q02505-F10",0.447,0.952,3,50.3132932155683
"1938","Q02535","ID3","ENSG00000117318","1",131476,6,"AF-Q02535-F1-model_v4","Q02535-F1",0.188,0.778,1,69.0401320132013
"1939","Q02556","IRF8","ENSG00000140968","1",1015,2,"AF-Q02556-F1-model_v4","Q02556-F1",0.057,0.727,1,75.2138869257951
"1940","Q02742","GCNT1","ENSG00000187210","1",244,2,"AF-Q02742-F1-model_v4","Q02742-F1",0.092,0.527,1,93.0872517123288
"1941","Q02750","MAP2K1","ENSG00000169032","1",0,1,"AF-Q02750-F1-model_v4","Q02750-F1",0.15,0.574,1,83.7124835958005
"1942","Q02809","PLOD1","ENSG00000083444","1",306526,6,"AF-Q02809-F1-model_v4","Q02809-F1",0.187,0.643,2,93.0950262489416
"1943","Q02818","NUCB1","ENSG00000104805","1",17776,4,"AF-Q02818-F1-model_v4","Q02818-F1",0.212,0.512,2,79.9259161613499
"1944","Q02880","TOP2B","ENSG00000077097","1",913,4,"AF-Q02880-F1-model_v4","Q02880-F1",0.14,0.645,1,74.2808025744417
"1945","Q02930","CREB5","ENSG00000146592","1",29610,6,"AF-Q02930-F1-model_v4","Q02930-F1",0.237,0.103,0,58.3151974842767
"1946","Q03013","GSTM4","ENSG00000168765","1",20607,5,"AF-Q03013-F1-model_v4","Q03013-F1",0.451,0.451,1,98.2512375138735
"1947","Q03112","MECOM","ENSG00000085276","1",40848,4,"AF-Q03112-F1-model_v4","Q03112-F1",0.111,0.584,1,51.1024228984012
"1948","Q03135","CAV1","ENSG00000105974","1",10646,6,"AF-Q03135-F1-model_v4","Q03135-F1",0.352,0.168,0,78.5168301104972
"1949","Q03164","KMT2A","ENSG00000118058","1",5267,5,"AF-Q03164-F2-model_v4","Q03164-F2",0.097,0.497,1,50.4573311184939
"1950","Q03164","KMT2A","ENSG00000118058","1",5267,5,"AF-Q03164-F3-model_v4","Q03164-F3",0.178,0.648,2,53.0582644780524
"1951","Q03164","KMT2A","ENSG00000118058","1",5267,5,"AF-Q03164-F5-model_v4","Q03164-F5",0.211,0.621,2,60.2675149178371
"1952","Q03164","KMT2A","ENSG00000118058","1",5267,5,"AF-Q03164-F4-model_v4","Q03164-F4",0.173,0.797,1,57.4180914348664
"1953","Q03164","KMT2A","ENSG00000118058","1",5267,5,"AF-Q03164-F7-model_v4","Q03164-F7",0.211,0.388,0,57.3422574092882
"1954","Q03164","KMT2A","ENSG00000118058","1",5267,5,"AF-Q03164-F8-model_v4","Q03164-F8",0.124,0.45,1,55.683757581327
"1955","Q03164","KMT2A","ENSG00000118058","1",5267,5,"AF-Q03164-F6-model_v4","Q03164-F6",0.184,0.824,2,61.1684801254265
"1956","Q03169","TNFAIP2","ENSG00000185215","1",5099,3,"AF-Q03169-F1-model_v4","Q03169-F1",0.238,0.221,0,85.9486219702893
"1957","Q03252","LMNB2","ENSG00000176619","1",5260,4,"AF-Q03252-F1-model_v4","Q03252-F1",0.194,0.394,0,80.0278409785933
"1958","Q03393","PTS","ENSG00000150787","1",44,2,"AF-Q03393-F1-model_v4","Q03393-F1",0.286,0.875,2,96.1408782608696
"1959","Q03405","PLAUR","ENSG00000011422","1",7987,4,"AF-Q03405-F1-model_v4","Q03405-F1",0.151,0.404,1,81.6569095869057
"1960","Q03519","TAP2","ENSG00000204267","1",29379,5,"AF-Q03519-F1-model_v4","Q03519-F1",0.099,0.829,1,82.9954391891892
"1961","Q03701","CEBPZ","ENSG00000115816","1",22849,4,"AF-Q03701-F1-model_v4","Q03701-F1",0.065,0.682,2,67.6757006818716
"1962","Q03936","ZNF92","ENSG00000146757","1",13468,4,"AF-Q03936-F1-model_v4","Q03936-F1",0.064,0.542,1,71.3518563995838
"1963","Q04206","RELA","ENSG00000173039","1",34798,4,"AF-Q04206-F1-model_v4","Q04206-F1",0.343,0.431,1,73.4565762151959
"1964","Q04446","GBE1","ENSG00000114480","1",22967,5,"AF-Q04446-F1-model_v4","Q04446-F1",0.313,0.559,1,96.1416772040745
"1965","Q04721","NOTCH2","ENSG00000134250","1",63431,6,"AF-Q04721-F1-model_v4","Q04721-F1",0.146,0.259,0,59.7285409078554
"1966","Q04724","TLE1","ENSG00000196781","1",14094,5,"AF-Q04724-F1-model_v4","Q04724-F1",0.12,0.397,0,69.5202514539856
"1967","Q04726","TLE3","ENSG00000140332","1",89,2,"AF-Q04726-F1-model_v4","Q04726-F1",0.188,0.805,1,69.4108619218297
"1968","Q04727","TLE4","ENSG00000106829","1",4952,3,"AF-Q04727-F1-model_v4","Q04727-F1",0.045,0.036,0,69.1073059283166
"1969","Q04760","GLO1","ENSG00000124767","1",67041,4,"AF-Q04760-F1-model_v4","Q04760-F1",0.336,0.535,1,95.6884224965706
"1970","Q04771","ACVR1","ENSG00000115170","1",5793,2,"AF-Q04771-F1-model_v4","Q04771-F1",0.25,0.498,1,83.7781354661335
"1971","Q04837","SSBP1","ENSG00000106028","1",6844,3,"AF-Q04837-F1-model_v4","Q04837-F1",0.273,0.442,1,83.4088824979458
"1972","Q04864","REL","ENSG00000162924","1",3267,4,"AF-Q04864-F1-model_v4","Q04864-F1",0.406,0.713,1,66.8828470343392
"1973","Q04912","MST1R","ENSG00000164078","1",5026,5,"AF-Q04912-F1-model_v4","Q04912-F1",0.105,0.51,2,80.2780128863573
"1974","Q05084","ICA1","ENSG00000003147","1",2227,3,"AF-Q05084-F1-model_v4","Q05084-F1",0.174,0.391,0,70.6789848643006
"1975","Q05193","DNM1","ENSG00000106976","1",491,3,"AF-Q05193-F1-model_v4","Q05193-F1",0.166,0.433,1,79.0658625730994
"1976","Q05209","PTPN12","ENSG00000127947","1",55587,5,"AF-Q05209-F1-model_v4","Q05209-F1",0.07,0.449,2,62.8465579593155
"1977","Q05397","PTK2","ENSG00000169398","1",27238,4,"AF-Q05397-F1-model_v4","Q05397-F1",0.172,0.89,2,75.0904476008594
"1978","Q05513","PRKCZ","ENSG00000067606","1",4753,3,"AF-Q05513-F1-model_v4","Q05513-F1",0.054,0.219,0,80.5342322254943
"1979","Q05519","SRSF11","ENSG00000116754","1",172362,6,"AF-Q05519-F1-model_v4","Q05519-F1",0.27,0.493,1,55.5139004259851
"1980","Q05655","PRKCD","ENSG00000163932","1",42049,7,"AF-Q05655-F1-model_v4","Q05655-F1",0.066,0.453,1,80.8163094145715
"1981","Q05682","CALD1","ENSG00000122786","1",16572,5,"AF-Q05682-F1-model_v4","Q05682-F1",0.353,0.541,1,65.6455881903014
"1982","Q05707","COL14A1","ENSG00000187955","1",238,2,"AF-Q05707-F1-model_v4","Q05707-F1",0.132,0.078,0,73.6293239870816
"1983","Q05932","FPGS","ENSG00000136877","1",24875,5,"AF-Q05932-F1-model_v4","Q05932-F1",0.043,0.491,1,83.0144649527576
"1984","Q05BQ5","MBTD1","ENSG00000011258","1",10404,6,"AF-Q05BQ5-F1-model_v4","Q05BQ5-F1",0.07,0.629,1,79.6912384025817
"1985","Q05BV3","EML5","ENSG00000165521","1",12272,6,"AF-Q05BV3-F1-model_v4","Q05BV3-F1",0.068,0.505,1,87.2631867064006
"1986","Q05D32","CTDSPL2","ENSG00000137770","1",293,4,"AF-Q05D32-F1-model_v4","Q05D32-F1",0.184,0.944,1,66.9035672201393
"1987","Q06124","PTPN11","ENSG00000179295","1",72184,6,"AF-Q06124-F1-model_v4","Q06124-F1",0.078,0.355,0,86.2219322459222
"1988","Q06190","PPP2R3A","ENSG00000073711","1",3518,2,"AF-Q06190-F1-model_v4","Q06190-F1",0.085,0.735,3,58.4162595670238
"1989","Q06210","GFPT1","ENSG00000198380","1",24025,5,"AF-Q06210-F1-model_v4","Q06210-F1",0.112,0.219,0,92.9701645867245
"1990","Q06330","RBPJ","ENSG00000168214","1",0,2,"AF-Q06330-F1-model_v4","Q06330-F1",0.151,0.275,0,85.8071432231617
"1991","Q06413","MEF2C","ENSG00000081189","1",6396,8,"AF-Q06413-F1-model_v4","Q06413-F1",0.238,0.12,0,57.6705492054642
"1992","Q06418","TYRO3","ENSG00000092445","1",3431,2,"AF-Q06418-F1-model_v4","Q06418-F1",0.075,0.217,0,75.2166588338963
"1993","Q06481","APLP2","ENSG00000084234","1",0,2,"AF-Q06481-F1-model_v4","Q06481-F1",0.166,0.108,0,68.9555048432113
"1994","Q06547","GABPB1","ENSG00000104064","1",31763,4,"AF-Q06547-F1-model_v4","Q06547-F1",0.163,0.601,1,69.8055604026846
"1995","Q06730","ZNF33A","ENSG00000189180","1",0,2,"AF-Q06730-F1-model_v4","Q06730-F1",0.201,0.506,1,63.614372922333
"1996","Q06732","ZNF33B","ENSG00000196693","1",5120,5,"AF-Q06732-F1-model_v4","Q06732-F1",0.296,0.476,1,65.4925601509671
"1997","Q06787","FMR1","ENSG00000102081","1",83558,7,"AF-Q06787-F1-model_v4","Q06787-F1",0.203,0.093,0,70.2828300379469
"1998","Q06945","SOX4","ENSG00000124766","1",5143,3,"AF-Q06945-F1-model_v4","Q06945-F1",0.338,0.522,1,55.4903163603495
"1999","Q07075","ENPEP","ENSG00000138792","1",0,1,"AF-Q07075-F1-model_v4","Q07075-F1",0.249,0.641,2,94.2538485477178
"2000","Q07092","COL16A1","ENSG00000084636","1",0,1,"AF-Q07092-F1-model_v4","Q07092-F1",0.108,0.553,1,50.1695696887686
"2001","Q07617","SPAG1","ENSG00000104450","1",10000,3,"AF-Q07617-F1-model_v4","Q07617-F1",0.129,0.613,1,74.4880975945017
"2002","Q07837","SLC3A1","ENSG00000138079","1",22,2,"AF-Q07837-F1-model_v4","Q07837-F1",0.216,0.312,0,87.8210219503418
"2003","Q07866","KLC1","ENSG00000126214","1",5,4,"AF-Q07866-F1-model_v4","Q07866-F1",0.298,0.457,1,75.7070683256931
"2004","Q07889","SOS1","ENSG00000115904","1",33223,17,"AF-Q07889-F1-model_v4","Q07889-F1",0.065,0.057,0,76.8742877094972
"2005","Q07890","SOS2","ENSG00000100485","1",15077,6,"AF-Q07890-F1-model_v4","Q07890-F1",0.049,0.749,1,74.9662987012987
"2006","Q07912","TNK2","ENSG00000061938","1",28,3,"AF-Q07912-F1-model_v4","Q07912-F1",0.098,0.537,1,62.8688793851494
"2007","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F11-model_v4","Q07954-F11",0.493,0.566,2,83.0133678234594
"2008","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F5-model_v4","Q07954-F5",0.24,0.834,2,82.2078996575026
"2009","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F13-model_v4","Q07954-F13",0.095,0.589,1,76.8636637970934
"2010","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F2-model_v4","Q07954-F2",0.426,0.401,1,80.5712056023435
"2011","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F9-model_v4","Q07954-F9",0.435,0.921,2,81.098123388582
"2012","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F12-model_v4","Q07954-F12",0.274,0.76,1,79.2236550647442
"2013","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F1-model_v4","Q07954-F1",0.268,0.864,2,78.6827451705333
"2014","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F17-model_v4","Q07954-F17",0.435,0.228,0,73.0016892283891
"2015","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F10-model_v4","Q07954-F10",0.389,0.634,3,80.7773413063478
"2016","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F4-model_v4","Q07954-F4",0.153,0.822,2,81.9322056522139
"2017","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F8-model_v4","Q07954-F8",0.212,0.972,3,83.9135347349177
"2018","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F14-model_v4","Q07954-F14",0.214,0.665,1,75.9043225746786
"2019","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F6-model_v4","Q07954-F6",0.154,0.497,1,84.189375
"2020","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F16-model_v4","Q07954-F16",0.148,0.598,2,78.997204440333
"2021","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F15-model_v4","Q07954-F15",0.152,0.691,1,78.8242336035372
"2022","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F7-model_v4","Q07954-F7",0.265,0.804,2,87.4768388974802
"2023","Q07954","LRP1","ENSG00000123384","1",101,3,"AF-Q07954-F3-model_v4","Q07954-F3",0.246,0.75,1,79.8209549533053
"2024","Q07960","ARHGAP1","ENSG00000175220","1",161129,6,"AF-Q07960-F1-model_v4","Q07960-F1",0.142,0.859,1,82.9801065320998
"2025","Q08050","FOXM1","ENSG00000111206","1",10132,5,"AF-Q08050-F1-model_v4","Q08050-F1",0.173,0.701,1,51.0762881727687
"2026","Q08116","RGS1","ENSG00000090104","1",18176,3,"AF-Q08116-F1-model_v4","Q08116-F1",0.315,0.422,1,81.9664572112507
"2027","Q08209","PPP3CA","ENSG00000138814","1",84183,7,"AF-Q08209-F1-model_v4","Q08209-F1",0.382,0.314,0,86.3528419010669
"2028","Q08211","DHX9","ENSG00000135829","1",0,2,"AF-Q08211-F1-model_v4","Q08211-F1",0.128,0.473,1,81.3814988904579
"2029","Q08257","CRYZ","ENSG00000116791","1",3462,3,"AF-Q08257-F1-model_v4","Q08257-F1",0.127,0.423,1,97.0220895522388
"2030","Q08357","SLC20A2","ENSG00000168575","1",88069,6,"AF-Q08357-F1-model_v4","Q08357-F1",0.345,0.998,1,72.9532440056417
"2031","Q08378","GOLGA3","ENSG00000090615","1",6922,4,"AF-Q08378-F1-model_v4","Q08378-F1",0.166,0.209,0,69.1606922748613
"2032","Q08426","EHHADH","ENSG00000113790","1",23626,4,"AF-Q08426-F1-model_v4","Q08426-F1",0.099,0.962,1,95.1505555555556
"2033","Q08431","MFGE8","ENSG00000140545","1",0,3,"AF-Q08431-F1-model_v4","Q08431-F1",0.33,0.796,2,88.3315437788018
"2034","Q08493","PDE4C","ENSG00000105650","1",0,2,"AF-Q08493-F1-model_v4","Q08493-F1",0.038,0.83,1,71.3407822523165
"2035","Q08495","DMTN","ENSG00000158856","1",47913,5,"AF-Q08495-F1-model_v4","Q08495-F1",0.221,0.641,1,64.6346295717412
"2036","Q08499","PDE4D","ENSG00000113448","1",21089,4,"AF-Q08499-F1-model_v4","Q08499-F1",0.259,0.603,1,68.2083984375
"2037","Q08722","CD47","ENSG00000196776","1",759,3,"AF-Q08722-F1-model_v4","Q08722-F1",0.24,0.36,0,86.5745961227787
"2038","Q08999","RBL2","ENSG00000103479","1",14522,3,"AF-Q08999-F1-model_v4","Q08999-F1",0.143,0.493,1,68.6494299023957
"2039","Q08AD1","CAMSAP2","ENSG00000118200","1",87252,7,"AF-Q08AD1-F1-model_v4","Q08AD1-F1",0.127,0.262,0,57.3779173021522
"2040","Q08AG7","MZT1","ENSG00000204899","1",87,3,"AF-Q08AG7-F1-model_v4","Q08AG7-F1",0.34,0.342,0,93.4888074957411
"2041","Q08AI6","SLC38A11","ENSG00000169507","1",2440,2,"AF-Q08AI6-F1-model_v4","Q08AI6-F1",0.145,0.974,3,88.6772923272035
"2042","Q08AM6","VAC14","ENSG00000103043","1",4663,6,"AF-Q08AM6-F1-model_v4","Q08AM6-F1",0.2,0.803,2,84.7493997734994
"2043","Q08J23","NSUN2","ENSG00000037474","1",21603,4,"AF-Q08J23-F1-model_v4","Q08J23-F1",0.19,0.176,0,79.274163923634
"2044","Q09019","DMWD","ENSG00000185800","1",19625,5,"AF-Q09019-F1-model_v4","Q09019-F1",0.094,0.046,0,69.637609352953
"2045","Q09028","RBBP4","ENSG00000162521","1",13482,7,"AF-Q09028-F1-model_v4","Q09028-F1",0.317,0.271,0,92.1727683615819
"2046","Q09472","EP300","ENSG00000100393","1",2859,4,"AF-Q09472-F1-model_v4","Q09472-F1",0.18,0.196,0,54.6989169420816
"2047","Q0GE19","SLC10A7","ENSG00000120519","1",1055,3,"AF-Q0GE19-F1-model_v4","Q0GE19-F1",0.168,0.626,1,85.6371396140749
"2048","Q0JRZ9","FCHO2","ENSG00000157107","1",10197,6,"AF-Q0JRZ9-F1-model_v4","Q0JRZ9-F1",0.293,0.683,1,77.2682394366197
"2049","Q0VAM2","RASGEF1B","ENSG00000138670","1",5601,3,"AF-Q0VAM2-F1-model_v4","Q0VAM2-F1",0.184,0.272,0,87.1409994861254
"2050","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F9-model_v4","Q0VDD8-F9",0.177,0.447,1,71.3262700594024
"2051","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F12-model_v4","Q0VDD8-F12",0.154,0.765,3,72.1066518364256
"2052","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F2-model_v4","Q0VDD8-F2",0.078,0.854,4,65.7317253992328
"2053","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F1-model_v4","Q0VDD8-F1",0.114,0.986,3,58.4397318214543
"2054","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F10-model_v4","Q0VDD8-F10",0.204,0.827,1,70.0951812044768
"2055","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F6-model_v4","Q0VDD8-F6",0.103,0.882,1,74.401587315766
"2056","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F11-model_v4","Q0VDD8-F11",0.166,0.42,1,72.3896319180863
"2057","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F5-model_v4","Q0VDD8-F5",0.137,0.765,3,73.1195044802867
"2058","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F7-model_v4","Q0VDD8-F7",0.111,0.446,1,75.2500213466157
"2059","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F8-model_v4","Q0VDD8-F8",0.076,0.471,1,72.3346780051377
"2060","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F4-model_v4","Q0VDD8-F4",0.1,0.484,2,72.4193902439024
"2061","Q0VDD8","DNAH14","ENSG00000185842","1",59852,8,"AF-Q0VDD8-F3-model_v4","Q0VDD8-F3",0.071,0.763,3,66.5865160193306
"2062","Q0VDG4","SCRN3","ENSG00000144306","1",0,2,"AF-Q0VDG4-F1-model_v4","Q0VDG4-F1",0.301,0.456,1,92.3422134271475
"2063","Q0VF96","CGNL1","ENSG00000128849","1",2638,3,"AF-Q0VF96-F1-model_v4","Q0VF96-F1",0.291,0.532,2,64.4809444976077
"2064","Q0VGE8","ZNF816","ENSG00000180257","1",4086,3,"AF-Q0VGE8-F1-model_v4","Q0VGE8-F1",0.09,0.8,2,66.4712679245283
"2065","Q10471","GALNT2","ENSG00000143641","1",192136,7,"AF-Q10471-F1-model_v4","Q10471-F1",0.073,0.874,1,90.2639169595782
"2066","Q10472","GALNT1","ENSG00000141429","1",5099,2,"AF-Q10472-F1-model_v4","Q10472-F1",0.454,0.575,1,91.7276180971391
"2067","Q10567","AP1B1","ENSG00000100280","1",13866,4,"AF-Q10567-F1-model_v4","Q10567-F1",0.293,0.519,1,82.2125241792671
"2068","Q10570","CPSF1","ENSG00000071894","1",785,3,"AF-Q10570-F1-model_v4","Q10570-F1",0.129,0.364,0,83.3594586240396
"2069","Q12765","SCRN1","ENSG00000136193","1",0,2,"AF-Q12765-F1-model_v4","Q12765-F1",0.354,0.71,1,94.228502608162
"2070","Q12769","NUP160","ENSG00000030066","1",0,2,"AF-Q12769-F1-model_v4","Q12769-F1",0.203,0.813,1,81.5201607236958
"2071","Q12778","FOXO1","ENSG00000150907","1",8771,4,"AF-Q12778-F1-model_v4","Q12778-F1",0.177,0.457,1,51.4363483606557
"2072","Q12791","KCNMA1","ENSG00000156113","1",41986,4,"AF-Q12791-F1-model_v4","Q12791-F1",0.15,0.953,3,76.9806680476437
"2073","Q12792","TWF1","ENSG00000151239","1",11751,5,"AF-Q12792-F1-model_v4","Q12792-F1",0.274,0.549,1,85.7129134412386
"2074","Q12794","HYAL1","ENSG00000114378","1",62546,5,"AF-Q12794-F1-model_v4","Q12794-F1",0.375,0.84,3,94.1346647144949
"2075","Q12797","ASPH","ENSG00000198363","1",34855,5,"AF-Q12797-F1-model_v4","Q12797-F1",0.583,0.807,1,71.7432093253968
"2076","Q12800","TFCP2","ENSG00000135457","1",16098,5,"AF-Q12800-F1-model_v4","Q12800-F1",0.149,0.316,0,77.9649913215968
"2077","Q12802","AKAP13","ENSG00000170776","1",7928,4,"AF-Q12802-F8-model_v4","Q12802-F8",0.068,0.751,2,61.691171260732
"2078","Q12802","AKAP13","ENSG00000170776","1",7928,4,"AF-Q12802-F7-model_v4","Q12802-F7",0.124,0.849,2,59.357023853211
"2079","Q12802","AKAP13","ENSG00000170776","1",7928,4,"AF-Q12802-F9-model_v4","Q12802-F9",0.147,0.444,1,66.1913129216398
"2080","Q12802","AKAP13","ENSG00000170776","1",7928,4,"AF-Q12802-F6-model_v4","Q12802-F6",0.117,0.373,0,56.0872385363594
"2081","Q12816","TRO","ENSG00000067445","1",158951,12,"AF-Q12816-F1-model_v4","Q12816-F1",0.197,0.999,2,50.0885673295736
"2082","Q12830","BPTF","ENSG00000171634","1",936,6,"AF-Q12830-F5-model_v4","Q12830-F5",0.288,0.515,1,53.6350137136588
"2083","Q12830","BPTF","ENSG00000171634","1",936,6,"AF-Q12830-F10-model_v4","Q12830-F10",0.142,0.515,1,59.3768945514813
"2084","Q12830","BPTF","ENSG00000171634","1",936,6,"AF-Q12830-F2-model_v4","Q12830-F2",0.12,0.538,1,57.1746571634789
"2085","Q12830","BPTF","ENSG00000171634","1",936,6,"AF-Q12830-F8-model_v4","Q12830-F8",0.159,0.429,1,50.2874224499301
"2086","Q12830","BPTF","ENSG00000171634","1",936,6,"AF-Q12830-F1-model_v4","Q12830-F1",0.54,0.914,1,58.0629879211697
"2087","Q12830","BPTF","ENSG00000171634","1",936,6,"AF-Q12830-F4-model_v4","Q12830-F4",0.155,0.487,1,51.691940874036
"2088","Q12830","BPTF","ENSG00000171634","1",936,6,"AF-Q12830-F3-model_v4","Q12830-F3",0.142,0.052,0,50.8291475559616
"2089","Q12830","BPTF","ENSG00000171634","1",936,6,"AF-Q12830-F9-model_v4","Q12830-F9",0.212,0.449,1,55.1425575994054
"2090","Q12834","CDC20","ENSG00000117399","1",0,2,"AF-Q12834-F1-model_v4","Q12834-F1",0.319,0.217,0,84.8543494038362
"2091","Q12841","FSTL1","ENSG00000163430","1",1547,3,"AF-Q12841-F1-model_v4","Q12841-F1",0.396,0.787,1,86.0486865793781
"2092","Q12849","GRSF1","ENSG00000132463","1",3859,3,"AF-Q12849-F1-model_v4","Q12849-F1",0.198,0.02,0,66.9839844587353
"2093","Q12857","NFIA","ENSG00000162599","1",0,1,"AF-Q12857-F1-model_v4","Q12857-F1",0.304,0.988,1,63.8816544024359
"2094","Q12860","CNTN1","ENSG00000018236","1",21,2,"AF-Q12860-F1-model_v4","Q12860-F1",0.199,0.671,1,87.3855987986485
"2095","Q12864","CDH17","ENSG00000079112","1",76285,9,"AF-Q12864-F1-model_v4","Q12864-F1",0.211,0.658,1,87.4505427429274
"2096","Q12866","MERTK","ENSG00000153208","1",2871,4,"AF-Q12866-F1-model_v4","Q12866-F1",0.041,0.483,1,72.2431029146247
"2097","Q12872","SFSWAP","ENSG00000061936","1",30402,10,"AF-Q12872-F1-model_v4","Q12872-F1",0.119,0.604,1,60.8313437288136
"2098","Q12873","CHD3","ENSG00000170004","1",35522,6,"AF-Q12873-F1-model_v4","Q12873-F1",0.345,0.856,1,63.4086122961104
"2099","Q12874","SF3A3","ENSG00000183431","1",8263,3,"AF-Q12874-F1-model_v4","Q12874-F1",0.13,0.684,2,87.0199252471666
"2100","Q12879","GRIN2A","ENSG00000183454","1",217,2,"AF-Q12879-F1-model_v4","Q12879-F1",0.064,0.686,1,60.4192685655279
"2101","Q12882","DPYD","ENSG00000188641","1",17,2,"AF-Q12882-F1-model_v4","Q12882-F1",0.307,0.972,1,96.3512213251314
"2102","Q12891","HYAL2","ENSG00000068001","1",214816,5,"AF-Q12891-F1-model_v4","Q12891-F1",0.164,0.426,1,91.7633735571878
"2103","Q12906","ILF3","ENSG00000129351","1",35329,9,"AF-Q12906-F1-model_v4","Q12906-F1",0.096,0.614,1,68.0912074626866
"2104","Q12923","PTPN13","ENSG00000163629","1",135807,5,"AF-Q12923-F1-model_v4","Q12923-F1",0.1,0.533,3,60.2115631911939
"2105","Q12929","EPS8","ENSG00000151491","1",21295,4,"AF-Q12929-F1-model_v4","Q12929-F1",0.119,0.587,2,71.1546344102643
"2106","Q12933","TRAF2","ENSG00000127191","1",49806,5,"AF-Q12933-F1-model_v4","Q12933-F1",0.254,0.627,1,90.7967957927142
"2107","Q12955","ANK3","ENSG00000151150","1",15285,3,"AF-Q12955-F3-model_v4","Q12955-F3",0.18,0.397,0,69.961379472693
"2108","Q12955","ANK3","ENSG00000151150","1",15285,3,"AF-Q12955-F7-model_v4","Q12955-F7",0.306,0.681,1,50.0047863880155
"2109","Q12955","ANK3","ENSG00000151150","1",15285,3,"AF-Q12955-F2-model_v4","Q12955-F2",0.211,0.132,0,75.8993702700178
"2110","Q12955","ANK3","ENSG00000151150","1",15285,3,"AF-Q12955-F5-model_v4","Q12955-F5",0.13,0.281,0,56.8525489647454
