"","gene_id","avg_seg_mean"
"5539","HTT",0.09878
"5542","HTT",0.09878
"5546","MTHFR",-0.08749
"5547","SLC1A3",0.03362
"5548","SLC1A2",-0.0563386506563931
"5549","SLC1A1",-0.24049
"5552","PAFAH1B1",-0.16086
"5553","GUCA1A",0.12147
"5554","PTGFR",-0.00108074660134496
"5555","PTGER3",0.0736
"5556","PTGER2",-0.06803
"5557","PTGIR",-0.11008
"5558","MCAM",-0.05098
"5560","CRAT",-0.05669
"5562","GLP1R",0.109902512011917
"5563","CTSO",-0.0750115461626246
"5565","MATR3",-0.02345
"5567","GRK6",0.08206
"5570","GPD2",0.06184
"5572","SSR2",0.15907
"5576","NR4A2",0.06184
"5577","MAGEA1",-0.00398
"5578","MAGEA2B",-0.04918
"5579","MAGEA2",-0.04918
"5581","MAGEA4",-0.04918
"5582","MAGEA6",-0.04918
"5583","MAGEA8",0.16191
"5589","MAGEB1",0.07964
"5590","PTPN9",-0.07155
"5591","ZAP70",0.10557
"5592","SYK",-0.0104623470013659
"5595","NAMPT",-0.0571640004814354
"5596","KIR2DL1",-0.0265
"5597","KIR2DL3",-0.0265
"5598","KIR3DL1",-0.02631
"5600","KIR2DS4",-0.0274017770450799
"5601","AFM",0.08089
"5602","LPAR6",-0.10547
"5604","PSMC4",-0.02827
"5605","GATA4",-0.1107
"5610","ASPA",-0.17407
"5611","MMP13",0.13893
"5612","ABCG1",-0.0276
"5615","ACADSB",-0.0012613596304577
"5618","MAPK8",0.0867413741494793
"5619","MAPK9",0.09548
"5620","MAP2K4",-0.24355
"5622","PHKA1",-0.00531
"5623","SLC15A1",-0.06015
"5627","GPR3",-0.10366
"5628","CMKLR2",-0.07442
"5630","GPR4",-0.11367
"5631","XCR1",0.00121879673090476
"5632","GPR6",0.09783
"5633","HTR3A",0.05267
"5634","ATRX",-0.016
"5637","MTIF2",0.0743
"5642","NOTCH1",-0.074081102058792
"5644","BDKRB1",0.04602
"5646","SLCO1A2",0.0862287262352373
"5647","MAP2K3",-0.17529304393577
"5659","UTRN",-0.10058
"5660","UTRN",-0.10058
"5661","UTRN",-0.10058
"5665","UTRN",-0.10058
"5666","UTRN",-0.10058
"5672","HAAO",0.0465440935276493
"5673","GYG1",0.09147
"5674","STT3A",-0.0970235042398555
"5675","GALR1",-0.21121
"5677","CSN1S1",0.07609
"5678","PLA2G4A",0.152359548176457
"5680","CAPZA2",0.02109
"5681","CAPZB",0.00763419829897545
"5682","GPR12",-0.07995
"5683","RGR",0.11556
"5685","GABRA2",0.0735545473686335
"5687","GCGR",0.06941
"5688","SCTR",0.03879
"5690","OR3A1",-0.17407
"5691","OR1E2",-0.17407
"5692","OR1G1",-0.17407
"5693","ALDH1A3",0.10286
"5695","HTR5A",0.153591545512595
"5696","P2RY1",0.11293
"5697","AVPR1B",0.09179
"5707","XDH",0.07134
"5708","XCL1",0.11253
"5710","SLC6A8",-0.03266
"5711","MTNR1A",-0.13233
"5712","ATP5PO",0.00719
"5713","KCNJ1",-0.156363895179245
"5714","KCNJ4",-0.13791
"5715","KCNJ6",-0.0091404649240444
"5719","GLIPR1",0.05395
"5722","SLC6A11",-0.03102
"5723","SLC6A9",0.10091
"5726","PREP",0.0121024820102485
"5728","GJA8",0.1793
"5729","GLRB",0.00325690314535679
"5731","IREB2",-0.0145409844923211
"5733","TM4SF4",0.08622
"5735","TFPI2",0.07344
"5736","LEPR",0.11649
"5737","RFX2",-0.14141
"5738","RFX3",-0.25468
"5743","RXRG",0.14056
"5744","ARCN1",-0.00984
"5745","ALDH3B2",0.0827625601164801
"5746","LSS",-0.02455
"5750","CD151",-0.13245
"5751","PCP4",0.00182516085500019
"5752","KCNJ5",-0.12572
"5753","GIPR",-0.11465
"5754","KCNC1",-0.14325
"5755","KCNJ3",0.001551313821747
"5757","TRAPPC10",-0.03299
"5758","PSMD8",-0.02339
"5762","CCT5",0.23522
"5764","PTDSS1",0.35062
"5766","KRT6C",0.02717
"5768","AMT",0.0055
"5772","PIK3CG",-0.05731
"5773","PITPNB",-0.186873170758954
"5775","LHX1",-0.19524
"5777","SLC4A3",0.00586
"5779","TDO2",-0.0596136743999753
"5781","ADGRE5",0.02443
"5783","POLD2",-0.00192
"5785","HCAR3",-0.023
"5787","CAMLG",-0.10994
"5788","NR2C2",-0.03877
"5790","NPY2R",-0.00823999999999999
"5792","ALDH9A1",0.13489
"5793","PTH2R",-0.0527798852841566
"5795","TGM4",-0.00765
"5796","SPINT3",0.21515
"5797","CX3CR1",-0.09171
"5800","SLC11A1",0.00586
"5802","MTNR1B",0.05002
"5804","FMO5",0.147978042840624
"5805","FASN",0.06941
"5809","DHPS",0.02017
"5810","CCT3",0.15907
"5812","ARRB1",0.0676
"5815","ALDH7A1",-0.10926
"5818","CYB561",0.02985
"5820","CENPA",0.0535377734580379
"5821","CENPF",0.00911
"5824","CENPF",0.00911
"5828","CENPF",0.00911
"5829","CENPF",0.00911
"5831","SRP9",0.00583
"5835","CARS1",-0.13668
"5836","HARS2",0.0125
"5839","DGKG",0.261788018539146
"5840","TTPA",0.16334
"5842","MAN2A2",0.01811
"5845","CASP4",0.12279
"5847","STAR",-0.03179
"5849","PRLHR",0.06684
"5850","GPR15",0.07224
"5852","CTCF",-0.25621
"5858","THBS3",0.15016
"5859","COMP",0.08429
"5860","ACADVL",-0.20573
"5861","ACOT2",0.09756
"5866","RGS6",0.04585
"5868","CLK2",0.15907
"5869","CLK3",-0.07155
"5870","PGF",0.04616
"5873","PSEN1",0.04585
"5874","EIF2B2",0.04616
"5876","HINT1",-0.10745
"5877","RARRES1",0.11307
"5879","RANBP2",0.07055
"5883","RANBP2",0.07055
"5885","RANBP2",0.07055
"5894","PSEN2",0.04961
"5895","TSC2",-0.13468
"5896","NDUFV1",0.17151
"5900","TAF6",0.07244
"5901","KLK7",-0.06821
"5903","SULT1E1",0.07609
"5906","ZNF165",0.00504
"5908","MTHFS",-0.02486
"5910","LIG3",-0.22825
"5913","MRE11",0.1068
"5915","AGTR2",-0.01924
"5917","RBP2",0.12014
"5918","HNMT",-0.04
"5922","IDH3A",-0.0154272137895215
"5924","MEOX1",-0.130717722917437
"5927","SULT1A2",0.00187
"5929","MMP14",-0.0582
"5930","PPOX",0.14551
"5931","NPY4R",0.1406
"5932","GDI2",0.08751
"5934","HTR6",0.02624
"5935","CPT1A",0.07939
"5937","SLC26A2",0.02614
"5938","SERPINB8",-0.161432858006127
"5939","SERPINB9",0.19801
"5942","CSRP3",-0.12889
"5944","ST13",-0.14483
"5945","MXI1",0.12059
"5947","ERF",-0.10898
"5950","ASCL1",0.03972
"5951","DNM2",0.01815
"5952","METAP2",0.08521
"5954","TNFSF10",0.27075
"5958","HLCS",0.02732
"5959","KNTC1",-0.023
"5960","RASSF2",0.0954027224853587
"5961","CDK9",-0.05603
"5962","LRBA",-0.0370327800481697
"5963","LRBA",-0.0370327800481697
"5964","LRBA",-0.0370327800481697
"5966","LRBA",-0.0370327800481697
"5967","LRBA",-0.0370327800481697
"5968","LRBA",-0.0370327800481697
"5972","BCAM",-0.17974
"5975","CCT8",0.07689
"5976","CCT4",0.07165
"5978","ANXA11",0.41162
"5979","PAPOLA",0.04602
"5982","GZMM",-0.21276
"5986","RAB13",0.14071
"5988","RAB27A",-0.08393
"5989","PDE6C",0.08843
"5990","FABP6",0.05416
"5997","DAP3",0.15907
"5998","RORC",0.15852
"5999","BLK",-0.108354393766617
"6001","INSL3",0.08429
"6002","ZNF80",0.14731
"6003","ZNF81",0.210299204035643
"6005","MMP16",0.281765737742983
"6006","NOVA1",-0.0726250802299926
"6009","DNA2",0.09398
"6015","BCAP31",-0.03266
"6017","TPMT",-0.000850000000000001
"6020","BRCA2",-0.04079
"6021","BRCA2",-0.04079
"6022","BRCA2",-0.04079
"6023","BRCA2",-0.04079
"6024","CYP2J2",0.08018
"6029","ALDH3A2",-0.199
"6031","GPC3",-0.01849
"6035","CCL11",-0.23062
"6036","GPM6A",-0.201523277848135
"6037","CCR3",-0.02858
"6038","CCR4",-0.05286
"6039","CCR5",-0.000820000000000001
"6042","CCR9",-0.00633
"6043","SUOX",0.04006
"6044","SGSH",0.08495
"6049","USP11",0.20864
"6052","CLCN2",0.27809
"6053","CLCN3",-0.19941
"6056","CLCN6",-0.08749
"6057","CLCN7",-0.126252196455888
"6058","CLCNKA",0.14698
"6060","PLXNA3",-0.02576
"6063","GPR143",-0.05043
"6064","XK",0.07962
"6067","ZNF41",0.20864
"6071","AFF3",0.101797521450646
"6072","ADCY7",-0.0836
"6073","GUCY2F",-0.01965
"6074","NR0B1",0.07984
"6075","TKTL1",0.00124067863785911
"6076","AKR1D1",0.22597
"6079","CASP5",0.12279
"6083","CCNH",-0.20969
"6085","NEK2",0.00931
"6086","NEK3",-0.08064
"6089","UBE2E1",-0.05132
"6092","FUT6",-0.03678
"6093","MYOM1",-0.11547
"6095","PGD",-0.08769
"6097","KPNA2",0.14435
"6098","KPNA1",0.14585
"6102","DGKE",0.03546
"6104","POLR2J",0.19921
"6106","ARHGDIA",0.06941
"6108","SLC7A2",-0.04726
"6110","HNRNPF",0.08843
"6115","KIF11",0.12371
"6121","ZNF134",-0.05161
"6123","ZNF138",0.07261
"6129","SMS",0.05625
"6132","EFNA3",0.17139
"6134","EFNB2",-0.07138
"6135","EFNA5",-0.19051
"6137","STC1",-0.03052
"6141","THOP1",-0.22319
"6142","AKR1C2",0.07205
"6143","CAPZA1",0.10728
"6147","NUP98",-0.13593
"6153","SLC25A1",0.08519
"6154","PPP5C",-0.11008
"6155","PLK1",0.01138
"6156","DAPK1",-0.01466
"6157","ARFIP2",-0.12488
"6163","CEBPG",0.08814
"6164","METAP1",-0.06751
"6167","PGGT1B",-0.17741
"6168","RABGGTB",0.02232
"6169","COPB1",-0.1428
"6171","CTSC",0.058
"6179","AP2S1",-0.064
"6180","HCCS",-0.05332
"6183","MAPK10",-0.0664248418525221
"6184","SLC5A3",-0.00799818240416957
"6186","POLR2K",0.37387
"6188","RCAN1",0.0118338494936183
"6192","IST1",-0.191696198914628
"6195","POLG",0.02446
"6199","BLM",0.01811
"6202","SLC18A1",-0.04985
"6208","PMS2",-0.12418
"6209","CACNB3",0.05528
"6210","CACNA2D1",0.0998526085451591
"6212","PNLIPRP1",0.07424
"6216","PRKAG1",0.05528
"6217","PRKAA2",0.07299
"6219","BCAT1",0.134713293255249
"6220","ATP12A",-0.0784080026302132
"6221","ATP1B3",0.08444
"6225","PDE1A",0.0626588238963047
"6232","NAGLU",-0.1981
"6234","AK2",-0.03062
"6236","GAS1",-0.01698
"6237","PTPN5",-0.14325
"6238","GYS2",0.10961
"6239","NRL",-0.04966
"6240","EMP1",-0.0221
"6243","UGT2B15",0.16282
"6244","HMGCS2",0.128098212186878
"6245","ALDH18A1",0.08759
"6252","SLC12A2",-0.10926
"6253","SLC12A3",-0.21754
"6255","DRG2",-0.21278
"6258","NR1H2",-0.0666
"6259","APOC4",-0.11683
"6260","PLTP",0.21515
"6261","CSE1L",0.23127
"6262","TMBIM6",0.05528
"6263","AQP5",0.05528
"6264","VCP",0.02294
"6267","MFAP3",-0.0416860670868713
"6269","HADHB",0.03385
"6270","F2RL1",-0.207342024886097
"6271","AQP4",0.04486
"6276","MTTP",-0.08847
"6278","AFDN",-0.11822437220007
"6288","ADK",0.23024
"6289","ADAR",0.18995
"6290","LAMB2",0.0055
"6303","LIM2",-0.06474
"6305","PKNOX1",-0.0364091187535537
"6306","SEC13",0.00530152860490091
"6311","NPEPPS",-0.16319
"6315","OXCT1",0.02977
"6316","SH3BGR",0.0212
"6321","FCGRT",-0.06591
"6322","UCP3",0.06482
"6324","ATP5MF",0.07453
"6325","GFRA1",0.07424
"6332","MARS1",0.03964
"6336","MAZ",0.11372
"6339","TCL1A",0.04602
"6340","POLE2",-0.06686
"6341","P2RX3",0.04896
"6351","NDUFA6",-0.13269
"6354","PEX3",-0.10267
"6356","PER3",-0.08333
"6358","KCNQ4",0.06191
"6362","WNT7B",-0.114418985056303
"6363","PRSS12",-0.04934
"6367","CLDN12",0.0327107240575918
"6372","CLDN20",-0.14592
"6373","GSC",0.04779
"6374","HSD17B7",0.11566
"6375","BCAR1",-0.238016472141419
"6377","NRG3",0.0923416847081445
"6378","RBM11",0.12409
"6380","PIGP",0.02732
"6381","RIPPLY3",0.02732
"6383","HUNK",0.02257
"6395","TMEM33",-0.03765
"6396","SLC8A3",0.04585
"6402","PCBP4",-0.05831
"6403","TMPRSS3",-0.0276
"6404","RAB38",0.0599351463229861
"6407","CORO7",-0.02905
"6414","EEFSEC",0.15474
"6415","GJA9",-0.04088
"6416","FBXW4",0.06377
"6417","KCNK10",0.032843887078699
"6418","CABP4",0.02912
"6419","SESN2",-0.09753
"6420","SESN3",0.10812
"6438","EPPK1",0.39467
"6440","EPPK1",0.39467
"6444","OR1D5",-0.17407
"6445","OR2B6",0.00504
"6446","OR4D2",0.02985
"6447","OR10A3",-0.13017
"6451","VSX2",0.04727
"6453","ANTXR2",0.0565402853649217
"6455","ADAMTS12",0.0808656943556773
"6457","CLRN1",0.08552
"6458","FAM3B",0.00663301790389325
"6464","EVA1C",0.02257
"6466","TIRAP",-0.17833
"6467","RHBDL3",-0.21141
"6468","H2BC5",-0.00213
"6471","NLRP11",-0.06869
"6472","NLRP12",0.05629
"6474","STARD6",-0.21117
"6477","ADAMTS20",0.0712612284370248
"6478","TAS2R38",0.22467
"6479","TAS2R39",0.22485
"6480","TAS2R40",0.22485
"6484","TAS2R46",0.00885
"6485","TAS2R30",0.06854
"6486","TAS2R19",0.00885
"6487","TAS2R20",0.07694
"6488","TAS2R50",0.07694
"6489","TAS2R60",0.2212
"6493","DEFA3",-0.04243
"6501","LILRA4",-0.03431
"6510","CD81",-0.13051
"6512","RNASE9",-0.0523
"6514","PLP1",-0.01879
"6519","PTEN",0.0581189833305413
"6520","PPP4C",0.16437
"6523","ROMO1",0.15255
"6526","MYL6",0.04006
"6527","PFN3",0.08206
"6529","RAC3",0.06941
"6531","EIF4A1",-0.19746
"6534","SNAP25",8.9854361071974e-05
"6536","GPR85",0.07189
"6538","S100A10",0.15852
"6539","CDC42",-0.0852919880972305
"6542","KRTDAP",-0.000749999999999999
"6543","RAB8A",0.01482
"6545","SRP54",-0.09851
"6546","RAB4B",-0.10848
"6550","RAB10",0.03385
"6555","UBE2N",0.07758
"6556","RAB14",-0.00556474378482077
"6558","ACTR3",0.03987
"6559","ACTR2",0.07564
"6560","ACTR1A",0.06377
"6566","RAP1B",0.09456
"6567","RAP2B",0.11293
"6568","YPEL3",0.16437
"6572","STX1B",0.01619
"6573","SST",0.26886
"6581","ISL1",-0.0695856981251631
"6582","ATP6V0D1",-0.25621
"6585","RHOA",0.0055
"6586","RND3",0.00868
"6588","NCALD",0.292620578656591
"6590","SEC61A1",0.15474
"6594","STXBP1",-0.05603
"6596","DAD1",-0.000819999999999998
"6598","NPC2",0.07003
"6600","PKIA",0.25017
"6602","GNG11",0.07956
"6607","AP1S1",0.0698
"6612","USP46",0.08875
"6613","RRAS2",-0.1428
"6614","TIMM10",0.04896
"6615","TSPAN5",-0.107945827606454
"6620","PSMC1",0.07817
"6621","PSMC5",0.07306
"6633","RPS11",-0.06591
"6642","BTG1",0.07932
"6645","PSMC6",-0.06803
"6654","YPEL5",0.07034
"6658","RHOB",0.02382
"6676","H2BC6",-0.00213
"6677","H2BC10",-0.00213
"6678","H2BC4",-0.00213
"6679","H2BC8",-0.00213
"6680","H2BC7",-0.00213
"6681","RAB1A",0.0677841275251558
"6684","RAP1A",0.09486
"6686","RPS15",-0.20742
"6696","RPL39",-0.02083
"6705","BLCAP",0.15842
"6706","CACNG7",-0.05396
"6708","UBA52",0.08429
"6712","AP2B1",-0.22561
"6716","YWHAZ",0.37387
"6718","PPP2R2A",-0.04188
"6729","EIF5A",-0.20573
"6734","SUPT4H1",0.02985
"6738","PPP2CA",-0.10994
"6740","SEC11A",-0.01984
"6745","EEF1A1",0.108
"6748","TUBA1B",0.05528
"6749","TUBA4A",0.00586
"6750","TUBB4B",-0.08362
"6753","H3C11",0.00504
"6754","H3C7",-0.00213
"6755","H3C2",-0.00213
"6756","H3C10",0.00504
"6757","H3C3",-0.00213
"6758","H3C4",-0.00213
"6759","H3C6",-0.00213
"6760","H3C12",0.00504
"6761","H3C1",-0.00213
"6762","H3C8",-0.00213
"6763","UBXN2A",0.03732
"6764","HBB",-0.19666
"6767","HBG2",-0.115900327074573
"6770","CXADR",0.12685
"6775","IGBP1",-0.00531
"6778","CYP4F2",0.04971
"6782","GABRE",-0.04918
"6784","EIF4G2",-0.14643
"6790","PIP4K2B",-0.20337
"6791","CNTNAP1",-0.1981
"6794","SRPK2",-0.0738085302136843
"6795","ABCA4",0.0131896258309803
"6797","NKX3-2",-0.07157
"6799","CLDN10",-0.000681834622755792
"6800","CCT2",0.10114129524829
"6802","SLC35A2",0.21805
"6803","SLC35A1",0.08633
"6804","SLC35B1",-0.04347
"6805","KRT83",0.15181
"6807","PRAME",-0.10813
"6810","BTN3A2",-0.00213
"6818","NKX6-1",-0.084
"6819","JAG1",-0.00251
"6820","KCNJ10",0.12542
"6823","RELN",-0.04906
"6824","RELN",-0.04906
"6825","RELN",-0.04906
"6826","RELN",-0.04906
"6828","RELN",-0.04906
"6829","RELN",-0.04906
"6831","RELN",-0.04906
"6833","DENND2B",-0.13017
"6835","PRKDC",0.1367
"6836","PRKDC",0.1367
"6837","PRKDC",0.1367
"6838","PRKDC",0.1367
"6839","PRKDC",0.1367
"6841","PRKDC",0.1367
"6847","PRKDC",0.1367
"6848","PRKDC",0.1367
"6852","ARG2",-0.09406
"6855","NTHL1",-0.13468
"6856","IL13RA1",-0.02083
"6864","GPLD1",0.01229
"6872","HSD11B2",-0.25621
"6873","DLK1",0.06338
"6874","ABAT",0.01259
"6880","GPSM2",0.10675
"6885","DCD",0.03462
"6888","SLC7A9",0.08814
"6889","CRB1",0.14363
"6901","MRPS9",0.09257
"6904","RBP5",0.07326
"6905","ADAMTSL3",-0.0244668718315343
"6906","HTRA4",-0.02947
"6907","HTRA3",0.08546
"6908","LACTB",-0.07917
"6910","COG7",0.01138
"6917","HPCA",-0.02894
"6921","RHOG",-0.13593
"6925","MXRA7",0.18364
"6930","ARHGAP8",-0.112382028755989
"6933","ZBED6",0.1229
"6935","PRR20A",-0.04783
"6936","CCZ1B",-0.03299
"6937","CCZ1",-0.03729
"6940","SHC2",-0.153012099546685
"6941","DAB2",0.0290847983572551
"6943","MUC5AC",-0.13245
"6944","MUC5AC",-0.13245
"6946","MUC5AC",-0.13245
"6948","MUC5AC",-0.13245
"6949","MUC5AC",-0.13245
"6950","MUC5AC",-0.13245
"6952","MUC5AC",-0.13245
"6953","MUC5AC",-0.13245
"6956","MUC5AC",-0.13245
"6957","FBLN2",-0.022029027396613
"6960","HSPG2",-0.0545812191003486
"6964","HSPG2",-0.0545812191003486
"6969","HSPG2",-0.0545812191003486
"6975","HSPG2",-0.0545812191003486
"6976","PKD1",-0.13468
"6978","PKD1",-0.13468
"6979","PKD1",-0.13468
"6980","PKD1",-0.13468
"6981","PKD1",-0.13468
"6983","PKD1",-0.13468
"6985","PKD1",-0.13468
"6987","PKD1",-0.13468
"6990","PKD1",-0.13468
"6995","LRP2",0.06297
"6996","LRP2",0.06297
"7000","LRP2",0.06297
"7001","LRP2",0.06297
"7002","LRP2",0.06297
"7006","LRP2",0.06297
"7008","LRP2",0.06297
"7011","ZXDB",0.07732
"7014","EFNB1",-0.00531
"7015","FAM3A",0.12202
"7017","RBM10",0.20864
"7020","ZNF200",-0.10394
"7021","CYP4F8",0.01644
"7022","ATP2C1",0.139185820872201
"7023","ATP11A",-0.0370617828989953
"7024","ATP8B2",0.16247
"7025","CYCS",-0.14709
"7030","PITPNA",-0.14138589479197
"7032","SLC25A3",0.114436883342126
"7037","CDKL1",-0.06686
"7040","CDK16",0.20864
"7041","CDK17",0.08521
"7044","FANCC",-0.012598050346294
"7046","CLTC",0.02985
"7048","NFKB2",0.06377
"7050","PLCB2",-0.03236
"7051","REEP5",-0.1864
"7059","B4GALNT1",0.03964
"7060","CACNA1B",-0.0405377967094379
"7061","IRF9",-0.04966
"7062","MDM2",0.09456
"7073","SCN7A",0.06069
"7074","SRSF2",0.18364
"7079","IL5RA",0.05494
"7080","MS4A2",0.04958
"7081","GALK2",-0.09205
"7082","AMPD3",-0.13723
"7085","PMP22",-0.206267531085163
"7087","FABP5",0.27716
"7089","ANK2",-0.0844296879836918
"7090","ANK2",-0.0844296879836918
"7094","ANK2",-0.0844296879836918
"7095","CAP1",0.05231
"7096","DEFA5",-0.1118
"7097","DEFA6",-0.12694
"7102","HMGCS1",0.04534
"7105","IL1RL1",0.08779
"7106","SLC7A5",-0.196242443009073
"7108","TFAP4",-0.02905
"7109","CACNA1D",-0.0253677983983553
"7110","MC2R",0.0336
"7112","FMO1",0.11279
"7114","PFKP",0.1069318939691
"7115","ATP2B2",-0.0307514591989603
"7116","SATB1",-0.08485
"7117","XPC",-0.03856
"7120","POU4F1",-0.03133
"7123","BNC1",-0.01987
"7124","SLC6A3",0.211916020789802
"7125","OCRL",-0.01569
"7126","PLCB3",0.03362
"7127","ROR1",0.08879
"7128","ROR2",-0.0148716263475792
"7134","NAAA",0.08667
"7135","RHAG",0.123462376774712
"7136","GUCY1A1",-0.03471
"7137","DHODH",-0.184846471807822
"7138","GUCY1B1",-0.03471
"7139","PRKCE",0.011376983596013
"7140","RHD",0.0076534971470556
"7144","CENPE",-0.09036
"7145","CENPE",-0.09036
"7146","CENPE",-0.09036
"7147","CENPE",-0.09036
"7150","CENPE",-0.09036
"7151","CENPE",-0.09036
"7156","CYP27A1",0.00586
"7159","BDH1",0.37157
"7161","ZNF45",-0.11675
"7166","COL7A1",0.0055
"7168","APBA1",-0.0157025014355992
"7169","DSG1",0.06401
"7170","DSC2",0.06401
"7171","MUC3A",0.0698
"7172","MUC3A",0.0698
"7174","ID3",-0.09856
"7178","IRF8",-0.16844
"7182","GHRHR",-0.14637
"7186","TEK",-0.01487
"7187","MAP3K10",-0.02827
"7189","PLOD1",-0.08749
"7192","GUCY2D",-0.21021
"7193","RPL6",-0.04864
"7194","TOP2B",-0.04504
"7195","CYP4A11",0.10703
"7197","PAX2",0.14517
"7198","SLC25A11",-0.20412
"7201","DST",0.0948288000470999
"7203","DST",0.0948288000470999
"7204","DST",0.0948288000470999
"7205","DST",0.0948288000470999
"7208","DST",0.0948288000470999
"7209","DST",0.0948288000470999
"7210","DST",0.0948288000470999
"7211","DST",0.0948288000470999
"7215","DST",0.0948288000470999
"7216","DST",0.0948288000470999
"7217","DST",0.0948288000470999
"7220","DST",0.0948288000470999
"7223","DST",0.0948288000470999
"7224","DST",0.0948288000470999
"7225","DST",0.0948288000470999
"7226","DST",0.0948288000470999
"7229","POU3F1",-0.03592
"7230","CREM",0.08428
"7233","GNA12",-0.13048
"7236","KMT2A",-0.0550402466678839
"7238","KMT2A",-0.0550402466678839
"7239","KMT2A",-0.0550402466678839
"7242","KMT2A",-0.0550402466678839
"7245","PPARD",0.113956151361425
"7247","PTS",0.049554151856209
"7258","CEBPZ",0.02996
"7261","ZNF85",0.116105645693443
"7263","HSF2",-0.00860999999999999
"7265","ZNF90",0.16243
"7271","FOLH1",-0.0306
"7273","ATP7A",-0.016
"7274","OCA2",-0.046586920838417
"7275","KRT17",-0.2034
"7279","TLE3",-0.06932
"7283","HGFAC",0.09878
"7287","AKR1C1",0.07205
"7289","CHRNE",-0.20412
"7290","REL",0.07165
"7291","CD164",0.01383
"7298","UBE3A",-0.0568175074256573
"7302","EGR4",0.08015
"7304","GAD2",0.07743
"7305","PTK2",0.143687765337744
"7306","LIPE",-0.10898
"7307","ZNF91",0.0451540214801118
"7309","ZBTB16",0.05267
"7311","GRIN1",-0.08362
"7312","EEF1A2",0.14873
"7321","SLC18A2",0.07031
"7324","MBTD1",0.0154626753025389
"7326","LRRC63",-0.11079
"7327","CTDSPL2",-0.09599
"7328","DEUP1",0.0462575990229162
"7329","FHIP1A",-0.0325292075178082
"7333","KDSR",-0.1648
"7336","PPP2R3A",0.1501
"7340","AOX1",0.0460895021910609
"7344","POU5F1B",0.42703
"7349","SLC34A1",0.08206
"7350","SULT2A1",-0.0679082391713748
"7351","GABPA",0.08796
"7352","GABPB1",-0.09205
"7354","RAD51",-0.09629
"7366","RPL18",-0.06862
"7368","CKAP4",-0.03194
"7369","ENPEP",-0.05419
"7371","CD69",0.06825
"7375","PIGF",0.0273
"7376","PDE4B",0.11142
"7378","KLRC3",0.06825
"7381","SPAG1",0.37387
"7386","BAX",-0.06591
"7387","BCL2L1",0.14291
"7392","PPARA",-0.13294
"7394","SOS2",-0.06686
"7396","LRP1",0.03964
"7397","LRP1",0.03964
"7400","LRP1",0.03964
"7401","LRP1",0.03964
"7404","LRP1",0.03964
"7405","LRP1",0.03964
"7406","LRP1",0.03964
"7407","LRP1",0.03964
"7408","LRP1",0.03964
"7411","LRP1",0.03964
"7412","LRP1",0.03964
"7414","ARHGAP1",-0.04237
"7415","CYP24A1",0.39806
"7417","FOXM1",0.10102
"7421","PCDH1",0.02235
"7422","TGM3",0.07171
"7426","CACNB2",0.10454
"7427","IL10RB",0.00719
"7428","DDR1",0.06399
"7429","SLC20A2",0.10393
"7434","EHHADH",0.282
"7435","MFGE8",0.02981
"7436","ADCY2",0.19148868792266
"7437","CYP4F3",0.01644
"7438","PDE4C",0.08429
"7439","DMTN",-0.04639
"7440","PDE4D",-0.122078141773242
"7443","SPOCK1",-0.0492711001285022
"7450","ITK",0.05058
"7451","SSRP1",0.04896
"7454","SPIRE1",0.04049
"7455","SLFN5",-0.22825
"7456","GOLGA8F",0.00794
"7457","ZNF844",0.01915
"7459","ACSM1",-0.0057
"7460","ACSM2A",-0.0057
"7461","SLC38A11",0.05953
"7463","VAC14",-0.20786
"7464","ZNF616",-0.04557
"7465","ZNF543",-0.06677
"7468","DMPK",-0.11465
"7471","NCBP1",-0.00948
"7473","MGAT5",0.01209
"7474","ABCC8",-0.14325
"7480","NIPAL4",0.05058
"7483","SLC10A7",0.02658
"7484","TBC1D8B",-0.02014
"7485","FCHO2",-0.23522
"7487","C2orf80",-0.06306
"7488","ABHD18",-0.05811
"7490","DIPK1C",-0.17188078452248
"7491","CCDC15",-0.08633
"7492","TMEM62",-0.08742
"7494","LRRC74A",0.05556
"7495","PLCXD2",0.06816
"7497","LMOD3",-0.07428
"7501","DNAH14",0.00812246387113791
"7502","DNAH14",0.00812246387113791
"7503","DNAH14",0.00812246387113791
"7505","DNAH14",0.00812246387113791
"7507","DNAH14",0.00812246387113791
"7508","DNAH14",0.00812246387113791
"7512","DNAH14",0.00812246387113791
"7519","FAAP100",0.06941
"7521","ZNF816",-0.00947
"7530","FABP9",0.2722
"7534","GALNT2",0.0475
"7540","BST1",-0.06773
"7543","FUT2",0.0458
"7544","FUT5",-0.03678
"7547","ST3GAL3",0.10091
"7550","SCRN1",-0.14637
"7551","HMGXB3",0.00993045354870535
"7552","TMEM94",0.0931482474378729
"7553","WASHC5",0.373267020154023
"7554","NUP160",-0.04237
"7555","SCAP",0.0202301946001201
"7559","GTF3C1",0.000890000000000003
"7560","KCNMA1",0.204861997344305
"7562","HYAL1",-0.084
"7564","ASPH",0.1463
"7567","AKAP13",0.0140089651604946
"7568","AKAP13",0.0140089651604946
"7572","KCNH2",0.2309
"7573","TRO",0.08063
"7575","RAB40B",0.051
"7582","BPTF",0.07036
"7587","KIF5A",0.03964
"7588","FSTL1",0.12469
"7589","STX4",0.01619
"7593","NFIA",0.08445
"7594","CNTN1",0.0482
"7595","CDH17",0.36926
"7598","SFSWAP",-0.11172
"7599","CHD3",-0.21021
