gene_id,base_count,cancer_count,MeSH_count,title_query,ovarian_count,title_count
VEGFA,23414,9515,7274,893,459,893.0
CHEK2,2564,2147,1546,425,373,425.0
DNAJB11,81,19,14,5,1,5.0
KRT16,195,70,49,5,1,5.0
ARTN,202,49,40,2,0,2.0
CLEC4E,101,14,2,2,1,2.0
MAPK15,69,36,14,11,1,11.0
WNT6,274,92,49,19,4,19.0
YBX2,122,16,13,4,2,4.0
RARRES1,104,72,54,21,4,21.0
RPP40,16,5,3,1,0,1.0
TNFRSF18,520,205,110,1,9,1.0
SECTM1,29,14,8,9,0,9.0
SPINDOC,9,5,1,3,0,3.0
RASGRF1,616,143,43,28,2,28.0
H2BC11,1,1,0,0,0,0.0
FANCA,715,486,202,78,46,78.0
CKAP2,77,49,34,23,2,23.0
SUV39H2,141,69,33,25,1,25.0
IL12RB1,352,41,23,3,0,3.0
TOP2A,1393,1182,846,203,48,203.0
H3C10,0,0,0,0,0,0.0
SRSF12,8,5,2,0,0,0.0
HLA-G,2873,849,648,504,44,504.0
AP1S1,30,8,2,3,0,3.0
LMNB1,215,77,47,11,2,11.0
ZYG11A,19,5,2,4,1,4.0
ROPN1B,6,4,3,0,0,0.0
CDK16,67,41,22,24,1,24.0
MRPL9,15,8,6,1,0,1.0
SNRPC,25,8,5,3,2,3.0
CTPS1,71,36,16,8,1,8.0
MRPL12,40,17,7,6,0,6.0
GMPS,551,138,62,6,2,6.0
CDH3,274,142,103,23,2,23.0
CXCL8,7277,1739,1184,220,72,220.0
FBXL19,66,30,16,25,1,25.0
SLC35F2,29,21,13,12,1,12.0
SKA1,116,67,42,29,1,29.0
IL2RA,2030,529,350,13,11,13.0
MUC5B,1256,250,161,43,12,43.0
APOBEC3B,415,332,197,184,20,184.0
HSPA14,55,25,16,1,0,1.0
SPHK1,1292,591,344,112,19,112.0
MAPK8IP2,43,13,8,4,0,4.0
CCNF,190,69,32,6,3,6.0
RCC1,565,131,75,27,2,27.0
IFI27,299,105,66,18,10,18.0
PKP1,157,64,42,12,1,12.0
RPP25,35,8,6,3,0,3.0
SNRPD1,62,22,12,4,2,4.0
UBQLN4,47,22,11,8,1,8.0
ATAD2,171,136,96,79,10,79.0
GPRIN2,24,10,6,2,0,2.0
MRPS21,5,2,1,0,0,0.0
ESRP1,207,160,110,46,12,46.0
CCNA2,813,523,334,30,17,30.0
CENPK,51,32,18,12,1,12.0
DONSON,195,133,105,15,1,15.0
HR,370349,103966,74863,977,4546,977.0
NRTN,253,27,17,1,0,1.0
RTN4R,341,30,17,0,1,0.0
TDO2,240,135,84,35,6,35.0
PI3,9729,3175,1970,503,116,503.0
H4C8,3,2,1,0,0,0.0
HAUS8,13,5,3,0,0,0.0
TOP1MT,50,40,17,16,2,16.0
SERTAD4,9,3,0,0,0,0.0
MED30,30,10,8,4,0,4.0
MSH2,5571,4836,3848,695,438,695.0
SCRIB,461,257,107,43,6,43.0
TACC3,388,282,194,111,12,111.0
HDAC2,2479,986,575,211,34,211.0
MSH6,2998,2650,2080,313,289,313.0
KPNA2,327,226,147,83,12,83.0
