"","gene_id","avg_seg_mean"
"GK-IT1","GK-IT1",0.07924
"GK2","GK2",0.09823
"GK3P","GK3P",-0.12813
"GK4P","GK4P",-0.01879
"GK5","GK5",0.0852
"GKAP1","GKAP1",-0.01698
"GKN1","GKN1",0.0730530961482471
"GKN2","GKN2",0.05865
"GKN3P","GKN3P",0.05865
"GLA","GLA",-0.01879
"GLB1","GLB1",-0.05286
"GLB1L","GLB1L",0.00586
"GLB1L2","GLB1L2",NA
"GLB1L3","GLB1L3",NA
"GLCCI1","GLCCI1",-0.15316
"GLCCI1-DT","GLCCI1-DT",-0.15316
"GLCE","GLCE",-0.06499
"GLDC","GLDC",-0.177903106973322
"GLDCP1","GLDCP1",0.13096
"GLDN","GLDN",-0.09205
"GLE1","GLE1",-0.01605
"GLG1","GLG1",-0.26068
"GLI1","GLI1",0.03964
"GLI2","GLI2",0.04281
"GLI3","GLI3",-0.02265
"GLI4","GLI4",0.38215
"GLIDR","GLIDR",0.06189
"GLIPR1","GLIPR1",0.05395
"GLIPR1-AS1","GLIPR1-AS1",0.05395
"GLIPR1L1","GLIPR1L1",0.0546233865065201
"GLIPR1L2","GLIPR1L2",0.0516470342177279
"GLIPR2","GLIPR2",0.02528
"GLIS1","GLIS1",0.10518
"GLIS2","GLIS2",-0.02905
"GLIS2-AS1","GLIS2-AS1",-0.02905
"GLIS3","GLIS3",-0.206558616879804
"GLIS3-AS1","GLIS3-AS1",-0.25468
"GLIS3-AS2","GLIS3-AS2",-0.173816160120295
"GLMN","GLMN",0.03449
"GLMP","GLMP",0.15907
"GLO1","GLO1",0.10068
"GLOD4","GLOD4",NA
"GLOD5","GLOD5",0.21805
"GLP1R","GLP1R",0.109902512011917
"GLP2R","GLP2R",-0.196021778260609
"GLRA1","GLRA1",-0.03534
"GLRA2","GLRA2",-0.0368032258986483
"GLRA3","GLRA3",-0.18449
"GLRA4","GLRA4",-0.01879
"GLRB","GLRB",0.00325690314535679
"GLRX","GLRX",-0.20105
"GLRX2","GLRX2",0.15042
"GLRX3","GLRX3",0.02693
"GLRX3P2","GLRX3P2",0.12905
"GLRX5","GLRX5",0.04602
"GLRX5P1","GLRX5P1",-0.02083
"GLRX5P2","GLRX5P2",0.14551
"GLRX5P3","GLRX5P3",-0.10193
"GLRXP1","GLRXP1",0.15842
"GLRXP2","GLRXP2",0.07817
"GLRXP3","GLRXP3",0.12046
"GLS","GLS",0.13942
"GLS2","GLS2",0.04006
"GLT1D1","GLT1D1",-0.0459249786471754
"GLT6D1","GLT6D1",-0.07317
"GLT8D1","GLT8D1",-0.05831
"GLT8D2","GLT8D2",0.05065
"GLTP","GLTP",-0.05164
"GLTPD2","GLTPD2",-0.11514
"GLTPP1","GLTPP1",-0.14325
"GLUD1","GLUD1",0.08691
"GLUD1P2","GLUD1P2",0.10823
"GLUD1P3","GLUD1P3",0.23769
"GLUD1P4","GLUD1P4",-0.16681
"GLUD1P9","GLUD1P9",-0.01965
"GLUD2","GLUD2",-0.02083
"GLUL","GLUL",0.15563
"GLULP3","GLULP3",-0.05489
"GLULP4","GLULP4",0.02294
"GLULP5","GLULP5",-0.07345
"GLULP6","GLULP6",0.07633
"GLYAT","GLYAT",0.05301
"GLYATL1","GLYATL1",0.05301
"GLYATL1B","GLYATL1B",0.04958
"GLYATL1P1","GLYATL1P1",0.05301
"GLYATL1P2","GLYATL1P2",0.05301
"GLYATL1P4","GLYATL1P4",0.15098
"GLYATL2","GLYATL2",0.05301
"GLYATL3","GLYATL3",0.09643
"GLYCAM1","GLYCAM1",0.03462
"GLYCTK","GLYCTK",-0.05831
"GLYCTK-AS1","GLYCTK-AS1",-0.05831
"GLYR1","GLYR1",-0.0208185533657576
"GM2A","GM2A",-0.03267
"GM2AP1","GM2AP1",0.04657
"GM2AP2","GM2AP2",0.11279
"GMCL1","GMCL1",0.07576
"GMCL1P2","GMCL1P2",0.04996
"GMCL2","GMCL2",0.09052
"GMDS","GMDS",0.182227180942673
"GMDS-DT","GMDS-DT",0.177686558849518
"GMEB1","GMEB1",-0.09584
"GMEB2","GMEB2",0.165600808380503
"GMFB","GMFB",-0.09816
"GMFBP1","GMFBP1",0.07334
"GMFG","GMFG",-0.02953
"GMIP","GMIP",0.11124
"GML","GML",0.37885
"GMNC","GMNC",0.30837
"GMNN","GMNN",0.04629
"GMPPA","GMPPA",0.00586
"GMPPB","GMPPB",0.0055
"GMPR","GMPR",0.00209614060516493
"GMPR2","GMPR2",-0.04966
"GMPS","GMPS",0.1241
"GMPSP1","GMPSP1",0.08701
"GNA11","GNA11",-0.22319
"GNA12","GNA12",-0.13048
"GNA13","GNA13",0.07306
"GNA13P1","GNA13P1",-0.05199
"GNA14","GNA14",-0.0789
"GNA14-AS1","GNA14-AS1",-0.0789
"GNA15","GNA15",-0.22319
"GNA15-DT","GNA15-DT",-0.22319
"GNAI1","GNAI1",0.0972594756832462
"GNAI2","GNAI2",-0.084
"GNAI2P1","GNAI2P1",-0.02744
"GNAI2P2","GNAI2P2",0.37844
"GNAI3","GNAI3",0.10594
"GNAL","GNAL",0.0453
"GNAO1","GNAO1",-0.21754
"GNAO1-AS1","GNAO1-AS1",-0.21754
"GNAO1-DT","GNAO1-DT",-0.21754
"GNAQ","GNAQ",-0.0789
"GNAQP1","GNAQP1",0.03144
"GNAS","GNAS",0.21334
"GNAS-AS1","GNAS-AS1",0.21334
"GNAT1","GNAT1",-0.084
"GNAT2","GNAT2",0.10594
"GNAT3","GNAT3",0.09711
"GNAZ","GNAZ",0.05085
"GNB1","GNB1",NA
"GNB1-DT","GNB1-DT",NA
"GNB1L","GNB1L",0.0281340569766953
"GNB2","GNB2",0.07244
"GNB3","GNB3",0.07802
"GNB4","GNB4",0.27535
"GNB5","GNB5",-0.09205
"GNE","GNE",0.02528
"GNG10","GNG10",-0.01351
"GNG10P1","GNG10P1",0.04057
"GNG11","GNG11",0.07956
"GNG12","GNG12",0.07788
"GNG12-AS1","GNG12-AS1",0.07788
"GNG13","GNG13",0.000430000000000001
"GNG14","GNG14",0.02017
"GNG2","GNG2",-0.0948195023069575
"GNG3","GNG3",0.04053
"GNG4","GNG4",0.09877
"GNG5","GNG5",-0.06295
"GNG5B","GNG5B",-0.01965
"GNG5P1","GNG5P1",-0.1603
"GNG5P3","GNG5P3",0.06464
"GNG5P5","GNG5P5",-0.11013
"GNG7","GNG7",-0.176754089034059
"GNG8","GNG8",-0.11008
"GNGT1","GNGT1",0.0296002821211922
"GNGT2","GNGT2",-0.04347
"GNL1","GNL1",0.01357
"GNL2","GNL2",-0.03452
"GNL2P1","GNL2P1",0.03281
"GNL3","GNL3",-0.05831
"GNL3L","GNL3L",0.08063
"GNL3LP1","GNL3LP1",-0.11372
"GNLY","GNLY",0.10458
"GNMT","GNMT",0.12147
"GNPAT","GNPAT",0.0475
"GNPATP","GNPATP",-0.28491
"GNPDA1","GNPDA1",0.00873
"GNPDA2","GNPDA2",0.09152
"GNPNAT1","GNPNAT1",-0.06803
"GNPTAB","GNPTAB",0.04392
"GNPTG","GNPTG",-0.1456
"GNRH1","GNRH1",-0.04188
"GNRH2","GNRH2",0.09507
"GNRHR","GNRHR",0.08164
"GNRHR2","GNRHR2",0.18972
"GNRHR2P1","GNRHR2P1",-0.14326
"GNS","GNS",0.10189
"GOLGA1","GOLGA1",0.00375
"GOLGA2","GOLGA2",-0.01605
"GOLGA2P1","GOLGA2P1",0.30382
"GOLGA2P10","GOLGA2P10",-0.01987
"GOLGA2P11","GOLGA2P11",-0.0714
"GOLGA2P2Y","GOLGA2P2Y",NA
"GOLGA2P3Y","GOLGA2P3Y",NA
"GOLGA2P4","GOLGA2P4",-0.11574
"GOLGA2P5","GOLGA2P5",0.04392
"GOLGA2P6","GOLGA2P6",0.10917
"GOLGA2P7","GOLGA2P7",0.07418
"GOLGA2P8","GOLGA2P8",0.02856
"GOLGA2P9","GOLGA2P9",0.0537
"GOLGA3","GOLGA3",NA
"GOLGA4","GOLGA4",-0.08867
"GOLGA4-AS1","GOLGA4-AS1",-0.08867
"GOLGA5","GOLGA5",0.04082
"GOLGA5P1","GOLGA5P1",0.02846
"GOLGA6A","GOLGA6A",-0.07155
"GOLGA6B","GOLGA6B",0.0713
"GOLGA6C","GOLGA6C",-0.07155
"GOLGA6D","GOLGA6D",-0.07155
"GOLGA6EP","GOLGA6EP",-0.07155
"GOLGA6FP","GOLGA6FP",-0.07716
"GOLGA6GP","GOLGA6GP",-0.0104108833180129
"GOLGA6L1","GOLGA6L1",NA
"GOLGA6L10","GOLGA6L10",-0.01987
"GOLGA6L11P","GOLGA6L11P",NA
"GOLGA6L16P","GOLGA6L16P",NA
"GOLGA6L17P","GOLGA6L17P",-0.01987
"GOLGA6L2","GOLGA6L2",-0.03185
"GOLGA6L22","GOLGA6L22",NA
"GOLGA6L23P","GOLGA6L23P",-0.03854
"GOLGA6L24","GOLGA6L24",0.00794
"GOLGA6L25","GOLGA6L25",0.00794
"GOLGA6L26","GOLGA6L26",NA
"GOLGA6L3","GOLGA6L3",0.03079
"GOLGA6L4","GOLGA6L4",0.07418
"GOLGA6L5P","GOLGA6L5P",NA
"GOLGA6L6","GOLGA6L6",NA
"GOLGA6L7","GOLGA6L7",0.00794
"GOLGA6L9","GOLGA6L9",-0.01987
"GOLGA7","GOLGA7",0.011
"GOLGA7B","GOLGA7B",0.12146
"GOLGA7B-DT","GOLGA7B-DT",0.12146
"GOLGA8A","GOLGA8A",-0.0315856546130576
"GOLGA8B","GOLGA8B",0.0169301319559488
"GOLGA8CP","GOLGA8CP",NA
"GOLGA8DP","GOLGA8DP",NA
"GOLGA8EP","GOLGA8EP",NA
"GOLGA8F","GOLGA8F",0.00794
"GOLGA8G","GOLGA8G",0.00794
"GOLGA8H","GOLGA8H",0.02167
"GOLGA8IP","GOLGA8IP",NA
"GOLGA8J","GOLGA8J",-0.02195
"GOLGA8K","GOLGA8K",-0.03854
"GOLGA8M","GOLGA8M",0.00794
"GOLGA8N","GOLGA8N",-0.03854
"GOLGA8O","GOLGA8O",-0.03854
"GOLGA8Q","GOLGA8Q",-0.06584
"GOLGA8R","GOLGA8R",-0.06584
"GOLGA8S","GOLGA8S",NA
"GOLGA8T","GOLGA8T",0.01968
"GOLGA8UP","GOLGA8UP",0.03073
"GOLGA8VP","GOLGA8VP",NA
"GOLGB1","GOLGB1",0.1523
"GOLIM4","GOLIM4",0.24068
"GOLM1","GOLM1",-0.01698
"GOLM2","GOLM2",-0.09599
"GOLM2P1","GOLM2P1",-0.05223
"GOLPH3","GOLPH3",0.0833614401188533
"GOLPH3-DT","GOLPH3-DT",0.23482
"GOLPH3L","GOLPH3L",0.140268261432453
"GOLT1A","GOLT1A",0.1229
"GOLT1B","GOLT1B",0.10961
"GON4L","GON4L",0.15907
"GON7","GON7",0.04779
"GOPC","GOPC",-0.03074
"GORAB","GORAB",0.11279
"GORAB-AS1","GORAB-AS1",0.11279
"GORASP1","GORASP1",-0.09171
"GORASP2","GORASP2",0.05916
"GOSR1","GOSR1",-0.205906707108192
"GOSR2","GOSR2",-0.16319
"GOSR2-DT","GOSR2-DT",-0.16319
"GOT1","GOT1",0.11411
"GOT1-DT","GOT1-DT",0.11411
"GOT1L1","GOT1L1",-0.03179
"GOT2","GOT2",-0.25615
"GOT2P1","GOT2P1",0.08177
"GOT2P2","GOT2P2",0.11185
"GOT2P3","GOT2P3",0.06825
"GOT2P5","GOT2P5",NA
"GOT2P6","GOT2P6",0.04817
"GOT2P7","GOT2P7",-0.05332
"GP1BA","GP1BA",-0.20412
"GP1BB","GP1BB",0.13247
"GP2","GP2",-0.0057
"GP5","GP5",0.32122
"GP6","GP6",-0.03444
"GP6-AS1","GP6-AS1",-0.03444
"GP9","GP9",0.156
"GPA33","GPA33",0.11425
"GPAA1","GPAA1",0.40276
"GPAA1P1","GPAA1P1",0.14657
"GPAA1P2","GPAA1P2",0.06463
"GPALPP1","GPALPP1",-0.11079
"GPAM","GPAM",0.11579
"GPANK1","GPANK1",NA
"GPAT2","GPAT2",0.12446
"GPAT2P1","GPAT2P1",0.12446
"GPAT2P2","GPAT2P2",0.12446
"GPAT3","GPAT3",-0.08259
"GPAT4","GPAT4",0.011
"GPAT4-AS1","GPAT4-AS1",0.011
"GPATCH1","GPATCH1",0.08814
"GPATCH11","GPATCH11",0.02996
"GPATCH11P1","GPATCH11P1",-0.08105
"GPATCH2","GPATCH2",-0.01024
"GPATCH2L","GPATCH2L",0.0420126422458384
"GPATCH3","GPATCH3",-0.10115
"GPATCH4","GPATCH4",0.15907
"GPATCH8","GPATCH8",-0.15947
"GPBAR1","GPBAR1",0.00586
"GPBP1","GPBP1",-0.1564
"GPBP1L1","GPBP1L1",0.09959
"GPC1","GPC1",-0.0124
"GPC1-AS1","GPC1-AS1",-0.0124
"GPC2","GPC2",0.07244
"GPC3","GPC3",-0.01849
"GPC3-AS1","GPC3-AS1",-0.01849
"GPC4","GPC4",-0.01849
"GPC5","GPC5",-0.00678578766160209
"GPC5-AS1","GPC5-AS1",-0.03232
"GPC5-AS2","GPC5-AS2",-0.03232
"GPC5-IT1","GPC5-IT1",-0.03232
"GPC6","GPC6",-0.033592495561343
"GPC6-AS1","GPC6-AS1",-0.03216
"GPC6-AS2","GPC6-AS2",-0.03162
"GPCPD1","GPCPD1",0.14994
"GPD1","GPD1",0.05528
"GPD1L","GPD1L",-9.99999999999925e-06
"GPD2","GPD2",0.06184
"GPER1","GPER1",-0.0207
"GPHA2","GPHA2",0.12554
"GPHB5","GPHB5",-0.14124
"GPHN","GPHN",-0.105627176066694
"GPI","GPI",0.10122
"GPIHBP1","GPIHBP1",0.49062
"GPKOW","GPKOW",0.21805
"GPLD1","GPLD1",0.01229
"GPM6A","GPM6A",-0.201523277848135
"GPM6A-DT","GPM6A-DT",-0.22022
"GPM6B","GPM6B",-0.05527
"GPM6BP1","GPM6BP1",NA
"GPM6BP2","GPM6BP2",NA
"GPM6BP3","GPM6BP3",NA
"GPN1","GPN1",0.06434
"GPN2","GPN2",-0.10115
"GPN3","GPN3",-0.05164
"GPN3P1","GPN3P1",0.08465
"GPNMB","GPNMB",-0.08055
"GPR101","GPR101",-0.01786
"GPR107","GPR107",-0.06078
"GPR108","GPR108",-0.14141
"GPR119","GPR119",-0.01569
"GPR12","GPR12",-0.07995
"GPR132","GPR132",0.1001
"GPR135","GPR135",-0.14326
"GPR137","GPR137",0.03362
"GPR137B","GPR137B",0.09603
"GPR137C","GPR137C",-0.06803
"GPR139","GPR139",-0.0057
"GPR141","GPR141",-0.08412
"GPR141BP","GPR141BP",-0.08412
"GPR142","GPR142",0.17042
"GPR143","GPR143",-0.05043
"GPR143P","GPR143P",NA
"GPR146","GPR146",-0.0207
"GPR148","GPR148",0.03144
"GPR149","GPR149",0.11293
"GPR15","GPR15",0.07224
"GPR150","GPR150",-0.20105
"GPR151","GPR151",-0.04018
"GPR152","GPR152",0.02912
"GPR153","GPR153",-0.0846
"GPR155","GPR155",0.00732
"GPR155-DT","GPR155-DT",0.00732
"GPR156","GPR156",0.111172015467905
"GPR157","GPR157",-0.0893
"GPR158","GPR158",0.0787827472919634
"GPR158-AS1","GPR158-AS1",0.0903
"GPR15LG","GPR15LG",0.11556
"GPR160","GPR160",0.2886
"GPR160P1","GPR160P1",0.10458
"GPR160P2","GPR160P2",-0.21141
"GPR161","GPR161",0.14088
"GPR162","GPR162",0.07802
"GPR17","GPR17",0.02249
"GPR171","GPR171",0.08552
"GPR173","GPR173",0.07802
"GPR174","GPR174",-0.016
"GPR176","GPR176",-0.0928
"GPR176-DT","GPR176-DT",-0.0928
"GPR179","GPR179",-0.20337
"GPR18","GPR18",-0.06015
"GPR180","GPR180",-0.03216
"GPR182","GPR182",0.04006
"GPR183","GPR183",-0.06015
"GPR19","GPR19",-0.0262
"GPR199P","GPR199P",0.00388
"GPR20","GPR20",0.48991
"GPR21","GPR21",0.00983
"GPR22","GPR22",-0.05731
"GPR25","GPR25",0.31999
"GPR26","GPR26",0.01393
"GPR27","GPR27",-0.0802
"GPR3","GPR3",-0.10366
"GPR31","GPR31",-0.09422
"GPR32","GPR32",NA
"GPR32P1","GPR32P1",0.03133
"GPR33","GPR33",-0.000590000000000004
"GPR34","GPR34",0.08573
"GPR35","GPR35",0.09136
"GPR37","GPR37",0.1245
"GPR37L1","GPR37L1",0.15914
"GPR39","GPR39",0.0277173129894309
"GPR4","GPR4",-0.11367
"GPR42","GPR42",NA
"GPR45","GPR45",0.09257
"GPR50","GPR50",-0.06881
"GPR50-AS1","GPR50-AS1",-0.06881
"GPR52","GPR52",0.15335
"GPR53P","GPR53P",0.00504
"GPR55","GPR55",0.01509
"GPR6","GPR6",0.09783
"GPR61","GPR61",0.10594
"GPR62","GPR62",-0.05831
"GPR63","GPR63",0.05432
"GPR65","GPR65",0.02789
"GPR68","GPR68",0.08364
"GPR75","GPR75",0.07493
"GPR78","GPR78",0.08916
"GPR79","GPR79",0.11307
"GPR82","GPR82",0.08573
"GPR83","GPR83",0.1068
"GPR84","GPR84",0.02332
"GPR84-AS1","GPR84-AS1",0.02332
"GPR85","GPR85",0.07189
"GPR87","GPR87",0.08552
"GPR88","GPR88",0.00534
"GPR89A","GPR89A",0.15579
"GPR89B","GPR89B",0.1793
"GPR89P","GPR89P",0.05419
"GPRACR","GPRACR",-0.06078
"GPRASP1","GPRASP1",-0.01879
"GPRASP2","GPRASP2",-0.01879
"GPRASP3","GPRASP3",-0.01879
"GPRC5A","GPRC5A",0.01721
"GPRC5B","GPRC5B",-0.00510193989020796
"GPRC5C","GPRC5C",0.17042
"GPRC5D","GPRC5D",0.01721
"GPRC5D-AS1","GPRC5D-AS1",0.01721
"GPRC6A","GPRC6A",-0.03628
"GPRIN1","GPRIN1",0.07887
"GPRIN2","GPRIN2",0.21711
"GPRIN3","GPRIN3",-0.08758
"GPS1","GPS1",0.06941
"GPS2","GPS2",-0.20573
"GPS2P1","GPS2P1",-0.23361
"GPS2P2","GPS2P2",0.28796
"GPSM1","GPSM1",0.0548
"GPSM2","GPSM2",0.10675
"GPSM3","GPSM3",NA
"GPT","GPT",NA
"GPT2","GPT2",-0.07193
"GPX1","GPX1",0.0055
"GPX1P1","GPX1P1",-0.05467
"GPX1P2","GPX1P2",0.08283
"GPX2","GPX2",-0.13953
"GPX3","GPX3",-0.03267
"GPX4","GPX4",-0.21507
"GPX5","GPX5",0.00504
"GPX6","GPX6",0.00504
"GPX7","GPX7",0.09749
"GPX8","GPX8",-0.1564
"GRAMD1A","GRAMD1A",0.01534
"GRAMD1A-AS1","GRAMD1A-AS1",0.01534
"GRAMD1B","GRAMD1B",-0.10304
"GRAMD1C","GRAMD1C",0.09582
"GRAMD2A","GRAMD2A",-0.0642
"GRAMD2B","GRAMD2B",-0.0394710995464183
"GRAMD4","GRAMD4",-0.13201
"GRAMD4P1","GRAMD4P1",NA
"GRAMD4P2","GRAMD4P2",NA
"GRAMD4P3","GRAMD4P3",NA
"GRAMD4P4","GRAMD4P4",NA
"GRAMD4P5","GRAMD4P5",NA
"GRAMD4P6","GRAMD4P6",NA
"GRAMD4P7","GRAMD4P7",0.03382
"GRAMD4P8","GRAMD4P8",0.04752
"GRAP","GRAP",-0.08257
"GRAP2","GRAP2",-0.14543
"GRAPL","GRAPL",-0.08257
"GRAPLDR","GRAPLDR",-0.08257
"GRASLND","GRASLND",0.04553
"GRB10","GRB10",0.0253670736191861
"GRB14","GRB14",0.05953
"GRB2","GRB2",0.1138
"GRB7","GRB7",-0.20112
"GREB1","GREB1",0.07649
"GREB1L","GREB1L",-0.02715
"GREB1L-DT","GREB1L-DT",-0.02715
"GREM1","GREM1",-0.03854
"GREM1-AS1","GREM1-AS1",-0.03854
"GREM2","GREM2",0.0363130803742149
"GREP1","GREP1",-0.09182
"GRHL1","GRHL1",0.0897447736771277
"GRHL2","GRHL2",0.332840592471619
"GRHL3","GRHL3",-0.1007
"GRHL3-AS1","GRHL3-AS1",-0.1007
"GRHPR","GRHPR",0.02831
"GRIA1","GRIA1",-0.04874
"GRIA2","GRIA2",0.00467
"GRIA3","GRIA3",-0.02631
"GRIA4","GRIA4",0.13799
"GRID1","GRID1",0.0428485899929282
"GRID1-AS1","GRID1-AS1",0.07676
"GRID2","GRID2",-0.0870432059456958
"GRID2IP","GRID2IP",-0.12418
"GRIFIN","GRIFIN",-0.13048
"GRIK1","GRIK1",0.07689
"GRIK1-AS1","GRIK1-AS1",0.07689
"GRIK2","GRIK2",0.0528983557433394
"GRIK3","GRIK3",-0.0194006072609695
"GRIK4","GRIK4",-0.0521305663627342
"GRIK5","GRIK5",-0.10848
"GRIN1","GRIN1",-0.08362
"GRIN2A","GRIN2A",-0.0035195227477109
"GRIN2B","GRIN2B",-0.023460948165906
"GRIN2C","GRIN2C",0.08023
"GRIN2D","GRIN2D",-0.06862
"GRIN3A","GRIN3A",-0.0194811595827821
"GRIN3B","GRIN3B",-0.21507
"GRINA","GRINA",0.40276
"GRIP1","GRIP1",0.0971465352049119
"GRIP2","GRIP2",-0.03877
"GRIPAP1","GRIPAP1",0.21805
"GRK1","GRK1",NA
"GRK2","GRK2",0.02912
"GRK3","GRK3",-0.11095
"GRK3-AS1","GRK3-AS1",-0.11095
"GRK4","GRK4",0.09878
"GRK5","GRK5",0.06529
"GRK5-IT1","GRK5-IT1",0.06529
"GRK6","GRK6",0.08206
"GRK6P1","GRK6P1",-0.03103
"GRK7","GRK7",0.08444
"GRM1","GRM1",-0.10058
"GRM2","GRM2",-0.05831
"GRM3","GRM3",0.0822263563337744
"GRM3-AS1","GRM3-AS1",0.0832283137751681
"GRM4","GRM4",0.07912
"GRM5","GRM5",0.0486858698394078
"GRM5-AS1","GRM5-AS1",0.0557563976710465
"GRM5P1","GRM5P1",-0.00938725021660925
"GRM6","GRM6",0.09555
"GRM7","GRM7",0.00424655977241316
"GRM7-AS1","GRM7-AS1",0.00204
"GRM7-AS2","GRM7-AS2",-0.00951
"GRM7-AS3","GRM7-AS3",0.00303372552938178
"GRM8","GRM8",0.129317483114394
"GRM8-AS1","GRM8-AS1",0.12894
"GRN","GRN",-0.15947
"GRP","GRP",-0.16681
"GRPEL1","GRPEL1",0.08755
"GRPEL2","GRPEL2",-0.03378
"GRPEL2-AS1","GRPEL2-AS1",-0.03378
"GRPEL2P1","GRPEL2P1",-0.02401
"GRPEL2P2","GRPEL2P2",-0.00938
"GRPEL2P3","GRPEL2P3",0.03759
"GRPR","GRPR",-0.06134
"GRSF1","GRSF1",0.07402
"GRTP1","GRTP1",-0.04965
"GRTP1-AS1","GRTP1-AS1",-0.04965
"GRWD1","GRWD1",-0.06862
"GRXCR1","GRXCR1",0.0112487453968374
"GRXCR2","GRXCR2",-0.04018
"GSAP","GSAP",0.11161
"GSC","GSC",0.04779
"GSC2","GSC2",0.08519
"GSDMA","GSDMA",-0.20112
"GSDMB","GSDMB",-0.20112
"GSDMC","GSDMC",0.45138
"GSDMD","GSDMD",0.40137
"GSDME","GSDME",-0.14709
"GSE1","GSE1",-0.242700266409222
"GSEC","GSEC",-0.19575
"GSG1","GSG1",0.02203
"GSG1L","GSG1L",-0.00494977075351506
"GSG1L2","GSG1L2",-0.21033
"GSK3A","GSK3A",-0.10898
"GSK3B","GSK3B",0.10307667916765
"GSK3B-DT","GSK3B-DT",0.11926
"GSKIP","GSKIP",0.04602
"GSN","GSN",-0.019566445070378
"GSN-AS1","GSN-AS1",0.04865
"GSPT1","GSPT1",0.00184
"GSPT2","GSPT2",0.10837
"GSR","GSR",-0.03974
"GSS","GSS",0.15255
"GSTA1","GSTA1",0.10807
"GSTA10P","GSTA10P",0.10807
"GSTA11P","GSTA11P",0.10807
"GSTA12P","GSTA12P",0.10807
"GSTA2","GSTA2",0.10807
"GSTA3","GSTA3",0.10807
"GSTA4","GSTA4",0.10807
"GSTA5","GSTA5",0.10807
"GSTA6P","GSTA6P",0.10807
"GSTA7P","GSTA7P",0.10807
"GSTA8P","GSTA8P",0.10807
"GSTA9P","GSTA9P",0.10807
"GSTCD","GSTCD",-0.05822
"GSTCD-AS1","GSTCD-AS1",-0.05822
"GSTK1","GSTK1",0.22485
"GSTM1","GSTM1",0.0744108685733759
"GSTM2","GSTM2",0.0654855615541845
"GSTM2P1","GSTM2P1",0.05624
"GSTM3","GSTM3",0.09749
"GSTM3P1","GSTM3P1",-0.03276
"GSTM3P2","GSTM3P2",0.06564
"GSTM4","GSTM4",0.19713
"GSTM5","GSTM5",0.0736112922812759
"GSTM5P1","GSTM5P1",-0.0327
"GSTO1","GSTO1",0.18955
"GSTO2","GSTO2",0.136246790045471
"GSTO3P","GSTO3P",0.16173
"GSTP1","GSTP1",0.17151
"GSTP1P1","GSTP1P1",0.04006
"GSTT2","GSTT2",0.07113
"GSTT2B","GSTT2B",0.07113
"GSTT3P","GSTT3P",0.0883358011119367
"GSTT4","GSTT4",0.06676
"GSTZ1","GSTZ1",0.05845
"GSX1","GSX1",-0.03622
"GSX2","GSX2",0.12923
"GTDC1","GTDC1",-0.00522
"GTF2A1","GTF2A1",0.05199
"GTF2A1-AS1","GTF2A1-AS1",0.05199
"GTF2A1L","GTF2A1L",0.0300043797778478
"GTF2A2","GTF2A2",-0.0969982697830453
"GTF2B","GTF2B",0.01342
"GTF2E1","GTF2E1",0.1523
"GTF2E2","GTF2E2",-0.03974
"GTF2F1","GTF2F1",-0.14141
"GTF2F2","GTF2F2",-0.11079
"GTF2F2P1","GTF2F2P1",-0.05635
"GTF2F2P2","GTF2F2P2",0.06191
"GTF2H1","GTF2H1",-0.14325
"GTF2H2","GTF2H2",-0.09365
"GTF2H2B","GTF2H2B",-0.15366
"GTF2H2C","GTF2H2C",0.0808
"GTF2H3","GTF2H3",0.04723
"GTF2H4","GTF2H4",0.06399
"GTF2H5","GTF2H5",-0.14327
"GTF2I","GTF2I",0.13351
"GTF2I-AS1","GTF2I-AS1",0.13351
"GTF2IP1","GTF2IP1",0.13351
"GTF2IP11","GTF2IP11",0.03972
"GTF2IP12","GTF2IP12",-0.04934
"GTF2IP13","GTF2IP13",0.11869
"GTF2IP14","GTF2IP14",0.12379
"GTF2IP2","GTF2IP2",NA
"GTF2IP20","GTF2IP20",0.00279
"GTF2IP22","GTF2IP22",-0.0523
"GTF2IP23","GTF2IP23",0.11463
"GTF2IP3","GTF2IP3",-0.14707
"GTF2IP4","GTF2IP4",0.24893
"GTF2IP5","GTF2IP5",0.11906
"GTF2IP6","GTF2IP6",-0.20767
"GTF2IP7","GTF2IP7",0.13138
"GTF2IP8","GTF2IP8",-0.00834
"GTF2IP9","GTF2IP9",0.12076
"GTF2IRD1","GTF2IRD1",0.13351
"GTF2IRD1P1","GTF2IRD1P1",0.11463
"GTF2IRD2","GTF2IRD2",0.13351
"GTF2IRD2B","GTF2IRD2B",0.13351
"GTF2IRD2P1","GTF2IRD2P1",0.24893
"GTF3A","GTF3A",-0.05093
"GTF3AP1","GTF3AP1",-0.24066
"GTF3AP2","GTF3AP2",0.04585
"GTF3AP5","GTF3AP5",-0.12078
"GTF3AP6","GTF3AP6",0.04547
"GTF3C1","GTF3C1",0.000890000000000003
"GTF3C2","GTF3C2",0.08935
"GTF3C2-AS1","GTF3C2-AS1",0.08935
"GTF3C2-AS2","GTF3C2-AS2",0.08935
"GTF3C3","GTF3C3",0.04717
"GTF3C4","GTF3C4",-0.06462
"GTF3C5","GTF3C5",-0.06462
"GTF3C6","GTF3C6",0.0528551091131362
"GTF3C6P1","GTF3C6P1",-0.00752
"GTF3C6P2","GTF3C6P2",-0.02034
"GTF3C6P3","GTF3C6P3",-0.14637
"GTPBP1","GTPBP1",-0.13791
"GTPBP10","GTPBP10",0.03416
"GTPBP2","GTPBP2",0.12147
"GTPBP3","GTPBP3",0.08429
