"","node_1","node_2","score"
"462","KIF15","KIF20B",0.671
"841","PIF1","BRCA1",0.571
"443","TACC3","CEP55",0.693
"251","TACC3","FGFR3",0.474
"894","TRAIP","H2AX",0.412
"1492","JAG2","NOTCH1",0.998
"906","CDCA2","KPNA2",0.587
"833","CDCA2","BRCA1",0.4
"551","H2AC14","H2AC12",0.9
"1179","H2AC14","H4C13",0.907
"537","H2AC14","H2BC13",0.439
"295","H2AC14","H2BC12",0.941
"384","H2AC14","NR5A2",0.499
"306","H2AC14","H2AC13",0.9
"993","H2AC14","H2BC11",0.941
"321","H2AC14","H3C12",0.439
"213","H2AC14","H3C13",0.949
"1412","H2AC14","PHF19",0.499
"1322","H2AC14","H2BC3",0.439
"873","H2AC14","H2AX",0.4
"210","H2AC14","H2AC21",0.8
"1365","H2AC14","H2AC4",0.9
"1016","H2AC14","H2BC17",0.439
"1084","H2AC14","H4C1",0.907
"1038","H2AC14","H2BC14",0.515
"1375","H2AC14","H2BC15",0.439
"1289","H2AC14","H2AC16",0.9
"853","H2AC14","BRCA1",0.522
"248","H2AC14","CENPA",0.534
"410","H2AC14","H2BC21",0.629
"314","H2AC14","H2AC11",0.9
"1123","H2AC14","H4C4",0.907
"1073","H1-10","H4C1",0.802
"994","H1-10","H2BC11",0.8
"1336","H1-10","H3C11",0.8
"1363","H1-10","H2AC4",0.8
"1134","H2AC14","UHRF1",0.499
"446","H2AC14","ORC1",0.526
"942","H2AC14","H2BC18",0.439
"1257","H2AC14","H2AC15",0.9
"1209","H1-10","H4C13",0.802
"1229","H1-5","CCNA2",0.457
"428","H1-10","H3C10",0.8
"1146","H1-10","H3C1",0.84
"329","H1-10","H3C12",0.806
"1112","H1-10","H4C4",0.802
"628","H1-5","CDK1",0.459
"421","H1-5","H2BC21",0.733
"299","H2AC21","H2BC12",0.466
"684","FBLN1","FBLN2",0.908
"1305","H2AC21","H2BC3",0.586
"1189","H2AC21","H4C13",0.907
"320","H2AC21","H3C12",0.541
"812","H2AC21","BRCA1",0.531
"1386","H2AC21","H2BC15",0.439
"1278","H2AC21","H2AC16",0.8
"1111","H2AC21","H4C4",0.907
"225","H2AC21","H3C13",0.949
"1254","H2AC21","H2AC15",0.8
"304","H2AC21","H2AC13",0.8
"990","H2AC21","H2BC11",0.466
"1019","H2AC21","H2BC17",0.947
"1056","H2AC21","H2BC14",0.942
"1074","H2AC21","H4C1",0.907
"420","H2AC21","H2BC21",0.524
"317","H2AC21","H2AC11",0.8
"944","H2AC21","H2BC18",0.446
"538","H2AC21","H2BC13",0.439
"550","H2AC21","H2AC12",0.8
"453","H3C13","ORC1",0.61
"1130","H3C13","UHRF1",0.991
"1086","H3C13","H4C1",0.911
"431","H3C13","H3C10",0.928
"298","H3C13","H2BC12",0.969
"382","H3C13","NR5A2",0.499
"554","H3C13","H2AC12",0.951
"916","H3C13","H2BC8",0.807
"512","H3C13","CDCA8",0.601
"1416","H3C13","PHF19",0.612
"1100","H3C13","H4C4",0.911
"285","H3C13","H2BC7",0.807
"1022","H3C13","H2BC17",0.954
"1345","H3C13","H3C11",0.929
"1264","H3C13","H2AC15",0.911
"1276","H3C13","H2AC16",0.911
"1060","H3C13","H2BC14",0.94
"567","H3C13","H2BC10",0.807
"1373","H3C13","H2BC15",0.932
"1160","H3C13","H3C1",0.929
"330","H3C13","H3C12",0.946
"1175","H3C13","H4C13",0.911
"531","H3C13","H2BC13",0.716
"945","H3C13","H2BC18",0.932
"1320","H3C13","H2BC3",0.949
"312","H3C13","H2AC11",0.911
"409","H3C13","H2BC21",0.998
"887","H3C13","H2AX",0.667
"1362","H3C13","H2AC4",0.929
"1441","H3C13","H2BC6",0.807
"1007","H3C13","H2BC11",0.933
"307","H3C13","H2AC13",0.944
"505","ERCC6L","CENPI",0.475
"269","ERCC6L","BLM",0.725
"482","KNL1","CDC20",0.651
"638","CDKN3","CDK1",0.462
"239","KNL1","CENPA",0.499
"780","KNL1","HJURP",0.499
"671","KNL1","CENPK",0.499
"960","KNL1","SPC24",0.894
"903","PPFIA3","KIF1A",0.478
"842","KNL1","BRCA1",0.446
"399","KNL1","CENPW",0.499
"501","KNL1","CENPI",0.499
"626","CLDN2","CLDN3",0.707
"856","PPFIA3","RIMS1",0.513
"289","CENPA","H2BC7",0.807
"756","CLDN2","CLDN4",0.65
"692","CLDN2","CLDN15",0.65
"343","CLDN2","CLDN7",0.81
"365","CENPA","CENPF",0.489
"772","CENPA","HJURP",0.995
"1077","CENPA","H4C1",0.956
"662","CENPA","CENPK",0.975
"396","CENPA","CENPW",0.964
"926","CENPA","H2BC8",0.807
"434","CENPA","H3C10",0.8
"296","CENPA","H2BC12",0.899
"1286","CENPA","H2AC16",0.907
"1116","CENPA","H4C4",0.956
"1033","CENPA","H2BC17",0.869
"1267","CENPA","H2AC15",0.907
"543","CENPA","H2BC13",0.517
"498","CENPA","CENPI",0.984
"872","CENPA","H2AX",0.678
"1360","CENPA","H2AC4",0.955
"423","CENPA","H2BC21",0.946
"316","CENPA","H2AC11",0.907
"1332","CENPA","H3C11",0.8
"937","CENPA","H2BC18",0.735
"1437","CENPA","H2BC6",0.807
"1004","CENPA","H2BC11",0.907
"308","CENPA","H2AC13",0.907
"1376","CENPA","H2BC15",0.861
"558","CENPA","H2BC10",0.807
"331","CENPA","H3C12",0.873
"1037","CENPA","H2BC14",0.861
"472","CENPA","KIF2C",0.537
"1204","CENPA","H4C13",0.956
"1314","CENPA","H2BC3",0.813
"1172","CENPA","H3C1",0.8
"1487","PDZK1","ABCC2",0.457
"1480","PDZK1","SLC19A3",0.418
"1224","FOXM1","CCNA2",0.766
"975","FOXM1","TK1",0.459
"839","BRAT1","BRCA1",0.907
"1476","PDZK1","ABCC4",0.69
"908","E2F1","KPNA2",0.453
"652","FOXM1","CDK1",0.85
"771","FOXM1","DEPDC1",0.441
"807","E2F1","BRCA1",0.611
"915","ABCA2","ATP1A1",0.72
"484","E2F1","CDC20",0.457
"829","BLM","BRCA1",0.773
"1220","E2F1","CCNA2",0.987
"351","E2F1","E2F2",0.989
"584","BLM","FANCA",0.815
"888","BLM","H2AX",0.457
"1451","UBE2C","RAD51",0.72
"301","BLM","DNA2",0.899
"340","BLM","XRCC2",0.63
"1469","BLM","RAD51",0.797
"357","BLM","EXO1",0.951
"1484","PDLIM7","ESPN",0.545
"808","UBE2C","BRCA1",0.9
"759","UBE2C","TOP2A",0.47
"1384","H2BC7","H2BC15",0.8
"596","UBE2C","PTTG1",0.422
"483","UBE2C","CDC20",0.97
"1263","H2BC7","H2AC15",0.906
"1274","H2BC7","H2AC16",0.906
"324","H2BC7","H3C12",0.851
"1072","H2BC7","H4C1",0.908
"1446","H2BC7","H2BC6",0.9
"310","H2BC7","H2AC13",0.906
"1343","H2BC7","H3C11",0.807
"373","UBE2C","NEK2",0.499
"1230","UBE2C","CCNA2",0.499
"400","H2BC7","CENPW",0.8
"648","UBE2C","CDK1",0.659
"667","H2BC7","CENPK",0.8
"1127","H2BC7","H4C4",0.908
"939","H2BC7","H2BC18",0.8
"1496","NRARP","NOTCH1",0.93
"1115","H2BC12","H4C4",0.94
"1011","H2BC7","H2BC17",0.819
"1459","H2BC12","RAD51",0.499
"412","H2BC7","H2BC21",0.9
"315","H2BC7","H2AC11",0.906
"1190","H2BC7","H4C13",0.908
"1174","H2BC12","H4C13",0.94
"1414","H2BC12","PHF19",0.499
"504","H2BC7","CENPI",0.801
"422","H2BC12","H2BC21",0.615
"1316","H2BC7","H2BC3",0.8
"918","H2BC7","H2BC8",0.9
"313","H2BC12","H2AC11",0.945
"1030","H2BC12","H2BC17",0.615
"1149","H2BC7","H3C1",0.807
"425","H2BC7","H3C10",0.807
"805","H2BC12","BRCA1",0.676
"1369","H2BC12","H2AC4",0.943
"871","H2BC12","H2AX",0.943
"1048","H2BC7","H2BC14",0.8
"566","H2BC7","H2BC10",0.9
"1000","H2BC12","H2BC11",0.946
"1266","H2BC12","H2AC15",0.913
"1055","H2BC12","H2BC14",0.4
"1394","H2BC12","H2BC15",0.4
"1279","H2BC12","H2AC16",0.913
"1169","H2BC12","H3C1",0.903
"305","H2BC12","H2AC13",0.965
"1338","H2BC12","H3C11",0.903
"518","SGO2","CDCA8",0.867
"1297","H2BC12","H2BC3",0.557
"451","H2BC12","ORC1",0.547
"1133","H2BC12","UHRF1",0.499
"322","H2BC12","H3C12",0.987
"433","H2BC12","H3C10",0.903
"381","H2BC12","NR5A2",0.499
"533","H2BC12","H2BC13",0.4
"552","H2BC12","H2AC12",0.948
"851","SGO2","BRCA1",0.439
"341","DNA2","XRCC2",0.499
"1094","H2BC12","H4C1",0.94
"475","SGO2","KIF2C",0.621
"982","DNA2","POLD1",0.499
"790","DNA2","MCM10",0.597
"1456","DNA2","RAD51",0.575
"1079","H2AC13","H4C1",0.907
"810","DNA2","BRCA1",0.499
"548","H2AC13","H2AC12",0.9
"355","DNA2","EXO1",0.855
"1420","H2AC13","H2BC6",0.906
"940","H2AC13","H2BC18",0.942
"530","H2AC13","H2BC13",0.439
"927","H2AC13","H2BC8",0.936
"326","H2AC13","H3C12",0.662
"1005","H2AC13","H2BC11",0.967
"1255","H2AC13","H2AC15",0.9
"1197","H2AC13","H4C13",0.907
"688","PDE3A","WDR62",0.422
"1307","H2AC13","H2BC3",0.515
"1434","H2AC11","H2BC6",0.911
"1109","H2AC13","H4C4",0.907
"1397","H2AC13","H2BC15",0.492
"1287","H2AC13","H2AC16",0.9
"1052","H2AC13","H2BC14",0.446
"560","H2AC13","H2BC10",0.906
"419","H2AC13","H2BC21",0.975
"311","H2AC13","H2AC11",0.939
"1361","H2AC13","H2AC4",0.9
"1018","H2AC13","H2BC17",0.613
"553","H2AC11","H2AC12",0.9
"928","H2AC11","H2BC8",0.94
"1064","H2AC11","H4C1",0.907
"943","H2AC11","H2BC18",0.907
"407","H2AC11","H2BC21",0.906
"1359","H2AC11","H2AC4",0.9
"850","H2AC13","BRCA1",0.531
"1403","H3C12","PHF19",0.765
"1206","H2AC11","H4C13",0.907
"1128","H2AC11","H4C4",0.907
"1105","H3C12","H4C4",0.951
"1284","H2AC11","H2AC16",0.9
"1330","H3C12","H3C11",0.921
"380","H3C12","NR5A2",0.499
"568","H2AC11","H2BC10",0.911
"1003","H2AC11","H2BC11",0.947
"437","H3C12","H3C10",0.921
"1265","H2AC11","H2AC15",0.9
"555","H3C12","H2AC12",0.439
"1075","H3C12","H4C1",0.951
"922","H3C12","H2BC8",0.807
"515","H3C12","CDCA8",0.594
"1013","H3C12","H2BC17",0.788
"1010","H3C12","H2BC11",0.965
"1136","H3C12","UHRF1",0.986
"452","H3C12","ORC1",0.61
"1166","H3C12","H3C1",0.921
"1198","H3C12","H4C13",0.951
"418","H3C12","H2BC21",0.997
"1304","H3C12","H2BC3",0.949
"563","H3C12","H2BC10",0.807
"880","H3C12","H2AX",0.951
"1366","H3C12","H2AC4",0.967
"1053","H3C12","H2BC14",0.672
"1385","H3C12","H2BC15",0.672
"697","H3C12","TONSL",0.623
"845","XRCC2","BRCA1",0.842
"544","H3C12","H2BC13",0.706
"1447","H3C12","H2BC6",0.807
"356","XRCC2","EXO1",0.499
"1466","XRCC2","RAD51",0.938
"681","TEAD4","RUNX3",0.631
"932","H3C12","H2BC18",0.672
"677","RRM2","CCNF",0.685
"693","CLDN7","CLDN15",0.65
"579","CLDN7","CD9",0.656
"583","DPP4","CD9",0.805
"1270","RRM2","RAVER1",0.863
"639","RRM2","CDK1",0.661
"735","KIF14","RACGAP1",0.455
"801","DPP4","MME",0.9
"391","PTGS1","PTGS2",0.935
"635","EXO1","CDK1",0.531
"1474","EXO1","RAD51",0.538
"821","EXO1","BRCA1",0.781
"403","CENPF","MKI67",0.448
"476","CENPF","KIF2C",0.47
"984","DTL","POLD1",0.499
"485","NEK2","CDC20",0.861
"625","CLDN7","CLDN3",0.731
"755","CLDN7","CLDN4",0.924
"773","KIF14","HJURP",0.405
"704","DTL","CHEK1",0.457
"461","KIF14","KIF20B",0.54
"967","KIF14","KIF18B",0.54
"898","KIF14","KIF1A",0.54
"867","KIF14","SPTBN2",0.416
"522","KIF14","KIF4A",0.413
"586","KIF14","CIT",0.654
"601","KIF14","PRC1",0.902
"471","KIF14","KIF2C",0.66
"1117","CENPW","H4C4",0.8
"614","KIF14","KIF20A",0.756
"689","ASPM","WDR62",0.798
"769","ASPM","TOP2A",0.477
"401","ADAMTS4","CEP85L",0.439
"581","IGSF8","CD9",0.988
"1445","CENPW","H2BC6",0.8
"925","CENPW","H2BC8",0.8
"1062","CENPW","H4C1",0.8
"507","CENPW","CENPI",0.985
"716","KIF14","KIFC1",0.54
"417","NR5A2","H2BC21",0.499
"1020","NR5A2","H2BC17",0.499
"879","NR5A2","H2AX",0.499
"1057","NR5A2","H2BC14",0.499
"1401","NR5A2","H2BC15",0.499
"997","NR5A2","H2BC11",0.499
"532","NR5A2","H2BC13",0.499
"565","CENPW","H2BC10",0.8
"1312","NR5A2","H2BC3",0.499
"778","CENPW","HJURP",0.499
"1205","CENPW","H4C13",0.8
"763","MKI67","TOP2A",0.474
"670","CENPW","CENPK",0.979
"938","H2BC21","H2BC18",0.825
"1184","H2BC21","H4C13",0.908
"1461","H2BC21","RAD51",0.499
"1145","H2BC21","H3C1",0.857
"1402","H2BC21","H2BC15",0.874
"1006","H2BC21","H2BC11",0.874
"1358","H2BC21","H2AC4",0.942
"870","H2BC21","H2AX",0.986
"1039","H2BC21","H2BC14",0.89
"539","H2BC21","H2BC13",0.493
"561","H2BC21","H2BC10",0.9
"1427","H2BC21","H2BC6",0.908
"1253","H2BC21","H2AC15",0.906
"1341","H2BC21","H3C11",0.807
"1300","H2BC21","H2BC3",0.874
"835","H2BC21","BRCA1",0.809
"1032","H2BC21","H2BC17",0.887
"1415","H2BC21","PHF19",0.499
"576","H2BC21","IL33",0.575
"547","H2BC21","H2AC12",0.439
"762","H2BC21","TOP2A",0.426
"1140","H2BC21","UHRF1",0.574
"1272","H2BC21","H2AC16",0.906
"454","H2BC21","ORC1",0.688
"1095","H2BC21","H4C4",0.908
"510","H2BC21","CDCA8",0.407
"429","H2BC21","H3C10",0.807
"1081","H2BC21","H4C1",0.908
"920","H2BC21","H2BC8",0.9
"1293","H3C10","H2BC3",0.807
"921","H3C10","H2BC8",0.807
"1158","H3C10","H3C1",0.9
"562","H3C10","H2BC10",0.807
"889","H3C10","H2AX",0.906
"1350","H3C10","H2AC4",0.946
"1118","H3C10","H4C4",0.942
"1088","H3C10","H4C1",0.942
"1436","H3C10","H2BC6",0.807
"1131","H3C10","UHRF1",0.9
"1335","H3C10","H3C11",0.9
"954","CD2","TLN2",0.575
"1001","H3C10","H2BC11",0.903
"733","CEP55","RACGAP1",0.526
"1200","H3C10","H4C13",0.942
"995","ORC1","H2BC11",0.547
"1028","ORC1","H2BC17",0.547
"747","CEP55","CDC45",0.405
"886","ORC1","H2AX",0.526
"714","ORC1","CDC7",0.799
"649","ORC1","CDK1",0.668
"1295","ORC1","H2BC3",0.547
"797","ORC1","MCM10",0.516
"1374","ORC1","H2BC15",0.547
"1061","ORC1","H2BC14",0.547
"1228","ORC1","CCNA2",0.524
"744","ORC1","CDC45",0.8
"719","KIF20B","KIFC1",0.54
"536","ORC1","H2BC13",0.547
"619","KIF2C","KIF20A",0.549
"729","KIF20B","RACGAP1",0.554
"836","KIF2C","BRCA1",0.439
"620","KIF20B","KIF20A",0.54
"477","KIF20B","KIF2C",0.54
"818","KIF20B","BRCA1",0.439
"902","KIF20B","KIF1A",0.54
"974","KIF20B","KIF18B",0.54
"634","RAD54L","CDK1",0.408
"1464","RAD54L","RAD51",0.732
"901","KIF2C","KIF1A",0.54
"514","KIF2C","CDCA8",0.415
"1462","CDC20","RAD51",0.54
"972","KIF2C","KIF18B",0.926
"718","KIF2C","KIFC1",0.548
"656","CDC20","CDK1",0.972
"616","CDC20","KIF20A",0.463
"827","CDC20","BRCA1",0.54
"594","CDC20","PTTG1",0.834
"977","CDC20","TK1",0.41
"528","CDC20","CKS2",0.67
"1216","CDC20","CCNA2",0.997
"666","CENPI","CENPK",0.999
"682","DNM1","EPHB2",0.499
"557","CENPI","H2BC10",0.801
"813","CENPI","BRCA1",0.439
"508","CENPI","CDCA8",0.431
"923","CENPI","H2BC8",0.801
"1185","CENPI","H4C13",0.8
"1097","CENPI","H4C4",0.8
"775","CENPI","HJURP",0.499
"1080","CENPI","H4C1",0.8
"1440","CENPI","H2BC6",0.801
"621","KIF4A","KIF20A",0.76
"658","CDCA8","CDK1",0.41
"622","CDCA8","KIF20A",0.434
"602","KIF4A","PRC1",0.634
"825","KIF4A","BRCA1",0.439
"1368","H2AC12","H2AC4",0.9
"632","CKS2","CDK1",0.998
"708","CKS2","PLEKHG2",0.47
"1043","H2BC13","H2BC14",0.4
"1400","H2BC13","H2BC15",0.4
"991","H2BC13","H2BC11",0.4
"1035","H2BC13","H2BC17",0.401
"885","H2BC13","H2AX",0.439
"1009","H2AC12","H2BC11",0.945
"1063","H2AC12","H4C1",0.907
"1251","H2AC12","H2AC15",0.9
"1226","CKS2","CCNA2",0.894
"546","H2BC13","H2AC12",0.439
"1141","H2BC13","UHRF1",0.499
"1302","H2BC13","H2BC3",0.4
"1455","H2BC13","RAD51",0.499
"1417","H2BC13","PHF19",0.499
"764","H2BC13","TOP2A",0.435
"803","H2BC13","BRCA1",0.676
"844","H2AC12","BRCA1",0.531
"1383","H2AC12","H2BC15",0.439
"934","H2AC12","H2BC18",0.446
"1273","H2AC12","H2AC16",0.9
"1027","H2AC12","H2BC17",0.613
"1303","H2AC12","H2BC3",0.439
"1044","H2AC12","H2BC14",0.446
"1326","H2BC10","H3C11",0.807
"1151","H2BC10","H3C1",0.807
"1208","H2AC12","H4C13",0.907
"1125","H2AC12","H4C4",0.907
"1477","FANCA","UBE2T",0.989
"1178","H2BC10","H4C13",0.908
"1294","H2BC10","H2BC3",0.8
"917","H2BC10","H2BC8",0.9
"1120","H2BC10","H4C4",0.908
"1381","H2BC10","H2BC15",0.8
"1271","H2BC10","H2AC16",0.906
"1042","H2BC10","H2BC14",0.8
"869","NRCAM","SPTBN2",0.499
"664","H2BC10","CENPK",0.8
"1269","H2BC10","H2AC15",0.906
"1078","H2BC10","H4C1",0.908
"1433","H2BC10","H2BC6",0.9
"941","H2BC10","H2BC18",0.8
"1031","H2BC10","H2BC17",0.819
"646","FANCA","CDK1",0.457
"1488","FANCA","FANCB",0.999
"587","FANCA","EME1",0.499
"605","CIT","PRC1",0.63
"800","CD9","MME",0.681
"806","FANCA","BRCA1",0.926
"672","JUP","GAPDH",0.427
"1491","EME1","FANCB",0.499
"843","EME1","BRCA1",0.439
"831","HMMR","BRCA1",0.884
"1239","HMMR","FAM83D",0.764
"1238","CDK1","FAM83D",0.469
"678","JUP","CDH24",0.545
"970","KIF20A","KIF18B",0.54
"899","KIF20A","KIF1A",0.66
"951","CDK1","TLN2",0.635
"674","CDK1","CCNF",0.707
"890","CDK1","H2AX",0.475
"724","CDK1","HMGA1",0.457
"822","PRC1","BRCA1",0.439
"721","KIF20A","KIFC1",0.572
"734","KIF20A","RACGAP1",0.931
"691","CLDN3","CLDN15",0.658
"758","CLDN3","CLDN4",0.693
"857","CDK1","PBK",0.537
"707","CDK1","PLEKHG2",0.47
"976","CDK1","TK1",0.485
"736","CDK1","RACGAP1",0.533
"1232","CDK1","CCNA2",0.999
"838","CDK1","BRCA1",0.457
"761","CDK1","TOP2A",0.822
"862","CDK1","CCNE2",0.696
"1240","CDK1","SPRY1",0.42
"1121","CENPK","H4C4",0.8
"740","GAPDH","GPI",0.695
"777","CENPK","HJURP",0.686
"1187","CENPK","H4C13",0.8
"1431","CENPK","H2BC6",0.8
"929","CENPK","H2BC8",0.8
"1071","CENPK","H4C1",0.8
"1482","GAPDH","ENO1",0.902
"1494","RUNX3","NOTCH1",0.637
"1499","CCNF","NUSAP1",0.457
"1419","BCL6","NEB",0.422
"949","PARVB","TLN2",0.797
"946","PARVB","ITGA7",0.65
"784","MDK","SLC2A1",0.565
"757","CLDN15","CLDN4",0.658
"846","CHEK1","BRCA1",0.84
"876","TONSL","H2AX",0.42
"1211","TONSL","H4C13",0.92
"1165","TONSL","H3C1",0.446
"840","TONSL","BRCA1",0.588
"1122","TONSL","H4C4",0.9
"848","MZT2B","BRCA1",0.9
"1090","TONSL","H4C1",0.9
"847","KIFC1","BRCA1",0.442
"1221","PLEKHG2","CCNA2",0.568
"905","KIFC1","KPNA2",0.461
"1147","KIFC1","H3C1",0.422
"1470","CHEK1","RAD51",0.903
"861","CHEK1","CCNE2",0.441
"751","CDC7","CDC45",0.872
"897","KIFC1","KIF1A",0.54
"969","KIFC1","KIF18B",0.54
"1241","CDC45","RECQL4",0.869
"788","CDC7","MCM10",0.896
"1481","GPI","ENO1",0.529
"855","PPFIA4","RIMS1",0.513
"978","CDC45","POLD1",0.625
"793","CDC45","MCM10",0.998
"817","TOP2A","BRCA1",0.4
"1231","TOP2A","CCNA2",0.654
"809","MCM10","BRCA1",0.551
"1076","HJURP","H4C1",0.9
"1186","HJURP","H4C13",0.91
"1108","HJURP","H4C4",0.9
"958","IRF5","NLRP1",0.48
"1050","BRCA1","H2BC14",0.675
"1245","MCM10","RECQL4",0.951
"1390","BRCA1","H2BC15",0.676
"931","BRCA1","PRAME",0.42
"992","BRCA1","H2BC11",0.676
"874","BRCA1","H2AX",0.961
"1490","BRCA1","FANCB",0.439
"1309","BRCA1","H2BC3",0.827
"1246","BRCA1","RECQL4",0.439
"1463","BRCA1","RAD51",0.998
"907","BRCA1","KPNA2",0.457
"1493","BRCA1","NOTCH1",0.432
"979","BRCA1","POLD1",0.785
"1014","BRCA1","H2BC17",0.682
"1168","H2AX","H3C1",0.947
"1143","BRCA1","UHRF1",0.562
"1217","BRCA1","CCNA2",0.666
"1478","BRCA1","UBE2T",0.553
"893","PBK","H2AX",0.408
"864","PCDHGB2","PCDHGB1",0.512
"1235","CCNE2","CCNA2",0.661
"1339","H2AX","H3C11",0.906
"987","H2AX","H2BC11",0.952
"956","PCDHGA5","PCDHGA4",0.467
"1024","H2AX","H2BC17",0.589
"1098","H2AX","H4C4",0.907
"1199","H2AX","H4C13",0.919
"1458","H2AX","RAD51",0.799
"1409","H2AX","PHF19",0.499
"1138","H2AX","UHRF1",0.63
"1306","H2AX","H2BC3",0.586
"1054","H2AX","H2BC14",0.66
"1396","H2AX","H2BC15",0.439
"1449","LDHA","PFKFB3",0.406
"1082","H2AX","H4C1",0.907
"971","KIF1A","KIF18B",0.54
"1148","H2BC8","H3C1",0.807
"1321","H2BC8","H2BC3",0.8
"1177","H2BC8","H4C13",0.908
"1107","H2BC8","H4C4",0.908
"1059","H2BC8","H2BC14",0.8
"1262","H2BC8","H2AC15",0.936
"1285","H2BC8","H2AC16",0.936
"1379","H2BC8","H2BC15",0.8
"1023","H2BC8","H2BC17",0.83
"1331","H2BC8","H3C11",0.807
"1091","H2BC8","H4C1",0.908
"1438","H2BC8","H2BC6",0.9
"935","H2BC8","H2BC18",0.812
"1092","H2BC18","H4C1",0.817
"986","BOP1","WDR18",0.658
"1012","H2BC18","H2BC17",0.8
"1182","H2BC18","H4C13",0.817
"952","ITGA7","TLN2",0.738
"1260","H2BC18","H2AC15",0.907
"1423","H2BC18","H2BC6",0.8
"1323","H2BC18","H2BC3",0.8
"1102","H2BC18","H4C4",0.817
"1398","H2BC18","H2BC15",0.8
"1275","H2BC18","H2AC16",0.907
"1041","H2BC18","H2BC14",0.8
"1142","H2BC11","UHRF1",0.499
"1067","H2BC11","H4C1",0.956
"1173","KIF18B","H3C1",0.43
"1015","H2BC11","H2BC17",0.51
"1388","H2BC11","H2BC15",0.4
"1047","H2BC11","H2BC14",0.4
"1106","H2BC11","H4C4",0.956
"1281","H2BC11","H2AC16",0.913
"1370","H2BC11","H2AC4",0.955
"1346","H2BC11","H3C11",0.916
"1150","H2BC11","H3C1",0.903
"1411","H2BC11","PHF19",0.499
"1193","H2BC11","H4C13",0.956
"1252","H2BC11","H2AC15",0.913
"1473","H2BC11","RAD51",0.499
"1319","H2BC11","H2BC3",0.557
"1367","H2BC17","H2AC4",0.444
"1137","H2BC17","UHRF1",0.499
"1069","H2BC17","H4C1",0.908
"1422","H2BC17","H2BC6",0.819
"1104","H2BC17","H4C4",0.908
"1058","H2BC17","H2BC14",0.874
"1393","H2BC17","H2BC15",0.887
"1450","H2BC17","RAD51",0.499
"1181","H2BC17","H4C13",0.908
"1413","H2BC17","PHF19",0.499
"1292","H2BC17","H2BC3",0.907
"1435","H4C1","H2BC6",0.908
"1083","H2BC14","H4C1",0.904
"1426","H2BC14","H2BC6",0.8
"1139","H2BC14","UHRF1",0.499
"1308","H4C1","H2BC3",0.908
"1203","H4C1","H4C13",0.952
"1163","H4C1","H3C1",0.942
"1351","H4C4","H2AC4",0.977
"1406","H2BC14","PHF19",0.499
"1191","H2BC14","H4C13",0.904
"1454","H2BC14","RAD51",0.499
"1299","H2BC14","H2BC3",0.874
"1110","H2BC14","H4C4",0.904
"1399","H2BC14","H2BC15",0.874
"1280","H4C1","H2AC16",0.907
"1372","H4C1","H2BC15",0.817
"1124","H4C1","H4C4",0.952
"1259","H4C1","H2AC15",0.907
"1347","H4C1","H3C11",0.942
"1288","H4C4","H2AC16",0.907
"1356","H4C1","H2AC4",0.977
"1421","H4C4","H2BC6",0.908
"1329","H4C4","H3C11",0.942
"1261","H4C4","H2AC15",0.907
"1382","H4C4","H2BC15",0.817
"1161","H4C4","H3C1",0.942
"1301","H4C4","H2BC3",0.908
"1192","H4C4","H4C13",0.952
"1407","H3C1","PHF19",0.487
"1342","H3C1","H3C11",0.9
"1296","UHRF1","H2BC3",0.63
"1171","UHRF1","H3C1",0.96
"1348","UHRF1","H3C11",0.9
"1387","UHRF1","H2BC15",0.499
"1428","H3C1","H2BC6",0.807
"1498","H3C1","NUSAP1",0.43
"1176","H3C1","H4C13",0.942
"1310","H3C1","H2BC3",0.857
"1391","H4C13","H2BC15",0.817
"1355","H3C1","H2AC4",0.946
"1352","H4C13","H2AC4",0.977
"1282","H4C13","H2AC16",0.907
"1298","H4C13","H2BC3",0.908
"1327","H4C13","H3C11",0.942
"1268","H4C13","H2AC15",0.907
"1432","H4C13","H2BC6",0.908
"1452","RECQL4","RAD51",0.41
"1364","H2AC15","H2AC4",0.9
"1442","H2AC15","H2BC6",0.906
"1277","H2AC15","H2AC16",0.9
"1443","H2AC16","H2BC6",0.906
"1405","H2BC3","PHF19",0.499
"1349","H2AC16","H2AC4",0.9
"1424","H2BC3","H2BC6",0.8
"1465","H2BC3","RAD51",0.499
"1395","H2BC3","H2BC15",0.874
"1354","H3C11","H2AC4",0.946
"1357","H2BC3","H2AC4",0.906
"1328","H2BC3","H3C11",0.807
"1430","H2BC15","H2BC6",0.8
"1467","H2BC15","RAD51",0.499
"1410","H2BC15","PHF19",0.499
"1425","H3C11","H2BC6",0.807
"1489","UBE2T","FANCB",0.988
