Gene,Essential CEG
YLR212C,Essential
YJR052W,Non-essential
YCR053W,Non-essential
YJL085W,Essential
YOR179C,Non-essential
YMR270C,Essential
YER047C,Non-essential
YDR004W,Non-essential
YBR153W,Essential
YER026C,Non-essential
YMR137C,Non-essential
YJL001W,Essential
YNL224C,Non-essential
YML078W,Non-essential
YDR427W,Essential
YLR146C,Non-essential
YKL196C,Essential
YLR105C,Essential
YEL003W,Non-essential
YDR328C,Essential
YNL240C,Essential
YDR192C,Non-essential
YJL052W,Non-essential
YOR006C,Non-essential
YML060W,Non-essential
YPR152C,Non-essential
YGL243W,Non-essential
YGR109C,Non-essential
YOR077W,Essential
YAR015W,Non-essential
YKR059W,Non-essential
YNL172W,Essential
YPR104C,Essential
YDL059C,Non-essential
YMR047C,Essential
YCR092C,Non-essential
YPL167C,Non-essential
YDL045W-A,Non-essential
YJR097W,Non-essential
YOL096C,Non-essential
YDR234W,Non-essential
YIR015W,Essential
YGR078C,Non-essential
YGL175C,Non-essential
YOR202W,Non-essential
YGL216W,Non-essential
YML036W,Non-essential
YPR183W,Essential
YPL216W,Non-essential
YCR071C,Non-essential
YBR073W,Non-essential
YAL021C,Non-essential
YDR469W,Non-essential
YHR011W,Non-essential
YOR160W,Essential
YBR080C,Essential
YGL091C,Essential
YPL220W,Non-essential
YKL132C,Non-essential
YLR323C,Essential
YFL003C,Non-essential
YML014W,Non-essential
YOR239W,Non-essential
YJR009C,Non-essential
YNL135C,Non-essential
YLR226W,Non-essential
YLR064W,Non-essential
YOR128C,Non-essential
YER090W,Non-essential
YNL310C,Essential
YNL097C,Non-essential
YOL144W,Essential
YNL118C,Essential
YJL013C,Non-essential
YHR147C,Non-essential
YNR035C,Essential
YHR207C,Non-essential
YFR033C,Non-essential
YDR430C,Non-essential
YBL051C,Non-essential
YER154W,Non-essential
YOL081W,Non-essential
YDL205C,Essential
YMR091C,Non-essential
YLR233C,Non-essential
YPL122C,Essential
YML026C,Non-essential
YJR135W-A,Non-essential
YPL164C,Non-essential
YJR077C,Non-essential
YDR208W,Essential
YML021C,Non-essential
YGL240W,Non-essential
YGL232W,Non-essential
YIL065C,Non-essential
YLR321C,Essential
YFL034C-A,Non-essential
YPL046C,Non-essential
YBR233W,Non-essential
YEL034W,Essential
YJR069C,Non-essential
YGR150C,Non-essential
YPL090C,Non-essential
YOR164C,Non-essential
YLR447C,Non-essential
YMR208W,Essential
YBR111C,Non-essential
YLR424W,Essential
YPL010W,Essential
YJR145C,Non-essential
YNL282W,Essential
YMR201C,Non-essential
YAL016W,Non-essential
YGL211W,Non-essential
YMR167W,Non-essential
YER016W,Non-essential
YDR296W,Non-essential
YHL004W,Non-essential
YNL148C,Non-essential
YPL153C,Essential
YMR033W,Essential
YPL173W,Non-essential
YER162C,Non-essential
YNL082W,Non-essential
YDR440W,Non-essential
YPL157W,Non-essential
YPR022C,Non-essential
YKL184W,Non-essential
YBL104C,Non-essential
YCR063W,Non-essential
YBR123C,Essential
YOR123C,Non-essential
YGR082W,Essential
YBR271W,Non-essential
YOR065W,Non-essential
YJL200C,Non-essential
YDR322W,Non-essential
YER048W-A,Essential
YPL155C,Non-essential
YOR133W,Non-essential
YDR304C,Non-essential
YKL212W,Non-essential
YBR223C,Non-essential
YLR151C,Non-essential
YDR092W,Non-essential
YOR014W,Non-essential
YPL132W,Non-essential
YKL195W,Essential
YOR252W,Non-essential
YGR129W,Non-essential
YPL128C,Essential
YIR004W,Non-essential
YOL111C,Non-essential
YNL055C,Non-essential
YMR259C,Non-essential
YNL022C,Non-essential
YDL156W,Non-essential
YMR067C,Non-essential
YBL071W-A,Non-essential
YBR248C,Non-essential
YPL001W,Non-essential
YLR287C-A,Non-essential
YIL096C,Non-essential
YBR164C,Non-essential
YPL183W-A,Non-essential
YOR191W,Non-essential
YMR190C,Non-essential
YOR196C,Non-essential
YAL015C,Non-essential
YML062C,Non-essential
YGR202C,Non-essential
YKL095W,Essential
YHR186C,Essential
YKL018W,Essential
YGR211W,Essential
YBR082C,Non-essential
YGR169C,Non-essential
YDL195W,Essential
YOR017W,Non-essential
YDL065C,Non-essential
YMR117C,Essential
YDR424C,Non-essential
YPR132W,Non-essential
YDR191W,Non-essential
YLR015W,Non-essential
YDL047W,Non-essential
YGL141W,Non-essential
YMR106C,Non-essential
YGR048W,Essential
YHR057C,Non-essential
YGL212W,Non-essential
YGR021W,Non-essential
YOR025W,Non-essential
YLR405W,Non-essential
YDR484W,Non-essential
YOL138C,Non-essential
YOR182C,Non-essential
YDR168W,Essential
YNL007C,Essential
YHR128W,Essential
YOR005C,Non-essential
YPR045C,Non-essential
YLR007W,Essential
YBR243C,Essential
YNL070W,Non-essential
YBL093C,Non-essential
YPL256C,Non-essential
YBR019C,Non-essential
YPL024W,Non-essential
YIL109C,Essential
YPR028W,Non-essential
YBR039W,Non-essential
YLR145W,Essential
YNL136W,Non-essential
YPR060C,Non-essential
YLR298C,Essential
YLL041C,Non-essential
YHR117W,Non-essential
YLR058C,Non-essential
YDL134C,Non-essential
YGR183C,Non-essential
YKR001C,Non-essential
YHR156C,Non-essential
YOR078W,Non-essential
YHR098C,Non-essential
YDL193W,Essential
YLR306W,Non-essential
YMR271C,Non-essential
YPL172C,Non-essential
YBR256C,Essential
YHR129C,Non-essential
YOR124C,Non-essential
YGR280C,Essential
YAL010C,Non-essential
YGL190C,Non-essential
YML114C,Essential
YDL122W,Non-essential
YIL007C,Non-essential
YEL027W,Non-essential
YFL009W,Essential
YKL032C,Non-essential
YNL021W,Non-essential
YOR330C,Non-essential
YKR056W,Non-essential
YPL055C,Non-essential
YBR169C,Non-essential
YHL022C,Non-essential
YLL019C,Non-essential
YCR054C,Essential
YKR099W,Non-essential
YPL127C,Non-essential
YDL209C,Essential
YER111C,Non-essential
YPL094C,Essential
YKL104C,Essential
YBR029C,Essential
YJR034W,Non-essential
YOR163W,Non-essential
YNL297C,Non-essential
YER053C,Non-essential
YBR208C,Non-essential
YLR083C,Non-essential
YDL161W,Non-essential
YJR089W,Essential
YOL033W,Non-essential
YIL094C,Non-essential
YCR051W,Non-essential
YLR025W,Non-essential
YHR090C,Non-essential
YNR041C,Non-essential
YMR059W,Essential
YPR043W,Non-essential
YNR032W,Non-essential
YDR441C,Non-essential
YOR312C,Non-essential
YNL151C,Essential
YIR022W,Essential
YBR173C,Non-essential
YDR347W,Non-essential
YGL247W,Essential
YGL004C,Non-essential
YNL169C,Non-essential
YBL058W,Non-essential
YDR336W,Non-essential
YJR047C,Non-essential
YDR176W,Non-essential
YNL025C,Non-essential
YML097C,Non-essential
YKL080W,Non-essential
YLR035C,Non-essential
YML103C,Non-essential
YDL125C,Non-essential
YJL173C,Essential
YOL027C,Non-essential
YBL030C,Essential
YHL013C,Non-essential
YML107C,Non-essential
YHR171W,Non-essential
YKL211C,Non-essential
YLR090W,Non-essential
YOR080W,Non-essential
YJL026W,Essential
YNL187W,Non-essential
YOR373W,Essential
YGL226W,Non-essential
YJL167W,Essential
YER178W,Non-essential
YGR047C,Essential
YOR323C,Non-essential
YJL073W,Non-essential
YJR016C,Essential
YJL179W,Non-essential
YGL167C,Non-essential
YMR056C,Non-essential
YIL138C,Non-essential
YKL002W,Non-essential
YMR216C,Non-essential
YOL054W,Non-essential
YDR128W,Non-essential
YJL208C,Non-essential
YIL115C,Essential
YOR298C-A,Non-essential
YML043C,Essential
YOR378W,Non-essential
YLR247C,Non-essential
YGR133W,Non-essential
YOR265W,Non-essential
YPR069C,Non-essential
YDR283C,Non-essential
YNL063W,Non-essential
YDR489W,Essential
YML095C,Non-essential
YNL162W,Non-essential
YDL098C,Essential
YDR214W,Non-essential
YOR112W,Non-essential
YLR421C,Non-essential
YGR262C,Non-essential
YFR009W,Non-essential
YDL142C,Non-essential
YJL143W,Essential
YOR257W,Essential
YIR005W,Non-essential
YJL046W,Non-essential
YGL115W,Non-essential
YMR283C,Non-essential
YER007W,Non-essential
YKL138C,Non-essential
YFL007W,Non-essential
YIL116W,Non-essential
YOL068C,Non-essential
YIL114C,Non-essential
YJL154C,Non-essential
YDR354W,Non-essential
YLR344W,Non-essential
YPR135W,Non-essential
YLR378C,Essential
YNR010W,Non-essential
YJR139C,Non-essential
YKL167C,Non-essential
YDR232W,Essential
YOL102C,Essential
YHR018C,Non-essential
YKR080W,Non-essential
YMR005W,Essential
YDL091C,Non-essential
YGR204W,Non-essential
YPR173C,Non-essential
YOR209C,Non-essential
YKR028W,Non-essential
YNL006W,Essential
YML112W,Non-essential
YEL065W,Non-essential
YFL038C,Essential
YOR058C,Non-essential
YGL040C,Essential
YJL045W,Non-essential
YKR023W,Non-essential
YPL255W,Essential
YMR069W,Non-essential
YPL091W,Non-essential
YIL034C,Non-essential
YBR273C,Non-essential
YKL006W,Non-essential
YML013W,Non-essential
YMR112C,Essential
YFR019W,Non-essential
YNL216W,Essential
YLR439W,Non-essential
YPL074W,Non-essential
YBL057C,Non-essential
YDR519W,Non-essential
YGL014W,Non-essential
YJR041C,Essential
YPL118W,Non-essential
YGR184C,Non-essential
YPR034W,Essential
YOL148C,Non-essential
YGR203W,Non-essential
YOR166C,Non-essential
YDR148C,Non-essential
YLR410W,Non-essential
YDR196C,Essential
YIL083C,Essential
YDL042C,Non-essential
YNL209W,Non-essential
YMR219W,Non-essential
YDL025C,Non-essential
YGL073W,Essential
YLL014W,Non-essential
YER048C,Non-essential
YCL008C,Non-essential
YLL013C,Non-essential
YHR120W,Non-essential
YBR159W,Non-essential
YDR397C,Essential
YLR324W,Non-essential
YKL134C,Non-essential
YML015C,Essential
YML024W,Non-essential
YDR333C,Non-essential
YGL008C,Essential
YLR330W,Non-essential
YOL120C,Essential
YOL069W,Essential
YPL015C,Non-essential
YBR009C,Non-essential
YPR066W,Non-essential
YDR158W,Non-essential
YPL125W,Non-essential
YKL135C,Non-essential
YAL039C,Non-essential
YHR025W,Non-essential
YBL082C,Non-essential
YJR033C,Non-essential
YOL051W,Non-essential
YPL194W,Non-essential
YJR036C,Non-essential
YLL027W,Non-essential
YOR174W,Essential
YLL040C,Non-essential
YER004W,Non-essential
YGR193C,Non-essential
YPR176C,Essential
YDL079C,Non-essential
YKR094C,Non-essential
YKL025C,Non-essential
YHR115C,Non-essential
YDR435C,Non-essential
YLR357W,Non-essential
YOR184W,Non-essential
YPR198W,Non-essential
YDR247W,Non-essential
YCL004W,Essential
YKL024C,Essential
YOL061W,Non-essential
YDR047W,Essential
YPR168W,Essential
YOR057W,Essential
YER031C,Non-essential
YMR092C,Non-essential
YOR074C,Essential
YMR269W,Non-essential
YGL191W,Non-essential
YJR058C,Non-essential
YKL088W,Essential
YDR221W,Non-essential
YOR101W,Non-essential
YGR171C,Non-essential
YGL233W,Essential
YPR067W,Non-essential
YIL031W,Essential
YBR104W,Non-essential
YMR048W,Non-essential
YPL110C,Non-essential
YGL145W,Essential
YNL230C,Non-essential
YNL122C,Non-essential
YPL239W,Non-essential
YER086W,Non-essential
YCR066W,Non-essential
YCL043C,Essential
YKL168C,Non-essential
YBR120C,Non-essential
YPL120W,Non-essential
YJR122W,Non-essential
YOR260W,Essential
YLR017W,Non-essential
YJR010W,Non-essential
YMR014W,Non-essential
YHR167W,Non-essential
YGL246C,Non-essential
YCL010C,Non-essential
YML127W,Essential
YOR276W,Non-essential
YGR232W,Non-essential
YKL019W,Essential
YLR141W,Essential
YPL028W,Essential
YJL148W,Non-essential
YBR166C,Non-essential
YPL138C,Non-essential
YJR088C,Non-essential
YLR229C,Essential
YOR144C,Non-essential
YNR023W,Non-essential
YDR376W,Essential
YOL141W,Non-essential
YDR235W,Essential
YHR154W,Non-essential
YKL152C,Essential
YMR197C,Essential
YLR386W,Non-essential
YJL187C,Non-essential
YHR042W,Essential
YMR285C,Non-essential
YIL068C,Essential
YMR039C,Non-essential
YBR117C,Non-essential
YGR240C,Non-essential
YOR267C,Non-essential
YOL004W,Non-essential
YGR215W,Non-essential
YKL112W,Essential
YLR033W,Essential
YCR052W,Essential
YDL055C,Essential
YBR234C,Essential
YDL078C,Non-essential
Q0105,Non-essential
YDL174C,Non-essential
YDR050C,Essential
YMR149W,Essential
YDR392W,Non-essential
YPR001W,Non-essential
YLR192C,Non-essential
YIR010W,Essential
YLR423C,Non-essential
YPL105C,Non-essential
YOL125W,Non-essential
YML130C,Essential
YNL213C,Non-essential
YDR407C,Essential
YDR254W,Non-essential
YIL131C,Non-essential
YPL116W,Non-essential
YDR529C,Non-essential
YOL158C,Non-essential
YBR114W,Non-essential
YIL064W,Non-essential
YMR150C,Non-essential
YJR046W,Essential
YNL286W,Non-essential
YMR043W,Essential
YOL143C,Non-essential
YER005W,Non-essential
YKL155C,Non-essential
YGR108W,Non-essential
YHL030W,Non-essential
YNL039W,Essential
YER061C,Non-essential
YOR254C,Essential
YJR010C-A,Non-essential
YNR026C,Essential
YDR183W,Non-essential
YNL307C,Non-essential
YLR081W,Non-essential
YHL033C,Non-essential
YJL019W,Essential
YJL098W,Non-essential
YNL263C,Essential
YLL018C-A,Non-essential
YLR455W,Non-essential
YOR108W,Non-essential
YIL018W,Non-essential
YPR164W,Non-essential
YOL013C,Non-essential
YGR251W,Essential
YOR143C,Essential
YDR036C,Non-essential
YPL262W,Non-essential
YPR093C,Non-essential
YOR035C,Non-essential
YDL100C,Non-essential
YLR195C,Essential
YNL328C,Non-essential
YDR330W,Non-essential
YIL159W,Non-essential
YNR028W,Non-essential
YNL245C,Essential
YPL249C,Non-essential
YJL096W,Non-essential
YGR261C,Non-essential
YNR015W,Non-essential
YLR044C,Non-essential
YNL197C,Non-essential
YCL057C-A,Non-essential
YOR198C,Non-essential
YMR302C,Non-essential
YOR221C,Non-essential
YJL166W,Non-essential
YMR088C,Non-essential
YER093C,Essential
YEL019C,Essential
YDR472W,Essential
YNL329C,Non-essential
YNL098C,Non-essential
YMR304W,Non-essential
YPR200C,Non-essential
YNL031C,Non-essential
YNL229C,Non-essential
YMR002W,Non-essential
YGL153W,Non-essential
YOR111W,Non-essential
YKL087C,Non-essential
YMR225C,Non-essential
YML088W,Non-essential
YGR128C,Essential
YIL001W,Non-essential
YMR077C,Non-essential
YJL053W,Non-essential
YKL007W,Non-essential
YOR075W,Essential
YMR165C,Non-essential
YDL219W,Non-essential
YLR342W,Non-essential
YDR408C,Non-essential
YHR030C,Non-essential
YNL298W,Non-essential
YNL265C,Non-essential
YOR125C,Non-essential
YOL126C,Non-essential
YFR023W,Non-essential
YER041W,Non-essential
YGR156W,Essential
YNL030W,Non-essential
YLL009C,Non-essential
YHR059W,Non-essential
YFL023W,Non-essential
YOR098C,Essential
YDR258C,Non-essential
YLL002W,Non-essential
YMR085W,Non-essential
YDL003W,Essential
YOR042W,Non-essential
YOL026C,Essential
YLR193C,Non-essential
YKR067W,Non-essential
YDL056W,Non-essential
YLR348C,Non-essential
YLL023C,Non-essential
YJL049W,Non-essential
YOR094W,Non-essential
YHR015W,Non-essential
YGR009C,Essential
YPL259C,Non-essential
YLR372W,Non-essential
YMR205C,Non-essential
YOR278W,Essential
YFR047C,Non-essential
YMR279C,Non-essential
YKL129C,Non-essential
YMR234W,Non-essential
YNL052W,Non-essential
YMR193W,Non-essential
YCL036W,Non-essential
YKL186C,Essential
YGR075C,Essential
YOR229W,Non-essential
YJR125C,Non-essential
YLR223C,Essential
YDL240W,Non-essential
YJR060W,Non-essential
YOR332W,Non-essential
YMR109W,Non-essential
YEL061C,Non-essential
YLR221C,Non-essential
YDR387C,Non-essential
YOR270C,Non-essential
YBL055C,Non-essential
YLR128W,Non-essential
YOR370C,Essential
YOR051C,Non-essential
YJL035C,Essential
YGR093W,Non-essential
YKL054C,Non-essential
YER117W,Non-essential
YER003C,Essential
YCR090C,Non-essential
YCR027C,Non-essential
YPL193W,Non-essential
YDR329C,Non-essential
YGR076C,Non-essential
YNR033W,Non-essential
YML054C,Non-essential
YPR091C,Non-essential
YML012W,Non-essential
YLR019W,Non-essential
YDR298C,Non-essential
YGR235C,Non-essential
YGR092W,Non-essential
YCL009C,Non-essential
YGR010W,Non-essential
YGR244C,Non-essential
YLR320W,Non-essential
YHR152W,Non-essential
YML001W,Non-essential
YDR189W,Essential
YLR239C,Non-essential
YGR098C,Essential
YFR003C,Essential
YJL165C,Non-essential
YLR135W,Non-essential
YER122C,Non-essential
YKR014C,Non-essential
YIL072W,Non-essential
YML027W,Non-essential
YDR049W,Non-essential
YNL104C,Non-essential
YNL243W,Non-essential
YKR106W,Non-essential
YAL058W,Non-essential
YKR087C,Non-essential
YGL221C,Non-essential
YMR020W,Non-essential
YLR066W,Essential
YLR065C,Non-essential
YGR007W,Non-essential
YKL160W,Non-essential
YEL047C,Non-essential
YPR037C,Non-essential
YGL012W,Non-essential
YMR289W,Non-essential
YHR092C,Non-essential
YLR170C,Non-essential
YPL254W,Non-essential
YGL155W,Essential
YHR187W,Non-essential
YBL033C,Non-essential
YDL188C,Non-essential
YLR077W,Non-essential
YDR353W,Essential
YER125W,Essential
YCR065W,Non-essential
YMR161W,Non-essential
YOR110W,Essential
YNR043W,Essential
YNL288W,Non-essential
YMR153W,Non-essential
YJR099W,Non-essential
YPR070W,Non-essential
YLR319C,Non-essential
YGL126W,Non-essential
YMR322C,Non-essential
YPR055W,Essential
YGL085W,Non-essential
YPR051W,Non-essential
YCR008W,Non-essential
YIL069C,Non-essential
YKR035W-A,Non-essential
YER177W,Non-essential
YOL147C,Non-essential
YOL062C,Non-essential
YHR036W,Essential
YPL026C,Non-essential
YDL155W,Non-essential
YML091C,Essential
YOR069W,Non-essential
YJR031C,Non-essential
YGR013W,Essential
YKR022C,Essential
YOL146W,Essential
YPR160W,Non-essential
YGL229C,Non-essential
YCR034W,Non-essential
YOR326W,Essential
YHR060W,Non-essential
YBR249C,Non-essential
YDL200C,Non-essential
YPL003W,Non-essential
YIL074C,Non-essential
YMR075W,Non-essential
YBR185C,Non-essential
YMR108W,Essential
YBR097W,Non-essential
YLR262C-A,Non-essential
YDR020C,Non-essential
YPR035W,Essential
YKL034W,Non-essential
YOR021C,Non-essential
YOL052C,Non-essential
YLR376C,Non-essential
YPL233W,Essential
YPR113W,Essential
YOR288C,Non-essential
YHR051W,Non-essential
YGR112W,Non-essential
YGR163W,Non-essential
YER052C,Non-essential
YCL005W-A,Non-essential
YGL065C,Essential
YDR204W,Non-essential
YIR006C,Essential
YPR188C,Non-essential
YJL207C,Non-essential
YML005W,Non-essential
YPL139C,Non-essential
YDR321W,Non-essential
YMR268C,Essential
YMR301C,Essential
YNR074C,Non-essential
YJL122W,Non-essential
YLR150W,Non-essential
YHR003C,Non-essential
YGL087C,Non-essential
YOR269W,Non-essential
YIL127C,Non-essential
YBL067C,Non-essential
YNR024W,Non-essential
YNL253W,Non-essential
YML018C,Non-essential
YPR062W,Non-essential
YHR114W,Non-essential
YBR228W,Non-essential
YCL040W,Non-essential
YER120W,Non-essential
YGR101W,Non-essential
YER098W,Non-essential
YLR113W,Non-essential
YGR286C,Non-essential
YOL086C,Non-essential
YMR156C,Non-essential
YDL101C,Non-essential
YPL101W,Non-essential
YPR141C,Non-essential
YFR040W,Non-essential
YPL179W,Non-essential
YDL120W,Essential
YLR078C,Essential
YCR084C,Non-essential
YOR368W,Non-essential
YDL216C,Non-essential
YER170W,Non-essential
YER151C,Non-essential
YOR275C,Non-essential
YLR207W,Non-essential
YKR010C,Non-essential
YDR244W,Non-essential
YDL149W,Non-essential
YAL044C,Non-essential
YDR138W,Non-essential
YOL123W,Essential
YLR181C,Non-essential
YNL258C,Essential
YGR124W,Non-essential
YER174C,Non-essential
YBR062C,Non-essential
YGR081C,Non-essential
YGR284C,Non-essential
YLR314C,Essential
YJR032W,Non-essential
YGL018C,Essential
YKR055W,Non-essential
YNL271C,Non-essential
YPL253C,Non-essential
YAR002C-A,Non-essential
YJR051W,Non-essential
YEL039C,Non-essential
YOR233W,Non-essential
YDR069C,Non-essential
YDR485C,Non-essential
YFR030W,Non-essential
YDR375C,Non-essential
YNL212W,Non-essential
YDL159W,Non-essential
YNR016C,Essential
YLR446W,Non-essential
YHR161C,Non-essential
YMR037C,Non-essential
YNL128W,Non-essential
YIL112W,Non-essential
YLL003W,Essential
YIL030C,Non-essential
YGR241C,Non-essential
YER089C,Non-essential
YEL053C,Non-essential
YDR412W,Essential
YHL032C,Non-essential
YBL061C,Non-essential
YGR172C,Essential
YGR267C,Essential
YCL024W,Non-essential
YHR106W,Non-essential
YMR312W,Non-essential
YMR278W,Non-essential
YKL027W,Non-essential
YIL153W,Non-essential
YCR028C-A,Non-essential
YBR085W,Non-essential
YHR191C,Non-essential
YPL225W,Non-essential
YHR196W,Essential
YGL231C,Non-essential
YGL037C,Non-essential
YPR029C,Non-essential
YPR111W,Non-essential
YMR035W,Non-essential
YFL005W,Essential
YBL016W,Non-essential
YGR056W,Non-essential
YJR093C,Essential
YFL040W,Non-essential
YLR381W,Non-essential
YML120C,Non-essential
YBL020W,Essential
YJL036W,Non-essential
YBR293W,Non-essential
YDR477W,Non-essential
YER022W,Essential
YDL198C,Non-essential
YDL077C,Non-essential
YER140W,Non-essential
YOR386W,Non-essential
YBR125C,Non-essential
YNR030W,Non-essential
YCL001W,Non-essential
YML068W,Non-essential
YKL197C,Non-essential
YMR241W,Non-essential
YGL113W,Essential
YOL140W,Non-essential
YMR068W,Non-essential
YLR079W,Non-essential
YNR006W,Non-essential
YGR224W,Non-essential
YNL036W,Essential
YPL248C,Non-essential
YPL078C,Non-essential
YGR255C,Non-essential
YMR231W,Non-essential
YOR226C,Non-essential
YIL150C,Essential
YJR129C,Non-essential
YBL032W,Non-essential
YOL059W,Non-essential
YHR121W,Non-essential
YMR266W,Non-essential
YGR028W,Non-essential
YPR125W,Non-essential
YDR099W,Non-essential
YLR148W,Non-essential
YOR307C,Non-essential
YAL040C,Non-essential
YGR170W,Non-essential
YKL127W,Non-essential
YGR233C,Non-essential
YDR536W,Non-essential
YPR042C,Non-essential
YDR453C,Non-essential
YMR011W,Non-essential
YBR222C,Non-essential
YLR425W,Non-essential
YKL084W,Non-essential
YDR388W,Non-essential
YML081W,Non-essential
YIL019W,Essential
YJR005W,Non-essential
YOL098C,Non-essential
YKR036C,Non-essential
YLR304C,Non-essential
YLR315W,Non-essential
YDR217C,Non-essential
YDR409W,Non-essential
YAL026C,Non-essential
YPR046W,Non-essential
YGR250C,Non-essential
YNL023C,Non-essential
YPL224C,Non-essential
YNL026W,Essential
YGL124C,Non-essential
YDR062W,Essential
YIL129C,Essential
YFR025C,Non-essential
YLR153C,Essential
YJR040W,Non-essential
YDL006W,Non-essential
YER018C,Essential
YBR158W,Non-essential
YNL084C,Non-essential
YFL029C,Essential
YLR063W,Non-essential
YDR499W,Essential
YIL132C,Non-essential
YMR183C,Non-essential
YJR043C,Non-essential
YJR102C,Non-essential
YKL151C,Non-essential
YMR079W,Essential
YOL001W,Non-essential
YML077W,Essential
YMR038C,Non-essential
YNL037C,Non-essential
YLR271W,Non-essential
YMR179W,Non-essential
YPL016W,Essential
YBR264C,Non-essential
YKL138C-A,Essential
YHR047C,Non-essential
YPR186C,Essential
YOR113W,Non-essential
YLL046C,Non-essential
YDR108W,Non-essential
YKR078W,Non-essential
YBR265W,Essential
YIL003W,Essential
YDR026C,Non-essential
YIL033C,Non-essential
YKR065C,Non-essential
YGL033W,Non-essential
YDR314C,Non-essential
YER123W,Non-essential
YOR195W,Non-essential
YJL128C,Non-essential
YIL106W,Essential
YHR074W,Essential
YPR140W,Non-essential
YEL013W,Non-essential
YDR109C,Non-essential
YJL054W,Essential
YOR342C,Non-essential
YMR307W,Non-essential
YDR044W,Essential
YDR305C,Non-essential
YDR356W,Essential
YBL050W,Essential
YHR189W,Non-essential
YHR079C,Non-essential
YGL017W,Non-essential
YHL040C,Non-essential
YPL084W,Non-essential
YGL056C,Non-essential
YKR003W,Non-essential
YNL024C-A,Essential
YCR005C,Non-essential
YOR266W,Non-essential
YOL043C,Non-essential
YDL105W,Essential
YBL019W,Non-essential
YFR006W,Non-essential
YDR287W,Non-essential
YIL073C,Non-essential
YOR258W,Non-essential
YLR244C,Non-essential
YER051W,Non-essential
YMR220W,Essential
YDR076W,Non-essential
YKL005C,Non-essential
YNL079C,Non-essential
YNL168C,Non-essential
YDL191W,Non-essential
YDL199C,Non-essential
YNR029C,Non-essential
YNL040W,Non-essential
YFR049W,Non-essential
YDL150W,Essential
YNL020C,Non-essential
YKL103C,Non-essential
YLR073C,Non-essential
YER038C,Essential
YOR064C,Non-essential
YML007W,Non-essential
YJR019C,Non-essential
YJL029C,Non-essential
YPL270W,Non-essential
YMR094W,Essential
YER073W,Non-essential
YDR471W,Non-essential
YFL033C,Non-essential
YER116C,Non-essential
YGR140W,Essential
YHR172W,Essential
YML004C,Non-essential
YBR218C,Non-essential
YFL013C,Non-essential
YKR017C,Non-essential
YLR174W,Non-essential
YGR037C,Non-essential
YJL060W,Non-essential
YOR131C,Non-essential
YGL009C,Non-essential
YMR228W,Non-essential
YPL148C,Non-essential
YDR019C,Non-essential
YBR201W,Non-essential
YGL237C,Non-essential
YMR207C,Non-essential
YGL242C,Non-essential
YMR296C,Essential
YJL121C,Non-essential
YHR008C,Non-essential
YNL225C,Non-essential
YHR135C,Non-essential
YAR018C,Non-essential
YML035C,Non-essential
YDR079W,Non-essential
YBR233W-A,Essential
YMR013C,Essential
YJL024C,Non-essential
YBL056W,Non-essential
YER008C,Essential
YFL011W,Non-essential
YDR068W,Non-essential
YFR010W,Non-essential
YDL119C,Non-essential
YPR174C,Non-essential
YPL165C,Non-essential
YML109W,Non-essential
YHL047C,Non-essential
YGR043C,Non-essential
YFL010C,Non-essential
YFR001W,Non-essential
YHR158C,Non-essential
YER066W,Non-essential
YDL066W,Non-essential
YDL236W,Non-essential
YKL188C,Non-essential
YFR016C,Non-essential
YAL017W,Non-essential
YDR205W,Non-essential
YOR321W,Non-essential
YEL063C,Non-essential
YBL047C,Non-essential
YOR197W,Non-essential
YBR163W,Non-essential
YMR073C,Non-essential
YHR122W,Essential
YLR026C,Essential
YMR273C,Non-essential
YJR104C,Non-essential
YHR076W,Non-essential
YMR004W,Non-essential
YHR073W,Non-essential
YDR486C,Non-essential
YOR067C,Non-essential
YMR124W,Non-essential
YIL139C,Non-essential
YJL214W,Non-essential
YCR009C,Non-essential
YJL101C,Non-essential
YMR171C,Non-essential
YNL191W,Non-essential
YOL058W,Non-essential
YDL154W,Non-essential
YLR067C,Non-essential
YGL205W,Non-essential
YHL003C,Non-essential
YLR018C,Non-essential
YJL088W,Non-essential
YGR281W,Non-essential
YGL225W,Essential
YGR087C,Non-essential
YPR097W,Non-essential
YCR048W,Non-essential
YLR168C,Non-essential
YOL073C,Non-essential
YER042W,Non-essential
YLR370C,Non-essential
YGL125W,Non-essential
YDR035W,Non-essential
YGL025C,Non-essential
YMR055C,Non-essential
YOR134W,Non-essential
YDR173C,Non-essential
YML028W,Non-essential
YPR073C,Non-essential
YLR038C,Non-essential
YDR111C,Non-essential
YCR083W,Non-essential
YFR048W,Non-essential
YHR181W,Non-essential
YML059C,Non-essential
YLR287C,Non-essential
YJL095W,Non-essential
YLR056W,Non-essential
YLR288C,Non-essential
YNL217W,Non-essential
YOR271C,Non-essential
YNR001C,Non-essential
YLR312W-A,Non-essential
YMR028W,Essential
YJL127C,Non-essential
YMR166C,Non-essential
YBR187W,Non-essential
YOL042W,Non-essential
YGL178W,Non-essential
YDR481C,Non-essential
YBL105C,Essential
YIL010W,Non-essential
YDL104C,Non-essential
YER058W,Non-essential
YCR011C,Non-essential
YJL162C,Non-essential
YDR098C,Non-essential
YBR140C,Essential
YMR202W,Non-essential
YPL085W,Essential
YER014W,Non-essential
YJR024C,Non-essential
YBR229C,Non-essential
YDR059C,Non-essential
