uniprot_id,struct_score,pocket,druggability,num_drug_pockets
Q9NZJ4,0.772375339981868,0.341,0.776,1
Q9UKL4,0.656261814744801,0.137,0.776,2
Q9Y276,0.780603345280765,0.079,0.776,2
A6NFT4,0.801396674584323,0.335,0.775,1
A8MPY1,0.719236298292902,0.178,0.775,4
O14715,0.829661462612983,0.219,0.775,2
P06312,0.789541984732824,0.102,0.775,1
P16422,0.867565308254963,0.026,0.775,1
P62888,0.775436408977556,0.25,0.775,1
Q02410,0.725893371757925,0.469,0.775,1
Q15582,0.827456140350877,0.075,0.775,2
Q5XLA6,0.607852760736196,0.09,0.775,1
Q9H5U6,0.852598039215686,0.193,0.775,1
Q9H6Y2,0.883669865642994,0.102,0.775,1
Q9UBP0,0.762085752568111,0.165,0.775,1
Q9UN72,0.802246943765281,0.394,0.775,1
Q9Y2R9,0.809565217391304,0.058,0.775,2
Q9Y5R8,0.908488773747841,0.189,0.775,1
Q86W92,0.821919882755252,0.399,0.774,2
Q969H6,0.845475792988314,0.156,0.774,2
O14645,0.730920930232558,0.265,0.773,1
P04211,0.810583446404342,0.039,0.773,1
P25789,0.861085876508162,0.208,0.773,2
Q08043,0.761146777116231,0.335,0.773,1
Q12988,0.502322357019064,0.09,0.773,1
Q13002,0.741608823075737,0.14,0.773,1
Q13371,0.651968503937008,0.151,0.773,1
Q13946,0.906860554699538,0.355,0.773,1
Q96QP1,0.871616714697406,0.01,0.773,1
Q9UHV9,0.666277108433735,0.274,0.773,1
Q9Y6L6,0.739651425056387,0.201,0.773,1
O00194,0.826637288135593,0.241,0.772,1
O00570,0.614236804564907,0.272,0.772,1
P13498,0.810268456375839,0.457,0.772,1
P31371,0.85380694980695,0.188,0.772,1
P48431,0.570085227272727,0.291,0.772,1
Q8N2K1,0.852607674236492,0.285,0.772,1
Q969S3,0.585762797769894,0.286,0.772,1
Q96RU3,0.782022518765638,0.264,0.772,2
Q96T76,0.890100967606226,0.38,0.772,1
Q9BTX1,0.848166772756206,0.266,0.772,3
Q9UBE0,0.856358798935766,0.322,0.772,1
A0A5B6,0.818,0.117,0.771,1
O75051,0.86468562055768206,0.089,0.771,1
O95158,0.581667792032411,0.074,0.771,1
O95834,0.843116487090872,0.057,0.771,2
P08842,0.918941338221815,0.132,0.771,3
P49450,0.736548347613219,0.348,0.771,2
P51451,0.765577790304397,0.223,0.771,2
P51797,0.804402125775022,0.244,0.771,4
Q15532,0.614360902255639,0.344,0.771,1
Q8WW14,0.739815546772069,0.186,0.771,1
Q9NS87,0.732843045112782,0.317,0.771,2
Q9UP95,0.776060664605873,0.573,0.771,2
O15503,0.715462408516301,0.367,0.77,2
O43292,0.854409485794787,0.075,0.77,1
O60563,0.857154870357393,0.263,0.77,1
O75936,0.890693604836144,0.307,0.77,2
P00488,0.912079889807162,0.312,0.77,2
P32119,0.850353403141361,0.316,0.77,1
Q02221,0.616636771300448,0.25,0.77,1
Q16236,0.545168408826945,0.35,0.77,1
Q9BYN8,0.736447280053727,0.281,0.77,1
Q9H606,0.770844594594595,0.298,0.77,1
P08134,0.808093053735256,0.141,0.769,1
P0DP02,0.887824377457405,0.362,0.769,1
P18510,0.841925795053004,0.295,0.769,1
Q16581,0.610416666666667,0.065,0.769,2
Q86YG4,0.768035555555556,0.347,0.769,1
Q8NBP7,0.849611111111111,0.18,0.769,1
Q8NGJ3,0.777809762202753,0.257,0.769,1
Q96E39,0.631307471264368,0.109,0.769,1
Q99798,0.942179089026915,0.318,0.769,3
O00182,0.839507857733664,0.523,0.768,1
O00258,0.764603914259087,0.229,0.768,1
O95602,0.755268289107169,0.123,0.768,3
P05412,0.669212454212454,0.451,0.768,1
P22301,0.762194357366771,0.326,0.768,2
P38570,0.870397478070175,0.168,0.768,2
P49069,0.54244019138756,0.139,0.768,1
P62241,0.805732068761114,0.15,0.768,1
Q99661,0.689968051118211,0.244,0.768,2
Q9C0B1,0.868199895342752,0.179,0.768,1
O00522,0.87221820205956,0.09,0.767,1
P0DJD1,0.814797564186965,0.45,0.767,2
P17936,0.56161466072313,-0.002,0.767,4
P20930,0.701547464239272,0.269,0.767,1
P22413,0.857070844686649,0.205,0.767,1
P25440,0.849334061135371,0.208,0.767,1
P30740,0.898900332225914,0.403,0.767,2
P49842,0.886212034383954,0.342,0.767,1
P61019,0.826119942196532,0.063,0.767,1
Q5JWF2,0.734399464703914,0.416,0.767,1
Q99972,0.888973862536302,0.322,0.767,1
O14508,0.818935698447894,0.349,0.766,1
O94927,0.826085962505716,0.305,0.766,2
O95461,0.85841095890411,0.088,0.766,1
P00813,0.896845070422535,0.303,0.766,1
P61024,0.845790297339593,0.294,0.766,1
P63104,0.821349372384937,0.315,0.766,1
Q15075,0.639668737060041,0.405,0.766,1
Q5T2S8,0.81983765447056,0.462,0.766,1
Q8TDC3,0.835131837859111,0.135,0.766,1
Q96FA3,0.719678362573099,0.157,0.766,1
Q9H2X3,0.755626283367556,0.232,0.766,1
Q9H930,0.774895833333333,0.109,0.766,1
Q9H9G7,0.843415267785771,0.317,0.766,2
O95475,0.750729032258065,0.267,0.765,1
P0DSN7,0.834018691588785,0.055,0.765,1
P13232,0.714964664310954,0.034,0.765,1
P22460,0.690997529339098,0.131,0.765,1
P30533,0.675620547431571,0.152,0.765,1
P36507,0.783675,0.165,0.765,1
P49407,0.778623693379791,0.215,0.765,1
P49715,0.713666666666667,0.431,0.765,1
P56589,0.833914790996785,0.342,0.765,1
P62249,0.77716862037872,0.337,0.765,1
Q3B8N2,0.799776011560694,0.32,0.765,1
Q8TDU6,0.835709475709476,0.378,0.765,2
Q96BP3,0.683291529152915,0.141,0.765,1
Q96SB4,0.573606180831071,0.231,0.765,5
O00141,0.82768629065459,0.191,0.764,1
O43815,0.790639466457434,0.183,0.764,2
P41743,0.815212341197822,0.205,0.764,1
P61758,0.650267034990792,0.141,0.764,1
Q8NBS9,0.756111771700357,0.45,0.764,1
Q8TCG1,0.850974752317034,0.22,0.764,1
Q9Y337,0.87138400453772,0.404,0.764,1
O43920,0.757508610792193,0.117,0.763,1
P13797,0.700543043043043,0.218,0.763,2
P53396,0.819233242052625,0.128,0.763,1
P60842,0.778210054434838,0.137,0.763,2
P61073,0.720100586756077,0.406,0.763,2
P61803,0.735214368482039,0.363,0.763,1
Q92831,0.789810777457836,0.259,0.763,1
Q9BR01,0.874933095450491,0.406,0.763,3
O95989,0.868758049678013,0.269,0.762,1
P48454,0.749634605051048,0.052,0.762,1
Q02487,0.790124442357361,0.143,0.762,1
Q7Z2Z2,0.684034941763727,0.327,0.762,1
Q8NFZ3,0.832405286343612,0.289,0.762,1
Q96BR1,0.7816570008285,0.214,0.762,1
Q9GZN7,0.844389702618731,0.248,0.762,1
Q9H9A5,0.73842782468838,0.259,0.762,4
Q9NVP1,0.852354901416273,0.189,0.762,2
O75448,0.73413864728028,0.29,0.761,4
P07098,0.859989996665555,0.417,0.761,2
P14923,0.823021176470588,0.232,0.761,3
P17658,0.671103590347263,0.181,0.761,1
P31937,0.902160037002775,0.059,0.761,2
P50993,0.811036680541103,0.176,0.761,1
P59901,0.764656463692608,0.099,0.761,2
Q0VG06,0.798382089552239,0.261,0.761,1
Q13003,0.732259800153728,0.164,0.761,2
Q13283,0.777515991471215,0.275,0.761,1
Q8NF99,0.744522875816994,0.419,0.761,1
Q9BVW5,0.66789402173913,0.339,0.761,1
Q9HAV4,0.856093593314763,0.246,0.761,2
Q9Y5G0,0.855693641618497,0.293,0.761,1
A6NHQ2,0.817173913043478,0.162,0.76,1
O14949,0.599928876244666,0.402,0.76,1
P07332,0.827345430107527,0.164,0.76,2
Q8N8N7,0.898807578008915,0.115,0.76,1
Q96RG2,0.800034919249236,0.425,0.76,1
Q9BXP8,0.795778388278388,0.095,0.76,1
Q9BY76,0.876005763688761,0.283,0.76,1
Q9UMR3,0.721825192802057,0.298,0.76,2
Q9Y2I7,0.704311069593648,0.145,0.76,2
O14964,0.823608597285068,0.134,0.759,1
O60885,0.646290679304897,0.121,0.759,2
P05165,0.894639814097599,0.247,0.759,1
P08236,0.88760969745542,0.33,0.759,1
P35579,0.677264253534255,0.149,0.759,2
P35609,0.761253546556616,0.32,0.759,1
Q13043,0.835504984828782,0.154,0.759,1
Q7Z4T9,0.715367412140575,0.34,0.759,1
Q96E22,0.789321533923304,0.369,0.759,1
Q9BSV6,0.734611794654221,0.137,0.759,1
Q9C0E4,0.791717583163612,0.235,0.759,2
Q9Y399,0.856497206703911,0.282,0.759,1
O75746,0.777152605459057,0.126,0.758,1
O95416,0.576822695035461,0.283,0.758,1
P09669,0.76885761589404,0.182,0.758,1
P12429,0.896133333333333,0.406,0.758,2
P17081,0.777065826330532,0.369,0.758,1
P31314,0.689368421052632,0.56,0.758,1
P60891,0.892577447335812,0.147,0.758,1
Q96Q15,0.500950299559139,0.162,0.758,4
Q9BRX2,0.845,0.042,0.758,2
Q9HC98,0.746026666666667,0.045,0.758,1
Q9Y291,0.755809523809524,0.219,0.758,1
Q9Y661,0.829874651810585,0.289,0.758,1
O43181,0.735826996197719,0.176,0.757,1
O43306,0.747496662216288,0.32,0.757,1
P06276,0.912495859947954,0.206,0.757,1
P19086,0.731383164512749,0.31,0.757,2
P23743,0.75292194092827,0.074,0.757,1
P49448,0.858117586384734,0.215,0.757,2
Q6FIF0,0.628162729658793,0.248,0.757,1
Q6ZS72,0.835741737125288,0.485,0.757,1
Q8IWT3,0.556005363683935,0.147,0.757,1
Q8NI36,0.824186550976139,0.168,0.757,4
Q8TAQ2,0.785363228699552,0.454,0.757,1
Q9BTE7,0.851051964512041,0.338,0.757,1
P01229,0.58347191011236,0.124,0.756,2
P08123,0.508631138975967,0.427,0.756,1
P25391,0.74059381443299,0.154,0.756,2
P48059,0.722173498570067,0.341,0.756,1
P49711,0.705543032786885,0.312,0.756,1
Q01650,0.758402564817396,0.211,0.756,2
Q14469,0.693380530973451,0.324,0.756,2
Q6P2C8,0.72293991416309,0.158,0.756,1
Q86WV6,0.730881342998855,0.213,0.756,2
Q8IVF5,0.822374213836478,0.193,0.756,1
Q8TDF6,0.677568493150685,0.557,0.756,1
Q8WVN8,0.80890092879257,0.34,0.756,1
Q9UHL4,0.940087744126804,0.214,0.756,2
P08514,0.803225,0.254,0.755,2
P14618,0.880699723131135,0.193,0.755,1
P17302,0.645692068429238,0.085,0.755,2
P68371,0.855744998507017,0.099,0.755,2
Q12860,0.819888765294772,0.442,0.755,1
O00478,0.836165105386417,0.384,0.754,1
P01768,0.884289473684211,0.37,0.754,1
P0DP03,0.884289473684211,0.37,0.754,1
P36888,0.701480964023751,0.21,0.754,1
Q16543,0.69834930313588806,0.215,0.754,2
Q96EK4,0.575933544303798,0.413,0.754,1
Q96T60,0.871768707482993,0.17,0.754,1
Q9H0K4,0.703642367284735,0.081,0.754,1
Q9NT68,0.842437182479747,0.285,0.754,3
Q9UBQ0,0.900836212854181,0.332,0.754,1
O15498,0.782290862290862,0.31,0.753,1
P27482,0.793915715539947,0.336,0.753,1
Q00613,0.69099173553719,0.301,0.753,1
Q96I45,0.59214371257485,0.047,0.753,1
Q9C0C7,0.73685297691373,0.407,0.753,3
Q9GZM3,0.809944933920705,0.225,0.753,1
Q9H1A7,0.808875413450937,0.279,0.753,1
Q9H3R1,0.831801965780852,0.146,0.753,1
Q9UHB6,0.573376,0.335,0.753,1
Q9Y639,0.822688172043011,0.305,0.753,1
O43312,0.798679245283019,0.357,0.752,2
O75396,0.749881329113924,0.438,0.752,2
O94885,0.810526315789474,0.358,0.752,1
P30559,0.722119630670414,0.198,0.752,2
Q16181,0.719525782688766,0.31,0.752,1
Q2TAK8,0.77586,0.149,0.752,1
P00915,0.915946613939694,0.221,0.751,1
P0C5Z0,0.806345609065156,0.391,0.751,2
Q9H490,0.796272949816402,0.241,0.751,4
Q9NZQ3,0.80999375390381,0.462,0.751,1
Q9Y278,0.842837209302326,0.359,0.751,1
O60237,0.802848458532349,0.106,0.75,1
P12544,0.88279314159292,0.118,0.75,1
P21953,0.932678437265214,0.31,0.75,2
P28161,0.864565578306586,0.361,0.75,1
Q7Z2Y5,0.645989945862336,0.236,0.75,1
Q8N5F7,0.594113573407202,0.096,0.75,1
Q9H6Z9,0.821825307950728,0.203,0.75,1
Q9UPW8,0.825551521623065,0.33,0.75,1
O00411,0.824997173544375,0.118,0.749,4
P36382,0.666214750542299,0.237,0.749,3
Q63ZY6,0.889491298527443,0.474,0.749,1
Q96IY1,0.603745506829619,0.354,0.749,1
Q9HD40,0.886887944768986,0.384,0.749,3
Q9Y247,0.68274208566108,0.34,0.749,1
Q9Y2X3,0.879412790697674,0.29,0.749,2
A6NMK7,0.551609808102345,0.257,0.748,1
Q12980,0.636401540901881,0.071,0.748,1
Q6XQN6,0.818295861011753,0.188,0.748,3
Q8NHM5,0.752935694315005,0.131,0.748,2
Q92522,0.714156706507304,-0.09,0.748,1
Q9H0Q3,0.830688259109312,0.431,0.748,1
Q9NR82,0.70040777619725,0.147,0.748,2
O43511,0.767238044062332,0.189,0.747,2
O95711,0.815743494423792,0.062,0.747,1
Q8TBN0,0.721758664955071,0.494,0.747,1
Q8WVV9,0.727136690647482,0.362,0.747,1
Q969X0,0.619260400616333,0.375,0.747,1
Q96JK2,0.824806552805856,0.093,0.747,1
Q9BPU6,0.91863355704698,0.207,0.747,1
Q9BUB5,0.752851099830795,0.193,0.747,1
Q9BYD6,0.62493119266055,0.305,0.747,4
Q9H5Q4,0.836503067484663,0.421,0.747,3
Q9UJX5,0.814158546655656,0.216,0.747,1
Q9Y5K5,0.821038753495805,0.141,0.747,2
O60235,0.907186973610331,0.403,0.746,1
O75818,0.893904761904762,0.515,0.746,2
P21108,0.890693928128872,0.14,0.746,1
P22732,0.739002732240437,0.135,0.746,3
Q07869,0.696989137813985,0.039,0.746,1
Q5XXA6,0.675360665844636,0.063,0.746,3
Q8N7B9,0.621230899830221,0.238,0.746,1
Q8N884,0.783447587354409,0.115,0.746,2
Q92540,0.80331017369727,0.222,0.746,2
P04844,0.795619174434088,0.196,0.745,1
P24844,0.66759842519685,0.095,0.745,1
Q53FA7,0.904934026389444,0.166,0.745,1
Q92932,0.833056506849315,0.31,0.745,1
Q9UKZ1,0.712946506869336,0.154,0.745,2
Q9ULG1,0.673008614976806,0.243,0.745,5
Q9Y6K5,0.859497684360527,0.473,0.745,2
O14727,0.808377558756634,0.285,0.744,1
O14950,0.660776470588235,0.088,0.744,1
O94855,0.823329474032418,0.238,0.744,4
P0C5Y9,0.806964539007092,0.422,0.744,2
P19105,0.661118060985145,0.076,0.744,1
P46976,0.847934936350778,0.28,0.744,1
P53779,0.835995154032537,-0.011,0.744,1
Q02218,0.849516942033044,0.119,0.744,2
Q5TAP6,0.554474173169825,-0.013,0.744,2
Q86XE3,0.706842809364548,0.248,0.744,2
Q8IUZ5,0.864300031318509,0.391,0.744,1
Q9HD36,0.850843653250774,0.197,0.744,1
P01782,0.849842519685039,0.185,0.743,1
P09417,0.901765704584041,0.039,0.743,1
P11233,0.831461483081353,0.255,0.743,1
P82979,0.629333333333333,0.26,0.743,1
Q13351,0.606755994358251,0.356,0.743,1
Q9NXR7,0.84316114359974,0.299,0.743,3
O43264,0.887629593965656,0.226,0.742,1
P00352,0.872861635220126,0.113,0.742,1
Q58FF6,0.682313524089019,0.139,0.742,4
Q6ZQR2,0.577054726368159,0.444,0.742,1
Q7L0Y3,0.776696081891987,0.313,0.742,1
Q9ULQ0,0.748223758238225,0.045,0.742,2
Q9Y651,0.614318181818182,0.272,0.742,1
P01772,0.87687012987013,0.367,0.741,1
P11166,0.847620005748778,0.041,0.741,2
P34931,0.834203445834317,0.183,0.741,1
P35346,0.758668541959681,0.338,0.741,1
P78348,0.802884990253411,0.298,0.741,2
P83731,0.61244529019981,0.303,0.741,1
Q04446,0.901363551576199,0.28,0.741,1
Q6YP21,0.89684338817794,0.407,0.741,2
Q8NHE4,0.713788121990369,0.321,0.741,3
Q9BZW2,0.742660270388138,0.388,0.741,3
P23415,0.7019128113879,0.183,0.74,1
P61165,0.709228346456693,0.368,0.74,1
Q06432,0.620683265778807,0.113,0.74,1
Q15020,0.834080891256963,0.253,0.74,2
Q6SZW1,0.789180853194472,0.207,0.74,2
Q92953,0.68069431051109,0.375,0.74,1
Q9H3S4,0.90608574610245,0.154,0.74,1
Q9NQC1,0.787777777777778,0.195,0.74,1
Q9NQR4,0.946981308411215,0.263,0.74,2
B7U540,0.765136363636364,0.317,0.739,1
P08263,0.883646993318486,0.035,0.739,1
P19634,0.769583713157095,0.26,0.739,3
P20591,0.770748349229641,0.145,0.739,1
P51825,0.702972027972028,0.065,0.739,1
P62424,0.837004680187208,0.237,0.739,2
P63316,0.720879811468971,0.248,0.739,1
Q8IVH4,0.859045595054096,0.121,0.739,1
Q8WWF6,0.735655471289274,0.091,0.739,1
Q96R05,0.877785977859779,0.063,0.739,2
A6NEY8,0.8374296875,0.369,0.738,1
O60879,0.636052777777778,0.293,0.738,2
P08069,0.682839626584924,0.033,0.738,3
P43405,0.801304976254388,0.363,0.738,1
Q14320,0.692314159292035,0.339,0.738,3
Q2TBA0,0.87104991394148,0.326,0.738,1
Q2Y0W8,0.771149679416317,0.169,0.738,4
Q6UWV6,0.94995867768595,0.373,0.738,1
Q8N3Y1,0.846934633632051,0.177,0.738,4
Q8NE71,0.786639629200463,0.284,0.738,1
Q8TDX7,0.774577836411609,0.312,0.738,2
Q92966,0.814173885145974,0.189,0.738,1
Q93009,0.822444769034143,0.27,0.738,2
Q9H8X2,0.82057505399568,0.132,0.738,2
Q9Y5X3,0.742465842550423,0.228,0.738,1
O14939,0.850787977254265,0.102,0.737,3
P11766,0.87397903867004,0.15,0.737,2
P98172,0.699551166965889,0.418,0.737,1
Q14500,0.769682419659735,0.291,0.737,1
Q53H47,0.865622140896615,0.16,0.737,2
Q6IE81,0.809510173323286,0.134,0.737,1
Q8IUH3,0.845516992046276,0.317,0.737,2
Q8N443,0.713181148748159,0.196,0.737,1
Q8TBY9,0.826899557277255,0.224,0.737,5
Q9H1X1,0.815120181405896,0.213,0.737,2
Q9H2K8,0.799417670682731,0.307,0.737,2
P09497,0.517416317991632,0.404,0.736,2
P32745,0.680426303854875,0.345,0.736,1
P35716,0.555120226308345,0.22,0.736,1
P56597,0.824319306930693,0.139,0.736,3
Q5VTE6,0.847466261808367,0.204,0.736,1
Q8IUH5,0.91664202094886,0.397,0.736,1
Q8NFU0,0.732533892834087,0.369,0.736,1
Q8WUX2,0.919350463954318,0.244,0.736,1
Q9H2M3,0.845823399558499,0.291,0.736,1
A8K0S8,0.627941787941788,0.367,0.735,1
P04424,0.850823032861019,0.233,0.735,1
P53582,0.934048414023372,0.376,0.735,1
P61328,0.877292539815591,0.357,0.735,1
P63027,0.672818696883853,0.319,0.735,1
Q01469,0.874383429672447,0.218,0.735,1
Q13075,0.679744961655074,0.189,0.735,1
Q15907,0.84055182699478,0.478,0.735,1
Q5JS13,0.912814520139234,0.329,0.735,1
Q8IZU3,0.567334423548651,0.502,0.735,2
Q8N807,0.85010612894667,0.311,0.735,1
Q96AC1,0.606755809664331,0.144,0.735,1
Q9H7H0,0.899591089411047,0.258,0.735,2
Q9Y3U8,0.813169267707083,0.355,0.735,1
O94966,0.663864942528736,0.474,0.734,1
P0DME0,0.775992886781269,0.343,0.734,1
P78406,0.88795631247686,0.139,0.734,1
Q13309,0.774038167938931,0.237,0.734,1
Q8IUD6,0.713540069686411,0.248,0.734,3
Q8TF27,0.551038873994638,0.324,0.734,1
Q96PY6,0.860030501089325,0.086,0.734,1
Q9BUH6,0.707098305084746,0.274,0.734,1
Q9HCX4,0.72028761731759,0.045,0.734,4
O75460,0.749389871873093,0.063,0.733,1
O94856,0.820281962978907,0.215,0.733,1
P01743,0.839761904761905,0.123,0.733,1
P06730,0.85454834605598,0.417,0.733,1
P08319,0.868227758007117,0.468,0.733,2
Q15022,0.573649488670543,0.11,0.733,1
Q8N565,0.737772575250836,0.042,0.733,1
Q8WWM9,0.849257898603968,0.323,0.733,1
Q92564,0.890209258084971,0.395,0.733,1
Q9BUP0,0.801963993453355,0.316,0.733,1
Q9NXN4,0.843981588032221,0.177,0.733,1
Q9UL18,0.840204960641616,0.373,0.733,1
O00311,0.635315272116998,0.115,0.732,2
O43488,0.905741986545311,0.088,0.732,1
P02585,0.781436642453592,0.3,0.732,2
Q14549,0.557024029574861,0.204,0.732,1
Q6P656,0.817921903052065,0.429,0.732,1
Q7KYR7,0.872012948793408,0.376,0.732,2
Q96DU7,0.863253012048193,0.278,0.732,1
Q96QZ7,0.782434662998625,0.254,0.732,1
Q9NWF9,0.776513828238719,0.455,0.732,1
Q9UH99,0.744585492227979,0.242,0.732,1
A5A3E0,0.688417612659099,0.141,0.731,1
O14879,0.743162146566647,0.118,0.731,1
O60333,0.727803234501348,0.307,0.731,1
O95069,0.666414835164835,0.186,0.731,2
P04350,0.85852140077821,0.093,0.731,2
P50458,0.62090405904059,0.063,0.731,1
Q00597,0.804344023323615,0.405,0.731,1
Q15738,0.777868580894533,0.21,0.731,2
Q8NG68,0.839963958060288,0.199,0.731,1
Q8TBZ6,0.853035714285714,0.464,0.731,1
Q96KS0,0.778669598680594,0.31,0.731,1
Q96PP8,0.798980925006533,0.327,0.731,2
Q9HCK5,0.821880645638975,0.098,0.731,1
Q9NVM4,0.892464096749811,0.235,0.731,1
O14776,0.721220749929518,0.26,0.73,2
O60610,0.76906204379562,0.108,0.73,1
P50148,0.791507086069824,0.12,0.73,2
Q13616,0.814974906912741,0.143,0.73,1
Q15257,0.886683066830668,0.103,0.73,1
Q3KNT7,0.881906040268456,0.492,0.73,1
Q9ULP0,0.811562216167121,0.28,0.73,1
Q9Y623,0.713831111111111,0.02,0.73,2
O95139,0.625676172953082,0.316,0.729,1
P13671,0.73479871400615,0.215,0.729,1
Q5TCQ9,0.744316151202749,0.35,0.729,1
Q6NVY1,0.901039568345324,0.201,0.729,2
Q7Z6M4,0.837642604745078,0.211,0.729,1
Q92918,0.82405971306708,0.11,0.729,1
Q96H22,0.805342019543974,0.258,0.729,2
Q9Y4U1,0.896542005420054,0.197,0.729,1
P0DTE0,0.745285655569256,0.136,0.728,4
P11234,0.816101573676681,0.25,0.728,1
P23763,0.725859375,0.35,0.728,1
P24863,0.916043557168784,0.418,0.728,1
P57053,0.742564402810304,0.167,0.728,2
Q02224,0.607883597883598,0.144,0.728,2
Q10471,0.863034274193548,0.112,0.728,2
Q53GI3,0.712663989290495,0.318,0.728,1
Q8IVL8,0.957913987138264,0.313,0.728,2
Q99848,0.606705054382598,0.272,0.728,1
Q9P2I0,0.698107136437174,0.113,0.728,2
Q9Y4X5,0.763096312019103,0.21,0.728,1
O43711,0.677929936305733,0.565,0.727,1
O75155,0.735647864054756,0.35,0.727,2
P04818,0.876082830025884,0.06,0.727,1
Q01780,0.835628672150411,0.249,0.727,1
Q15388,0.579581589958159,0.007,0.727,1
Q6NSW5,0.889206460674157,0.211,0.727,3
Q6ZMJ4,0.804704205274412,0.554,0.727,1
Q86Y07,0.875677496038035,0.214,0.727,1
Q8WZ19,0.823016476552598,0.392,0.727,1
Q99678,0.772399071925754,0.341,0.727,3
Q9GIP4,0.617328843995511,0.304,0.727,2
Q9Y2N7,0.720210325047801,0.329,0.727,3
O60784,0.865739769150052,0.292,0.726,1
P02144,0.829551122194514,0.354,0.726,1
P55899,0.844830062230732,0.456,0.726,1
P62280,0.726247974068071,0.345,0.726,1
Q15063,0.882628955353273,0.304,0.726,2
Q5T6V5,0.927653733528551,0.382,0.726,1
Q8NI27,0.688847945785684,0.162,0.726,3
Q92526,0.778323771514093,0.085,0.726,1
Q9H2E6,0.822972910927456,0.196,0.726,1
O75914,0.827630331753554,0.124,0.725,1
P01602,0.843499308437068,0.075,0.725,1
P54646,0.766384311905314,0.299,0.725,1
Q96BI3,0.762469230769231,0.227,0.725,1
Q9H3P2,0.64194681384847,0.281,0.725,1
Q9NWS0,0.79990089197225,0.219,0.725,1
Q9NZG7,0.8243875,0.351,0.725,2
P09601,0.845784650630012,0.468,0.724,2
P11086,0.902384464110128,0.44,0.724,1
P19623,0.91437125748503,0.389,0.724,1
P42226,0.817351365827531,0.157,0.724,2
P59998,0.793326039387309,0.413,0.724,1
Q01201,0.670132591958939,0.486,0.724,1
Q13393,0.751895609239993,0.275,0.724,1
Q15427,0.709149888143177,0.351,0.724,1
Q16594,0.607254509018036,0.283,0.724,1
Q5JRX3,0.872695913010874,0.15,0.724,3
Q5JST6,0.756826094029608,0.144,0.724,2
Q9BW61,0.541346153846154,0.581,0.724,1
Q9P0V9,0.707426408746846,0.268,0.724,1
Q9ULH4,0.645706051873199,0.307,0.724,2
P02787,0.87027418126428,0.251,0.723,1
P05013,0.718701298701299,0.075,0.723,1
P10912,0.800017857142857,0.459,0.723,1
P21810,0.852435897435897,0.375,0.723,1
P22455,0.762036720751494,0.277,0.723,2
Q4KMQ2,0.719589140534262,0.333,0.723,3
Q9H4Y5,0.940591918042117,0.098,0.723,1
Q9UL26,0.884928732183046,0.466,0.723,1
O14579,0.886639484978541,0.252,0.722,1
O94762,0.89861770365619,0.127,0.722,3
P10809,0.857827858416094,0.2,0.722,2
P16118,0.830328313253012,0.123,0.722,2
P36952,0.887779282329045,0.274,0.722,1
P46940,0.773149779735683,0.465,0.722,1
P55072,0.771488812392427,0.234,0.722,1
P55735,0.817325783972125,0.056,0.722,1
P62993,0.771155356141335,0.179,0.722,1
Q13576,0.786333578251286,0.451,0.722,1
Q15777,0.929172170849846,0.225,0.722,1
Q6NZ63,0.763312262958281,0.277,0.722,1
Q6UB28,0.949411764705882,0.272,0.722,1
Q6ZU15,0.694340497260851,0.175,0.722,2
Q8WU20,0.620953237410072,0.119,0.722,1
Q92665,0.511324237560193,0.167,0.722,1
Q9BY44,0.867495495495496,0.087,0.722,1
Q9HD33,0.736397394136808,0.122,0.722,1
O43290,0.525992549228313,0.134,0.721,1
P10412,0.74580223880597,0.334,0.721,1
P16403,0.764347014925373,0.334,0.721,1
P43366,0.758397694524496,0.133,0.721,1
P48050,0.740977415771936,0.415,0.721,1
Q15836,0.718460451977401,0.396,0.721,1
Q6ZUV0,0.785215384615385,0.134,0.721,2
Q96DI7,0.853939141308879,0.295,0.721,1
Q96SW2,0.807769528728212,0.441,0.721,1
Q9HD15,0.68846452866861,0.587,0.721,1
Q9NP81,0.851071909507137,0.312,0.721,1
O15212,0.72727602905569,0.197,0.72,1
P00326,0.885203164329378,0.332,0.72,1
P40933,0.811894618834081,0.309,0.72,1
P61421,0.818505625879044,0.115,0.72,2
Q08752,0.90846288209607,0.303,0.72,1
Q5VSL9,0.776436332767402,0.057,0.72,2
Q6N022,0.832380796864794,0.199,0.72,2
Q86TI2,0.903385248310314,0.304,0.72,4
Q92466,0.817978904389248,0.273,0.72,1
Q9BXF9,0.750815752461322,0.421,0.72,1
Q9H0C2,0.795198572066042,0.376,0.72,1
Q9NQ39,0.675286839145107,0.464,0.72,1
Q9NRY4,0.779290629962943,0.189,0.72,1
Q9NXA8,0.91101860920666,0.415,0.72,2
Q9ULK4,0.799503676470588,0.218,0.72,2
P0DJD0,0.813130653266332,0.469,0.719,3
P30044,0.855739495798319,0.252,0.719,1
P47869,0.774874022589053,0.422,0.719,2
Q14651,0.677319535588087,0.166,0.719,3
Q16512,0.843514851485148,0.2,0.719,1
Q86Y38,0.920614096301465,0.139,0.719,1
Q8N2Z9,0.761139646869984,0.403,0.719,1
Q92847,0.756781936533767,0.36,0.719,1
Q96N64,0.764924892703863,0.324,0.719,1
Q9H7B2,0.8568322698268,0.188,0.719,1
O15371,0.741744516129032,0.124,0.718,2
O15527,0.895352512155592,0.163,0.718,1
P01569,0.71899049012436,0.205,0.718,1
