uniprot_id,struct_score,hydrophobicity_score,volume_score,alpha_max_dist,pocket,druggability,num_drug_pockets
P51398,0.821857864357864,13.895,4,22.843,0.1,0.913,1
Q06190,0.838236832274935,58.714,4.5,17.522,0.277,0.913,1
Q2NL82,0.759397514550889,21.556,3.889,13.775,0.075,0.913,1
Q6ZNM6,0.595879458794588,20.591,4.227,16.18,0.19,0.913,1
O95477,0.701244457077885,78.056,4.556,16.918,0.184,0.912,5
P36955,0.897475985425638,24.609,3.957,16.374,0.288,0.912,1
P42765,0.917079072937969,51.579,3.895,14.853,0.254,0.912,1
Q14894,0.894563559322034,26.2,3.65,21.746,0.04,0.912,1
Q5VZV1,0.902345900658288,37.621,4.103,17.483,0.271,0.912,1
Q6PIL6,0.767997302764666,73.214,4.786,11.984,0.264,0.912,3
Q8IUC8,0.891529294935452,50.643,3.929,13.751,0.335,0.912,2
Q9BSJ2,0.676088812980359,21.258,4.613,27.469,0.126,0.912,3
Q9UKZ4,0.81744352039814006,10.649,4.27,20.82,0.301,0.912,4
P08476,0.651105476673428,39.312,4.188,15.715,0.268,0.911,1
P30550,0.747715481171548,61.105,4.579,12.591,0.425,0.911,3
P48147,0.923845747490755,7.55,4,22.222,0.362,0.911,1
P82980,0.868452488687783,39.69,4.621,14.608,0.379,0.911,1
Q01814,0.751284791252485,61.35,3.95,12.387,0.161,0.911,3
Q5VXJ0,0.829811701412239,48.52,4.16,14.151,0.185,0.911,1
Q86UD5,0.784000604777744,31.643,3.357,16.594,0.102,0.911,1
Q99807,0.892763157894737,60.824,3.529,12.812,0.176,0.911,1
Q9P2Y5,0.61108695652173906,43.765,4.676,18.953,0.042,0.911,2
O15529,0.779734712230216,38.654,4.462,17.795,0.219,0.91,3
P30939,0.682085152838428,39.4,4.32,15.001,0.125,0.91,1
P78330,0.893526011560694,6.577,3.154,13.681,0.201,0.91,1
Q5XUX0,0.878573305307409,21.286,4.143,23.501,0.3,0.91,2
Q6DN03,0.612654867256637,80.111,5.111,11.92,0.097,0.91,1
Q8N465,0.933054617117117,11.897,3.207,16.347,0.308,0.91,2
Q96BZ4,0.864175824175824,26.613,4.29,20.074,0.335,0.91,1
Q96PZ0,0.869487474143875,-2.941,3.824,15.671,0.181,0.91,1
Q9UNH7,0.731758664955071,55,4.667,13.006,0.208,0.91,5
P48163,0.865851063829787,25.688,3.906,25.815,0.188,0.909,1
Q01484,0.854334124025754,36.778,4.833,20.381,0.456,0.909,1
Q08722,0.716017740429505,42.963,4.222,18.969,0.055,0.909,1
Q12851,0.690456066945607,5.867,4.467,17.677,0.106,0.909,1
Q16348,0.752026118686384,16.107,4,17.649,0.069,0.909,1
Q16819,0.896897762176393,22.727,4.091,16.067,0.269,0.909,2
Q3KQV9,0.804784688995215,52.59,4.436,31.062,0.045,0.909,1
Q86XE0,0.720188250567997,29.72,4.48,24.178,0.365,0.909,2
Q8TF76,0.827921005385996,27.029,3.794,24.462,0.183,0.909,1
Q8WUI4,0.845557415467024,34.562,4.688,19.163,0.235,0.909,2
Q99525,0.781437403400309,59.143,5.286,11.886,0.551,0.909,1
Q9ULD0,0.828942428035044,21.655,3.69,14.815,0.33,0.909,3
A5D8V7,0.642045913218971,55.818,4.909,12.527,0.283,0.908,2
P08581,0.794670886075949,17.529,3.706,17.585,0.217,0.908,1
P09496,0.550136869118905,16.615,4.308,12.529,0.396,0.908,1
P0DPF7,0.82866847826087,37.409,4.227,24.615,-0.04,0.908,1
Q7KZ85,0.685947265625,2.043,4.348,22.218,0.151,0.908,5
Q9BZB8,0.674733692399761,31.5,4.7,21.124,0.253,0.908,2
Q9H427,0.743761833582461,37.455,3.818,14.034,0.343,0.908,2
Q9H6R4,0.928952392315953,8.12,4.12,24.225,0.107,0.908,2
Q9HAU0,0.682928870292887,18.75,4.083,16.475,0.486,0.908,1
P19387,0.806848373797526,62.75,4.417,12.045,0.24,0.907,1
Q02127,0.918611309949893,54.158,4.368,12.04,0.459,0.907,2
Q12756,0.725524843698585,29.103,4.069,22.197,0.09,0.907,3
Q49A26,0.896509821836455,23.148,3.704,22.64,0.126,0.907,2
Q5VVY1,0.879612044006948,35.727,4.273,14.674,0.399,0.907,1
Q92508,0.604933123524784,52.45,4.9,12.273,0.098,0.907,3
Q9NTM9,0.883190807055051,21.048,3.857,18.935,0.263,0.907,1
O75762,0.737975771785854,45,4.688,13.107,0.286,0.906,2
P19235,0.800910714285714,21.133,3.933,13.783,0.441,0.906,1
P46020,0.810149697303247,27.818,4,18.238,0.129,0.906,2
P68366,0.828829324833382,21.941,3.706,11.795,0.37,0.906,4
Q11201,0.881457242582897,17.833,3.233,18.848,0.306,0.906,1
Q13825,0.87178,23.6,3.6,13.336,0.29,0.906,2
Q53H12,0.797760129659643,4.933,3.733,31.429,0.119,0.906,1
Q5VYY2,0.856823975198071,83.188,5,11.77,0.488,0.906,1
Q6ZSU1,0.817748513169074,18.522,3.87,21.03,0.06,0.906,2
Q9H845,0.84399209486166,53.64,4.44,16.668,0.223,0.906,3
Q9UJA3,0.668484789769424,35.049,4.049,23.017,0.069,0.906,2
O60313,0.7631890941073,48.462,4.538,13.527,0.372,0.905,3
O75843,0.790050163576881,20.278,3.833,25.034,0.438,0.905,4
P32239,0.684963306295867,64,4.7,13.536,0.264,0.905,5
P56282,0.893351662084479,23.227,3.955,20.84,0.231,0.905,1
Q8NGI0,0.721514644351464,37.8,3.9,12.198,0.327,0.905,1
Q8NGJ2,0.787910197230382,40.478,4.739,19.932,0.258,0.905,3
P04053,0.856308474576271,12.067,5,13.038,0.28,0.904,1
P0C0L5,0.725973389355742,28.84,4.16,15.698,0.292,0.904,2
P11802,0.784055118110236,37.182,4.273,15.704,0.27,0.904,2
P49748,0.886199460916442,55.16,3.8,17.54,0.496,0.904,3
Q13568,0.801173361522199,55.812,4.5,18.55,0.265,0.904,1
Q86UX6,0.794833825701625,29.733,4.533,15.49,0.272,0.904,1
Q8NGF0,0.74025466893039,44.292,4.333,12.599,0.244,0.904,6
Q9Y397,0.89553101104503,68.364,4.364,14.576,0.147,0.904,1
P01571,0.701056129985229,31.312,4.062,14.121,0.082,0.903,1
P08473,0.924999108893245,-3.273,3.909,12.788,0.363,0.903,2
P16520,0.89733771251932,26.222,4.111,16.067,0.186,0.903,3
Q15365,0.709601694915254,58.286,4.381,13.897,0.204,0.903,2
Q15722,0.780531093962778,42.5,4.583,21.222,0.228,0.903,1
Q8NA56,0.910454413892909,53.4,4.6,12.793,0.4,0.903,3
Q8NHP1,0.910122918318795,18.891,4.065,27.164,0.074,0.903,1
A4QPH2,0.745127681307457,64.571,4.714,13.204,0.176,0.902,1
O43390,0.743653705062362,8.615,4.308,14.963,0.322,0.902,1
O94906,0.713200381159815,27.636,4.455,25.62,0.026,0.902,3
P01742,0.821538461538462,26.5,3.95,18.938,0.009,0.902,1
P08243,0.863007572172267,42.391,4.065,26.528,0.068,0.902,1
P11021,0.834457424714434,0.455,3.485,18.517,0.242,0.902,1
P31785,0.819695493300853,59.182,4.727,15.633,0.341,0.902,1
P49146,0.804860474802166,66,4.182,11.658,0.337,0.902,2
P49591,0.827470542026709,15.9,4.1,18.041,0.21,0.902,1
Q14028,0.673741778319123,28.4,4.1,14.311,0.152,0.902,1
Q149N8,0.742062038404727,27.583,4.417,21.15,0.14,0.902,2
Q5PRF9,0.70646963562753,65,4.818,12.754,0.249,0.902,1
Q9BV57,0.863179114342366,36.36,4.68,16.557,0.239,0.902,1
Q9Y5N1,0.892428018908466,55.15,5.2,16.703,0.393,0.902,2
F5H094,0.703019680196802,42.111,3.778,22.492,0.448,0.901,2
O15440,0.768627227910504,54.682,4.545,18.879,0.335,0.901,3
P51687,0.842150715071507,60.4,4.9,14.738,0.439,0.901,1
P57723,0.684492254733219,60.111,4.278,11.641,0.231,0.901,2
Q14393,0.880443222258169,14.8,4.28,16.284,0.312,0.901,1
Q709F0,0.879933523266857,19.324,3.985,46.263,0.055,0.901,1
Q8IWE4,0.878158536585366,47.111,4.333,16.477,0.155,0.901,1
Q8N1G4,0.736106032906764,29.25,3.9,14.051,0.208,0.901,1
Q92800,0.629572576508805,18.206,4.412,24.704,0.206,0.901,2
Q92982,0.662652005174644,46.857,4.571,13.606,0.297,0.901,2
Q96DX5,0.877426636568849,59.455,4.909,12.509,0.304,0.901,1
Q9BYZ2,0.8194140625,40.25,4,13.387,0.241,0.901,2
Q9H5I5,0.802198148927219,83.545,4.545,11.862,0.386,0.901,4
P60508,0.793981878874583,4.471,2.941,19.972,0.236,0.9,1
Q8TDD5,0.775945745992602,30.905,4.476,17.812,0.092,0.9,3
Q92674,0.693424533429969,71.15,5,16.697,0.559,0.9,6
Q9H9Q2,0.773762551683402,19.571,3.929,14.477,0.283,0.9,1
B1AL88,0.677174583590376,30.552,4.31,21.959,0.115,0.899,1
O15264,0.820744120744121,39.81,4.286,15.535,0.316,0.899,1
Q12884,0.914185178904528,28.773,4.136,27.448,0.176,0.899,3
Q15008,0.688826796251302,53.682,5.182,14.026,0.19,0.899,3
Q8TCJ2,0.852031403336605,42.115,4.5,23.997,0.128,0.899,1
Q9HC16,0.783573883161512,25.294,5.353,20.702,0.142,0.899,2
Q9UNM6,0.676207011686144,29.87,3.957,17.747,0.1,0.899,1
P00390,0.918982566447556,42.923,3.462,17.699,0.691,0.898,2
P12104,0.80922138836773,45.242,4.848,19.71,0.209,0.898,1
Q13325,0.905894951555329,13.571,4.095,17.077,0.254,0.898,1
Q13617,0.783922534055474,46.59,4.308,31.503,0.146,0.898,2
Q8IX21,0.807552913888083,14,3.722,19.933,0.127,0.898,1
Q8NER1,0.755764596848934,47.55,4.5,13.511,0.161,0.898,2
Q9Y5I3,0.786800100075056,47.84,4.52,20.789,0.144,0.898,1
P35354,0.875593826884366,65.048,4.857,11.511,0.251,0.897,2
P35372,0.74817316017316,39.818,4.455,22.084,0.074,0.897,2
P82251,0.821308279174908,31.34,3.774,26.453,0.008,0.897,3
Q00536,0.843915973047959,27.476,4.143,12.171,0.361,0.897,1
Q13336,0.851185321100917,36.12,4.12,15.694,0.193,0.897,3
Q86X55,0.872756045519203,24.833,4.238,21.432,-0.005,0.897,1
Q92541,0.623153770812929,56.952,4.571,11.509,0.428,0.897,1
Q96CW1,0.790063145809415,20.65,4.85,13.722,0.093,0.897,1
Q96KQ7,0.788728406909789,28.68,4.72,22.5,0.335,0.897,1
Q9HB55,0.837966413014957,44.303,4.242,16.4,0.144,0.897,1
Q9UF02,0.728767123287671,35.81,4.381,19.225,0.145,0.897,1
Q9UHQ9,0.828883201489065,16.429,3.629,22.332,0.258,0.897,1
O43278,0.6341925777332,27.977,4.318,30.662,0.103,0.896,2
P16452,0.884742994989794,14.222,3.889,21.858,-0.018,0.896,5
P17516,0.869141104294479,26.545,4.273,21.931,0.069,0.896,1
P30203,0.820490566037736,8.316,3,15.889,0.32,0.896,1
P51170,0.66720041322314,43.667,5.067,23.595,0.138,0.896,1
P51812,0.777074360016254,32.957,3.696,13.254,0.246,0.896,1
Q14012,0.779626471782379,51.647,4.118,11.924,0.036,0.896,2
Q6QEF8,0.856477495107632,11.973,4.027,23.61,0.232,0.896,1
Q8IVB4,0.664018867924528,39.391,4.13,24.303,0.088,0.896,3
Q8NGK2,0.786625310173697,42.261,4.826,20.276,0.17,0.896,3
Q96DR4,0.901916565900846,38.929,4.179,13.695,0.47,0.896,1
Q96P66,0.601934028756696,68.727,4.091,15.151,0.145,0.896,3
Q9Y2M0,0.824687438761513,45.769,4.423,23.215,0.377,0.896,2
Q07812,0.764219858156028,27.125,4,12.102,0.449,0.895,1
Q8WXS5,0.622717201166181,20.735,4.265,21.597,0.068,0.895,2
Q92506,0.886632762312634,32.462,3.462,18.74,0.141,0.895,1
Q96LM6,0.606528985507246,37.867,4.067,13.016,0.284,0.895,1
P17252,0.766296377607025,57,4.5,15.149,0.106,0.894,1
P20337,0.847080028839221,15.792,3.458,15.846,0.167,0.894,1
P22735,0.762570224719101,45.5,4.357,19.359,0.437,0.894,1
P35670,0.798763956596949,23.41,3.615,24.039,0.125,0.894,6
P42330,0.870358814352574,28.459,4.351,20.7,0.132,0.894,1
Q14141,0.755474268415742,39.75,4,12.529,0.011,0.894,1
Q9Y2Q0,0.795772148800783,55.278,4,12.08,0.214,0.894,4
P02753,0.879169014084507,43,4.542,12.064,0.491,0.893,1
P15328,0.820112359550562,49.826,5.348,18.056,0.382,0.893,1
P22695,0.8494875,39.615,3.692,15.367,0.133,0.893,1
P34972,0.794121186076493,48.15,4.7,12.272,0.235,0.893,1
Q8TCG5,0.64299504950495,59,6.167,12.274,0.432,0.893,1
Q96GA7,0.918881775501494,18.7,3.36,25.731,-0.038,0.893,1
Q9NUT2,0.831699248120301,28.75,4.094,23.794,0.068,0.893,4
Q9UIQ6,0.892482259437979,18.735,4.412,21.736,0.116,0.893,2
Q9UPY5,0.731860073054229,58,4.308,14.943,0.201,0.893,5
B5ME19,0.761424124513619,22.632,3.737,19.765,0.17,0.892,2
P35626,0.838170545593285,28.552,3.483,15.995,0.322,0.892,3
P43155,0.900294550810015,30.697,4.152,17.288,0.178,0.892,2
P51677,0.702711092715232,70.231,5,13.342,0.322,0.892,3
P51681,0.730036719706242,33.5,4.65,12.925,0.173,0.892,1
P53671,0.72007867494824,34.37,4.481,23.324,0.137,0.892,1
P78509,0.740633389261745,17.286,4.476,26.401,0.057,0.892,1
Q15166,0.846049198658218,29.645,4,17.316,0.127,0.892,1
Q8IX04,0.77704317488007,41.13,4.435,23.294,0.186,0.892,2
Q99613,0.761005651919704,22.632,3.737,19.764,0.17,0.892,2
O15525,0.768924205378973,21.8,4.6,11.777,0.358,0.891,2
O15551,0.688911260253542,35,4.5,11.34,0.223,0.891,1
O95235,0.672669421487603,17.286,4.571,19.28,0.232,0.891,3
O95486,0.870516891891892,13.591,4.364,11.575,0.264,0.891,2
P21796,0.814891354600092,52.938,3.938,15.157,0.463,0.891,1
P35414,0.702986633249791,41.967,4.9,24.36,0.082,0.891,2
P49321,0.700216919739696,24.769,4.462,17.079,0.386,0.891,1
Q13148,0.719838591342627,5.087,4.261,24.664,0.072,0.891,1
Q96N28,0.782429550647372,32.56,4.08,14.214,0.387,0.891,1
Q9H211,0.739651773981603,14.769,4.154,12.212,0.36,0.891,1
Q9NQ66,0.775257842387146,18.25,4.083,20.83,0.273,0.891,1
Q9P2L0,0.834778446977845,28.1,4.233,21.473,0.157,0.891,1
O75031,0.877025787965616,53.583,4.083,12.582,0.384,0.89,3
P00519,0.804734086525214,31.783,3.957,14.385,0.374,0.89,2
P00558,0.8788096,33.8,3.72,16.162,0.326,0.89,1
P20309,0.612978233034571,42.972,4.694,26.273,0.135,0.89,1
P23368,0.868731326131924,21.726,3.677,36.038,0.037,0.89,2
P29803,0.895959885386819,18.04,3.56,17.712,0.18,0.89,3
P54707,0.866662315624592,80.071,4.714,16.833,0.083,0.89,4
Q13822,0.902936934172165,63.963,5.037,17.918,0.169,0.89,1
Q14541,0.713198269079465,60.333,4.167,11.74,0.237,0.89,1
Q16850,0.915156730178242,46.026,4.128,17.257,0.127,0.89,1
P30556,0.760948207171315,56.704,4.889,22.145,0.076,0.889,2
Q8TBR4,0.738542621448213,64.917,4.417,12.609,0.228,0.889,1
Q8TDZ2,0.816467714528462,30.111,4.111,17.212,0.057,0.889,2
Q8TEX9,0.74694939934474,52.394,4.424,23.201,0.111,0.889,3
Q96NX5,0.751245102307357,46.727,4.273,16.14,0.456,0.889,1
Q96PQ0,0.810291340706771,25.182,4.227,20.902,0.192,0.889,2
Q9Y535,0.668484848484848,50.35,4.3,13.924,0.301,0.889,1
A8MZ26,0.809912868632708,53.278,5.167,15.713,0.143,0.888,2
O75608,0.878588304784406,5.167,3.25,16.356,0.5,0.888,2
P05129,0.702926029962547,36.318,3.955,15.42,0.131,0.888,1
P21452,0.813710446467274,55.7,5.3,17.891,0.138,0.888,3
P38405,0.75289685442575,20.558,4.14,23.415,0.21,0.888,2
Q06609,0.775757080610022,37.378,3.946,31.739,0.022,0.888,1
Q96P20,0.772646141326461,29.354,4.615,29.178,0.138,0.888,2
Q96RI8,0.755781876503609,71.444,5.111,11.245,0.289,0.888,2
Q9NRK6,0.840183781300253,53.778,3.611,15.897,0.287,0.888,2
O00631,0.604264150943396,58.143,4.857,12.772,0.452,0.887,1
O75691,0.808994193754858,26.7,4.4,14.515,0.195,0.887,2
P04000,0.903140916808149,40.08,3.8,11.679,0.286,0.887,2
P08559,0.912537260468417,19.615,3.538,17.621,0.217,0.887,3
P49768,0.719261065266317,76,4.636,11.891,0.062,0.887,2
P57771,0.818781163434903,36.462,4.231,14.774,0.374,0.887,1
Q96A32,0.629011406844107,72.333,4.833,16.117,0.15,0.887,1
Q96AV8,0.651376248612653,52.632,4.526,15.203,0.366,0.887,1
Q9NPG1,0.714906422018349,60.25,4.7,11.223,0.248,0.887,2
Q9UN73,0.784604733131923,43.182,4.424,21.806,0.121,0.887,1
O95487,0.843183742591025,23.276,4.276,16.457,0.381,0.886,2
P08582,0.923700682852807,20.667,3.867,14.931,0.107,0.886,1
P20248,0.78114161849711,15.833,4.25,12.517,0.458,0.886,1
P30279,0.747390057361377,27.9,4.5,16.014,0.258,0.886,1
P39748,0.746558487874465,45.812,4.375,18.231,0.067,0.886,1
P51684,0.861321514907333,58.364,4.727,17.576,0.153,0.886,3
P54802,0.943603238866397,42.429,5.429,13.632,0.368,0.886,3
P69905,0.833358278765201,61.185,4.519,16.551,0.002,0.886,1
Q13569,0.792162629757786,11.853,3.412,21.341,0.075,0.886,2
Q96G75,0.59456270096463,40.087,4.826,20.018,0.067,0.886,1
Q9H255,0.899695431472081,70.2,4.6,12.728,0.415,0.886,1
Q9Y5U4,0.656044242029928,56.812,3.438,12.09,0.29,0.886,1
P04843,0.789076262083781,79.533,4.933,11.166,0.34,0.885,2
P09486,0.794855034264628,8.471,4.529,19.403,0.163,0.885,1
P32241,0.7827472899729,43.769,4.462,16.357,0.281,0.885,4
P35520,0.855055416517698,9.4,4,18.947,0.062,0.885,1
Q6IA86,0.705899905571294,14.486,3.703,19.593,0.141,0.885,2
Q8TE76,0.730705417607224,21.903,4,20.685,0.131,0.885,1
Q9BY50,0.712392586352148,42.133,3.933,13.603,0.254,0.885,1
Q9UNQ0,0.732965873836608,17.649,3.784,34.818,0.247,0.885,2
Q9Y4K4,0.689904365904366,2.929,4.357,17.207,0.144,0.885,1
O60674,0.810370084811103,16.621,3.621,16.207,0.385,0.884,2
P08133,0.912401102145247,54.786,5.643,17.168,0.1,0.884,3
P08908,0.70585497470489,33.789,4,11.59,0.228,0.884,2
P40937,0.867758825862753,20.115,4.231,23.149,0.017,0.884,1
P41439,0.815210589651023,51,5.524,17.378,0.358,0.884,1
P51685,0.767160627366144,52.615,4.308,11.822,0.261,0.884,1
P61018,0.865603759942155,14.158,3.263,16.449,0.419,0.884,1
Q5BJF2,0.806391526661797,53.667,4.889,13.34,0.28,0.884,2
Q9BT04,0.867697887101861,56.867,4.467,15.132,0.076,0.884,2
Q9Y3L5,0.879624624624625,9.267,3.7,22.179,0.198,0.884,1
P23219,0.863643048128342,64.5,4.9,11.117,0.113,0.883,1
P27487,0.905957411133468,17.905,3.81,19.178,0.205,0.883,3
P52951,0.613978685612789,23.385,6.154,16.188,0.261,0.883,1
P55263,0.882480650154799,22.417,3.444,17.514,0.236,0.883,2
Q86UX7,0.693535795887281,27.958,4.583,19.062,0.128,0.883,3
Q8IVH8,0.694923331951927,3.267,4.333,17.564,0.153,0.883,2
Q9BPX6,0.693821056172217,74.294,4.647,11.136,0.356,0.883,1
P21964,0.87369267421084,21.31,4.069,18.855,0.094,0.882,1
Q13614,0.889680190930788,30.65,5.1,14.214,0.434,0.882,2
Q7L5Y1,0.939074661285673,18.654,4.038,16.765,0.37,0.882,2
Q96PM5,0.76575485799701,40.741,4.556,21.956,0.117,0.882,1
Q99665,0.768941226395077,70.2,5.6,11.097,0.634,0.882,1
Q9H4L5,0.841753707285622,27.474,4.237,19.289,0.217,0.882,1
Q9NP56,0.837310344827586,42.895,4.421,13.293,0.277,0.882,1
Q9P0U3,0.846429699842022,7.083,4.917,13.752,0.432,0.882,1
A0JD32,0.812022900763359,31,3.905,19.01,0.279,0.881,1
P0CG30,0.926920289855072,28.583,4.056,22.855,0.077,0.881,1
P54274,0.751823745410037,36.3,4.4,17.454,0.347,0.881,2
Q3ZLR7,0.644401188707281,41,3.714,11.289,0.125,0.881,2
Q8WXB1,0.911832298136646,34.25,4.062,18.382,0.186,0.881,1
Q9BVK8,0.651746209994385,63.188,4.438,12.818,0.333,0.881,1
P08100,0.786348531684699,45.261,4.13,12.819,0.247,0.88,1
P49419,0.917489054854494,28.947,4.053,14.821,0.369,0.88,3
P53621,0.701556468172485,33.65,3.65,20.728,0.272,0.88,1
Q8NAT1,0.907535996284255,21.96,4.32,17.416,0.219,0.88,1
Q8NGI2,0.790662776156732,40.875,4.25,11.493,0.4,0.88,1
Q96MC2,0.715422831050228,23.792,4.417,20.435,0.223,0.88,3
Q9H3S7,0.728997113997114,32.625,4,15.471,0.399,0.88,1
Q9UKN7,0.744967184801382,47.632,4.632,16.15,0.375,0.88,1
Q9UN37,0.590321683876092,56.158,4.158,11.042,0.055,0.88,1
Q9Y3A3,0.802925977653631,66.438,4.812,11.043,0.529,0.88,1
P35408,0.674461660707191,39.905,3.81,13.154,0.256,0.879,3
P68133,0.834501375515818,13.086,3.657,26.365,0.101,0.879,2
Q695T7,0.822575,54.941,4.529,17.381,0.196,0.879,2
Q7Z5W3,0.85226750261233,31.6,4.933,17.019,0.485,0.879,1
Q96JP0,0.766685428392745,20.65,4.55,18.503,0.192,0.879,2
Q9H1A4,0.757633359872611,48.5,4.25,12.119,0.138,0.879,2
Q9H313,0.849649452269171,67.115,4.654,13.053,0.403,0.879,2
P01242,0.795108467459762,7.083,4.917,15.411,0.321,0.878,1
P15311,0.76604683677036,36.294,4.706,12.763,0.378,0.878,2
P31391,0.812900092506938,55.833,4,11.001,0.346,0.878,2
P52701,0.862369046130766,13.577,4.385,18.052,0.223,0.878,1
Q14185,0.726506424792139,16.36,4.08,17.391,0.268,0.878,4
Q8N335,0.835036162923487,21.2,4.2,26.124,0.138,0.878,1
Q9BS16,0.7109,72.5,5.125,14.323,0.346,0.878,1
Q9H2G2,0.709561141883255,46.476,3.762,11.226,0.383,0.878,1
Q9NVR2,0.682374437131971,39.818,4.909,12.77,0.223,0.878,5
Q9NYL2,0.877623539982031,27.083,3.472,24.002,0.028,0.878,1
Q9P2T1,0.897684251357642,13.308,2.654,14.523,0.362,0.878,1
Q9ULK0,0.56104782211392,30.541,4.73,23.045,0.184,0.878,3
Q9Y5Q9,0.817809093326243,38.933,4.067,12.775,0.102,0.878,2
O00204,0.930371329879102,39.283,4.696,34.834,0.064,0.877,1
O43395,0.620578034682081,10.625,4.25,11.856,0.255,0.877,1
O60602,0.769335438279958,57.7,4.2,11.398,0.258,0.877,5
P04001,0.894514624841034,41.2,3.76,11.648,0.287,0.877,2
P07992,0.725793147208122,80.75,4.417,10.972,0.409,0.877,1
P0DN77,0.894514624841034,41.2,3.76,11.648,0.287,0.877,2
P0DN78,0.894514624841034,41.2,3.76,11.648,0.287,0.877,2
P14902,0.875082231538214,40.9,4,25.274,0.037,0.877,1
P24390,0.776854190585534,83.125,5.5,10.964,0.32,0.877,1
P35227,0.664969400244798,64.154,4.615,14.046,0.217,0.877,1
P53667,0.7569203187251,25.909,3.848,21.56,0.084,0.877,2
P54578,0.736304761904762,59.882,4.235,10.975,0.292,0.877,1
Q13332,0.859041184041184,17.611,4.333,12.726,0.228,0.877,2
Q13823,0.687965139845967,39.857,4.714,19.39,0.077,0.877,1
Q15119,0.843043933054393,36.5,4.542,23.321,0.421,0.877,1
Q6DRA6,0.644760522496372,82.25,4.875,10.957,0.235,0.877,1
Q6PJF5,0.841498354846874,38.964,4.25,20.393,0.203,0.877,3
Q7L7X3,0.816697431781701,65.556,4.778,13.39,0.294,0.877,2
Q8TEH3,0.838974116161616,23.633,4.433,21.546,0.152,0.877,2
Q9UL62,0.754835904168034,54.286,4.786,10.963,0.096,0.877,2
O14607,0.8082373046875,41.286,5,11.388,0.247,0.876,1
O43491,0.796527538726334,3.824,4,17.944,0.328,0.876,1
O60244,0.620263412744528,39.636,4.182,15.2,0.107,0.876,3
O75185,0.795990238130454,9.426,3.672,32.816,0.116,0.876,2
O95279,0.684990215264188,43.812,4.562,12.495,0.265,0.876,1
P00450,0.88136869524035,41.278,3.722,11.16,0.334,0.876,3
P32019,0.725359801488834,76.133,4.667,14.468,0.323,0.876,2
Q8N1G2,0.886882863724969,18.571,4.714,18.361,0.334,0.876,3
O14802,0.825860328530788,46.619,5.048,15.711,0.236,0.875,5
P14866,0.809909529553679,10.154,4.538,18.85,0.4,0.875,1
P43307,0.724661354581673,77.714,4.571,12.04,0.375,0.875,1
P48556,0.633960302457467,45.762,5.048,20.608,0.142,0.875,2
P49796,0.831631679389313,22.875,5,12.226,0.537,0.875,1
P82664,0.735958369470945,63.25,5,12.893,0.326,0.875,2
Q16602,0.704897214854111,65.636,4.818,13.02,0.296,0.875,1
Q9H1D0,0.769846876276031,58.125,4.625,11.36,0.182,0.875,3
Q9H5K3,0.866832895888014,20.762,3.524,15.556,0.268,0.875,1
Q9Y2K7,0.789901109503136,39.365,4.692,28.668,0.15,0.875,3
P30260,0.615539412157649,38.08,4.64,15.984,0.04,0.874,1
Q01064,0.855349322210636,45.474,4.211,13.322,0.167,0.874,1
Q16526,0.84773717146433,38.5,4.75,17.34,0.081,0.874,2
Q5UE93,0.763263924157779,40.368,3.895,12.654,0.298,0.874,2
Q6TDU7,0.741256405390017,31.192,3.962,16.63,0.052,0.874,1
Q8IXK2,0.932597881160755,31.068,4.318,23.267,0.16,0.874,2
Q8NGK4,0.794682008368201,57.667,4.267,10.901,0.296,0.874,3
Q96RT8,0.622278481012658,51.562,4.75,13.563,0.363,0.874,2
Q9BYC8,0.662516703786192,35.692,4.846,14.419,0.268,0.874,1
Q9NQ90,0.621367924528302,33.75,4.25,12.672,0.042,0.874,6
A9YTQ3,0.702488063660477,37.28,4.16,15.953,0.02,0.873,1
P07900,0.767345117556204,29.531,3.812,16.993,0.242,0.873,1
Q01726,0.824142394822006,67.1,4,11.315,0.299,0.873,2
Q15181,0.897436123348018,14.583,3.917,13.499,0.324,0.873,1
Q8NDM7,0.887432689692684,62.455,5.182,11.98,0.233,0.873,2
Q9NYN1,0.874932735426009,19.75,3.583,20.389,0.248,0.873,1
Q9Y5H6,0.77524490785645,19.125,3.75,17.46,0.437,0.873,1
P06401,0.884194499017682,64.727,4.909,11.503,0.409,0.872,1
P08246,0.874266503667482,20.294,4.176,14.402,0.337,0.872,2
P49821,0.869071170084439,16.308,3.346,18.79,0.202,0.872,1
Q13404,0.895462713387242,30.417,5.167,13.5,0.319,0.872,2
Q96JB1,0.824367882808181,58.125,4.625,11.722,0.18,0.872,5
Q96PH1,0.754597780859917,33.865,3.568,28.971,0.061,0.872,3
Q9BXU0,0.643289473684211,38,5.333,11.956,0.488,0.872,2
Q9H4B8,0.915718990120746,33.111,4.111,17.022,0.45,0.872,1
Q9NRA2,0.794143179255919,36.152,4.333,22.347,0.149,0.872,2
Q9P286,0.813032006920415,54.125,4.688,11.725,0.553,0.872,1
P15169,0.949680950891461,15.5,4.375,13.031,0.338,0.871,1
P15954,0.682005277044855,50.125,4.875,10.817,0.125,0.871,1
P21980,0.887179203539823,16.474,4.158,15.714,0.314,0.871,1
P24928,0.757761534947465,35.944,4.389,14.779,0.099,0.871,2
Q14493,0.667004680187207,32.571,4.714,11.93,0.464,0.871,2
Q8N448,0.737953861584754,18.133,4.733,17.121,0.321,0.871,1
