"","Phase","Status","URL Name","URL","Disease ID","Disease Name","Drug ID","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","NCT_ID"
"91",3,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03778931","MONDO_0007254","breast cancer","CHEMBL4297509","ELACESTRANT","Estrogen receptor alpha degrader","DEGRADER","ENSG00000091831","estrogen receptor 1","ESR1","Small molecule","NCT03778931"
"92",3,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01856543","MONDO_0007254","breast cancer","CHEMBL1161","MOMETASONE FUROATE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","NCT01856543"
"93",3,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00433420","MONDO_0007254","breast cancer","CHEMBL185","FLUOROURACIL","Thymidylate synthase inhibitor","INHIBITOR","ENSG00000176890","thymidylate synthetase","TYMS","Small molecule","NCT00433420"
"94",3,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03996265","MONDO_0007254","breast cancer","CHEMBL1698","BUPROPION HYDROCHLORIDE","Dopamine transporter inhibitor","INHIBITOR","ENSG00000103546","solute carrier family 6 member 3","SLC6A3","Small molecule","NCT03996265"
"95",3,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02429427","MONDO_0007254","breast cancer","CHEMBL118","CELECOXIB","Cyclooxygenase-2 inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","NCT02429427"
"96",3,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04601116","MONDO_0007254","breast cancer","CHEMBL1487","ATORVASTATIN","HMG-CoA reductase inhibitor","INHIBITOR","ENSG00000113161","3-hydroxy-3-methylglutaryl-CoA reductase","HMGCR","Small molecule","NCT04601116"
"97",3,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01517802","MONDO_0007254","breast cancer","CHEMBL635","PREDNISONE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","NCT01517802"
"98",3,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00003771","MONDO_0007254","breast cancer","CHEMBL1201146","NORETHINDRONE ACETATE","Progesterone receptor agonist","AGONIST","ENSG00000082175","progesterone receptor","PGR","Small molecule","NCT00003771"
"99",3,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04296370","MONDO_0007254","breast cancer","CHEMBL3186534","RIVOCERANIB","Vascular endothelial growth factor receptor 2 inhibitor","INHIBITOR","ENSG00000128052","kinase insert domain receptor","KDR","Small molecule","NCT04296370"
"100",3,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03794388","MONDO_0007254","breast cancer","CHEMBL1059","PREGABALIN","Voltage-gated calcium channel modulator","MODULATOR","ENSG00000196557","calcium voltage-gated channel auxiliary subunit alpha2delta 1","CACNA2D1","Small molecule","NCT03794388"
"101",3,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01237327","MONDO_0007254","breast cancer","CHEMBL1201139","MEGESTROL ACETATE","Progesterone receptor agonist","AGONIST","ENSG00000082175","progesterone receptor","PGR","Small molecule","NCT01237327"
"102",3,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00003906","MONDO_0007254","breast cancer","CHEMBL81","RALOXIFENE","Estrogen receptor beta modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","NCT00003906"
"103",3,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01224678","MONDO_0007254","breast cancer","CHEMBL1536","ERGOCALCIFEROL","Vitamin D receptor agonist","AGONIST","ENSG00000111424","vitamin D receptor","VDR","Small molecule","NCT01224678"
"104",3,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03794388","MONDO_0007254","breast cancer","CHEMBL294199","CAPSAICIN","Vanilloid receptor opener","OPENER","ENSG00000196689","transient receptor potential cation channel subfamily V member 1","TRPV1","Small molecule","NCT03794388"
"105",3,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00122356","MONDO_0007254","breast cancer","CHEMBL870","ALENDRONIC ACID","Farnesyl diphosphate synthase inhibitor","INHIBITOR","ENSG00000160752","farnesyl diphosphate synthase","FDPS","Small molecule","NCT00122356"
"106",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00096434","EFO_0006861","male breast carcinoma","CHEMBL1200485","SORAFENIB TOSYLATE","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000165731","fms related receptor tyrosine kinase 1","FLT1","Small molecule","NCT00096434"
"107",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03330847","MONDO_0007254","breast cancer","CHEMBL4285417","CERALASERTIB","Serine-protein kinase ATR inhibitor","INHIBITOR","ENSG00000175054","ATR serine/threonine kinase","ATR","Small molecule","NCT03330847"
"108",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05181033","MONDO_0007254","breast cancer","CHEMBL1289601","LENVATINIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000102755","fms related receptor tyrosine kinase 4","FLT4","Small molecule","NCT05181033"
"109",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04891068","MONDO_0007254","breast cancer","CHEMBL1489","AZACITIDINE","DNA (cytosine-5)-methyltransferase 3A inhibitor","INHIBITOR","ENSG00000119772","DNA methyltransferase 3 alpha","DNMT3A","Small molecule","NCT04891068"
"110",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03084536","MONDO_0007254","breast cancer","CHEMBL655","MIDAZOLAM","GABA-A receptor; anion channel positive allosteric modulator","POSITIVE ALLOSTERIC MODULATOR","ENSG00000022355","gamma-aminobutyric acid type A receptor subunit alpha1","GABRA1","Small molecule","NCT03084536"
"111",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01658462","MONDO_0007254","breast cancer","CHEMBL502835","NINTEDANIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000113721","fms related receptor tyrosine kinase 4","FLT4","Small molecule","NCT01658462"
"112",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04603911","MONDO_0007254","breast cancer","CHEMBL679","EPINEPHRINE","Adrenergic receptor agonist","AGONIST","ENSG00000120907","adrenoceptor beta 3","ADRB3","Small molecule","NCT04603911"
"113",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02642094","MONDO_0007254","breast cancer","CHEMBL413","SIROLIMUS","FK506-binding protein 1A inhibitor","INHIBITOR","ENSG00000088832","FKBP prolyl isomerase 1A","FKBP1A","Small molecule","NCT02642094"
"114",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01118624","EFO_0000305","breast carcinoma","CHEMBL1201746","PRALATREXATE","Dihydrofolate reductase inhibitor","INHIBITOR","ENSG00000228716","dihydrofolate reductase","DHFR","Small molecule","NCT01118624"
"115",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02441946","EFO_0000305","breast carcinoma","CHEMBL841","LOPERAMIDE","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","NCT02441946"
"116",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00513695","EFO_0006861","male breast carcinoma","CHEMBL535","SUNITINIB","Macrophage colony stimulating factor receptor inhibitor","INHIBITOR","ENSG00000122025","colony stimulating factor 1 receptor","CSF1R","Small molecule","NCT00513695"
"117",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00494481","MONDO_0007254","breast cancer","CHEMBL24828","VANDETANIB","Epidermal growth factor receptor inhibitor","INHIBITOR","ENSG00000141736","erb-b2 receptor tyrosine kinase 3","ERBB3","Small molecule","NCT00494481"
"118",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02338245","MONDO_0007254","breast cancer","CHEMBL2103842","VARLITINIB","Epidermal growth factor receptor erbB1 inhibitor","INHIBITOR","ENSG00000146648","epidermal growth factor receptor","EGFR","Small molecule","NCT02338245"
"119",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00513695","EFO_0006861","male breast carcinoma","CHEMBL1567","SUNITINIB MALATE","Macrophage colony stimulating factor receptor inhibitor","INHIBITOR","ENSG00000122025","colony stimulating factor 1 receptor","CSF1R","Small molecule","NCT00513695"
"120",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04090567","EFO_0000305","breast carcinoma","CHEMBL491473","CEDIRANIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000157404","fms related receptor tyrosine kinase 4","FLT4","Small molecule","NCT04090567"
"121",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03765983","MONDO_0007254","breast cancer","CHEMBL3813842","PAXALISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphoinositide-3-kinase regulatory subunit 1","PIK3R1","Small molecule","NCT03765983"
"122",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01639248","MONDO_0007254","breast cancer","CHEMBL482968","ENMD-2076","Serine/threonine-protein kinase Aurora-A inhibitor","INHIBITOR","ENSG00000087586","aurora kinase A","AURKA","Small molecule","NCT01639248"
"123",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03084536","MONDO_0007254","breast cancer","CHEMBL112","ACETAMINOPHEN","Vanilloid receptor opener","OPENER","ENSG00000196689","transient receptor potential cation channel subfamily V member 1","TRPV1","Small molecule","NCT03084536"
"124",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05089643","EFO_0005537","triple-negative breast cancer","CHEMBL4303201","ANLOTINIB","Stem cell growth factor receptor inhibitor","INHIBITOR","ENSG00000113721","KIT proto-oncogene, receptor tyrosine kinase","KIT","Small molecule","NCT05089643"
"125",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01693549","MONDO_0007254","breast cancer","CHEMBL1201748","CABAZITAXEL","Tubulin inhibitor","INHIBITOR","ENSG00000188229","tubulin beta 3 class III","TUBB3","Small molecule","NCT01693549"
"126",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01042379","EFO_0005537","triple-negative breast cancer","CHEMBL3137320","TALAZOPARIB","Poly [ADP-ribose] polymerase 2 inhibitor","INHIBITOR","ENSG00000143799","poly(ADP-ribose) polymerase 2","PARP2","Small molecule","NCT01042379"
"127",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03094052","EFO_0000304","breast adenocarcinoma","CHEMBL2146146","ATROPINE SULFATE","Muscarinic acetylcholine receptor M2 antagonist","ANTAGONIST","ENSG00000133019","cholinergic receptor muscarinic 2","CHRM2","Small molecule","NCT03094052"
"128",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00464516","MONDO_0007254","breast cancer","CHEMBL1230314","ESTETROL","Estrogen receptor agonist","AGONIST","ENSG00000140009","estrogen receptor 1","ESR1","Small molecule","NCT00464516"
"129",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00148707","MONDO_0007254","breast cancer","CHEMBL2108628","PACLITAXEL POLIGLUMEX","Tubulin stabiliser","STABILISER","ENSG00000188229","tubulin beta 2A class IIa","TUBB2A","Small molecule","NCT00148707"
"130",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01042379","EFO_0005537","triple-negative breast cancer","CHEMBL3813873","PEXIDARTINIB","Tyrosine-protein kinase receptor FLT3 inhibitor","INHIBITOR","ENSG00000122025","fms related receptor tyrosine kinase 3","FLT3","Small molecule","NCT01042379"
"131",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02910219","MONDO_0007254","breast cancer","CHEMBL2108184","CROFELEMER","Anoctamin-1 blocker","BLOCKER","ENSG00000131620","anoctamin 1","ANO1","Small molecule","NCT02910219"
"132",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00509587","MONDO_0007254","breast cancer","CHEMBL477772","PAZOPANIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000077782","kinase insert domain receptor","KDR","Small molecule","NCT00509587"
"133",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00054275","MONDO_0007254","breast cancer","CHEMBL553","ERLOTINIB","Epidermal growth factor receptor erbB1 inhibitor","INHIBITOR","ENSG00000146648","epidermal growth factor receptor","EGFR","Small molecule","NCT00054275"
"134",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02418689","MONDO_0007254","breast cancer","CHEMBL3545154","POZIOTINIB","Epidermal growth factor receptor inhibitor","INHIBITOR","ENSG00000141736","erb-b2 receptor tyrosine kinase 2","ERBB2","Small molecule","NCT02418689"
"135",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00853996","MONDO_0007254","breast cancer","CHEMBL68055","ACOLBIFENE","Estrogen receptor modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","NCT00853996"
"136",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00450866","MONDO_0007254","breast cancer","CHEMBL94657","PATUPILONE","Tubulin stabiliser","STABILISER","ENSG00000188229","tubulin beta 3 class III","TUBB3","Small molecule","NCT00450866"
"137",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01332630","MONDO_0007254","breast cancer","CHEMBL1620","DIPHENHYDRAMINE HYDROCHLORIDE","Histamine H1 receptor antagonist","ANTAGONIST","ENSG00000196639","histamine receptor H1","HRH1","Small molecule","NCT01332630"
"138",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00306631","MONDO_0007254","breast cancer","CHEMBL52885","ENMD-981693","Fibroblast growth factor receptor inhibitor","INHIBITOR","ENSG00000010810","fibroblast growth factor receptor 3","FGFR3","Small molecule","NCT00306631"
"139",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05336721","EFO_0005537","triple-negative breast cancer","CHEMBL5095033","IBCASERTIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000102755","fms related receptor tyrosine kinase 4","FLT4","Small molecule","NCT05336721"
"140",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03202316","EFO_0000305","breast carcinoma","CHEMBL2146883","COBIMETINIB","Dual specificity mitogen-activated protein kinase kinase 1 inhibitor","INHIBITOR","ENSG00000169032","mitogen-activated protein kinase kinase 1","MAP2K1","Small molecule","NCT03202316"
"141",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01009918","MONDO_0007254","breast cancer","CHEMBL1237","LISINOPRIL","Angiotensin-converting enzyme inhibitor","INHIBITOR","ENSG00000159640","angiotensin I converting enzyme","ACE","Small molecule","NCT01009918"
"142",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00325234","MONDO_0007254","breast cancer","CHEMBL225072","PEMETREXED","GAR transformylase inhibitor","INHIBITOR","ENSG00000176890","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","GART","Small molecule","NCT00325234"
"143",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02876302","EFO_1000984","inflammatory breast carcinoma","CHEMBL1789941","RUXOLITINIB","Tyrosine-protein kinase JAK2 inhibitor","INHIBITOR","ENSG00000096968","Janus kinase 2","JAK2","Small molecule","NCT02876302"
"144",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04032080","MONDO_0007254","breast cancer","CHEMBL4297181","SAMOTOLISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000198793","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","PIK3CG","Small molecule","NCT04032080"
"145",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04821141","MONDO_0007254","breast cancer","CHEMBL1201649","ESTROGENS, CONJUGATED","Estrogen receptor agonist","AGONIST","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","NCT04821141"
"146",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02370238","MONDO_0007254","breast cancer","CHEMBL191413","REPARIXIN","Interleukin-8 receptor A modulator","MODULATOR","ENSG00000180871","C-X-C motif chemokine receptor 1","CXCR1","Small molecule","NCT02370238"
"147",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03650894","EFO_0000305","breast carcinoma","CHEMBL409","BICALUTAMIDE","Androgen Receptor antagonist","ANTAGONIST","ENSG00000169083","androgen receptor","AR","Small molecule","NCT03650894"
"148",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02860000","EFO_0000305","breast carcinoma","CHEMBL483158","ALISERTIB","Serine/threonine-protein kinase Aurora-A inhibitor","INHIBITOR","ENSG00000087586","aurora kinase A","AURKA","Small molecule","NCT02860000"
"149",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02177175","MONDO_0007254","breast cancer","CHEMBL723","CARVEDILOL","Adrenergic receptor alpha-1 antagonist","ANTAGONIST","ENSG00000043591","adrenoceptor alpha 1D","ADRA1D","Small molecule","NCT02177175"
"150",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03094052","EFO_0000304","breast adenocarcinoma","CHEMBL1200665","DIPHENOXYLATE HYDROCHLORIDE","Mu opioid receptor agonist","AGONIST","ENSG00000112038","opioid receptor mu 1","OPRM1","Small molecule","NCT03094052"
"151",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05727098","MONDO_0007254","breast cancer","CHEMBL742","KETAMINE","Glutamate [NMDA] receptor negative allosteric modulator","NEGATIVE ALLOSTERIC MODULATOR","ENSG00000176884","glutamate ionotropic receptor NMDA type subunit 2A","GRIN2A","Small molecule","NCT05727098"
"152",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01471106","MONDO_0007254","breast cancer","CHEMBL1421","DASATINIB","SRC inhibitor","INHIBITOR","ENSG00000113721","fyn related Src family tyrosine kinase","FRK","Small molecule","NCT01471106"
"153",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01068704","MONDO_0007254","breast cancer","CHEMBL3545396","BMS-690514","Receptor protein-tyrosine kinase erbB-2 inhibitor","INHIBITOR","ENSG00000141736","erb-b2 receptor tyrosine kinase 2","ERBB2","Small molecule","NCT01068704"
"154",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01594177","MONDO_0007254","breast cancer","CHEMBL1173655","AFATINIB","Receptor protein-tyrosine kinase erbB-2 inhibitor","INHIBITOR","ENSG00000178568","erb-b2 receptor tyrosine kinase 2","ERBB2","Small molecule","NCT01594177"
"155",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05560334","MONDO_0007254","breast cancer","CHEMBL4297522","PEMIGATINIB","Fibroblast growth factor receptor 3 inhibitor","INHIBITOR","ENSG00000077782","fibroblast growth factor receptor 3","FGFR3","Small molecule","NCT05560334"
"156",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00338728","MONDO_0007254","breast cancer","CHEMBL1642","IMATINIB MESYLATE","Tyrosine-protein kinase ABL inhibitor","INHIBITOR","ENSG00000097007","ABL proto-oncogene 1, non-receptor tyrosine kinase","ABL1","Small molecule","NCT00338728"
"157",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00262834","MONDO_0007254","breast cancer","CHEMBL98","VORINOSTAT","Histone deacetylase 6 inhibitor","INHIBITOR","ENSG00000094631","histone deacetylase 6","HDAC6","Small molecule","NCT00262834"
"158",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01763931","MONDO_0007254","breast cancer","CHEMBL1751","DIGOXIN","Sodium/potassium-transporting ATPase inhibitor","INHIBITOR","ENSG00000163399","ATPase Na+/K+ transporting subunit alpha 4","ATP1A4","Small molecule","NCT01763931"
"159",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01740336","MONDO_0007254","breast cancer","CHEMBL521851","PICTILISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","PIK3CB","Small molecule","NCT01740336"
"160",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04837209","MONDO_0007254","breast cancer","CHEMBL1094636","NIRAPARIB","Poly [ADP-ribose] polymerase-1 inhibitor","INHIBITOR","ENSG00000143799","poly(ADP-ribose) polymerase 1","PARP1","Small molecule","NCT04837209"
"161",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02788981","MONDO_0007254","breast cancer","CHEMBL1276308","MIFEPRISTONE","Glucocorticoid receptor antagonist","ANTAGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","NCT02788981"
"162",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03931928","MONDO_0007254","breast cancer","CHEMBL489","AFIMOXIFENE","Estrogen receptor modulator","MODULATOR","ENSG00000140009","estrogen receptor 1","ESR1","Small molecule","NCT03931928"
"163",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01009918","MONDO_0007254","breast cancer","CHEMBL1201167","CARVEDILOL PHOSPHATE","Adrenergic receptor alpha-1 antagonist","ANTAGONIST","ENSG00000120907","adrenoceptor alpha 1B","ADRA1B","Small molecule","NCT01009918"
"164",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01847001","MONDO_0007254","breast cancer","CHEMBL27","PROPRANOLOL","Beta-2 adrenergic receptor antagonist","ANTAGONIST","ENSG00000043591","adrenoceptor beta 2","ADRB2","Small molecule","NCT01847001"
"165",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01437566","MONDO_0007254","breast cancer","CHEMBL1922094","APITOLISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000198793","phosphoinositide-3-kinase regulatory subunit 5","PIK3R5","Small molecule","NCT01437566"
"166",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02273973","MONDO_0007254","breast cancer","CHEMBL2387080","TASELISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","PIK3CA","Small molecule","NCT02273973"
"167",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00645177","MONDO_0007254","breast cancer","CHEMBL223360","LINIFANIB","Macrophage colony stimulating factor receptor inhibitor","INHIBITOR","ENSG00000122025","colony stimulating factor 1 receptor","CSF1R","Small molecule","NCT00645177"
"168",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00033384","MONDO_0007254","breast cancer","CHEMBL105442","CI-1040","Dual specificity mitogen-activated protein kinase kinase 2 inhibitor","INHIBITOR","ENSG00000126934","mitogen-activated protein kinase kinase 2","MAP2K2","Small molecule","NCT00033384"
"169",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03801369","EFO_0005537","triple-negative breast cancer","CHEMBL1614701","SELUMETINIB","Dual specificity mitogen-activated protein kinase kinase 2 inhibitor","INHIBITOR","ENSG00000169032","mitogen-activated protein kinase kinase 2","MAP2K2","Small molecule","NCT03801369"
"170",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00509587","MONDO_0007254","breast cancer","CHEMBL1201733","PAZOPANIB HYDROCHLORIDE","Fibroblast growth factor receptor 3 inhibitor","INHIBITOR","ENSG00000077782","fibroblast growth factor receptor 3","FGFR3","Small molecule","NCT00509587"
"171",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00288249","MONDO_0007254","breast cancer","CHEMBL2304041","SAGOPILONE","Tubulin stabiliser","STABILISER","ENSG00000188229","tubulin beta 8 class VIII","TUBB8","Small molecule","NCT00288249"
"172",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03562832","MONDO_0007254","breast cancer","CHEMBL3644587","2X-121","Tankyrase 1/2 inhibitor","INHIBITOR","ENSG00000143799","tankyrase","TNKS","Small molecule","NCT03562832"
"173",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT03012477","MONDO_0007254","breast cancer","CHEMBL1976040","ADAVOSERTIB","Serine/threonine-protein kinase WEE1 inhibitor","INHIBITOR","ENSG00000166483","WEE1 G2 checkpoint kinase","WEE1","Small molecule","NCT03012477"
"174",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00005879","MONDO_0007254","breast cancer","CHEMBL226267","ARZOXIFENE","Estrogen receptor modulator","MODULATOR","ENSG00000140009","estrogen receptor 2","ESR2","Small molecule","NCT00005879"
"175",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01990209","MONDO_0007254","breast cancer","CHEMBL1921976","ORTERONEL","Cytochrome P450 17A1 inhibitor","INHIBITOR","ENSG00000148795","cytochrome P450 family 17 subfamily A member 1","CYP17A1","Small molecule","NCT01990209"
"176",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT04756765","MONDO_0007254","breast cancer","CHEMBL3137318","TALAZOPARIB TOSYLATE","Poly [ADP-ribose] polymerase 2 inhibitor","INHIBITOR","ENSG00000129484","poly(ADP-ribose) polymerase 2","PARP2","Small molecule","NCT04756765"
"177",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02053636","MONDO_0007254","breast cancer","CHEMBL2220486","LUCITANIB","Fibroblast growth factor receptor 1 inhibitor","INHIBITOR","ENSG00000102755","fibroblast growth factor receptor 1","FGFR1","Small molecule","NCT02053636"
"178",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT00429572","MONDO_0007254","breast cancer","CHEMBL1096882","FLUDARABINE PHOSPHATE","DNA polymerase (alpha/delta/epsilon) inhibitor","INHIBITOR","ENSG00000167325","DNA polymerase alpha 1, catalytic subunit","POLA1","Small molecule","NCT00429572"
"179",2,"Completed","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT01147484","MONDO_0007254","breast cancer","CHEMBL1230609","FORETINIB","Stem cell growth factor receptor inhibitor","INHIBITOR","ENSG00000113721","KIT proto-oncogene, receptor tyrosine kinase","KIT","Small molecule","NCT01147484"
"180",2,"Recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT05190770","MONDO_0007254","breast cancer","CHEMBL1504","TRIAMCINOLONE ACETONIDE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","NCT05190770"
"181",2,"Active, not recruiting","ClinicalTrials","https://clinicaltrials.gov/ct2/show/NCT02299999","MONDO_0007254","breast cancer","CHEMBL3184679","AZD-4547","Fibroblast growth factor receptor inhibitor","INHIBITOR","ENSG00000068078","fibroblast growth factor receptor 4","FGFR4","Small molecule","NCT02299999"
