"","NCT_ID","Phase","Status","Disease Name","Drug Name","Mechanism of Action","Action Type","Target ID","Target Approved Name","Target Approved Symbol","Drug Type","trial_summary"
"299","NCT01332630",2,"Completed","breast cancer","DIPHENHYDRAMINE HYDROCHLORIDE","Histamine H1 receptor antagonist","ANTAGONIST","ENSG00000196639","histamine receptor H1","HRH1","Small molecule","The goal of the first part of this clinical research study is to find the highest tolerable dose of TPI-287 in patients with breast cancer that has spread to the brain.

The goal of the second part of this study is to learn if TPI-287 can control breast cancer that has spread to the brain. The safety of this drug will also be studied."
"300","NCT01333423",1,"Withdrawn","breast cancer","SELICICLIB","Cyclin-dependent kinase 1 inhibitor","INHIBITOR","ENSG00000123374","cyclin dependent kinase 1","CDK1","Small molecule","The goal of this clinical research study is to find the highest tolerable dose of seliciclib that can be given in combination with liposomal doxorubicin to patients with metastatic breast cancer."
"301","NCT01356862",2,"Completed","breast cancer","PASIREOTIDE","Somatostatin receptor 3 agonist","AGONIST","ENSG00000162009","somatostatin receptor 3","SSTR3","Protein","The principal morbidity following axillary node dissection within the scope of breast cancer surgery is the post-operative development of lymphocele. According to the literature, incidence can vary from 4 to 89% depending on the type of surgery, whether or not a drain is inserted or a compression dressing applied and the time at which the drain is removed... In our experience, the incidence is 40% \[IGR (Gustave Roussy Institute) data focusing on 70 patients between November 2008 and February 2009\]

Encouraging results in terms of reducing postoperative lymphoceles as well as drainage duration and volume using Octreotide have been recorded in two recent studies. A new molecule developed by Novartis Laboratories, namely pasireotide, is a somatostatin analog possessing strong affinity for several somatostatin receptors (30 to 40 times greater for sst1 and sst5, 5 times greater for sst3 and equivalent for sst2)

The purpose of this trial is to assess the efficacy of a pre-surgical injection of pasireotide LAR in reducing the postoperative incidence of symptomatic lymphoceles following axillary node dissection.

The secondary objectives are to assess the efficacy of prolonged release pasireotide on the duration of postoperative drainage, the daily drainage volume, the total drainage volume, the number of repeated lymphocele aspirations and the volume, the total volume of lymph aspirated, the incidence of postoperative febrile episodes, the length of hospital stay, and the length of time to onset of adjuvant chemotherapy. It is also to assess the safety of prolonged release pasireotide.

The primary objective of this study is to assess the efficacy of a preoperative prolonged release pasireotide injection in the reduction in the incidence of symptomatic, postoperative axillary lymphoceles following mastectomy-axillary node dissection."
"302","NCT01380353",0.5,"Completed","breast cancer","DICLOFENAC","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 1","PTGS1","Small molecule","The purpose of this study is to look for ways to improve breast cancer treatment by giving breast cancer drugs through the skin of the breast.

The drug used in this study is a diclofenac epolamine patch and is a nonsteroid anti-inflammatory pain reliever. The drug amount that gathers in the breast, after application of a patch to the skin of the breast, will be measured and compared to the amount that is found in the breast when the patch is applied to the skin of the belly."
"304","NCT01380353",0.5,"Completed","breast cancer","DICLOFENAC EPOLAMINE","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","The purpose of this study is to look for ways to improve breast cancer treatment by giving breast cancer drugs through the skin of the breast.

The drug used in this study is a diclofenac epolamine patch and is a nonsteroid anti-inflammatory pain reliever. The drug amount that gathers in the breast, after application of a patch to the skin of the breast, will be measured and compared to the amount that is found in the breast when the patch is applied to the skin of the belly."
"306","NCT01390818",1,"Completed","breast cancer","VOXTALISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","PIK3CB","Small molecule","This research trial is testing a combination of two experimental drugs, MSC1936369B (Mitogen-activated protein extracellular signal-regulated kinase (MEK) Inhibitor) and SAR245409 (Phosphatidylinositol 3-kinase (Pi3K)/Mammalian Target of Rapamycin (mTOR) inhibitor), in the treatment of locally advanced or metastatic solid tumors. The primary purpose of the study is to determine the maximum tolerated dose of the drug combination."
"308","NCT01390818",1,"Completed","breast cancer","PIMASERTIB","Dual specificity mitogen-activated protein kinase kinase 2 inhibitor","INHIBITOR","ENSG00000126934","mitogen-activated protein kinase kinase 2","MAP2K2","Small molecule","This research trial is testing a combination of two experimental drugs, MSC1936369B (Mitogen-activated protein extracellular signal-regulated kinase (MEK) Inhibitor) and SAR245409 (Phosphatidylinositol 3-kinase (Pi3K)/Mammalian Target of Rapamycin (mTOR) inhibitor), in the treatment of locally advanced or metastatic solid tumors. The primary purpose of the study is to determine the maximum tolerated dose of the drug combination."
"310","NCT01394211",2,"Terminated","male breast carcinoma","PAZOPANIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000077782","fms related receptor tyrosine kinase 1","FLT1","Small molecule","This phase II trial studies how well giving pazopanib hydrochloride and anastrozole before surgery works in treating patients with stage II-III estrogen receptor-positive breast cancer. Pazopanib hydrochloride and anastrozole may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving pazopanib hydrochloride and anastrozole together before surgery may make the tumor smaller and reduce the amount of normal cells that have to be removed"
"312","NCT01394211",2,"Terminated","male breast carcinoma","PAZOPANIB HYDROCHLORIDE","Tyrosine-protein kinase LCK inhibitor","INHIBITOR","ENSG00000077782","LCK proto-oncogene, Src family tyrosine kinase","LCK","Small molecule","This phase II trial studies how well giving pazopanib hydrochloride and anastrozole before surgery works in treating patients with stage II-III estrogen receptor-positive breast cancer. Pazopanib hydrochloride and anastrozole may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Giving pazopanib hydrochloride and anastrozole together before surgery may make the tumor smaller and reduce the amount of normal cells that have to be removed"
"314","NCT01401062",2,"Completed","breast cancer","FRESOLIMUMAB","Transforming growth factor beta-1 inhibitor","INHIBITOR","ENSG00000119699","transforming growth factor beta 1","TGFB1","Antibody","The purpose of this study is to test safety of combining fresolimumab and local radiotherapy and to see if the combination can achieve tumor regression."
"315","NCT01416389",2,"Completed","breast cancer","LITRONESIB","Kinesin-like protein 1 inhibitor","INHIBITOR","ENSG00000138160","kinesin family member 11","KIF11","Small molecule","The purpose of the study is to evaluate the anti-tumor activity of LY2523355 relative to ixabepilone for the treatment of metastatic or locally recurrent breast cancer using change in tumor size as a continuous measure of response."
"316","NCT01422408",2,"Completed","breast carcinoma","FLUOCINONIDE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","This phase II trial studies how well giving fluocinonide cream works in treating symptoms of vaginal dryness and painful sexual intercourse in patients with breast cancer undergoing hormone therapy. Fluocinonide cream may prevent or lessen vaginal dryness and painful sexual intercourse in patients undergoing hormone therapy."
"317","NCT01430585",2,"Terminated","breast cancer","PF-04691502","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","PIK3CB","Small molecule","PF-04691502 is an inhibitor of PI3K and mTOR kinase. Published data support the hypothesis that a PI3K/mTOR antagonist in combination with letrozole might mitigate the intrinsic or acquired resistance to hormonal therapy and restore hormone sensitivity in high risk (high Ki-67) patient population of hormone-sensitive breast cancers. In addition, Ki-67, a marker of cellular proliferation, could be used to select those patients who benefit from treatment with a PI3K-pathway inhibitor."
"318","NCT01437566",2,"Completed","breast cancer","APITOLISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000198793","phosphoinositide-3-kinase regulatory subunit 5","PIK3R5","Small molecule","This is a multicenter, international, randomized, double-blinded, placebo-controlled, Phase II trial. Participants with advanced breast cancer (ABC) or Metastatic Breast Cancer (MBC) who have experienced recurrence or progression of their disease while receiving aromatase inhibitor (AI) therapy or who have relapsed within 6 months after completing adjuvant AI therapy will be enrolled in Part I of this study. Participants with ABC or MBC who have received prior AI therapy and who have PIK3CA-mutant tumors will be enrolled in Part II of this study. Part I of the study will assess the effect of the addition of GDC-0941 to fulvestrant (Arm A) and of GDC-0980 to fulvestrant (Arm B) on progression free survival (PFS) compared with fulvestrant + placebo (Arm C). Part II of the study will examine the safety and tolerability and to estimate the effect of GDC-0941 in combination with fulvestrant (Arm D) on PFS versus fulvestrant + placebo (Arm E) in participants who received prior treatment with an AI and whose tumors contain a PIK3CA mutation."
"320","NCT01437566",2,"Completed","breast cancer","PICTILISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","PIK3CB","Small molecule","This is a multicenter, international, randomized, double-blinded, placebo-controlled, Phase II trial. Participants with advanced breast cancer (ABC) or Metastatic Breast Cancer (MBC) who have experienced recurrence or progression of their disease while receiving aromatase inhibitor (AI) therapy or who have relapsed within 6 months after completing adjuvant AI therapy will be enrolled in Part I of this study. Participants with ABC or MBC who have received prior AI therapy and who have PIK3CA-mutant tumors will be enrolled in Part II of this study. Part I of the study will assess the effect of the addition of GDC-0941 to fulvestrant (Arm A) and of GDC-0980 to fulvestrant (Arm B) on progression free survival (PFS) compared with fulvestrant + placebo (Arm C). Part II of the study will examine the safety and tolerability and to estimate the effect of GDC-0941 in combination with fulvestrant (Arm D) on PFS versus fulvestrant + placebo (Arm E) in participants who received prior treatment with an AI and whose tumors contain a PIK3CA mutation."
"322","NCT01441947",2,"Active, not recruiting","breast cancer","CABOZANTINIB","Vascular endothelial growth factor receptor 2 inhibitor","INHIBITOR","ENSG00000105976","kinase insert domain receptor","KDR","Small molecule","The study drug cabozantinib works by inhibiting several different proteins which are believed to be involved in breast cancer tumor growth, its ability to spread, and its ability to form new blood vessels. This drug has been used in other research studies and information from those other research studies suggests that this drug may help to prevent cancer growth.

The single agent portion of this study is now closed to accrual. This research study is now examining the efficacy of cabozantinib in combination with fulvestrant for treatment of hormone-receptor-positive breast cancer that has spread to bone."
"323","NCT01446159",2,"Completed","breast cancer","DUSIGITUMAB","Insulin-like growth factor II inhibitor","INHIBITOR","ENSG00000167244","insulin like growth factor 2","IGF2","Antibody","Study to evaluate the safety, tolerability, antitumor activity, and pharmacology of MEDI-573 in combination with an aromatase inhibitor (AI) in adult subjects with HR+, HER2-negative MBC."
"324","NCT01492101",3,"Completed","breast cancer","ETIRINOTECAN PEGOL","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000198900","DNA topoisomerase I","TOP1","Small molecule","The study is designed as an open-label, randomized, parallel, two arm, multicenter, international Phase 3 study in patients with recurrent or metastatic breast cancer previously treated with cytotoxic chemotherapy regimens.

The primary study objective is to compare overall survival of patients who receive NKTR-102 given once every 21 days to patients who receive treatment of Physician's Choice selected from a list of seven single-agent intravenous therapies."
"325","NCT01492543",2,"Unknown status","breast cancer","GIMERACIL","Dihydropyrimidine dehydrogenase inhibitor","INHIBITOR","ENSG00000188641","dihydropyrimidine dehydrogenase","DPYD","Small molecule","The purpose of this study is to assess the effectiveness and safety profile of Aiyi®(Tegafur Gimeracil Oteracil Potassium Capsule, TS-1) as a second line therapy in Chinese female patients with advanced metastatic breast cancer."
"326","NCT01501669",3,"Unknown status","breast cancer","IRINOTECAN","DNA topoisomerase I inhibitor","INHIBITOR","ENSG00000198900","DNA topoisomerase I","TOP1","Small molecule","This study is a multicenter, randomized study, open-label, phase III study.The efficacy of irinotecan and capecitabine combination will be superior to capecitabine alone in term of progression free survival in metastatic breast cancer patients previously treated with anthracycline and taxane."
"327","NCT01517802",3,"Completed","breast cancer","ABIRATERONE ACETATE","Cytochrome P450 17A1 inhibitor","INHIBITOR","ENSG00000148795","cytochrome P450 family 17 subfamily A member 1","CYP17A1","Small molecule","The purpose of this study is to collect follow-up safety data from participants in completed abiraterone acetate studies for a maximum duration of 9 years."
"329","NCT01517802",3,"Completed","breast cancer","PREDNISONE","Glucocorticoid receptor agonist","AGONIST","ENSG00000113580","nuclear receptor subfamily 3 group C member 1","NR3C1","Small molecule","The purpose of this study is to collect follow-up safety data from participants in completed abiraterone acetate studies for a maximum duration of 9 years."
"331","NCT01528345",2,"Terminated","breast cancer","DOVITINIB","Fibroblast growth factor receptor 3 inhibitor","INHIBITOR","ENSG00000122025","fibroblast growth factor receptor 3","FGFR3","Small molecule","This trial is designed to enroll postmenopausal patients with locally advanced or metastatic, HER2- and HR+ breast cancer not amenable to curative treatment by surgery or radiotherapy, and whose disease has progressed on or after prior endocrine therapy.

Patients must undergo molecular pre-screening prior to entry."
"332","NCT01553903",4,"Completed","breast cancer","TAMOXIFEN CITRATE","Estrogen receptor alpha modulator","MODULATOR","ENSG00000091831","estrogen receptor 1","ESR1","Small molecule","This is a biomedical study of interventional type which includes 29 patients on 9 months: 8 months recruiting and 1 month follow up.

Patients with hormone dependent breast cancer metastatic or non-metastatic, for which an indication of hormonal therapy treatment (with tamoxifen or anti-aromatase) is retained, will be enrolled in this study.

The main objective of this study is to evaluate the feasibility for the determination of Oxysterols (CT, CE, OCDO) in this patient population, before and after the initiation of treatment (ie, at D0 before and D28 after beginning of treatment)."
"333","NCT01560416",2,"Active, not recruiting","breast cancer","GANETESPIB","Heat shock protein HSP90 inhibitor","INHIBITOR","ENSG00000080824","heat shock protein 90 alpha family class A member 1","HSP90AA1","Small molecule","Ganetespib is a drug that may stop cancer cells from growing. This drug has been used in other research studies and laboratory experiments. It has also been studied in phase I trials, where the appropriate dosing has been determined. Ganetespib is considered an ""HSP90 inhibitor"". By blocking HSP90, ganetespib is thought to reduce the ability of cancer cells to become resistant to treatment.

Fulvestrant is a hormonal therapy that works by attaching to estrogen receptors. In doing so, it can block the effect of estrogen on cancer cells. In addition, fulvestrant causes a decrease in the number of estrogen receptors. Fulvestrant is a drug that is approved by the FDA for treatment of metastatic, hormone receptor positive breast cancer, based upon the results of phase III clinical trials.

In the laboratory, adding ganetespib to fulvestrant appears to improve its effectiveness. It is not known whether this is true in humans. In this research study, we are evaluating the effect of the addition of ganetespib to fulvestrant in participants with hormone receptor-positive, metastatic breast cancer."
"334","NCT01575522",2,"Completed","triple-negative breast cancer","TIVANTINIB","Hepatocyte growth factor receptor inhibitor","INHIBITOR","ENSG00000105976","MET proto-oncogene, receptor tyrosine kinase","MET","Small molecule","This phase II trial studies how well tivantinib works in treating patients with recurrent or metastatic breast cancer. Tivantinib may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth."
"335","NCT01594177",2,"Completed","breast cancer","AFATINIB","Receptor protein-tyrosine kinase erbB-2 inhibitor","INHIBITOR","ENSG00000146648","erb-b2 receptor tyrosine kinase 2","ERBB2","Small molecule","Anthracycline/taxane based combination chemotherapy of at least 18 weeks represents the standard of care in the neoadjuvant setting. In HER2 positive disease trastuzumab is given simultaneously. Neoadjuvant anthracycline-taxane-based chemotherapy given simul-taneously with trastuzumab achieves a pCR rate of approx. 40%. Recent data showed that a double blockade of the HER2 receptor (e.g. trastuzumab + lapatinib; trastuzumab + pertuzumab) given together with a few cycles of chemotherapy can increase the pCR rate by approximately 20%. So far, there is uncertainty, if afatinib (BIBW 2992), an irreversible HER family blocker can lead to an even more complete blockade of the HER2 pathway when given in combination with trastuzumab. The neoadjuvant setting provides the unique opportunity to assess precisely and at short term the effect of systemic treatment by assessing the pCR at surgery. It also allows treating patients with HER2 positive breast cancer before surgery without standard trastuzumab treatment, as, according to current guideline, trastuzumab can also be given sequentially after surgery. The aim of the study is to show that chemotherapy + trastuzumab + afatinib can achieve significant pCR rates."
"336","NCT01606072",2,"Completed","breast cancer","DESMOPRESSIN","Vasopressin receptor agonist","AGONIST","ENSG00000126895","arginine vasopressin receptor 1B","AVPR1B","Protein","The propose for this study is to evaluate the safety and tolerability of desmopressin when administered perioperatively to patients with breast cancer undergoing surgery as first treatment, and select the optimum dose for the clinical development of the product."
"337","NCT01608451",3,"Terminated","breast cancer","CHOLECALCIFEROL","Vitamin D receptor agonist","AGONIST","ENSG00000111424","vitamin D receptor","VDR","Small molecule","Randomized Controlled Trial of Neoadjuvant Progesterone and Vitamin D3 in women with Large Operable Breast Cancer and Locally Advanced Breast Cancer - A Feasibility Study

Primary Progesterone Timing of surgery during the menstrual cycle and its impact on survival in premenopausal women with operable breast cancer has been extensively researched and reinvestigated by Badwe et al in the randomized clinical trial of 'Primary Progesterone Therapy for Operable Breast Cancer' at Tata Memorial Hospital. The underlying assumption was that the presence of unopposed estrogen (in follicular phase) at the time surgery may be deleterious for survival and that circulating progesterone might counteract this deleterious effect.

Vitamin D3 The most prominent physiological role of hormonally active form of vitamin D3, 1,25-dihydroxyvitamin D3 (1,25(OH)2D3 or calcitriol), is regulation of calcium and phosphorous homeostasis and bone metabolism via an intracellular receptor (VDR) which is a member of steroid thyroid hormone super-family of receptors. The VDR receptors are also found in other tissues like breast and prostate.

Vitamin D compounds have also been implicated in promotion of apoptosis in breast cancer cells and evidence suggests that 1,25(OH)2D3 and its synthetic analogues may potentiate responsiveness of breast cancer cells to conventional cytotoxic agents.

Objectives

1. To see the effect of primary progesterone on survival in women with high risk breast cancer (large operable and locally advanced breast cancer)
2. To see the effect of Vitamin D3 as an antiproliferative, cytotoxic and apoptotic agent (negative growth regulator) by evaluation of surrogate markers of proliferation and apoptosis.

Inclusion Criteria:

* Unilateral breast cancer
* Large operable breast cancer/LOBC (T3N0M0 or T3N1M0) and Locally advanced breast cancer/LABC (T3N1-2M0; T2N2M0)
* Age \<70 years
* Fit for CT

Exclusion Criteria:

* Prior Incision Biopsy or Excision Biopsy
* Metastatic breast cancer
* Renal failure or deranged Renal Function Test
* Hypoparathyroidism
* Pregnant or lactating mothers or women of childbearing age not practicing contraception
* Patient on any of the following drugs: Magnesium-containing antacids, Digitalis, Phenytoin barbiturates, Thiazide diuretics.
* Previous history of other cancers except cured skin and cervical carcinoma in situ.

Methodology / Treatment plan

The study drugs (Injectable Progesterone and Vitamin D3) will be tested in the neoadjuvant setting prior to administration of each chemotherapy cycle, in a 2x2 factorial design as below:

Neoadjuvant D3 will be administered as Inj. Arachitol 300,000 IU/ml intramuscular, before each chemotherapy cycle.

Neoadjuvant Progesterone used will be administered as single IM depot injection 500mg 5 days prior to each CT cycle and surgery date.

Primary Objectives Disease-free survival

Secondary Objectives Improvements in overall survival Tumor response"
"339","NCT01608451",3,"Terminated","breast cancer","PROGESTERONE","Progesterone receptor agonist","AGONIST","ENSG00000082175","progesterone receptor","PGR","Small molecule","Randomized Controlled Trial of Neoadjuvant Progesterone and Vitamin D3 in women with Large Operable Breast Cancer and Locally Advanced Breast Cancer - A Feasibility Study

Primary Progesterone Timing of surgery during the menstrual cycle and its impact on survival in premenopausal women with operable breast cancer has been extensively researched and reinvestigated by Badwe et al in the randomized clinical trial of 'Primary Progesterone Therapy for Operable Breast Cancer' at Tata Memorial Hospital. The underlying assumption was that the presence of unopposed estrogen (in follicular phase) at the time surgery may be deleterious for survival and that circulating progesterone might counteract this deleterious effect.

Vitamin D3 The most prominent physiological role of hormonally active form of vitamin D3, 1,25-dihydroxyvitamin D3 (1,25(OH)2D3 or calcitriol), is regulation of calcium and phosphorous homeostasis and bone metabolism via an intracellular receptor (VDR) which is a member of steroid thyroid hormone super-family of receptors. The VDR receptors are also found in other tissues like breast and prostate.

Vitamin D compounds have also been implicated in promotion of apoptosis in breast cancer cells and evidence suggests that 1,25(OH)2D3 and its synthetic analogues may potentiate responsiveness of breast cancer cells to conventional cytotoxic agents.

Objectives

1. To see the effect of primary progesterone on survival in women with high risk breast cancer (large operable and locally advanced breast cancer)
2. To see the effect of Vitamin D3 as an antiproliferative, cytotoxic and apoptotic agent (negative growth regulator) by evaluation of surrogate markers of proliferation and apoptosis.

Inclusion Criteria:

* Unilateral breast cancer
* Large operable breast cancer/LOBC (T3N0M0 or T3N1M0) and Locally advanced breast cancer/LABC (T3N1-2M0; T2N2M0)
* Age \<70 years
* Fit for CT

Exclusion Criteria:

* Prior Incision Biopsy or Excision Biopsy
* Metastatic breast cancer
* Renal failure or deranged Renal Function Test
* Hypoparathyroidism
* Pregnant or lactating mothers or women of childbearing age not practicing contraception
* Patient on any of the following drugs: Magnesium-containing antacids, Digitalis, Phenytoin barbiturates, Thiazide diuretics.
* Previous history of other cancers except cured skin and cervical carcinoma in situ.

Methodology / Treatment plan

The study drugs (Injectable Progesterone and Vitamin D3) will be tested in the neoadjuvant setting prior to administration of each chemotherapy cycle, in a 2x2 factorial design as below:

Neoadjuvant D3 will be administered as Inj. Arachitol 300,000 IU/ml intramuscular, before each chemotherapy cycle.

Neoadjuvant Progesterone used will be administered as single IM depot injection 500mg 5 days prior to each CT cycle and surgery date.

Primary Objectives Disease-free survival

Secondary Objectives Improvements in overall survival Tumor response"
"341","NCT01610284",3,"Completed","breast cancer","BUPARLISIB","PI3-kinase class I inhibitor","INHIBITOR","ENSG00000145675","phosphoinositide-3-kinase regulatory subunit 2","PIK3R2","Small molecule","This study was a multi-center, randomized, double-blind, placebo controlled Phase III study to determine the efficacy and safety of treatment with buparlisib plus fulvestrant versus fulvestrant plus placebo in postmenopausal women with hormone Receptor-positive (HR-positive), human epidermal growth factor receptor 2-negative (HER2-negative), locally advanced or metastatic breast cancer (MBC) whose disease has progressed on or after aromatase inhibitor (AI) treatment."
"342","NCT01624441",1,"Completed","male breast carcinoma","DINACICLIB","Cyclin-dependent kinase 5 inhibitor","INHIBITOR","ENSG00000123374","cyclin dependent kinase 5","CDK5","Small molecule","This phase I clinical trial studies the side effects and the best dose of dinaciclib when given together with epirubicin hydrochloride (epirubicin) in patients with metastatic (cancer that has spread to other parts of the body) triple-negative breast cancer. Dinaciclib is designed to stop cancer cells from dividing into new cancer cells. Epirubicin is designed to block the way cancer cells grow and divide and may slow or stop cancer cells from spreading throughout the body. Researchers want to find out what is the highest tolerable dose of the experimental drug dinaciclib that can be given in combination with epirubicin in patients with metastatic triple negative breast cancer."
"343","NCT01639248",2,"Completed","breast cancer","ENMD-2076","Serine/threonine-protein kinase Aurora-A inhibitor","INHIBITOR","ENSG00000122025","aurora kinase A","AURKA","Small molecule","The purpose of this study is to determine the activity of ENMD-2076 as defined by the clinical benefit rate when patients with previously treated locally advanced or metastatic triple negative breast cancer are treated with daily oral ENMD-2076."
"344","NCT01645839",3,"Completed","breast cancer","CYTARABINE","DNA polymerase (alpha/delta/epsilon) inhibitor","INHIBITOR","ENSG00000101868","DNA polymerase alpha 2, accessory subunit","POLA2","Small molecule","The purpose of this study is to evaluate the impact of Depocyte® IT combined with the systemic standard treatment in terms of clinical and/or radiological neuromeningeal progression free survival (SSPN)"
"345","NCT01658462",2,"Completed","breast cancer","NINTEDANIB","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000068078","fms related receptor tyrosine kinase 4","FLT4","Small molecule","National, randomized, unblinded, phase IIb trial with 2 strata: First-line chemotherapy / Second-line chemotherapy for locally recurrent or metastatic breast cancer."
"346","NCT01674140",3,"Active, not recruiting","breast cancer","LEUPROLIDE","Gonadotropin-releasing hormone receptor agonist","AGONIST","ENSG00000109163","gonadotropin releasing hormone receptor","GNRHR","Protein","RATIONALE: Estrogen can cause the growth of breast cancer cells. Hormone therapy using tamoxifen citrate, goserelin acetate, leuprolide acetate, anastrozole, letrozole, or exemestane, may fight breast cancer by lowering the amount of estrogen the body makes. Everolimus may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. It is not yet know whether hormone therapy is more effective when given with or without everolimus in treating breast cancer.

PURPOSE: This randomized phase III trial studies how well giving hormone therapy together with or without everolimus work in treating patients with breast cancer."
"347","NCT01693549",2,"Completed","breast cancer","CABAZITAXEL","Tubulin inhibitor","INHIBITOR","ENSG00000188229","tubulin beta 3 class III","TUBB3","Small molecule","The purpose of this study is to determine whether cabazitaxel is effective in the treatment of metastatic breast cancer."
"348","NCT01697293",1,"Terminated","breast adenocarcinoma","TRICIRIBINE PHOSPHATE","Serine/threonine-protein kinase AKT inhibitor","INHIBITOR","ENSG00000105221","AKT serine/threonine kinase 3","AKT3","Small molecule","This phase I/II trial studies the side effects and the best dose of triciribine phosphate when given together with paclitaxel, doxorubicin hydrochloride, and cyclophosphamide and to see how well they work in treating patients with stage IIB-IV breast cancer. Triciribine phosphate may stop the growth of tumor cells by blocking some of the enzymes needed for cell growth. Drugs used in chemotherapy, such as paclitaxel, doxorubicin hydrochloride, and cyclophosphamide, work in different ways to stop the growth of tumor cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving triciribine phosphate with paclitaxel, doxorubicin hydrochloride, and cyclophosphamide may be a better treatment for breast cancer."
"349","NCT01698281",2,"Terminated","breast cancer","ZOPTARELIN DOXORUBICIN","Gonadotropin-releasing hormone receptor agonist","AGONIST","ENSG00000109163","gonadotropin releasing hormone receptor","GNRHR","Protein","This is a therapeutic exploratory Phase 2 study evaluating AEZS-108 compared to standard single agent cytotoxic chemotherapy (SSCC) as measured by the median time of progression-free survival (PFS) in patients with chemotherapy refractory triple negative (ER/PR/HER2-negative) LHRH-R positive metastatic breast cancer."
"350","NCT01708798",2,"Terminated","breast cancer","EPLERENONE","Mineralocorticoid receptor antagonist","ANTAGONIST","ENSG00000151623","nuclear receptor subfamily 3 group C member 2","NR3C2","Small molecule","Doxorubicin and other anthracyclines are commonly used to treat breast cancer and other types of cancer. Unfortunately, they can cause heart muscle damage, resulting in scarring, abnormal contraction and relaxation, and heart failure symptoms. This side effect occurs more frequently at higher doses, and limits the total dose that can be given to cancer patients. Eplerenone is an oral medication that prevents or reverses heart damage in other disease states, and is commonly used to treat heart failure. This study will investigate the use of eplerenone to protect the heart from these harmful side effects of doxorubicin.

Few therapies have been shown to prevent heart damage in patients receiving anthracyclines. Small studies have suggested that other heart failure medications (ACE inhibitors, beta-blockers) may reduce the incidence of cardiac toxicity, but eplerenone and other drugs in its class (aldosterone antagonists) have not previously been studied. Eplerenone inhibits enzyme pathways that cause scarring of the heart, and animal studies suggest that anthracyclines cause damage through these same pathways.

This study aims to investigate whether eplerenone protects the heart from the harmful effects of doxorubicin chemotherapy. Specifically, it will measure the effect that eplerenone has on heart muscle relaxation. It will randomly assign women undergoing chemotherapy with doxorubicin to one of two groups: one group will receive eplerenone, and the other group will receive placebo (sugar) pills. The subjects will not know which type of pills they are taking. Heart muscle relaxation will be measured at baseline, after completion of chemotherapy (8-12 weeks), and after 6 months. There will also be various blood tests measured in the study subjects, to determine whether there might be certain blood tests that identify patients at particularly high risk of heart toxicity after doxorubicin therapy."
"351","NCT01712009",2,"Completed","breast cancer","LORATADINE","Histamine H1 receptor antagonist","ANTAGONIST","ENSG00000196639","histamine receptor H1","HRH1","Small molecule","The primary objective of the study is to estimate the difference in bone pain between breast cancer patients receiving chemotherapy and pegfilgrastim and either no prophylactic intervention, prophylactic naproxen, or prophylactic loratadine."
"353","NCT01712009",2,"Completed","breast cancer","NAPROXEN","Cyclooxygenase inhibitor","INHIBITOR","ENSG00000073756","prostaglandin-endoperoxide synthase 2","PTGS2","Small molecule","The primary objective of the study is to estimate the difference in bone pain between breast cancer patients receiving chemotherapy and pegfilgrastim and either no prophylactic intervention, prophylactic naproxen, or prophylactic loratadine."
"355","NCT01730729",0.5,"Completed","breast cancer","CABERGOLINE","Dopamine D2 receptor agonist","AGONIST","ENSG00000149295","dopamine receptor D2","DRD2","Small molecule","Prolactin is a hormone produced in the pituitary gland. Previous studies have revealed that elevated levels of the hormone prolactin might be associated with an increased risk of breast cancer. Cabergoline has been shown to lower prolactin levels in the blood.

The purpose of this study is to evaluate the effectiveness of cabergoline in treating metastatic breast cancer disease in those who test positive for the prolactin receptor."
"356","NCT01745367",2,"Terminated","breast cancer","TIVOZANIB HYDROCHLORIDE","Vascular endothelial growth factor receptor inhibitor","INHIBITOR","ENSG00000102755","fms related receptor tyrosine kinase 4","FLT4","Small molecule","This is a phase 2 multicenter, double-blind, randomized, placebo-controlled, two-arm study for subjects with locally recurrent or metastatic triple negative breast cancer."
