"","node_1","node_2","score"
"72","ARHGEF6","GNB5",0.499
"1004","ARHGEF6","GIT2",0.976
"2962","ARHGEF6","GNG4",0.499
"1154","ARHGEF6","PAK3",0.794
"711","ARFGEF3","PPP1CA",0.457
"38","NALCN","UNC79",0.994
"784","NCAPG","INTU",0.453
"692","NCAPG","NCAPD2",0.999
"911","NCAPG","SMC4",0.999
"529","MED17","PPARGC1B",0.9
"4254","MED17","H4C9",0.8
"4061","MED17","H2BC11",0.8
"2862","ACTR3C","ARPC1B",0.452
"1848","ACTR3C","WAS",0.935
"1875","MED17","H4C3",0.8
"399","MED17","BIRC5",0.575
"272","MICB","KIT",0.584
"2788","MICB","CD8A",0.547
"2303","KRT5","KRT80",0.4
"3726","KRT5","KRT8",0.4
"2008","KRT5","KRT6A",0.547
"2392","GADD45G","CDK1",0.75
"741","KRT5","KRT7",0.4
"405","KRT5","KRT16",0.64
"2760","KRT5","OBSL1",0.457
"3666","KRT5","KRT86",0.4
"4428","MED17","H4C8",0.8
"2767","MED17","POLR2F",0.91
"268","MED17","PPARG",0.499
"58","GADD45G","POU5F1",0.422
"1938","GADD45G","PCNA",0.457
"2705","GADD45G","CDKN1A",0.457
"40","GADD45G","CCNB1",0.807
"1025","GDF15","RET",0.923
"194","LAMA5","BCAM",0.46
"1976","LAMA5","AGRN",0.499
"120","LAMA5","NID1",0.691
"2160","LAMA5","LAMB3",0.656
"571","LAMA5","ITGA3",0.499
"1227","LAMA5","DMD",0.499
"3015","LAMA5","LAMA2",0.652
"118","LAMA5","LAMC2",0.844
"141","GINS2","MCM2",0.974
"3769","PPAN","BOP1",0.669
"539","GINS2","CLSPN",0.8
"81","GINS2","MCM4",0.982
"85","GINS2","GINS1",0.999
"213","GINS2","GINS4",0.999
"3106","GINS2","CDC45",0.995
"3742","GINS2","TIMELESS",0.862
"3029","GINS2","GINS3",0.999
"202","RHPN2","RHOB",0.893
"3778","SNAP25","PRRT2",0.937
"880","NUP210","MEF2C",0.62
"562","SERPINF1","CLU",0.414
"3275","SERPINF1","SERPINA1",0.643
"2176","SNAP25","STX2",0.825
"707","PPP1R1B","PPP1CA",0.731
"975","SNAP25","TSPOAP1",0.499
"3049","SNAP25","ZDHHC17",0.581
"4442","SNAP25","CACNA1A",0.782
"2521","SNAP25","RAPGEF4",0.618
"3974","TESMIN","TRAPPC5",0.482
"2925","SNAP25","PTPN13",0.4
"35","DMGDH","BHMT2",0.451
"2078","DMGDH","GLDC",0.688
"601","DMGDH","PIPOX",0.495
"631","DMGDH","GCSH",0.563
"4315","SNAP25","DOC2B",0.414
"335","CCNA1","MAD2L1",0.499
"1451","SNAP25","CACNA1B",0.796
"3379","SNAP25","TRPC1",0.414
"4312","SNAP25","DOC2A",0.626
"1039","CCNA1","UBE2C",0.499
"78","CCNA1","MCM4",0.683
"129","CCNA1","UBE2S",0.499
"90","CCNA1","CCNE1",0.82
"3343","SNAP25","VAMP2",0.999
"95","CCNA1","E2F3",0.503
"1786","CCNA1","CKS2",0.658
"2696","CCNA1","CDKN1A",0.993
"1920","CCNA1","RAD50",0.499
"261","CCNA1","BUB1B",0.499
"965","CCNA1","E2F1",0.983
"3226","CCNA1","CDKN1C",0.7
"113","SNAP25","VAMP8",0.953
"52","CHI3L1","COX5B",0.443
"2594","CCNA1","RBBP8",0.499
"616","CHI3L1","COX5A",0.429
"2393","CCNA1","CDK1",0.999
"386","CCNA1","CDT1",0.457
"3385","CCNA1","CDK5",0.515
"1528","CCNA1","CDC20",0.808
"246","CCNA1","CCNO",0.559
"227","CCNA1","ATM",0.499
"512","CCNA1","CKS1B",0.714
"1566","CHI3L1","LCN2",0.517
"2348","LYVE1","SPP1",0.454
"1123","CHI3L1","HLA-DRB1",0.585
"149","LYVE1","VCAN",0.412
"4673","LYVE1","ABCG2",0.618
"2066","CHI3L1","SDC1",0.525
"1163","GSTM5","GSTM3",0.819
"3227","CCNB1","CDKN1C",0.663
"3459","CCNB1","PBK",0.464
"260","CCNB1","BUB1B",0.916
"2710","CCNB1","CDKN1A",0.775
"77","CCNB1","MCM4",0.537
"630","CCNB1","SKA3",0.72
"82","CCNB1","PKMYT1",0.595
"933","CCNB1","FOXM1",0.608
"883","CCNB1","SFN",0.501
"1988","CCNB1","FOXO1",0.657
"2617","CCNB1","DIAPH3",0.724
"505","CCNB1","CKS1B",0.986
"131","CCNB1","UBE2S",0.499
"411","CCNB1","BUB1",0.615
"1401","SORT1","NGF",0.978
"3495","SORT1","TPD52",0.499
"3199","CCNB1","TOP2A",0.78
"1942","CCNB1","PCNA",0.564
"3389","CCNB1","CDK5",0.503
"273","CCNB1","CCNB2",0.991
"575","CCNB1","TYMS",0.463
"398","CCNB1","BIRC5",0.656
"3364","CCNB1","CDKN2A",0.431
"1309","CCNB1","ASPM",0.457
"1184","CCNB1","CCL28",0.422
"3547","CCNB1","H2AX",0.893
"2517","CCNB1","CCNF",0.574
"1530","CCNB1","CDC20",0.931
"1467","CCNB1","ORC1",0.499
"381","CCNB1","PLK1",0.967
"2246","CCNB1","HMMR",0.469
"66","CCNB1","NDC80",0.774
"50","CCNB1","ESPL1",0.978
"350","CCNB1","MELK",0.619
"1264","CCNB1","CENPF",0.72
"2376","CCNB1","CDK1",0.999
"649","CCNB1","CDC25C",0.527
"1973","CCNB1","RGCC",0.555
"250","CCNB1","SKA1",0.72
"1787","CCNB1","CKS2",0.987
"1045","CCNB1","UBE2C",0.816
"2002","CD180","LY86",0.999
"2884","CAMK1","PTPN6",0.5
"661","CMPK2","DCTPP1",0.9
"1157","SORT1","NTRK3",0.677
"2467","SORT1","AP1S3",0.499
"2960","SORT1","LIFR",0.405
"111","SORT1","VAMP8",0.499
"3340","SORT1","VAMP2",0.671
"3892","SORT1","AP1M2",0.499
"1365","SORT1","CTSS",0.437
"4637","SORT1","LPL",0.729
"223","SORT1","NTRK2",0.682
"3386","CABLES1","CDK5",0.811
"864","CABLES1","DLK1",0.439
"3429","FOLH1","PROM1",0.408
"4140","FOLH1","TNFRSF9",0.446
"3243","FOLH1","RIMKLA",0.9
"4500","PDGFRA","CBLC",0.65
"307","PDGFRA","STAT5B",0.499
"2210","PDGFRA","PDGFD",0.952
"3460","PDGFRA","LYN",0.536
"124","PDGFRA","FGF2",0.836
"3054","PDGFRA","GRB7",0.502
"1174","PDGFRA","STAT1",0.873
"71","PDGFRA","PDGFRB",0.969
"1431","OASL","IFI44L",0.414
"56","TBX3","POU5F1",0.561
"4576","OASL","ISG15",0.668
"2088","OASL","RSAD2",0.645
"3971","TROAP","DYRK1B",0.457
"1283","FHOD1","SYNE1",0.957
"3549","AMHR2","RPS6KA1",0.424
"2267","ESPL1","PTTG1",0.999
"1412","ESPL1","TTK",0.42
"2395","ESPL1","CDK1",0.946
"503","ESPL1","CKS1B",0.8
"679","WNT10A","FZD2",0.57
"1076","FHOD1","SYNE2",0.988
"1201","COX5B","PTGS1",0.68
"3926","COX5B","COX6B1",0.998
"298","COX5B","COX7A1",0.984
"1410","COX5B","OVGP1",0.443
"3131","COX5B","NDUFB3",0.816
"4614","COX5B","COX7B",0.997
"2851","COX5B","NDUFA11",0.927
"615","COX5B","COX5A",0.999
"3410","COX5B","NDUFA13",0.829
"592","COX5B","CYC1",0.976
"3329","COX5B","NDUFA3",0.816
"365","COX5B","NDUFB8",0.816
"471","COX5B","UQCRFS1",0.974
"916","COX5B","C15orf48",0.629
"3180","SRSF1","IGF2BP2",0.426
"579","COX5B","NDUFS8",0.828
"219","COX5B","NDUFB9",0.831
"210","COX5B","NDUFB11",0.816
"2780","SRSF1","TONSL",0.403
"62","SRSF1","CFAP90",0.8
"2239","COX5B","NDUFA4L2",0.54
"4014","SRSF1","SNRNP70",0.981
"3966","SRSF1","LSM4",0.801
"3751","SRSF1","SRSF5",0.874
"2768","SRSF1","POLR2F",0.502
"984","SRSF1","LUC7L2",0.417
"2921","SRSF1","CLK1",0.637
"4452","SRSF1","XIST",0.605
"1378","POU5F1","H3C10",0.8
"136","RTP4","SDHA",0.475
"2216","SRSF1","LUC7L3",0.532
"193","IL1RN","IGFBP4",0.495
"108","IL1RN","IL1B",0.928
"115","POU5F1","TUBB4A",0.457
"4572","POU5F1","ISG15",0.402
"4421","POU5F1","H4C8",0.8
"429","POU5F1","H2AC8",0.8
"645","POU5F1","PKM",0.943
"4232","POU5F1","H4C9",0.8
"1693","POU5F1","KLF4",0.811
"4386","POU5F1","H3C8",0.8
"419","POU5F1","CXXC5",0.408
"4064","POU5F1","H2BC11",0.8
"1871","POU5F1","H4C3",0.8
"69","POU5F1","CDH1",0.439
"979","POU5F1","RPL22",0.457
"345","POU5F1","SOX17",0.933
"1256","POU5F1","LEFTY2",0.56
"296","POU5F1","NACC1",0.634
"925","MMP7","ERBB4",0.418
"1987","POU5F1","FOXO1",0.512
"3602","POU5F1","KPNA2",0.521
"1489","MRPL15","MRPL14",0.862
"473","MRPL15","MRPL13",0.976
"3312","MRPL15","MRPL47",0.977
"2724","MRPL15","MRPS12",0.947
"663","MRPL15","MTG1",0.844
"2292","MMP7","EFEMP1",0.447
"92","MMP7","TIMP2",0.791
"1510","MMP7","MMP9",0.746
"636","MMP7","NQO1",0.404
"488","MRPL15","MRPL38",0.97
"2279","KIF23","PRC1",0.751
"2346","MMP7","SPP1",0.48
"3942","MMP7","TTN",0.416
"2419","MMP7","MFAP4",0.451
"2835","KIF23","KIF26A",0.54
"377","KIF23","PLK1",0.654
"2327","KIF23","KIF20A",0.66
"555","KIF23","AURKB",0.491
"254","KIF23","KIF6",0.54
"1509","KIF23","KIF2C",0.575
"689","KIF23","KIF15",0.54
"2911","KIF23","KIFC1",0.596
"782","KIF23","KIF9",0.54
"1659","KIF23","KIF12",0.54
"101","KIF23","KIF18A",0.54
"1461","KIF23","CEP55",0.652
"3247","KIF23","KLC1",0.54
"3271","KIF23","MICAL3",0.526
"2186","KIF23","ECT2",0.988
"3084","KIF23","RACGAP1",0.999
"161","KIF23","ANLN",0.511
"60","KIF23","KIF11",0.669
"2745","KIF23","KIF26B",0.54
"3200","KIF23","TOP2A",0.407
"3589","KIF23","KIF1A",0.564
"472","KIF23","SHCBP1",0.675
"3904","KIF23","KIF18B",0.568
"1297","KIF23","KIF14",0.678
"102","KIF11","KIF18A",0.54
"688","KIF11","KIF15",0.734
"1299","KIF11","KIF14",0.54
"903","KIF11","TUBB4B",0.479
"3600","KIF11","KIF1A",0.54
"3909","KIF11","KIF18B",0.54
"1502","KIF11","KIF2C",0.6
"3262","KIF11","KLC1",0.54
"2908","KIF11","KIFC1",0.54
"2839","KIF11","KIF26A",0.54
"2743","KIF11","KIF26B",0.54
"265","KIF11","BUB1B",0.544
"3072","KIF11","RACGAP1",0.412
"779","KIF11","KIF9",0.54
"1663","KIF11","KIF12",0.54
"256","KIF11","KIF6",0.54
"814","KIF11","TUBA1B",0.95
"2315","KIF11","KIF20A",0.567
"1533","KIF11","CDC20",0.487
"3965","CFAP90","LSM4",0.839
"2363","KIF11","CDK1",0.682
"943","CFAP90","RBM5",0.591
"713","CFAP90","PPP1CA",0.634
"936","KIF11","FOXM1",0.4
"1071","ABCC9","PLN",0.54
"1192","ABCC9","ATP1A2",0.54
"973","ABCC9","KCNJ11",0.994
"4720","ABCC9","KCNJ8",0.992
"2212","RORA","NME2",0.422
"1645","LMNB1","ZWINT",0.724
"2326","LMNB1","KIF20A",0.49
"1074","LMNB1","SYNE2",0.808
"354","LMNB1","LRRK2",0.457
"3696","LMNB1","VIM",0.42
"2061","XYLT1","SDC1",0.9
"153","DNAH3","DNAH5",0.72
"3191","LMNB1","GABARAPL1",0.437
"2755","LMNB1","SUN2",0.839
"1284","LMNB1","SYNE1",0.808
"2378","LMNB1","CDK1",0.506
"942","SNCAIP","PLD1",0.467
"4734","SNCAIP","SNCA",0.997
"2516","PSMA6","CCNF",0.457
"676","RORA","FZD2",0.812
"1706","PSMA6","PSMB9",0.995
"2655","RORA","TRAC",0.516
"726","RORA","RORC",0.9
"703","RORA","WNT11",0.853
"2480","RORA","CSNK1E",0.535
"760","DSG2","PKP3",0.683
"1147","DSG2","DSC3",0.938
"4350","PSMA6","PSMB3",0.994
"198","RORA","WNT9A",0.668
"323","DSG2","KRTCAP2",0.469
"234","DSG2","DSC2",0.998
"1994","DSG2","DSP",0.97
"438","DSG2","RAC3",0.543
"2945","DSG2","PERP",0.499
"2260","DSG2","JUP",0.89
"391","NDC80","CDT1",0.497
"191","DSG2","CDH2",0.485
"1260","NDC80","CENPF",0.752
"435","CYBA","RAC3",0.81
"2198","NDC80","MLF1",0.42
"107","CYBA","NOX4",0.996
"1917","CYBA","CYBB",0.999
"811","NDC80","KNL1",0.951
"1648","NDC80","ZWINT",0.868
"714","NDC80","PPP1CA",0.51
"3856","NDC80","SPC24",0.999
"238","NDC80","CENPU",0.621
"415","NDC80","BUB1",0.725
"626","NDC80","SKA3",0.72
"196","NDC80","NUF2",0.999
"1280","NDC80","NEK2",0.809
"243","NDC80","SPC25",0.993
"251","NDC80","SKA1",0.83
"263","NDC80","BUB1B",0.755
"1002","CDH1","OCLN",0.964
"372","NDC80","PLK1",0.774
"396","CDK2AP1","CDK2AP2",0.551
"3631","CDK2AP1","CHD4",0.621
"1139","CDH1","CLDN7",0.509
"84","CDH1","PKD1",0.512
"309","CDH1","AQP5",0.403
"4662","CDH1","RPS17",0.8
"1040","CDH1","UBE2C",0.487
"3835","CDH1","RPL17",0.8
"1362","CYBA","S100A9",0.499
"282","CYBA","NCF1",0.999
"2251","CDH1","JUP",0.996
"2190","CDH1","ECT2",0.458
"338","CDH1","RPS23",0.8
"321","CDH1","CLDN1",0.422
"2136","CDH1","KRT18",0.481
"146","CDH1","CDH6",0.54
"619","CDH1","RPS15A",0.8
"599","CDH1","MET",0.878
"4263","CDH1","RPS10",0.8
"2125","CDH1","CD9",0.568
"1442","CDH1","SORBS1",0.558
"169","CDH1","ERBB3",0.62
"2585","CDH1","CTNND1",0.998
"1128","CDH1","CD300A",0.426
"167","CDH1","ITGB7",0.722
"978","CDH1","RPL22",0.8
"2722","ARG2","PYCR1",0.414
"1449","ARG2","DHCR24",0.426
"186","CDH1","CDH2",0.994
"180","CDH1","CDH11",0.681
"1172","PDGFRB","STAT1",0.709
"2211","PDGFRB","PDGFD",0.981
"87","PDGFRB","NHERF1",0.733
"306","PDGFRB","STAT5B",0.502
"236","PDGFRB","MYCN",0.42
"1841","GNB5","GNA14",0.664
"97","GNB5","GNA15",0.641
"2964","GNB5","GNG4",0.919
"2689","CDH1","CTNNA2",0.953
"3825","CDH1","RPL26",0.8
"3091","CDH1","RPL36A",0.808
"2624","CDH1","JAM2",0.403
"233","CDH1","DSC2",0.491
"3055","PDGFRB","GRB7",0.826
"1577","GNB5","GRIK3",0.499
"1857","GNB5","GABBR1",0.499
"103","SPAG9","MREG",0.478
"3821","GNB5","KCNJ12",0.499
"2105","GNB5","GNG7",0.897
"700","GNB5","WNT11",0.499
"1366","GNB5","RGS10",0.685
"516","GNB5","ADCY6",0.499
"1314","GNB5","RGS1",0.698
"1954","GNB5","PCNA",0.9
"2335","GNB5","RGS19",0.686
"3373","GNB5","PIK3CG",0.499
"448","GNB5","P2RY1",0.499
"944","GNB5","ESR2",0.499
"680","GNB5","FZD2",0.499
"371","SPAG9","PLK1",0.457
"2688","SPAG9","CTNNA2",0.499
"378","MCM4","PLK1",0.457
"2322","MCM4","KIF20A",0.406
"3673","MCM4","FKBP5",0.582
"3116","MCM4","CDC45",0.987
"1564","RAB27B","SYTL4",0.647
"3636","RAB27B","SYTL1",0.803
"1472","MCM4","ORC1",0.931
"3041","MCM4","L3MBTL1",0.42
"3258","SPAG9","KLC1",0.462
"774","SPAG9","MAPK11",0.53
"1880","MCM4","H4C3",0.403
"4272","SPAG9","MAPK8IP3",0.462
"185","SPAG9","CDH2",0.499
"2196","SPAG9","CDON",0.499
"533","MCM4","CLSPN",0.899
"110","MCM4","ASF1B",0.611
"387","MCM4","CDT1",0.961
"159","CACNG4","ADAM22",0.499
"1940","MCM4","PCNA",0.619
"2779","MCM4","TONSL",0.457
"143","MCM4","MCM2",0.999
"86","MCM4","GINS1",0.979
"1368","MCM4","H3C10",0.439
"216","MCM4","GINS4",0.991
"4385","MCM4","H3C8",0.441
"3031","MCM4","GINS3",0.985
"3738","MCM4","TIMELESS",0.872
"3315","MCM4","MCM10",0.98
"1101","CACNG4","CACNA1G",0.724
"495","CACNG4","CNIH2",0.72
"104","CACNG4","GRIN2D",0.72
"1456","CACNG4","CACNA1B",0.643
"3764","CACNG4","SHISA9",0.72
"1018","CACNG4","HTR3A",0.72
"765","CACNG4","GRIN2A",0.72
"553","MTUS1","AURKB",0.628
"4440","CACNG4","CACNA1A",0.54
"1112","CACNG4","RYR1",0.72
"1586","CACNG4","GRIK3",0.54
"121","CACNG4","ADAM23",0.499
"640","CACNG4","CACNB2",0.72
"1832","CACNG4","CACNA1F",0.9
"792","CACNG4","CACNA1H",0.724
"3705","PKD1","RAB3IP",0.499
"3122","PKD1","TRPV4",0.634
"278","PKMYT1","CCNB2",0.584
"3161","PKD1","HDAC9",0.457
"199","PKD1","WNT9A",0.401
"1782","PKMYT1","CKS2",0.65
"3380","PKD1","TRPC1",0.646
"3115","GINS1","CDC45",0.996
"2387","PKMYT1","CDK1",0.668
"375","PKMYT1","PLK1",0.632
"508","PKMYT1","CKS1B",0.596
"3320","GINS1","MCM10",0.598
"3032","GINS1","GINS3",0.999
"3745","GINS1","TIMELESS",0.868
"532","GINS1","CLSPN",0.8
"313","PITPNM3","ZFPL1",0.448
"145","GINS1","MCM2",0.974
"215","GINS1","GINS4",0.999
"1947","CCNE1","PCNA",0.651
"184","NHERF1","CDH2",0.606
"1766","NHERF1","SYK",0.408
"168","NHERF1","ERBB3",0.627
"1134","NHERF1","ATP2B2",0.429
"3047","NHERF1","PTH1R",0.611
"510","CCNE1","CKS1B",0.804
"2402","CCNE1","CDK1",0.738
"970","CCNE1","E2F1",0.411
"1784","CCNE1","CKS2",0.664
"392","CCNE1","LIN37",0.477
"222","DOK5","NTRK2",0.418
"420","DOK5","NRTN",0.499
"1023","DOK5","RET",0.725
"1160","DOK5","NTRK3",0.426
"285","NHERF1","NCF1",0.586
"2090","NHERF1","SLC34A2",0.9
"4105","TYROBP","LCK",0.499
"1156","TYROBP","SIGLEC14",0.995
"1417","TYROBP","VAV3",0.713
"3734","TYROBP","CLEC5A",0.982
"1593","TYROBP","TREM2",0.998
"1772","TYROBP","SYK",0.999
"4671","TYROBP","SELL",0.493
"1691","TYROBP","C1QA",0.487
"2013","CCNE1","RHOBTB3",0.63
"1318","TYROBP","FCGR3A",0.834
"1242","CCNE1","E2F2",0.54
"3121","CCNE1","GMNC",0.414
"390","CCNE1","CDT1",0.551
"3395","CCNE1","CDK5",0.725
"2699","CCNE1","CDKN1A",0.919
"3652","CCNE1","PTK6",0.499
"785","CELSR1","INTU",0.483
"940","CCNE1","FOXM1",0.457
"252","TIMP2","MMP16",0.431
"1518","TIMP2","MMP9",0.971
"128","ANOS1","FGF2",0.405
"157","PRKX","PRKAR2B",0.834
"2100","GNA15","GNG7",0.595
"966","E2F3","E2F1",0.967
"1243","E2F3","E2F2",0.952
"1839","GNA15","GNA14",0.82
"2204","GNA15","GRK5",0.518
"813","GNA15","ARHGEF25",0.499
"2337","GNA15","RGS19",0.499
"1315","GNA15","RGS1",0.499
"2974","GNA15","GNG4",0.595
"450","GNA15","P2RY1",0.499
"152","GRIN2D","RASGRF2",0.4
"1964","PRKCQ","GATA3",0.442
"2499","PRKCQ","CARD11",0.936
"4101","PRKCQ","LCK",0.793
"1022","CCDC6","RET",0.9
"2729","CCDC6","C1S",0.582
"230","CCDC6","PPP4C",0.758
"255","KIF18A","KIF6",0.54
"1661","KIF18A","KIF12",0.54
"155","KIF18A","CENPE",0.821
"2836","KIF18A","KIF26A",0.54
"2744","KIF18A","KIF26B",0.54
"2912","KIF18A","KIFC1",0.61
"2318","KIF18A","KIF20A",0.54
"783","KIF18A","KIF9",0.54
"3248","KIF18A","KLC1",0.54
"3908","KIF18A","KIF18B",0.54
"3587","KIF18A","KIF1A",0.54
"1508","KIF18A","KIF2C",0.847
"708","KIF18A","PPP1CA",0.692
"687","KIF18A","KIF15",0.54
"1301","KIF18A","KIF14",0.633
"283","NOX4","NCF1",0.991
"1915","NOX4","CYBB",0.998
"439","NOX4","RAC3",0.559
"2959","IL1B","LIFR",0.585
"1240","PAX8","COL6A1",0.424
"270","PAX8","PPARG",0.965
"2421","IL1B","NUPR1",0.426
"1089","IL1B","CASP8",0.584
"3187","GRIN2D","BEGAIN",0.499
"496","GRIN2D","CNIH2",0.72
"3763","GRIN2D","SHISA9",0.72
"757","GRIN2D","P2RX7",0.9
"769","GRIN2D","GRIN2A",0.998
"1020","GRIN2D","HTR3A",0.72
"1581","GRIN2D","GRIK3",0.551
"1818","GRIN2D","DLG2",0.4
"3493","IL1B","LYN",0.489
"232","IL1B","IL18",0.484
"561","IL1B","IL1RAP",0.999
"1169","IL27RA","STAT1",0.63
"2819","IL1B","CXCR4",0.428
"4395","EPCAM","MUC1",0.703
"3981","IL27RA","IL12RB1",0.9
"1867","ASF1B","H4C3",0.958
"2782","ASF1B","TONSL",0.743
"144","ASF1B","MCM2",0.97
"4231","ASF1B","H4C9",0.964
"1367","ASF1B","H3C10",0.595
"4368","ASF1B","H3C8",0.645
"4423","ASF1B","H4C8",0.921
"1575","SGO1","CDCA8",0.933
"556","SGO1","AURKB",0.49
"259","SGO1","BUB1B",0.44
"4279","PDZRN3","FAM13C",0.416
"2128","EPCAM","CD9",0.851
"156","EPCAM","WNT2",0.57
"1140","EPCAM","CLDN7",0.975
"2220","EPCAM","TSPAN8",0.599
"2158","EPCAM","LAIR1",0.408
"3893","VAMP8","AP1M2",0.499
"732","VAMP8","VPS33B",0.448
"3347","VAMP8","VAMP2",0.96
"2463","VAMP8","AP1S3",0.499
"3635","VAMP8","SYTL1",0.405
"1563","VAMP8","SYTL4",0.404
"1991","VAMP8","TXNDC5",0.499
"2175","VAMP8","STX2",0.939
"3497","VAMP8","TPD52",0.499
"3225","VAMP8","STXBP2",0.623
"123","CAPG","ADD2",0.72
"432","GRB14","INSR",0.977
"1907","GRB14","PRKCZ",0.509
"3053","GRB14","GRB7",0.42
"3457","GRB14","ANGPT1",0.499
"2868","STK17B","PRKD1",0.412
"957","LCAT","APOD",0.72
"4631","LCAT","LPL",0.54
"231","TNFRSF8","IL18",0.416
"2984","TNFRSF8","TNF",0.589
"1633","TNFRSF8","TRAF1",0.645
"289","TNFRSF8","TNFRSF13C",0.423
"2096","LCAT","VLDLR",0.54
"3789","LCAT","APOBR",0.54
"4214","LCAT","LSR",0.54
"1322","TNFRSF8","FCGR3A",0.98
"563","LCAT","CLU",0.761
"3102","LCAT","MSR1",0.54
"2719","LCAT","SAA1",0.54
"358","TUBB4A","LRRK2",0.457
"816","TUBB4A","TUBA1B",0.96
"3657","TUBB4A","TUBA1C",0.961
"3464","NGEF","LYN",0.499
"4605","DGKD","FEZ1",0.414
"902","TUBB4A","TUBB4B",0.42
"3714","TUBB4A","PFDN5",0.499
"1375","TUBB4A","H3C10",0.424
"4610","TUBB4A","DYNC2H1",0.666
"4383","TUBB4A","H3C8",0.424
"641","TUBB4A","DYNC1I1",0.743
"3025","NID1","LAMA2",0.568
"523","ADAM23","LGI4",0.499
"2045","NID1","EMILIN1",0.542
"1977","NID1","AGRN",0.93
"1556","NID1","PLAU",0.54
"1239","NID1","COL6A1",0.42
"2333","NID1","MMRN1",0.542
"2718","NMU","SAA1",0.458
"2597","POLQ","RBBP8",0.499
"1927","POLQ","RAD50",0.499
"456","POLQ","FEN1",0.499
"1255","UPK1B","PSEN2",0.431
"1773","TXK","SYK",0.517
"2082","TXK","TEC",0.4
"1414","TXK","VAV3",0.632
"2172","TXK","SH2D2A",0.422
"160","ADAM23","ADAM22",0.929
"1819","ADAM23","DLG2",0.424
"485","LAMC2","DST",0.499
"3022","LAMC2","LAMA2",0.658
"2164","LAMC2","LAMB3",0.996
"569","LAMC2","ITGA3",0.499
"1225","LAMC2","DMD",0.499
"3997","TXK","VAV1",0.722
"3486","TXK","LYN",0.631
"271","TXK","KIT",0.443
"295","FGF2","FGFR4",0.994
"171","FGF2","ERBB3",0.484
"3290","ADD2","SLC2A1",0.575
"1513","FGF2","MMP9",0.533
"481","FGF2","SDC2",0.757
"1352","FGF2","S100A4",0.778
"1548","FGF2","SDC4",0.986
"224","FGF2","NTRK2",0.523
"3453","ADD2","DMTN",0.959
"3954","ADD2","ANKRD29",0.653
"772","FGF2","FLRT2",0.499
"325","FGF2","PTX3",0.944
"374","UBE2S","PLK1",0.499
"1068","ADD2","ANK2",0.932
"206","FGF2","FGF18",0.4
"547","UBE2S","AURKB",0.499
"927","FGF2","ERBB4",0.451
"2396","UBE2S","CDK1",0.499
"1524","UBE2S","CDC20",0.919
"2440","FGF2","CXCL1",0.793
"1596","FGF2","ENG",0.416
"2064","FGF2","SDC1",0.993
"1281","UBE2S","NEK2",0.499
"1204","UBE2S","PCGF3",0.54
"2018","UBE2S","BRCA2",0.72
"1041","UBE2S","UBE2C",0.967
"175","FGF2","FGF7",0.73
"859","FGF2","FGFR3",0.996
"2264","UBE2S","PTTG1",0.499
"3382","FGF2","TRPC1",0.435
"266","UBE2S","BUB1B",0.76
"334","UBE2S","MAD2L1",0.499
"4473","UBE2S","RAD51",0.72
"865","UBE2S","UBE2V1",0.49
"1405","SHC2","NGF",0.499
"3532","NEIL3","H2AX",0.499
"986","NEIL3","NEIL1",0.504
"952","CNTNAP1","NFASC",0.998
"4056","NEIL3","H2BC11",0.499
"1055","NEIL3","H2BC12",0.499
"4044","RAB17","NUDT3",0.656
"3503","CP","HEPH",0.9
"3280","CP","SERPINA1",0.675
"941","DNAJC27","FAM184A",0.671
"427","NEIL3","H2AC8",0.499
"4163","NEIL3","H2BC9",0.499
"652","NEIL3","H2BC4",0.499
"801","CNTNAP1","PTPRB",0.609
"1065","CNTNAP1","ANK2",0.408
"3702","CNTNAP1","CNTN1",0.996
"2733","CLDN16","CLDN5",0.764
"999","CLDN16","OCLN",0.65
"2495","CLDN16","CLDN6",0.65
"1141","CLDN16","CLDN7",0.754
"320","CLDN16","CLDN1",0.752
"3223","ANXA3","STXBP2",0.602
"3871","CLDN16","TJP3",0.65
"3174","CLDN16","CLDN4",0.65
"2356","CLDN16","CLDN3",0.832
"366","CLDN16","CLDN10",0.65
"2958","CLDN16","CLDN9",0.65
"173","PDE8B","GPR65",0.422
"470","SDHA","UQCRFS1",0.535
"582","SDHA","NDUFS8",0.831
"174","SDHA","SLC27A2",0.452
"1426","PDCD6","SEC31B",0.612
"3231","SDHA","SDHAF3",0.725
"526","PDCD6","KLHL3",0.72
"4566","PDCD6","LZTR1",0.72
"587","DEPDC1B","RHOJ",0.543
"3042","MCM2","L3MBTL1",0.457
"200","DEPDC1B","RHOB",0.564
"441","DEPDC1B","RAC3",0.543
"4374","MCM2","H3C8",0.94
"3317","MCM2","MCM10",0.917
"3746","MCM2","TIMELESS",0.956
"3104","MCM2","CDC45",0.995
"3030","MCM2","GINS3",0.991
"212","MCM2","GINS4",0.993
"4415","MCM2","H4C8",0.9
"1369","MCM2","H3C10",0.941
"4227","MCM2","H4C9",0.937
"1465","MCM2","ORC1",0.939
"424","MCM2","H2AC8",0.457
"2693","CDH6","CTNNA2",0.547
"2778","MCM2","TONSL",0.918
"385","MCM2","CDT1",0.955
"1869","MCM2","H4C3",0.933
"279","MCM2","CCNB2",0.62
"538","MCM2","CLSPN",0.954
"3360","MCM2","CDKN2A",0.721
"189","CDH6","CDH2",0.784
"181","CDH6","CDH11",0.629
"2255","CDH6","JUP",0.551
