"","external_gene_name","uniprot_gn_id","cluster","betweenness","degree_centrality","pocket","druggability","num_drug_pockets","struct_score"
"1002","HDAC9","Q9UKV0",2,8,6,0.104,0.668,2,64.4192630501535
"51","MRPS12","O15235",2,1743,3,0.312,0.667,1,87.3524056603774
"733","TMEM102","Q8N9M5",48,0,1,0.236,0.666,1,74.646459806232
"367","CAPG","P40121",2,0,1,0.313,0.665,1,86.7052873986735
"116","RAB3D","O95716",48,0,1,0.185,0.662,2,85.1536789689514
"242","FOLR1","P15328",2,608,4,0.09,0.662,1,91.1136580706781
"358","FBN2","P35556",12,7,3,0.076,0.662,1,73.4549370886566
"760","DNAH3","Q8TD57",24,0,1,0.199,0.662,1,78.2948199226985
"277","COX5A","P20674",2,14138,6,0.376,0.66,1,88.1096183206107
"950","TREM1","Q9NP99",2,0,1,0.034,0.66,1,71.4291325431034
"64","XRCC2","O43543",2,761,5,0.516,0.659,1,87.09828125
"293","RYR1","P21817",2,1899,4,0.105,0.659,3,81.1229611086276
"483","TUBB4B","P68371",2,4864,8,0.258,0.659,2,92.0280377574371
"352","MCM4","P33991",2,9512,9,0.217,0.658,3,73.7432969464523
"425","NEK2","P51955",2,7688,2,0.136,0.658,2,78.7481933351694
"973","TLR7","Q9NYK1",54,0,1,0.198,0.657,4,87.5433407703147
"47","LAMA5","O15230",2,3467,4,0.026,0.656,1,82.8635124123555
"1008","TPX2","Q9ULW0",2,761,2,0.402,0.656,1,64.2385140295534
"737","CHST4","Q8NCG5",18,0,1,0.363,0.655,2,90.7722761664565
"872","NCAPG","Q9BPX3",2,0,3,0.163,0.655,1,82.5022967581047
"9","SHISA9","B4DS77",2,0,1,0.277,0.654,1,56.9548785670917
"608","BAK1","Q16611",2,2279,3,0.535,0.654,2,81.5439745916515
"142","HLA-DRA","P01903",2,0,4,0.277,0.653,1,89.585865479723
"203","MYB","P10242",2,0,1,0.162,0.652,1,59.1985935965429
"640","RNF43","Q68DV7",37,0,3,0.124,0.651,1,54.6022126389119
"467","ROMO1","P60602",2,636,2,0.413,0.649,3,78.1310854092527
"983","TMEM63C","Q9P1W3",2,0,1,0.125,0.649,1,74.5734985555725
"122","DLGAP3","O95886",2,0,1,0.282,0.648,1,50.7010850636303
"895","PARD6B","Q9BYG5",2,3192,2,0.345,0.647,1,71.2440158566012
"635","COL13A1","Q5TAT6",1,0,2,0.197,0.646,1,57.9746266531027
"433","AQP5","P55064",2,761,2,0.392,0.643,1,93.5050600600601
"531","FOLH1","Q04609",2,2288,4,0.322,0.643,1,94.0139711796247
"214","PCNA","P12004",2,4677,7,0.569,0.642,1,94.3301493280239
"544","DMTN","Q08495",2,0,1,0.221,0.641,1,64.6346295717412
"695","CDR2L","Q86X02",2,0,1,0.434,0.641,2,74.2011666666667
"535","RAD51","Q06609",2,4984,5,0.282,0.64,1,91.5906682116647
"1035","IGF2BP2","Q9Y6M1",2,761,2,0.107,0.64,1,77.7524737180863
"248","DSP","P15924",2,2832,2,0.4,0.639,1,76.9987516176344
"363","ADD2","P35612",2,761,2,0.203,0.639,4,66.2712014820042
"488","CLDN10","P78369",2,8628,9,0.4,0.636,1,79.6963308095515
"875","GINS4","Q9BRT9",2,0,2,0.324,0.635,1,90.748319649699
"76","GPRIN2","O60269",2,0,1,0.172,0.634,1,50.2825941548659
"376","TEC","P42680",2,2277,4,0.096,0.634,1,85.8854218961189
"455","EPPK1","P58107",2,0,1,0.182,0.634,2,80.5469190528634
"175","CD2","P06729",2,97,4,0.375,0.633,2,78.2975917926566
"204","MYBL2","P10244",2,0,1,0.066,0.633,1,58.4505143475907
"27","CDK2AP1","O14519",16,0,1,0.451,0.632,1,76.3677598152425
"58","KCNN4","O15554",2,761,2,0.429,0.632,1,84.8505162638019
"315","CD24","P25063",2,0,1,0.228,0.632,1,63.8901060070671
"624","SLC44A4","Q53GD3",2,0,1,0.128,0.632,1,83.7654938160961
"57","CLDN3","O15551",2,669,5,0.271,0.631,1,81.4275857843137
"148","KRT6A","P02538",2,969,5,0.307,0.631,1,69.5078710289237
"346","L1CAM","P32004",2,5550,4,0.068,0.631,1,79.3527939240506
"736","NETO2","Q8NC67",42,0,1,0.302,0.631,1,72.4228047024952
"725","SYNE4","Q8N205",11,0,1,0.168,0.628,1,57.7824567699837
"782","DNAH5","Q8TE73",24,0,1,0.404,0.627,2,87.625687427604
"129","PLAU","P00749",2,998,3,0.414,0.626,1,82.3034746760895
"222","CCL4","P13236",2,2410,3,0.27,0.626,1,88.9764185393258
"532","KRT17","Q04695",2,81,3,0.276,0.626,1,79.6090828138914
"919","RIBC2","Q9H4K1",2,2064,7,0.365,0.625,1,86.7487370730179
"836","RMI2","Q96E14",2,2582,7,0.286,0.624,1,89.8118485121731
"391","PCP4","P48539",44,0,1,0.348,0.623,1,77.7962315789474
"484","H3C8","P68431",2,11,3,0.351,0.623,1,87.2869195189639
"485","H3C10","P68431",2,0,3,0.351,0.623,1,87.2869195189639
"896","NUF2","Q9BZD4",2,0,1,0.317,0.622,2,89.4283280839895
"21","ACKR2","O00590",2,3092,3,0.22,0.621,2,80.0169468882372
"785","DNAH5","Q8TE73",24,0,1,0.238,0.621,1,83.6195726801359
"443","CABP4","P57796",2,0,1,0.276,0.62,1,66.1006935332709
"1010","ALK","Q9UM73",2,761,2,0.087,0.62,3,67.2764660805034
"151","C1QC","P02747",2,940,2,0.29,0.619,1,81.1674174008811
"823","MAL2","Q969L2",2,0,1,0.336,0.619,1,84.150243902439
"109","SLC34A2","O95436",2,0,1,0.04,0.616,3,72.9698965387509
"313","CCND1","P24385",2,30015,9,0.313,0.616,2,88.5515780518928
"431","BLM","P54132",2,1899,5,0.161,0.616,1,60.9577520838935
"927","DCTPP1","Q9H773",21,0,1,0.339,0.616,1,85.4051443768997
"800","CKAP2","Q8WWK9",19,0,1,0.332,0.615,2,59.5370678783383
"155","SLPI","P03973",2,0,1,0.442,0.612,1,84.3958763931104
"756","DNAH3","Q8TD57",24,0,1,0.286,0.612,4,84.6699973338073
"844","CENPN","Q96H22",2,0,2,0.3,0.612,1,86.2099712952996
"343","IL2RG","P31785",2,2925,4,0.234,0.609,1,76.8157961783439
"416","BRCA2","P51587",2,32217,9,0.27,0.607,2,50.7637532832171
"285","RYR1","P21817",2,1899,4,0.271,0.606,1,82.3923041186456
"633","MPP7","Q5T2T1",2,322,2,0.114,0.606,1,81.0212730028145
"159","CD74","P04233",2,3917,5,0.198,0.605,1,70.6713779863481
"368","CD96","P40200",2,0,1,0.113,0.605,1,66.5442355998268
"646","ESRP1","Q6NXG1",2,0,1,0.187,0.604,1,78.0681606168892
"691","IQGAP3","Q86VI3",2,0,1,0.181,0.604,2,79.626746793641
"93","CDK2AP2","O75956",16,0,1,0.476,0.603,1,75.7454793028323
"677","FBN3","Q75N90",12,0,1,0.161,0.603,1,71.8255268022181
"999","HOOK1","Q9UJC3",2,0,1,0.269,0.603,3,82.6753444782168
"243","VAV1","P15498",2,853,3,0.182,0.602,2,87.1454154603358
"747","CCL4L2","Q8NHW4",2,0,1,0.14,0.601,1,90.2797042253521
"527","DSC2","Q02487",2,3552,2,0.275,0.6,1,76.5627940128297
"625","PYCR3","Q53H96",47,0,1,0.416,0.6,1,94.8127209186221
"877","CENPK","Q9BS16",2,0,3,0.253,0.599,1,81.7073108108108
"963","HOMER2","Q9NSB8",2,1521,3,0.431,0.599,2,89.1137232924694
"150","C1QA","P02745",2,1659,2,0.216,0.597,1,82.8722665210268
"709","RCOR2","Q8IZ40",2,0,1,0.11,0.597,1,68.123295816002
"710","UNC5B","Q8IZJ1",2,6797,4,0.216,0.597,1,77.9814525216435
"995","APOBEC3B","Q9UH17",2,0,1,0.283,0.593,1,88.3310271437384
"299","RYR1","P21817",2,1899,4,0.19,0.592,1,83.9693973497913
"583","KCNJ11","Q14654",2,0,1,0.126,0.592,1,84.5652303168899
"972","B3GNT2","Q9NY97",2,0,1,0.183,0.592,1,91.2820647149461
"407","CXCR3","P49682",2,1658,3,0.21,0.59,1,80.6454109828611
"504","LRP2","P98164",2,761,2,0.244,0.59,1,81.8238128845458
"623","IFI44L","Q53G44",2,1520,3,0.257,0.59,1,86.3656951797158
"587","CASP8","Q14790",2,5020,5,0.223,0.589,2,81.490306780098
"333","OAS2","P29728",19,2,3,0.27,0.588,1,87.7412699776594
"792","UBASH3B","Q8TF42",2,0,1,0.138,0.588,2,85.3686373411535
"356","FBN2","P35556",12,7,3,0.118,0.585,1,70.3207792963071
"470","CXCR4","P61073",2,10567,8,0.122,0.585,1,82.8083891660727
"687","NRARP","Q7Z6K4",2,1520,2,0.142,0.584,1,82.9288041002278
"906","RACGAP1","Q9H0H5",2,1421,5,0.133,0.584,2,69.8631812700965
"907","BCL11A","Q9H165",2,0,1,0.176,0.584,3,52.4647473008919
"250","DSP","P15924",2,2832,2,0.224,0.581,1,80.1721034363068
"374","STAT1","P42224",2,28968,10,0.247,0.581,2,88.260738451529
"476","H4C8","P62805",2,5828,7,0.336,0.581,1,90.437525
"477","H4C3","P62805",2,0,1,0.336,0.581,1,90.437525
"478","H4C9","P62805",2,13910,7,0.336,0.581,1,90.437525
"613","CA9","Q16790",2,761,2,0.253,0.58,2,76.9837717546362
"83","NOS1AP","O75052",2,0,1,0.211,0.579,1,66.1613466903373
"1","HLA-DRA","A0A0G2JMH6",2,0,4,0.196,0.578,1,89.9354104846687
"545","SIGLEC14","Q08ET2",2,0,1,0.311,0.576,1,83.5395669036845
"524","CENPE","Q02224",2,1501,4,0.235,0.575,2,73.0695095601475
"1031","RAD54B","Q9Y620",2,0,1,0.092,0.573,1,71.8059425096739
"5","GMNC","A6NCL1",2,0,1,0.28,0.572,1,59.652997754491
"1024","GPSM3","Q9Y4H4",2,0,1,0.281,0.57,1,71.626796812749
"153","LTF","P02788",2,2076,3,0.41,0.569,1,95.0600127597521
"143","HLA-DQA2","P01906",2,761,6,0.146,0.568,1,89.4776127724278
"215","FCGR1A","P12314",2,26802,5,0.35,0.568,2,84.9618617021277
"832","ELMO3","Q96BJ8",2,0,1,0.169,0.567,2,89.1967652204339
"440","CLDN6","P56747",2,4049,7,0.114,0.566,1,80.7301104294478
"354","FBN2","P35556",12,7,3,0.126,0.565,1,75.5920811744387
"220","GZMA","P12544",2,0,1,0.34,0.564,2,91.4629437869823
"730","MARVELD2","Q8N4S9",2,3133,5,0.305,0.564,1,67.2056255526083
"593","P2RY6","Q15077",43,0,1,0.257,0.563,1,85.8976548500195
"2","E2F8","A0AVK6",2,0,1,0.14,0.562,1,53.6931614756577
"596","RPS6KA1","Q15418",2,3340,3,0.06,0.562,3,77.4625317324185
"892","PACSIN1","Q9BY11",2,761,2,0.285,0.562,1,85.3939419318816
"659","ENHO","Q6UWT2",27,0,1,0.408,0.561,2,75.1078198198198
"616","RSPO4","Q2I0M5",37,0,2,0.197,0.559,1,78.7371083012644
"778","DNAH5","Q8TE73",24,0,1,0.38,0.558,1,86.1050372297479
"865","KIF2C","Q99661",2,8668,7,0.07,0.558,2,74.6576222300387
"884","DSCC1","Q9BVC3",2,0,1,0.206,0.558,1,92.165723830735
"908","ZBP1","Q9H171",2,0,1,0.155,0.556,1,55.8427557603687
"156","TK1","P04183",2,28,2,0.284,0.554,2,82.3099831460674
"731","NGEF","Q8N5V2",2,0,1,0.181,0.553,1,72.0130984455959
"819","MAP4K1","Q92918",2,0,1,0.1,0.553,2,69.2882779597567
"257","SPN","P16150",2,0,1,0.297,0.552,1,53.319008147361
"612","UBE2S","Q16763",2,77901,9,0.168,0.552,1,81.850285884455
"1016","EXO1","Q9UQ84",2,0,2,0.203,0.552,1,63.6393491751173
"382","ALDH3B1","P43353",5,0,2,0.048,0.55,1,96.2688248215266
"533","PRKCQ","Q04759",2,0,1,0.202,0.549,2,79.854542603241
"681","MCM10","Q7L590",2,0,5,0.08,0.549,2,66.8889134545455
"537","TNFRSF9","Q07011",2,761,2,0.306,0.548,2,81.7623076923077
"1011","BARX2","Q9UMQ3",2,0,1,0.238,0.548,1,66.3515560640732
"618","ERCC6L","Q2NKX8",2,761,2,0.048,0.546,1,62.794578920827
"317","ITGA3","P26006",2,2794,5,0.183,0.545,2,84.1693255275034
"936","MUC5B","Q9HC84",2,1020,3,1.024,0.544,1,81.8296381297019
"325","HLA-DMB","P28068",2,0,2,0.451,0.541,1,89.0459577603143
"321","PTPN3","P26045",2,0,1,0.087,0.538,1,73.6057011903133
"615","MICB","Q29980",2,117,2,0.152,0.538,1,78.9788026755853
"282","RYR1","P21817",2,1899,4,0.107,0.537,2,84.4873487239607
"855","CITED4","Q96RK1",2,761,2,0.279,0.537,1,61.0645731707317
"928","ECT2","Q9H8V3",2,463,3,0.116,0.537,1,71.662188876652
"729","TTC30B","Q8N4P2",55,0,1,0.17,0.535,2,93.271462184874
"275","ALOX5AP","P20292",7,0,1,0.299,0.534,1,89.6076827371695
"795","THEM6","Q8WUY1",2,0,1,0.187,0.534,1,94.9329089827484
"966","SMC4","Q9NTJ3",2,4021,6,0.294,0.533,3,81.8996961192297
"32","NDC80","O14777",2,2922,3,0.161,0.532,2,78.6095798805165
"464","MLF1","P58340",2,799,4,0.247,0.532,1,65.9437092264678
"696","LSR","Q86X29",2,4740,5,0.029,0.531,2,57.3279613776628
"169","KRT18","P05783",2,5320,3,0.125,0.53,1,80.2997508896797
"445","EPPK1","P58107",2,0,1,0.206,0.53,2,83.0886545454545
"838","LINGO1","Q96FE5",2,0,1,0.222,0.53,2,86.9701849217639
"163","TYMS","P04818",2,0,2,0.38,0.529,1,94.1360612082671
"236","IL2RB","P14784",2,377,2,0.064,0.528,1,65.8170250231696
"987","CGN","Q9P2M7",2,0,1,0.153,0.528,1,70.8098504809703
"700","EGFL6","Q8IUX8",26,0,1,0.125,0.526,1,67.155632157046
"365","SCNN1A","P37088",2,0,1,0.225,0.525,1,75.7927385424493
"397","CENPF","P49454",2,10672,3,0.399,0.524,2,72.4119894505495
"480","GNGT1","P63211",2,9443,6,0.318,0.524,1,88.8391186440678
"866","RBBP8","Q99708",2,4708,8,0.355,0.524,1,53.5079089635854
"337","TM4SF1","P30408",2,0,1,0.246,0.523,1,81.2796222664016
"861","NELL2","Q99435",14,0,1,0.254,0.523,1,80.3271710630232
"233","PKM","P14618",2,3037,5,0.224,0.522,2,96.786724137931
"410","MCM2","P49736",2,0,2,0.139,0.522,3,76.522590572108
"475","ESRRG","P62508",2,0,1,0.247,0.522,1,76.1837890625
"513","CDK5","Q00535",2,4541,5,0.253,0.522,1,91.4416410912191
"206","PTPRF","P10586",2,0,1,0.303,0.521,3,82.8602116154873
"643","LAIR1","Q6GTX8",2,174,2,0.416,0.521,1,71.9048099547511
"668","KCTD1","Q719H9",2,0,1,0.38,0.519,1,87.0926450676983
"323","S100A4","P26447",2,7702,4,0.313,0.516,1,85.1867277167277
"964","CENPM","Q9NSP4",2,439,4,0.181,0.514,1,89.7646820809249
"268","KRT15","P19012",2,4,4,0.359,0.513,1,77.1424470246734
"296","RYR1","P21817",2,1899,4,0.269,0.513,1,80.3515970895862
"660","MPZL3","Q6UWV2",40,0,1,0.289,0.513,1,80.7711622807018
"653","EMB","Q6PCB8",2,2277,2,0.381,0.512,1,78.4755709876543
"750","PCDH19","Q8TAB3",2,0,1,0.156,0.512,1,68.7477172810281
"758","DNAH3","Q8TD57",24,0,1,0.407,0.511,1,85.5775200070354
"854","TNFRSF13C","Q96RJ3",2,388,2,0.223,0.511,1,64.475874811463
"978","DTL","Q9NZJ0",2,0,1,0.101,0.511,2,63.439316223977
"127","PNP","P00491",46,1,2,0.189,0.507,1,94.0517988480284
"332","PTPN6","P29350",2,2507,6,0.243,0.507,1,86.4121643202353
"721","ASPM","Q8IZT6",2,8922,4,0.281,0.507,2,68.9559601294939
"755","DNAH3","Q8TD57",24,0,1,0.093,0.507,1,88.9640359024739
"804","MUC16","Q8WXI7",2,1521,3,0.129,0.507,3,61.6742145922747
"591","KIF14","Q15058",2,5312,10,0.127,0.506,1,66.0463600917431
"256","ITGB4","P16144",2,8018,6,0.154,0.505,1,69.9773278781038
"124","PTTG1","O95997",2,3399,3,0.339,0.504,1,64.5439896707553
"249","DSP","P15924",2,2832,2,0.58,0.504,2,77.4571179302046
"380","CDKN2A","P42771",2,761,3,0.396,0.503,2,75.5943706896552
"991","LPAR3","Q9UBY5",2,0,1,0.018,0.503,1,81.8925825932504
"302","ERBB3","P21860",2,19657,7,0.108,0.502,1,72.8253734800232
"434","CDH6","P55285",2,3554,3,0.178,0.502,1,78.7635931222883
"35","GIPC1","O14908",2,0,1,0.347,0.501,1,81.6576192353173
"450","EPPK1","P58107",2,0,1,0.114,0.501,1,79.2517849639171
"192","CXCL1","P09341",2,1755,4,0.207,0.499,1,82.2711421319797
"816","EVPL","Q92817",2,0,1,0.174,0.499,1,73.1754180499201
"526","KIF23","Q02241",2,5487,6,0.314,0.498,1,73.073534214619
"699","PPARGC1B","Q86YN6",2,0,1,0.075,0.497,1,50.9616081098098
"378","IL12RB1","P42701",2,0,1,0.192,0.495,1,77.2554770249221
"967","CYRIB","Q9NUQ9",2,0,1,0.134,0.494,1,92.1738115548662
"457","EPPK1","P58107",2,0,1,0.112,0.491,2,82.3916662015071
"899","FOXP3","Q9BZS1",2,761,2,0.09,0.491,1,58.0664491882141
"193","FBP1","P09467",3,1,2,0.373,0.49,1,94.3652827265686
"23","WNT7A","O00755",2,761,2,0.309,0.489,1,88.7560698529412
"304","FGFR3","P22607",2,2641,4,0.127,0.488,1,75.3696381632322
"216","ANXA3","P12429",2,0,1,0.484,0.487,1,96.3413213448006
"519","CENPE","Q02224",2,1501,4,0.168,0.487,1,72.3195598895409
"401","CENPF","P49454",2,10672,3,0.437,0.484,2,70.995527633697
"626","CDCA8","Q53HL2",2,6045,6,0.388,0.483,1,68.7891859936335
"266","ITGB6","P18564",2,0,1,0.064,0.481,1,83.5190707003176
"790","DNAH5","Q8TE73",24,0,1,0.261,0.481,1,83.927656208337
"894","MRPL13","Q9BYD1",2,2181,4,0.371,0.481,1,93.4965616438356
"942","MUC5B","Q9HC84",2,1020,3,0.161,0.481,1,60.9324181615486
"481","TNNC1","P63316",2,0,1,0.394,0.48,1,79.9594691647151
"373","CD86","P42081",2,4201,4,0.351,0.479,1,79.809625
"194","WNT2","P09544",2,688,2,0.34,0.478,1,88.0026382978723
"780","DNAH5","Q8TE73",24,0,1,0.239,0.477,3,83.8064048633298
"1001","LEF1","Q9UJU2",2,4131,5,0.14,0.477,1,57.8391961414791
"489","OLR1","P78380",2,0,1,0.388,0.476,1,87.4070948434622
"754","CD200R1","Q8TD46",2,0,1,0.414,0.475,1,76.6514552529183
"914","SH3BGRL3","Q9H299",44,0,1,0.301,0.475,1,96.4317076502732
"328","CD38","P28907",2,2701,2,0.29,0.474,1,91.071501039501
"232","NCF1","P14598",2,1234,2,0.241,0.472,1,83.5663333333333
"171","LCK","P06239",2,54987,19,0.188,0.471,1,84.3333145792564
"173","CDK1","P06493",2,17675,13,0.514,0.471,1,89.3155051975052
"16","NDUFS8","O00217",2,0,1,0.547,0.47,1,89.1910072376357
"676","FBN3","Q75N90",12,0,1,0.191,0.47,1,74.6852258934592
"796","DEPDC1B","Q8WUY9",2,444,3,0.107,0.469,1,77.3635097813579
"341","CD52","P31358",2,0,1,0.352,0.466,1,68.5815483870968
"539","TFF3","Q07654",2,761,2,0.405,0.466,1,80.138
"458","EPPK1","P58107",2,0,1,0.325,0.465,1,80.0846162351424
"463","EPPK1","P58107",2,0,1,0.303,0.465,1,81.4640277389928
"453","EPPK1","P58107",2,0,1,0.164,0.464,1,78.6968298068077
"610","OCLN","Q16625",2,4018,7,0.03,0.464,1,65.4761789397937
"944","MUC5B","Q9HC84",2,1020,3,0.316,0.464,1,54.5440509579301
"805","MUC16","Q8WXI7",2,1521,3,0.089,0.463,1,74.6556522545927
"822","CNKSR1","Q969H4",2,0,1,0.212,0.463,1,68.4908771617044
"22","E2F3","O00716",2,761,2,-0.002,0.462,1,61.4124804177546
"945","SPON1","Q9HCB6",2,761,2,0.074,0.461,1,77.4239362876518
"764","DNAH3","Q8TD57",24,0,1,0.143,0.459,1,85.2008183116188
"918","FAM83D","Q9H4H8",2,0,1,0.14,0.459,1,64.4271687279152
"131","OAS1","P00973",19,0,2,0.31,0.455,1,84.2137788728057
"974","CLIC5","Q9NZA1",2,760,2,0.184,0.454,1,68.2100824679291
"408","CEBPA","P49715",2,18094,5,0.467,0.453,1,63.6736830188679
"852","RAB3IP","Q96QF0",48,1,2,0.09,0.453,1,72.3152501344809
"309","S100A1","P23297",2,1966,2,0.469,0.452,2,82.7868783783784
"400","CENPF","P49454",2,10672,3,0.416,0.452,1,70.5056078431373
"614","DOK7","Q18PE1",2,0,1,0.15,0.45,1,66.4231492897347
"850","NECTIN4","Q96NY8",2,761,2,0.112,0.45,1,78.8969155760842
"48","LAMA5","O15230",2,3467,4,0.132,0.448,1,83.3129676140119
"355","FBN2","P35556",12,7,3,0.146,0.448,1,73.4091143347967
"446","EPPK1","P58107",2,0,1,0.164,0.448,1,81.3117876073844
"115","CXCL14","O95715",2,2123,5,0.298,0.447,1,85.4669323144105
"797","BLNK","Q8WV28",2,80581,4,0.308,0.447,1,64.7174023053135
"87","ZNF217","O75362",2,6359,7,0.24,0.445,1,50.347349591483
"636","DEPDC1","Q5TB30",2,0,1,0.111,0.445,1,61.0503570881226
"751","NEIL3","Q8TAT5",2,1223,6,0.015,0.445,1,70.0085488293609
"272","PI3","P19957",2,58,2,0.417,0.443,1,71.7690610328638
"200","ALOX5","P09917",7,0,1,0.355,0.442,1,97.1566551536084
"326","MSX1","P28360",2,1056,2,0.339,0.442,1,65.8006357078449
"644","GRHL2","Q6ISB3",33,0,1,0.092,0.442,1,67.8682325860689
"684","MYH14","Q7Z406",2,0,1,0.245,0.442,1,74.6509746345121
"876","GINS3","Q9BRX5",2,2215,4,0.238,0.441,1,88.1613831018519
"474","PPP1CA","P62136",2,17077,14,0.206,0.44,1,91.5526896813354
"573","IKBKE","Q14164",2,123,2,0.192,0.44,1,88.662316254417
"74","PCDH7","O60245",2,0,1,0.174,0.439,1,76.8991999509924
"227","KRT5","P13647",2,0,4,0.423,0.438,1,68.774502283105
"379","WAS","P42768",2,2279,3,0.258,0.437,1,70.1298928475757
"698","KIF18B","Q86Y91",2,764,11,0.2,0.437,1,62.7438713629403
"874","NAA38","Q9BRA0",2,0,1,0.488,0.435,1,79.3092864749734
"65","CA12","O43570",2,0,1,0.413,0.434,1,88.3933477011494
"697","COL23A1","Q86Y22",1,0,2,0.185,0.433,1,60.2851779846659
"225","CCL5","P13501",2,9296,3,0.141,0.432,1,89.3350500715308
"1006","MYO5B","Q9ULV0",41,0,1,0.304,0.432,1,75.5039842865703
"993","TES","Q9UGI8",2,0,1,0.196,0.431,1,86.4934880239521
"10","SMKR1","H3BMG3",2,0,1,0.229,0.43,1,70.6435470941884
"605","STXBP2","Q15833",2,761,2,0.122,0.43,1,90.5337283051211
"290","RYR1","P21817",2,1899,4,0.093,0.428,1,84.7220562022554
"384","TNFRSF4","P43489",2,0,1,0.295,0.427,1,77.224293398533
"701","FOXP4","Q8IVH2",2,0,1,0.159,0.427,1,59.2384753971329
"261","HOXB6","P17509",2,0,3,0.098,0.426,1,66.5483928571429
"310","GATA3","P23771",2,29626,9,0.11,0.426,1,58.3175371360665
"449","EPPK1","P58107",2,0,1,0.32,0.425,1,79.7166317818783
"1028","ORC6","Q9Y5N6",2,4900,4,0.216,0.425,1,81.544630290668
"198","IFIT2","P09913",2,0,1,0.301,0.424,1,88.9631005732152
"322","CTNNA2","P26232",2,0,1,0.082,0.423,1,80.5028362057267
"469","CKS1B","P61024",2,9359,3,0.172,0.423,1,92.1724926686217
"582","PLS1","Q14651",2,0,2,0.067,0.423,1,87.84443273906
"542","RGS1","Q08116",2,0,1,0.315,0.422,1,81.9664572112507
"3","BICDL2","A1A5D9",11,0,1,0.351,0.415,1,80.8258567134269
"448","EPPK1","P58107",2,0,1,0.175,0.414,2,81.0833869468204
"161","GAPDH","P04406",2,8828,5,0.345,0.413,1,98.1707061143984
"611","CDKN3","Q16667",2,0,1,0.472,0.413,1,91.0594891826923
"947","JPH1","Q9HDC5",2,0,1,0.144,0.413,1,66.0123494453249
"1022","KNSTRN","Q9Y448",2,0,1,0.402,0.413,1,68.648542591845
"1034","OAS3","Q9Y6K5",19,0,2,0.107,0.413,2,86.8156041251611
"435","TPD52","P55327",2,761,5,0.35,0.412,1,68.1763684210526
"648","LLGL2","Q6P1M3",2,761,2,0.114,0.412,2,85.392408147963
"307","GNLY","P22749",2,761,2,0.379,0.41,1,78.3877320490368
"834","OTUB2","Q96DC9",2,0,1,0.314,0.41,1,94.2690260416667
"528","RASSF7","Q02833",2,0,1,0.307,0.409,1,74.5704462691896
"799","NRG4","Q8WWG1",2,0,3,0.403,0.409,1,78.4885218365062
"787","DNAH5","Q8TE73",24,0,1,0.17,0.408,1,87.4573729420186
"490","CCL20","P78556",2,2052,2,0.403,0.405,1,89.3848865153538
"67","BUB1","O43683",2,1521,3,0.138,0.403,1,64.124272589836
"622","ZC2HC1C","Q53FD0",55,0,1,0.37,0.403,1,61.1750316020885
"810","MUC16","Q8WXI7",2,1521,3,0.196,0.403,1,73.854410041841
"647","MRPL14","Q6P1L8",2,231,4,0.335,0.4,1,86.2202680965147
"674","FBN3","Q75N90",12,0,1,0.179,0.4,1,75.0089072623537
"1033","TACC3","Q9Y6A5",2,727,2,0.259,0.4,1,58.3400047378395
"977","GRHL1","Q9NZI5",33,0,1,0.206,0.399,0,68.9576923076923
"145","HLA-DRB1","P01911",2,4530,4,0.309,0.398,0,89.1249692089057
"979","MRPL15","Q9P015",2,0,2,0.439,0.396,0,91.0100296735905
"656","DARS2","Q6PI48",23,0,1,0.102,0.394,0,88.7545831725203
"863","SORT1","Q99523",2,2539,6,0.176,0.394,0,83.496135101789
"572","BOP1","Q14137",13,0,1,0.149,0.393,0,80.784320380112
"1029","MAFB","Q9Y5Q3",2,1384,3,0.207,0.393,0,64.8506381292113
"601","OASL","Q15646",2,0,2,0.34,0.392,0,92.2869968892079
"451","EPPK1","P58107",2,0,1,0.229,0.391,0,80.8731772140136
"70","SYNGR3","O43761",2,0,1,0.202,0.389,0,80.7308688147296
"224","CCL2","P13500",2,6612,3,0.274,0.389,0,87.5629350649351
"338","SLC7A1","P30825",2,1521,3,0.129,0.387,0,81.6264296233958
"621","CEP55","Q53EZ4",2,640,2,0.284,0.386,0,82.7930478192328
"728","FBXL16","Q8N461",31,0,1,0.345,0.386,0,84.4598343456654
"843","MARS2","Q96GW9",4,0,1,0.093,0.386,0,89.6491247078819
"423","KCNQ1","P51787",2,1520,2,0.165,0.385,0,68.8445828593098
"851","AP1S3","Q96PC3",2,11076,13,0.308,0.385,0,93.2561723602484
"128","HP","P00738",2,0,1,0.249,0.384,0,86.6569547454431
"402","CENPF","P49454",2,10672,3,0.219,0.384,0,70.8340929025329
"551","PTPRJ","Q12913",2,0,1,0.406,0.384,0,78.5715116731517
"295","RYR1","P21817",2,1899,4,0.093,0.383,0,80.5476771759634
"952","UBE2T","Q9NPD8",2,0,1,0.273,0.383,0,86.0270896464646
"902","KRT23","Q9C075",2,1409,6,0.182,0.382,0,78.4309623926562
"998","TEKT2","Q9UIF3",2,0,6,0.32,0.382,0,91.1042713423398
"1025","LSM4","Q9Y4Z0",2,761,2,0.486,0.382,0,77.6395806150979
"190","MMP7","P09237",2,2130,3,0.296,0.381,0,87.5878133971292
"144","HLA-DQA1","P01909",2,0,6,0.385,0.38,0,88.7141500765697
"793","MZB1","Q8WU39",29,0,1,0.198,0.38,0,84.7643547273982
"561","EIF4EBP1","Q13541",2,0,1,0.32,0.379,0,71.2936177474403
