"","node_1","node_2","uniprot_id"
"89200","P54296","Q14118",0.404
"7408","P54296","O60662",0.405
"8056","P33991","O95067",0.929
"11013","P33991","Q15555",0.715
"4588","P33991","Q9NQW6",0.718
"14499","P33991","Q96E14",0.72
"9822","P33991","Q13257",0.936
"7641","P33991","O95347",0.94
"19464","P54296","Q14315",0.406
"10925","P33991","P53350",0.947
"38764","P54296","Q5T481",0.411
"3295","P33991","Q9NVP2",0.952
"74072","P33991","Q00526",0.726
"13463","P33991","Q9BWT1",0.954
"30028","P33991","Q9NTJ3",0.954
"95659","P54296","P11055",0.422
"58972","P33991","O43663",0.964
"13535","P33991","Q9NYP3",0.731
"52909","P33991","P40938",0.967
"17001","P33991","Q17RS7",0.74
"15978","P33991","P04818",0.971
"7866","P33991","Q6PL18",0.741
"86251","P33991","P42695",0.744
"18292","P54296","Q8N8F7",0.431
"25597","P54296","P13945",0.439
"45990","P33991","Q9NRF9",0.976
"30462","P54296","Q8N3L3",0.445
"60411","P33991","P06493",0.985
"104269","P54296","Q9Y262",0.451
"68954","P54296","P01732",0.455
"45775","P33991","O95229",0.751
"31337","P33991","P68431",0.752
"12289","P33991","P30304",0.758
"51438","P33991","P12004",0.986
"66391","P54296","Q96PU5",0.456
"3825","P54296","O14530",0.456
"12893","P33991","P39748",0.988
"5643","P33991","O00444",0.77
"92189","P33991","Q9UNS1",0.989
"56913","P33991","P35249",0.991
"5902","P54296","Q8N490",0.459
"5998","P33991","P20248",0.992
"103577","P33991","P49643",0.992
"11356","P33991","Q13111",0.78
"14637","P33991","Q9NVI1",0.793
"74323","P33991","Q9BRX5",0.996
"4517","P33991","Q14181",0.997
"70381","P33991","O14757",0.997
"41448","P33991","Q13415",0.999
"11231","P33991","Q9H211",0.999
"101973","P33991","O94761",0.81
"4993","P33991","Q7Z2Z1",0.81
"33879","P33991","Q8IY18",0.816
"6430","P33991","Q9BRT9",0.999
"72909","P33991","P00374",0.819
"2846","P33991","Q14691",0.999
"93277","P33991","Q9BXS6",0.824
"23559","P54296","Q03135",0.472
"4242","P33991","P49736",0.999
"61195","P54296","P78406",0.486
"3754","P33991","Q14566",0.999
"58624","P33991","Q9NRZ9",0.843
"32342","P33991","O75717",0.999
"44293","P33991","Q53HL2",0.844
"9475","P54296","P02768",0.982
"59692","P33991","Q9NQS7",0.846
"11069","P33991","Q9ULW0",0.849
"94040","P54296","Q5VST9",0.5
"20563","Q6UB98","Q8IW00",0.415
"24026","P54296","O15013",0.514
"61259","P54296","P08590",0.519
"18650","P33991","Q15021",0.85
"80968","P33991","Q14493",0.853
"42475","P33991","Q99661",0.854
"18034","P33991","Q9BVC3",0.868
"3510","Q6UB98","Q92831",0.433
"86765","Q08999","Q9NYF8",0.406
"10081","P54296","Q8TDC0",0.541
"6786","Q6UB98","Q86T90",0.455
"13401","Q08999","O43679",0.408
"58257","Q08999","P55273",0.412
"19879","Q08999","Q9UBC3",0.412
"59536","Q6UB98","Q9Y222",0.461
"95275","Q6UB98","P28827",0.479
"53342","Q6UB98","Q9NWH9",0.5
"81283","Q6UB98","Q6ZU65",0.576
"101245","Q08999","Q99501",0.418
"3471","Q08999","Q99814",0.418
"91813","Q08999","Q12852",0.418
"95103","Q6UB98","Q13636",0.583
"6541","Q08999","Q96BF6",0.42
"53909","P54296","P18827",0.605
"16250","Q6UB98","O14490",0.597
"56510","P54296","P20916",0.615
"19550","Q6UB98","P19404",0.66
"50177","Q08999","Q8WWK9",0.426
"30689","Q08999","P27540",0.428
"71732","Q6UB98","Q9P2N2",0.678
"52702","Q6UB98","O94955",0.684
"7663","Q08999","O95347",0.526
"18817","P54296","P52272",0.64
"54794","Q08999","Q12888",0.546
"52606","P54296","O95786",0.676
"74079","Q08999","Q00526",0.439
"69838","Q08999","Q86XI2",0.581
"87342","Q08999","Q9UPY3",0.451
"97083","Q08999","Q9Y463",0.581
"25675","Q08999","Q92731",0.585
"17360","Q08999","Q15910",0.594
"4246","Q08999","P49736",0.455
"15279","P54296","O15273",0.69
"89620","P54296","P35609",0.706
"47499","Q08999","Q5T4S7",0.603
"29752","P54296","P60709",0.709
"74599","P54296","O75112",0.719
"22920","Q08999","O43463",0.611
"46583","Q08999","P26045",0.614
"49145","Q08999","Q8WV74",0.462
"55336","Q08999","Q9NRM7",0.665
"72732","Q08999","P51532",0.468
"29993","Q08999","Q9NTJ3",0.47
"72455","P54296","Q8N3K9",0.782
"96480","P54296","Q8WZ42",0.814
"86248","Q08999","P42695",0.699
"33876","Q08999","Q8IY18",0.486
"3195","Q08999","Q8WYQ5",0.724
"35712","P54296","P08603",0.826
"93564","P54296","Q13114",0.855
"83318","P54296","P46934",0.886
"14713","Q08999","P61024",0.726
"65608","Q08999","Q99708",0.791
"2689","Q08999","Q6PJI9",0.505
"13111","Q08999","P01100",0.509
"5264","Q08999","P04637",0.814
"19060","Q08999","P62136",0.829
"6108","Q08999","Q13309",0.872
"36940","Q6PJI9","Q9Y2Q5",0.939
"38937","Q6PJI9","Q9H816",0.409
"50362","Q6PJI9","Q96SD1",0.409
"14815","Q08999","P30154",0.902
"94276","Q6PJI9","Q5T011",0.943
"46137","Q08999","P98177",0.909
"6658","Q6PJI9","Q6IAA8",0.948
"52025","Q08999","Q12778",0.923
"66873","Q6PJI9","Q8WTX7",0.965
"38493","Q6PJI9","Q9NQL2",0.971
"2718","Q6PJI9","Q15382",0.973
"8214","Q6PJI9","Q9NYP9",0.416
"98284","Q6PJI9","Q9P0N9",0.427
"18413","Q6PJI9","Q969G3",0.429
"78550","Q08999","P11388",0.926
"17332","Q6PJI9","Q15910",0.431
"75966","Q6PJI9","Q92800",0.431
"12290","Q08999","P30304",0.926
"24473","Q6PJI9","Q9BXF3",0.434
"51477","Q08999","P12004",0.928
"3518","Q6PJI9","Q92831",0.434
"3847","Q6PJI9","Q9Y2I7",0.439
"66060","Q6PJI9","O75140",0.998
"52406","Q08999","O75182",0.934
"79255","Q08999","P49918",0.946
"32551","Q9H159","Q16288",0.421
"60485","Q08999","P06493",0.953
"25535","Q9H159","O00409",0.424
"72600","Q9H159","P51532",0.436
"19938","Q6PJI9","P52803",0.452
"52427","Q6PJI9","O75182",0.452
"6038","Q6PJI9","Q8WTS6",0.455
"11287","Q08999","Q96GY3",0.954
"3065","Q08999","O00716",0.96
"3945","Q6PJI9","Q2LD37",0.459
"47574","Q08999","Q14186",0.963
"44742","Q6PJI9","Q15181",0.474
"67445","Q08999","P38936",0.966
"20029","Q08999","Q5TKA1",0.978
"19662","Q9H159","Q03692",0.509
"5989","Q08999","P20248",0.979
"2939","Q08999","P24864",0.981
"26379","Q08999","Q01094",0.988
"5067","Q9H159","P55287",0.56
"76859","Q6PJI9","P21675",0.492
"5200","Q9H159","P19022",0.582
"11359","Q6PJI9","Q13111",0.509
"56902","Q6PJI9","P35249",0.51
"98204","Q9H159","Q8IVB5",0.534
"89378","Q9H159","O95996",0.54
"6532","Q9H159","Q16620",0.543
"10777","Q9H159","Q96JQ0",0.546
"64924","Q9H159","Q9H251",0.585
"101197","Q9H159","P60201",0.587
"61227","Q6PJI9","P78406",0.517
"104019","Q9H159","P55283",0.599
"77329","Q6PJI9","Q9UKV0",0.54
"58574","Q9H159","P14923",0.605
"21765","Q6PJI9","Q9UBN7",0.54
"5077","Q9H159","P55290",0.612
"82813","Q6PJI9","Q8TF40",0.542
"4273","Q9H159","P55285",0.636
"9849","Q6PJI9","Q13257",0.544
"52916","Q6PJI9","P40938",0.546
"65132","Q9H159","O60716",0.676
"3284","Q6PJI9","Q9NVP2",0.562
"40786","Q6PJI9","P28370",0.594
"98812","P41587","Q49AN0",0.454
"38268","Q6PJI9","Q86WJ1",0.594
"58638","Q6PJI9","Q9NRZ9",0.594
"91533","Q6PJI9","Q8NFH4",0.622
"20032","Q6PJI9","Q5TKA1",0.631
"51379","Q6PJI9","P12004",0.651
"58281","Q6PJI9","Q7Z3U7",0.661
"88905","Q6PJI9","P58005",0.695
"16055","Q6PJI9","Q13112",0.8
"7529","Q6PJI9","Q8NFG4",0.807
"103848","Q6PJI9","A6NHX0",0.845
"72042","Q6PJI9","Q9Y6P5",0.859
"78663","Q6PJI9","Q8NHE4",0.9
"11856","Q6PJI9","O95670",0.901
"86663","Q6PJI9","Q99437",0.903
"80553","Q6PJI9","Q16864",0.903
"20158","Q6PJI9","P27449",0.907
"5830","Q6PJI9","Q8NEY4",0.91
"12228","P41587","P25103",0.41
"60922","P41587","Q13884",0.432
"21732","P41587","P38405",0.461
"31965","Q12809","O00555",0.426
"58578","Q12809","P14923",0.403
"7134","P41587","Q9NS75",0.517
"94859","Q12809","Q8NER1",0.404
"6977","Q12809","Q02487",0.411
"74320","Q12809","Q9BRX5",0.431
"67257","P41587","O00327",0.519
"89603","Q12809","P35609",0.433
"21932","P41587","P59768",0.657
"13767","Q12809","Q9H6E5",0.436
"56318","P41587","P50150",0.657
"40144","P41587","P63218",0.657
"46213","P41587","P50151",0.657
"66758","P41587","P01189",0.708
"55035","P41587","O60262",0.715
"19512","P41587","P32241",0.818
"31116","Q12809","O43497",0.443
"31540","Q12809","P21817",0.444
"7273","Q12809","Q9NY46",0.446
"41813","Q12809","Q5JUK3",0.448
"40631","P41587","O95467",0.878
"3044","Q12809","O15554",0.558
"61403","Q12809","P63104",0.457
"5248","Q12809","Q92908",0.469
"96477","Q12809","Q8WZ42",0.47
"47624","Q12809","Q96L08",0.496
"9403","Q12809","P02768",0.504
"6705","Q12809","O60939",0.579
"7787","Q12809","Q9ULS6",0.521
"21858","Q12809","O95180",0.473
"32042","Q12809","Q15746",0.474
"11916","Q15382","Q07817",0.402
"34160","Q12809","O75052",0.707
"11992","Q12809","O43448",0.708
"82448","Q12809","Q9NS61",0.711
"66382","Q12809","Q96PU5",0.719
"23518","Q12809","Q03135",0.758
"95429","Q12809","Q14500",0.609
"72931","Q12809","P35499",0.625
"28559","Q12809","Q99996",0.634
"69414","Q12809","P61073",0.64
"6504","Q12809","Q99720",0.643
"7770","Q15382","Q13009",0.407
"69056","Q15382","P01732",0.415
"82390","Q12809","Q14722",0.777
"77367","Q15382","P17252",0.42
"94939","Q15382","P35125",0.421
"84177","Q15382","P27986",0.422
"82809","Q15382","Q8TF40",0.423
"34479","Q12809","Q92736",0.788
"80087","Q15382","P11166",0.432
"17251","Q12809","Q08289",0.655
"11786","Q15382","P56470",0.458
"29102","Q12809","P54289",0.66
"73012","Q12809","Q07699",0.661
"35908","Q15382","Q13637",0.458
"99467","Q15382","O00341",0.459
"2960","Q15382","O60346",0.46
"5309","Q15382","P04637",0.463
"68414","Q12809","Q9BQ31",0.675
"24140","Q15382","Q9HBY8",0.463
"12368","Q15382","P06213",0.472
"3817","Q12809","O14530",0.686
"8896","Q15382","P60842",0.479
"86542","Q12809","Q14003",0.693
"7102","Q12809","Q8WWG9",0.816
"5475","Q15382","P04626",0.488
"86092","Q12809","P48544",0.699
"29414","Q12809","Q01484",0.7
"93597","Q15382","Q13286",0.498
"31253","Q15382","P48736",0.499
"3136","Q15382","O14939",0.504
"13418","Q15382","O95166",0.506
"85139","Q15382","P10911",0.518
"4698","Q12809","Q13936",0.846
"57762","Q15382","Q658P3",0.525
"52017","Q15382","Q12778",0.53
"88918","Q15382","P58005",0.531
"4722","Q15382","Q9H0R8",0.532
"6640","Q15382","Q13315",0.541
"22408","Q15382","Q7RTN6",0.543
"7631","Q15382","Q15283",0.56
"68282","Q15382","O15021",0.57
"83768","Q15382","Q15349",0.603
"62302","Q15382","Q96BR1",0.574
"78638","Q15382","Q8NHE4",0.608
"70512","Q15382","P23588",0.585
"80513","Q15382","Q16864",0.61
"20159","Q15382","P27449",0.615
"10623","Q15382","Q5S007",0.616
"25266","Q15382","Q13393",0.941
"95890","Q15629","O95707",0.413
"66868","Q15382","Q8WTX7",0.95
"72049","Q15382","Q9Y6P5",0.957
"86638","Q15382","Q99437",0.616
"11855","Q15382","O95670",0.618
"11875","Q15629","Q8TAG6",0.45
"98281","Q15382","Q9P0N9",0.959
"26305","Q15382","Q08499",0.962
"7238","Q15629","Q8NBZ7",0.459
"66066","Q15382","O75140",0.966
"22883","Q15629","Q96NL0",0.489
"7886","Q15382","O43924",0.97
"5829","Q15382","Q8NEY4",0.653
"13551","Q15382","Q9NX09",0.669
"60876","Q15382","Q8IYT8",0.67
"38021","Q15629","Q9UGP8",0.491
"76188","Q15629","P03372",0.497
"68037","Q15629","Q15084",0.5
"3438","Q15629","Q15005",0.503
"2727","Q15629","Q15363",0.538
"19921","Q15382","P52803",0.707
"86827","Q15382","Q15418",0.707
"11391","Q15629","Q8NHY6",0.538
"72237","Q15629","Q6ZP80",0.541
"100721","Q15629","Q9Y4L1",0.582
"3555","Q15382","Q9Y243",0.71
"12708","Q15382","P35568",0.722
"91194","Q15382","Q96QF0",0.752
"53440","Q15382","O60238",0.986
"24179","Q15382","Q13541",0.996
"70221","Q15629","P60059",0.632
"14083","Q15629","Q8N609",0.803
"10509","Q15382","Q92574",0.999
"7530","Q15382","Q8NFG4",0.755
"23493","Q15382","Q9BSB4",0.764
"36354","Q15382","O00141",0.769
"9704","Q15629","P04843",0.812
"66015","Q15382","P62942",0.777
"16526","Q15629","P51571",0.855
"43609","Q15382","P31946",0.783
"37448","Q15382","Q12983",0.999
"64372","Q15629","Q8TCT9",0.897
"9066","Q15363","Q9Y2X9",0.584
"29404","Q15363","Q01484",0.6
"32012","Q15363","P00451",0.6
"61052","Q15363","P15514",0.6
"79372","Q15363","P25786",0.428
"3657","Q15363","Q8TBB1",0.429
"36952","Q15382","Q9Y2Q5",0.818
"12868","Q15363","Q96MW5",0.6
"70185","Q15363","P60059",0.44
"8861","Q15363","Q7Z6J2",0.442
"81606","Q15363","P62341",0.603
"30074","Q15363","Q9Y282",0.454
"6661","Q15382","Q6IAA8",0.864
"79960","Q15363","P01009",0.605
"18562","Q15382","O75385",0.908
"21144","Q15363","Q02388",0.607
"85706","Q15363","O15020",0.607
"28674","Q15363","P62854",0.466
"64364","Q15363","Q8TCT9",0.473
"97194","Q15363","Q8IUR0",0.608
"9982","Q15382","Q6R327",0.92
"6573","Q15363","Q53GQ0",0.614
"103850","Q15382","A6NHX0",0.924
"94265","Q15382","Q5T011",0.926
"38478","Q15382","Q9NQL2",0.939
"32349","Q86TA1","Q8N9V6",0.4
"48979","Q15363","Q8IYS2",0.495
"25792","Q15363","Q5CZC0",0.615
"49886","Q15363","Q9P243",0.616
"55969","Q15363","Q96Q05",0.618
"31525","Q86TA1","Q96S86",0.469
"30267","Q86TA1","Q15777",0.492
"55387","Q86TA1","Q6PKX4",0.493
"29057","Q15363","Q01082",0.619
"20308","Q15363","Q86SZ2",0.623
"100796","Q15363","O43617",0.623
"5954","Q86TA1","Q9Y2K9",0.527
"52482","Q86TA1","O95139",0.535
"39786","Q15363","Q15738",0.515
"12012","Q15363","Q9Y5R8",0.63
"27105","Q15363","Q75T13",0.523
"23390","Q15363","Q15437",0.649
"3437","Q15363","Q15005",0.543
"36309","Q86TA1","Q5TID7",0.594
"102448","Q86TA1","Q96LT7",0.616
"7532","Q86TA1","Q8NFG4",0.642
"55763","Q86TA1","Q9Y2H1",0.666
"55320","Q86TA1","Q9NRM7",0.699
"3025","Q15363","O14579",0.65
"13852","Q15363","Q96JE7",0.652
"38986","Q86TA1","O60281",0.705
"104265","Q15363","Q9Y262",0.654
"91871","Q15363","P61923",0.657
"69713","Q15363","O43731",0.662
"20110","Q15363","P35606",0.678
"89357","P20138","Q6N021",0.4
"5087","P20138","Q02556",0.401
"3264","Q15363","Q9H254",0.686
"32388","P20138","Q9NR96",0.403
"56152","P20138","Q8NHJ6",0.406
"3150","P20138","Q8IZY2",0.758
"8032","P20138","P10721",0.758
"18627","Q15363","Q9Y678",0.688
"58337","Q15363","Q14789",0.695
"71772","P20138","Q9H2W1",0.76
"3875","Q15363","Q9BRL7",0.701
"47244","Q15363","Q99466",0.901
"81242","P20138","P08473",0.769
"36491","P20138","P08637",0.772
"100678","P20138","P13591",0.804
"19767","P20138","P26951",0.805
"2918","P20138","O43914",0.823
"44432","P20138","Q9NZC2",0.829
"78316","P20138","P08575",0.829
"14284","P20138","P28906",0.87
"71357","P20138","P29350",0.89
"10877","P20138","P15144",0.905
"4995","Q96HE9","Q7Z2Z1",0.401
"80985","Q96HE9","Q6ZS86",0.403
"46631","Q96HE9","P29323",0.412
"57328","Q96HE9","Q9H8V3",0.414
"21297","Q96HE9","Q9NWS1",0.414
"102657","Q96HE9","P61962",0.418
"99496","Q96HE9","Q8NDH6",0.418
"4750","Q96HE9","Q8TBF4",0.418
"8068","Q96HE9","O95067",0.422
"42464","Q96HE9","Q99661",0.44
"91840","Q96HE9","Q86XJ1",0.459
"24363","P20138","Q9BZZ2",0.414
"31725","P20138","P01911",0.416
"61985","P20138","P41212",0.416
"74879","P20138","Q06455",0.416
"62999","P20138","P13612",0.42
"30724","P20138","Q9UQQ1",0.426
"44666","P20138","P17813",0.426
"24268","P20138","Q06413",0.426
"44391","P20138","Q99062",0.427
"73594","P20138","P14222",0.43
"48504","P20138","P55008",0.432
"77929","P20138","O96008",0.433
"4111","P20138","P05362",0.437
"97577","P20138","P15498",0.437
"90926","P20138","Q92824",0.444
"3483","P20138","P16422",0.451
"20805","P20138","P48735",0.451
"94139","P20138","P22897",0.452
"56164","P20138","Q6GTX8",0.454
"99362","P20138","P15692",0.454
"20629","P20138","P19544",0.457
"9905","P20138","P40933",0.459
"88336","P20138","O60602",0.461
"55232","P20138","P21926",0.468
"3306","Q15363","Q9UM47",0.912
"10815","Q15363","Q9Y3Q3",0.968
"38581","P20138","P19256",0.469
"50050","Q96HE9","P61160",0.46
"35256","Q96HE9","P49454",0.461
"41975","Q96HE9","O95793",0.464
"3281","Q96HE9","Q9NVP2",0.471
"6062","Q96S06","O75380",0.401
"11073","Q96HE9","Q9ULW0",0.479
"37682","P20138","P06702",0.471
"61943","Q96S06","P35749",0.416
"9487","P20138","P02768",0.472
"80581","Q96S06","Q9BYK8",0.422
"51326","P20138","Q01151",0.475
"46678","P20138","P02747",0.477
"60347","Q96HE9","P06493",0.491
"53758","Q96HE9","Q5R3I4",0.5
"102041","Q96HE9","O94761",0.507
"102549","Q96S06","Q14184",0.453
"93317","Q96HE9","Q9BXS6",0.511
"69522","P20138","P61073",0.486
"14969","P20138","Q8TDQ0",0.493
"93420","Q96S06","P01130",0.469
"34332","P20138","Q08722",0.496
"103405","P20138","P25063",0.498
"53969","P20138","P18827",0.504
"25726","Q96HE9","Q8N6Y2",0.524
"3679","Q96S06","P04180",0.47
"5488","P20138","P04626",0.504
"65236","Q96S06","Q8IXT5",0.505
"96973","P20138","P49771",0.511
"56255","P20138","Q9P0G3",0.514
"28989","P20138","P20701",0.526
"19251","Q96HE9","Q9Y6A5",0.539
"14209","Q96S06","P06858",0.814
"99984","Q96HE9","Q6PGQ7",0.551
"50530","Q96HE9","Q8N4T4",0.564
"89057","Q96HE9","Q99618",0.565
"34060","Q96HE9","Q6P4F7",0.576
"9865","Q96HE9","Q13257",0.591
"10910","Q96HE9","P53350",0.602
"37523","Q96HE9","P46013",0.61
"44318","Q96HE9","Q53HL2",0.626
"25303","P20138","Q96AC1",0.527
"34940","P20138","P49810",0.529
"85501","P20138","Q8NFF2",0.531
"46756","P20138","P02745",0.538
"12439","P20138","P08571",0.545
"47177","P20138","Q30154",0.556
"30810","P20138","P31994",0.559
"42627","P20138","P00519",0.562
"7333","P20138","P04216",0.563
"100539","Q96S06","Q8IV16",0.925
"5720","P20138","P12318",0.58
"50220","Q96HE9","Q8WWK9",0.684
"25789","P98161","O75665",0.403
"78544","Q96HE9","P11388",0.702
"21466","Q96HE9","Q8WVK7",0.749
"6022","Q96HE9","P20248",0.781
"7596","P20138","P07333",0.581
"76413","P20138","Q92835",0.588
"92891","P20138","P05106",0.594
"9180","P98161","Q8N3I7",0.405
"31536","P98161","P21817",0.408
"11406","P98161","Q8NET8",0.431
"64189","P20138","Q9H0M4",0.605
"20919","P20138","P42081",0.608
"31756","P20138","P02786",0.612
"86455","P98161","P47736",0.436
"60277","O75154","Q13474",0.436
"77692","P98161","Q15011",0.438
"91941","P98161","P05787",0.446
"54315","P98161","O60674",0.467
"17589","O75154","Q9H7X7",0.48
"4223","O75154","Q99685",0.488
"24720","O75154","Q2TAL6",0.492
"9099","O75154","Q504Y2",0.492
"63493","O75154","Q6ZP65",0.499
"31165","P20138","Q86VB7",0.634
"3939","P98161","Q8IWZ6",0.469
"58839","P98161","Q3SXY8",0.471
"54487","P98161","Q717R9",0.472
"4960","P98161","Q96RK4",0.479
"15843","P20138","P10909",0.685
"12381","O75154","Q9BTV4",0.506
"52237","P98161","Q9UBN4",0.48
"40833","O75154","Q9UJC3",0.516
"22959","O75154","Q9NQZ5",0.525
"49522","P98161","Q9HCF6",0.484
"7499","O75154","Q01831",0.525
"34518","P98161","Q92736",0.486
"6322","P20138","P21709",0.688
"69058","P20138","P01732",0.704
"55689","P98161","P05783",0.488
"4681","P20138","Q14624",0.704
"77308","P98161","Q9UKV0",0.497
"93715","P20138","P20702",0.708
"31406","P20138","Q9Y5K6",0.712
"91407","P98161","O15078",0.498
"10514","P98161","Q92574",0.52
"91195","O75154","Q96QF0",0.997
"62854","O75154","Q6NT04",0.55
"24960","P98161","Q9Y5S1",0.535
"75828","O75154","Q9H0H5",0.593
"10441","O75154","P62330",0.997
"23311","P98161","Q7Z494",0.539
"101187","P98161","P32745",0.54
"14857","P98161","O43306",0.546
"7518","O75154","Q9ULV0",0.603
"93867","O75154","Q9UJH8",0.609
"17516","P98161","Q96QT4",0.55
"24301","P98161","Q9Y210",0.556
"34621","O75154","Q9P2F8",0.625
"15822","Q15370","P10909",0.405
"56631","Q15370","P63165",0.406
"13184","P98161","Q14643",0.563
"94871","P98161","Q8NER1",0.584
"71485","O75154","Q8IYA8",0.669
"93830","O75154","Q9BSN7",0.691
"20309","O75154","Q86SZ2",0.697
"64065","P98161","O94759",0.61
"54830","Q15370","Q12888",0.414
"83104","Q15370","Q9P0J0",0.421
"16610","P98161","Q8NFJ9",0.625
"5306","Q15370","P04637",0.426
"14358","Q15370","Q13200",0.428
"5667","Q15370","P28066",0.431
"19671","O75154","Q8IXV7",0.718
"104095","P98161","Q7Z442",0.645
"16144","Q15370","P61088",0.447
"4839","Q15370","Q15633",0.449
"2766","P98161","O75154",0.656
"15541","Q15370","Q9Y2K6",0.449
"11196","O75154","P61006",0.803
"20638","O75154","Q6WKZ4",0.816
"38025","P98161","Q9UGP8",0.663
"21496","P98161","Q15139",0.672
"18320","P98161","Q13099",0.675
"102293","O75154","Q86YS3",0.902
"8776","Q15370","P61289",0.46
"2826","P98161","Q9Y283",0.69
"27126","P98161","P02751",0.707
"3947","Q15370","Q16763",0.469
"97045","Q15370","Q96KS0",0.577
"91280","Q15370","Q99471",0.584
"31562","Q15370","Q9P217",0.587
"11176","P98161","P61006",0.752
"63810","Q15370","Q96MS0",0.6
"39021","Q15370","P11441",0.518
"91197","P98161","Q96QF0",0.765
"81843","P98161","P48995",0.833
"99260","Q15370","P15692",0.531
"30713","Q15370","P27540",0.699
"43160","Q15370","Q8WXH6",0.538
"11432","Q15370","O95182",0.543
"64887","Q15370","P62837",0.707
"67157","Q15370","O95503",0.548
"68801","Q15370","O00487",0.548
"47356","Q15370","P32320",0.55
"11622","Q15370","P62487",0.726
"11608","Q15370","Q9UQ35",0.571
"71002","Q15370","Q92564",0.607
"103812","Q15370","A6NHQ4",0.733
"3978","Q15370","Q9Y576",0.923
"18423","Q15370","P62875",0.745
"12403","Q15370","Q7L5N1",0.932
"13791","Q15370","Q8N668",0.936
"64811","Q15370","A7E2V4",0.948
"77596","Q15370","Q9NYS7",0.772
"92508","Q15370","Q96Q27",0.977
"3474","Q15370","Q99814",0.992
"5960","Q15370","Q96CJ1",0.616
"72656","Q15370","P51532",0.813
"54234","Q15370","Q9NX08",0.619
"4424","Q15370","Q9UHB7",0.62
"25359","Q15370","P53803",0.62
"8849","Q15370","Q96NS5",0.625
"81830","Q15370","A6NK59",0.625
"44868","Q15370","P50750",0.627
"72307","Q15370","Q9GZQ3",0.629
"6097","Q15370","Q13309",0.636
"29591","Q15370","Q14657",0.637
"3768","Q15370","O60583",0.641
"101319","Q15370","O14508",0.998
"98786","Q15370","Q15369",0.999
"20228","Q96CC6","O95456",0.404
"61046","Q96CC6","P35070",0.415
"61077","Q96CC6","P15514",0.419
"5185","Q96CC6","P58872",0.429
"11932","Q15370","Q07817",0.815
"94290","Q15370","Q6PJ21",0.824
"11506","Q96CC6","Q92817",0.475
"75595","Q15370","P61218",0.658
"84425","Q15370","Q99619",0.834
"34668","Q15370","Q9GZT9",0.839
"49698","Q15370","Q9Y2N7",0.661
"74387","Q96CC6","Q9HCN3",0.513
"8326","Q96CC6","A6NN90",0.515
"45880","Q15370","P60602",0.868
"96546","Q96CC6","Q63ZY3",0.573
"3320","Q15370","Q9P000",0.667
"29619","Q15370","Q9NYG5",0.672
"8635","Q15370","P52435",0.675
"10388","Q15370","Q96L50",0.885
"2796","Q15370","Q9Y6I7",0.895
"90513","Q15370","P78395",0.905
"90679","P43005","Q8TDB8",0.404
"3222","P43005","O15399",0.405
"16245","P43005","O14490",0.414
"8722","Q96CC6","Q8WWM9",0.61
"65375","P43005","P78352",0.526
"65475","Q96CC6","Q9H305",0.634
"8950","Q96CC6","Q9NQ29",0.66
"35674","P43005","O00482",0.416
"95995","P43005","P36021",0.531
"55310","P43005","Q9NRM7",0.537
"33568","P43005","Q05682",0.556
"86934","P43005","Q16099",0.426
"101365","P43005","P42263",0.427
"18825","Q96CC6","Q9H300",0.749
"8932","Q96CC6","Q9Y2Y1",0.852
"92039","P43005","Q9H2H9",0.559
"73747","P43005","P48065",0.571
"49940","P43005","O95980",0.438
"36159","P43005","Q9UBH6",0.572
"76619","P43005","Q2Y0W8",0.576
"5898","P43005","P48751",0.589
"58179","Q9Y6I7","Q1L5Z9",0.402
"26493","Q9Y6I7","Q9C005",0.403
"101328","P43005","Q99624",0.592
"88161","P43005","O75970",0.631
"80377","P43005","Q16348",0.456
"32906","P43005","P50993",0.461
"95020","P43005","Q8N370",0.636
"3653","P43005","Q8TBB1",0.637
"6952","P43005","Q9UPY5",0.643
"13736","P43005","P15104",0.658
"101143","P43005","P31641",0.48
"80153","P43005","P11166",0.486
"77460","P43005","P17252",0.676
"3048","P43005","Q16478",0.49
"17595","P43005","Q9UHI5",0.68
"53579","P43005","P30825",0.685
"14860","P43005","O43306",0.686
"63479","P43005","Q9UM01",0.716
"25731","Q9Y6I7","Q96DB9",0.437
"19268","P43005","P53701",0.776
"87228","Q9Y6I7","Q8IVF5",0.466
"7905","P43005","P30531",0.806
"10624","Q9Y6I7","Q5S007",0.483
"22188","Q9Y6I7","Q7Z713",0.484
"17098","Q9Y6I7","Q9UHD1",0.492
"5573","P43005","Q01959",0.522
"33468","Q9BUZ4","O43164",0.406
"94189","Q9BUZ4","Q7L5Y6",0.413
"15965","Q9H0B8","P04818",0.408
"71510","Q9BUZ4","Q9NQC7",0.415
"6927","Q9BUZ4","Q9Y4E8",0.417
"3656","Q9BUZ4","Q8TBB1",0.418
"62200","Q9Y6I7","Q8IWR0",0.522
"8704","Q9Y6I7","P24310",0.537
"94355","Q9H0B8","O60268",0.422
"5471","Q9BUZ4","P04626",0.425
"34536","Q9H0B8","Q99707",0.437
"18572","Q9H0B8","Q96NZ8",0.443
"27781","Q9H0B8","A6NI79",0.467
"27659","Q9BUZ4","Q8N4C8",0.437
"13780","Q9Y6I7","Q8N668",0.6
"35377","Q9H0B8","O14896",0.527
"54210","Q9Y6I7","Q9NX08",0.6
"3322","Q9Y6I7","Q9P000",0.6
