"","node_1","node_2","score"
"774","SCARB1","FCGR3A",0.787
"1902","CDH1","ACADVL",0.405
"487","CDH1","CAV1",0.469
"1223","CDH1","JUP",0.996
"133","CDH1","CDH11",0.681
"1524","CDH1","RPL31",0.8
"224","CDH1","CLDN1",0.422
"1160","CDH1","KRT18",0.481
"112","CDH1","CDH6",0.54
"1149","CDH1","CD9",0.568
"121","CDH1","ERBB3",0.62
"1677","PDGFRB","GRB7",0.826
"1198","PDGFRB","PDGFD",0.981
"68","PDGFRB","SLC9A3R1",0.733
"213","PDGFRB","STAT5B",0.502
"2300","CDH1","CDH4",0.541
"1422","CDH1","JAM2",0.403
"1633","GNB5","GNG4",0.919
"163","CDH1","DSC2",0.491
"1960","GNB5","PRPF40B",0.665
"1050","GNB5","GNA14",0.664
"1869","PDGFRB","JAK3",0.65
"162","GNB5","ADRA2A",0.558
"1054","GNB5","GABBR1",0.499
"1271","GNB5","RGS19",0.686
"549","GNB5","ESR2",0.499
"345","GNB5","ADCY6",0.499
"354","MTUS1","AURKB",0.628
"468","CORO2B","ARHGEF25",0.437
"454","SPAG9","MAPK11",0.53
"2262","SPAG9","MAPK8IP3",0.462
"1192","SPAG9","CDON",0.499
"1135","GNB5","GNG7",0.897
"1510","GNB5","ADRA2C",0.558
"1698","MCM4","CDC45",0.987
"262","MCM4","PLK1",0.457
"1254","MCM4","KIF20A",0.406
"76","SPAG9","MREG",0.478
"269","SPAG9","PLK1",0.457
"2304","SPAG9","CDH4",0.499
"278","MCM4","CDT1",0.961
"2435","CACNG4","DLG4",0.54
"2257","CACNG4","GRIA3",0.76
"1925","MCM4","FKBP5",0.582
"77","MCM4","ASF1B",0.611
"107","MCM4","MCM2",0.999
"66","MCM4","GINS1",0.979
"190","PKMYT1","CCNB2",0.584
"643","CACNG4","CACNA1G",0.724
"391","CACNG4","CACNB2",0.72
"464","CACNG4","CACNA1H",0.724
"1027","PKMYT1","CKS2",0.65
"1321","PKMYT1","CDK1",0.668
"523","CACNG4","VWC2",0.54
"271","PKMYT1","PLK1",0.632
"343","PKMYT1","CKS1B",0.596
"1122","SLC9A3R1","SLC34A2",0.9
"575","CACNG4","HTR3A",0.72
"153","DOK5","NTRK2",0.418
"1014","SLC9A3R1","SYK",0.408
"122","SLC9A3R1","ERBB3",0.627
"1814","PKD1","TRPC1",0.646
"1697","GINS1","CDC45",0.996
"108","GINS1","MCM2",0.974
"2440","SLC9A3R1","DLG4",0.763
"1089","CCNE1","RHOBTB3",0.63
"916","TYROBP","TREM2",0.998
"1672","SLC9A3R1","PTH1R",0.611
"339","CCNE1","CKS1B",0.804
"1314","CCNE1","CDK1",0.738
"277","CCNE1","CDT1",0.551
"562","CCNE1","E2F1",0.411
"1026","CCNE1","CKS2",0.664
"1473","CCNE1","CDKN1A",0.919
"532","CCNE1","FOXM1",0.457
"88","TYROBP","CSTA",0.434
"1015","TYROBP","SYK",0.999
"458","CELSR1","INTU",0.483
"770","TYROBP","FCGR3A",0.834
"855","TIMP2","MMP9",0.971
"1821","CCNE1","CDK5",0.725
"1043","PLD2","CTTN",0.572
"493","PLD2","CAV1",0.457
"1899","PLD2","PLD4",0.9
"2311","SMG6","XIST",0.54
"536","PLD2","PLD1",0.9
"110","ASF1B","MCM2",0.97
"582","ASF1B","CDAN1",0.567
"2503","ASF1B","HIST2H3PS2",0.491
"725","PAX8","COL6A1",0.424
"185","PAX8","PPARG",0.965
"1366","FNBP4","DDX17",0.623
"2356","C6","SPG7",0.9
"421","PPP1R12C","PPP1CA",0.935
"2297","EPCAM","MUC1",0.703
"1142","EPCAM","CD9",0.851
"665","EPCAM","CLDN7",0.975
"1204","EPCAM","TSPAN8",0.599
"401","C6","C7",0.992
"1399","C6","BCL2",0.72
"2288","C6","TSPAN33",0.72
"2264","PDZRN3","FAM13C",0.416
"803","SGOL1","HIST2H2AA4",0.77
"911","SGOL1","CDCA8",0.933
"352","SGOL1","AURKB",0.49
"1237","TYRO3","PROS1",0.98
"176","SGOL1","BUB1B",0.44
"2071","VAMP8","AP1M2",0.499
"1905","VAMP8","SYTL1",0.405
"903","VAMP8","SYTL4",0.404
"446","CAPG","CRIP1",0.469
"1182","VAMP8","STX2",0.939
"1798","VAMP8","VAMP2",0.96
"1676","GRB14","GRB7",0.42
"304","GRB14","INSR",0.977
"142","VAMP8","STXBP5L",0.54
"309","EHBP1","RAC3",0.58
"246","EHBP1","JAM3",0.54
"556","LCAT","APOD",0.72
"1856","VAMP8","TPD52",0.499
"1123","LCAT","VLDLR",0.54
"1764","VAMP8","STXBP2",0.623
"2417","DGKD","FEZ1",0.414
"244","TUBB4A","LRRK2",0.457
"2421","TUBB4A","DYNC2H1",0.666
"1166","EHBP1","SMTNL2",0.54
"2404","EHBP1","ESPN",0.54
"2243","LCAT","LSR",0.54
"2014","LCAT","LDLR",0.54
"1482","LCAT","SAA1",0.54
"1914","TUBB4A","TUBA1C",0.961
"2087","LCAT","APOC4-APOC2",0.787
"392","TUBB4A","DYNC1I1",0.743
"330","LAMC2","DST",0.499
"1659","LAMC2","LAMA2",0.658
"1172","LAMC2","LAMB3",0.996
"636","NID1","ELN",0.672
"275","NID1","COL6A2",0.432
"1665","NID1","LAMA2",0.568
"1483","NMU","SAA1",0.458
"1095","NID1","EMILIN1",0.542
"1075","NID1","AGRN",0.93
"897","NID1","PLAU",0.54
"329","NID1","LAMB2",0.598
"722","NID1","COL6A1",0.42
"328","LAMC2","LAMB2",0.932
"714","LAMC2","DMD",0.499
"1085","CSTA","DSP",0.436
"124","FGF2","ERBB3",0.484
"2064","CSTA","EVPL",0.499
"1171","CSTA","KLK8",0.54
"1793","CSTA","SPRR2F",0.499
"203","FGF2","FGFR4",0.994
"856","FGF2","MMP9",0.533
"325","FGF2","SDC2",0.757
"793","FGF2","S100A4",0.778
"154","FGF2","NTRK2",0.523
"144","FGF2","FGF18",0.4
"1343","FGF2","CXCL1",0.793
"922","FGF2","ENG",0.416
"553","FGF2","SDC3",0.771
"797","CSTA","CTSS",0.426
"898","CSTA","PLAU",0.54
"449","FGF2","FLRT2",0.499
"751","UBE2S","NEK2",0.499
"270","UBE2S","PLK1",0.499
"362","UBE2S","AURKB",0.499
"1298","UBE2S","CDK1",0.499
"102","FGF2","FGF10",0.4
"1112","FGF2","SDC1",0.993
"129","FGF2","FGF7",0.73
"551","UBE2S","TMEM189-UBE2V1",0.468
"1819","FGF2","TRPC1",0.435
"183","UBE2S","BUB1B",0.76
"2336","UBE2S","RAD51",0.72
"815","SHC2","NGF",0.499
"1968","CP","SERPINA3",0.436
"1859","CP","HEPH",0.9
"1789","CP","SERPINA1",0.675
"880","UBE2S","CDC20",0.919
"596","UBE2S","UBE2C",0.967
"1231","UBE2S","PTTG1",0.499
"229","UBE2S","MAD2L1",0.499
"450","FGF10","FLRT2",0.499
"128","FGF10","FGF7",0.402
"147","FGF10","FGF18",0.4
"1111","FGF10","SDC1",0.636
"1434","THRA","TRAC",0.83
"204","FGF10","FGFR4",0.955
"554","CNTNAP1","NFASC",0.998
"618","CNTNAP1","ANK2",0.408
"1942","CNTNAP1","CNTN1",0.996
"1497","CLDN16","CLDN5",0.764
"2055","CLDN16","TJP3",0.65
"1728","CLDN16","CLDN4",0.65
"1282","CLDN16","CLDN3",0.832
"247","CLDN16","CLDN10",0.65
"1810","MCM2","CDKN2A",0.721
"1627","CLDN16","CLDN9",0.65
"1373","CLDN16","CLDN6",0.65
"663","CLDN16","CLDN7",0.754
"221","CLDN16","CLDN1",0.752
"1521","MRPL3","RPL31",0.403
"2156","MRPL3","FRRS1L",0.481
"844","MRPL3","MRPL14",0.862
"371","DEPDC1B","RHOJ",0.543
"139","DEPDC1B","RHOB",0.564
"311","DEPDC1B","RAC3",0.543
"1763","ANXA3","STXBP2",0.602
"135","CDH6","CDH11",0.629
"1699","MCM2","CDC45",0.995
"1219","CDH6","JUP",0.551
"2306","CDH6","CDH4",0.549
"252","CDH6","DCHS1",0.54
"279","MCM2","CDT1",0.955
"220","STC2","CLDN1",0.424
"191","MCM2","CCNB2",0.62
"657","STC2","CLDN7",0.424
"2451","RASGRF2","DLG4",0.4
"1039","LEF1","TLE4",0.56
"623","ABCB6","PLN",0.72
"1417","LEF1","RUNX3",0.7
"558","LEF1","E2F1",0.565
"232","LEF1","SOX17",0.695
"2249","ABCB6","FXYD1",0.72
"689","ABCB6","ATP1A2",0.72
"200","ABCB6","FXYD2",0.54
"2483","ABCB6","KCNJ8",0.54
"928","PITX1","NR5A1",0.561
"1573","LEF1","MITF",0.746
"1145","PITX1","CD9",0.487
"216","NRXN2","LRRTM1",0.653
"543","NRXN2","EPB41L3",0.499
"170","LEF1","TCF7L1",0.575
"649","LEF1","TEAD4",0.8
"317","NRXN2","HOMER2",0.499
"597","LEF1","NRARP",0.42
"1214","LEF1","JUP",0.956
"1103","NRXN2","NLGN4X",0.992
"1543","LEF1","FHL2",0.982
"316","NRXN2","NLGN2",0.994
"1952","AHI1","CEP290",0.811
"1862","PRKAR2B","SPA17",0.407
"2432","NRXN2","DLG4",0.907
"782","NRXN2","EPB41L2",0.499
"1681","ANLN","RACGAP1",0.941
"1949","NRXN2","LIN7A",0.499
"452","NRXN2","NXPH4",0.46
"579","ANLN","SVIL",0.404
"1184","ANLN","ECT2",0.831
"685","ANLN","IQGAP3",0.457
"141","ANLN","RHOB",0.603
"417","ANLN","PPP1CA",0.42
"1177","ANLN","PPP1R12B",0.41
"601","ANLN","SPTBN1",0.416
"2387","ANLN","TPM2",0.42
"794","ERBB3","S100A4",0.405
"332","ANLN","DST",0.42
"312","AMIGO2","RAC3",0.563
"826","LUM","CTH",0.497
"379","TEF","COX5A",0.412
"1679","ERBB3","GRB7",0.914
"940","LUM","COL16A1",0.54
"709","ERBB3","NRG2",0.998
"2295","ERBB3","MUC1",0.5
"1024","ERBB3","SYK",0.613
"1154","ERBB3","CSPG5",0.561
"768","LUM","DPT",0.463
"1241","LUM","EFEMP1",0.414
"2233","LUM","NCAM1",0.526
"821","ERBB3","L1CAM",0.58
"489","RHOF","CAV1",0.557
"572","RHOF","VANGL1",0.557
"1584","ERBB3","HLA-DPA1",0.404
"2320","RHOF","DOCK10",0.432
"1463","RHOF","AKAP12",0.546
"829","DHX38","SRSF11",0.8
"647","FAM181A","TEAD4",0.9
"290","DHX38","SRRM2",0.871
"1109","FGF7","SDC1",0.63
"422","DHX38","SRRM1",0.8
"2298","CDH11","CDH4",0.54
"202","FGF7","FGFR4",0.939
"251","CDH11","DCHS1",0.54
"145","FGF7","FGF18",0.4
"1224","CDH11","JUP",0.704
"389","GATA6","NQO1",0.432
"1980","DHX38","SRSF5",0.8
"1886","GATA6","GATA4",0.406
"1454","GATA6","ZFPM2",0.683
"1394","CDH11","BCL2",0.402
"1461","BCAM","ARNTL",0.42
"150","IGFBP4","IGFBP1",0.951
"567","S100A11","ANXA6",0.424
"363","NUF2","AURKB",0.581
"477","NUF2","CENPA",0.474
"959","NUF2","ZWINT",0.868
"296","NUF2","BUB1",0.725
"168","NUF2","SPC25",0.987
"1225","RHOB","JUP",0.563
"2044","NUF2","SPC24",0.999
"613","RHOB","PTRF",0.564
"683","RHOB","IQGAP3",0.572
"574","RHOB","VANGL1",0.563
"492","RHOB","CAV1",0.564
"2441","RHOB","DLG4",0.499
"1797","STXBP5L","VAMP2",0.54
"1673","PTH2R","PTH1R",0.9
"1120","AMT","GLDC",0.997
"282","IGFBP1","IGFBP6",0.939
"1180","STXBP5L","STX2",0.639
"909","CDCA5","CDCA8",0.448
"1301","CDCA5","CDK1",0.826
"353","CDCA5","AURKB",0.787
"192","CDCA5","CCNB2",0.568
"285","CDCA5","BIRC5",0.566
"1121","ATP10D","ATP8A1",0.9
"2513","ATP10D","ATP8B2",0.54
"1972","ATP10D","TMEM30B",0.668
"1107","FGF18","SDC1",0.632
"659","EPHA1","CLDN7",0.408
"505","IGFBP1","DLK1",0.637
"222","EPHA1","CLDN1",0.408
"151","EPHA1","NTRK2",0.525
"920","CHST7","CHST3",0.9
"1725","EPHA1","CLDN4",0.402
"927","STAR","NR5A1",0.457
"207","FGF18","FGFR4",0.982
"2021","NDUFB9","PRRT2",0.566
"164","NDUFB9","NDUFC2",0.995
"369","NDUFB9","NDUFS8",0.999
"1827","NTRK2","CDK5",0.499
"1848","ATM","WWC1",0.424
"378","NDUFB9","COX5A",0.866
"2446","NTRK2","DLG4",0.503
"812","NTRK2","NGF",0.982
"1618","NTRK2","NTF3",0.998
"209","NDUFB9","COX7A1",0.807
"484","NDUFB9","MUM1L1",0.586
"2426","NDUFB9","COX7B",0.873
"2174","ATM","CRY2",0.4
"2163","ATM","APBB1",0.499
"2225","NTRK2","NCAM1",0.588
"172","ATM","XPC",0.943
"2148","ATM","HIST1H2BJ",0.499
"1081","ATM","FOXO1",0.523
"465","ATM","UPK3B",0.54
"2326","ATM","RAD51",0.907
"1410","ATM","RBBP8",0.716
"2206","ATM","HIST1H2BH",0.499
"524","ST14","SPINT1",0.926
"607","ATM","HIST1H2BK",0.499
"1385","NINL","CCDC64",0.487
"256","ATM","CENPV",0.414
"1635","ADRA2A","GNG4",0.52
"1840","HNMT","CEBPA",0.426
"2024","CENPU","CENPT",0.997
"2291","IL18","CD48",0.431
"1507","IL18","ADRA2C",0.4
"1086","DSC2","DSP",0.973
"1222","DSC2","JUP",0.72
"1613","DSC2","PERP",0.499
"445","DSC2","PKP3",0.725
"1772","CENPU","HJURP",0.499
"1511","ADRA2A","ADRA2C",0.756
"1136","ADRA2A","GNG7",0.499
"368","NDUFC2","NDUFS8",0.993
"785","CENPU","CENPW",0.987
"481","CENPU","CENPA",0.962
"944","KANSL1L","OGT",0.54
"266","CENPU","PLK1",0.962
"1210","CENPU","CENPN",0.999
"373","NDUFC2","COX5A",0.818
"2430","NDUFC2","COX7B",0.807
"233","TCF7L1","SOX17",0.609
"210","NDUFC2","COX7A1",0.803
"2045","SPC25","SPC24",0.982
"2028","SPC25","CENPT",0.718
"648","TCF7L1","TEAD4",0.8
"294","SPC25","BUB1",0.725
"953","SPC25","ZWINT",0.868
"1038","TCF7L1","TLE4",0.56
"1245","PLEKHH2","TGFB1I1",0.626
"1215","TCF7L1","JUP",0.941
"1415","TCF7L1","RUNX3",0.499
"1420","PLA2R1","PLA2G2A",0.684
"466","XPC","UPK3B",0.54
"1732","WNT7A","SFRP4",0.411
"934","XPC","CRB2",0.4
"679","MYO5B","RAB25",0.773
"180","SKA1","BUB1B",0.9
"849","BUB1B","KIF2C",0.575
"741","SKA1","CENPF",0.9
"265","SKA1","PLK1",0.72
"383","SKA1","SKA3",0.999
"954","BUB1B","ZWINT",0.863
"284","BUB1B","BIRC5",0.592
"195","BUB1B","CCNB2",0.72
"2324","BUB1B","RAD51",0.72
"1251","RAB6B","KIF20A",0.592
"382","BUB1B","SKA3",0.9
"393","RAB6B","DYNC1I1",0.499
"914","BUB1B","CDCA8",0.576
"739","BUB1B","CENPF",0.972
"228","BUB1B","MAD2L1",0.999
"1287","BUB1B","CDK1",0.979
"875","BUB1B","CDC20",0.999
"748","BUB1B","NEK2",0.861
"1188","BUB1B","ECT2",0.426
"264","BUB1B","PLK1",0.947
"460","BUB1B","INTU",0.409
"480","BUB1B","CENPA",0.535
"586","BUB1B","UBE2C",0.826
"356","BUB1B","AURKB",0.953
"1569","KIT","PTPN6",0.716
"298","BUB1B","BUB1",0.994
"1229","BUB1B","PTTG1",0.423
"2210","PPARG","DPF3",0.9
"1443","PPARG","TRAC",0.994
"1141","PPARG","SMARCA2",0.9
"1621","PPARG","LPIN1",0.769
"767","PPARG","XPR1",0.979
"494","PPARG","CAV1",0.457
"230","PPARG","FABP5",0.513
"1654","PPARG","HMGA1",0.457
"1082","PPARG","FOXO1",0.544
"1019","PPARG","SYK",0.4
"745","PPARG","PROX1",0.545
"1831","PPARG","CDK5",0.609
"366","KIT","IL1RAP",0.896
"2251","KIT","SOCS2",0.461
"258","KIT","ANPEP",0.658
"1011","KIT","SYK",0.415
"1680","KIT","GRB7",0.852
"474","CCNB2","CENPA",0.477
"357","CCNB2","AURKB",0.726
"289","CCNB2","BIRC5",0.698
"212","KIT","STAT5B",0.63
"1302","CCNB2","CDK1",0.999
"910","CCNB2","CDCA8",0.602
"242","CCNB2","MELK",0.587
"1528","KIT","CXCR4",0.433
"1790","CCNB2","SERPINA1",0.418
"259","CCNB2","PLK1",0.542
"1733","WNT4","SFRP4",0.403
"950","CCNB2","ZWINT",0.512
"336","CCNB2","CKS1B",0.649
"668","CCNB2","RRM2",0.555
"299","CCNB2","BUB1",0.831
"1029","CCNB2","CKS2",0.693
"559","CCNB2","E2F1",0.427
"1476","CCNB2","CDKN1A",0.75
"358","NBL1","AURKB",0.766
"1989","RHPN1","PTPN21",0.53
"420","MRAS","PPP1CA",0.542
"2406","MRAS","LZTR1",0.457
"773","FCER1G","FCGR3A",0.998
"1023","FCER1G","SYK",0.999
"470","GSTT2B","GSTA1",0.499
"808","FCER1G","FCGR1A",0.887
"919","FCER1G","TREM2",0.977
"348","GSTT2B","GSTM1",0.499
"396","KIAA0895L","TUBB3",0.9
"1442","NR2F6","TRAC",0.525
"674","GSTT2B","GSTM3",0.499
"630","NR2F6","MPPED2",0.68
"1234","NR2F6","NR2F2",0.545
"795","S100A1","S100A5",0.468
"2486","FXYD2","KCNJ8",0.54
"625","FXYD2","PLN",0.54
"2246","FXYD2","FXYD1",0.9
"1878","S100A1","RPS6KA1",0.402
"792","S100A1","S100A4",0.637
"2479","S100A1","S100A2",0.637
"688","FXYD2","ATP1A2",0.934
"2003","FCER1G","IGKV2D-28",0.499
"2224","FGFR4","NCAM1",0.635
"1046","FGFR4","CTTN",0.446
"2337","FGFR4","CBLC",0.701
"732","S100A1","RYR2",0.818
"1751","ATP5J2","ATP6V0E2",0.54
"406","STAT5B","PGR",0.82
"1517","C5orf45","RPL31",0.491
"443","STAT5B","LEPR",0.68
"603","STAT5B","SPTBN1",0.499
"1012","STAT5B","SYK",0.52
"475","STAT5B","CENPA",0.451
"1864","STAT5B","JAK3",0.812
"1565","STAT5B","PTPN6",0.459
"1437","STAT5B","TRAC",0.583
"2428","COX7A1","COX7B",0.906
"2448","GRASP","DLG4",0.414
"370","COX7A1","NDUFS8",0.807
"372","COX7A1","COX5A",0.945
"965","STAT5B","IL2RG",0.508
"305","STAT5B","INSR",0.47
"1203","LUC7L","LUC7L3",0.692
"1346","CXCL16","CXCL1",0.463
"1534","CXCL16","CXCR4",0.847
"578","LUC7L","PRPF39",0.767
"1898","PDZK1IP1","KPNA2",0.41
"1958","LUC7L","PRPF40B",0.761
"2126","LUC7L","SNRNP70",0.975
"447","WDR90","RIPK4",0.429
"1496","CLDN1","CLDN5",0.859
"1670","LAPTM5","LAPTM4B",0.9
"1280","CLDN1","CLDN3",0.81
"2438","LRRTM1","DLG4",0.408
"1631","CLDN1","CLDN9",0.699
"390","CLDN1","MPDZ",0.414
"404","CLDN1","MARVELD2",0.64
"1727","CLDN1","CLDN4",0.937
"248","CLDN1","CLDN10",0.65
"1378","CLDN1","CLDN6",0.702
"1113","CLDN1","SDC1",0.4
"1146","CLDN1","CD9",0.762
"1069","CCNL1","CDK11A",0.604
"2058","CLDN1","TJP3",0.959
"834","CLDN1","TACSTD2",0.797
"291","TTC14","SRRM2",0.596
"660","CLDN1","CLDN7",0.672
"2177","COL6A3","P3H3",0.499
"274","COL6A3","COL6A2",0.979
"515","SHROOM3","SFN",0.902
"733","TDGF1","LEFTY2",0.524
"2236","COL6A3","NCAM1",0.499
"873","MAD2L1","CDC20",0.999
"723","COL6A3","COL6A1",0.983
"749","MAD2L1","NEK2",0.861
"1686","MAD2L1","RACGAP1",0.445
"303","MAD2L1","INSR",0.483
"1252","MAD2L1","KIF20A",0.615
"1306","MAD2L1","CDK1",0.691
"1057","MAD2L1","UBD",0.457
"817","MAD2L1","TTK",0.485
"461","F2RL1","F3",0.586
"2010","CHMP4C","UBAP1L",0.54
"388","FOXQ1","NQO1",0.435
"595","MAD2L1","UBE2C",0.628
"456","MAD2L1","INTU",0.502
"297","MAD2L1","BUB1",0.804
"1196","FABP5","TAGLN",0.47
"908","CHMP4C","CDCA8",0.714
"1455","ASIC3","ADCY3",0.4
"377","NFIL3","COX5A",0.412
"287","MELK","BIRC5",0.436
"2194","ALDH1A1","CCL14",0.408
"974","ALDH1A1","AOX1",0.9
"2504","DEFB1","HIST2H3PS2",0.581
"432","COL14A1","COL10A1",0.4
"410","COL14A1","COL12A1",0.72
"1007","COL14A1","OGN",0.4
"530","MELK","FOXM1",0.705
"894","COL14A1","COL9A2",0.72
"1409","LRRK2","NEURL4",0.56
"994","COL14A1","COL15A1",0.6
"635","COL14A1","ELN",0.581
"2182","COL14A1","P3H3",0.499
"935","COL14A1","COL16A1",0.726
"1829","LRRK2","CDK5",0.457
"1703","LRRK2","ADGRA2",0.72
"925","PKNOX2","PBX3",0.634
"2520","LRRK2","SNCA",0.772
"2461","LRRK2","TPM3",0.457
"521","LRRK2","SFN",0.96
"729","JAM3","CD47",0.489
"1551","LRRK2","ARPC1B",0.457
"1070","LRRK2","CHGB",0.424
"1233","LRRK2","MTHFD2",0.457
"1940","LRRK2","VIM",0.457
"1913","LRRK2","TUBA1C",0.457
"2402","JAM3","ESPN",0.72
"1164","JAM3","SMTNL2",0.54
"314","JAM3","RAC3",0.72
"1423","JAM3","JAM2",0.984
"2056","CLDN10","TJP3",0.65
"1724","CLDN10","CLDN4",0.683
"1490","CLDN10","CLDN5",0.65
"1281","CLDN10","CLDN3",0.674
"1791","C2","CFB",0.54
"1377","CLDN10","CLDN6",0.671
"664","CLDN10","CLDN7",0.65
"1628","CLDN10","CLDN9",0.65
"1217","DCHS1","JUP",0.642
"1286","MARVELD3","CLDN3",0.655
"403","MARVELD3","MARVELD2",0.491
"1381","C16orf45","RAPGEF4",0.477
"1072","PLK1","RGCC",0.543
"2299","DCHS1","CDH4",0.54
"772","ANPEP","FCGR3A",0.881
"858","ANPEP","MMP9",0.422
"308","ANPEP","TM4SF1",0.585
"516","ANPEP","SFN",0.945
"1475","KIAA0101","CDKN1A",0.454
"2216","KIAA0101","UHRF1",0.487
"301","PLK1","BUB1",0.728
"590","PLK1","UBE2C",0.57
"1462","PLK1","AKAP12",0.441
"867","PLK1","CDC20",0.785
"1250","PLK1","KIF20A",0.563
"737","PLK1","CENPF",0.812
"611","PLK1","HIST1H2BK",0.499
"805","PLK1","HIST2H2AA4",0.499
"2207","PLK1","HIST1H2BH",0.499
"2154","PLK1","HIST1H2BJ",0.499
"398","PLK1","CDC25C",0.894
"1777","PLK1","GTSE1",0.926
"1189","PLK1","ECT2",0.418
"2328","PLK1","RAD51",0.457
"1682","PLK1","RACGAP1",0.457
"1300","PLK1","CDK1",0.428
"534","PLK1","FOXM1",0.944
"385","PLK1","SKA3",0.793
"669","PLK1","RRM2",0.522
"1213","TPX2","HMMR",0.761
"1742","PLK1","TOP2A",0.578
"847","PLK1","KIF2C",0.486
"1704","CKMT1B","CKMT1A",0.9
"1694","TPX2","EZH1",0.418
"789","TPX2","MKI67",0.599
"670","TPX2","RRM2",0.438
"360","TPX2","AURKB",0.506
"2183","COL6A2","P3H3",0.499
"859","COL6A2","MMP9",0.508
"724","COL6A2","COL6A1",0.973
"2232","COL6A2","NCAM1",0.499
"288","PLK1","BIRC5",0.406
"1178","PPP1R14A","PPP1R12B",0.499
"337","CDT1","CKS1B",0.671
"1700","CDT1","CDC45",0.767
"1737","TBC1D2B","GABARAPL1",0.402
"1033","CDT1","CKS2",0.671
"405","SRRM2","AKAP17A",0.509
"359","BIRC5","AURKB",0.998
"736","BIRC5","CENPF",0.55
"907","BIRC5","CDCA8",0.999
"1316","BIRC5","CDK1",0.79
"1200","SRRM2","LUC7L3",0.8
"746","CDT1","DTL",0.659
"1289","CDT1","CDK1",0.665
"2497","BIRC5","HIST2H3PS2",0.475
"1833","BIRC5","FBXL7",0.457
"584","BIRC5","UBE2C",0.483
"302","BIRC5","BUB1",0.638
"1738","BIRC5","TOP2A",0.507
"850","BIRC5","KIF2C",0.599
"842","BIRC5","STAMBPL1",0.457
"440","BIRC5","CASP9",0.673
"1382","BIRC5","CAPN3",0.42
"529","BIRC5","FOXM1",0.51
"1956","SRRM2","PRPF40B",0.473
"2098","SCARA3","SYNGR2",0.51
"424","SRRM2","SRRM1",0.996
"439","BUB1","CASP9",0.421
"951","BUB1","ZWINT",0.926
"851","BUB1","KIF2C",0.668
"1383","BUB1","CAPN3",0.405
"827","SRRM2","SRSF11",0.426
"364","BUB1","AURKB",0.762
"816","BUB1","TTK",0.544
"734","BUB1","CENPF",0.657
"541","SRRM2","RBM5",0.8
"496","INSR","CAV1",0.457
"1312","BUB1","CDK1",0.901
"882","BUB1","CDC20",0.983
"457","BUB1","INTU",0.409
"2046","BUB1","SPC24",0.725
"673","CTRB2","CTRB1",0.916
"2454","INSR","ENPP1",0.457
"1783","CTRB2","SERPINA1",0.829
"2400","RAC3","ESPN",0.72
"1567","INSR","PTPN6",0.457
"691","CTRB2","AMY2B",0.456
"1967","CTRB2","SERPINA3",0.869
"1861","RAC3","IL32",0.547
"1855","RAC3","FAM49B",0.8
"2319","RAC3","DOCK10",0.909
"498","RAC3","CAV1",0.543
"573","RAC3","VANGL1",0.543
"1163","RAC3","SMTNL2",0.54
"323","MN1","CXCL11",0.485
"946","ANKS3","BICC1",0.692
"486","ANKS3","NPHP3",0.442
"929","ANKS3","NEK6",0.452
"781","NLGN2","EPB41L2",0.499
"2280","KNDC1","C9orf72",0.72
"2439","NLGN2","DLG4",0.984
"1100","NLGN2","NLGN4X",0.638
"705","CXCL10","CXCL9",0.981
"1671","NLGN2","MDGA1",0.98
"1379","NLGN2","RAPGEF4",0.41
"1531","CXCL10","CXCR4",0.991
"1835","HOMER2","PALLD",0.608
"1104","HOMER2","NLGN4X",0.499
"546","NLGN2","EPB41L3",0.499
"2447","HOMER2","DLG4",0.499
"324","CXCL10","CXCL11",0.974
"1265","CXCL10","CCL26",0.777
"318","NLGN2","HOMER2",0.499
"1341","CXCL10","CXCL1",0.707
"321","HOMER2","ITPR1",0.499
"490","HOMER2","CAV1",0.422
"1539","CXCL11","CXCR4",0.985
"495","SDPR","CAV1",0.643
"612","SDPR","PTRF",0.554
"1757","ITPR1","MRVI1",0.984
"619","ITPR1","ANK2",0.753
"861","CXCL10","MMP9",0.64
"2139","CXCL10","CCL5",0.748
"682","CXCL10","CCL28",0.734
"2113","CXCL10","CXCL17",0.734
"1817","ITPR1","TRPC1",0.91
"1395","ITPR1","BCL2",0.989
"1263","CXCL11","CCL26",0.734
"806","CXCL11","HIST2H2AA4",0.518
"707","CXCL11","CXCL9",0.972
"513","CDCA7","SFN",0.601
"633","CXCL11","CCL20",0.734
"1106","SDC2","SDC1",0.967
"713","LAMB2","DMD",0.499
"2146","CXCL11","CCL5",0.858
"512","DDIT4","SFN",0.499
"1657","LAMB2","LAMA2",0.917
"1128","DDIT4","VLDLR",0.505
"1973","LAMB2","ITGA7",0.499
"2086","SDC2","APOC4-APOC2",0.499
"599","GLUL","HNRNPH1",0.422
"552","SDC2","SDC3",0.551
"1143","TSPAN5","CD9",0.412
"1091","LAMB2","EMILIN1",0.54
"1078","LAMB2","AGRN",0.499
"900","LAMB2","PLAU",0.54
"1505","KRT17","OBSL1",0.457
"1175","LAMB2","LAMB3",0.54
"1088","DST","DSP",0.612
"2061","DST","EVPL",0.56
"1174","DST","LAMB3",0.499
"1001","DAPL1","HABP4",0.412
"1161","KRT17","KRT18",0.592
"719","KRT17","KRT19",0.435
"517","KRT17","SFN",0.869
"1522","DAPL1","RPL31",0.459
"412","LTBP4","FBN1",0.54
"876","CKS1B","CDC20",0.563
