"","logFC","logCPM","LR","PValue","FDR"
"ENSG00000183837",2.91659034393135,-0.88280057908833,32.5069876068669,1.18764741460253e-08,6.50182045470776e-08
"ENSG00000174607",3.00341778873489,2.88149160737155,32.5037503917976,1.18962735868492e-08,6.51101012321779e-08
"ENSG00000184557",2.11471732195866,7.28615354329219,32.5020976127531,1.19063950521519e-08,6.51489957677636e-08
"ENSG00000165633",1.5527157162076,4.99659696844063,32.497861252096,1.1932377536273e-08,6.52746364060219e-08
"ENSG00000080007",1.97511505853411,-0.274579711268658,32.4947779773011,1.19513236050744e-08,6.53617313233228e-08
"ENSG00000185436",1.52923766242479,3.09787622051411,32.4925360365901,1.19651187716816e-08,6.542061903302e-08
"ENSG00000175334",-0.864831583093504,6.61863892630085,32.4835087311195,1.20208274088668e-08,6.56920423838667e-08
"ENSG00000186150",1.80517327802762,-1.66223071731456,32.4835065094867,1.20208411507686e-08,6.56920423838667e-08
"ENSG00000170369",-3.56183828398721,-0.0244226135650653,32.4776777353903,1.20569492411192e-08,6.58727077628582e-08
"ENSG00000117009",-2.00953550139892,2.52267719021744,32.4740042398632,1.20797615989368e-08,6.59806594109776e-08
"ENSG00000230319",1.77800127274705,-2.24876029259838,32.4478196478604,1.22436247692819e-08,6.68587930287198e-08
"ENSG00000064042",1.65177743662701,7.00324367982064,32.4468214856012,1.22499151315644e-08,6.68762420825778e-08
"ENSG00000237781",2.1529016364592,-0.987522227533454,32.4445208225294,1.2264426112112e-08,6.69385499950788e-08
"ENSG00000114626",1.24476856908066,4.81010461318078,32.4288722465592,1.23635843044129e-08,6.74627095075137e-08
"ENSG00000129422",0.883448200616158,6.98953151028988,32.4240900056724,1.23940471734042e-08,6.76118584506233e-08
"ENSG00000158122",0.955323953104297,4.32167570381541,32.4232635256349,1.23993194641951e-08,6.76218700877298e-08
"ENSG00000173692",-0.784446240536954,7.17835344012832,32.4228213074186,1.24021413901182e-08,6.76218700877298e-08
"ENSG00000115415",-1.22352013316781,8.70612694654865,32.4203346325912,1.24180215845678e-08,6.76913749746067e-08
"ENSG00000143028",1.48510215093623,0.522983412817324,32.4066440364818,1.25058167609027e-08,6.81527587817363e-08
"ENSG00000254352",1.64713873423639,-1.88724894712715,32.4046010503533,1.25189712441626e-08,6.82072442369809e-08
"ENSG00000101310",-0.94230578464653,6.84323474890271,32.3932832978331,1.25920960216728e-08,6.85883566514512e-08
"ENSG00000231889",1.38690251100135,1.25035910254236,32.3820404822044,1.2665160206726e-08,6.89689470128368e-08
"ENSG00000228918",-2.19111678892008,-0.993258111425824,32.3763900917132,1.27020408305629e-08,6.91523553204342e-08
"ENSG00000285572",2.08974119539364,-2.22266256121453,32.2951840735053,1.32441183257131e-08,7.20853674513878e-08
"ENSG00000116586",-1.17497344427507,5.39156551914389,32.2918901002666,1.32665891962604e-08,7.21894886307718e-08
"ENSG00000166349",1.55401270890502,1.04913069160844,32.2898768076113,1.32803423019687e-08,7.22461320395116e-08
"ENSG00000274414",1.82302451082277,-0.115522705276033,32.2892666932397,1.32845129041225e-08,7.22506304636996e-08
"ENSG00000164405",-0.841824804100543,5.78214783317111,32.2848340101391,1.33148531262944e-08,7.23974198170532e-08
"ENSG00000117245",1.65739925458059,1.10025610307596,32.2823607825524,1.33318116918031e-08,7.24713929651524e-08
"ENSG00000251867",1.50791314012423,0.480347333719367,32.2708923037842,1.34107325945998e-08,7.28820698954004e-08
"ENSG00000169871",0.859416053393261,6.66000916366881,32.2610548822725,1.34788020511003e-08,7.32335817752515e-08
"ENSG00000262155",1.46186271168666,1.20529503589889,32.2576174942805,1.35026683522733e-08,7.33448108989244e-08
"ENSG00000263276",1.28153059788063,-1.89911820860794,32.2442042895597,1.35962037882036e-08,7.38343230599403e-08
"ENSG00000167617",1.6531513922996,1.64711660985149,32.2354684099308,1.36574711455661e-08,7.41484011340181e-08
"ENSG00000129204",1.71960028036502,1.01676796657129,32.2287310839576,1.37049108544829e-08,7.43872679587204e-08
"ENSG00000181656",2.02565381573559,0.00216503759053303,32.2252720809662,1.37293309092204e-08,7.45011005239665e-08
"ENSG00000258813",1.47004126828249,-2.31775061919775,32.2240544839463,1.37379373331218e-08,7.45290860894039e-08
"ENSG00000178826",2.82562346508004,1.49096758612769,32.2225247309268,1.37487578504853e-08,7.45690661730139e-08
"ENSG00000157703",2.57798440256243,0.178673966482685,32.2202256750937,1.37650359930817e-08,7.46386192568406e-08
"ENSG00000103363",-0.826557060421427,6.56489093104611,32.2121539171823,1.38223399605981e-08,7.49305373478687e-08
"ENSG00000230426",2.62047782928163,-2.28712796937562,32.1993072572587,1.39140356607513e-08,7.54086989108387e-08
"ENSG00000169248",-2.84562606953039,3.48099728693887,32.1734888552853,1.41001667473105e-08,7.6398295655939e-08
"ENSG00000132854",2.18666687726703,4.29859422443479,32.1680767430883,1.41394990578917e-08,7.65922024675166e-08
"ENSG00000185420",-1.36510142806043,4.92563084423788,32.1637102436471,1.4171312505209e-08,7.67452933866058e-08
"ENSG00000239571",3.68223105408308,-0.367231359979227,32.1513481022396,1.42617699753249e-08,7.72158169949438e-08
"ENSG00000137752",1.19453307940297,4.58586094487607,32.1463108135328,1.42987949552529e-08,7.73968841165091e-08
"ENSG00000100678",2.28870888993789,-1.46411945362786,32.1428902426994,1.43239916385795e-08,7.75138520727335e-08
"ENSG00000225746",2.02046458475259,-1.80140185028413,32.1347220593527,1.43843403375278e-08,7.78209379101902e-08
"ENSG00000257176",1.22813396000878,1.13716183091158,32.1337788237654,1.43913255936966e-08,7.78392399070328e-08
"ENSG00000189157",1.49926575141046,1.9385608782611,32.1099624358106,1.45688314555e-08,7.87796071297406e-08
"ENSG00000223884",1.94511897604369,-2.4413475262123,32.1047361353809,1.46080760666844e-08,7.89720559541945e-08
"ENSG00000105926",1.68943912998718,3.39589566976875,32.097974694719,1.46590052935018e-08,7.92275603756844e-08
"ENSG00000253485",1.9102291781197,1.32849903806086,32.0945918198717,1.46845528474988e-08,7.93457909299209e-08
"ENSG00000131943",1.25523703934705,5.37534731052056,32.0887122902485,1.47290613596232e-08,7.95663894646843e-08
"ENSG00000168970",1.69033716813376,1.36127018027859,32.0826471503801,1.47751165536558e-08,7.97952308151446e-08
"ENSG00000187323",2.09016110921613,-0.907896049173009,32.0591032224669,1.49552665215741e-08,8.07479757616622e-08
"ENSG00000177994",1.93708050119343,-1.14868692616268,32.0583192314522,1.49613030525409e-08,8.0760388798227e-08
"ENSG00000130635",-1.90588576600095,8.22934240021378,32.0562448011078,1.49772874125341e-08,8.08264801223866e-08
"ENSG00000285420",3.02998918142497,-1.82103845504194,32.0511585084557,1.50165518666053e-08,8.10181405077673e-08
"ENSG00000130300",1.22573506990686,7.20219444053641,32.0496575326325,1.50281585815692e-08,8.10605218748247e-08
"ENSG00000232354",1.67974825394231,0.104180768783347,32.0418831713514,1.50884199655727e-08,8.13652554569742e-08
"ENSG00000197442",1.0783320759989,5.17539641103549,32.0413430883828,1.50926152892813e-08,8.13675726474027e-08
"ENSG00000008256",1.08710342836762,5.64002601969816,32.0273744429341,1.52015295282737e-08,8.19343103135293e-08
"ENSG00000181649",-1.7733016196759,2.67562561107998,32.0207190273662,1.52536987021436e-08,8.21949929067128e-08
"ENSG00000253369",2.36785063767197,-2.24516239022784,32.0188874363207,1.52680872622922e-08,8.2252014351436e-08
"ENSG00000125898",-1.24262978695531,4.33385756506765,32.0182450300826,1.52731370783649e-08,8.22587103662286e-08
"ENSG00000152932",3.51964310036282,2.60352781135942,32.0138968566305,1.53073611383777e-08,8.242249177126e-08
"ENSG00000163412",0.900066355873063,5.7517574568032,32.0025010637283,1.53974212599494e-08,8.2886765965368e-08
"ENSG00000176402",1.94955639326835,1.85794661669112,31.9997991635311,1.54188519006959e-08,8.29814575019272e-08
"ENSG00000234690",1.927385814405,1.16336266859311,31.9989302125337,1.54257505000486e-08,8.29979125510586e-08
"ENSG00000063180",1.89933557990341,3.04038598210755,31.9862027209322,1.55271490130291e-08,8.35226875463112e-08
"ENSG00000177788",-1.06913072122596,4.17958450292309,31.978645214821,1.55876744643501e-08,8.38273941825978e-08
"ENSG00000175985",-2.31720756063108,1.71725382092519,31.9660333955996,1.56892048640504e-08,8.43524107246583e-08
"ENSG00000028528",0.866557069355043,7.44276983726924,31.9557975751933,1.57720942661294e-08,8.47769683837123e-08
"ENSG00000243238",3.62272673066653,2.94928296175769,31.9511015906875,1.58102688697772e-08,8.49610270425627e-08
"ENSG00000177200",0.92771953252973,6.38912688294389,31.9482604364921,1.58334101064766e-08,8.50642281404141e-08
"ENSG00000259291",1.56834914859643,3.01975880422785,31.944251076467,1.5866124126933e-08,8.52187944655151e-08
"ENSG00000109667",1.23629516309335,2.74256869670275,31.9386434439544,1.59119927098333e-08,8.54439210919675e-08
"ENSG00000175928",2.40205884505072,4.34567844581659,31.9134241691873,1.61199255496546e-08,8.65389692613508e-08
"ENSG00000196547",1.0800451557587,5.80999982795917,31.8935059211364,1.62860734190143e-08,8.74092087526232e-08
"ENSG00000105991",1.41440303555924,0.250580210148718,31.8889401233007,1.63244000077952e-08,8.75931550455521e-08
"ENSG00000260404",1.10543074427796,3.24384829435395,31.875593355573,1.64369553658739e-08,8.81752064413613e-08
"ENSG00000151067",1.28833813813324,3.94017000235928,31.8682052665917,1.64995941724447e-08,8.84892605803387e-08
"ENSG00000205426",2.8096583113249,2.47923354418592,31.8662792572031,1.65159628091049e-08,8.85550680841536e-08
"ENSG00000106305",-0.94980761483576,3.55020454536112,31.8561771833779,1.66020843987974e-08,8.89947506051138e-08
"ENSG00000286904",1.36095170126117,-0.463787207101303,31.8497084481107,1.66574673655101e-08,8.92694828457196e-08
"ENSG00000141034",0.907278075273357,4.42221683838358,31.84804269042,1.66717589176115e-08,8.93239193383954e-08
"ENSG00000131480",2.30785132861285,1.56121419685474,31.838660043185,1.67524881089208e-08,8.97342000638472e-08
"ENSG00000286931",-1.70300543496823,-0.744029815598442,31.820960052859,1.69058481266151e-08,9.05332258537546e-08
"ENSG00000163704",-1.66320649306196,3.63333789217604,31.8147820865348,1.69597070058643e-08,9.07991449412079e-08
"ENSG00000069188",2.51259398091534,3.73684348922342,31.8019775626627,1.70718834316298e-08,9.13770763415051e-08
"ENSG00000121022",-0.839153326575664,5.64108347750521,31.7963471926975,1.71214443033351e-08,9.16196554003133e-08
"ENSG00000118263",1.17906827297538,5.68571479538479,31.7801021675322,1.72652490779544e-08,9.23663040545774e-08
"ENSG00000277449",1.48691181985373,0.770853948995572,31.7794699207745,1.72708702688806e-08,9.23735061311814e-08
"ENSG00000152270",3.49586282037206,5.49053039889285,31.7787958429734,1.7276865391172e-08,9.23827041258215e-08
"ENSG00000231439",-1.85313523723706,-0.729191300818701,31.7561904702305,1.74791250354522e-08,9.34190723367531e-08
"ENSG00000253953",2.09156244395944,0.627686242726319,31.7561679691758,1.74793275387585e-08,9.34190723367531e-08
"ENSG00000101407",-0.900871727476207,5.45444082439959,31.7552789113074,1.74873306962738e-08,9.34387343434927e-08
"ENSG00000184381",1.23022180086275,3.61601450321927,31.7491200732495,1.7542872453062e-08,9.36938577584946e-08
"ENSG00000176619",-1.3376938558966,5.81576206460116,31.7486302819026,1.75472970769059e-08,9.36938577584946e-08
"ENSG00000171150",0.958716488592896,5.66638846724759,31.7485429633888,1.75480860028058e-08,9.36938577584946e-08
"ENSG00000173210",2.01257349848143,6.12686989694872,31.7426669893436,1.76012573622592e-08,9.39545378171185e-08
"ENSG00000227471",3.05399501382441,0.842627199188093,31.7278012612189,1.77364982250645e-08,9.46530633853284e-08
"ENSG00000141431",2.2359511424064,1.83560934953775,31.7272569287957,1.77414699917561e-08,9.4656218168362e-08
"ENSG00000137825",-2.51823515112714,0.354787875556074,31.7198055973918,1.78096687023736e-08,9.49966233821003e-08
"ENSG00000149657",-0.916781159797192,5.82626921218762,31.7035936877215,1.79589576531111e-08,9.57692884917137e-08
"ENSG00000276945",1.28612702544846,-1.66055325323095,31.6907163237056,1.80784329011188e-08,9.6382624753855e-08
"ENSG00000177888",-1.06655046828344,6.20081574756442,31.6713478802145,1.8259632913804e-08,9.73246541690868e-08
"ENSG00000042753",-0.857097873492934,5.90609531642941,31.6678053627248,1.82929709347573e-08,9.74783023324871e-08
"ENSG00000166006",6.59734437499824,2.00206857026984,31.6622065972597,1.83457843219156e-08,9.77356281134006e-08
"ENSG00000135678",1.82298429776573,6.28071502138534,31.6509235856696,1.84526819457416e-08,9.82808852559982e-08
"ENSG00000279302",1.98424904593569,-2.01996719207331,31.6041745658385,1.8902280936928e-08,1.00650686664648e-07
"ENSG00000078098",-1.72043798991039,5.05216546230229,31.6035356899262,1.89085005963816e-08,1.00658999972066e-07
"ENSG00000211965",3.09605381441223,3.00314701477628,31.5881261043515,1.90591404118311e-08,1.01435937443066e-07
"ENSG00000109854",-1.06670100106083,5.34157478803742,31.583341709405,1.91061554444497e-08,1.01660255752395e-07
"ENSG00000186235",1.54837177969826,-1.62717947670134,31.5828800863827,1.91106978372004e-08,1.01660255752395e-07
"ENSG00000176597",2.02405766633653,3.51797445888754,31.5821832172348,1.91175571123663e-08,1.01671714025107e-07
"ENSG00000251661",1.62493718269837,-0.235159580191801,31.5745079466067,1.91932680708021e-08,1.02011125209191e-07
"ENSG00000130935",-1.04685949257703,6.44465735089964,31.5743671094217,1.91946601296552e-08,1.02011125209191e-07
"ENSG00000133574",1.37475556436232,5.5291630562397,31.5742780648334,1.9195540313799e-08,1.02011125209191e-07
"ENSG00000259366",1.26099763784569,1.08464836743868,31.5725796900658,1.92123360778953e-08,1.02075278576632e-07
"ENSG00000176749",-1.67945557290572,2.56546644822221,31.54772823871,1.9459790311494e-08,1.03364589245517e-07
"ENSG00000005022",-0.811570227686887,7.64611334447633,31.5391295465019,1.95461517407937e-08,1.03797799659639e-07
"ENSG00000177757",1.41171158010191,-1.94036124001881,31.5365741290291,1.95718911391271e-08,1.03908949320457e-07
"ENSG00000237550",1.02312881096653,6.80834292933136,31.5331450421764,1.96064839142877e-08,1.04067036212215e-07
"ENSG00000173258",1.61816673761018,4.21995531910129,31.5266380367855,1.96722953314592e-08,1.04390706660651e-07
"ENSG00000233967",1.61991365250039,0.845876196713816,31.514980202745,1.97907557270317e-08,1.04993530505696e-07
"ENSG00000236861",1.34834132129167,-1.08362729603979,31.5125895417692,1.981513643799e-08,1.05097071220444e-07
"ENSG00000147684",-0.982159974151694,6.52758885748996,31.5111792281718,1.98295333658987e-08,1.05147621342415e-07
"ENSG00000244265",-1.66478801064335,0.225436292028571,31.5065227033824,1.98771430997791e-08,1.05374216903834e-07
"ENSG00000179967",-1.3851163989962,2.89789329606604,31.4957196862678,1.99880378872409e-08,1.05936110538999e-07
"ENSG00000110237",0.904741403043756,6.06787852654299,31.492623025679,2.00199397623057e-08,1.06079170766037e-07
"ENSG00000113456",-0.880173396309227,5.28988905665347,31.488107525015,2.0066549996968e-08,1.06300076571337e-07
"ENSG00000138639",1.3963592807627,3.81957969652995,31.4756107596194,2.01961125202949e-08,1.06960195916307e-07
"ENSG00000181751",-1.10800458587655,5.35405530018966,31.4598392126509,2.03608237565823e-08,1.07806096479351e-07
"ENSG00000120328",1.5755319223911,1.30068741538316,31.4575820176321,2.03845067448813e-08,1.07905051872464e-07
"ENSG00000155090",1.14461732861926,7.30299300758469,31.4516868261059,2.04464906239771e-08,1.08206654274528e-07
"ENSG00000020633",1.36411356914641,4.1292104839082,31.4507705588835,2.04561414809047e-08,1.08231220646275e-07
"ENSG00000250397",1.74887553007283,-0.233433677586395,31.4419399271187,2.05493869590224e-08,1.08680086351122e-07
"ENSG00000146938",2.20752787604534,3.69403239108959,31.4417839140983,2.05510381724678e-08,1.08680086351122e-07
"ENSG00000256894",1.90429302147149,0.0129825661482338,31.4402191368729,2.05676068434663e-08,1.08741093387233e-07
"ENSG00000106153",-0.886970077725637,7.46972535282064,31.4328620997883,2.06456864897946e-08,1.09127200017486e-07
"ENSG00000144580",-0.811007588963118,6.03472407337804,31.4287509056326,2.06894475121211e-08,1.09331763717758e-07
"ENSG00000077782",1.37272186871754,7.60960980728987,31.4230581945347,2.07501962144599e-08,1.09625975501724e-07
"ENSG00000130731",-0.880923853480071,4.91443361960819,31.4190189460135,2.07934086373845e-08,1.09809878767427e-07
"ENSG00000196440",1.51725486580745,4.06182480493425,31.4188545231902,2.07951695629541e-08,1.09809878767427e-07
"ENSG00000283208",1.30458144121432,-1.72428258996636,31.3864429440592,2.11452224425113e-08,1.11631069273829e-07
"ENSG00000275234",-1.44462554704318,2.7123897376519,31.372661693949,2.1295846040311e-08,1.12398788773581e-07
"ENSG00000115598",2.18617929778266,1.28161985821646,31.3642114411932,2.1388735025741e-08,1.12861486309209e-07
"ENSG00000151136",1.87780419780871,3.07988274668002,31.3606946681376,2.14275124810881e-08,1.13038498459803e-07
"ENSG00000186188",1.900609409001,1.80959483432893,31.3563613873002,2.14753899647681e-08,1.13263418686529e-07
"ENSG00000099904",1.35045735544004,4.62654085836648,31.3246182400952,2.18293963774608e-08,1.15102390659876e-07
"ENSG00000257150",1.797304605286,-1.05667593525832,31.3025987479342,2.20783907072213e-08,1.16386891046996e-07
"ENSG00000228058",2.23152449225486,-1.93240093612842,31.2702184322363,2.24497215681345e-08,1.18315508205915e-07
"ENSG00000117020",1.385495823186,5.91527255204381,31.2688488975809,2.24655642768676e-08,1.18370132381018e-07
"ENSG00000166224",-0.910417338329228,6.97462463215201,31.2667163226592,2.24902560978207e-08,1.18471344164239e-07
"ENSG00000181143",3.73271020958951,4.91073942213777,31.2564296121833,2.26097421912949e-08,1.190717302631e-07
"ENSG00000260710",-2.66336278804167,0.966610137053142,31.2497949861009,2.26871443346327e-08,1.1945024726675e-07
"ENSG00000169627",-1.47762884548221,-1.6964840861659,31.2461043177106,2.27303159542023e-08,1.19648396379635e-07
"ENSG00000111229",-0.891069737550062,7.16827190083607,31.2382697619656,2.28222336875125e-08,1.20102977476807e-07
"ENSG00000102225",-0.779796871245718,6.79491595284532,31.2056697042604,2.32087241946897e-08,1.22107161528818e-07
"ENSG00000104870",1.27976081439014,7.10911907095824,31.1838408542054,2.34711746867956e-08,1.23435436555016e-07
"ENSG00000287566",-2.52815151724128,-0.498831285917506,31.1837219493493,2.34726124030248e-08,1.23435436555016e-07
"ENSG00000269397",-1.57651918669549,0.197175297479714,31.1590333974568,2.37730484014041e-08,1.24984922106457e-07
"ENSG00000260563",1.43529559943853,2.15333065211993,31.150260356569,2.38807329922259e-08,1.25520525053762e-07
"ENSG00000117152",-1.6366488961133,3.26411682966378,31.1496055710222,2.3888789718251e-08,1.25532336632288e-07
"ENSG00000118058",0.805013768991048,6.82726231331487,31.1474774855504,2.3914993287028e-08,1.25639478469755e-07
"ENSG00000138035",-0.808185966360606,5.5604190846813,31.1399610231467,2.4007775746629e-08,1.26096261140778e-07
"ENSG00000198018",-1.08580499084094,4.66741372751214,31.1278030050171,2.41586170752721e-08,1.26857690829278e-07
"ENSG00000227183",-1.53762761196431,-1.55137780393518,31.1244572761155,2.4200292978587e-08,1.27045658571746e-07
"ENSG00000106524",0.890993542012975,4.54198530931483,31.1074692843448,2.44130168852891e-08,1.28131277351792e-07
"ENSG00000134049",-0.90589421984407,5.39540200216338,31.0776621386273,2.47907991868151e-08,1.30082464504298e-07
"ENSG00000187950",2.42841538212342,-1.96914304435858,31.0769342938463,2.48000969322018e-08,1.30099658779076e-07
"ENSG00000274576",2.92619298653798,1.4670299653027,31.0689125929772,2.490280065544e-08,1.30595525595483e-07
"ENSG00000106771",0.900426365879072,7.04060459771728,31.0684363483569,2.49089115085733e-08,1.30595525595483e-07
"ENSG00000089127",-1.43979258491229,6.17197664980898,31.068137061808,2.49127525224259e-08,1.30595525595483e-07
"ENSG00000099869",1.96741933825896,-2.45620991729242,31.061036448911,2.50040553128272e-08,1.3104235440203e-07
"ENSG00000233030",-2.22199819692421,-0.755793266870437,31.0423584974356,2.52458283616406e-08,1.32277366449643e-07
"ENSG00000164935",-2.56581530283015,-0.334598295772479,31.0412441025458,2.52603272337795e-08,1.32321248695154e-07
"ENSG00000198736",-0.90474981765658,4.8971242492615,31.0324659022349,2.53748283286808e-08,1.32888824654904e-07
"ENSG00000211957",3.19278444783435,-2.10699201169932,31.0137030606409,2.56213134389241e-08,1.3414716277884e-07
"ENSG00000158481",2.59455897657633,1.30783973181662,31.010335665101,2.56658036830415e-08,1.34347549899021e-07
"ENSG00000232803",3.41105822944832,-1.30203549421341,31.0085759740547,2.56890836123882e-08,1.34436841534629e-07
"ENSG00000111087",2.1109861758328,0.72898249080292,31.0058256209251,2.57255119352497e-08,1.34594881815224e-07
"ENSG00000251247",1.16984356687611,2.54604803918302,30.9926201455551,2.59011399626655e-08,1.35480956744923e-07
"ENSG00000168743",-1.85828375170185,7.19053171944061,30.9812263230823,2.60536386225521e-08,1.36245649408545e-07
"ENSG00000244754",0.860919532909049,6.66018722439236,30.9786571788574,2.60881489760808e-08,1.36393109865752e-07
"ENSG00000105810",1.43640368316883,5.18393215010505,30.9777426592515,2.61004444241313e-08,1.36424383917907e-07
"ENSG00000259969",1.84396711919309,0.359318306873355,30.9689483708082,2.62189777758834e-08,1.37010803332839e-07
"ENSG00000135116",2.60649311434671,0.714494565327024,30.965704585419,2.626283497264e-08,1.37206803212961e-07
"ENSG00000048991",-0.787165005428318,5.51093584912294,30.9571297972783,2.63791235573261e-08,1.37781025338821e-07
"ENSG00000179526",-0.969665912590566,5.89112708987355,30.9509256094241,2.64635842998862e-08,1.38185360881417e-07
"ENSG00000271913",1.34549901475721,0.847183634626349,30.9505045224092,2.64693265775724e-08,1.38185360881417e-07
"ENSG00000214517",-0.844783817025422,5.96204510952331,30.9434725022584,2.65654054822111e-08,1.38653449676236e-07
"ENSG00000154237",1.24619610445028,4.63657443146787,30.9375689267228,2.66463360975694e-08,1.39042267663917e-07
"ENSG00000146242",-1.08935745745598,6.19336690728185,30.9271217631638,2.67901593527883e-08,1.39739421446855e-07
"ENSG00000219891",-1.55003355402503,0.634801540908948,30.9269251092876,2.67928740769308e-08,1.39739421446855e-07
"ENSG00000163792",2.45153233709586,-1.2966344067902,30.9260187804644,2.68053891277313e-08,1.39770957594599e-07
"ENSG00000196199",0.792093919979416,6.26095361322833,30.9083983487672,2.70498680567674e-08,1.41011712658777e-07
"ENSG00000081853",2.02271008677722,2.35166217437473,30.8995842058868,2.71729988850425e-08,1.41605408305439e-07
"ENSG00000275476",1.71948888045155,-2.06551835603207,30.8993083374814,2.71768617291122e-08,1.41605408305439e-07
"ENSG00000213853",-0.914550922828353,7.78969977267712,30.8854629413098,2.73714400033536e-08,1.42584878397412e-07
"ENSG00000205959",1.56650052270742,0.0875024284403446,30.8815328987587,2.74269252839955e-08,1.42839479762973e-07
"ENSG00000272240",1.23402451675058,-0.990117266280044,30.8807299505519,2.74382753532988e-08,1.42864157550381e-07
"ENSG00000167702",-1.7779543827954,3.5360562178783,30.8653345320199,2.76568094949608e-08,1.43967318614096e-07
"ENSG00000048707",0.886759898706818,6.9652999036837,30.8589538033087,2.77478926443811e-08,1.44406662875671e-07
"ENSG00000272977",1.34596544670828,0.868158072093353,30.8494917016692,2.78835150550079e-08,1.45077532701327e-07
"ENSG00000163590",1.20692555982263,4.8147818085398,30.8428449640462,2.7979181107807e-08,1.45514391223544e-07
"ENSG00000033011",-0.977347038275034,4.37715850159381,30.8427225097967,2.79809466648383e-08,1.45514391223544e-07
"ENSG00000223878",1.56688461889052,-1.45497279449424,30.8380340263063,2.80486296748028e-08,1.45831277673999e-07
"ENSG00000196262",-0.875441031717066,8.43069963486795,30.8243052106819,2.82477637726158e-08,1.46826243537279e-07
"ENSG00000023572",-0.835671031140888,4.66529945962311,30.8239051625385,2.82535875892265e-08,1.46826243537279e-07
"ENSG00000148483",2.03211032907022,-0.744288244482046,30.8225071622328,2.82739488309905e-08,1.46896726698736e-07
"ENSG00000138606",1.36278138540254,2.24547213085604,30.8218611847888,2.82833621648649e-08,1.46910310014038e-07
"ENSG00000227487",2.05784553536062,-2.29030846088949,30.8193250113544,2.83203502453844e-08,1.47067081976031e-07
"ENSG00000165164",-2.61449070096227,-0.952234322350352,30.8109403256242,2.84429795132365e-08,1.47668404930806e-07
"ENSG00000079739",1.05502882444658,6.44998132002479,30.800636354514,2.85944078332641e-08,1.48418920120387e-07
"ENSG00000135862",1.34673030210822,8.6042159320686,30.7994556039259,2.86118117723709e-08,1.48473590004177e-07
"ENSG00000239828",2.24579678006528,-1.61216025727031,30.7944896255905,2.86851251720765e-08,1.48818291649034e-07
"ENSG00000149792",-0.790676817011152,6.23665513504768,30.7776898956726,2.89345398526744e-08,1.50076221108158e-07
"ENSG00000130202",-1.04056973654143,7.23225425842316,30.7771199832692,2.89430389658173e-08,1.5008427789138e-07
"ENSG00000240771",1.38904373200145,1.87716561845815,30.7755250264266,2.89668378794824e-08,1.50171648968296e-07
"ENSG00000176532",-1.81129431058618,4.12912493286651,30.7620854901718,2.91681540850077e-08,1.5117905336264e-07
"ENSG00000226386",1.78210078173979,-2.23281929203413,30.7553752931807,2.926919282249e-08,1.51666359354524e-07
"ENSG00000132205",1.66367891621553,4.77740719771534,30.7533638565531,2.92995482619581e-08,1.51787254577893e-07
"ENSG00000231789",2.03079895923604,0.252651842203733,30.7499659814839,2.93508986842967e-08,1.52016830961238e-07
"ENSG00000170266",-0.807241758575495,6.2132747491508,30.7463692800973,2.94053520997922e-08,1.52247157257512e-07
"ENSG00000258733",1.6860031522927,-0.481053007418232,30.7460981506336,2.94094610511317e-08,1.52247157257512e-07
"ENSG00000253368",1.87689987833003,3.27549851223928,30.743807466884,2.94441991970491e-08,1.52390480538883e-07
"ENSG00000123388",-3.36787591629677,2.08725400601808,30.7395979185717,2.95081440758754e-08,1.52684860438581e-07
"ENSG00000213551",-1.22235029782646,3.61923026580655,30.7253010685807,2.97263598848472e-08,1.53777156904903e-07
"ENSG00000163554",1.73603895304243,-0.859258263699208,30.719484267588,2.98156049300718e-08,1.5420191271637e-07
"ENSG00000136450",-0.822440422572964,6.31218252692008,30.7184000609246,2.98322691688363e-08,1.5425117784164e-07
"ENSG00000174233",0.965398233766214,6.37386271186475,30.7112028236755,2.99431273858873e-08,1.54787343673266e-07
"ENSG00000175970",1.18984245812984,5.34098049554307,30.704854257348,3.00412561392331e-08,1.55257465356745e-07
"ENSG00000111667",-0.849056471728832,6.59160776705486,30.6696643616087,3.05910517747658e-08,1.58061082436427e-07
"ENSG00000188257",5.0566790142917,4.43813898404991,30.652988479178,3.0855099438386e-08,1.59387279145265e-07
"ENSG00000256235",1.38920291819768,5.22633518388017,30.6471289673673,3.09484206402876e-08,1.5983113604095e-07
"ENSG00000173662",2.13603522498769,-1.79104539367644,30.6432205531814,3.10108249411125e-08,1.60115150615904e-07
"ENSG00000230084",1.42401436926521,0.801236320614671,30.6397780971383,3.10658938514976e-08,1.6036116443936e-07
"ENSG00000259330",0.992584110520908,4.33733054579732,30.6329661459569,3.11751534172344e-08,1.60886724394459e-07
"ENSG00000107954",-3.26783000013254,3.84270125481359,30.6240373439614,3.13189491898151e-08,1.61590223040479e-07
"ENSG00000180573",-1.52343565349134,6.14137860780705,30.6220273978571,3.13514103032198e-08,1.61719091389824e-07
"ENSG00000230537",1.68585596443442,-1.57883977223191,30.619266381791,3.13960563353528e-08,1.61910736347089e-07
"ENSG00000125633",0.918181952691403,5.39807776058579,30.6063471621841,3.16058097549485e-08,1.62953552179654e-07
"ENSG00000092978",-1.20614638699521,5.33846704120824,30.6047427343869,3.16319566759165e-08,1.63049456071852e-07
"ENSG00000252498",1.49027119931527,-1.70681512188649,30.6037593689199,3.16479930237749e-08,1.63093210889036e-07
