name	name-2	source_db_name	source_db_version
NCBIGENE:90268	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7345	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7347	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:834	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:837	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:839	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:840	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:841	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23581	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9099	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8078	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9097	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1508	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1515	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:139728	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:818	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:759	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:763	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:31	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1374	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1375	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1376	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:53944	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1456	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1453	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1457	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6898	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8317	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:983	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7357	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:27159	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57396	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:115004	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8999	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6792	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1544	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1594	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1555	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1558	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1562	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:113612	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8529	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:126410	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:260293	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6916	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1612	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23604	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1613	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2572	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4953	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9149	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8798	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8445	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7322	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:51185	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6502	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7597	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:225689	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5594	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5581	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2242	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1760	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8476	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2869	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2932	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:204851	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:28996	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4357	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57104	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5338	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1147	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8821	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3632	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3635	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:51763	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4952	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3654	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3656	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3718	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5599	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11184	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:38	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:39	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3158	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3422	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9453	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2224	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6713	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:120892	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3984	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5168	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4319	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4320	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9313	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:79148	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:101	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8754	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6868	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8728	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:203102	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:80332	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11096	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11174	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11095	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:81794	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:170691	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:170692	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:171019	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:80070	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:649	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1889	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9718	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:93979	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1369	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:56265	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:51056	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:206338	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:57140	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:64167	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2028	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9520	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:84735	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55748	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23173	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:63929	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2346	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1636	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:59272	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7867	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4139	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8493	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9927	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:50488	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23043	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:340156	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7273	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:79400	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9113	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10783	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:140609	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:152110	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4843	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:388228	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:646643	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:140901	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:56155	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:340371	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9891	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:81788	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6011	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:80216	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11113	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:27102	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5610	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:472	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:169436	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1432	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5062	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5445	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5163	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5166	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2289	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:2288	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5287	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5295	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:23533	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8394	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8395	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5153	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5140	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5143	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5145	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5158	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5149	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8622	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5330	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5336	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:89869	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5321	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:283748	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5260	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5261	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:728642	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:984	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10038	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9536	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:80142	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:873	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3248	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5567	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5568	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5613	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5587	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5592	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5586	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:26191	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5681	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:978	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:283455	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3845	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4117	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5891	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:54101	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6093	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55781	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:26750	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:124923	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6197	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:59342	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:63036	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3002	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:3816	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9622	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:43847	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5328	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6768	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9407	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5547	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:255738	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:327	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5550	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9517	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:91461	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9748	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6793	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8560	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6610	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:55512	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:27293	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:130367	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5753	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6714	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6732	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4214	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:4216	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:389840	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:80122	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5604	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6416	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7535	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5690	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5693	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5694	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5696	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:6872	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:5127	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:9344	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:7006	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:10420	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:83942	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:1735	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8805	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:197259	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:11011	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:84033	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:27148	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:282974	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:8428	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:51765	ENZYME	GuideToPharmacology	2024.1
NCBIGENE:24	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:154664	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:5243	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10058	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6833	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10060	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:225	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9619	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:64137	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:64240	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:64241	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6509	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6510	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:83697	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:1811	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:155184	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:66035	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:11182	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6514	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6517	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9551	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6533	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6506	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:11254	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6527	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:479	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:496	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:92014	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:81894	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:51312	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:283600	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:153328	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:79751	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:8402	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:399512	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:293	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:60386	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:115286	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:284439	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:29957	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:79085	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:114789	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:284427	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:203427	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:7352	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:482	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:340024	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:55117	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:348932	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:388662	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10864	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6581	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:55238	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:146167	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:116369	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:65012	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:540	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:487	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:491	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:492	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10396	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:23120	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:57205	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:114134	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:1836	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:26503	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6554	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6555	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:201780	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10723	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:84561	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9058	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:26266	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:8170	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6565	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:121260	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:23539	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9123	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9121	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:201232	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6572	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:80704	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6575	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9963	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:11001	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:2030	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:169026	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9197	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10568	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:51006	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:728661	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:339665	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:80723	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:146861	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:219855	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:29986	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:29985	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:283375	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:25800	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:64116	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6005	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:51458	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:8501	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:124935	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:80736	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:55244	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9213	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:25875	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:118980	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:57185	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:7991	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:388931	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:56172	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:201305	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:130814	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:57709	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9056	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:56301	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:157724	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6546	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6549	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6553	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10479	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:284525	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:6579	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:11309	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:28231	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:133482	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:57835	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:159963	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:55089	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10991	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:57030	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:63910	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:523	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:526	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:9550	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:10312	TRANSPORTER	GuideToPharmacology	2024.1
NCBIGENE:533	TRANSPORTER	GuideToPharmacology	2024.1
BCL2	DRUG RESISTANCE	CIViC	10-Apr-24
ATM	DRUG RESISTANCE	CIViC	10-Apr-24
FGFR1	DRUG RESISTANCE	CIViC	10-Apr-24
ERBB2	DRUG RESISTANCE	CIViC	10-Apr-24
ERBB2	CLINICALLY ACTIONABLE	CIViC	10-Apr-24
ABCC3	DRUG RESISTANCE	CIViC	10-Apr-24
SMO	DRUG RESISTANCE	CIViC	10-Apr-24
CRKL	DRUG RESISTANCE	CIViC	10-Apr-24
MITF	DRUG RESISTANCE	CIViC	10-Apr-24
PDGFB	CLINICALLY ACTIONABLE	CIViC	10-Apr-24
HLA-C	DRUG RESISTANCE	CIViC	10-Apr-24
CDKN1B	DRUG RESISTANCE	CIViC	10-Apr-24
DNMT1	DRUG RESISTANCE	CIViC	10-Apr-24
WT1	DRUG RESISTANCE	CIViC	10-Apr-24
CD274	DRUG RESISTANCE	CIViC	10-Apr-24
AR	DRUG RESISTANCE	CIViC	10-Apr-24
PDGFRB	CLINICALLY ACTIONABLE	CIViC	10-Apr-24
ASNS	DRUG RESISTANCE	CIViC	10-Apr-24
LGR5	DRUG RESISTANCE	CIViC	10-Apr-24
PTEN	DRUG RESISTANCE	CIViC	10-Apr-24
STK11	DRUG RESISTANCE	CIViC	10-Apr-24
RB1	DRUG RESISTANCE	CIViC	10-Apr-24
ATM	CLINICALLY ACTIONABLE	CIViC	10-Apr-24
DDX43	DRUG RESISTANCE	CIViC	10-Apr-24
CDK4	DRUG RESISTANCE	CIViC	10-Apr-24
IL6	DRUG RESISTANCE	CIViC	10-Apr-24
ABCB1	DRUG RESISTANCE	CIViC	10-Apr-24
STAT1	DRUG RESISTANCE	CIViC	10-Apr-24
