"","gene_id"
"3076","GGCX"
"3077","EHBP1"
"3078","TXNDC9"
"3079","COQ10B"
"3080","SF3B1"
"3081","ST3GAL5"
"3082","CHST10"
"3083","PDCL3"
"3084","MOB4"
"3085","KDM3A"
"3086","CHMP3"
"3087","ZNF142"
"3088","IL1R2"
"3089","IL1R1"
"3090","IL1RL2"
"3091","IL18R1"
"3092","CNPPD1"
"3093","UXS1"
"3094","ABCB6"
"3095","STK16"
"3096","HDLBP"
"3097","PPP1R7"
"3098","PASK"
"3099","STK25"
"3100","PROC"
"3101","TAF1B"
"3102","HPCAL1"
"3103","BIRC6"
"3104","NOL10"
"3105","PLEKHB2"
"3106","GORASP2"
"3107","STRN"
"3108","CEBPZ"
"3109","PRKD3"
"3110","DCAF17"
"3111","QPCT"
"3112","RAB3GAP1"
"3113","SLC25A12"
"3114","RMDN2"
"3115","DARS1"
"3116","SRSF7"
"3117","SDC1"
"3118","SLC1A4"
"3119","SOS1"
"3120","KYNU"
"3121","WIPF1"
"3122","ORC2"
"3123","COX7A2L"
"3124","PNO1"
"3125","ORC4"
"3126","PLEK"
"3127","RND3"
"3128","ATF2"
"3129","THADA"
"3130","AAK1"
"3131","TRAK2"
"3132","C2orf42"
"3133","TIA1"
"3134","PCYOX1"
"3135","EPAS1"
"3136","ARID3A"
"3137","SUMO1"
"3138","NFE2L2"
"3139","MSH6"
"3140","PLEKHA3"
"3141","SPR"
"3142","EPHA4"
"3143","PARD3B"
"3144","FARSB"
"3145","ALMS1"
"3146","BCL9"
"3147","DHCR24"
"3148","DNAJC16"
"3149","MORN1"
"3150","GPX7"
"3151","CACYBP"
"3152","SCP2"
"3153","RALGPS2"
"3154","CEP104"
"3155","FAM20B"
"3156","TCEANC2"
"3157","TMEM59"
"3158","LRRC42"
"3159","WRAP73"
"3160","MRPL37"
"3161","ICMT"
"3162","RPL22"
"3163","QSOX1"
"3164","STXBP3"
"3165","PHF13"
"3166","ERRFI1"
"3167","PARK7"
"3168","ELAPOR1"
"3169","AMPD2"
"3170","SRSF4"
"3171","MECR"
"3172","KCNC4"
"3173","WDR77"
"3174","ATP5PB"
"3175","RAP1A"
"3176","HDAC1"
"3177","CAPZA1"
"3178","S100PBP"
"3179","RNF19B"
"3180","SCAMP3"
"3181","TRIM62"
"3182","ASH1L"
"3183","SFPQ"
"3184","RHOU"
"3185","GON4L"
"3186","ARHGEF2"
"3187","LAMTOR2"
"3188","DOCK7"
"3189","DLEU2L"
"3190","FBXO6"
"3191","C1orf21"
"3192","SWT1"
"3193","DNAJC6"
"3194","LEPR"
"3195","IVNS1ABP"
"3196","KIAA2013"
"3197","MFN2"
"3198","MIIP"
"3199","SMG7"
"3200","NCF2"
"3201","SLC35D1"
"3202","PLA2G4A"
"3203","GADD45A"
"3204","WLS"
"3205","PRDM2"
"3206","RO60"
"3207","UCHL5"
"3208","BCAS2"
"3209","SRSF11"
"3210","CTH"
"3211","OLFML3"
"3212","PLEKHM2"
"3213","CRYZ"
"3214","PHTF1"
"3215","ZBTB17"
"3216","CD58"
"3217","TTF2"
"3218","KIF21B"
"3219","TMEM9"
"3220","ADPRS"
"3221","MAP7D1"
"3222","WARS2"
"3223","OSCP1"
"3224","MRPS15"
"3225","EXOC8"
"3226","GNPAT"
"3227","TSNAX"
"3228","C1orf109"
"3229","RRAGC"
"3230","NID1"
"3231","LGALS8"
"3232","MTR"
"3233","MYCL"
"3234","SIPA1L2"
"3235","RLF"
"3236","ZNF684"
"3237","ETV3"
"3238","ACADM"
"3239","CD48"
"3240","ADGRL2"
"3241","SDHB"
"3242","MFAP2"
"3243","RPF1"
"3244","KDM5B"
"3245","UAP1"
"3246","CTBS"
"3247","RGS4"
"3248","KLHL12"
"3249","ZNHIT6"
"3250","RBBP5"
"3251","GBP3"
"3252","GBP1"
"3253","PINK1-AS"
"3254","GPR89A"
"3255","CDK18"
"3256","RAB29"
"3257","ECE1"
"3258","HMGCL"
"3259","ID3"
"3260","CD46"
"3261","PRPF3"
"3262","APH1A"
"3263","P3H1"
"3264","EBNA1BP2"
"3265","IPO13"
"3266","ATP6V0B"
"3267","B4GALT2"
"3268","ERI3"
"3269","AKR1A1"
"3270","PRDX1"
"3271","PIK3R3"
"3272","TSPAN1"
"3273","BLZF1"
"3274","SLC19A2"
"3275","FAAH"
"3276","NSUN4"
"3277","TMED5"
"3278","DR1"
"3279","CNN3"
"3280","PRRC2C"
"3281","F3"
"3282","ABCD3"
"3283","VAMP4"
"3284","DPH5"
"3285","PTBP2"
"3286","TNFSF4"
"3287","PRDX6"
"3288","DARS2"
"3289","IRF6"
"3290","UTP25"
"3291","RCAN3"
"3292","SYF2"
"3293","RSRP1"
"3294","SLC35A3"
"3295","RCOR3"
"3296","MTFR1L"
"3297","MAN1C1"
"3298","RPS6KA1"
"3299","DHDDS"
"3300","NENF"
"3301","NSL1"
"3302","PROX1"
"3303","ARID1A"
"3304","RPA2"
"3305","PPP1R8"
"3306","STX12"
"3307","MTARC2"
"3308","OSBPL9"
"3309","TXNDC12"
"3310","ESYT2"
"3311","MESD"
"3312","RCN2"
"3313","MUC5B"
"3314","STAG1"
"3315","STK11"
"3316","KMT2A"
"3317","TREH"
"3318","IFT46"
"3319","APOA1"
"3320","RPS25"
"3321","DDX59"
"3322","CAMSAP2"
"3323","ATF6"
"3324","MREG"
"3325","FASTKD2"
"3326","NRP2"
"3327","CREB1"
"3328","KLF7"
"3329","B4GALT6"
"3330","C1orf54"
"3331","IRAG2"
"3332","ATP10B"
"3333","SPCS2"
"3334","USP35"
"3335","FILIP1"
"3336","CASP8AP2"
"3337","HMGN3"
"3338","UBE3D"
"3339","ANKRD13C"
"3340","SGIP1"
"3341","PHF3"
"3342","PLAGL1"
"3343","FBXO30"
"3344","TNFAIP3"
"3345","AKAP7"
"3346","RAB32"
"3347","RNF146"
"3348","CCN2"
"3349","PMFBP1"
"3350","FBXL5"
"3351","MED28"
"3352","RXYLT1"
"3353","ZNF430"
"3354","VAMP8"
"3355","DCLRE1B"
"3356","MYL12B"
"3357","FOXO3"
"3358","ARMC2"
"3359","RPN2"
"3360","TGIF2"
"3361","PKD2"
"3362","CCNI"
"3363","MFSD1"
"3364","RAB3GAP2"
"3365","EEF2KMT"
"3366","PPL"
"3367","UBN1"
"3368","KLF12"
"3369","UCHL3"
"3370","HS1BP3"
"3371","LDAH"
"3372","WDR35"
"3373","ELL2"
"3374","CYP20A1"
"3375","NDUFB3"
"3376","GTF3C3"
"3377","SATB2"
"3378","UBE2B"
"3379","TJP2"
"3380","ITGB1BP1"
"3381","CPSF3"
"3382","SENP5"
"3383","CCDC92"
"3384","C1orf198"
"3385","HEATR1"
"3386","PTBP3"
"3387","RAD23B"
"3388","FKBP15"
"3389","CTNNAL1"
"3390","ABITRAM"
"3391","SET"
"3392","PTPA"
"3393","GLE1"
"3394","RAB14"
"3395","CNTRL"
"3396","TRIM32"
"3397","FBXW2"
"3398","NEK6"
"3399","BSPRY"
"3400","PPP6C"
"3401","NDUFA8"
"3402","HDHD3"
"3403","RBM18"
"3404","HSDL2"
"3405","MAPKAP1"
"3406","NR4A3"
"3407","INVS"
"3408","GALNT12"
"3409","DENND1A"
"3410","ALG2"
"3411","KDSR"
"3412","VPS4B"
"3413","ONECUT2"
"3414","C19orf25"
"3415","ZBTB45"
"3416","YLPM1"
"3417","DCAF4"
"3418","FCF1"
"3419","PGF"
"3420","IFI27L2"
"3421","BBOF1"
"3422","NEK9"
"3423","ACYP1"
"3424","IFT43"
"3425","NPC2"
"3426","DNAL1"
"3427","IRF2BPL"
"3428","ACOT2"
"3429","LTBP2"
"3430","AREL1"
"3431","MLH3"
"3432","TTLL5"
"3433","ABCD4"
"3434","DLST"
"3435","TGFB3"
"3436","ZC2HC1C"
"3437","SLIRP"
"3438","RBM25"
"3439","ALDH6A1"
"3440","EIF2B2"
"3441","NRDE2"
"3442","COQ6"
"3443","ZNF410"
"3444","RHOQ"
"3445","GPR75"
"3446","SUPT7L"
"3447","KLHL29"
"3448","DNMT3A"
"3449","TMEM214"
"3450","ATAD2B"
"3451","FKBP1B"
"3452","ATL2"
"3453","YPEL5"
"3454","FAM98A"
"3455","YIPF4"
"3456","AFTPH"
"3457","LGALSL"
"3458","CRIPT"
"3459","SLC17A5"
"3460","OGFRL1"
"3461","SLF2"
"3462","IDE"
"3463","IFIT3"
"3464","IFIT2"
"3465","GPAM"
"3466","CUTC"
"3467","PPP1R3C"
"3468","PYROXD2"
"3469","CNNM1"
"3470","MXI1"
"3471","SMNDC1"
"3472","C10orf88"
"3473","TCTN3"
"3474","DENND10"
"3475","AVPI1"
"3476","WDR11"
"3477","ARMH3"
"3478","KCNIP2"
"3479","GOT1"
"3480","GNA13"
"3481","KANSL1"
"3482","HOXB5"
"3483","HOXB3"
"3484","PANK3"
"3485","MSX2"
"3486","RCL1"
"3487","CAAP1"
"3488","MOB3B"
"3489","CD274"
"3490","NUP43"
"3491","MTHFD1L"
"3492","LRP11"
"3493","PCMT1"
"3494","PLEKHG1"
"3495","MYCT1"
"3496","WDR55"
"3497","ARAP3"
"3498","PCDHB14"
"3499","PCDHB12"
"3500","MRPS14"
"3501","CENPL"
"3502","SEC16B"
"3503","GORAB"
"3504","ACAT2"
"3505","TCP1"
"3506","SNX19"
"3507","KCNJ5"
"3508","MSANTD2"
"3509","PDZD11"
"3510","SLC10A7"
"3511","ENY2"
"3512","MASTL"
"3513","KIAA1217"
"3514","PLXDC2"
"3515","EPC1"
"3516","CCDC77"
"3517","TAF12"
"3518","ENOX1"
"3519","MTRF1"
"3520","PROSER1"
"3521","UFM1"
"3522","WBP4"
"3523","ELF1"
"3524","SMAD9"
"3525","KBTBD7"
"3526","ALG5"
"3527","EXOSC8"
"3528","ETF1"
"3529","FAM53C"
"3530","SIL1"
"3531","PAIP2"
"3532","KDM3B"
"3533","SERP1"
"3534","PLS1"
"3535","ZFP30"
"3536","NR2C1"
"3537","UTP20"
"3538","TMPO"
"3539","ARL1"
"3540","MTERF2"
"3541","SOCS2"
"3542","NFYB"
"3543","WASHC3"
"3544","APAF1"
"3545","DUSP4"
"3546","CLU"
"3547","TNFRSF10B"
"3548","SORBS3"
"3549","PTK2B"
"3550","PPP3CC"
"3551","PDLIM2"
"3552","EPHX2"
"3553","RNF170"
"3554","UBIAD1"
"3555","TARDBP"
"3556","ZNF706"
"3557","LYPLA1"
"3558","CRISPLD1"
"3559","COPS5"
"3560","RDH10"
"3561","AKAP1"
"3562","COIL"
"3563","TRIM25"
"3564","SCPEP1"
"3565","SPOP"
"3566","TBX2"
"3567","SLC35B1"
"3568","FAM117A"
"3569","TMEM131L"
"3570","TENT4B"
"3571","ADCY7"
"3572","CEP89"
"3573","PLBD1"
"3574","PYROXD1"
"3575","KCNJ8"
"3576","BCL2L14"
"3577","PSPC1"
"3578","ZNF549"
"3579","ZSCAN18"
"3580","ZNF211"
"3581","PDZRN3"
"3582","RNF2"
"3583","TRMT1L"
"3584","SEC22A"
"3585","B4GALT4"
"3586","NAA50"
"3587","DESI2"
"3588","MAPK8IP1"
"3589","CRY2"
"3590","PEX16"
"3591","CAT"
"3592","PILRB"
"3593","ZMYM2"
"3594","TBC1D15"
"3595","ZCCHC17"
"3596","KHDRBS1"
"3597","TMEM39B"
"3598","CCRL2"
"3599","CCR2"
"3600","TNFSF10"
"3601","ZNF639"
"3602","PIK3CA"
"3603","PDS5A"
"3604","LIAS"
"3605","CPXM2"
"3606","TMEM54"
"3607","ZSCAN20"
"3608","LRIF1"
"3609","CLCC1"
"3610","GTDC1"
"3611","ZRANB3"
"3612","ACVR2A"
"3613","POLK"
"3614","RPL21"
"3615","MTIF3"
"3616","GTF3A"
"3617","FYTTD1"
"3618","MTERF4"
"3619","SASH3"
"3620","OCRL"
"3621","KIAA1191"
"3622","COPA"
"3623","RBBP6"
"3624","ZC3H7A"
"3625","SERAC1"
"3626","ANXA11"
"3627","SHLD2"
"3628","PRXL2A"
"3629","ZNF205"
"3630","NAA60"
"3631","RPL5"
"3632","ODF2L"
"3633","TRMT13"
"3634","RWDD3"
"3635","ZNF644"
"3636","RPAP2"
"3637","SLC66A2"
"3638","BBS9"
"3639","PMS2"
"3640","ZMIZ2"
"3641","SEPTIN7"
"3642","EEPD1"
"3643","KLHL7"
"3644","HERPUD2"
"3645","HNRNPA2B1"
"3646","HYCC1"
"3647","FKBP9"
"3648","NT5C3A"
"3649","CCZ1"
"3650","POLM"
"3651","MRM2"
"3652","SMU1"
"3653","SLC25A51"
"3654","CLTA"
"3655","SPINK4"
"3656","ACO1"
"3657","DCAF10"
"3658","KIAA1549"
"3659","TRIM24"
"3660","CYREN"
"3661","CALD1"
"3662","SRGN"
"3663","CISD1"
"3664","ECD"
"3665","P4HA1"
"3666","SLC25A16"
"3667","VPS26A"
"3668","RBM19"
"3669","IFT81"
"3670","ACADS"
"3671","HVCN1"
"3672","DDX54"
"3673","MED13L"
"3674","CDKN2C"
"3675","RNF11"
"3676","RASSF8"
"3677","BHLHE41"
"3678","SSPN"
"3679","ITPR2"
"3680","CCDC91"
"3681","WWP1"
"3682","ACOT9"
"3683","PRDX4"
"3684","PKN1"
"3685","TRIR"
"3686","ADGRE5"
"3687","WDR83"
"3688","GIPC1"
"3689","SPRYD7"
"3690","EBPL"
"3691","ATP7B"
"3692","ZC3H13"
"3693","NLN"
"3694","OPTN"
"3695","ITIH5"
"3696","ATF1"
"3697","TSFM"
"3698","ARHGAP9"
"3699","NCKAP1L"
"3700","MMP19"
"3701","PFDN5"
"3702","SPATS2"
"3703","ORMDL2"
"3704","NR4A1"
"3705","PDE1B"
"3706","CDK2"
"3707","LRP1"
"3708","ATG101"
"3709","IKZF4"
"3710","SMUG1"
"3711","EEF1AKMT3"
"3712","KBTBD4"
"3713","ATPAF1"
"3714","COL10A1"
"3715","AMD1"
"3716","NDUFAF4"
"3717","USP45"
"3718","MORF4L2"
"3719","RAB9B"
"3720","NRK"
"3721","FAM199X"
"3722","RAB9A"
"3723","METTL8"
"3724","TTC21B"
"3725","NMI"
"3726","ACVR1C"
"3727","BAZ2B"
"3728","SLC36A1"
"3729","LPGAT1"
"3730","KCNJ2"
"3731","RAP2C"
"3732","EXOSC9"
"3733","PLA2G12A"
"3734","B9D2"
"3735","COQ8B"
"3736","PFKFB2"
"3737","C4BPB"
"3738","ZNF137P"
"3739","RAB38"
"3740","AGO2"
"3741","MXD4"
"3742","ACSL3"
"3743","CHPF"
"3744","DNPEP"
"3745","OBSL1"
"3746","SLC12A4"
"3747","ENKD1"
"3748","FAM210B"
"3749","PI3"
"3750","SLPI"
"3751","TTPAL"
"3752","PREX1"
"3753","SDC4"
"3754","NCOA3"
"3755","PIGT"
"3756","NCOA5"
"3757","VAPB"
"3758","PARD6B"
"3759","ATP5F1E"
"3760","CHD6"
"3761","PLCG1"
"3762","SRSF6"
"3763","ARFGEF2"
"3764","ZNFX1"
"3765","EDN3"
"3766","RAB22A"
"3767","PTGIS"
"3768","STAU1"
"3769","CDH26"
"3770","MOCS3"
"3771","STX16"
"3772","PPP4R1L"
"3773","PMEPA1"
"3774","RNF114"
"3775","DDX27"
"3776","BCAS4"
"3777","NEURL2"
"3778","MTRR"
"3779","FASTKD3"
"3780","IQSEC2"
"3781","VAMP7"
"3782","STAMBP"
"3783","NAGK"
"3784","MCEE"
"3785","PAIP2B"
"3786","SNRNP27"
"3787","MPHOSPH10"
"3788","ATP8A1"
"3789","USP22"
"3790","POF1B"
"3791","ZNF576"
"3792","ZNF45"
"3793","USP9X"
"3794","F13A1"
"3795","BTN2A2"
"3796","SIRT5"
"3797","MRS2"
"3798","WRNIP1"
"3799","RRP36"
"3800","BTN2A3P"
"3801","SNRPC"
"3802","SERPINB6"
"3803","XPO5"
"3804","ABCC10"
"3805","PEX6"
"3806","NQO2"
"3807","OARD1"
"3808","AARS2"
"3809","H1-1"
"3810","ZNF391"
"3811","RPS10"
"3812","MED20"
"3813","TBCC"
"3814","SPDEF"
"3815","MAD2L1BP"
"3816","KLHDC3"
"3817","MEA1"
"3818","KLHL31"
"3819","COL21A1"
"3820","CDKN1A"
"3821","SOX4"
"3822","GLO1"
"3823","CPNE5"
"3824","RREB1"
"3825","SSR1"
"3826","RIOK1"
"3827","SLC35B3"
"3828","RPP40"
"3829","ATXN1"
"3830","NUP153"
"3831","DEK"
"3832","EEF1E1"
"3833","RUNX2"
"3834","LRRFIP1"
"3835","RAB17"
"3836","AHNAK"
"3837","EMC3"
"3838","CNOT1"
"3839","BBS2"
"3840","MT1G"
"3841","MT2A"
"3842","PHAF1"
"3843","GOT2"
"3844","DOK4"
"3845","PIWIL1"
"3846","CLYBL"
"3847","TMTC4"
"3848","RAP2A"
"3849","EFNB2"
"3850","TM9SF2"
"3851","IRF1"
"3852","UPF3B"
"3853","RNF113A"
"3854","SEPTIN6"
"3855","NDUFA1"
"3856","DMAC2L"
"3857","BMP4"
"3858","PTGER2"
"3859","FAM193A"
"3860","GRK4"
"3861","SOX9"
"3862","HS3ST3B1"
"3863","SLC25A35"
"3864","MRPS7"
"3865","GGA3"
"3866","ARMC7"
"3867","NUP85"
"3868","SLC25A19"
"3869","NT5C"
"3870","MSTO1"
"3871","TTF1"
"3872","GTF3C4"
"3873","DDX31"
"3874","PPP1R12C"
"3875","SLC2A4RG"
"3876","PPDPF"
"3877","IL1B"
"3878","CHCHD5"
"3879","PAX8"
"3880","INSIG2"
"3881","POLR1B"
"3882","CCDC93"
"3883","PSD4"
"3884","SLC25A23"
"3885","PSPN"
"3886","GTF2F1"
"3887","ALKBH7"
"3888","CLPP"
"3889","THOC2"
"3890","MED1"
"3891","RPL23"
"3892","ATG4C"
"3893","C3"
"3894","SH2D3A"
"3895","TRIP10"
"3896","GPR108"
"3897","OPA3"
"3898","SNRPD2"
"3899","RTN2"
"3900","EML2"
"3901","VASP"
"3902","SYMPK"
"3903","GPCPD1"
"3904","SDCBP2"
"3905","PANK2"
"3906","FOXA2"
"3907","CD93"
"3908","GZF1"
"3909","NAPB"
"3910","CENPB"
"3911","PSMF1"
"3912","DTD1"
"3913","RBCK1"
"3914","TMX4"
"3915","STK35"
"3916","SNRPB"
"3917","NRSN2"
"3918","AP5S1"
"3919","RRBP1"
"3920","BMP2"
"3921","ZNF133"
"3922","FLRT3"
"3923","OVOL2"
"3924","MKKS"
"3925","BFSP1"
"3926","DSTN"
"3927","SNRPB2"
"3928","MGME1"
"3929","TBC1D20"
"3930","ITPA"
"3931","MRPS26"
"3932","NCLN"
"3933","HNRNPR"
"3934","ZNF436"
"3935","MAX"
"3936","ARMCX5"
"3937","NECAB3"
"3938","ID1"
"3939","RALY"
"3940","DYNLRB1"
"3941","EIF2S2"
"3942","ERGIC3"
"3943","ROMO1"
"3944","CEP250"
"3945","PLAGL2"
"3946","MMP24OS"
"3947","KDM5C"
"3948","AMOT"
"3949","TMEM115"
"3950","PSMB2"
"3951","AGO3"
"3952","UROD"
"3953","ST3GAL3"
"3954","TMEM53"
"3955","HECTD3"
"3956","KLC1"
"3957","TUBGCP3"
"3958","MCF2L"
"3959","PCID2"
"3960","LRFN3"
"3961","CAPNS1"
"3962","PDCD2L"
"3963","UBA2"
"3964","COX6B1"
"3965","THRA"
"3966","NR1D1"
"3967","FRMD8"
"3968","PRDX5"
"3969","IRF3"
"3970","PRMT1"
"3971","RRAS"
"3972","PRRG2"
"3973","SCAF1"
"3974","PRR12"
"3975","ASL"
"3976","SBDS"
"3977","STAT5A"
"3978","BECN1"
"3979","TRAP1"
"3980","GLIS2"
"3981","NSRP1"
"3982","DNAJC8"
"3983","AHDC1"
"3984","IFI6"
"3985","ZNF384"
"3986","EMG1"
"3987","UXT"
"3988","TIMM17B"
"3989","PCNX4"
"3990","ATG14"
"3991","KTN1"
"3992","L3HYPDH"
"3993","HSPA2"
"3994","ZBTB1"
"3995","TRMT5"
"3996","PLEKHG3"
"3997","RHOT1"
"3998","EVI2A"
"3999","DYNC2I1"
"4000","NUP214"
"4001","SLC10A3"
"4002","MAP2K2"
"4003","HNRNPH2"
"4004","ARMCX1"
"4005","ZC4H2"
"4006","CANX"
"4007","INTS11"
"4008","IPPK"
"4009","ZNF484"
"4010","FGD3"
"4011","HIVEP3"
"4012","PPCS"
"4013","BCL11B"
"4014","COX7C"
"4015","TRAF2"
"4016","ABHD8"
"4017","HELB"
"4018","RAP1B"
"4019","TSPAN8"
"4020","RAB3IP"
"4021","PTPRB"
"4022","DYRK2"
"4023","TAS2R3"
"4024","TAS2R4"
"4025","TAS2R5"
"4026","IDUA"
"4027","FGFRL1"
"4028","TMEM175"
"4029","PIN1"
"4030","FBXL12"
"4031","EMC1"
"4032","UBR4"
"4033","HP1BP3"
"4034","SIN3B"
"4035","SLC35E1"
"4036","EPS15L1"
"4037","UQCR11"
"4038","GFER"
"4039","WDR24"
"4040","MACF1"
"4041","SMARCA4"
"4042","KDM4B"
"4043","TICAM1"
"4044","METTL25"
"4045","EMC6"
"4046","METTL16"
"4047","TUBA4A"
"4048","VIL1"
"4049","AAMP"
"4050","PNKD"
"4051","RNF6"
"4052","ECHS1"
"4053","AKAP9"
"4054","SEM1"
"4055","HIP1"
"4056","PTPN12"
"4057","POR"
"4058","STYXL1"
"4059","GNAI1"
"4060","PMS2P3"
"4061","PEX1"
"4062","MTERF1"
"4063","SGCE"
"4064","RBM48"
"4065","CASD1"
"4066","ZNF780B"
"4067","ZFP36"
"4068","SRD5A3"
"4069","KDR"
"4070","TUBGCP6"
"4071","ADM2"
"4072","DGCR6L"
"4073","DGCR8"
"4074","SDF2L1"
"4075","GAL3ST1"
"4076","YWHAH"
"4077","GNAZ"
"4078","MGAT3"
"4079","ATF4"
"4080","CDC42EP1"
"4081","TPST2"
"4082","BAIAP2L2"
"4083","MPST"
"4084","TST"
"4085","APOL2"
"4086","RAC2"
"4087","APOBEC3F"
"4088","EMC4"
"4089","SPECC1"
"4090","DOCK4"
"4091","POT1"
"4092","ATP6V1F"
"4093","LSM8"
"4094","CDHR3"
"4095","PRKRIP1"
"4096","IFT22"
"4097","MKLN1"
"4098","DNAJB9"
"4099","FLNC"
"4100","LRRC4"
"4101","CALU"
"4102","SMO"
"4103","IRF5"
"4104","LRRC17"
"4105","KLHDC10"
"4106","NDUFA5"
"4107","MYO1B"
"4108","MTX2"
"4109","PDE11A"
"4110","CHN1"
"4111","OSGEPL1"
"4112","ORMDL1"
"4113","HAT1"
"4114","HOXD9"
"4115","HERC2"
"4116","SNRPN"
"4117","PSMG2"
"4118","TWSG1"
"4119","ARHGAP22"
"4120","WDFY4"
"4121","EIF2AK4"
"4122","MYO5C"
"4123","CGNL1"
"4124","TMOD2"
"4125","TTBK2"
"4126","CCDC32"
"4127","INO80"
"4128","ICE2"
"4129","DLL4"
"4130","MINDY2"
"4131","IVD"
"4132","DUT"
"4133","CLN6"
"4134","ARPP19"
"4135","VPS13C"
"4136","CALML4"
"4137","ISLR"
"4138","THAP10"
"4139","ANAPC13"
"4140","MBD4"
"4141","COPB1"
"4142","PSMA1"
"4143","SUMF2"
"4144","PALLD"
"4145","SPCS3"
"4146","SERGEF"
"4147","DCTD"
"4148","RPAIN"
"4149","PLD2"
"4150","TXNDC17"
"4151","FXR2"
"4152","KIF1C"
"4153","MPDU1"
"4154","PHF20L1"
"4155","CCNT1"
"4156","PUS7L"
"4157","KRI1"
"4158","ILF3"
"4159","AP1M2"
"4160","CDKN2D"
"4161","MTUS1"
"4162","NGDN"
"4163","RIPK3"
"4164","ADCY4"
"4165","RAB2B"
"4166","BCL2L2"
"4167","AJUBA"
"4168","DTD2"
"4169","PARP2"
"4170","HEATR5A"
"4171","SNX6"
"4172","EAPP"
"4173","EGLN3"
"4174","MIS18BP1"
"4175","NEDD8"
"4176","DAD1"
"4177","TEP1"
"4178","REEP5"
"4179","ITFG1"
"4180","QRICH2"
"4181","SEC14L1"
"4182","MAP7D3"
"4183","FGF13"
"4184","ASH2L"
"4185","TTI2"
"4186","CDKN1C"
"4187","KLF16"
"4188","PGAP6"
"4189","DOHH"
"4190","MAU2"
"4191","SHC2"
"4192","ABHD17A"
"4193","GAMT"
"4194","PUDP"
"4195","ERMARD"
"4196","PHF10"
"4197","CRACR2A"
"4198","STARD8"
"4199","GDPD2"
"4200","SAT1"
"4201","GNL3L"
"4202","SH3BP4"
"4203","MOSPD2"
"4204","DOCK6"
"4205","ECSIT"
"4206","ELOF1"
"4207","PRKCSH"
"4208","CDC16"
"4209","NECTIN2"
"4210","APOE"
"4211","APOC1"
"4212","GADD45G"
"4213","XPO7"
"4214","ACE2"
"4215","FAM98C"
"4216","SAFB2"
"4217","RPL36"
"4218","GTPBP3"
"4219","PLVAP"
"4220","BST2"
"4221","SLC27A1"
"4222","NSUN5"
"4223","COLGALT1"
"4224","DDA1"
"4225","MRPL34"
"4226","PGLS"
"4227","LSM7"
"4228","TULP4"
"4229","SNX9"
"4230","RTN4IP1"
"4231","QRSL1"
"4232","MTRES1"
"4233","RSPH3"
"4234","MLLT1"
"4235","AFDN"
"4236","ACTN4"
"4237","STK33"
"4238","NDUFA10"
"4239","ARPC1B"
"4240","ZSWIM6"
"4241","FCHO1"
"4242","MAP1S"
"4243","PXDN"
"4244","SSBP4"
"4245","PGPEP1"
"4246","IQCN"
"4247","LSM4"
"4248","JUND"
"4249","TRPM4"
"4250","ZNF557"
"4251","CRB3"
"4252","CAMSAP1"
"4253","UBAC1"
"4254","ZBTB46"
"4255","HELZ2"
"4256","SAMD10"
"4257","LSP1"
"4258","COL5A1"
"4259","ATXN10"
"4260","TUBGCP2"
"4261","ZNF337"
"4262","CEP85"
"4263","TAF4"
"4264","OSBPL2"
"4265","ASS1"
"4266","EXOSC2"
"4267","POMT1"
"4268","UCK1"
"4269","CHMP2A"
"4270","UBE2M"
"4271","METTL26"
"4272","YIPF2"
"4273","ATG4D"
"4274","EIF2S3"
"4275","ZC3H4"
"4276","GMFG"
"4277","MAP3K10"
"4278","ARHGEF16"
"4279","LRRC47"
"4280","SESN2"
"4281","SMPDL3B"
"4282","ATP5IF1"
"4283","MED18"
"4284","THEMIS2"
"4285","CLIP1"
"4286","HIP1R"
"4287","ZNF317"
"4288","EIF3G"
"4289","SHFL"
"4290","ZNF426"
"4291","DKC1"
"4292","PLXNA3"
"4293","MPP1"
"4294","ZNF331"
"4295","ZNF236"
"4296","LRP3"
"4297","MTRFR"
"4298","NOL11"
"4299","UBE4B"
"4300","CASZ1"
"4301","HABP4"
"4302","SLC35D2"
"4303","PRRG1"
"4304","UBA1"
"4305","RGN"
"4306","POLN"
"4307","PPIL4"
"4308","AKAP12"
"4309","SYNE1"
"4310","ULBP3"
"4311","LATS1"
"4312","EPS8L1"
"4313","AAR2"
"4314","RBM39"
"4315","ZNF341"
"4316","GGT7"
"4317","ACSS2"
"4318","ARHGEF9"
"4319","ATP6V1E1"
"4320","ZNF227"
"4321","ZNF428"
"4322","ZNF141"
"4323","COX4I1"
"4324","EMC8"
"4325","GSE1"
"4326","CHMP1A"
"4327","SH3BGRL"
"4328","COX7B"
"4329","NFATC1"
"4330","CAP1"
"4331","PPT1"
"4332","RAB11FIP4"
"4333","RLIM"
"4334","ABCB7"
"4335","TRAF3"
"4336","HAUS8"
"4337","MRPS25"
"4338","HACL1"
"4339","TBC1D5"
"4340","CAPN7"
"4341","RBSN"
"4342","SLC6A6"
"4343","NAPSB"
"4344","NR1H2"
"4345","PDLIM4"
"4346","KIF3A"
"4347","MGAT1"
"4348","GFPT2"
"4349","TUBG1"
"4350","PSME3"
"4351","RPL27"
"4352","AOC3"
"4353","ACLY"
"4354","VPS25"
"4355","NDUFA2"
"4356","ANKHD1"
"4357","DIAPH1"
"4358","NDFIP1"
"4359","UBE2D2"
"4360","EXOC4"
"4361","ACAP3"
